assignment_id,resource_id,project_id,revision_number,effective_start_date,effective_end_date,planned_allocation_pct,submitted_date,approval_status
ASG01267,R0800,PRJ0017,1,2024-01-20,2024-04-22,16,2024-01-20,approved
ASG01267,R0800,PRJ0017,2,2024-04-23,2024-04-30,20,2024-04-23,approved
ASG01268,R0801,PRJ2913,1,2024-02-28,2024-04-30,81,2024-02-28,approved
ASG01268,R0801,PRJ2913,2,2024-04-24,2024-04-30,66,2024-04-26,approved
ASG01269,R0801,PRJ2318,1,2024-03-13,2024-04-30,74,2024-03-13,approved
ASG01269,R0801,PRJ2318,2,2024-03-23,2024-04-30,90,2024-03-26,rejected
ASG01270,R0802,PRJ3341,1,2024-01-15,2024-04-30,62,2024-01-15,approved
ASG01271,R0802,PRJ3406,1,2024-02-25,2024-04-30,43,2024-02-25,approved
ASG01272,R0803,PRJ1552,1,2024-03-02,2024-04-30,54,2024-03-02,approved
ASG01273,R0804,PRJ2859,1,2024-02-14,2024-04-15,71,2024-02-14,approved
ASG01274,R0804,PRJ2427,1,2024-03-02,2024-04-07,18,2024-03-02,approved
ASG01274,R0804,PRJ2427,2,2024-04-08,2024-04-30,20,2024-04-08,approved
ASG01275,R0805,PRJ2863,1,2024-03-05,2024-04-30,89,2024-03-05,approved
ASG01275,R0805,PRJ2863,2,2024-04-20,2024-04-30,64,2024-04-23,approved
ASG01276,R0806,PRJ1082,1,2024-02-09,2024-04-30,60,2024-02-09,approved
ASG01276,R0806,PRJ1082,2,2024-02-23,2024-04-30,40,2024-02-24,approved
ASG01277,R0807,PRJ3246,1,2024-01-28,2024-04-30,47,2024-01-28,approved
ASG01278,R0807,PRJ3464,1,2024-02-13,2024-04-30,66,2024-02-13,approved
ASG01279,R0808,PRJ2843,1,2024-01-23,2024-03-07,85,2024-01-23,approved
ASG01280,R0809,PRJ2585,1,2024-02-02,2024-04-14,89,2024-02-02,approved
ASG01281,R0810,PRJ2680,1,2024-01-20,2024-04-30,82,2024-01-20,approved
ASG01282,R0810,PRJ2784,1,2024-02-11,2024-04-14,49,2024-02-11,approved
ASG01282,R0810,PRJ2784,2,2024-04-15,2024-04-21,40,2024-04-15,approved
ASG01283,R0811,PRJ2275,1,2024-01-16,2024-04-30,59,2024-01-16,approved
ASG01283,R0811,PRJ2275,2,2024-04-08,2024-04-30,84,2024-04-09,rejected
ASG01284,R0811,PRJ2609,1,2024-02-06,2024-04-11,87,2024-02-06,approved
ASG01284,R0811,PRJ2609,2,2024-03-11,2024-04-11,67,2024-03-14,approved
ASG01285,R0812,PRJ2463,1,2024-01-15,2024-04-30,56,2024-01-15,approved
ASG01286,R0812,PRJ2624,1,2024-02-23,2024-04-30,8,2024-02-23,approved
ASG01287,R0813,PRJ2245,1,2024-01-04,2024-04-12,89,2024-01-04,approved
ASG01288,R0814,PRJ3831,1,2024-01-18,2024-04-25,63,2024-01-18,approved
ASG01289,R0814,PRJ3319,1,2024-02-28,2024-04-19,52,2024-02-28,approved
ASG01289,R0814,PRJ3319,2,2024-04-20,2024-04-30,67,2024-04-20,approved
ASG01290,R0815,PRJ2646,1,2024-01-16,2024-04-30,51,2024-01-16,approved
ASG01290,R0815,PRJ2646,2,2024-04-05,2024-04-30,40,2024-04-06,rejected
ASG01291,R0816,PRJ1477,1,2024-01-14,2024-04-16,49,2024-01-14,approved
ASG01291,R0816,PRJ1477,2,2024-03-08,2024-04-16,79,2024-03-11,approved
ASG01292,R0816,PRJ1203,1,2024-02-19,2024-04-30,65,2024-02-19,approved
ASG01293,R0816,PRJ0032,1,2024-03-04,2024-04-30,7,2024-03-04,approved
ASG01294,R0817,PRJ2972,1,2024-01-11,2024-04-30,67,2024-01-11,approved
ASG01295,R0817,PRJ2680,1,2024-01-05,2024-04-30,59,2024-01-05,approved
ASG01296,R0818,PRJ2683,1,2024-03-01,2024-04-15,86,2024-03-01,approved
ASG01296,R0818,PRJ2683,2,2024-04-16,2024-04-30,90,2024-04-16,approved
ASG01297,R0819,PRJ2794,1,2024-01-27,2024-04-11,89,2024-01-27,approved
ASG01297,R0819,PRJ2794,2,2024-04-10,2024-04-11,74,2024-04-11,rejected
ASG01298,R0820,PRJ1106,1,2024-01-08,2024-03-12,85,2024-01-08,approved
ASG01299,R0821,PRJ2432,1,2024-01-07,2024-04-30,78,2024-01-07,approved
ASG01299,R0821,PRJ2432,2,2024-03-09,2024-04-30,58,2024-03-12,approved
ASG01300,R0821,PRJ2361,1,2024-01-04,2024-04-16,59,2024-01-04,approved
ASG01301,R0822,PRJ1990,1,2024-02-03,2024-04-30,42,2024-02-03,approved
ASG01302,R0822,PRJ1179,1,2024-01-04,2024-04-30,85,2024-01-04,approved
ASG01303,R0823,PRJ2419,1,2024-03-10,2024-04-30,50,2024-03-10,approved
ASG01304,R0823,PRJ2340,1,2024-01-26,2024-04-22,62,2024-01-26,approved
ASG01304,R0823,PRJ2340,2,2024-04-23,2024-04-30,40,2024-04-23,approved
ASG01305,R0824,PRJ1106,1,2024-02-19,2024-04-30,72,2024-02-19,approved
ASG01305,R0824,PRJ1106,2,2024-04-19,2024-04-30,47,2024-04-22,rejected
ASG01306,R0824,PRJ1967,1,2024-02-05,2024-04-30,69,2024-02-05,approved
ASG01306,R0824,PRJ1967,2,2024-02-21,2024-04-30,89,2024-02-23,approved
ASG01307,R0824,PRJ1227,1,2024-01-11,2024-04-30,7,2024-01-11,approved
ASG01308,R0825,PRJ2221,1,2024-03-01,2024-04-30,83,2024-03-01,approved
ASG01309,R0825,PRJ2885,1,2024-01-22,2024-04-30,66,2024-01-22,approved
ASG01310,R0826,PRJ1112,1,2024-03-12,2024-04-17,74,2024-03-12,approved
ASG01311,R0826,PRJ1309,1,2024-02-29,2024-04-04,55,2024-02-29,approved
ASG01311,R0826,PRJ1309,2,2024-04-05,2024-04-30,75,2024-04-05,approved
ASG01312,R0827,PRJ3934,1,2024-01-09,2024-04-30,61,2024-01-09,approved
ASG01312,R0827,PRJ3934,2,2024-04-17,2024-04-30,46,2024-04-20,approved
ASG01313,R0828,PRJ1513,1,2024-02-12,2024-04-30,75,2024-02-12,approved
ASG01313,R0828,PRJ1513,2,2024-03-06,2024-04-30,50,2024-03-07,approved
ASG01314,R0828,PRJ1613,1,2024-01-07,2024-04-30,78,2024-01-07,approved
ASG01315,R0828,PRJ0014,1,2024-02-11,2024-04-30,16,2024-02-11,approved
ASG01316,R0829,PRJ1734,1,2024-03-08,2024-04-30,64,2024-03-08,approved
ASG01317,R0830,PRJ1224,1,2024-02-07,2024-04-06,76,2024-02-07,approved
ASG01318,R0831,PRJ1020,1,2024-01-07,2024-03-08,58,2024-01-07,approved
ASG01319,R0832,PRJ3246,1,2024-02-28,2024-04-13,50,2024-02-28,approved
ASG01319,R0832,PRJ3246,2,2024-04-14,2024-04-30,65,2024-04-14,approved
ASG01320,R0832,PRJ3129,1,2024-01-13,2024-04-30,5,2024-01-13,approved
ASG01320,R0832,PRJ3129,2,2024-04-06,2024-04-30,20,2024-04-09,approved
ASG01321,R0833,PRJ1524,1,2024-02-23,2024-04-30,47,2024-02-23,approved
ASG01321,R0833,PRJ1524,2,2024-03-15,2024-04-30,40,2024-03-16,approved
ASG01322,R0834,PRJ1618,1,2024-02-11,2024-04-30,53,2024-02-11,approved
ASG01323,R0834,PRJ1169,1,2024-03-14,2024-04-16,59,2024-03-14,approved
ASG01324,R0835,PRJ3532,1,2024-02-06,2024-04-30,85,2024-02-06,approved
ASG01325,R0835,PRJ3934,1,2024-01-16,2024-04-30,56,2024-01-16,approved
ASG01326,R0836,PRJ3975,1,2024-03-04,2024-04-06,84,2024-03-04,approved
ASG01326,R0836,PRJ3975,2,2024-04-07,2024-04-30,90,2024-04-07,approved
ASG01327,R0836,PRJ3142,1,2024-02-21,2024-04-09,15,2024-02-21,approved
ASG01327,R0836,PRJ3142,2,2024-04-08,2024-04-09,20,2024-04-09,rejected
ASG01328,R0837,PRJ2995,1,2024-02-14,2024-04-30,54,2024-02-14,approved
ASG01328,R0837,PRJ2995,2,2024-02-27,2024-04-30,40,2024-02-29,approved
ASG01329,R0837,PRJ2005,1,2024-01-29,2024-04-08,83,2024-01-29,approved
ASG01330,R0838,PRJ1166,1,2024-02-04,2024-04-18,88,2024-02-04,approved
ASG01331,R0838,PRJ1489,1,2024-02-01,2024-04-30,60,2024-02-01,approved
ASG01332,R0839,PRJ3163,1,2024-02-14,2024-04-30,89,2024-02-14,approved
ASG01333,R0840,PRJ3000,1,2024-02-17,2024-04-05,41,2024-02-17,approved
ASG01333,R0840,PRJ3000,2,2024-04-06,2024-04-30,40,2024-04-06,approved
ASG01334,R0840,PRJ2522,1,2024-01-23,2024-04-21,11,2024-01-23,approved
ASG01334,R0840,PRJ2522,2,2024-04-08,2024-04-21,20,2024-04-10,rejected
ASG01335,R0841,PRJ3000,1,2024-02-24,2024-04-30,89,2024-02-24,approved
ASG01335,R0841,PRJ3000,2,2024-03-05,2024-04-30,74,2024-03-06,approved
ASG01336,R0841,PRJ2619,1,2024-02-22,2024-04-30,43,2024-02-22,approved
ASG01337,R0842,PRJ3055,1,2024-02-15,2024-04-30,59,2024-02-15,approved
ASG01338,R0842,PRJ3309,1,2024-01-22,2024-04-30,49,2024-01-22,approved
ASG01339,R0843,PRJ3163,1,2024-01-14,2024-03-06,49,2024-01-14,approved
ASG01340,R0844,PRJ2160,1,2024-03-01,2024-04-30,47,2024-03-01,approved
ASG01341,R0844,PRJ2035,1,2024-02-19,2024-04-03,83,2024-02-19,approved
ASG01341,R0844,PRJ2035,2,2024-04-04,2024-04-18,90,2024-04-04,approved
ASG01342,R0844,PRJ0023,1,2024-01-06,2024-04-30,7,2024-01-06,approved
ASG01342,R0844,PRJ0023,2,2024-04-06,2024-04-30,5,2024-04-09,approved
ASG01343,R0845,PRJ1112,1,2024-03-05,2024-04-30,60,2024-03-05,approved
ASG01343,R0845,PRJ1112,2,2024-03-15,2024-04-30,85,2024-03-16,approved
ASG01344,R0845,PRJ1308,1,2024-02-01,2024-04-30,59,2024-02-01,approved
ASG01345,R0846,PRJ2880,1,2024-03-09,2024-04-23,87,2024-03-09,approved
ASG01346,R0847,PRJ2580,1,2024-01-29,2024-04-08,60,2024-01-29,approved
ASG01347,R0848,PRJ1538,1,2024-02-23,2024-04-21,50,2024-02-23,approved
ASG01348,R0848,PRJ0001,1,2024-02-10,2024-04-04,18,2024-02-10,approved
ASG01348,R0848,PRJ0001,2,2024-04-05,2024-04-14,20,2024-04-05,approved
ASG01349,R0849,PRJ1889,1,2024-02-03,2024-04-30,66,2024-02-03,approved
ASG01349,R0849,PRJ1889,2,2024-04-17,2024-04-30,46,2024-04-18,approved
ASG01350,R0849,PRJ1917,1,2024-03-03,2024-04-08,89,2024-03-03,approved
ASG01350,R0849,PRJ1917,2,2024-03-13,2024-04-08,59,2024-03-14,rejected
ASG01351,R0850,PRJ1805,1,2024-02-16,2024-04-30,51,2024-02-16,approved
ASG01352,R0851,PRJ2491,1,2024-01-06,2024-04-08,63,2024-01-06,approved
ASG01353,R0852,PRJ1201,1,2024-03-01,2024-04-30,89,2024-03-01,approved
ASG01354,R0852,PRJ1514,1,2024-01-25,2024-04-30,14,2024-01-25,approved
ASG01355,R0853,PRJ1432,1,2024-02-26,2024-04-09,82,2024-02-26,approved
ASG01355,R0853,PRJ1432,2,2024-04-10,2024-04-30,90,2024-04-10,approved
ASG01356,R0854,PRJ2609,1,2024-01-14,2024-04-30,87,2024-01-14,approved
ASG01356,R0854,PRJ2609,2,2024-04-13,2024-04-30,57,2024-04-15,rejected
ASG01357,R0855,PRJ2038,1,2024-01-27,2024-03-10,59,2024-01-27,approved
ASG01358,R0856,PRJ1654,1,2024-01-17,2024-04-30,55,2024-01-17,approved
ASG01358,R0856,PRJ1654,2,2024-03-08,2024-04-30,40,2024-03-11,approved
ASG01359,R0856,PRJ1858,1,2024-02-16,2024-04-30,7,2024-02-16,approved
ASG01360,R0857,PRJ3486,1,2024-01-01,2024-04-08,47,2024-01-01,approved
ASG01361,R0857,PRJ3852,1,2024-01-21,2024-04-30,45,2024-01-21,approved
ASG01362,R0858,PRJ2426,1,2024-01-22,2024-04-08,76,2024-01-22,approved
ASG01363,R0859,PRJ2162,1,2024-01-29,2024-04-06,54,2024-01-29,approved
ASG01363,R0859,PRJ2162,2,2024-04-07,2024-04-30,69,2024-04-07,approved
ASG01364,R0860,PRJ1209,1,2024-01-11,2024-04-30,68,2024-01-11,approved
ASG01364,R0860,PRJ1209,2,2024-04-15,2024-04-30,90,2024-04-17,approved
ASG01365,R0860,PRJ0050,1,2024-01-20,2024-04-30,16,2024-01-20,approved
ASG01365,R0860,PRJ0050,2,2024-03-03,2024-04-30,5,2024-03-06,approved
ASG01366,R0861,PRJ3319,1,2024-02-08,2024-04-30,40,2024-02-08,approved
ASG01367,R0862,PRJ1613,1,2024-01-25,2024-04-30,59,2024-01-25,approved
ASG01368,R0862,PRJ1454,1,2024-01-11,2024-04-30,62,2024-01-11,approved
ASG01369,R0863,PRJ1827,1,2024-01-05,2024-04-30,86,2024-01-05,approved
ASG01370,R0863,PRJ1279,1,2024-03-04,2024-04-04,48,2024-03-04,approved
ASG01370,R0863,PRJ1279,2,2024-04-05,2024-04-30,73,2024-04-05,approved
ASG01371,R0864,PRJ2972,1,2024-02-01,2024-04-30,55,2024-02-01,approved
ASG01371,R0864,PRJ2972,2,2024-04-24,2024-04-30,75,2024-04-27,approved
ASG01372,R0864,PRJ2760,1,2024-01-26,2024-04-30,12,2024-01-26,approved
ASG01372,R0864,PRJ2760,2,2024-02-17,2024-04-30,20,2024-02-20,rejected
ASG01373,R0865,PRJ1635,1,2024-01-05,2024-04-20,65,2024-01-05,approved
ASG01374,R0866,PRJ1616,1,2024-01-11,2024-03-07,72,2024-01-11,approved
ASG01375,R0867,PRJ3831,1,2024-02-15,2024-04-30,75,2024-02-15,approved
ASG01376,R0867,PRJ3381,1,2024-03-09,2024-04-19,43,2024-03-09,approved
ASG01377,R0868,PRJ2659,1,2024-01-24,2024-04-30,85,2024-01-24,approved
ASG01378,R0868,PRJ2555,1,2024-01-27,2024-04-25,15,2024-01-27,approved
ASG01378,R0868,PRJ2555,2,2024-04-26,2024-04-30,20,2024-04-26,approved
ASG01379,R0869,PRJ1604,1,2024-01-09,2024-04-30,78,2024-01-09,approved
ASG01379,R0869,PRJ1604,2,2024-04-16,2024-04-30,48,2024-04-17,approved
ASG01380,R0869,PRJ1040,1,2024-02-07,2024-04-30,57,2024-02-07,approved
ASG01380,R0869,PRJ1040,2,2024-03-05,2024-04-30,72,2024-03-06,approved
ASG01381,R0870,PRJ2450,1,2024-02-04,2024-04-30,66,2024-02-04,approved
ASG01382,R0871,PRJ3939,1,2024-02-08,2024-04-07,83,2024-02-08,approved
ASG01383,R0872,PRJ1552,1,2024-02-26,2024-04-10,42,2024-02-26,approved
ASG01384,R0872,PRJ1411,1,2024-01-31,2024-04-30,85,2024-01-31,approved
ASG01385,R0872,PRJ1870,1,2024-03-03,2024-04-19,5,2024-03-03,approved
ASG01385,R0872,PRJ1870,2,2024-04-20,2024-04-30,20,2024-04-20,approved
ASG01386,R0873,PRJ3066,1,2024-02-20,2024-04-30,60,2024-02-20,approved
ASG01386,R0873,PRJ3066,2,2024-04-17,2024-04-30,45,2024-04-19,approved
ASG01387,R0873,PRJ3532,1,2024-01-15,2024-04-09,65,2024-01-15,approved
ASG01387,R0873,PRJ3532,2,2024-03-10,2024-04-09,45,2024-03-11,rejected
ASG01388,R0874,PRJ3440,1,2024-01-04,2024-04-30,64,2024-01-04,approved
ASG01389,R0874,PRJ3180,1,2024-01-14,2024-04-30,47,2024-01-14,approved
ASG01390,R0875,PRJ3238,1,2024-01-11,2024-04-30,59,2024-01-11,approved
ASG01391,R0876,PRJ2683,1,2024-02-02,2024-04-30,74,2024-02-02,approved
ASG01392,R0876,PRJ2296,1,2024-02-19,2024-04-18,18,2024-02-19,approved
ASG01392,R0876,PRJ2296,2,2024-04-19,2024-04-30,20,2024-04-19,approved
ASG01393,R0877,PRJ1494,1,2024-01-03,2024-04-30,73,2024-01-03,approved
ASG01393,R0877,PRJ1494,2,2024-04-24,2024-04-30,53,2024-04-26,approved
ASG01394,R0878,PRJ3508,1,2024-01-05,2024-03-13,54,2024-01-05,approved
ASG01395,R0879,PRJ1297,1,2024-02-10,2024-04-30,45,2024-02-10,approved
ASG01395,R0879,PRJ1297,2,2024-03-18,2024-04-30,40,2024-03-21,approved
ASG01396,R0879,PRJ1309,1,2024-01-07,2024-04-30,75,2024-01-07,approved
ASG01397,R0880,PRJ3066,1,2024-03-07,2024-04-30,71,2024-03-07,approved
ASG01398,R0880,PRJ3181,1,2024-01-31,2024-04-30,16,2024-01-31,approved
ASG01399,R0881,PRJ2323,1,2024-03-09,2024-04-30,42,2024-03-09,approved
ASG01400,R0881,PRJ2574,1,2024-02-03,2024-04-03,71,2024-02-03,approved
ASG01400,R0881,PRJ2574,2,2024-04-04,2024-04-08,90,2024-04-04,approved
ASG01401,R0882,PRJ1711,1,2024-03-06,2024-04-30,75,2024-03-06,approved
ASG01401,R0882,PRJ1711,2,2024-04-18,2024-04-30,60,2024-04-19,rejected
ASG01402,R0882,PRJ1613,1,2024-01-01,2024-04-30,81,2024-01-01,approved
ASG01402,R0882,PRJ1613,2,2024-03-08,2024-04-30,61,2024-03-10,approved
ASG01403,R0883,PRJ2222,1,2024-03-08,2024-04-06,64,2024-03-08,approved
ASG01404,R0884,PRJ3055,1,2024-02-10,2024-04-30,73,2024-02-10,approved
ASG01405,R0884,PRJ0047,1,2024-01-13,2024-04-30,17,2024-01-13,approved
ASG01406,R0885,PRJ2222,1,2024-01-03,2024-04-30,63,2024-01-03,approved
ASG01407,R0885,PRJ2813,1,2024-02-07,2024-04-03,63,2024-02-07,approved
ASG01407,R0885,PRJ2813,2,2024-04-04,2024-04-30,40,2024-04-04,approved
ASG01408,R0886,PRJ1196,1,2024-02-25,2024-04-30,58,2024-02-25,approved
ASG01408,R0886,PRJ1196,2,2024-04-24,2024-04-30,40,2024-04-25,rejected
ASG01409,R0887,PRJ1846,1,2024-02-13,2024-04-30,76,2024-02-13,approved
ASG01409,R0887,PRJ1846,2,2024-03-05,2024-04-30,56,2024-03-07,approved
ASG01410,R0888,PRJ1395,1,2024-01-27,2024-04-30,74,2024-01-27,approved
ASG01411,R0888,PRJ0036,1,2024-01-08,2024-04-30,6,2024-01-08,approved
ASG01412,R0889,PRJ3324,1,2024-01-11,2024-04-30,44,2024-01-11,approved
ASG01413,R0890,PRJ2995,1,2024-01-22,2024-03-08,45,2024-01-22,approved
ASG01414,R0891,PRJ1706,1,2024-02-15,2024-04-30,83,2024-02-15,approved
ASG01415,R0892,PRJ2813,1,2024-03-10,2024-04-09,84,2024-03-10,approved
ASG01415,R0892,PRJ2813,2,2024-04-10,2024-04-18,90,2024-04-10,approved
ASG01416,R0892,PRJ2356,1,2024-02-09,2024-04-14,62,2024-02-09,approved
ASG01416,R0892,PRJ2356,2,2024-04-08,2024-04-14,90,2024-04-10,rejected
ASG01417,R0892,PRJ2776,1,2024-02-23,2024-04-30,18,2024-02-23,approved
ASG01417,R0892,PRJ2776,2,2024-03-04,2024-04-30,20,2024-03-06,rejected
ASG01418,R0893,PRJ3623,1,2024-02-15,2024-04-30,63,2024-02-15,approved
ASG01419,R0893,PRJ3586,1,2024-03-10,2024-04-30,85,2024-03-10,approved
ASG01420,R0894,PRJ3623,1,2024-03-09,2024-04-30,50,2024-03-09,approved
ASG01421,R0895,PRJ2237,1,2024-01-04,2024-04-30,40,2024-01-04,approved
ASG01422,R0896,PRJ1218,1,2024-01-13,2024-04-26,70,2024-01-13,approved
ASG01422,R0896,PRJ1218,2,2024-04-27,2024-04-30,45,2024-04-27,approved
ASG01423,R0896,PRJ1616,1,2024-03-07,2024-04-30,79,2024-03-07,approved
ASG01423,R0896,PRJ1616,2,2024-04-09,2024-04-30,90,2024-04-10,rejected
ASG01424,R0896,PRJ0050,1,2024-01-20,2024-04-23,15,2024-01-20,approved
ASG01424,R0896,PRJ0050,2,2024-02-20,2024-04-23,5,2024-02-22,rejected
ASG01425,R0897,PRJ2340,1,2024-01-18,2024-04-09,67,2024-01-18,approved
ASG01426,R0897,PRJ2132,1,2024-03-05,2024-04-30,67,2024-03-05,approved
ASG01427,R0898,PRJ3246,1,2024-01-19,2024-04-30,41,2024-01-19,approved
ASG01428,R0898,PRJ3531,1,2024-02-01,2024-04-30,89,2024-02-01,approved
ASG01429,R0899,PRJ1834,1,2024-01-24,2024-04-12,65,2024-01-24,approved
ASG01429,R0899,PRJ1834,2,2024-04-13,2024-04-30,45,2024-04-13,approved
ASG01430,R0899,PRJ1849,1,2024-01-14,2024-04-30,76,2024-01-14,approved
ASG01430,R0899,PRJ1849,2,2024-04-20,2024-04-30,90,2024-04-22,approved
ASG01431,R0900,PRJ1632,1,2024-01-27,2024-04-30,65,2024-01-27,approved
ASG01431,R0900,PRJ1632,2,2024-02-21,2024-04-30,50,2024-02-22,approved
ASG01432,R0900,PRJ1682,1,2024-01-06,2024-04-30,13,2024-01-06,approved
ASG01433,R0901,PRJ2990,1,2024-01-12,2024-03-07,44,2024-01-12,approved
ASG01434,R0902,PRJ2323,1,2024-02-23,2024-04-30,69,2024-02-23,approved
ASG01435,R0902,PRJ2244,1,2024-01-04,2024-04-30,79,2024-01-04,approved
ASG01436,R0903,PRJ1573,1,2024-01-22,2024-04-30,59,2024-01-22,approved
ASG01437,R0904,PRJ3213,1,2024-03-05,2024-04-26,76,2024-03-05,approved
ASG01437,R0904,PRJ3213,2,2024-04-27,2024-04-30,51,2024-04-27,approved
ASG01438,R0904,PRJ3469,1,2024-03-11,2024-04-30,14,2024-03-11,approved
ASG01438,R0904,PRJ3469,2,2024-04-21,2024-04-30,5,2024-04-24,approved
ASG01439,R0905,PRJ1490,1,2024-02-27,2024-04-30,42,2024-02-27,approved
ASG01439,R0905,PRJ1490,2,2024-03-08,2024-04-30,72,2024-03-11,approved
ASG01440,R0906,PRJ2246,1,2024-03-06,2024-04-30,40,2024-03-06,approved
ASG01441,R0907,PRJ2981,1,2024-02-12,2024-04-30,48,2024-02-12,approved
ASG01442,R0908,PRJ1029,1,2024-01-31,2024-04-30,54,2024-01-31,approved
ASG01443,R0908,PRJ1444,1,2024-01-09,2024-04-30,5,2024-01-09,approved
ASG01444,R0909,PRJ2722,1,2024-02-27,2024-04-08,41,2024-02-27,approved
ASG01444,R0909,PRJ2722,2,2024-04-09,2024-04-30,71,2024-04-09,approved
ASG01445,R0910,PRJ1175,1,2024-01-23,2024-04-30,89,2024-01-23,approved
ASG01445,R0910,PRJ1175,2,2024-04-06,2024-04-30,59,2024-04-07,rejected
ASG01446,R0911,PRJ1683,1,2024-03-04,2024-04-30,88,2024-03-04,approved
ASG01446,R0911,PRJ1683,2,2024-03-14,2024-04-30,90,2024-03-15,rejected
ASG01447,R0912,PRJ1764,1,2024-02-28,2024-04-30,40,2024-02-28,approved
ASG01448,R0912,PRJ0012,1,2024-03-06,2024-04-30,11,2024-03-06,approved
ASG01449,R0913,PRJ2361,1,2024-01-10,2024-03-09,63,2024-01-10,approved
ASG01450,R0914,PRJ1279,1,2024-02-01,2024-04-30,45,2024-02-01,approved
ASG01451,R0914,PRJ1439,1,2024-02-05,2024-04-12,73,2024-02-05,approved
ASG01452,R0915,PRJ2275,1,2024-02-05,2024-04-24,70,2024-02-05,approved
ASG01452,R0915,PRJ2275,2,2024-04-25,2024-04-30,55,2024-04-25,approved
ASG01453,R0916,PRJ1781,1,2024-02-01,2024-04-30,53,2024-02-01,approved
ASG01453,R0916,PRJ1781,2,2024-04-15,2024-04-30,40,2024-04-18,approved
ASG01454,R0916,PRJ1245,1,2024-02-22,2024-04-30,47,2024-02-22,approved
ASG01454,R0916,PRJ1245,2,2024-03-03,2024-04-30,40,2024-03-06,approved
ASG01455,R0916,PRJ0015,1,2024-02-14,2024-04-30,6,2024-02-14,approved
ASG01456,R0917,PRJ1408,1,2024-02-26,2024-04-13,83,2024-02-26,approved
ASG01457,R0918,PRJ3319,1,2024-01-06,2024-04-30,70,2024-01-06,approved
ASG01458,R0918,PRJ3323,1,2024-02-27,2024-04-30,53,2024-02-27,approved
ASG01459,R0919,PRJ2292,1,2024-01-09,2024-04-08,77,2024-01-09,approved
ASG01459,R0919,PRJ2292,2,2024-04-09,2024-04-30,52,2024-04-09,approved
ASG01460,R0919,PRJ2269,1,2024-02-24,2024-04-30,75,2024-02-24,approved
ASG01460,R0919,PRJ2269,2,2024-04-09,2024-04-30,45,2024-04-12,approved
ASG01461,R0920,PRJ2839,1,2024-01-28,2024-04-30,74,2024-01-28,approved
ASG01461,R0920,PRJ2839,2,2024-02-22,2024-04-30,90,2024-02-24,approved
ASG01462,R0920,PRJ2220,1,2024-03-12,2024-04-30,19,2024-03-12,approved
ASG01463,R0921,PRJ3919,1,2024-02-17,2024-04-21,80,2024-02-17,approved
ASG01464,R0921,PRJ3917,1,2024-02-22,2024-04-30,69,2024-02-22,approved
ASG01465,R0922,PRJ1857,1,2024-03-03,2024-04-30,49,2024-03-03,approved
ASG01466,R0923,PRJ2836,1,2024-03-05,2024-04-14,84,2024-03-05,approved
ASG01466,R0923,PRJ2836,2,2024-04-15,2024-04-30,54,2024-04-15,approved
ASG01467,R0923,PRJ2813,1,2024-03-13,2024-04-30,52,2024-03-13,approved
ASG01467,R0923,PRJ2813,2,2024-04-23,2024-04-30,77,2024-04-26,approved
ASG01468,R0924,PRJ1994,1,2024-01-20,2024-03-15,62,2024-01-20,approved
ASG01469,R0925,PRJ1518,1,2024-01-29,2024-04-30,59,2024-01-29,approved
ASG01469,R0925,PRJ1518,2,2024-03-06,2024-04-30,89,2024-03-07,rejected
ASG01470,R0926,PRJ2356,1,2024-02-24,2024-04-30,60,2024-02-24,approved
ASG01471,R0926,PRJ2162,1,2024-03-06,2024-04-30,57,2024-03-06,approved
ASG01472,R0927,PRJ1081,1,2024-01-04,2024-04-30,87,2024-01-04,approved
ASG01473,R0928,PRJ2683,1,2024-02-07,2024-04-30,52,2024-02-07,approved
ASG01474,R0928,PRJ2010,1,2024-02-20,2024-04-11,8,2024-02-20,approved
ASG01474,R0928,PRJ2010,2,2024-04-12,2024-04-24,5,2024-04-12,approved
ASG01475,R0929,PRJ2840,1,2024-01-11,2024-04-30,75,2024-01-11,approved
ASG01475,R0929,PRJ2840,2,2024-04-14,2024-04-30,90,2024-04-17,rejected
ASG01476,R0929,PRJ2236,1,2024-02-07,2024-04-10,50,2024-02-07,approved
ASG01476,R0929,PRJ2236,2,2024-03-20,2024-04-10,80,2024-03-22,approved
ASG01477,R0930,PRJ3199,1,2024-02-10,2024-04-30,54,2024-02-10,approved
ASG01478,R0931,PRJ1218,1,2024-02-19,2024-04-07,75,2024-02-19,approved
ASG01479,R0932,PRJ3381,1,2024-02-02,2024-04-30,40,2024-02-02,approved
ASG01480,R0932,PRJ3549,1,2024-02-23,2024-04-09,68,2024-02-23,approved
ASG01481,R0932,PRJ0033,1,2024-02-11,2024-04-14,5,2024-02-11,approved
ASG01481,R0932,PRJ0033,2,2024-04-15,2024-04-30,20,2024-04-15,approved
ASG01482,R0933,PRJ1603,1,2024-01-23,2024-04-30,51,2024-01-23,approved
ASG01482,R0933,PRJ1603,2,2024-04-10,2024-04-30,66,2024-04-11,approved
ASG01483,R0933,PRJ1704,1,2024-01-22,2024-04-30,73,2024-01-22,approved
ASG01483,R0933,PRJ1704,2,2024-02-20,2024-04-30,43,2024-02-22,approved
ASG01484,R0934,PRJ3919,1,2024-01-07,2024-04-30,60,2024-01-07,approved
ASG01485,R0934,PRJ3852,1,2024-02-26,2024-04-30,50,2024-02-26,approved
