driver_id,fleet_type,home_borough
2380,hybrid,Bronx
2381,standard,Queens
2382,hybrid,Queens
2383,standard,Queens
2384,premium,Bronx
2385,hybrid,Queens
2386,standard,Manhattan
2387,hybrid,Bronx
2388,hybrid,Queens
2389,standard,Brooklyn
2390,premium,Bronx
2391,premium,Brooklyn
2392,standard,Queens
2393,standard,Queens
2394,premium,Brooklyn
2395,premium,Brooklyn
2396,hybrid,Manhattan
2397,premium,Bronx
2398,premium,Bronx
2399,hybrid,Manhattan
2400,hybrid,Brooklyn
2401,standard,Queens
2402,standard,Bronx
2403,hybrid,Brooklyn
2404,hybrid,Brooklyn
2405,hybrid,Manhattan
2406,standard,Bronx
2407,premium,Queens
2408,premium,Queens
2409,standard,Brooklyn
2410,premium,Bronx
2411,standard,Bronx
2412,premium,Manhattan
2413,hybrid,Manhattan
2414,premium,Manhattan
2415,premium,Brooklyn
2416,hybrid,Manhattan
2417,standard,Queens
2418,hybrid,Brooklyn
2419,premium,Queens
2420,hybrid,Manhattan
2421,hybrid,Queens
2422,standard,Brooklyn
2423,premium,Bronx
2424,standard,Brooklyn
2425,premium,Manhattan
2426,hybrid,Manhattan
2427,standard,Brooklyn
2428,premium,Brooklyn
2429,hybrid,Manhattan
2430,hybrid,Manhattan
2431,standard,Brooklyn
2432,premium,Queens
2433,hybrid,Brooklyn
2434,hybrid,Brooklyn
2435,hybrid,Queens
2436,premium,Brooklyn
2437,premium,Queens
2438,premium,Manhattan
2439,hybrid,Queens
2440,hybrid,Manhattan
2441,hybrid,Brooklyn
2442,standard,Queens
2443,hybrid,Queens
2444,standard,Bronx
2445,premium,Brooklyn
2446,premium,Bronx
2447,premium,Manhattan
2448,premium,Manhattan
2449,premium,Queens
2450,standard,Brooklyn
2451,premium,Manhattan
2452,hybrid,Queens
2453,hybrid,Manhattan
2454,hybrid,Bronx
2455,hybrid,Brooklyn
2456,premium,Manhattan
2457,standard,Manhattan
2458,hybrid,Bronx
2459,standard,Queens
2460,premium,Manhattan
2461,hybrid,Brooklyn
2462,premium,Manhattan
2463,premium,Bronx
2464,standard,Brooklyn
2465,standard,Manhattan
2466,standard,Brooklyn
2467,hybrid,Bronx
2468,standard,Bronx
2469,hybrid,Brooklyn
2470,premium,Bronx
2471,standard,Queens
2472,premium,Manhattan
2473,premium,Queens
2474,standard,Manhattan
2475,premium,Queens
2476,premium,Bronx
2477,standard,Brooklyn
2478,premium,Bronx
2479,hybrid,Manhattan
2480,standard,Queens
2481,hybrid,Queens
2482,standard,Manhattan
2483,premium,Queens
2484,hybrid,Brooklyn
2485,standard,Bronx
2486,standard,Queens
2487,premium,Manhattan
2488,premium,Manhattan
2489,standard,Bronx
2490,standard,Queens
2491,hybrid,Brooklyn
2492,standard,Manhattan
2493,premium,Bronx
2494,premium,Manhattan
2495,hybrid,Queens
2496,hybrid,Manhattan
2497,premium,Manhattan
2498,premium,Bronx
2499,hybrid,Manhattan
2500,standard,Manhattan
2501,hybrid,Manhattan
2502,hybrid,Manhattan
2503,standard,Queens
2504,premium,Queens
2505,standard,Queens
2506,standard,Bronx
2507,premium,Bronx
2508,hybrid,Brooklyn
2509,hybrid,Manhattan
2510,hybrid,Bronx
2511,standard,Manhattan
2512,premium,Queens
2513,hybrid,Queens
2514,standard,Bronx
2515,standard,Bronx
2516,hybrid,Queens
2517,standard,Queens
2518,hybrid,Bronx
2519,standard,Brooklyn
2520,premium,Brooklyn
2521,hybrid,Queens
2522,hybrid,Queens
2523,premium,Bronx
2524,premium,Bronx
2525,premium,Brooklyn
2526,standard,Manhattan
2527,hybrid,Queens
2528,premium,Brooklyn
2529,hybrid,Manhattan
2530,premium,Brooklyn
2531,standard,Brooklyn
2532,standard,Queens
2533,premium,Bronx
2534,premium,Bronx
2535,premium,Brooklyn
2536,premium,Queens
2537,premium,Queens
2538,hybrid,Manhattan
2539,premium,Queens
2540,standard,Brooklyn
2541,hybrid,Bronx
2542,hybrid,Queens
2543,standard,Brooklyn
2544,standard,Brooklyn
2545,hybrid,Brooklyn
2546,premium,Bronx
2547,hybrid,Bronx
2548,premium,Bronx
2549,hybrid,Manhattan
2550,premium,Manhattan
2551,hybrid,Manhattan
2552,standard,Brooklyn
2553,premium,Queens
2554,hybrid,Brooklyn
2555,premium,Manhattan
2556,standard,Queens
2557,hybrid,Queens
2558,hybrid,Brooklyn
2559,hybrid,Bronx
2560,hybrid,Brooklyn
2561,standard,Bronx
2562,premium,Queens
2563,hybrid,Queens
2564,hybrid,Queens
2565,premium,Queens
2566,premium,Bronx
2567,standard,Manhattan
2568,premium,Bronx
2569,standard,Bronx
2570,hybrid,Bronx
2571,premium,Bronx
2572,standard,Manhattan
2573,premium,Brooklyn
2574,hybrid,Queens
2575,hybrid,Manhattan
2576,premium,Brooklyn
2577,premium,Bronx
2578,premium,Queens
2579,standard,Manhattan
2580,premium,Bronx
2581,premium,Manhattan
2582,premium,Bronx
2583,standard,Manhattan
2584,hybrid,Queens
2585,standard,Queens
2586,hybrid,Brooklyn
2587,premium,Bronx
2588,standard,Brooklyn
2589,hybrid,Queens
2590,hybrid,Brooklyn
2591,premium,Brooklyn
2592,hybrid,Brooklyn
2593,premium,Queens
2594,premium,Queens
2595,standard,Queens
2596,premium,Manhattan
2597,hybrid,Manhattan
2598,hybrid,Brooklyn
2599,hybrid,Brooklyn
2600,premium,Queens
2601,hybrid,Manhattan
2602,standard,Queens
2603,standard,Queens
2604,hybrid,Brooklyn
2605,premium,Queens
2606,hybrid,Bronx
2607,premium,Manhattan
2608,hybrid,Queens
2609,premium,Queens
2610,standard,Brooklyn
2611,premium,Manhattan
2612,premium,Brooklyn
2613,standard,Manhattan
2614,standard,Manhattan
2615,standard,Brooklyn
2616,hybrid,Queens
2617,premium,Brooklyn
2618,standard,Bronx
2619,standard,Bronx
2620,standard,Manhattan
2621,premium,Manhattan
2622,standard,Bronx
2623,hybrid,Manhattan
2624,premium,Bronx
2625,standard,Brooklyn
2626,standard,Brooklyn
2627,standard,Bronx
2628,standard,Manhattan
2629,premium,Bronx
2630,hybrid,Brooklyn
2631,hybrid,Manhattan
2632,standard,Bronx
2633,hybrid,Brooklyn
2634,premium,Queens
2635,standard,Brooklyn
2636,hybrid,Queens
2637,standard,Manhattan
2638,hybrid,Bronx
2639,premium,Manhattan
2640,premium,Queens
2641,standard,Manhattan
2642,premium,Manhattan
2643,hybrid,Queens
2644,hybrid,Bronx
2645,hybrid,Manhattan
2646,premium,Brooklyn
2647,standard,Bronx
2648,standard,Bronx
2649,standard,Queens
2650,hybrid,Bronx
2651,hybrid,Manhattan
2652,hybrid,Manhattan
2653,hybrid,Queens
2654,standard,Queens
2655,premium,Brooklyn
2656,premium,Bronx
2657,standard,Brooklyn
2658,standard,Brooklyn
2659,hybrid,Queens
2660,hybrid,Bronx
2661,premium,Brooklyn
2662,premium,Queens
2663,hybrid,Manhattan
2664,standard,Brooklyn
2665,hybrid,Queens
2666,standard,Bronx
2667,hybrid,Bronx
2668,hybrid,Bronx
2669,premium,Queens
2670,premium,Queens
2671,premium,Manhattan
2672,standard,Bronx
2673,hybrid,Queens
2674,standard,Brooklyn
2675,hybrid,Manhattan
2676,premium,Queens
2677,hybrid,Bronx
2678,standard,Brooklyn
2679,hybrid,Manhattan
2680,premium,Queens
2681,hybrid,Bronx
2682,hybrid,Queens
2683,standard,Queens
2684,standard,Queens
2685,premium,Brooklyn
2686,hybrid,Brooklyn
2687,premium,Brooklyn
2688,standard,Bronx
2689,hybrid,Manhattan
2690,hybrid,Brooklyn
2691,standard,Queens
2692,standard,Queens
2693,hybrid,Queens
2694,standard,Brooklyn
2695,standard,Queens
2696,standard,Manhattan
2697,premium,Bronx
2698,hybrid,Brooklyn
2699,standard,Queens
2700,premium,Manhattan
2701,hybrid,Queens
2702,hybrid,Bronx
2703,hybrid,Manhattan
2704,hybrid,Queens
2705,premium,Brooklyn
2706,premium,Bronx
2707,hybrid,Brooklyn
2708,hybrid,Bronx
2709,premium,Queens
2710,hybrid,Manhattan
2711,hybrid,Brooklyn
2712,hybrid,Bronx
2713,premium,Bronx
2714,standard,Manhattan
2715,premium,Queens
2716,premium,Manhattan
2717,standard,Queens
2718,hybrid,Manhattan
2719,premium,Bronx
2720,standard,Brooklyn
2721,hybrid,Manhattan
2722,hybrid,Queens
2723,standard,Bronx
2724,standard,Queens
2725,premium,Manhattan
2726,premium,Queens
2727,premium,Brooklyn
2728,standard,Brooklyn
2729,standard,Bronx
2730,hybrid,Bronx
2731,standard,Brooklyn
2732,standard,Bronx
2733,standard,Manhattan
2734,standard,Brooklyn
2735,hybrid,Queens
2736,premium,Queens
2737,premium,Queens
2738,premium,Manhattan
2739,hybrid,Queens
2740,standard,Manhattan
2741,hybrid,Manhattan
2742,standard,Bronx
2743,hybrid,Bronx
2744,hybrid,Manhattan
2745,hybrid,Manhattan
2746,standard,Manhattan
2747,standard,Manhattan
2748,hybrid,Manhattan
2749,standard,Brooklyn
2750,premium,Brooklyn
2751,standard,Queens
2752,premium,Manhattan
2753,hybrid,Bronx
2754,hybrid,Bronx
2755,premium,Queens
2756,premium,Bronx
2757,hybrid,Manhattan
2758,standard,Manhattan
2759,standard,Bronx
2760,hybrid,Manhattan
2761,premium,Manhattan
2762,premium,Bronx
2763,hybrid,Manhattan
2764,premium,Queens
2765,hybrid,Brooklyn
2766,standard,Brooklyn
2767,premium,Manhattan
2768,standard,Brooklyn
2769,premium,Queens
2770,hybrid,Queens
2771,hybrid,Brooklyn
2772,hybrid,Queens
2773,premium,Brooklyn
2774,premium,Bronx
2775,hybrid,Bronx
2776,hybrid,Brooklyn
2777,premium,Manhattan
2778,premium,Manhattan
2779,hybrid,Queens
2780,standard,Manhattan
2781,premium,Brooklyn
2782,premium,Manhattan
2783,premium,Bronx
2784,hybrid,Bronx
2785,premium,Bronx
2786,hybrid,Brooklyn
2787,hybrid,Queens
2788,hybrid,Queens
2789,premium,Brooklyn
2790,standard,Manhattan
2791,premium,Queens
2792,standard,Queens
2793,premium,Manhattan
2794,standard,Brooklyn
2795,standard,Manhattan
2796,premium,Bronx
2797,premium,Bronx
2798,standard,Bronx
2799,standard,Bronx
2800,hybrid,Queens
2801,hybrid,Bronx
2802,premium,Bronx
2803,premium,Brooklyn
2804,standard,Queens
2805,hybrid,Queens
2806,premium,Brooklyn
2807,hybrid,Bronx
2808,hybrid,Queens
2809,hybrid,Queens
2810,hybrid,Manhattan
2811,hybrid,Queens
2812,standard,Queens
2813,hybrid,Bronx
2814,standard,Brooklyn
2815,standard,Bronx
2816,premium,Manhattan
2817,standard,Queens
2818,hybrid,Bronx
2819,hybrid,Brooklyn
2820,hybrid,Brooklyn
2821,hybrid,Manhattan
2822,standard,Brooklyn
2823,hybrid,Brooklyn
2824,standard,Manhattan
2825,standard,Bronx
2826,premium,Queens
2827,standard,Queens
2828,premium,Bronx
2829,standard,Queens
2830,standard,Brooklyn
2831,standard,Manhattan
2832,standard,Brooklyn
2833,hybrid,Queens
2834,hybrid,Manhattan
2835,standard,Bronx
2836,hybrid,Queens
2837,hybrid,Bronx
2838,standard,Bronx
2839,hybrid,Manhattan
2840,premium,Manhattan
2841,standard,Manhattan
2842,standard,Bronx
2843,standard,Brooklyn
2844,standard,Queens
2845,premium,Brooklyn
2846,standard,Manhattan
2847,standard,Brooklyn
2848,hybrid,Bronx
2849,standard,Brooklyn
2850,standard,Queens
2851,standard,Brooklyn
2852,hybrid,Queens
2853,hybrid,Brooklyn
2854,hybrid,Manhattan
2855,hybrid,Queens
2856,hybrid,Queens
2857,hybrid,Brooklyn
2858,premium,Queens
2859,hybrid,Manhattan
2860,standard,Queens
2861,premium,Brooklyn
2862,standard,Manhattan
2863,premium,Bronx
2864,hybrid,Bronx
2865,premium,Queens
2866,standard,Manhattan
2867,standard,Queens
2868,hybrid,Queens
2869,premium,Manhattan
2870,standard,Queens
2871,premium,Manhattan
2872,premium,Brooklyn
2873,premium,Bronx
2874,premium,Brooklyn
2875,premium,Queens
2876,premium,Queens
2877,standard,Manhattan
2878,hybrid,Queens
2879,premium,Bronx
2880,hybrid,Queens
2881,standard,Manhattan
2882,premium,Bronx
2883,standard,Queens
2884,hybrid,Queens
2885,hybrid,Brooklyn
2886,premium,Bronx
2887,premium,Bronx
2888,hybrid,Queens
2889,standard,Queens
2890,premium,Brooklyn
2891,hybrid,Queens
2892,standard,Bronx
2893,standard,Manhattan
2894,hybrid,Bronx
2895,premium,Manhattan
2896,premium,Bronx
2897,standard,Manhattan
2898,hybrid,Queens
2899,premium,Bronx
2900,premium,Brooklyn
2901,standard,Brooklyn
2902,standard,Brooklyn
2903,premium,Bronx
2904,premium,Brooklyn
2905,hybrid,Manhattan
2906,standard,Queens
2907,premium,Brooklyn
2908,standard,Manhattan
2909,premium,Queens
2910,standard,Bronx
2911,premium,Queens
2912,premium,Queens
2913,premium,Brooklyn
2914,premium,Brooklyn
2915,premium,Bronx
2916,standard,Brooklyn
2917,standard,Manhattan
2918,standard,Brooklyn
2919,premium,Manhattan
2920,hybrid,Bronx
2921,standard,Brooklyn
2922,premium,Manhattan
2923,standard,Brooklyn
2924,premium,Brooklyn
2925,hybrid,Manhattan
2926,standard,Queens
2927,premium,Queens
2928,premium,Queens
2929,standard,Queens
2930,standard,Manhattan
2931,hybrid,Queens
2932,hybrid,Queens
2933,premium,Bronx
2934,hybrid,Manhattan
2935,hybrid,Brooklyn
2936,premium,Queens
2937,premium,Bronx
2938,premium,Queens
2939,premium,Manhattan
2940,standard,Bronx
2941,premium,Manhattan
2942,hybrid,Manhattan
2943,hybrid,Bronx
2944,premium,Queens
2945,standard,Brooklyn
2946,premium,Manhattan
2947,premium,Bronx
2948,standard,Brooklyn
2949,standard,Queens
2950,standard,Brooklyn
2951,premium,Bronx
2952,standard,Brooklyn
2953,hybrid,Brooklyn
2954,standard,Bronx
2955,hybrid,Brooklyn
2956,standard,Bronx
2957,standard,Queens
2958,hybrid,Manhattan
2959,hybrid,Bronx
2960,standard,Brooklyn
2961,hybrid,Queens
2962,hybrid,Queens
2963,hybrid,Brooklyn
2964,standard,Bronx
2965,premium,Manhattan
2966,standard,Brooklyn
2967,premium,Brooklyn
2968,hybrid,Bronx
2969,hybrid,Bronx
2970,premium,Queens
2971,premium,Brooklyn
2972,standard,Queens
2973,standard,Bronx
2974,standard,Queens
2975,standard,Manhattan
2976,hybrid,Manhattan
2977,premium,Brooklyn
2978,premium,Queens
2979,hybrid,Manhattan
2980,hybrid,Bronx
2981,hybrid,Manhattan
2982,premium,Brooklyn
2983,hybrid,Brooklyn
2984,standard,Bronx
2985,premium,Manhattan
2986,hybrid,Brooklyn
2987,premium,Bronx
2988,hybrid,Brooklyn
2989,premium,Manhattan
2990,premium,Queens
2991,hybrid,Bronx
2992,standard,Bronx
2993,standard,Brooklyn
2994,premium,Queens
2995,standard,Bronx
2996,standard,Bronx
2997,standard,Manhattan
2998,hybrid,Manhattan
2999,premium,Queens
3000,hybrid,Bronx
3001,premium,Manhattan
3002,hybrid,Queens
3003,hybrid,Manhattan
3004,hybrid,Queens
3005,premium,Manhattan
3006,premium,Brooklyn
3007,hybrid,Manhattan
3008,hybrid,Brooklyn
3009,standard,Manhattan
3010,hybrid,Manhattan
3011,premium,Queens
3012,hybrid,Bronx
3013,standard,Bronx
3014,hybrid,Bronx
3015,standard,Manhattan
3016,hybrid,Bronx
3017,premium,Brooklyn
3018,premium,Queens
3019,hybrid,Manhattan
3020,standard,Brooklyn
3021,hybrid,Manhattan
3022,premium,Manhattan
3023,hybrid,Brooklyn
3024,premium,Manhattan
3025,hybrid,Brooklyn
3026,standard,Brooklyn
3027,premium,Bronx
3028,premium,Bronx
3029,premium,Bronx
3030,hybrid,Bronx
3031,standard,Queens
3032,standard,Bronx
3033,premium,Bronx
3034,premium,Queens
3035,premium,Manhattan
3036,hybrid,Brooklyn
3037,standard,Bronx
3038,premium,Bronx
3039,premium,Queens
3040,premium,Queens
3041,standard,Bronx
3042,standard,Brooklyn
3043,premium,Brooklyn
3044,premium,Bronx
3045,premium,Bronx
3046,standard,Queens
3047,standard,Bronx
3048,standard,Brooklyn
3049,hybrid,Queens
3050,standard,Queens
3051,premium,Queens
3052,standard,Manhattan
3053,premium,Manhattan
3054,premium,Bronx
3055,standard,Queens
3056,premium,Bronx
3057,premium,Queens
3058,premium,Bronx
3059,standard,Queens
3060,standard,Bronx
3061,standard,Queens
3062,standard,Brooklyn
3063,premium,Manhattan
3064,hybrid,Brooklyn
3065,hybrid,Manhattan
3066,hybrid,Bronx
3067,standard,Bronx
3068,standard,Bronx
3069,premium,Queens
3070,standard,Queens
3071,hybrid,Queens
3072,premium,Manhattan
3073,standard,Brooklyn
3074,premium,Manhattan
3075,premium,Queens
3076,standard,Manhattan
3077,standard,Queens
3078,standard,Manhattan
3079,hybrid,Brooklyn
3080,standard,Manhattan
3081,premium,Manhattan
3082,standard,Queens
3083,premium,Brooklyn
3084,hybrid,Manhattan
3085,standard,Manhattan
3086,hybrid,Brooklyn
3087,standard,Queens
3088,hybrid,Queens
3089,hybrid,Brooklyn
3090,standard,Bronx
3091,standard,Brooklyn
3092,standard,Manhattan
3093,premium,Brooklyn
3094,standard,Bronx
3095,hybrid,Brooklyn
3096,standard,Manhattan
3097,premium,Manhattan
3098,premium,Queens
3099,standard,Queens
3100,hybrid,Manhattan
3101,standard,Brooklyn
3102,standard,Queens
3103,premium,Manhattan
3104,premium,Queens
3105,hybrid,Queens
3106,hybrid,Queens
3107,premium,Manhattan
3108,premium,Bronx
3109,hybrid,Manhattan
3110,hybrid,Bronx
3111,premium,Bronx
3112,standard,Bronx
3113,premium,Queens
3114,premium,Queens
3115,standard,Bronx
3116,premium,Brooklyn
3117,standard,Manhattan
3118,premium,Bronx
3119,standard,Bronx
3120,hybrid,Brooklyn
3121,standard,Bronx
3122,premium,Manhattan
3123,hybrid,Manhattan
3124,hybrid,Brooklyn
3125,standard,Manhattan
3126,standard,Queens
3127,standard,Bronx
3128,hybrid,Manhattan
3129,hybrid,Bronx
3130,hybrid,Manhattan
3131,premium,Manhattan
3132,premium,Queens
3133,standard,Bronx
3134,premium,Queens
3135,premium,Manhattan
3136,hybrid,Bronx
3137,premium,Queens
3138,hybrid,Bronx
3139,premium,Manhattan
3140,premium,Manhattan
3141,standard,Manhattan
3142,premium,Brooklyn
3143,hybrid,Brooklyn
3144,hybrid,Queens
3145,hybrid,Brooklyn
3146,standard,Brooklyn
3147,hybrid,Manhattan
3148,standard,Bronx
3149,standard,Brooklyn
3150,premium,Queens
3151,standard,Brooklyn
3152,premium,Bronx
3153,standard,Queens
3154,hybrid,Brooklyn
3155,premium,Bronx
3156,standard,Manhattan
3157,premium,Manhattan
3158,standard,Queens
3159,standard,Brooklyn
3160,premium,Brooklyn
3161,standard,Manhattan
3162,hybrid,Brooklyn
3163,standard,Bronx
3164,premium,Manhattan
3165,standard,Bronx
3166,standard,Bronx
3167,hybrid,Queens
3168,hybrid,Manhattan
3169,premium,Brooklyn
3170,premium,Queens
3171,premium,Brooklyn
3172,hybrid,Manhattan
3173,premium,Brooklyn
3174,premium,Manhattan
3175,standard,Bronx
3176,standard,Manhattan
3177,hybrid,Queens
3178,premium,Queens
3179,premium,Bronx
3180,premium,Manhattan
3181,premium,Manhattan
3182,standard,Queens
3183,hybrid,Queens
3184,hybrid,Bronx
3185,hybrid,Queens
3186,standard,Brooklyn
3187,standard,Queens
3188,standard,Brooklyn
3189,hybrid,Manhattan
3190,standard,Bronx
3191,hybrid,Queens
3192,standard,Brooklyn
3193,hybrid,Manhattan
3194,standard,Queens
3195,hybrid,Manhattan
3196,standard,Manhattan
3197,standard,Manhattan
3198,hybrid,Queens
3199,standard,Bronx
3200,premium,Manhattan
3201,premium,Brooklyn
3202,standard,Manhattan
3203,standard,Bronx
3204,hybrid,Queens
3205,hybrid,Brooklyn
3206,hybrid,Brooklyn
3207,hybrid,Manhattan
3208,hybrid,Manhattan
3209,premium,Bronx
3210,premium,Queens
3211,hybrid,Bronx
3212,standard,Brooklyn
3213,premium,Brooklyn
3214,standard,Brooklyn
3215,premium,Manhattan
3216,premium,Queens
3217,premium,Queens
3218,hybrid,Bronx
3219,hybrid,Bronx
3220,premium,Brooklyn
3221,premium,Queens
3222,hybrid,Brooklyn
3223,hybrid,Queens
3224,standard,Brooklyn
3225,standard,Manhattan
3226,standard,Brooklyn
3227,premium,Brooklyn
3228,hybrid,Brooklyn
3229,premium,Brooklyn
3230,premium,Manhattan
3231,standard,Manhattan
3232,premium,Bronx
3233,premium,Manhattan
3234,standard,Manhattan
3235,hybrid,Queens
3236,hybrid,Manhattan
3237,premium,Queens
3238,premium,Brooklyn
3239,premium,Manhattan
3240,hybrid,Queens
3241,standard,Bronx
3242,premium,Manhattan
3243,hybrid,Brooklyn
3244,premium,Manhattan
3245,hybrid,Bronx
3246,standard,Brooklyn
3247,standard,Bronx
3248,premium,Brooklyn
3249,standard,Bronx
3250,hybrid,Bronx
3251,premium,Manhattan
3252,premium,Brooklyn
3253,premium,Bronx
3254,standard,Manhattan
3255,hybrid,Bronx
3256,premium,Brooklyn
3257,hybrid,Manhattan
3258,standard,Queens
3259,premium,Brooklyn
3260,standard,Manhattan
3261,premium,Manhattan
3262,standard,Queens
3263,hybrid,Bronx
3264,premium,Bronx
3265,hybrid,Bronx
3266,hybrid,Bronx
3267,premium,Queens
3268,hybrid,Manhattan
3269,premium,Bronx
3270,hybrid,Manhattan
3271,standard,Bronx
3272,standard,Queens
3273,premium,Brooklyn
3274,premium,Brooklyn
3275,premium,Manhattan
3276,premium,Manhattan
3277,standard,Manhattan
3278,standard,Queens
3279,premium,Queens
3280,hybrid,Queens
3281,standard,Queens
3282,standard,Manhattan
3283,hybrid,Manhattan
3284,standard,Brooklyn
3285,premium,Bronx
3286,standard,Bronx
3287,premium,Queens
3288,hybrid,Queens
3289,standard,Manhattan
3290,premium,Queens
3291,standard,Brooklyn
3292,hybrid,Brooklyn
3293,standard,Queens
3294,standard,Queens
3295,standard,Queens
3296,premium,Queens
3297,standard,Brooklyn
3298,hybrid,Manhattan
3299,hybrid,Brooklyn
3300,standard,Queens
3301,premium,Manhattan
3302,hybrid,Brooklyn
3303,standard,Manhattan
3304,hybrid,Brooklyn
3305,standard,Bronx
3306,hybrid,Bronx
3307,hybrid,Brooklyn
3308,hybrid,Manhattan
3309,hybrid,Brooklyn
3310,premium,Bronx
3311,hybrid,Brooklyn
3312,hybrid,Brooklyn
3313,standard,Brooklyn
3314,hybrid,Queens
3315,standard,Bronx
3316,standard,Brooklyn
3317,hybrid,Queens
3318,premium,Manhattan
3319,premium,Queens
3320,hybrid,Queens
3321,standard,Queens
3322,premium,Bronx
3323,premium,Brooklyn
3324,hybrid,Brooklyn
3325,standard,Bronx
3326,standard,Bronx
3327,hybrid,Queens
3328,standard,Bronx
3329,standard,Brooklyn
3330,hybrid,Brooklyn
3331,premium,Bronx
3332,standard,Manhattan
3333,premium,Manhattan
3334,standard,Queens
3335,standard,Manhattan
3336,hybrid,Manhattan
3337,standard,Brooklyn
3338,hybrid,Bronx
3339,premium,Manhattan
3340,hybrid,Manhattan
3341,premium,Bronx
3342,standard,Bronx
3343,hybrid,Brooklyn
3344,standard,Bronx
3345,premium,Brooklyn
3346,standard,Queens
3347,standard,Manhattan
3348,hybrid,Manhattan
3349,premium,Manhattan
3350,standard,Manhattan
3351,hybrid,Queens
3352,hybrid,Brooklyn
3353,standard,Manhattan
3354,hybrid,Bronx
3355,standard,Manhattan
3356,standard,Queens
3357,premium,Manhattan
3358,hybrid,Brooklyn
3359,standard,Manhattan
3360,standard,Manhattan
3361,standard,Manhattan
3362,premium,Brooklyn
3363,hybrid,Bronx
3364,standard,Manhattan
3365,premium,Brooklyn
3366,hybrid,Brooklyn
3367,standard,Bronx
3368,hybrid,Manhattan
3369,hybrid,Manhattan
3370,premium,Manhattan
3371,premium,Brooklyn
3372,premium,Manhattan
3373,premium,Bronx
3374,standard,Manhattan
3375,standard,Bronx
3376,standard,Queens
3377,premium,Brooklyn
3378,premium,Brooklyn
3379,standard,Bronx
3380,premium,Brooklyn
3381,premium,Brooklyn
3382,premium,Queens
3383,hybrid,Bronx
3384,hybrid,Bronx
3385,premium,Bronx
3386,premium,Queens
3387,standard,Manhattan
3388,premium,Bronx
3389,standard,Queens
3390,premium,Bronx
3391,hybrid,Bronx
3392,standard,Manhattan
3393,standard,Bronx
3394,hybrid,Queens
3395,premium,Queens
3396,premium,Manhattan
3397,standard,Queens
3398,standard,Queens
3399,premium,Queens
3400,premium,Manhattan
3401,standard,Bronx
3402,premium,Manhattan
3403,premium,Manhattan
3404,hybrid,Bronx
3405,premium,Brooklyn
3406,standard,Queens
3407,premium,Bronx
3408,hybrid,Manhattan
3409,standard,Brooklyn
3410,hybrid,Bronx
3411,hybrid,Bronx
3412,hybrid,Bronx
3413,standard,Manhattan
3414,premium,Brooklyn
3415,premium,Queens
3416,premium,Manhattan
3417,standard,Manhattan
3418,premium,Manhattan
3419,standard,Manhattan
3420,premium,Brooklyn
3421,hybrid,Queens
3422,premium,Manhattan
3423,premium,Bronx
3424,standard,Queens
3425,standard,Queens
3426,hybrid,Queens
3427,premium,Manhattan
3428,premium,Brooklyn
3429,premium,Manhattan
3430,hybrid,Brooklyn
3431,hybrid,Bronx
3432,standard,Queens
3433,hybrid,Brooklyn
3434,standard,Manhattan
3435,standard,Brooklyn
3436,hybrid,Bronx
3437,standard,Queens
3438,hybrid,Queens
3439,standard,Queens
3440,standard,Brooklyn
3441,hybrid,Queens
3442,hybrid,Brooklyn
3443,hybrid,Manhattan
3444,hybrid,Brooklyn
3445,standard,Queens
3446,premium,Brooklyn
3447,premium,Bronx
3448,premium,Manhattan
3449,hybrid,Queens
3450,standard,Queens
3451,premium,Bronx
3452,premium,Bronx
3453,hybrid,Bronx
3454,premium,Bronx
3455,premium,Manhattan
3456,standard,Brooklyn
3457,standard,Manhattan
3458,hybrid,Manhattan
3459,standard,Bronx
3460,hybrid,Manhattan
3461,hybrid,Brooklyn
3462,hybrid,Queens
3463,hybrid,Brooklyn
3464,premium,Bronx
3465,hybrid,Manhattan
3466,standard,Manhattan
3467,premium,Manhattan
3468,standard,Bronx
3469,hybrid,Queens
3470,hybrid,Bronx
3471,standard,Queens
3472,premium,Brooklyn
3473,standard,Brooklyn
3474,standard,Queens
3475,hybrid,Queens
3476,standard,Queens
3477,hybrid,Bronx
3478,premium,Bronx
3479,standard,Bronx
3480,premium,Queens
3481,standard,Queens
3482,premium,Queens
3483,standard,Brooklyn
3484,standard,Bronx
3485,premium,Manhattan
3486,hybrid,Bronx
3487,standard,Queens
3488,hybrid,Bronx
3489,hybrid,Bronx
3490,premium,Brooklyn
3491,premium,Manhattan
3492,premium,Bronx
3493,premium,Brooklyn
3494,standard,Bronx
3495,standard,Brooklyn
3496,hybrid,Manhattan
3497,hybrid,Queens
3498,premium,Brooklyn
3499,standard,Bronx
3500,premium,Bronx
3501,standard,Manhattan
3502,premium,Brooklyn
3503,standard,Brooklyn
3504,standard,Brooklyn
3505,premium,Manhattan
3506,hybrid,Brooklyn
3507,standard,Bronx
3508,standard,Manhattan
3509,hybrid,Bronx
3510,standard,Bronx
3511,premium,Manhattan
3512,hybrid,Manhattan
3513,standard,Manhattan
3514,premium,Queens
3515,premium,Bronx
3516,hybrid,Brooklyn
3517,premium,Manhattan
3518,premium,Bronx
3519,premium,Bronx
3520,hybrid,Brooklyn
3521,standard,Queens
3522,premium,Manhattan
3523,premium,Queens
3524,standard,Queens
3525,standard,Brooklyn
3526,hybrid,Manhattan
3527,standard,Manhattan
3528,standard,Manhattan
3529,hybrid,Queens
3530,hybrid,Bronx
3531,hybrid,Manhattan
3532,premium,Manhattan
