leave_id,spell_id,leave_start,leave_end
LV01118,SPL07520,2022-06-12,2022-10-10
LV01119,SPL07536,2024-06-22,2024-08-09
LV01120,SPL07552,2022-06-05,2022-09-19
LV01121,SPL07582,2024-05-27,2024-08-21
LV01122,SPL07603,2021-06-29,2021-09-05
LV01123,SPL07608,2023-03-04,2023-06-12
LV01124,SPL07609,2024-03-15,2024-07-01
LV01125,SPL07613,2024-06-30,2024-10-09
LV01126,SPL07630,2023-09-02,2023-12-31
LV01127,SPL07642,2024-01-24,2024-04-09
LV01128,SPL07644,2020-07-26,2020-09-01
LV01129,SPL07645,2021-10-03,2022-01-31
LV01130,SPL07653,2024-04-28,2024-08-09
LV01131,SPL07656,2024-05-12,2024-06-29
LV01132,SPL07669,2023-02-14,2023-04-03
LV01133,SPL07680,2024-04-08,2024-08-01
LV01134,SPL07685,2021-09-15,2021-10-09
LV01135,SPL07685,2024-04-18,2024-05-29
LV01136,SPL07692,2022-10-03,2023-01-16
LV01137,SPL07692,2024-03-02,2024-04-22
LV01138,SPL07699,2023-12-28,2024-02-03
LV01139,SPL07701,2023-12-16,2024-01-12
LV01140,SPL07712,2024-06-07,2024-09-21
LV01141,SPL07714,2022-06-30,2022-09-06
LV01142,SPL07724,2024-02-10,2024-04-21
LV01143,SPL07725,2022-05-20,2022-08-09
LV01144,SPL07732,2024-06-18,2024-08-03
LV01145,SPL07744,2022-06-20,2022-09-02
LV01146,SPL07745,2023-02-25,2023-04-18
LV01147,SPL07745,2023-10-22,2024-01-05
LV01148,SPL07753,2024-06-16,2024-07-26
LV01149,SPL07755,2024-06-12,2024-08-17
LV01150,SPL07759,2020-03-09,2020-06-15
LV01151,SPL07761,2024-05-29,2024-08-04
LV01152,SPL07764,2022-07-14,2022-10-25
LV01153,SPL07771,2023-07-29,2023-10-27
LV01154,SPL07778,2024-05-25,2024-08-10
LV01155,SPL07780,2022-01-25,2022-04-29
LV01156,SPL07783,2021-07-22,2021-10-28
LV01157,SPL07789,2022-04-11,2022-05-02
LV01158,SPL07790,2024-06-30,2024-10-07
LV01159,SPL07794,2024-03-11,2024-05-21
LV01160,SPL07796,2022-01-03,2022-04-06
LV01161,SPL07796,2023-07-26,2023-09-03
LV01162,SPL07804,2024-03-07,2024-07-05
LV01163,SPL07812,2024-05-26,2024-08-03
LV01164,SPL07813,2024-01-02,2024-02-22
LV01165,SPL07820,2024-05-27,2024-08-04
LV01166,SPL07823,2023-04-27,2023-08-20
LV01167,SPL07826,2022-05-23,2022-07-23
LV01168,SPL07858,2023-10-21,2024-01-02
LV01169,SPL07874,2022-03-26,2022-05-05
LV01170,SPL07884,2022-11-14,2023-01-27
LV01171,SPL07887,2023-06-23,2023-09-27
LV01172,SPL07907,2021-05-02,2021-06-03
LV01173,SPL07908,2021-10-23,2022-01-30
LV01174,SPL07909,2020-09-30,2021-01-08
LV01175,SPL07912,2023-09-19,2023-11-05
LV01176,SPL07914,2024-06-08,2024-08-23
LV01177,SPL07916,2024-05-09,2024-07-05
LV01178,SPL07930,2022-04-22,2022-06-28
LV01179,SPL07944,2020-01-22,2020-02-24
LV01180,SPL07945,2022-07-13,2022-09-20
LV01181,SPL07950,2024-04-05,2024-06-11
LV01182,SPL07959,2024-06-23,2024-09-24
LV01183,SPL07965,2021-11-15,2022-01-06
LV01184,SPL07973,2022-08-08,2022-09-27
LV01185,SPL07979,2023-04-09,2023-05-02
LV01186,SPL07997,2023-12-12,2024-01-16
LV01187,SPL08001,2023-04-04,2023-07-02
LV01188,SPL08005,2023-04-18,2023-06-11
LV01189,SPL08009,2024-01-02,2024-02-05
LV01190,SPL08011,2023-06-28,2023-09-19
LV01191,SPL08015,2023-03-21,2023-06-24
LV01192,SPL08019,2023-11-05,2024-02-09
LV01193,SPL08020,2023-10-31,2024-01-06
LV01194,SPL08025,2024-06-15,2024-07-16
LV01195,SPL08026,2021-07-06,2021-10-10
LV01196,SPL08029,2023-09-13,2023-10-10
LV01197,SPL08033,2024-05-30,2024-09-12
LV01198,SPL08036,2022-02-17,2022-03-26
LV01199,SPL08039,2023-12-15,2024-01-24
LV01200,SPL08041,2022-02-06,2022-04-04
LV01201,SPL08051,2024-02-29,2024-05-11
LV01202,SPL08078,2022-05-06,2022-07-06
LV01203,SPL08084,2022-04-02,2022-05-12
LV01204,SPL08098,2024-06-19,2024-08-01
LV01205,SPL08107,2021-11-11,2022-01-24
LV01206,SPL08111,2023-08-27,2023-10-26
LV01207,SPL08116,2024-05-21,2024-09-10
LV01208,SPL08117,2024-04-09,2024-05-26
LV01209,SPL08119,2023-12-26,2024-04-12
LV01210,SPL08122,2023-03-22,2023-05-12
LV01211,SPL08133,2023-10-02,2024-01-02
LV01212,SPL08144,2023-04-30,2023-07-04
LV01213,SPL08150,2024-02-04,2024-04-26
LV01214,SPL08152,2023-07-09,2023-09-24
LV01215,SPL08152,2023-10-30,2024-02-14
LV01216,SPL08159,2022-02-08,2022-05-03
LV01217,SPL08166,2024-04-25,2024-08-21
LV01218,SPL08181,2022-07-26,2022-10-16
LV01219,SPL08187,2024-03-05,2024-05-21
LV01220,SPL08190,2023-06-11,2023-10-09
LV01221,SPL08191,2021-09-16,2021-11-21
LV01222,SPL08196,2024-01-20,2024-04-27
LV01223,SPL08205,2024-06-14,2024-08-02
LV01224,SPL08207,2023-01-29,2023-04-22
LV01225,SPL08209,2024-01-31,2024-03-08
LV01226,SPL08218,2021-03-22,2021-05-05
LV01227,SPL08232,2022-09-11,2022-11-30
LV01228,SPL08234,2023-02-17,2023-05-23
LV01229,SPL08235,2022-04-18,2022-07-30
LV01230,SPL08236,2024-05-27,2024-09-05
LV01231,SPL08237,2024-06-22,2024-08-12
LV01232,SPL08245,2024-04-10,2024-07-04
LV01233,SPL08259,2023-04-24,2023-06-04
LV01234,SPL08261,2024-06-29,2024-07-26
LV01235,SPL08265,2024-05-23,2024-07-17
LV01236,SPL08274,2024-01-31,2024-04-01
LV01237,SPL08289,2023-08-05,2023-09-21
LV01238,SPL08291,2022-09-13,2023-01-03
LV01239,SPL08293,2024-06-18,2024-07-08
LV01240,SPL08311,2023-12-21,2024-04-12
LV01241,SPL08323,2024-06-09,2024-08-28
LV01242,SPL08337,2024-05-13,2024-07-18
LV01243,SPL08339,2019-04-20,2019-07-16
LV01244,SPL08341,2020-05-07,2020-06-23
LV01245,SPL08350,2022-07-08,2022-09-22
LV01246,SPL08365,2024-04-14,2024-08-03
LV01247,SPL08370,2024-06-20,2024-08-23
LV01248,SPL08384,2024-05-09,2024-07-11
LV01249,SPL08391,2022-07-29,2022-08-21
LV01250,SPL08410,2020-01-03,2020-04-20
LV01251,SPL08414,2024-05-12,2024-06-18
LV01252,SPL08420,2024-05-17,2024-09-04
LV01253,SPL08434,2024-06-01,2024-07-25
LV01254,SPL08450,2024-03-23,2024-04-30
LV01255,SPL08450,2024-06-24,2024-10-20
LV01256,SPL08469,2023-07-27,2023-11-01
LV01257,SPL08472,2021-10-15,2021-11-11
LV01258,SPL08473,2024-03-04,2024-04-13
LV01259,SPL08475,2020-09-06,2020-12-01
LV01260,SPL08475,2022-08-17,2022-10-27
LV01261,SPL08478,2024-01-12,2024-03-25
LV01262,SPL08487,2022-12-13,2023-01-31
LV01263,SPL08531,2023-03-31,2023-05-20
LV01264,SPL08535,2024-03-31,2024-05-16
LV01265,SPL08544,2023-09-19,2023-11-27
LV01266,SPL08558,2022-08-15,2022-09-10
LV01267,SPL08574,2024-05-06,2024-07-31
LV01268,SPL08585,2021-03-24,2021-04-29
LV01269,SPL08588,2023-08-19,2023-11-19
LV01270,SPL08588,2024-05-20,2024-08-01
LV01271,SPL08595,2021-05-01,2021-06-08
LV01272,SPL08600,2021-05-10,2021-08-04
LV01273,SPL08604,2022-02-09,2022-05-25
LV01274,SPL08614,2024-04-12,2024-07-21
LV01275,SPL08619,2023-03-03,2023-05-30
LV01276,SPL08628,2024-05-29,2024-07-22
LV01277,SPL08632,2024-05-05,2024-07-15
LV01278,SPL08639,2024-02-27,2024-04-17
LV01279,SPL08641,2023-02-14,2023-03-13
LV01280,SPL08645,2023-11-27,2024-01-27
LV01281,SPL08655,2023-06-27,2023-08-01
LV01282,SPL08655,2024-02-03,2024-02-28
LV01283,SPL08659,2022-04-09,2022-06-03
LV01284,SPL08668,2020-12-23,2021-03-05
LV01285,SPL08672,2024-05-30,2024-09-08
LV01286,SPL08675,2024-01-26,2024-03-05
LV01287,SPL08681,2023-07-07,2023-08-28
LV01288,SPL08698,2023-05-31,2023-09-01
LV01289,SPL08698,2023-09-13,2023-10-29
LV01290,SPL08717,2023-12-14,2024-04-07
LV01291,SPL08737,2022-06-02,2022-08-12
LV01292,SPL08737,2024-06-07,2024-07-11
LV01293,SPL08746,2021-06-24,2021-08-27
LV01294,SPL08760,2021-04-21,2021-05-14
LV01295,SPL08765,2024-06-21,2024-07-22
LV01296,SPL08766,2021-04-25,2021-06-30
LV01297,SPL08766,2024-01-04,2024-01-30
LV01298,SPL08785,2023-09-06,2023-09-29
LV01299,SPL08785,2023-10-28,2024-01-20
LV01300,SPL08791,2023-04-10,2023-06-16
LV01301,SPL08811,2023-11-08,2023-12-22
LV01302,SPL08822,2024-02-07,2024-03-29
LV01303,SPL08826,2024-05-29,2024-08-13
LV01304,SPL08830,2023-10-02,2024-01-18
LV01305,SPL08830,2024-02-03,2024-04-30
LV01306,SPL08832,2024-05-07,2024-06-05
LV01307,SPL08836,2024-06-23,2024-07-20
LV01308,SPL08840,2024-05-28,2024-08-10
LV01309,SPL08841,2024-06-23,2024-08-15
LV01310,SPL08850,2024-06-12,2024-09-02
LV01311,SPL08858,2021-04-10,2021-05-03
LV01312,SPL08870,2024-05-02,2024-07-28
LV01313,SPL08873,2019-11-07,2020-02-15
LV01314,SPL08884,2024-01-19,2024-04-14
LV01315,SPL08889,2024-06-05,2024-07-09
LV01316,SPL08917,2022-08-13,2022-10-08
LV01317,SPL08923,2024-02-21,2024-04-23
LV01318,SPL08926,2023-12-23,2024-01-14
LV01319,SPL08937,2023-12-11,2024-02-15
LV01320,SPL08937,2024-03-23,2024-05-18
LV01321,SPL08942,2023-09-03,2023-11-27
LV01322,SPL08942,2024-06-10,2024-07-07
LV01323,SPL08949,2024-05-23,2024-07-07
LV01324,SPL08953,2024-04-27,2024-08-13
LV01325,SPL08957,2022-09-13,2023-01-11
LV01326,SPL08962,2023-04-23,2023-06-11
LV01327,SPL08976,2024-03-13,2024-07-06
LV01328,SPL09000,2023-05-14,2023-06-08
LV01329,SPL09000,2023-06-21,2023-10-15
LV01330,SPL09004,2024-04-15,2024-07-09
LV01331,SPL09016,2023-10-22,2024-02-15
LV01332,SPL09017,2023-08-16,2023-10-17
LV01333,SPL09026,2024-03-15,2024-07-05
LV01334,SPL09029,2024-06-22,2024-10-13
LV01335,SPL09042,2023-07-31,2023-09-18
LV01336,SPL09044,2024-05-29,2024-07-24
LV01337,SPL09052,2024-06-28,2024-07-25
LV01338,SPL09058,2024-05-28,2024-09-17
LV01339,SPL09059,2023-08-26,2023-10-16
LV01340,SPL09060,2024-06-28,2024-10-19
LV01341,SPL09065,2024-06-28,2024-09-25
LV01342,SPL09066,2024-06-21,2024-08-06
LV01343,SPL09082,2024-01-02,2024-03-11
LV01344,SPL09082,2024-03-20,2024-05-11
LV01345,SPL09095,2024-06-06,2024-07-19
LV01346,SPL09101,2023-11-07,2024-01-17
LV01347,SPL09107,2023-07-02,2023-08-17
LV01348,SPL09107,2024-06-17,2024-07-13
LV01349,SPL09119,2022-09-05,2022-11-06
LV01350,SPL09128,2024-05-28,2024-08-20
LV01351,SPL09129,2024-06-10,2024-07-11
LV01352,SPL09130,2024-06-09,2024-07-12
LV01353,SPL09131,2024-02-12,2024-05-07
LV01354,SPL09134,2023-10-23,2023-12-09
LV01355,SPL09135,2024-03-23,2024-07-19
LV01356,SPL09139,2023-11-11,2024-01-30
LV01357,SPL09142,2024-06-25,2024-08-04
LV01358,SPL09146,2023-05-23,2023-06-19
LV01359,SPL09151,2024-04-30,2024-08-26
LV01360,SPL09156,2024-06-07,2024-07-11
LV01361,SPL09165,2023-12-07,2024-02-06
LV01362,SPL09176,2024-04-05,2024-04-30
LV01363,SPL09176,2024-06-06,2024-07-06
LV01364,SPL09180,2024-06-21,2024-10-19
LV01365,SPL09185,2023-07-04,2023-09-30
LV01366,SPL09190,2024-06-14,2024-07-08
LV01367,SPL09197,2024-06-19,2024-09-30
LV01368,SPL09199,2024-06-27,2024-08-20
LV01369,SPL09205,2024-05-14,2024-07-25
LV01370,SPL09250,2024-03-03,2024-05-05
LV01371,SPL09251,2023-06-11,2023-07-17
LV01372,SPL09253,2023-06-22,2023-08-15
LV01373,SPL09264,2024-05-14,2024-08-27
LV01374,SPL09283,2024-06-28,2024-08-08
LV01375,SPL09286,2024-05-20,2024-07-05
LV01376,SPL09292,2024-06-21,2024-08-09
LV01377,SPL09293,2023-12-09,2024-04-04
LV01378,SPL09298,2024-06-16,2024-07-27
LV01379,SPL09310,2024-06-23,2024-07-20
LV01380,SPL09311,2024-04-04,2024-07-11
LV01381,SPL09312,2024-04-30,2024-05-25
LV01382,SPL09317,2024-05-29,2024-08-14
LV01383,SPL09325,2024-06-29,2024-08-21
LV01384,SPL09332,2024-06-30,2024-08-17
LV01385,SPL09336,2024-03-06,2024-05-13
LV01386,SPL09341,2023-05-27,2023-08-13
LV01387,SPL09343,2023-09-09,2023-10-28
LV01388,SPL09347,2024-01-06,2024-03-24
LV01389,SPL09362,2024-05-07,2024-06-28
LV01390,SPL09365,2024-06-20,2024-09-17
LV01391,SPL09366,2024-06-24,2024-09-22
LV01392,SPL09372,2024-05-01,2024-06-13
LV01393,SPL09372,2024-06-17,2024-07-14
LV01394,SPL09374,2024-06-30,2024-10-27
LV01395,SPL09384,2024-03-17,2024-05-23
LV01396,SPL09385,2024-06-11,2024-09-16
LV01397,SPL09390,2024-06-24,2024-10-11
LV01398,SPL09406,2024-04-01,2024-04-21
LV01399,SPL09419,2024-05-25,2024-07-19
LV01400,SPL09423,2024-06-14,2024-09-19
LV01401,SPL09432,2024-04-21,2024-05-23
LV01402,SPL09439,2024-02-03,2024-06-02
LV01403,SPL09443,2024-06-19,2024-10-03
LV01404,SPL09451,2024-06-12,2024-07-09
LV01405,SPL09452,2023-10-02,2023-12-22
LV01406,SPL09456,2024-06-28,2024-09-05
LV01407,SPL09457,2024-04-07,2024-06-19
LV01408,SPL09465,2024-06-13,2024-07-24
LV01409,SPL09469,2023-12-12,2024-04-08
LV01410,SPL09478,2024-05-31,2024-08-17
LV01411,SPL09482,2023-10-25,2023-12-08
LV01412,SPL09482,2024-01-23,2024-04-16
LV01413,SPL09483,2024-02-26,2024-05-15
LV01414,SPL09484,2024-04-29,2024-07-22
LV01415,SPL09490,2024-05-10,2024-07-15
LV01416,SPL09497,2024-06-16,2024-07-31
LV01417,SPL09508,2024-04-09,2024-05-09
LV01418,SPL09509,2024-04-05,2024-07-14
LV01419,SPL09511,2024-06-30,2024-09-24
LV01420,SPL09529,2024-01-19,2024-04-27
LV01421,SPL09538,2024-06-23,2024-07-18
LV01422,SPL09549,2024-06-26,2024-09-18
LV01423,SPL09565,2024-06-18,2024-10-12
LV01424,SPL09568,2024-04-14,2024-08-02
LV01425,SPL09578,2024-06-22,2024-08-06
LV01426,SPL09579,2024-04-06,2024-04-27
LV01427,SPL09581,2024-06-18,2024-10-06
LV01428,SPL09585,2024-02-17,2024-06-01
LV01429,SPL09590,2024-06-24,2024-09-04
LV01430,SPL09598,2023-12-04,2024-04-02
LV01431,SPL09613,2023-12-24,2024-04-15
LV01432,SPL09627,2023-08-26,2023-12-01
