transfer_id,spell_id,transfer_date,new_department_id,transfer_type
TRF00935,SPL04893,2022-01-22,DEPT09,temporary_secondment
TRF00936,SPL04898,2024-04-21,DEPT09,permanent
TRF00937,SPL04899,2024-06-15,DEPT02,permanent
TRF00938,SPL04899,2024-06-17,DEPT09,permanent
TRF00939,SPL04902,2022-11-05,DEPT05,temporary_secondment
TRF00940,SPL04907,2024-06-07,DEPT04,permanent
TRF00941,SPL04908,2024-04-18,DEPT08,permanent
TRF00942,SPL04908,2024-05-10,DEPT09,permanent
TRF00943,SPL04912,2021-11-05,DEPT08,permanent
TRF00944,SPL04922,2024-06-08,DEPT04,temporary_secondment
TRF00945,SPL04933,2021-05-07,DEPT10,permanent
TRF00946,SPL04937,2022-07-27,DEPT10,permanent
TRF00947,SPL04941,2024-05-03,DEPT07,permanent
TRF00948,SPL04941,2024-05-12,DEPT02,permanent
TRF00949,SPL04948,2024-01-13,DEPT10,permanent
TRF00950,SPL04948,2024-01-14,DEPT06,permanent
TRF00951,SPL04950,2023-12-17,DEPT08,temporary_secondment
TRF00952,SPL04964,2021-03-24,DEPT06,permanent
TRF00953,SPL04968,2024-05-04,DEPT04,temporary_secondment
TRF00954,SPL04972,2024-04-28,DEPT09,permanent
TRF00955,SPL04975,2023-09-21,DEPT03,permanent
TRF00956,SPL04978,2024-05-14,DEPT01,temporary_secondment
TRF00957,SPL04987,2022-03-11,DEPT01,permanent
TRF00958,SPL04987,2022-12-21,DEPT07,permanent
TRF00959,SPL04996,2022-05-01,DEPT07,permanent
TRF00960,SPL05002,2023-07-24,DEPT09,permanent
TRF00961,SPL05011,2020-12-08,DEPT05,permanent
TRF00962,SPL05032,2024-06-11,DEPT04,permanent
TRF00963,SPL05033,2024-04-27,DEPT01,permanent
TRF00964,SPL05038,2022-02-17,DEPT03,permanent
TRF00965,SPL05046,2024-06-01,DEPT09,permanent
TRF00966,SPL05051,2024-06-07,DEPT04,permanent
TRF00967,SPL05052,2024-06-13,DEPT04,permanent
TRF00968,SPL05054,2024-06-25,DEPT08,permanent
TRF00969,SPL05060,2022-05-24,DEPT04,permanent
TRF00970,SPL05060,2023-10-08,DEPT02,permanent
TRF00971,SPL05062,2024-04-06,DEPT06,permanent
TRF00972,SPL05066,2021-09-20,DEPT05,temporary_secondment
TRF00973,SPL05074,2022-05-17,DEPT04,temporary_secondment
TRF00974,SPL05074,2024-05-31,DEPT09,permanent
TRF00975,SPL05077,2022-04-30,DEPT10,permanent
TRF00976,SPL05077,2022-09-08,DEPT06,permanent
TRF00977,SPL05086,2024-05-26,DEPT01,permanent
TRF00978,SPL05093,2024-04-15,DEPT10,permanent
TRF00979,SPL05094,2023-04-02,DEPT06,permanent
TRF00980,SPL05102,2023-09-04,DEPT03,permanent
TRF00981,SPL05105,2024-06-13,DEPT04,permanent
TRF00982,SPL05114,2024-03-05,DEPT01,permanent
TRF00983,SPL05127,2021-12-27,DEPT04,permanent
TRF00984,SPL05137,2021-05-23,DEPT04,permanent
TRF00985,SPL05139,2022-04-07,DEPT09,temporary_secondment
TRF00986,SPL05143,2020-11-18,DEPT07,permanent
TRF00987,SPL05155,2022-11-10,DEPT08,temporary_secondment
TRF00988,SPL05162,2024-06-16,DEPT09,permanent
TRF00989,SPL05170,2024-05-18,DEPT01,permanent
TRF00990,SPL05179,2022-03-21,DEPT09,permanent
TRF00991,SPL05181,2023-08-30,DEPT07,temporary_secondment
TRF00992,SPL05182,2019-05-07,DEPT07,permanent
TRF00993,SPL05185,2024-06-22,DEPT07,temporary_secondment
TRF00994,SPL05195,2023-06-30,DEPT10,permanent
TRF00995,SPL05205,2024-06-30,DEPT04,permanent
TRF00996,SPL05213,2021-11-11,DEPT05,permanent
TRF00997,SPL05217,2021-04-10,DEPT03,permanent
TRF00998,SPL05223,2023-06-02,DEPT06,permanent
TRF00999,SPL05240,2024-05-24,DEPT08,permanent
TRF01000,SPL05245,2024-05-16,DEPT04,temporary_secondment
TRF01001,SPL05245,2024-06-11,DEPT05,permanent
TRF01002,SPL05250,2020-09-28,DEPT06,permanent
TRF01003,SPL05250,2021-01-20,DEPT09,permanent
TRF01004,SPL05268,2023-12-08,DEPT06,permanent
TRF01005,SPL05269,2022-06-18,DEPT01,permanent
TRF01006,SPL05269,2023-04-01,DEPT02,permanent
TRF01007,SPL05276,2024-06-28,DEPT06,permanent
TRF01008,SPL05290,2024-06-28,DEPT09,temporary_secondment
TRF01009,SPL05304,2024-04-30,DEPT09,permanent
TRF01010,SPL05304,2024-05-07,DEPT04,permanent
TRF01011,SPL05316,2024-04-24,DEPT06,permanent
TRF01012,SPL05319,2021-08-31,DEPT09,permanent
TRF01013,SPL05319,2022-11-02,DEPT08,permanent
TRF01014,SPL05326,2023-05-05,DEPT09,permanent
TRF01015,SPL05327,2023-07-04,DEPT03,permanent
TRF01016,SPL05332,2024-04-03,DEPT04,permanent
TRF01017,SPL05340,2022-11-26,DEPT05,permanent
TRF01018,SPL05375,2022-06-02,DEPT09,permanent
TRF01019,SPL05380,2024-06-27,DEPT04,permanent
TRF01020,SPL05389,2022-07-30,DEPT08,temporary_secondment
TRF01021,SPL05389,2023-02-12,DEPT09,permanent
TRF01022,SPL05391,2022-07-15,DEPT05,permanent
TRF01023,SPL05395,2024-01-31,DEPT08,permanent
TRF01024,SPL05435,2024-05-23,DEPT08,permanent
TRF01025,SPL05438,2023-04-16,DEPT09,permanent
TRF01026,SPL05440,2024-05-07,DEPT08,permanent
TRF01027,SPL05442,2021-07-10,DEPT07,permanent
TRF01028,SPL05446,2022-10-15,DEPT07,permanent
TRF01029,SPL05462,2024-04-24,DEPT03,permanent
TRF01030,SPL05465,2024-06-21,DEPT08,permanent
TRF01031,SPL05468,2023-08-02,DEPT09,permanent
TRF01032,SPL05471,2024-01-18,DEPT04,temporary_secondment
TRF01033,SPL05471,2024-04-08,DEPT08,permanent
TRF01034,SPL05482,2021-06-18,DEPT04,permanent
TRF01035,SPL05483,2024-05-07,DEPT06,permanent
TRF01036,SPL05484,2024-06-23,DEPT03,permanent
TRF01037,SPL05487,2024-06-20,DEPT09,permanent
TRF01038,SPL05487,2024-06-30,DEPT07,temporary_secondment
TRF01039,SPL05490,2024-06-28,DEPT08,temporary_secondment
TRF01040,SPL05491,2022-10-21,DEPT09,permanent
TRF01041,SPL05498,2024-02-24,DEPT07,temporary_secondment
TRF01042,SPL05498,2024-02-26,DEPT09,temporary_secondment
TRF01043,SPL05504,2023-12-29,DEPT06,temporary_secondment
TRF01044,SPL05511,2020-07-02,DEPT02,permanent
TRF01045,SPL05512,2024-06-02,DEPT01,permanent
TRF01046,SPL05513,2022-01-21,DEPT09,permanent
TRF01047,SPL05513,2023-01-03,DEPT07,permanent
TRF01048,SPL05519,2024-05-26,DEPT07,permanent
TRF01049,SPL05530,2023-09-27,DEPT09,temporary_secondment
TRF01050,SPL05535,2022-02-20,DEPT08,temporary_secondment
TRF01051,SPL05542,2024-04-13,DEPT08,permanent
TRF01052,SPL05555,2022-06-12,DEPT08,permanent
TRF01053,SPL05560,2021-10-06,DEPT09,permanent
TRF01054,SPL05567,2024-05-07,DEPT09,permanent
TRF01055,SPL05577,2022-09-06,DEPT05,permanent
TRF01056,SPL05577,2022-09-22,DEPT03,temporary_secondment
TRF01057,SPL05582,2024-04-19,DEPT01,temporary_secondment
TRF01058,SPL05595,2024-04-21,DEPT10,permanent
TRF01059,SPL05627,2024-06-13,DEPT09,permanent
TRF01060,SPL05629,2024-03-26,DEPT09,permanent
TRF01061,SPL05629,2024-05-06,DEPT07,permanent
TRF01062,SPL05638,2023-05-01,DEPT05,permanent
TRF01063,SPL05641,2024-04-12,DEPT03,permanent
TRF01064,SPL05641,2024-04-23,DEPT04,permanent
TRF01065,SPL05643,2024-06-13,DEPT04,permanent
TRF01066,SPL05673,2024-05-27,DEPT05,permanent
TRF01067,SPL05673,2024-06-11,DEPT04,temporary_secondment
TRF01068,SPL05674,2023-10-22,DEPT07,permanent
TRF01069,SPL05676,2024-05-16,DEPT04,temporary_secondment
TRF01070,SPL05688,2021-08-08,DEPT09,permanent
TRF01071,SPL05688,2021-09-12,DEPT02,permanent
TRF01072,SPL05690,2024-05-01,DEPT06,temporary_secondment
TRF01073,SPL05690,2024-06-14,DEPT05,permanent
TRF01074,SPL05697,2024-05-08,DEPT08,permanent
TRF01075,SPL05707,2024-06-20,DEPT06,permanent
TRF01076,SPL05710,2020-12-25,DEPT04,permanent
TRF01077,SPL05711,2023-08-28,DEPT01,temporary_secondment
TRF01078,SPL05722,2024-04-18,DEPT08,permanent
TRF01079,SPL05723,2024-06-01,DEPT03,permanent
TRF01080,SPL05733,2022-03-17,DEPT08,permanent
TRF01081,SPL05734,2022-04-04,DEPT03,permanent
TRF01082,SPL05750,2023-04-12,DEPT04,permanent
TRF01083,SPL05757,2024-04-07,DEPT04,permanent
TRF01084,SPL05776,2024-04-28,DEPT09,permanent
TRF01085,SPL05781,2024-04-17,DEPT04,permanent
TRF01086,SPL05781,2024-04-23,DEPT03,permanent
TRF01087,SPL05788,2024-05-10,DEPT09,permanent
TRF01088,SPL05803,2022-10-10,DEPT07,permanent
TRF01089,SPL05809,2020-07-02,DEPT09,permanent
TRF01090,SPL05812,2021-07-30,DEPT07,permanent
TRF01091,SPL05813,2024-05-17,DEPT07,permanent
TRF01092,SPL05814,2024-06-28,DEPT04,permanent
TRF01093,SPL05816,2022-11-30,DEPT05,temporary_secondment
TRF01094,SPL05825,2024-06-12,DEPT09,permanent
TRF01095,SPL05827,2024-04-23,DEPT07,permanent
TRF01096,SPL05835,2024-06-29,DEPT08,permanent
TRF01097,SPL05837,2023-06-26,DEPT03,temporary_secondment
TRF01098,SPL05837,2023-07-25,DEPT10,temporary_secondment
TRF01099,SPL05840,2022-11-04,DEPT03,permanent
TRF01100,SPL05845,2021-12-14,DEPT09,permanent
TRF01101,SPL05849,2024-01-07,DEPT06,permanent
TRF01102,SPL05854,2020-08-30,DEPT03,permanent
TRF01103,SPL05854,2020-08-31,DEPT06,permanent
TRF01104,SPL05862,2023-01-17,DEPT09,permanent
TRF01105,SPL05862,2023-01-18,DEPT05,temporary_secondment
TRF01106,SPL05868,2021-06-11,DEPT08,permanent
TRF01107,SPL05871,2022-08-07,DEPT09,temporary_secondment
TRF01108,SPL05903,2024-05-06,DEPT08,permanent
TRF01109,SPL05905,2024-05-05,DEPT09,permanent
TRF01110,SPL05919,2021-12-20,DEPT07,temporary_secondment
TRF01111,SPL05920,2022-05-21,DEPT02,permanent
TRF01112,SPL05920,2022-06-25,DEPT08,temporary_secondment
TRF01113,SPL05926,2020-10-04,DEPT03,temporary_secondment
TRF01114,SPL05932,2023-01-19,DEPT04,permanent
TRF01115,SPL05932,2023-06-25,DEPT07,permanent
TRF01116,SPL05934,2023-08-23,DEPT04,permanent
TRF01117,SPL05936,2024-04-15,DEPT09,permanent
TRF01118,SPL05946,2024-06-30,DEPT04,permanent
TRF01119,SPL05953,2024-05-17,DEPT04,permanent
TRF01120,SPL05955,2024-05-06,DEPT09,permanent
TRF01121,SPL05958,2024-04-05,DEPT09,temporary_secondment
TRF01122,SPL05961,2021-11-01,DEPT03,permanent
TRF01123,SPL05962,2024-02-05,DEPT03,permanent
TRF01124,SPL05977,2023-05-14,DEPT01,permanent
TRF01125,SPL05986,2023-09-02,DEPT07,temporary_secondment
TRF01126,SPL05988,2024-04-14,DEPT03,permanent
TRF01127,SPL05993,2024-06-22,DEPT03,permanent
TRF01128,SPL05993,2024-06-26,DEPT10,temporary_secondment
TRF01129,SPL05995,2024-04-24,DEPT09,permanent
TRF01130,SPL06019,2024-06-11,DEPT09,permanent
TRF01131,SPL06025,2024-04-22,DEPT08,temporary_secondment
TRF01132,SPL06026,2022-04-08,DEPT09,permanent
TRF01133,SPL06026,2022-08-23,DEPT01,permanent
TRF01134,SPL06027,2024-06-20,DEPT09,temporary_secondment
TRF01135,SPL06027,2024-06-23,DEPT10,permanent
TRF01136,SPL06030,2024-05-24,DEPT07,permanent
TRF01137,SPL06030,2024-06-13,DEPT09,permanent
TRF01138,SPL06035,2024-06-29,DEPT04,permanent
TRF01139,SPL06044,2021-10-04,DEPT01,permanent
TRF01140,SPL06054,2023-03-05,DEPT09,permanent
TRF01141,SPL06054,2023-03-19,DEPT06,permanent
TRF01142,SPL06055,2024-02-09,DEPT04,permanent
TRF01143,SPL06059,2024-06-04,DEPT07,permanent
TRF01144,SPL06066,2024-04-06,DEPT02,permanent
TRF01145,SPL06072,2022-10-19,DEPT03,permanent
TRF01146,SPL06073,2024-05-22,DEPT09,permanent
TRF01147,SPL06073,2024-06-17,DEPT05,permanent
TRF01148,SPL06074,2024-04-18,DEPT09,permanent
TRF01149,SPL06078,2023-12-27,DEPT02,permanent
TRF01150,SPL06082,2022-02-09,DEPT02,permanent
TRF01151,SPL06083,2022-04-30,DEPT01,permanent
TRF01152,SPL06084,2021-09-27,DEPT09,permanent
TRF01153,SPL06095,2024-04-13,DEPT04,permanent
TRF01154,SPL06121,2023-02-09,DEPT09,temporary_secondment
TRF01155,SPL06121,2023-09-05,DEPT10,permanent
TRF01156,SPL06124,2024-04-09,DEPT08,temporary_secondment
TRF01157,SPL06126,2023-04-28,DEPT04,permanent
TRF01158,SPL06127,2024-05-18,DEPT09,permanent
TRF01159,SPL06134,2023-02-01,DEPT09,permanent
TRF01160,SPL06139,2024-04-19,DEPT08,permanent
TRF01161,SPL06139,2024-04-30,DEPT07,permanent
TRF01162,SPL06141,2020-08-04,DEPT02,permanent
TRF01163,SPL06151,2024-04-06,DEPT05,permanent
TRF01164,SPL06155,2021-08-28,DEPT10,permanent
TRF01165,SPL06166,2023-06-21,DEPT03,temporary_secondment
TRF01166,SPL06171,2022-06-25,DEPT05,permanent
TRF01167,SPL06191,2024-05-04,DEPT03,permanent
TRF01168,SPL06195,2024-04-19,DEPT01,permanent
TRF01169,SPL06196,2020-09-22,DEPT04,permanent
TRF01170,SPL06202,2024-04-18,DEPT10,permanent
TRF01171,SPL06202,2024-06-22,DEPT04,permanent
TRF01172,SPL06221,2023-07-21,DEPT02,permanent
TRF01173,SPL06221,2023-10-02,DEPT07,permanent
TRF01174,SPL06225,2024-04-13,DEPT09,permanent
TRF01175,SPL06227,2024-06-25,DEPT08,permanent
TRF01176,SPL06235,2024-04-03,DEPT09,permanent
TRF01177,SPL06236,2023-09-20,DEPT09,temporary_secondment
TRF01178,SPL06240,2024-04-19,DEPT10,permanent
TRF01179,SPL06249,2022-04-20,DEPT04,permanent
TRF01180,SPL06254,2023-05-20,DEPT06,temporary_secondment
TRF01181,SPL06254,2024-05-01,DEPT10,permanent
TRF01182,SPL06259,2024-05-25,DEPT10,permanent
TRF01183,SPL06259,2024-06-03,DEPT05,permanent
TRF01184,SPL06263,2020-02-22,DEPT04,permanent
TRF01185,SPL06264,2019-07-27,DEPT09,permanent
TRF01186,SPL06265,2020-04-25,DEPT06,permanent
TRF01187,SPL06266,2020-10-28,DEPT06,temporary_secondment
TRF01188,SPL06280,2020-12-16,DEPT10,permanent
TRF01189,SPL06285,2024-04-24,DEPT03,permanent
TRF01190,SPL06299,2024-05-13,DEPT04,permanent
TRF01191,SPL06299,2024-05-17,DEPT10,permanent
TRF01192,SPL06302,2024-04-29,DEPT04,permanent
TRF01193,SPL06309,2024-06-05,DEPT09,temporary_secondment
TRF01194,SPL06329,2024-04-02,DEPT08,permanent
TRF01195,SPL06334,2024-04-09,DEPT04,permanent
TRF01196,SPL06334,2024-05-09,DEPT06,temporary_secondment
TRF01197,SPL06342,2023-02-08,DEPT07,permanent
TRF01198,SPL06345,2024-01-28,DEPT09,permanent
TRF01199,SPL06349,2023-08-04,DEPT03,permanent
TRF01200,SPL06361,2021-03-03,DEPT07,permanent
TRF01201,SPL06362,2024-06-06,DEPT09,permanent
TRF01202,SPL06365,2023-06-14,DEPT10,permanent
TRF01203,SPL06365,2023-06-26,DEPT09,permanent
TRF01204,SPL06383,2023-06-26,DEPT07,permanent
TRF01205,SPL06383,2023-06-28,DEPT04,permanent
TRF01206,SPL06390,2023-02-23,DEPT07,temporary_secondment
TRF01207,SPL06390,2023-05-03,DEPT09,permanent
TRF01208,SPL06400,2024-04-13,DEPT06,permanent
TRF01209,SPL06412,2022-02-23,DEPT09,permanent
TRF01210,SPL06413,2022-07-02,DEPT09,temporary_secondment
TRF01211,SPL06414,2024-06-12,DEPT01,temporary_secondment
TRF01212,SPL06416,2024-06-25,DEPT04,permanent
TRF01213,SPL06422,2023-01-30,DEPT04,temporary_secondment
TRF01214,SPL06428,2024-04-03,DEPT07,permanent
TRF01215,SPL06430,2020-11-04,DEPT09,permanent
TRF01216,SPL06433,2021-05-14,DEPT07,permanent
TRF01217,SPL06434,2024-05-23,DEPT09,temporary_secondment
TRF01218,SPL06434,2024-06-25,DEPT08,permanent
TRF01219,SPL06447,2024-04-15,DEPT09,permanent
TRF01220,SPL06449,2022-09-29,DEPT05,permanent
TRF01221,SPL06451,2022-07-31,DEPT04,permanent
TRF01222,SPL06455,2024-06-20,DEPT09,permanent
TRF01223,SPL06461,2024-01-21,DEPT01,temporary_secondment
TRF01224,SPL06462,2020-10-27,DEPT07,permanent
TRF01225,SPL06469,2024-04-09,DEPT04,permanent
TRF01226,SPL06470,2022-06-02,DEPT03,permanent
TRF01227,SPL06474,2024-05-05,DEPT04,permanent
TRF01228,SPL06474,2024-05-28,DEPT05,temporary_secondment
TRF01229,SPL06480,2024-04-10,DEPT04,permanent
TRF01230,SPL06481,2022-10-27,DEPT08,permanent
TRF01231,SPL06482,2020-12-14,DEPT06,permanent
TRF01232,SPL06483,2024-06-23,DEPT05,permanent
TRF01233,SPL06499,2024-04-18,DEPT04,temporary_secondment
TRF01234,SPL06501,2022-04-08,DEPT05,temporary_secondment
TRF01235,SPL06506,2024-04-10,DEPT02,permanent
TRF01236,SPL06513,2021-04-05,DEPT05,temporary_secondment
TRF01237,SPL06513,2021-09-08,DEPT04,permanent
TRF01238,SPL06516,2023-06-01,DEPT05,permanent
TRF01239,SPL06533,2023-10-22,DEPT09,permanent
TRF01240,SPL06535,2024-04-09,DEPT10,permanent
TRF01241,SPL06543,2024-05-17,DEPT10,permanent
TRF01242,SPL06544,2022-12-16,DEPT08,permanent
TRF01243,SPL06548,2019-12-09,DEPT01,temporary_secondment
TRF01244,SPL06550,2022-04-24,DEPT05,permanent
TRF01245,SPL06551,2019-08-21,DEPT09,permanent
TRF01246,SPL06560,2024-05-17,DEPT10,temporary_secondment
TRF01247,SPL06569,2022-12-04,DEPT03,permanent
TRF01248,SPL06584,2024-06-08,DEPT09,permanent
TRF01249,SPL06597,2023-09-20,DEPT10,permanent
TRF01250,SPL06600,2022-01-07,DEPT02,permanent
TRF01251,SPL06609,2022-09-09,DEPT05,permanent
TRF01252,SPL06615,2019-04-24,DEPT09,permanent
TRF01253,SPL06616,2024-04-15,DEPT08,permanent
TRF01254,SPL06616,2024-04-17,DEPT04,permanent
TRF01255,SPL06623,2024-01-31,DEPT04,temporary_secondment
TRF01256,SPL06625,2022-07-19,DEPT01,permanent
TRF01257,SPL06625,2022-10-31,DEPT08,permanent
TRF01258,SPL06626,2024-04-26,DEPT06,permanent
TRF01259,SPL06630,2022-07-18,DEPT09,permanent
TRF01260,SPL06630,2023-03-30,DEPT07,permanent
TRF01261,SPL06643,2024-01-09,DEPT08,permanent
TRF01262,SPL06651,2024-04-13,DEPT03,permanent
TRF01263,SPL06653,2020-03-03,DEPT04,permanent
TRF01264,SPL06654,2019-06-30,DEPT09,permanent
TRF01265,SPL06656,2024-04-16,DEPT04,permanent
TRF01266,SPL06660,2021-01-23,DEPT09,permanent
TRF01267,SPL06684,2021-10-12,DEPT01,permanent
TRF01268,SPL06694,2021-12-28,DEPT08,temporary_secondment
TRF01269,SPL06698,2019-12-13,DEPT05,permanent
TRF01270,SPL06705,2024-02-15,DEPT05,permanent
TRF01271,SPL06705,2024-05-04,DEPT03,permanent
TRF01272,SPL06710,2024-05-09,DEPT04,permanent
TRF01273,SPL06714,2024-04-11,DEPT06,permanent
TRF01274,SPL06716,2024-06-24,DEPT07,temporary_secondment
TRF01275,SPL06723,2023-04-07,DEPT04,permanent
TRF01276,SPL06727,2021-04-29,DEPT08,permanent
TRF01277,SPL06746,2024-04-04,DEPT04,permanent
TRF01278,SPL06746,2024-04-07,DEPT01,permanent
TRF01279,SPL06748,2021-07-19,DEPT01,temporary_secondment
TRF01280,SPL06748,2022-04-05,DEPT09,temporary_secondment
TRF01281,SPL06751,2024-03-12,DEPT04,permanent
TRF01282,SPL06751,2024-05-27,DEPT05,permanent
TRF01283,SPL06758,2024-05-11,DEPT07,temporary_secondment
TRF01284,SPL06767,2020-11-24,DEPT04,temporary_secondment
TRF01285,SPL06768,2022-08-21,DEPT04,permanent
TRF01286,SPL06781,2021-06-27,DEPT04,permanent
TRF01287,SPL06783,2024-04-04,DEPT02,permanent
TRF01288,SPL06785,2023-03-20,DEPT06,temporary_secondment
TRF01289,SPL06786,2021-06-26,DEPT09,temporary_secondment
TRF01290,SPL06786,2021-07-05,DEPT05,permanent
TRF01291,SPL06789,2024-04-20,DEPT05,permanent
TRF01292,SPL06789,2024-04-26,DEPT10,permanent
TRF01293,SPL06803,2024-05-23,DEPT04,temporary_secondment
TRF01294,SPL06809,2024-04-02,DEPT02,permanent
TRF01295,SPL06809,2024-06-28,DEPT07,permanent
TRF01296,SPL06813,2022-09-07,DEPT03,permanent
TRF01297,SPL06817,2024-01-21,DEPT01,permanent
TRF01298,SPL06822,2022-10-11,DEPT03,permanent
TRF01299,SPL06822,2022-12-14,DEPT05,permanent
TRF01300,SPL06825,2024-05-29,DEPT04,permanent
TRF01301,SPL06833,2023-12-04,DEPT05,temporary_secondment
TRF01302,SPL06833,2023-12-08,DEPT03,permanent
TRF01303,SPL06840,2024-06-18,DEPT04,permanent
TRF01304,SPL06843,2024-04-18,DEPT09,temporary_secondment
TRF01305,SPL06900,2020-06-13,DEPT09,temporary_secondment
TRF01306,SPL06915,2024-04-22,DEPT03,permanent
TRF01307,SPL06921,2023-09-15,DEPT03,permanent
TRF01308,SPL06921,2023-09-19,DEPT05,permanent
TRF01309,SPL06947,2023-01-28,DEPT09,permanent
TRF01310,SPL06963,2024-04-03,DEPT07,temporary_secondment
TRF01311,SPL06978,2024-04-26,DEPT10,permanent
TRF01312,SPL06984,2020-06-30,DEPT04,permanent
TRF01313,SPL06989,2024-06-12,DEPT09,permanent
TRF01314,SPL06992,2024-05-23,DEPT01,permanent
TRF01315,SPL06999,2024-05-24,DEPT06,permanent
TRF01316,SPL07000,2023-03-29,DEPT10,permanent
TRF01317,SPL07005,2024-02-29,DEPT04,permanent
TRF01318,SPL07008,2024-04-16,DEPT08,permanent
TRF01319,SPL07012,2022-11-07,DEPT07,temporary_secondment
TRF01320,SPL07012,2022-12-01,DEPT02,permanent
TRF01321,SPL07017,2024-05-13,DEPT08,permanent
TRF01322,SPL07022,2023-07-25,DEPT05,permanent
TRF01323,SPL07025,2021-05-31,DEPT07,permanent
TRF01324,SPL07025,2022-12-14,DEPT04,permanent
TRF01325,SPL07030,2024-06-02,DEPT04,temporary_secondment
TRF01326,SPL07036,2023-04-11,DEPT04,permanent
TRF01327,SPL07040,2024-04-18,DEPT09,permanent
TRF01328,SPL07045,2022-12-30,DEPT09,permanent
TRF01329,SPL07049,2024-04-11,DEPT01,permanent
TRF01330,SPL07071,2024-04-25,DEPT09,permanent
TRF01331,SPL07088,2022-12-10,DEPT01,temporary_secondment
TRF01332,SPL07088,2023-04-28,DEPT07,permanent
TRF01333,SPL07089,2024-03-10,DEPT10,temporary_secondment
TRF01334,SPL07095,2022-01-15,DEPT01,temporary_secondment
TRF01335,SPL07095,2024-06-11,DEPT04,temporary_secondment
TRF01336,SPL07106,2020-07-10,DEPT09,temporary_secondment
TRF01337,SPL07106,2020-08-19,DEPT05,permanent
TRF01338,SPL07108,2023-08-04,DEPT05,temporary_secondment
TRF01339,SPL07112,2024-04-08,DEPT01,permanent
TRF01340,SPL07112,2024-04-16,DEPT07,permanent
TRF01341,SPL07114,2020-05-12,DEPT04,temporary_secondment
TRF01342,SPL07117,2024-05-26,DEPT07,permanent
TRF01343,SPL07117,2024-06-21,DEPT04,permanent
TRF01344,SPL07120,2022-08-06,DEPT03,temporary_secondment
TRF01345,SPL07121,2024-05-22,DEPT09,permanent
TRF01346,SPL07127,2024-04-05,DEPT03,temporary_secondment
TRF01347,SPL07127,2024-05-17,DEPT05,permanent
TRF01348,SPL07135,2023-04-17,DEPT10,permanent
TRF01349,SPL07135,2023-09-10,DEPT05,permanent
TRF01350,SPL07145,2021-09-22,DEPT04,temporary_secondment
TRF01351,SPL07147,2023-07-22,DEPT04,permanent
TRF01352,SPL07159,2022-04-23,DEPT03,permanent
TRF01353,SPL07162,2024-03-08,DEPT03,permanent
TRF01354,SPL07170,2024-06-07,DEPT09,permanent
TRF01355,SPL07172,2021-10-16,DEPT04,temporary_secondment
TRF01356,SPL07184,2024-06-09,DEPT04,permanent
TRF01357,SPL07194,2024-04-25,DEPT01,permanent
TRF01358,SPL07202,2024-04-25,DEPT09,permanent
TRF01359,SPL07206,2024-06-22,DEPT10,permanent
TRF01360,SPL07212,2024-04-06,DEPT07,temporary_secondment
TRF01361,SPL07231,2022-09-22,DEPT10,permanent
TRF01362,SPL07238,2023-01-16,DEPT07,permanent
TRF01363,SPL07242,2024-06-16,DEPT08,permanent
TRF01364,SPL07243,2024-04-11,DEPT09,permanent
TRF01365,SPL07244,2024-04-20,DEPT01,permanent
TRF01366,SPL07250,2023-05-23,DEPT06,permanent
TRF01367,SPL07250,2023-08-22,DEPT09,temporary_secondment
TRF01368,SPL07253,2024-05-22,DEPT09,permanent
TRF01369,SPL07254,2024-04-17,DEPT02,permanent
TRF01370,SPL07259,2024-05-21,DEPT09,permanent
TRF01371,SPL07260,2024-04-05,DEPT02,permanent
TRF01372,SPL07276,2020-05-28,DEPT07,permanent
TRF01373,SPL07281,2021-07-04,DEPT01,permanent
TRF01374,SPL07285,2024-05-29,DEPT07,permanent
TRF01375,SPL07285,2024-06-10,DEPT08,temporary_secondment
TRF01376,SPL07294,2022-09-08,DEPT04,temporary_secondment
TRF01377,SPL07299,2024-05-05,DEPT06,temporary_secondment
TRF01378,SPL07306,2023-09-12,DEPT06,permanent
TRF01379,SPL07311,2021-09-30,DEPT09,permanent
TRF01380,SPL07311,2022-11-02,DEPT02,permanent
TRF01381,SPL07327,2024-05-19,DEPT10,permanent
TRF01382,SPL07332,2024-04-08,DEPT09,permanent
TRF01383,SPL07339,2023-11-02,DEPT09,permanent
TRF01384,SPL07343,2024-05-18,DEPT02,temporary_secondment
TRF01385,SPL07346,2020-02-02,DEPT09,permanent
TRF01386,SPL07347,2022-05-12,DEPT09,permanent
TRF01387,SPL07359,2024-05-24,DEPT08,temporary_secondment
TRF01388,SPL07361,2024-06-04,DEPT09,permanent
TRF01389,SPL07375,2023-09-14,DEPT10,permanent
TRF01390,SPL07376,2020-12-03,DEPT04,permanent
TRF01391,SPL07379,2023-09-16,DEPT04,permanent
TRF01392,SPL07381,2024-06-23,DEPT04,permanent
TRF01393,SPL07384,2024-04-26,DEPT01,permanent
TRF01394,SPL07385,2024-04-01,DEPT02,permanent
TRF01395,SPL07391,2020-10-27,DEPT03,permanent
TRF01396,SPL07391,2022-06-15,DEPT05,permanent
TRF01397,SPL07398,2023-09-10,DEPT06,permanent
TRF01398,SPL07399,2021-11-10,DEPT04,permanent
TRF01399,SPL07402,2019-12-31,DEPT08,temporary_secondment
TRF01400,SPL07405,2023-03-31,DEPT01,permanent
TRF01401,SPL07412,2022-07-03,DEPT07,temporary_secondment
TRF01402,SPL07420,2020-07-18,DEPT06,temporary_secondment
