spell_id,employee_id,business_unit_id,home_department_id,hire_date,term_date,term_reason,worker_category
SPL04589,EMP04589,BU01,DEPT08,2023-11-07,2024-04-10,involuntary_termination,regular_full_time
SPL04590,EMP04590,BU01,DEPT09,2022-07-30,2024-01-14,resignation,regular_full_time
SPL04591,EMP04591,BU01,DEPT08,2023-01-17,,,regular_full_time
SPL04592,EMP04592,BU01,DEPT02,2019-06-20,2022-07-12,resignation,regular_full_time
SPL04593,EMP04593,BU01,DEPT07,2023-03-13,2024-03-12,layoff,regular_full_time
SPL04594,EMP04594,BU02,DEPT06,2023-03-15,2024-02-29,resignation,intern
SPL04595,EMP04595,BU01,DEPT07,2020-12-19,,,regular_full_time
SPL04596,EMP04596,BU02,DEPT03,2023-06-26,2024-06-19,resignation,regular_part_time
SPL04597,EMP04597,BU01,DEPT09,2021-03-23,,,regular_full_time
SPL04598,EMP04598,BU02,DEPT10,2024-04-16,,,regular_full_time
SPL04599,EMP04599,BU01,DEPT08,2020-07-02,,,regular_full_time
SPL04600,EMP04600,BU02,DEPT03,2019-06-28,,,regular_full_time
SPL04601,EMP04601,BU02,DEPT03,2020-04-20,2022-09-17,layoff,regular_full_time
SPL04602,EMP04602,BU01,DEPT07,2023-09-07,2024-04-18,resignation,contractor
SPL04603,EMP04603,BU01,DEPT08,2022-09-29,2024-05-20,involuntary_termination,regular_full_time
SPL04604,EMP04604,BU01,DEPT08,2019-06-27,,,regular_full_time
SPL04605,EMP04605,BU01,DEPT01,2024-02-14,,,intern
SPL04606,EMP04606,BU02,DEPT10,2019-11-27,2024-02-11,involuntary_termination,regular_full_time
SPL04607,EMP04607,BU01,DEPT01,2020-04-01,2022-12-06,involuntary_termination,regular_part_time
SPL04608,EMP04608,BU02,DEPT03,2019-02-07,,,intern
SPL04609,EMP04609,BU01,DEPT07,2021-10-24,2023-04-26,resignation,regular_part_time
SPL04610,EMP04610,BU02,DEPT10,2024-01-01,,,regular_full_time
SPL04611,EMP04611,BU01,DEPT01,2024-05-23,,,regular_full_time
SPL04612,EMP04612,BU02,DEPT03,2022-06-16,,,regular_part_time
SPL04613,EMP04613,BU02,DEPT06,2022-03-18,,,regular_full_time
SPL04614,EMP04614,BU02,DEPT06,2021-12-06,2023-06-06,resignation,regular_full_time
SPL04615,EMP04615,BU01,DEPT07,2020-03-30,,,regular_part_time
SPL04616,EMP04616,BU01,DEPT08,2022-06-04,2023-09-13,resignation,regular_part_time
SPL04617,EMP04617,BU01,DEPT01,2020-06-21,2022-10-20,resignation,regular_part_time
SPL04618,EMP04618,BU01,DEPT02,2024-03-25,2024-06-27,resignation,regular_full_time
SPL04619,EMP04619,BU01,DEPT08,2021-11-08,2023-09-19,layoff,regular_full_time
SPL04620,EMP04620,BU02,DEPT05,2021-07-22,2023-07-15,retirement,regular_full_time
SPL04621,EMP04621,BU02,DEPT03,2023-10-05,2024-06-12,resignation,contractor
SPL04622,EMP04622,BU02,DEPT10,2023-02-23,2024-03-28,resignation,regular_full_time
SPL04623,EMP04623,BU01,DEPT02,2022-10-19,2024-02-10,resignation,contractor
SPL04624,EMP04624,BU01,DEPT02,2019-04-22,2022-12-18,involuntary_termination,regular_full_time
SPL04625,EMP04625,BU01,DEPT07,2022-10-06,2024-06-17,layoff,contractor
SPL04626,EMP04626,BU01,DEPT08,2020-09-13,,,regular_full_time
SPL04627,EMP04627,BU02,DEPT03,2021-08-13,,,regular_full_time
SPL04628,EMP04628,BU02,DEPT03,2019-06-21,,,regular_full_time
SPL04629,EMP04629,BU01,DEPT02,2023-04-29,,,regular_part_time
SPL04630,EMP04630,BU01,DEPT07,2019-08-21,2024-03-27,resignation,regular_full_time
SPL04631,EMP04631,BU02,DEPT05,2020-04-13,,,regular_full_time
SPL04632,EMP04632,BU01,DEPT07,2019-01-14,,,regular_full_time
SPL04633,EMP04633,BU01,DEPT08,2020-12-22,2024-06-11,involuntary_termination,regular_full_time
SPL04634,EMP04634,BU02,DEPT10,2020-08-29,2024-06-05,resignation,regular_full_time
SPL04635,EMP04635,BU02,DEPT10,2023-06-13,2024-06-09,involuntary_termination,intern
SPL04636,EMP04636,BU02,DEPT03,2023-12-18,,,regular_full_time
SPL04637,EMP04637,BU01,DEPT08,2019-12-16,,,regular_part_time
SPL04638,EMP04638,BU01,DEPT08,2024-02-24,,,regular_full_time
SPL04639,EMP04639,BU02,DEPT03,2023-08-20,2024-06-01,resignation,regular_part_time
SPL04640,EMP04640,BU01,DEPT09,2022-04-23,,,contractor
SPL04641,EMP04641,BU02,DEPT03,2019-09-13,,,regular_full_time
SPL04642,EMP04642,BU02,DEPT10,2023-10-29,2024-06-21,retirement,regular_full_time
SPL04643,EMP04643,BU02,DEPT05,2021-04-15,,,regular_full_time
SPL04644,EMP04644,BU01,DEPT07,2023-08-08,2024-05-10,involuntary_termination,regular_full_time
SPL04645,EMP04645,BU01,DEPT01,2019-06-10,,,regular_full_time
SPL04646,EMP04646,BU01,DEPT02,2022-05-22,2023-06-15,layoff,regular_part_time
SPL04647,EMP04647,BU02,DEPT05,2020-12-05,,,regular_full_time
SPL04648,EMP04648,BU01,DEPT07,2022-12-12,2024-06-27,retirement,regular_full_time
SPL04649,EMP04649,BU01,DEPT02,2019-12-09,2023-09-18,layoff,regular_part_time
SPL04650,EMP04650,BU02,DEPT03,2021-12-25,,,regular_full_time
SPL04651,EMP04651,BU01,DEPT07,2024-05-27,,,regular_full_time
SPL04652,EMP04652,BU01,DEPT08,2022-12-16,2024-05-17,involuntary_termination,regular_full_time
SPL04653,EMP04653,BU01,DEPT07,2023-10-18,,,regular_full_time
SPL04654,EMP04654,BU01,DEPT02,2023-07-23,2024-02-16,resignation,regular_full_time
SPL04655,EMP04655,BU01,DEPT01,2024-05-18,,,intern
SPL04656,EMP04656,BU02,DEPT05,2020-09-15,2023-07-23,resignation,regular_full_time
SPL04657,EMP04657,BU01,DEPT09,2021-03-06,2023-08-13,layoff,regular_full_time
SPL04658,EMP04658,BU02,DEPT10,2019-04-05,2024-04-04,involuntary_termination,regular_part_time
SPL04659,EMP04659,BU01,DEPT08,2019-09-16,,,regular_part_time
SPL04660,EMP04660,BU02,DEPT05,2022-08-01,2024-04-24,resignation,contractor
SPL04661,EMP04661,BU02,DEPT10,2022-12-28,,,regular_full_time
SPL04662,EMP04662,BU02,DEPT06,2022-02-24,,,regular_full_time
SPL04663,EMP04663,BU01,DEPT08,2019-07-15,,,regular_full_time
SPL04664,EMP04664,BU01,DEPT02,2019-08-07,2023-02-23,resignation,regular_full_time
SPL04665,EMP04665,BU02,DEPT10,2019-07-08,,,regular_full_time
SPL04666,EMP04666,BU01,DEPT02,2022-06-11,,,intern
SPL04667,EMP04667,BU01,DEPT02,2023-04-02,2024-04-17,resignation,regular_full_time
SPL04668,EMP04668,BU02,DEPT10,2023-04-06,,,contractor
SPL04669,EMP04669,BU01,DEPT01,2020-05-07,2024-02-26,resignation,regular_part_time
SPL04670,EMP04670,BU01,DEPT02,2024-05-11,,,contractor
SPL04671,EMP04671,BU02,DEPT10,2019-09-19,,,regular_part_time
SPL04672,EMP04672,BU01,DEPT08,2020-02-01,,,regular_full_time
SPL04673,EMP04673,BU02,DEPT05,2020-12-09,2024-02-02,resignation,regular_full_time
SPL04674,EMP04674,BU01,DEPT01,2024-01-06,,,contractor
SPL04675,EMP04675,BU01,DEPT07,2021-07-06,2023-12-25,involuntary_termination,regular_full_time
SPL04676,EMP04676,BU01,DEPT02,2023-03-29,,,regular_full_time
SPL04677,EMP04677,BU02,DEPT04,2023-07-01,,,regular_full_time
SPL04678,EMP04678,BU01,DEPT07,2019-11-29,,,regular_full_time
SPL04679,EMP04679,BU02,DEPT03,2024-03-04,2024-06-20,involuntary_termination,regular_part_time
SPL04680,EMP04680,BU01,DEPT08,2020-11-02,2023-03-22,involuntary_termination,regular_part_time
SPL04681,EMP04681,BU01,DEPT09,2020-07-20,2024-04-15,resignation,intern
SPL04682,EMP04682,BU02,DEPT03,2023-02-23,,,regular_full_time
SPL04683,EMP04683,BU01,DEPT04,2021-03-13,,,regular_full_time
SPL04684,EMP04684,BU02,DEPT03,2023-03-21,,,contractor
SPL04685,EMP04685,BU01,DEPT08,2023-11-14,,,regular_full_time
SPL04686,EMP04686,BU02,DEPT05,2023-04-14,,,regular_part_time
SPL04687,EMP04687,BU01,DEPT07,2023-08-06,2024-03-29,resignation,regular_full_time
SPL04688,EMP04688,BU01,DEPT01,2020-05-12,2023-12-21,resignation,regular_full_time
SPL04689,EMP04689,BU01,DEPT02,2022-09-25,2024-06-16,retirement,regular_full_time
SPL04690,EMP04690,BU02,DEPT03,2019-02-12,2023-09-27,layoff,regular_full_time
SPL04691,EMP04691,BU02,DEPT05,2020-08-23,2022-04-23,involuntary_termination,regular_full_time
SPL04692,EMP04692,BU01,DEPT02,2019-09-18,,,regular_full_time
SPL04693,EMP04693,BU02,DEPT06,2021-11-18,,,regular_full_time
SPL04694,EMP04694,BU02,DEPT06,2019-07-29,,,regular_full_time
SPL04695,EMP04695,BU01,DEPT08,2020-05-11,,,regular_full_time
SPL04696,EMP04696,BU02,DEPT06,2023-10-09,2024-05-11,involuntary_termination,regular_full_time
SPL04697,EMP04697,BU02,DEPT03,2021-04-27,,,regular_full_time
SPL04698,EMP04698,BU02,DEPT03,2022-06-04,2023-10-31,resignation,contractor
SPL04699,EMP04699,BU02,DEPT03,2022-06-10,2023-11-18,resignation,intern
SPL04700,EMP04700,BU02,DEPT03,2019-05-27,2023-08-31,resignation,regular_full_time
SPL04701,EMP04701,BU01,DEPT08,2021-10-27,2024-05-05,resignation,intern
SPL04702,EMP04702,BU02,DEPT10,2022-02-13,2024-06-06,resignation,regular_full_time
SPL04703,EMP04703,BU01,DEPT02,2023-12-25,2024-05-09,resignation,regular_full_time
SPL04704,EMP04704,BU01,DEPT01,2021-08-12,2024-01-10,resignation,regular_full_time
SPL04705,EMP04705,BU01,DEPT01,2020-04-03,,,regular_full_time
SPL04706,EMP04706,BU01,DEPT08,2023-03-28,2024-06-04,retirement,contractor
SPL04707,EMP04707,BU01,DEPT02,2021-10-29,,,regular_full_time
SPL04708,EMP04708,BU01,DEPT07,2019-08-22,2021-09-06,involuntary_termination,regular_full_time
SPL04709,EMP04709,BU02,DEPT10,2020-03-17,2023-08-19,resignation,regular_full_time
SPL04710,EMP04710,BU02,DEPT03,2023-11-01,,,regular_full_time
SPL04711,EMP04711,BU02,DEPT10,2022-02-04,,,regular_full_time
SPL04712,EMP04712,BU01,DEPT02,2019-04-14,,,regular_full_time
SPL04713,EMP04713,BU01,DEPT02,2019-07-18,2023-08-11,layoff,regular_full_time
SPL04714,EMP04714,BU02,DEPT09,2019-11-02,2023-08-08,resignation,regular_full_time
SPL04715,EMP04715,BU02,DEPT06,2022-11-14,2024-02-10,resignation,regular_full_time
SPL04716,EMP04716,BU01,DEPT07,2020-01-14,2022-10-22,layoff,regular_full_time
SPL04717,EMP04717,BU01,DEPT01,2024-05-20,,,regular_full_time
SPL04718,EMP04718,BU01,DEPT07,2023-05-24,,,regular_full_time
SPL04719,EMP04719,BU01,DEPT01,2020-03-22,,,intern
SPL04720,EMP04720,BU02,DEPT06,2021-08-26,,,regular_part_time
SPL04721,EMP04721,BU02,DEPT03,2021-08-27,,,regular_full_time
SPL04722,EMP04722,BU02,DEPT03,2021-07-26,,,intern
SPL04723,EMP04723,BU02,DEPT05,2020-01-07,2022-02-14,involuntary_termination,regular_full_time
SPL04724,EMP04724,BU02,DEPT03,2020-05-07,2022-08-26,involuntary_termination,regular_full_time
SPL04725,EMP04725,BU02,DEPT10,2022-11-05,,,regular_full_time
SPL04726,EMP04726,BU02,DEPT05,2023-08-25,2024-06-05,resignation,regular_part_time
SPL04727,EMP04727,BU02,DEPT03,2023-04-29,2024-06-13,resignation,regular_full_time
SPL04728,EMP04728,BU01,DEPT09,2020-03-18,2020-12-27,layoff,regular_full_time
SPL04729,EMP04729,BU01,DEPT08,2020-05-22,2024-03-10,layoff,regular_part_time
SPL04730,EMP04730,BU02,DEPT10,2024-03-17,,,regular_full_time
SPL04731,EMP04731,BU01,DEPT01,2023-04-17,,,regular_full_time
SPL04732,EMP04732,BU02,DEPT06,2019-03-06,2023-12-29,resignation,regular_full_time
SPL04733,EMP04733,BU02,DEPT10,2019-09-15,,,regular_full_time
SPL04734,EMP04734,BU01,DEPT09,2024-01-15,2024-06-26,resignation,regular_full_time
SPL04735,EMP04735,BU01,DEPT04,2019-08-26,2023-03-06,layoff,contractor
SPL04736,EMP04736,BU02,DEPT04,2022-08-03,2023-05-08,involuntary_termination,regular_full_time
SPL04737,EMP04737,BU01,DEPT07,2020-10-05,,,regular_full_time
SPL04738,EMP04738,BU02,DEPT09,2021-03-17,2023-07-02,resignation,regular_full_time
SPL04739,EMP04739,BU01,DEPT01,2019-04-10,2023-11-18,resignation,regular_full_time
SPL04740,EMP04740,BU02,DEPT03,2021-05-07,2024-03-07,layoff,regular_full_time
SPL04741,EMP04741,BU02,DEPT03,2023-11-19,,,regular_full_time
SPL04742,EMP04742,BU02,DEPT03,2023-07-29,2024-06-01,layoff,contractor
SPL04743,EMP04743,BU02,DEPT10,2020-04-08,,,regular_full_time
SPL04744,EMP04744,BU01,DEPT07,2021-04-28,2024-02-10,involuntary_termination,regular_full_time
SPL04745,EMP04745,BU02,DEPT06,2021-01-28,2023-08-23,retirement,regular_full_time
SPL04746,EMP04746,BU02,DEPT10,2019-11-07,2024-01-09,involuntary_termination,regular_full_time
SPL04747,EMP04747,BU01,DEPT02,2021-08-01,,,intern
SPL04748,EMP04748,BU02,DEPT09,2021-10-07,2023-11-30,resignation,regular_full_time
SPL04749,EMP04749,BU01,DEPT02,2019-06-22,2020-04-05,involuntary_termination,regular_full_time
SPL04750,EMP04750,BU01,DEPT01,2021-03-24,,,regular_full_time
SPL04751,EMP04751,BU01,DEPT08,2022-07-14,2024-02-10,layoff,regular_full_time
SPL04752,EMP04752,BU02,DEPT09,2022-08-19,,,regular_full_time
SPL04753,EMP04753,BU02,DEPT06,2019-08-01,,,regular_full_time
SPL04754,EMP04754,BU01,DEPT01,2024-05-24,,,regular_part_time
SPL04755,EMP04755,BU01,DEPT07,2022-06-24,,,regular_full_time
SPL04756,EMP04756,BU01,DEPT02,2019-09-12,2022-05-09,layoff,regular_part_time
SPL04757,EMP04757,BU01,DEPT08,2020-10-02,,,regular_full_time
SPL04758,EMP04758,BU02,DEPT10,2024-01-04,2024-05-16,involuntary_termination,regular_full_time
SPL04759,EMP04759,BU02,DEPT06,2023-12-15,2024-05-31,involuntary_termination,intern
SPL04760,EMP04760,BU01,DEPT08,2019-10-01,,,contractor
SPL04761,EMP04761,BU02,DEPT06,2021-06-12,2024-02-21,involuntary_termination,intern
SPL04762,EMP04762,BU01,DEPT08,2020-01-23,,,regular_part_time
SPL04763,EMP04763,BU01,DEPT02,2023-08-26,,,regular_full_time
SPL04764,EMP04764,BU02,DEPT03,2023-07-06,,,regular_full_time
SPL04765,EMP04765,BU02,DEPT03,2020-04-22,2024-06-12,involuntary_termination,regular_part_time
SPL04766,EMP04766,BU02,DEPT04,2019-09-29,,,regular_full_time
SPL04767,EMP04767,BU01,DEPT02,2024-05-22,,,regular_full_time
SPL04768,EMP04768,BU02,DEPT04,2023-05-15,2024-03-27,resignation,regular_part_time
SPL04769,EMP04769,BU01,DEPT01,2020-01-13,,,regular_full_time
SPL04770,EMP04770,BU02,DEPT03,2021-08-10,,,regular_full_time
SPL04771,EMP04771,BU02,DEPT03,2019-09-12,2022-06-15,layoff,regular_full_time
SPL04772,EMP04772,BU01,DEPT07,2019-09-26,,,regular_full_time
SPL04773,EMP04773,BU01,DEPT01,2022-08-06,2023-09-08,retirement,regular_full_time
SPL04774,EMP04774,BU01,DEPT08,2024-01-14,2024-06-20,resignation,regular_part_time
SPL04775,EMP04775,BU01,DEPT01,2019-08-05,2020-06-25,retirement,regular_part_time
SPL04776,EMP04776,BU02,DEPT03,2020-01-26,2023-06-15,resignation,regular_full_time
SPL04777,EMP04777,BU02,DEPT03,2022-12-24,2024-05-14,resignation,contractor
SPL04778,EMP04778,BU02,DEPT04,2023-07-05,2024-01-12,retirement,regular_full_time
SPL04779,EMP04779,BU01,DEPT02,2019-11-07,,,regular_full_time
SPL04780,EMP04780,BU01,DEPT09,2022-03-16,2022-10-12,retirement,regular_full_time
SPL04781,EMP04781,BU01,DEPT07,2019-04-23,2021-11-01,resignation,regular_full_time
SPL04782,EMP04782,BU01,DEPT08,2020-02-09,2024-02-18,involuntary_termination,regular_full_time
SPL04783,EMP04783,BU01,DEPT01,2021-06-20,2023-09-18,resignation,regular_full_time
SPL04784,EMP04784,BU02,DEPT10,2019-11-29,2022-01-19,resignation,contractor
SPL04785,EMP04785,BU01,DEPT01,2023-06-28,2024-01-10,involuntary_termination,regular_full_time
SPL04786,EMP04786,BU01,DEPT09,2019-10-03,2022-10-02,resignation,regular_full_time
SPL04787,EMP04787,BU02,DEPT03,2022-12-18,2023-12-25,resignation,regular_full_time
SPL04788,EMP04788,BU02,DEPT05,2021-10-29,,,regular_full_time
SPL04789,EMP04789,BU01,DEPT04,2024-02-26,2024-06-20,involuntary_termination,regular_full_time
SPL04790,EMP04790,BU01,DEPT02,2024-02-19,2024-05-31,resignation,regular_full_time
SPL04791,EMP04791,BU01,DEPT01,2023-10-18,2024-06-23,layoff,regular_full_time
SPL04792,EMP04792,BU01,DEPT02,2023-05-01,2024-02-12,involuntary_termination,regular_full_time
SPL04793,EMP04793,BU01,DEPT08,2022-06-17,,,regular_part_time
SPL04794,EMP04794,BU01,DEPT08,2021-12-06,2024-01-03,layoff,regular_full_time
SPL04795,EMP04795,BU01,DEPT08,2021-07-20,2023-05-10,resignation,contractor
SPL04796,EMP04796,BU01,DEPT01,2021-07-01,2023-03-22,involuntary_termination,intern
SPL04797,EMP04797,BU01,DEPT07,2019-12-16,2022-06-28,layoff,regular_part_time
SPL04798,EMP04798,BU01,DEPT09,2024-02-02,,,regular_full_time
SPL04799,EMP04799,BU01,DEPT08,2023-09-16,2024-04-21,resignation,regular_part_time
SPL04800,EMP04800,BU02,DEPT03,2022-11-19,,,regular_part_time
SPL04801,EMP04801,BU01,DEPT02,2023-02-14,2023-10-19,involuntary_termination,regular_full_time
SPL04802,EMP04802,BU02,DEPT06,2023-10-17,2024-06-17,involuntary_termination,regular_part_time
SPL04803,EMP04803,BU02,DEPT06,2022-07-03,2024-05-10,resignation,regular_part_time
SPL04804,EMP04804,BU02,DEPT03,2024-06-03,,,regular_full_time
SPL04805,EMP04805,BU01,DEPT02,2023-04-12,,,regular_full_time
SPL04806,EMP04806,BU01,DEPT09,2020-10-22,,,regular_full_time
SPL04807,EMP04807,BU02,DEPT05,2022-08-21,2024-06-23,layoff,regular_part_time
SPL04808,EMP04808,BU02,DEPT10,2021-03-12,2024-05-24,involuntary_termination,regular_full_time
SPL04809,EMP04809,BU02,DEPT03,2024-06-07,,,regular_part_time
SPL04810,EMP04810,BU02,DEPT10,2019-11-28,,,regular_full_time
SPL04811,EMP04811,BU01,DEPT01,2021-05-12,2024-01-09,resignation,regular_part_time
SPL04812,EMP04812,BU02,DEPT04,2021-08-18,,,regular_full_time
SPL04813,EMP04813,BU01,DEPT04,2021-09-08,,,regular_full_time
SPL04814,EMP04814,BU02,DEPT03,2022-01-17,2023-01-04,resignation,regular_full_time
SPL04815,EMP04815,BU02,DEPT04,2021-07-11,2023-08-15,resignation,regular_part_time
SPL04816,EMP04816,BU01,DEPT01,2022-05-02,,,regular_full_time
SPL04817,EMP04817,BU01,DEPT07,2021-07-01,2024-05-01,layoff,regular_part_time
SPL04818,EMP04818,BU02,DEPT04,2019-09-12,2024-01-27,resignation,regular_full_time
SPL04819,EMP04819,BU02,DEPT10,2020-12-29,,,regular_part_time
SPL04820,EMP04820,BU02,DEPT10,2021-12-02,2023-05-18,resignation,regular_full_time
SPL04821,EMP04821,BU02,DEPT06,2024-04-09,,,regular_full_time
SPL04822,EMP04822,BU02,DEPT05,2020-04-14,2023-12-01,resignation,regular_full_time
SPL04823,EMP04823,BU02,DEPT04,2020-01-20,,,regular_full_time
SPL04824,EMP04824,BU01,DEPT09,2020-09-07,,,regular_full_time
SPL04825,EMP04825,BU01,DEPT01,2019-04-04,2024-01-11,resignation,regular_full_time
SPL04826,EMP04826,BU02,DEPT05,2023-12-12,,,regular_full_time
SPL04827,EMP04827,BU01,DEPT02,2019-11-23,,,regular_part_time
SPL04828,EMP04828,BU01,DEPT07,2022-02-04,2023-06-12,involuntary_termination,regular_full_time
SPL04829,EMP04829,BU01,DEPT01,2021-01-31,2021-06-05,layoff,regular_full_time
SPL04830,EMP04830,BU01,DEPT02,2022-09-14,2024-05-12,layoff,regular_full_time
SPL04831,EMP04831,BU02,DEPT03,2022-10-20,2024-05-09,resignation,regular_full_time
SPL04832,EMP04832,BU01,DEPT01,2024-01-23,,,regular_part_time
SPL04833,EMP04833,BU01,DEPT02,2023-10-28,,,intern
SPL04834,EMP04834,BU02,DEPT06,2020-04-02,,,regular_full_time
SPL04835,EMP04835,BU01,DEPT08,2019-12-01,2023-09-09,resignation,regular_full_time
SPL04836,EMP04836,BU01,DEPT07,2021-02-08,2022-10-17,involuntary_termination,regular_full_time
SPL04837,EMP04837,BU02,DEPT06,2021-06-04,2024-04-22,involuntary_termination,contractor
SPL04838,EMP04838,BU01,DEPT07,2019-02-17,,,regular_full_time
SPL04839,EMP04839,BU01,DEPT02,2021-11-26,2024-01-14,resignation,regular_full_time
SPL04840,EMP04840,BU02,DEPT10,2019-10-06,2021-07-26,resignation,regular_full_time
SPL04841,EMP04841,BU02,DEPT05,2023-05-18,,,regular_part_time
SPL04842,EMP04842,BU02,DEPT10,2024-02-07,,,regular_full_time
SPL04843,EMP04843,BU01,DEPT07,2024-02-28,2024-06-08,retirement,regular_full_time
SPL04844,EMP04844,BU02,DEPT06,2023-09-19,,,contractor
SPL04845,EMP04845,BU02,DEPT06,2020-06-18,2023-06-24,resignation,intern
SPL04846,EMP04846,BU01,DEPT07,2022-08-15,2023-08-10,resignation,regular_full_time
SPL04847,EMP04847,BU02,DEPT10,2023-09-28,2024-06-28,involuntary_termination,regular_full_time
SPL04848,EMP04848,BU02,DEPT03,2024-01-01,,,intern
SPL04849,EMP04849,BU02,DEPT06,2023-04-17,2023-10-02,layoff,regular_full_time
SPL04850,EMP04850,BU02,DEPT06,2020-12-20,2023-04-21,resignation,regular_full_time
SPL04851,EMP04851,BU02,DEPT10,2019-05-03,2022-08-06,layoff,regular_part_time
SPL04852,EMP04852,BU01,DEPT02,2021-09-04,2024-03-27,resignation,regular_full_time
SPL04853,EMP04853,BU02,DEPT04,2022-01-20,,,contractor
SPL04854,EMP04854,BU02,DEPT04,2019-05-19,,,regular_part_time
SPL04855,EMP04855,BU01,DEPT07,2022-08-06,,,regular_full_time
SPL04856,EMP04856,BU01,DEPT07,2023-04-21,,,regular_part_time
SPL04857,EMP04857,BU02,DEPT06,2019-02-07,2023-07-07,layoff,regular_full_time
SPL04858,EMP04858,BU02,DEPT10,2023-06-16,,,intern
SPL04859,EMP04859,BU01,DEPT07,2020-12-19,2023-09-13,retirement,regular_full_time
SPL04860,EMP04860,BU01,DEPT08,2021-07-08,2023-02-27,resignation,regular_full_time
SPL04861,EMP04861,BU01,DEPT01,2022-05-01,,,intern
SPL04862,EMP04862,BU02,DEPT10,2019-08-23,,,regular_full_time
SPL04863,EMP04863,BU02,DEPT06,2020-05-13,2023-07-30,resignation,intern
SPL04864,EMP04864,BU02,DEPT10,2024-01-10,2024-06-16,resignation,intern
SPL04865,EMP04865,BU02,DEPT03,2019-11-23,,,regular_full_time
SPL04866,EMP04866,BU02,DEPT10,2022-09-13,,,regular_full_time
SPL04867,EMP04867,BU01,DEPT01,2019-06-10,2024-03-30,resignation,regular_full_time
SPL04868,EMP04868,BU02,DEPT03,2020-07-14,2022-11-12,involuntary_termination,regular_full_time
SPL04869,EMP04869,BU01,DEPT08,2020-01-03,,,intern
SPL04870,EMP04870,BU01,DEPT07,2021-03-28,2024-01-31,layoff,regular_full_time
SPL04871,EMP04871,BU02,DEPT05,2020-04-24,2024-03-05,resignation,regular_full_time
SPL04872,EMP04872,BU02,DEPT05,2019-03-26,2023-11-09,resignation,intern
SPL04873,EMP04873,BU02,DEPT05,2022-04-04,2023-11-16,retirement,regular_part_time
SPL04874,EMP04874,BU02,DEPT05,2022-12-06,2024-05-04,involuntary_termination,regular_full_time
SPL04875,EMP04875,BU02,DEPT03,2020-05-05,2024-02-26,layoff,regular_full_time
SPL04876,EMP04876,BU01,DEPT07,2022-10-19,,,intern
SPL04877,EMP04877,BU01,DEPT01,2022-12-18,2024-03-27,resignation,regular_full_time
SPL04878,EMP04878,BU02,DEPT03,2023-10-01,,,regular_full_time
SPL04879,EMP04879,BU01,DEPT04,2024-02-01,,,regular_part_time
SPL04880,EMP04880,BU01,DEPT08,2023-09-02,,,intern
SPL04881,EMP04881,BU01,DEPT08,2020-08-10,2023-01-19,resignation,regular_part_time
SPL04882,EMP04882,BU01,DEPT08,2023-11-21,2024-06-22,involuntary_termination,regular_full_time
SPL04883,EMP04883,BU01,DEPT07,2020-05-18,2024-03-25,resignation,regular_full_time
SPL04884,EMP04884,BU01,DEPT07,2023-08-09,2023-11-24,resignation,regular_part_time
SPL04885,EMP04885,BU01,DEPT01,2024-04-11,,,intern
SPL04886,EMP04886,BU01,DEPT01,2019-09-13,,,regular_full_time
SPL04887,EMP04887,BU02,DEPT03,2024-05-18,,,regular_full_time
SPL04888,EMP04888,BU01,DEPT02,2022-07-02,,,intern
SPL04889,EMP04889,BU01,DEPT02,2019-04-05,2021-03-12,resignation,regular_full_time
SPL04890,EMP04890,BU01,DEPT02,2023-05-28,,,regular_full_time
SPL04891,EMP04891,BU02,DEPT03,2024-05-18,,,regular_full_time
SPL04892,EMP04892,BU02,DEPT03,2021-09-13,,,regular_full_time
SPL04893,EMP04893,BU02,DEPT10,2021-07-14,,,regular_full_time
SPL04894,EMP04894,BU01,DEPT02,2021-02-28,2024-01-31,involuntary_termination,regular_full_time
SPL04895,EMP04895,BU02,DEPT10,2019-02-21,,,regular_full_time
SPL04896,EMP04896,BU02,DEPT06,2022-10-14,2024-04-04,involuntary_termination,contractor
SPL04897,EMP04897,BU01,DEPT02,2022-11-23,2024-04-26,resignation,regular_full_time
SPL04898,EMP04898,BU02,DEPT03,2020-11-03,,,regular_part_time
SPL04899,EMP04899,BU01,DEPT08,2023-10-07,,,regular_part_time
SPL04900,EMP04900,BU02,DEPT10,2023-01-14,2023-11-30,involuntary_termination,regular_full_time
SPL04901,EMP04901,BU01,DEPT08,2020-09-30,2024-06-22,involuntary_termination,regular_full_time
SPL04902,EMP04902,BU02,DEPT06,2021-07-23,,,regular_full_time
SPL04903,EMP04903,BU01,DEPT01,2022-11-10,2024-05-04,involuntary_termination,regular_full_time
SPL04904,EMP04904,BU01,DEPT01,2022-12-11,,,regular_part_time
SPL04905,EMP04905,BU01,DEPT07,2020-11-12,,,regular_part_time
SPL04906,EMP04906,BU01,DEPT07,2021-05-25,,,contractor
SPL04907,EMP04907,BU01,DEPT07,2021-07-04,,,regular_full_time
SPL04908,EMP04908,BU01,DEPT01,2022-04-20,,,regular_full_time
SPL04909,EMP04909,BU02,DEPT05,2022-09-16,2024-04-28,resignation,regular_part_time
SPL04910,EMP04910,BU02,DEPT05,2022-03-19,,,regular_full_time
SPL04911,EMP04911,BU02,DEPT06,2023-08-06,2024-04-15,resignation,contractor
SPL04912,EMP04912,BU01,DEPT01,2021-02-23,2023-01-07,layoff,regular_full_time
SPL04913,EMP04913,BU01,DEPT08,2019-07-09,2022-09-21,involuntary_termination,regular_full_time
