entry_id,business_unit_id,facility_id,reporting_date,scope,transaction_type,emission_source,quantity_tco2e,method,preliminary_estimate_tco2e,original_entry_id,restatement_reason,source_document_id,entry_created_by,approval_status,data_quality_tier
ENT007929,BU-06,FAC-149,2024-12-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,33.6,,32.14,,,DOC-817662,C. Osei,pending_review,Tier 2 - calculated
ENT007930,BU-06,FAC-149,2024-12-31,Scope 1,verified_emission,Process Emissions,28.04,,24.63,,,DOC-133244,H. Tanaka,approved,Tier 3 - estimated
ENT007931,BU-06,FAC-149,2024-12-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,9.25,,8.52,,,DOC-917361,H. Tanaka,approved,Tier 2 - calculated
ENT007932,BU-06,FAC-149,2024-12-31,Scope 2,verified_emission,Purchased Electricity,64.24,location_based,58.85,,,DOC-422908,H. Tanaka,approved,Tier 1 - metered
ENT007933,BU-06,FAC-149,2024-12-31,Scope 2,verified_emission,Purchased Electricity,38.6,market_based,41.86,,,DOC-713811,A. Kowalski,approved,Tier 2 - calculated
ENT007934,BU-06,FAC-149,2024-12-31,Scope 2,verified_emission,Purchased Steam,0.5,location_based,0.48,,,DOC-131922,E. Haddad,approved,Tier 1 - metered
ENT007935,BU-06,FAC-149,2024-12-31,Scope 2,verified_emission,Purchased Steam,0.5,market_based,0.44,,,DOC-728510,D. Silveira,approved,Tier 2 - calculated
ENT007936,BU-06,FAC-149,2024-12-31,Scope 2,verified_emission,Purchased Cooling,14.9,location_based,15.05,,,DOC-905931,J. Whitfield,approved,Tier 3 - estimated
ENT007937,BU-06,FAC-149,2024-12-31,Scope 2,verified_emission,Purchased Cooling,8.95,market_based,7.79,,,DOC-647574,K. Novak,approved,Tier 1 - metered
ENT007938,BU-06,FAC-149,2024-12-24,Scope 2,renewable_energy_certificate,REC - Solar,-66.81,,-68.54,,,DOC-713281,L. Fontaine,approved,Tier 2 - calculated
ENT007939,BU-06,FAC-150,2024-01-31,Scope 1,verified_emission,Stationary Combustion - Boilers,90.56,,99.97,,,DOC-851229,L. Fontaine,pending_review,Tier 1 - metered
ENT007940,BU-06,FAC-150,2024-01-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,32.95,,33.29,,,DOC-917928,C. Osei,approved,Tier 2 - calculated
ENT007941,BU-06,FAC-150,2024-01-31,Scope 1,verified_emission,Process Emissions,27.92,,26.03,,,DOC-863638,C. Osei,approved,Tier 2 - calculated
ENT007942,BU-06,FAC-150,2024-01-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,8.32,,8.2,,,DOC-464310,R. Alvarez,approved,Tier 3 - estimated
ENT007943,BU-06,FAC-150,2024-01-31,Scope 2,verified_emission,Purchased Electricity,32.56,location_based,28.87,,,DOC-646877,M. Bergstrom,approved,Tier 2 - calculated
ENT007944,BU-06,FAC-150,2024-01-31,Scope 2,verified_emission,Purchased Electricity,31.12,market_based,31.23,,,DOC-899775,K. Novak,approved,Tier 2 - calculated
ENT007945,BU-06,FAC-150,2024-01-31,Scope 2,verified_emission,Purchased Steam,32.06,location_based,34.86,,,DOC-845081,H. Tanaka,approved,Tier 2 - calculated
ENT007946,BU-06,FAC-150,2024-01-31,Scope 2,verified_emission,Purchased Steam,30.64,market_based,32.82,,,DOC-922084,E. Haddad,pending_review,Tier 1 - metered
ENT007947,BU-06,FAC-150,2024-01-31,Scope 2,verified_emission,Purchased Cooling,6.54,location_based,6.85,,,DOC-508147,A. Kowalski,approved,Tier 1 - metered
ENT007948,BU-06,FAC-150,2024-01-31,Scope 2,verified_emission,Purchased Cooling,6.25,market_based,6.48,,,DOC-542189,K. Novak,approved,Tier 1 - metered
ENT007949,BU-06,FAC-150,2024-02-29,Scope 1,verified_emission,Stationary Combustion - Boilers,76.17,,68.55,,,DOC-777968,L. Fontaine,pending_review,Tier 1 - metered
ENT007950,BU-06,FAC-150,2024-02-29,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,25.08,,21.94,,,DOC-278624,V. Lindqvist,approved,Tier 3 - estimated
ENT007951,BU-06,FAC-150,2024-02-29,Scope 1,verified_emission,Process Emissions,38.87,,38.39,,,DOC-962850,J. Whitfield,approved,Tier 2 - calculated
ENT007952,BU-06,FAC-150,2024-02-29,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,11.72,,11.35,,,DOC-269272,E. Haddad,approved,Tier 1 - metered
ENT007953,BU-06,FAC-150,2024-02-29,Scope 2,verified_emission,Purchased Electricity,45.14,location_based,45.5,,,DOC-392291,C. Osei,pending_review,Tier 3 - estimated
ENT007954,BU-06,FAC-150,2024-02-29,Scope 2,verified_emission,Purchased Electricity,43.14,market_based,42.08,,,DOC-640779,M. Bergstrom,approved,Tier 2 - calculated
ENT007955,BU-06,FAC-150,2024-02-29,Scope 2,verified_emission,Purchased Steam,22.47,location_based,21.79,,,DOC-963567,J. Whitfield,approved,Tier 3 - estimated
ENT007956,BU-06,FAC-150,2024-02-29,Scope 2,verified_emission,Purchased Steam,21.47,market_based,23.12,,,DOC-916292,E. Haddad,pending_review,Tier 2 - calculated
ENT007957,BU-06,FAC-150,2024-02-29,Scope 2,verified_emission,Purchased Cooling,13.69,location_based,14.78,,,DOC-918819,M. Bergstrom,approved,Tier 1 - metered
ENT007958,BU-06,FAC-150,2024-02-29,Scope 2,emission_restatement,Purchased Cooling,19.75,location_based,,ENT007957,Data entry correction,DOC-542153,A. Kowalski,approved,Tier 1 - metered
ENT007959,BU-06,FAC-150,2024-02-29,Scope 2,verified_emission,Purchased Cooling,13.08,market_based,11.97,,,DOC-429949,T. Nakamura,approved,Tier 3 - estimated
ENT007960,BU-06,FAC-150,2024-03-31,Scope 1,verified_emission,Stationary Combustion - Boilers,57.83,,54.79,,,DOC-718211,T. Nakamura,pending_review,Tier 3 - estimated
ENT007961,BU-06,FAC-150,2024-03-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,27.18,,30.42,,,DOC-345882,C. Osei,pending_review,Tier 2 - calculated
ENT007962,BU-06,FAC-150,2024-03-31,Scope 1,verified_emission,Process Emissions,15.27,,15.96,,,DOC-122840,R. Alvarez,approved,Tier 3 - estimated
ENT007963,BU-06,FAC-150,2024-03-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,17.57,,17.64,,,DOC-727736,V. Lindqvist,approved,Tier 1 - metered
ENT007964,BU-06,FAC-150,2024-03-31,Scope 2,verified_emission,Purchased Electricity,54.71,location_based,62.78,,,DOC-801633,J. Whitfield,approved,Tier 2 - calculated
ENT007965,BU-06,FAC-150,2024-03-31,Scope 2,verified_emission,Purchased Electricity,52.29,market_based,54.82,,,DOC-979078,S. Okoye,pending_review,Tier 1 - metered
ENT007966,BU-06,FAC-150,2024-03-31,Scope 2,verified_emission,Purchased Steam,22.22,location_based,22.0,,,DOC-402416,R. Alvarez,approved,Tier 2 - calculated
ENT007967,BU-06,FAC-150,2024-03-31,Scope 2,verified_emission,Purchased Steam,21.24,market_based,22.82,,,DOC-284045,D. Silveira,approved,Tier 1 - metered
ENT007968,BU-06,FAC-150,2024-03-31,Scope 2,verified_emission,Purchased Cooling,5.92,location_based,6.8,,,DOC-218554,K. Novak,pending_review,Tier 1 - metered
ENT007969,BU-06,FAC-150,2024-03-31,Scope 2,verified_emission,Purchased Cooling,5.66,market_based,4.97,,,DOC-498945,L. Fontaine,approved,Tier 1 - metered
ENT007970,BU-06,FAC-150,2024-04-30,Scope 1,verified_emission,Stationary Combustion - Boilers,28.93,,28.91,,,DOC-906406,P. Iyer,approved,Tier 2 - calculated
ENT007971,BU-06,FAC-150,2024-04-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,46.48,,51.39,,,DOC-872727,P. Iyer,pending_review,Tier 1 - metered
ENT007972,BU-06,FAC-150,2024-04-30,Scope 1,verified_emission,Process Emissions,34.34,,30.67,,,DOC-318768,C. Osei,approved,Tier 3 - estimated
ENT007973,BU-06,FAC-150,2024-04-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,10.82,,11.85,,,DOC-731110,M. Bergstrom,pending_review,Tier 1 - metered
ENT007974,BU-06,FAC-150,2024-04-30,Scope 2,verified_emission,Purchased Electricity,15.42,location_based,15.19,,,DOC-735137,H. Tanaka,approved,Tier 2 - calculated
ENT007975,BU-06,FAC-150,2024-04-30,Scope 2,verified_emission,Purchased Electricity,14.74,market_based,13.29,,,DOC-264323,A. Kowalski,pending_review,Tier 1 - metered
ENT007976,BU-06,FAC-150,2024-04-30,Scope 2,verified_emission,Purchased Steam,24.18,location_based,26.92,,,DOC-112695,J. Whitfield,approved,Tier 1 - metered
ENT007977,BU-06,FAC-150,2024-04-30,Scope 2,verified_emission,Purchased Steam,23.11,market_based,20.14,,,DOC-618474,L. Fontaine,approved,Tier 1 - metered
ENT007978,BU-06,FAC-150,2024-04-30,Scope 2,verified_emission,Purchased Cooling,8.65,location_based,8.44,,,DOC-133895,S. Okoye,pending_review,Tier 3 - estimated
ENT007979,BU-06,FAC-150,2024-04-30,Scope 2,verified_emission,Purchased Cooling,8.27,market_based,9.29,,,DOC-722160,K. Novak,approved,Tier 1 - metered
ENT007980,BU-06,FAC-150,2024-05-31,Scope 1,verified_emission,Stationary Combustion - Boilers,96.7,,101.73,,,DOC-805099,P. Iyer,approved,Tier 1 - metered
ENT007981,BU-06,FAC-150,2024-05-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,34.83,,38.76,,,DOC-211935,N. Petrova,approved,Tier 2 - calculated
ENT007982,BU-06,FAC-150,2024-05-31,Scope 1,verified_emission,Process Emissions,25.34,,24.05,,,DOC-961195,R. Alvarez,approved,Tier 1 - metered
ENT007983,BU-06,FAC-150,2024-05-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,14.23,,16.13,,,DOC-598248,A. Kowalski,pending_review,Tier 3 - estimated
ENT007984,BU-06,FAC-150,2024-05-31,Scope 2,verified_emission,Purchased Electricity,49.19,location_based,53.78,,,DOC-478226,D. Silveira,approved,Tier 2 - calculated
ENT007985,BU-06,FAC-150,2024-05-31,Scope 2,emission_restatement,Purchased Electricity,66.84,location_based,,ENT007984,Emission factor update,DOC-632256,R. Alvarez,approved,Tier 1 - metered
ENT007986,BU-06,FAC-150,2024-05-31,Scope 2,verified_emission,Purchased Electricity,47.01,market_based,40.25,,,DOC-347104,J. Whitfield,pending_review,Tier 2 - calculated
ENT007987,BU-06,FAC-150,2024-05-31,Scope 2,verified_emission,Purchased Steam,27.7,location_based,26.6,,,DOC-720592,V. Lindqvist,approved,Tier 3 - estimated
ENT007988,BU-06,FAC-150,2024-05-31,Scope 2,verified_emission,Purchased Steam,26.47,market_based,28.45,,,DOC-954581,P. Iyer,approved,Tier 1 - metered
ENT007989,BU-06,FAC-150,2024-05-31,Scope 2,verified_emission,Purchased Cooling,13.71,location_based,15.46,,,DOC-933005,M. Bergstrom,pending_review,Tier 1 - metered
ENT007990,BU-06,FAC-150,2024-05-31,Scope 2,verified_emission,Purchased Cooling,13.1,market_based,13.46,,,DOC-454721,J. Whitfield,approved,Tier 3 - estimated
ENT007991,BU-06,FAC-150,2024-06-30,Scope 1,verified_emission,Stationary Combustion - Boilers,108.32,,121.98,,,DOC-874435,L. Fontaine,pending_review,Tier 2 - calculated
ENT007992,BU-06,FAC-150,2024-06-30,Scope 1,emission_restatement,Stationary Combustion - Boilers,150.77,,,ENT007991,Third-party assurance adjustment,DOC-261742,S. Okoye,approved,Tier 1 - metered
ENT007993,BU-06,FAC-150,2024-06-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,21.11,,19.51,,,DOC-129548,R. Alvarez,approved,Tier 3 - estimated
ENT007994,BU-06,FAC-150,2024-06-30,Scope 1,verified_emission,Process Emissions,35.23,,40.09,,,DOC-506380,S. Okoye,approved,Tier 3 - estimated
ENT007995,BU-06,FAC-150,2024-06-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,8.0,,7.02,,,DOC-822093,A. Kowalski,approved,Tier 1 - metered
ENT007996,BU-06,FAC-150,2024-06-30,Scope 2,verified_emission,Purchased Electricity,52.16,location_based,48.82,,,DOC-843758,K. Novak,approved,Tier 2 - calculated
ENT007997,BU-06,FAC-150,2024-06-30,Scope 2,verified_emission,Purchased Electricity,49.85,market_based,49.48,,,DOC-675034,S. Okoye,approved,Tier 1 - metered
ENT007998,BU-06,FAC-150,2024-06-30,Scope 2,verified_emission,Purchased Steam,18.48,location_based,16.03,,,DOC-405317,M. Bergstrom,approved,Tier 1 - metered
ENT007999,BU-06,FAC-150,2024-06-30,Scope 2,verified_emission,Purchased Steam,17.66,market_based,16.73,,,DOC-546583,R. Alvarez,approved,Tier 1 - metered
ENT008000,BU-06,FAC-150,2024-06-30,Scope 2,verified_emission,Purchased Cooling,3.01,location_based,2.9,,,DOC-536477,A. Kowalski,approved,Tier 2 - calculated
ENT008001,BU-06,FAC-150,2024-06-30,Scope 2,verified_emission,Purchased Cooling,2.88,market_based,2.79,,,DOC-441252,K. Novak,approved,Tier 3 - estimated
ENT008002,BU-06,FAC-150,2024-07-31,Scope 1,verified_emission,Stationary Combustion - Boilers,68.56,,59.7,,,DOC-166952,H. Tanaka,approved,Tier 2 - calculated
ENT008003,BU-06,FAC-150,2024-07-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,51.04,,57.52,,,DOC-414742,D. Silveira,approved,Tier 2 - calculated
ENT008004,BU-06,FAC-150,2024-07-31,Scope 1,verified_emission,Process Emissions,30.3,,34.25,,,DOC-213301,S. Okoye,approved,Tier 3 - estimated
ENT008005,BU-06,FAC-150,2024-07-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,6.54,,7.28,,,DOC-702776,T. Nakamura,pending_review,Tier 2 - calculated
ENT008006,BU-06,FAC-150,2024-07-31,Scope 2,verified_emission,Purchased Electricity,102.32,location_based,100.8,,,DOC-156112,D. Silveira,approved,Tier 2 - calculated
ENT008007,BU-06,FAC-150,2024-07-31,Scope 2,verified_emission,Purchased Electricity,97.79,market_based,94.39,,,DOC-162194,M. Bergstrom,approved,Tier 2 - calculated
ENT008008,BU-06,FAC-150,2024-07-31,Scope 2,verified_emission,Purchased Steam,30.79,location_based,30.08,,,DOC-664091,H. Tanaka,approved,Tier 3 - estimated
ENT008009,BU-06,FAC-150,2024-07-31,Scope 2,verified_emission,Purchased Steam,29.43,market_based,27.2,,,DOC-303394,D. Silveira,approved,Tier 2 - calculated
ENT008010,BU-06,FAC-150,2024-07-31,Scope 2,verified_emission,Purchased Cooling,7.88,location_based,9.04,,,DOC-129505,P. Iyer,pending_review,Tier 2 - calculated
ENT008011,BU-06,FAC-150,2024-07-31,Scope 2,verified_emission,Purchased Cooling,7.53,market_based,8.39,,,DOC-441722,N. Petrova,approved,Tier 1 - metered
ENT008012,BU-06,FAC-150,2024-08-31,Scope 1,verified_emission,Stationary Combustion - Boilers,88.19,,98.1,,,DOC-311801,E. Haddad,approved,Tier 1 - metered
ENT008013,BU-06,FAC-150,2024-08-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,40.47,,36.77,,,DOC-282342,D. Silveira,pending_review,Tier 3 - estimated
ENT008014,BU-06,FAC-150,2024-08-31,Scope 1,verified_emission,Process Emissions,16.47,,15.37,,,DOC-798214,D. Silveira,approved,Tier 1 - metered
ENT008015,BU-06,FAC-150,2024-08-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,9.7,,8.28,,,DOC-347099,A. Kowalski,approved,Tier 3 - estimated
ENT008016,BU-06,FAC-150,2024-08-31,Scope 2,verified_emission,Purchased Electricity,60.93,location_based,56.42,,,DOC-109636,A. Kowalski,approved,Tier 2 - calculated
ENT008017,BU-06,FAC-150,2024-08-31,Scope 2,verified_emission,Purchased Electricity,58.23,market_based,60.66,,,DOC-853746,L. Fontaine,approved,Tier 2 - calculated
ENT008018,BU-06,FAC-150,2024-08-31,Scope 2,verified_emission,Purchased Steam,27.53,location_based,25.49,,,DOC-245547,J. Whitfield,approved,Tier 1 - metered
ENT008019,BU-06,FAC-150,2024-08-31,Scope 2,verified_emission,Purchased Steam,26.31,market_based,26.68,,,DOC-453576,C. Osei,approved,Tier 1 - metered
ENT008020,BU-06,FAC-150,2024-08-31,Scope 2,verified_emission,Purchased Cooling,11.01,location_based,11.13,,,DOC-537595,E. Haddad,approved,Tier 2 - calculated
ENT008021,BU-06,FAC-150,2024-08-31,Scope 2,verified_emission,Purchased Cooling,10.52,market_based,11.03,,,DOC-262656,R. Alvarez,approved,Tier 2 - calculated
ENT008022,BU-06,FAC-150,2024-09-30,Scope 1,verified_emission,Stationary Combustion - Boilers,78.14,,77.0,,,DOC-188961,C. Osei,pending_review,Tier 3 - estimated
ENT008023,BU-06,FAC-150,2024-09-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,25.55,,24.61,,,DOC-289330,R. Alvarez,approved,Tier 3 - estimated
ENT008024,BU-06,FAC-150,2024-09-30,Scope 1,verified_emission,Process Emissions,15.24,,13.75,,,DOC-330942,K. Novak,pending_review,Tier 3 - estimated
ENT008025,BU-06,FAC-150,2024-09-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,15.85,,15.22,,,DOC-891681,D. Silveira,approved,Tier 1 - metered
ENT008026,BU-06,FAC-150,2024-09-30,Scope 2,verified_emission,Purchased Electricity,64.87,location_based,64.61,,,DOC-963601,C. Osei,approved,Tier 2 - calculated
ENT008027,BU-06,FAC-150,2024-09-30,Scope 2,verified_emission,Purchased Electricity,62.0,market_based,57.16,,,DOC-806696,J. Whitfield,approved,Tier 3 - estimated
ENT008028,BU-06,FAC-150,2024-09-30,Scope 2,verified_emission,Purchased Steam,21.23,location_based,22.14,,,DOC-791096,M. Bergstrom,approved,Tier 1 - metered
ENT008029,BU-06,FAC-150,2024-09-30,Scope 2,verified_emission,Purchased Steam,20.29,market_based,20.62,,,DOC-178605,S. Okoye,approved,Tier 2 - calculated
ENT008030,BU-06,FAC-150,2024-09-30,Scope 2,verified_emission,Purchased Cooling,9.93,location_based,8.75,,,DOC-854887,V. Lindqvist,approved,Tier 2 - calculated
ENT008031,BU-06,FAC-150,2024-09-30,Scope 2,verified_emission,Purchased Cooling,9.49,market_based,10.58,,,DOC-725990,H. Tanaka,approved,Tier 3 - estimated
ENT008032,BU-06,FAC-150,2024-10-31,Scope 1,verified_emission,Stationary Combustion - Boilers,48.29,,43.91,,,DOC-772831,P. Iyer,pending_review,Tier 3 - estimated
ENT008033,BU-06,FAC-150,2024-10-31,Scope 1,emission_restatement,Stationary Combustion - Boilers,63.17,,,ENT008032,Utility invoice correction,DOC-396976,S. Okoye,approved,Tier 1 - metered
ENT008034,BU-06,FAC-150,2024-10-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,37.44,,33.26,,,DOC-247956,C. Osei,approved,Tier 3 - estimated
ENT008035,BU-06,FAC-150,2024-10-31,Scope 1,emission_restatement,Mobile Combustion - Fleet Vehicles,55.52,,,ENT008034,Meter recalibration,DOC-134541,V. Lindqvist,approved,Tier 1 - metered
ENT008036,BU-06,FAC-150,2024-10-31,Scope 1,verified_emission,Process Emissions,22.1,,19.48,,,DOC-336324,V. Lindqvist,approved,Tier 1 - metered
ENT008037,BU-06,FAC-150,2024-10-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,15.71,,15.56,,,DOC-619224,H. Tanaka,pending_review,Tier 3 - estimated
ENT008038,BU-06,FAC-150,2024-10-31,Scope 2,verified_emission,Purchased Electricity,39.95,location_based,37.72,,,DOC-655318,E. Haddad,approved,Tier 2 - calculated
ENT008039,BU-06,FAC-150,2024-10-31,Scope 2,verified_emission,Purchased Electricity,38.18,market_based,43.28,,,DOC-356086,P. Iyer,pending_review,Tier 2 - calculated
ENT008040,BU-06,FAC-150,2024-10-31,Scope 2,verified_emission,Purchased Steam,22.02,location_based,25.2,,,DOC-506570,C. Osei,approved,Tier 3 - estimated
ENT008041,BU-06,FAC-150,2024-10-31,Scope 2,verified_emission,Purchased Steam,21.04,market_based,22.93,,,DOC-645548,D. Silveira,approved,Tier 3 - estimated
ENT008042,BU-06,FAC-150,2024-10-31,Scope 2,verified_emission,Purchased Cooling,4.53,location_based,4.47,,,DOC-809928,V. Lindqvist,pending_review,Tier 1 - metered
ENT008043,BU-06,FAC-150,2024-10-31,Scope 2,verified_emission,Purchased Cooling,4.33,market_based,3.96,,,DOC-160717,V. Lindqvist,approved,Tier 1 - metered
ENT008044,BU-06,FAC-150,2024-11-30,Scope 1,verified_emission,Stationary Combustion - Boilers,51.59,,53.27,,,DOC-761111,C. Osei,approved,Tier 2 - calculated
ENT008045,BU-06,FAC-150,2024-11-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,27.57,,25.91,,,DOC-627250,H. Tanaka,approved,Tier 1 - metered
ENT008046,BU-06,FAC-150,2024-11-30,Scope 1,verified_emission,Process Emissions,28.03,,24.27,,,DOC-945158,A. Kowalski,pending_review,Tier 3 - estimated
ENT008047,BU-06,FAC-150,2024-11-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,12.42,,14.04,,,DOC-574970,C. Osei,pending_review,Tier 1 - metered
ENT008048,BU-06,FAC-150,2024-11-30,Scope 2,verified_emission,Purchased Electricity,61.8,location_based,59.52,,,DOC-604873,T. Nakamura,approved,Tier 1 - metered
ENT008049,BU-06,FAC-150,2024-11-30,Scope 2,verified_emission,Purchased Electricity,59.06,market_based,60.36,,,DOC-303897,H. Tanaka,approved,Tier 1 - metered
ENT008050,BU-06,FAC-150,2024-11-30,Scope 2,verified_emission,Purchased Steam,35.38,location_based,34.91,,,DOC-182215,L. Fontaine,approved,Tier 1 - metered
ENT008051,BU-06,FAC-150,2024-11-30,Scope 2,verified_emission,Purchased Steam,33.81,market_based,37.71,,,DOC-946284,P. Iyer,pending_review,Tier 3 - estimated
ENT008052,BU-06,FAC-150,2024-11-30,Scope 2,verified_emission,Purchased Cooling,10.87,location_based,9.65,,,DOC-994623,R. Alvarez,approved,Tier 1 - metered
ENT008053,BU-06,FAC-150,2024-11-30,Scope 2,verified_emission,Purchased Cooling,10.39,market_based,9.79,,,DOC-813335,S. Okoye,pending_review,Tier 2 - calculated
ENT008054,BU-06,FAC-150,2024-12-31,Scope 1,verified_emission,Stationary Combustion - Boilers,108.99,,117.27,,,DOC-497885,R. Alvarez,approved,Tier 1 - metered
ENT008055,BU-06,FAC-150,2024-12-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,46.3,,40.86,,,DOC-577919,E. Haddad,pending_review,Tier 2 - calculated
ENT008056,BU-06,FAC-150,2024-12-31,Scope 1,verified_emission,Process Emissions,36.24,,39.82,,,DOC-428624,A. Kowalski,approved,Tier 1 - metered
ENT008057,BU-06,FAC-150,2024-12-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,6.31,,7.12,,,DOC-949790,S. Okoye,approved,Tier 2 - calculated
ENT008058,BU-06,FAC-150,2024-12-31,Scope 2,verified_emission,Purchased Electricity,59.4,location_based,53.2,,,DOC-377190,K. Novak,approved,Tier 1 - metered
ENT008059,BU-06,FAC-150,2024-12-31,Scope 2,emission_restatement,Purchased Electricity,82.85,location_based,,ENT008058,Meter recalibration,DOC-799894,L. Fontaine,approved,Tier 1 - metered
ENT008060,BU-06,FAC-150,2024-12-31,Scope 2,verified_emission,Purchased Electricity,56.77,market_based,60.87,,,DOC-557726,D. Silveira,approved,Tier 3 - estimated
ENT008061,BU-06,FAC-150,2024-12-31,Scope 2,verified_emission,Purchased Steam,10.76,location_based,10.17,,,DOC-907121,H. Tanaka,approved,Tier 2 - calculated
ENT008062,BU-06,FAC-150,2024-12-31,Scope 2,verified_emission,Purchased Steam,10.28,market_based,11.8,,,DOC-686858,J. Whitfield,approved,Tier 2 - calculated
ENT008063,BU-06,FAC-150,2024-12-31,Scope 2,verified_emission,Purchased Cooling,15.84,location_based,16.58,,,DOC-377626,M. Bergstrom,pending_review,Tier 2 - calculated
ENT008064,BU-06,FAC-150,2024-12-31,Scope 2,verified_emission,Purchased Cooling,15.14,market_based,15.83,,,DOC-442603,T. Nakamura,approved,Tier 1 - metered
ENT008065,BU-06,FAC-150,2024-12-13,Scope 2,renewable_energy_certificate,REC - Hydro,-45.26,,-47.35,,,DOC-851932,P. Iyer,pending_review,Tier 2 - calculated
ENT008066,BU-06,FAC-150,2024-12-05,Scope 2,renewable_energy_certificate,REC - Wind,-43.39,,-48.06,,,DOC-377181,L. Fontaine,approved,Tier 2 - calculated
ENT008067,BU-07,FAC-002,2024-01-31,Scope 1,verified_emission,Stationary Combustion - Boilers,58.04,,54.64,,,DOC-544736,H. Tanaka,pending_review,Tier 2 - calculated
ENT008068,BU-07,FAC-002,2024-01-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,43.15,,40.47,,,DOC-179962,N. Petrova,approved,Tier 3 - estimated
ENT008069,BU-07,FAC-002,2024-01-31,Scope 1,verified_emission,Process Emissions,34.88,,37.48,,,DOC-102982,M. Bergstrom,pending_review,Tier 1 - metered
ENT008070,BU-07,FAC-002,2024-01-31,Scope 1,emission_restatement,Process Emissions,52.75,,,ENT008069,Third-party assurance adjustment,DOC-384700,P. Iyer,approved,Tier 1 - metered
ENT008071,BU-07,FAC-002,2024-01-31,Scope 1,emission_restatement,Process Emissions,64.98,,,ENT008070,Verification body recalculation,DOC-309276,C. Osei,approved,Tier 1 - metered
ENT008072,BU-07,FAC-002,2024-01-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,11.79,,12.54,,,DOC-644756,E. Haddad,approved,Tier 2 - calculated
ENT008073,BU-07,FAC-002,2024-01-31,Scope 2,verified_emission,Purchased Electricity,38.47,location_based,32.95,,,DOC-558250,J. Whitfield,pending_review,Tier 3 - estimated
ENT008074,BU-07,FAC-002,2024-01-31,Scope 2,verified_emission,Purchased Electricity,36.26,market_based,38.52,,,DOC-900370,N. Petrova,approved,Tier 2 - calculated
ENT008075,BU-07,FAC-002,2024-01-31,Scope 2,verified_emission,Purchased Steam,14.6,location_based,12.52,,,DOC-625512,K. Novak,approved,Tier 1 - metered
ENT008076,BU-07,FAC-002,2024-01-31,Scope 2,verified_emission,Purchased Steam,13.76,market_based,14.79,,,DOC-302217,M. Bergstrom,approved,Tier 1 - metered
ENT008077,BU-07,FAC-002,2024-01-31,Scope 2,verified_emission,Purchased Cooling,6.25,location_based,7.04,,,DOC-765184,K. Novak,pending_review,Tier 1 - metered
ENT008078,BU-07,FAC-002,2024-01-31,Scope 2,verified_emission,Purchased Cooling,5.89,market_based,6.3,,,DOC-867690,A. Kowalski,approved,Tier 2 - calculated
ENT008079,BU-07,FAC-002,2024-02-29,Scope 1,verified_emission,Stationary Combustion - Boilers,60.79,,59.51,,,DOC-984601,A. Kowalski,pending_review,Tier 3 - estimated
ENT008080,BU-07,FAC-002,2024-02-29,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,50.46,,51.86,,,DOC-774615,R. Alvarez,approved,Tier 1 - metered
ENT008081,BU-07,FAC-002,2024-02-29,Scope 1,verified_emission,Process Emissions,9.58,,9.17,,,DOC-947347,E. Haddad,approved,Tier 2 - calculated
ENT008082,BU-07,FAC-002,2024-02-29,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,5.55,,5.77,,,DOC-437700,E. Haddad,approved,Tier 1 - metered
ENT008083,BU-07,FAC-002,2024-02-29,Scope 2,verified_emission,Purchased Electricity,57.88,location_based,52.77,,,DOC-515684,S. Okoye,approved,Tier 1 - metered
ENT008084,BU-07,FAC-002,2024-02-29,Scope 2,verified_emission,Purchased Electricity,54.56,market_based,46.9,,,DOC-731264,A. Kowalski,approved,Tier 3 - estimated
