result_id,lot_id,test_id,measured_value,units,analyst_id,tested_date
RES016210,L02-0315,T05,0.0,CFU/mL,AN10,2024-02-19
RES016211,L02-0316,T01,0.9858,%,AN08,2024-02-21
RES016212,L02-0316,T02,6.6096,pH units,AN08,2024-02-21
RES016213,L02-0316,T03,113.148,cP,AN08,2024-02-21
RES016214,L02-0316,T04,38.11,particles/mL,AN08,2024-02-21
RES016215,L02-0316,T05,0.01,CFU/mL,AN08,2024-02-21
RES016216,L02-0317,T01,0.9184,%,AN04,2024-02-22
RES016217,L02-0317,T02,6.8872,pH units,AN04,2024-02-22
RES016218,L02-0317,T03,136.1377,cP,AN04,2024-02-22
RES016219,L02-0317,T04,33.88,particles/mL,AN04,2024-02-22
RES016220,L02-0317,T05,8.3,CFU/mL,AN04,2024-02-22
RES016221,L02-0318,T01,1.0381,%,AN05,2024-02-20
RES016222,L02-0318,T02,6.7208,pH units,AN05,2024-02-20
RES016223,L02-0318,T03,104.9782,cP,AN05,2024-02-20
RES016224,L02-0318,T04,76.41,particles/mL,AN05,2024-02-20
RES016225,L02-0318,T05,8.09,CFU/mL,AN05,2024-02-20
RES016226,L02-0319,T01,0.8758,%,AN03,2024-02-22
RES016227,L02-0319,T02,6.9,pH units,AN03,2024-02-22
RES016228,L02-0319,T03,111.153,cP,AN03,2024-02-22
RES016229,L02-0319,T04,45.47,particles/mL,AN03,2024-02-22
RES016230,L02-0319,T05,3.56,CFU/mL,AN03,2024-02-22
RES016231,L02-0320,T01,0.9728,%,AN12,2024-02-20
RES016232,L02-0320,T02,7.1839,pH units,AN12,2024-02-20
RES016233,L02-0320,T03,107.6509,cP,AN12,2024-02-20
RES016234,L02-0320,T04,60.89,particles/mL,AN12,2024-02-20
RES016235,L02-0320,T05,7.22,CFU/mL,AN12,2024-02-20
RES016236,L02-0321,T01,1.0042,%,AN11,2024-02-22
RES016237,L02-0321,T02,6.829,pH units,AN11,2024-02-22
RES016238,L02-0321,T03,111.7903,cP,AN11,2024-02-22
RES016239,L02-0321,T04,75.61,particles/mL,AN11,2024-02-22
RES016240,L02-0321,T05,3.51,CFU/mL,AN11,2024-02-22
RES016241,L02-0322,T01,1.0704,%,AN01,2024-02-21
RES016242,L02-0322,T02,6.7606,pH units,AN01,2024-02-21
RES016243,L02-0322,T03,138.2109,cP,AN01,2024-02-21
RES016244,L02-0322,T04,49.08,particles/mL,AN01,2024-02-21
RES016245,L02-0322,T05,8.85,CFU/mL,AN01,2024-02-21
RES016246,L02-0323,T01,1.0581,%,AN06,2024-02-20
RES016247,L02-0323,T02,7.2017,pH units,AN06,2024-02-20
RES016248,L02-0323,T03,128.4954,cP,AN06,2024-02-20
RES016249,L02-0323,T04,26.83,particles/mL,AN06,2024-02-20
RES016250,L02-0323,T05,14.31,CFU/mL,AN06,2024-02-20
RES016251,L02-0324,T01,0.9734,%,AN15,2024-02-22
RES016252,L02-0324,T02,6.645,pH units,AN15,2024-02-22
RES016253,L02-0324,T03,131.4587,cP,AN15,2024-02-22
RES016254,L02-0324,T04,71.34,particles/mL,AN15,2024-02-22
RES016255,L02-0324,T05,5.91,CFU/mL,AN15,2024-02-22
RES016256,L02-0325,T01,1.0233,%,AN08,2024-02-22
RES016257,L02-0325,T02,7.0667,pH units,AN08,2024-02-22
RES016258,L02-0325,T03,133.1796,cP,AN08,2024-02-22
RES016259,L02-0325,T04,25.65,particles/mL,AN08,2024-02-22
RES016260,L02-0325,T05,3.99,CFU/mL,AN08,2024-02-22
RES016261,L03-0374,T01,9038.77,ppm,AN13,2024-02-21
RES016262,L03-0374,T02,6.8988,pH units,AN13,2024-02-21
RES016263,L03-0374,T03,128.1911,cP,AN13,2024-02-21
RES016264,L03-0374,T04,32.64,particles/mL,AN13,2024-02-21
RES016265,L03-0374,T05,9.5,CFU/mL,AN13,2024-02-21
RES016266,L03-0375,T01,9826.2,ppm,AN15,2024-02-21
RES016267,L03-0375,T02,6.8046,pH units,AN15,2024-02-21
RES016268,L03-0375,T03,115.3637,cP,AN15,2024-02-21
RES016269,L03-0375,T04,83.58,particles/mL,AN15,2024-02-21
RES016270,L03-0375,T05,0.0,CFU/mL,AN15,2024-02-21
RES016271,L03-0376,T01,10222.2,ppm,AN07,2024-02-20
RES016272,L03-0376,T02,6.8883,pH units,AN07,2024-02-20
RES016273,L03-0376,T03,117.5333,cP,AN07,2024-02-20
RES016274,L03-0376,T04,72.0,particles/mL,AN07,2024-02-20
RES016275,L03-0376,T05,3.03,CFU/mL,AN07,2024-02-20
RES016276,L03-0377,T01,10326.32,ppm,AN14,2024-02-20
RES016277,L03-0377,T02,7.2449,pH units,AN14,2024-02-20
RES016278,L03-0377,T03,125.2067,cP,AN14,2024-02-20
RES016279,L03-0377,T04,56.11,particles/mL,AN14,2024-02-20
RES016280,L03-0377,T05,0.61,CFU/mL,AN14,2024-02-20
RES016281,L03-0378,T01,10118.32,ppm,AN14,2024-02-20
RES016282,L03-0378,T02,7.1529,pH units,AN14,2024-02-20
RES016283,L03-0378,T03,104.5471,cP,AN14,2024-02-20
RES016284,L03-0378,T04,21.2,particles/mL,AN14,2024-02-20
RES016285,L03-0378,T05,9.3,CFU/mL,AN14,2024-02-20
RES016286,L03-0379,T01,9877.59,ppm,AN02,2024-02-22
RES016287,L03-0379,T02,6.778,pH units,AN02,2024-02-22
RES016288,L03-0379,T03,97.7839,cP,AN02,2024-02-22
RES016289,L03-0379,T04,57.8,particles/mL,AN02,2024-02-22
RES016290,L03-0379,T05,5.01,CFU/mL,AN02,2024-02-22
RES016291,L03-0380,T01,9937.97,ppm,AN10,2024-02-22
RES016292,L03-0380,T02,7.0031,pH units,AN10,2024-02-22
RES016293,L03-0380,T03,114.2624,cP,AN10,2024-02-22
RES016294,L03-0380,T04,34.27,particles/mL,AN10,2024-02-22
RES016295,L03-0380,T05,11.54,CFU/mL,AN10,2024-02-22
RES016296,L03-0381,T01,11624.18,ppm,AN06,2024-02-22
RES016297,L03-0381,T02,6.7121,pH units,AN06,2024-02-22
RES016298,L03-0381,T03,120.0389,cP,AN06,2024-02-22
RES016299,L03-0381,T04,31.11,particles/mL,AN06,2024-02-22
RES016300,L03-0381,T05,0.54,CFU/mL,AN06,2024-02-22
RES016301,L03-0382,T01,10319.59,ppm,AN10,2024-02-22
RES016302,L03-0382,T02,6.9646,pH units,AN10,2024-02-22
RES016303,L03-0382,T03,115.9098,cP,AN10,2024-02-22
RES016304,L03-0382,T04,34.53,particles/mL,AN10,2024-02-22
RES016305,L03-0382,T05,6.65,CFU/mL,AN10,2024-02-22
RES016306,L03-0383,T01,9156.48,ppm,AN03,2024-02-20
RES016307,L03-0383,T02,7.3162,pH units,AN03,2024-02-20
RES016308,L03-0383,T03,124.3169,cP,AN03,2024-02-20
RES016309,L03-0383,T04,26.73,particles/mL,AN03,2024-02-20
RES016310,L03-0383,T05,3.1,CFU/mL,AN03,2024-02-20
RES016311,L03-0384,T01,9780.46,ppm,AN14,2024-02-20
RES016312,L03-0384,T02,7.0555,pH units,AN14,2024-02-20
RES016313,L03-0384,T03,108.0585,cP,AN14,2024-02-20
RES016314,L03-0384,T04,3.72,particles/mL,AN14,2024-02-20
RES016315,L03-0384,T05,2.12,CFU/mL,AN14,2024-02-20
RES016316,L03-0385,T01,10213.21,ppm,AN07,2024-02-21
RES016317,L03-0385,T02,6.7651,pH units,AN07,2024-02-21
RES016318,L03-0385,T03,117.1629,cP,AN07,2024-02-21
RES016319,L03-0385,T04,93.02,particles/mL,AN07,2024-02-21
RES016320,L03-0385,T05,4.78,CFU/mL,AN07,2024-02-21
RES016321,L01-0469,T01,1.0452,%,AN03,2024-02-22
RES016322,L01-0469,T02,7.1362,pH units,AN03,2024-02-22
RES016323,L01-0469,T03,105.1845,cP,AN03,2024-02-22
RES016324,L01-0469,T04,90.95,particles/mL,AN03,2024-02-22
RES016325,L01-0469,T05,1.56,CFU/mL,AN03,2024-02-22
RES016326,L01-0470,T01,0.9966,%,AN01,2024-02-21
RES016327,L01-0470,T02,7.099,pH units,AN01,2024-02-21
RES016328,L01-0470,T03,128.0134,cP,AN01,2024-02-21
RES016329,L01-0470,T04,36.88,particles/mL,AN01,2024-02-21
RES016330,L01-0470,T05,1.84,CFU/mL,AN01,2024-02-21
RES016331,L01-0471,T01,0.9705,%,AN01,2024-02-21
RES016332,L01-0471,T02,7.4447,pH units,AN01,2024-02-21
RES016333,L01-0471,T03,111.6002,cP,AN01,2024-02-21
RES016334,L01-0471,T04,64.21,particles/mL,AN01,2024-02-21
RES016335,L01-0471,T05,0.24,CFU/mL,AN01,2024-02-21
RES016336,L01-0472,T01,0.9784,%,AN11,2024-02-20
RES016337,L01-0472,T02,6.9821,pH units,AN11,2024-02-20
RES016338,L01-0472,T03,113.1097,cP,AN11,2024-02-20
RES016339,L01-0472,T04,70.82,particles/mL,AN11,2024-02-20
RES016340,L01-0472,T05,1.81,CFU/mL,AN11,2024-02-20
RES016341,L01-0473,T01,1.0474,%,AN01,2024-02-22
RES016342,L01-0473,T02,6.9996,pH units,AN01,2024-02-22
RES016343,L01-0473,T03,136.7542,cP,AN01,2024-02-22
RES016344,L01-0473,T04,26.29,particles/mL,AN01,2024-02-22
RES016345,L01-0473,T05,13.14,CFU/mL,AN01,2024-02-22
RES016346,L01-0474,T01,1.024,%,AN02,2024-02-22
RES016347,L01-0474,T02,7.2109,pH units,AN02,2024-02-22
RES016348,L01-0474,T03,106.7718,cP,AN02,2024-02-22
RES016349,L01-0474,T04,81.57,particles/mL,AN02,2024-02-22
RES016350,L01-0474,T05,0.0,CFU/mL,AN02,2024-02-22
RES016351,L01-0475,T01,1.1241,%,AN14,2024-02-20
RES016352,L01-0475,T02,7.1755,pH units,AN14,2024-02-20
RES016353,L01-0475,T03,107.7935,cP,AN14,2024-02-20
RES016354,L01-0475,T04,72.7,particles/mL,AN14,2024-02-20
RES016355,L01-0475,T05,1.13,CFU/mL,AN14,2024-02-20
RES016356,L01-0476,T01,1.0575,%,AN14,2024-02-21
RES016357,L01-0476,T02,6.9886,pH units,AN14,2024-02-21
RES016358,L01-0476,T03,122.9886,cP,AN14,2024-02-21
RES016359,L01-0476,T04,63.71,particles/mL,AN14,2024-02-21
RES016360,L01-0476,T05,0.0,CFU/mL,AN14,2024-02-21
RES016361,L01-0477,T01,1.0398,%,AN05,2024-02-20
RES016362,L01-0477,T02,7.0267,pH units,AN05,2024-02-20
RES016363,L01-0477,T03,113.963,cP,AN05,2024-02-20
RES016364,L01-0477,T04,32.16,particles/mL,AN05,2024-02-20
RES016365,L01-0477,T05,1.6,CFU/mL,AN05,2024-02-20
RES016366,L01-0478,T01,0.94,%,AN13,2024-02-22
RES016367,L01-0478,T02,6.9627,pH units,AN13,2024-02-22
RES016368,L01-0478,T03,121.3817,cP,AN13,2024-02-22
RES016369,L01-0478,T04,43.02,particles/mL,AN13,2024-02-22
RES016370,L01-0478,T05,11.59,CFU/mL,AN13,2024-02-22
RES016371,L01-0479,T01,0.9671,%,AN14,2024-02-21
RES016372,L01-0479,T02,6.7911,pH units,AN14,2024-02-21
RES016373,L01-0479,T03,129.8032,cP,AN14,2024-02-21
RES016374,L01-0479,T04,31.77,particles/mL,AN14,2024-02-21
RES016375,L01-0479,T05,10.3,CFU/mL,AN14,2024-02-21
RES016376,L01-0480,T01,0.8805,%,AN12,2024-02-22
RES016377,L01-0480,T02,6.8331,pH units,AN12,2024-02-22
RES016378,L01-0480,T03,123.2858,cP,AN12,2024-02-22
RES016379,L01-0480,T04,85.88,particles/mL,AN12,2024-02-22
RES016380,L01-0480,T05,0.95,CFU/mL,AN12,2024-02-22
RES016381,L01-0481,T01,0.9971,%,AN06,2024-02-23
RES016382,L01-0481,T02,6.9333,pH units,AN06,2024-02-23
RES016383,L01-0481,T03,123.0944,cP,AN06,2024-02-23
RES016384,L01-0481,T04,32.81,particles/mL,AN06,2024-02-23
RES016385,L01-0481,T05,4.48,CFU/mL,AN06,2024-02-23
RES016386,L01-0482,T01,0.9072,%,AN09,2024-02-21
RES016387,L01-0482,T02,6.7866,pH units,AN09,2024-02-21
RES016388,L01-0482,T03,117.8954,cP,AN09,2024-02-21
RES016389,L01-0482,T04,18.19,particles/mL,AN09,2024-02-21
RES016390,L01-0482,T05,2.97,CFU/mL,AN09,2024-02-21
RES016391,L01-0483,T01,0.9824,%,AN15,2024-02-20
RES016392,L01-0483,T02,7.0449,pH units,AN15,2024-02-20
RES016393,L01-0483,T03,121.5628,cP,AN15,2024-02-20
RES016394,L01-0483,T04,23.51,particles/mL,AN15,2024-02-20
RES016395,L01-0483,T05,5.57,CFU/mL,AN15,2024-02-20
RES016396,L01-0484,T01,1.092,%,AN10,2024-02-22
RES016397,L01-0484,T02,6.7694,pH units,AN10,2024-02-22
RES016398,L01-0484,T03,114.096,cP,AN10,2024-02-22
RES016399,L01-0484,T04,56.64,particles/mL,AN10,2024-02-22
RES016400,L01-0484,T05,5.0,CFU/mL,AN10,2024-02-22
RES016401,L01-0485,T01,0.8772,%,AN13,2024-02-23
RES016402,L01-0485,T02,7.2163,pH units,AN13,2024-02-23
RES016403,L01-0485,T03,101.0892,cP,AN13,2024-02-23
RES016404,L01-0485,T04,16.55,particles/mL,AN13,2024-02-23
RES016405,L01-0485,T05,0.0,CFU/mL,AN13,2024-02-23
RES016406,L01-0486,T01,1.083,%,AN04,2024-02-22
RES016407,L01-0486,T02,6.8142,pH units,AN04,2024-02-22
RES016408,L01-0486,T03,123.6943,cP,AN04,2024-02-22
RES016409,L01-0486,T04,42.58,particles/mL,AN04,2024-02-22
RES016410,L01-0486,T05,6.59,CFU/mL,AN04,2024-02-22
RES016411,L01-0487,T01,0.9796,%,AN02,2024-02-23
RES016412,L01-0487,T02,7.0493,pH units,AN02,2024-02-23
RES016413,L01-0487,T03,138.9097,cP,AN02,2024-02-23
RES016414,L01-0487,T04,73.72,particles/mL,AN02,2024-02-23
RES016415,L01-0487,T05,2.72,CFU/mL,AN02,2024-02-23
RES016416,L01-0488,T01,1.0611,%,AN07,2024-02-22
RES016417,L01-0488,T02,6.7251,pH units,AN07,2024-02-22
RES016418,L01-0488,T03,110.4975,cP,AN07,2024-02-22
RES016419,L01-0488,T04,72.02,particles/mL,AN07,2024-02-22
RES016420,L01-0488,T05,6.36,CFU/mL,AN07,2024-02-22
RES016421,L01-0489,T01,0.8577,%,AN05,2024-02-21
RES016422,L01-0489,T02,6.5692,pH units,AN05,2024-02-21
RES016423,L01-0489,T03,119.9469,cP,AN05,2024-02-21
RES016424,L01-0489,T04,79.33,particles/mL,AN05,2024-02-21
RES016425,L01-0489,T05,5.04,CFU/mL,AN05,2024-02-21
RES016426,L01-0490,T01,1.0392,%,AN07,2024-02-21
RES016427,L01-0490,T02,7.0397,pH units,AN07,2024-02-21
RES016428,L01-0490,T03,108.302,cP,AN07,2024-02-21
RES016429,L01-0490,T04,21.39,particles/mL,AN07,2024-02-21
RES016430,L01-0490,T05,5.26,CFU/mL,AN07,2024-02-21
RES016431,L01-0491,T01,1.0279,%,AN13,2024-02-21
RES016432,L01-0491,T02,7.3325,pH units,AN13,2024-02-21
RES016433,L01-0491,T03,120.6579,cP,AN13,2024-02-21
RES016434,L01-0491,T04,79.05,particles/mL,AN13,2024-02-21
RES016435,L01-0491,T05,7.06,CFU/mL,AN13,2024-02-21
RES016436,L01-0492,T01,0.9457,%,AN15,2024-02-21
RES016437,L01-0492,T02,7.3727,pH units,AN15,2024-02-21
RES016438,L01-0492,T03,138.2148,cP,AN15,2024-02-21
RES016439,L01-0492,T04,27.9,particles/mL,AN15,2024-02-21
RES016440,L01-0492,T05,2.56,CFU/mL,AN15,2024-02-21
RES016441,L01-0493,T01,0.9304,%,AN09,2024-02-22
RES016442,L01-0493,T02,6.8975,pH units,AN09,2024-02-22
RES016443,L01-0493,T03,122.1476,cP,AN09,2024-02-22
RES016444,L01-0493,T04,49.38,particles/mL,AN09,2024-02-22
RES016445,L01-0493,T05,2.08,CFU/mL,AN09,2024-02-22
RES016446,L01-0494,T01,1.0242,%,AN13,2024-02-23
RES016447,L01-0494,T02,7.0984,pH units,AN13,2024-02-23
RES016448,L01-0494,T03,124.5351,cP,AN13,2024-02-23
RES016449,L01-0494,T04,92.41,particles/mL,AN13,2024-02-23
RES016450,L01-0494,T05,5.53,CFU/mL,AN13,2024-02-23
RES016451,L01-0495,T01,0.963,%,AN09,2024-02-21
RES016452,L01-0495,T02,6.8969,pH units,AN09,2024-02-21
RES016453,L01-0495,T03,122.813,cP,AN09,2024-02-21
RES016454,L01-0495,T04,50.78,particles/mL,AN09,2024-02-21
RES016455,L01-0495,T05,0.0,CFU/mL,AN09,2024-02-21
RES016456,L01-0496,T01,1.0265,%,AN03,2024-02-22
RES016457,L01-0496,T02,7.3385,pH units,AN03,2024-02-22
RES016458,L01-0496,T03,122.7044,cP,AN03,2024-02-22
RES016459,L01-0496,T04,37.93,particles/mL,AN03,2024-02-22
RES016460,L01-0496,T05,8.33,CFU/mL,AN03,2024-02-22
RES016461,L01-0497,T01,0.9955,%,AN02,2024-02-21
RES016462,L01-0497,T02,7.0545,pH units,AN02,2024-02-21
RES016463,L01-0497,T03,118.3847,cP,AN02,2024-02-21
RES016464,L01-0497,T04,86.95,particles/mL,AN02,2024-02-21
RES016465,L01-0497,T05,5.69,CFU/mL,AN02,2024-02-21
RES016466,L01-0498,T01,0.9884,%,AN02,2024-02-21
RES016467,L01-0498,T02,7.1777,pH units,AN02,2024-02-21
RES016468,L01-0498,T03,112.3183,cP,AN02,2024-02-21
RES016469,L01-0498,T04,0.0,particles/mL,AN02,2024-02-21
RES016470,L01-0498,T05,10.09,CFU/mL,AN02,2024-02-21
RES016471,L01-0499,T01,1.1571,%,AN14,2024-02-20
RES016472,L01-0499,T02,6.9049,pH units,AN14,2024-02-20
RES016473,L01-0499,T03,117.3841,cP,AN14,2024-02-20
RES016474,L01-0499,T04,80.67,particles/mL,AN14,2024-02-20
RES016475,L01-0499,T05,7.48,CFU/mL,AN14,2024-02-20
RES016476,L01-0500,T01,0.9045,%,AN13,2024-02-22
RES016477,L01-0500,T02,7.0764,pH units,AN13,2024-02-22
RES016478,L01-0500,T03,111.4256,cP,AN13,2024-02-22
RES016479,L01-0500,T04,109.3,particles/mL,AN13,2024-02-22
RES016480,L01-0500,T05,7.68,CFU/mL,AN13,2024-02-22
RES016481,L01-0501,T01,1.0147,%,AN09,2024-02-22
RES016482,L01-0501,T02,7.1004,pH units,AN09,2024-02-22
RES016483,L01-0501,T03,123.7659,cP,AN09,2024-02-22
RES016484,L01-0501,T04,51.96,particles/mL,AN09,2024-02-22
RES016485,L01-0501,T05,2.32,CFU/mL,AN09,2024-02-22
RES016486,L01-0502,T01,1.0525,%,AN13,2024-02-21
RES016487,L01-0502,T02,7.2553,pH units,AN13,2024-02-21
RES016488,L01-0502,T03,127.0162,cP,AN13,2024-02-21
RES016489,L01-0502,T04,65.47,particles/mL,AN13,2024-02-21
RES016490,L01-0502,T05,9.14,CFU/mL,AN13,2024-02-21
RES016491,L01-0503,T01,1.0559,%,AN12,2024-02-22
RES016492,L01-0503,T02,7.1001,pH units,AN12,2024-02-22
RES016493,L01-0503,T03,117.5935,cP,AN12,2024-02-22
RES016494,L01-0503,T04,67.42,particles/mL,AN12,2024-02-22
RES016495,L01-0503,T05,7.2,CFU/mL,AN12,2024-02-22
RES016496,L01-0504,T01,1.0192,%,AN10,2024-02-22
RES016497,L01-0504,T02,7.0123,pH units,AN10,2024-02-22
RES016498,L01-0504,T03,145.0166,cP,AN10,2024-02-22
RES016499,L01-0504,T04,0.08,particles/mL,AN10,2024-02-22
RES016500,L01-0504,T05,3.76,CFU/mL,AN10,2024-02-22
RES016501,L02-0326,T01,1.1204,%,AN11,2024-02-22
RES016502,L02-0326,T02,6.8668,pH units,AN11,2024-02-22
RES016503,L02-0326,T03,129.4163,cP,AN11,2024-02-22
RES016504,L02-0326,T04,34.34,particles/mL,AN11,2024-02-22
RES016505,L02-0326,T05,8.68,CFU/mL,AN11,2024-02-22
RES016506,L02-0327,T01,1.093,%,AN11,2024-02-21
RES016507,L02-0327,T02,6.9257,pH units,AN11,2024-02-21
RES016508,L02-0327,T03,122.2406,cP,AN11,2024-02-21
RES016509,L02-0327,T04,26.96,particles/mL,AN11,2024-02-21
RES016510,L02-0327,T05,0.0,CFU/mL,AN11,2024-02-21
RES016511,L02-0328,T01,0.9845,%,AN10,2024-02-21
RES016512,L02-0328,T02,6.9078,pH units,AN10,2024-02-21
RES016513,L02-0328,T03,112.9363,cP,AN10,2024-02-21
RES016514,L02-0328,T04,19.06,particles/mL,AN10,2024-02-21
RES016515,L02-0328,T05,7.12,CFU/mL,AN10,2024-02-21
RES016516,L02-0329,T01,1.1095,%,AN02,2024-02-22
RES016517,L02-0329,T02,6.8121,pH units,AN02,2024-02-22
RES016518,L02-0329,T03,121.1513,cP,AN02,2024-02-22
RES016519,L02-0329,T04,56.21,particles/mL,AN02,2024-02-22
RES016520,L02-0329,T05,0.0,CFU/mL,AN02,2024-02-22
RES016521,L02-0330,T01,0.9574,%,AN08,2024-02-20
RES016522,L02-0330,T02,6.8024,pH units,AN08,2024-02-20
RES016523,L02-0330,T03,122.4625,cP,AN08,2024-02-20
RES016524,L02-0330,T04,51.67,particles/mL,AN08,2024-02-20
RES016525,L02-0330,T05,4.6,CFU/mL,AN08,2024-02-20
RES016526,L02-0331,T01,1.047,%,AN03,2024-02-23
RES016527,L02-0331,T02,6.8869,pH units,AN03,2024-02-23
RES016528,L02-0331,T03,124.6592,cP,AN03,2024-02-23
RES016529,L02-0331,T04,52.75,particles/mL,AN03,2024-02-23
RES016530,L02-0331,T05,0.69,CFU/mL,AN03,2024-02-23
RES016531,L02-0332,T01,1.0217,%,AN14,2024-02-21
RES016532,L02-0332,T02,6.6383,pH units,AN14,2024-02-21
RES016533,L02-0332,T03,126.1679,cP,AN14,2024-02-21
RES016534,L02-0332,T04,60.08,particles/mL,AN14,2024-02-21
RES016535,L02-0332,T05,2.68,CFU/mL,AN14,2024-02-21
RES016536,L02-0333,T01,0.9854,%,AN15,2024-02-21
RES016537,L02-0333,T02,6.9454,pH units,AN15,2024-02-21
RES016538,L02-0333,T03,111.6687,cP,AN15,2024-02-21
RES016539,L02-0333,T04,32.24,particles/mL,AN15,2024-02-21
RES016540,L02-0333,T05,7.13,CFU/mL,AN15,2024-02-21
RES016541,L02-0334,T01,0.9987,%,AN10,2024-02-22
RES016542,L02-0334,T02,7.1197,pH units,AN10,2024-02-22
RES016543,L02-0334,T03,116.2926,cP,AN10,2024-02-22
RES016544,L02-0334,T04,60.6,particles/mL,AN10,2024-02-22
RES016545,L02-0334,T05,9.85,CFU/mL,AN10,2024-02-22
RES016546,L02-0335,T01,0.8578,%,AN13,2024-02-23
RES016547,L02-0335,T02,7.0724,pH units,AN13,2024-02-23
RES016548,L02-0335,T03,100.0593,cP,AN13,2024-02-23
RES016549,L02-0335,T04,53.28,particles/mL,AN13,2024-02-23
RES016550,L02-0335,T05,3.34,CFU/mL,AN13,2024-02-23
RES016551,L02-0336,T01,0.9637,%,AN01,2024-02-22
RES016552,L02-0336,T02,7.0032,pH units,AN01,2024-02-22
RES016553,L02-0336,T03,110.2817,cP,AN01,2024-02-22
RES016554,L02-0336,T04,56.84,particles/mL,AN01,2024-02-22
RES016555,L02-0336,T05,8.02,CFU/mL,AN01,2024-02-22
RES016556,L02-0337,T01,0.9739,%,AN08,2024-02-21
RES016557,L02-0337,T02,6.973,pH units,AN08,2024-02-21
RES016558,L02-0337,T03,112.6543,cP,AN08,2024-02-21
RES016559,L02-0337,T04,57.79,particles/mL,AN08,2024-02-21
RES016560,L02-0337,T05,7.12,CFU/mL,AN08,2024-02-21
RES016561,L02-0338,T01,1.0572,%,AN13,2024-02-23
RES016562,L02-0338,T02,6.8708,pH units,AN13,2024-02-23
RES016563,L02-0338,T03,107.4403,cP,AN13,2024-02-23
RES016564,L02-0338,T04,58.3,particles/mL,AN13,2024-02-23
RES016565,L02-0338,T05,0.0,CFU/mL,AN13,2024-02-23
RES016566,L02-0339,T01,1.0099,%,AN04,2024-02-22
RES016567,L02-0339,T02,7.3155,pH units,AN04,2024-02-22
RES016568,L02-0339,T03,120.1031,cP,AN04,2024-02-22
RES016569,L02-0339,T04,33.66,particles/mL,AN04,2024-02-22
RES016570,L02-0339,T05,5.88,CFU/mL,AN04,2024-02-22
RES016571,L03-0386,T01,9308.34,ppm,AN09,2024-02-21
RES016572,L03-0386,T02,6.994,pH units,AN09,2024-02-21
RES016573,L03-0386,T03,123.142,cP,AN09,2024-02-21
RES016574,L03-0386,T04,58.16,particles/mL,AN09,2024-02-21
RES016575,L03-0386,T05,0.0,CFU/mL,AN09,2024-02-21
RES016576,L03-0387,T01,10173.18,ppm,AN08,2024-02-23
RES016577,L03-0387,T02,6.8995,pH units,AN08,2024-02-23
RES016578,L03-0387,T03,129.7022,cP,AN08,2024-02-23
RES016579,L03-0387,T04,74.83,particles/mL,AN08,2024-02-23
RES016580,L03-0387,T05,5.68,CFU/mL,AN08,2024-02-23
RES016581,L03-0388,T01,9932.59,ppm,AN12,2024-02-22
RES016582,L03-0388,T02,7.2002,pH units,AN12,2024-02-22
RES016583,L03-0388,T03,138.9267,cP,AN12,2024-02-22
RES016584,L03-0388,T04,11.26,particles/mL,AN12,2024-02-22
RES016585,L03-0388,T05,8.71,CFU/mL,AN12,2024-02-22
RES016586,L03-0389,T01,10014.32,ppm,AN13,2024-02-21
RES016587,L03-0389,T02,6.9506,pH units,AN13,2024-02-21
RES016588,L03-0389,T03,113.5721,cP,AN13,2024-02-21
RES016589,L03-0389,T04,81.28,particles/mL,AN13,2024-02-21
RES016590,L03-0389,T05,4.76,CFU/mL,AN13,2024-02-21
RES016591,L03-0390,T01,11015.25,ppm,AN08,2024-02-21
RES016592,L03-0390,T02,7.0048,pH units,AN08,2024-02-21
RES016593,L03-0390,T03,132.4372,cP,AN08,2024-02-21
RES016594,L03-0390,T04,22.08,particles/mL,AN08,2024-02-21
RES016595,L03-0390,T05,7.68,CFU/mL,AN08,2024-02-21
RES016596,L03-0391,T01,8990.87,ppm,AN10,2024-02-22
RES016597,L03-0391,T02,6.9759,pH units,AN10,2024-02-22
RES016598,L03-0391,T03,121.1359,cP,AN10,2024-02-22
RES016599,L03-0391,T04,27.81,particles/mL,AN10,2024-02-22
RES016600,L03-0391,T05,14.35,CFU/mL,AN10,2024-02-22
RES016601,L03-0392,T01,10865.92,ppm,AN05,2024-02-21
RES016602,L03-0392,T02,6.8043,pH units,AN05,2024-02-21
RES016603,L03-0392,T03,118.7216,cP,AN05,2024-02-21
RES016604,L03-0392,T04,10.55,particles/mL,AN05,2024-02-21
RES016605,L03-0392,T05,0.0,CFU/mL,AN05,2024-02-21
RES016606,L03-0393,T01,9362.8,ppm,AN12,2024-02-21
RES016607,L03-0393,T02,6.8855,pH units,AN12,2024-02-21
RES016608,L03-0393,T03,93.348,cP,AN12,2024-02-21
RES016609,L03-0393,T04,32.54,particles/mL,AN12,2024-02-21
RES016610,L03-0393,T05,7.46,CFU/mL,AN12,2024-02-21
RES016611,L03-0394,T01,9117.45,ppm,AN14,2024-02-20
RES016612,L03-0394,T02,6.9422,pH units,AN14,2024-02-20
RES016613,L03-0394,T03,119.7814,cP,AN14,2024-02-20
RES016614,L03-0394,T04,82.84,particles/mL,AN14,2024-02-20
RES016615,L03-0394,T05,3.01,CFU/mL,AN14,2024-02-20
RES016616,L03-0395,T01,10651.42,ppm,AN08,2024-02-20
RES016617,L03-0395,T02,6.4483,pH units,AN08,2024-02-20
RES016618,L03-0395,T03,134.2777,cP,AN08,2024-02-20
RES016619,L03-0395,T04,14.01,particles/mL,AN08,2024-02-20
