lot_id,product_id,line_id,batch_start_datetime,batch_end_datetime,quantity_produced
L03-0322,P016,L03,2024-02-15 22:13:00,2024-02-16 07:24:00,95
L03-0323,P023,L03,2024-02-15 14:26:00,2024-02-15 21:30:00,362
L03-0324,P012,L03,2024-02-15 07:08:00,2024-02-15 17:08:00,81
L03-0325,P022,L03,2024-02-15 06:48:00,2024-02-15 15:48:00,286
L03-0326,P016,L03,2024-02-15 10:53:00,2024-02-15 21:30:00,242
L01-0388,P014,L01,2024-02-16 13:28:00,2024-02-17 02:28:00,242
L01-0389,P002,L01,2024-02-16 12:36:00,2024-02-16 21:36:00,138
L01-0390,P012,L01,2024-02-16 09:11:00,2024-02-16 18:11:00,303
L01-0391,P008,L01,2024-02-16 06:44:00,2024-02-16 14:44:00,98
L01-0392,P001,L01,2024-02-16 10:58:00,2024-02-16 17:58:00,97
L01-0393,P007,L01,2024-02-16 17:02:00,2024-02-17 04:02:00,127
L01-0394,P014,L01,2024-02-16 16:09:00,2024-02-17 09:09:00,246
L01-0395,P015,L01,2024-02-16 10:12:00,2024-02-17 03:12:00,114
L01-0396,P016,L01,2024-02-16 19:27:00,2024-02-17 09:27:00,363
L01-0397,P015,L01,2024-02-16 12:37:00,2024-02-17 03:37:00,376
L01-0398,P010,L01,2024-02-16 08:48:00,2024-02-16 20:48:00,282
L01-0399,P015,L01,2024-02-16 09:10:00,2024-02-17 01:10:00,219
L01-0400,P016,L01,2024-02-16 22:57:00,2024-02-17 06:03:00,342
L01-0401,P011,L01,2024-02-16 06:07:00,2024-02-16 16:07:00,123
L01-0402,P007,L01,2024-02-16 14:19:00,2024-02-17 05:19:00,239
L01-0403,P016,L01,2024-02-16 08:21:00,2024-02-16 21:21:00,184
L01-0404,P007,L01,2024-02-16 10:19:00,2024-02-16 17:19:00,304
L01-0405,P003,L01,2024-02-16 15:27:00,2024-02-17 01:27:00,325
L01-0406,P002,L01,2024-02-16 10:45:00,2024-02-17 01:45:00,343
L01-0407,P010,L01,2024-02-16 11:31:00,2024-02-17 02:31:00,371
L01-0408,P001,L01,2024-02-16 17:26:00,2024-02-17 01:26:00,199
L02-0271,P024,L02,2024-02-16 08:33:00,2024-02-16 15:33:00,384
L02-0272,P021,L02,2024-02-16 14:46:00,2024-02-17 04:46:00,243
L02-0273,P003,L02,2024-02-16 11:56:00,2024-02-17 06:56:00,311
L02-0274,P005,L02,2024-02-16 23:39:00,2024-02-17 07:07:00,338
L02-0275,P003,L02,2024-02-16 07:17:00,2024-02-17 00:17:00,378
L02-0276,P024,L02,2024-02-16 22:42:00,2024-02-17 07:36:00,122
L02-0277,P018,L02,2024-02-16 22:43:00,2024-02-17 02:50:00,161
L02-0278,P023,L02,2024-02-16 13:28:00,2024-02-16 21:30:00,218
L02-0279,P007,L02,2024-02-16 09:52:00,2024-02-17 02:52:00,186
L02-0280,P007,L02,2024-02-16 10:35:00,2024-02-16 19:35:00,315
L02-0281,P019,L02,2024-02-16 06:29:00,2024-02-16 12:29:00,214
L02-0282,P018,L02,2024-02-16 17:25:00,2024-02-17 08:25:00,228
L02-0283,P006,L02,2024-02-16 13:37:00,2024-02-17 08:37:00,330
L02-0284,P006,L02,2024-02-16 22:37:00,2024-02-17 06:21:00,86
L02-0285,P017,L02,2024-02-16 14:03:00,2024-02-16 20:03:00,368
L02-0286,P002,L02,2024-02-16 22:29:00,2024-02-17 05:25:00,360
L02-0287,P004,L02,2024-02-16 15:40:00,2024-02-17 09:40:00,95
L02-0288,P001,L02,2024-02-16 16:45:00,2024-02-17 03:45:00,141
L02-0289,P003,L02,2024-02-16 17:18:00,2024-02-17 04:18:00,299
L02-0290,P004,L02,2024-02-16 22:00:00,2024-02-17 01:15:00,97
L02-0291,P002,L02,2024-02-16 23:09:00,2024-02-17 07:51:00,302
L03-0327,P021,L03,2024-02-16 15:58:00,2024-02-16 21:58:00,231
L03-0328,P016,L03,2024-02-16 19:26:00,2024-02-17 06:26:00,326
L03-0329,P018,L03,2024-02-16 13:59:00,2024-02-17 01:59:00,335
L03-0330,P015,L03,2024-02-16 14:13:00,2024-02-17 00:13:00,176
L03-0331,P010,L03,2024-02-16 22:53:00,2024-02-17 07:36:00,178
L03-0332,P023,L03,2024-02-16 10:59:00,2024-02-17 04:59:00,267
L03-0333,P020,L03,2024-02-16 23:15:00,2024-02-17 05:21:00,239
L03-0334,P020,L03,2024-02-16 19:24:00,2024-02-17 04:24:00,258
L03-0335,P013,L03,2024-02-16 13:38:00,2024-02-16 19:38:00,393
L03-0336,P021,L03,2024-02-16 23:31:00,2024-02-17 07:01:00,334
L03-0337,P017,L03,2024-02-16 22:43:00,2024-02-17 07:46:00,248
L03-0338,P010,L03,2024-02-16 14:46:00,2024-02-16 20:46:00,147
L03-0339,P024,L03,2024-02-16 06:03:00,2024-02-16 13:03:00,165
L03-0340,P024,L03,2024-02-16 09:21:00,2024-02-16 17:21:00,288
L03-0341,P022,L03,2024-02-16 17:54:00,2024-02-17 10:54:00,289
L03-0342,P016,L03,2024-02-16 06:42:00,2024-02-16 21:30:00,285
L03-0343,P012,L03,2024-02-16 11:47:00,2024-02-17 01:47:00,287
L03-0344,P009,L03,2024-02-16 10:15:00,2024-02-17 01:15:00,203
L03-0345,P020,L03,2024-02-16 07:26:00,2024-02-16 21:26:00,370
L03-0346,P023,L03,2024-02-16 07:38:00,2024-02-16 19:38:00,306
L03-0347,P010,L03,2024-02-16 08:16:00,2024-02-17 00:16:00,378
L03-0348,P019,L03,2024-02-16 14:49:00,2024-02-17 03:49:00,116
L03-0349,P009,L03,2024-02-16 12:24:00,2024-02-16 20:24:00,302
L03-0350,P021,L03,2024-02-16 12:42:00,2024-02-17 04:42:00,131
L03-0351,P009,L03,2024-02-16 12:13:00,2024-02-17 05:13:00,144
L03-0352,P024,L03,2024-02-16 19:11:00,2024-02-17 13:11:00,248
L03-0353,P011,L03,2024-02-16 23:41:00,2024-02-17 03:54:00,150
L03-0354,P015,L03,2024-02-16 13:33:00,2024-02-16 21:30:00,238
L01-0409,P014,L01,2024-02-17 23:09:00,2024-02-18 06:58:00,120
L01-0410,P007,L01,2024-02-17 19:59:00,2024-02-18 09:59:00,141
L01-0411,P015,L01,2024-02-17 22:38:00,2024-02-18 01:23:00,335
L01-0412,P014,L01,2024-02-17 22:39:00,2024-02-18 01:16:00,247
L01-0413,P003,L01,2024-02-17 17:46:00,2024-02-18 00:46:00,355
L01-0414,P016,L01,2024-02-17 23:20:00,2024-02-18 03:08:00,364
L01-0415,P010,L01,2024-02-17 10:53:00,2024-02-18 03:53:00,241
L01-0416,P013,L01,2024-02-17 10:56:00,2024-02-18 01:56:00,88
L01-0417,P010,L01,2024-02-17 17:26:00,2024-02-18 01:26:00,382
L01-0418,P004,L01,2024-02-17 19:22:00,2024-02-18 10:22:00,271
L01-0419,P016,L01,2024-02-17 15:12:00,2024-02-18 00:12:00,328
L01-0420,P002,L01,2024-02-17 07:44:00,2024-02-17 20:44:00,131
L01-0421,P013,L01,2024-02-17 16:12:00,2024-02-18 10:12:00,171
L01-0422,P004,L01,2024-02-17 19:30:00,2024-02-18 02:30:00,111
L01-0423,P013,L01,2024-02-17 11:08:00,2024-02-18 01:08:00,145
L01-0424,P007,L01,2024-02-17 08:23:00,2024-02-17 18:23:00,189
L01-0425,P004,L01,2024-02-17 10:34:00,2024-02-17 21:34:00,320
L01-0426,P004,L01,2024-02-17 13:12:00,2024-02-18 02:12:00,328
L01-0427,P006,L01,2024-02-17 08:53:00,2024-02-17 18:53:00,242
L01-0428,P015,L01,2024-02-17 23:23:00,2024-02-18 07:53:00,327
L01-0429,P013,L01,2024-02-17 06:18:00,2024-02-18 00:18:00,204
L01-0430,P011,L01,2024-02-17 16:39:00,2024-02-18 09:39:00,305
L01-0431,P011,L01,2024-02-17 10:27:00,2024-02-17 21:30:00,294
L01-0432,P007,L01,2024-02-17 08:38:00,2024-02-17 15:38:00,232
L01-0433,P015,L01,2024-02-17 12:00:00,2024-02-18 01:00:00,149
L01-0434,P005,L01,2024-02-17 08:56:00,2024-02-17 17:56:00,242
L01-0435,P016,L01,2024-02-17 19:24:00,2024-02-18 14:24:00,225
L01-0436,P007,L01,2024-02-17 18:57:00,2024-02-18 01:57:00,350
L01-0437,P006,L01,2024-02-17 19:11:00,2024-02-18 06:11:00,166
L01-0438,P008,L01,2024-02-17 11:39:00,2024-02-18 02:39:00,145
L01-0439,P012,L01,2024-02-17 08:11:00,2024-02-17 21:30:00,164
L02-0292,P024,L02,2024-02-17 06:07:00,2024-02-17 21:30:00,217
L02-0293,P020,L02,2024-02-17 14:04:00,2024-02-18 00:04:00,228
L02-0294,P023,L02,2024-02-17 07:36:00,2024-02-18 01:36:00,97
L02-0295,P017,L02,2024-02-17 23:21:00,2024-02-18 06:50:00,353
L02-0296,P007,L02,2024-02-17 18:27:00,2024-02-18 10:27:00,134
L02-0297,P022,L02,2024-02-17 14:02:00,2024-02-17 21:02:00,89
L02-0298,P005,L02,2024-02-17 13:14:00,2024-02-17 21:30:00,213
L02-0299,P022,L02,2024-02-17 22:40:00,2024-02-18 04:59:00,302
L02-0300,P024,L02,2024-02-17 07:10:00,2024-02-17 19:10:00,355
L02-0301,P007,L02,2024-02-17 09:57:00,2024-02-17 21:30:00,117
L02-0302,P019,L02,2024-02-17 18:54:00,2024-02-18 00:54:00,344
L02-0303,P021,L02,2024-02-17 18:21:00,2024-02-18 02:21:00,308
L02-0304,P021,L02,2024-02-17 10:25:00,2024-02-18 03:25:00,398
L02-0305,P004,L02,2024-02-17 17:24:00,2024-02-18 01:24:00,369
L03-0355,P018,L03,2024-02-17 10:12:00,2024-02-18 00:12:00,313
L03-0356,P013,L03,2024-02-17 12:28:00,2024-02-17 18:28:00,370
L03-0357,P018,L03,2024-02-17 08:31:00,2024-02-17 14:31:00,221
L03-0358,P021,L03,2024-02-17 14:40:00,2024-02-17 20:40:00,278
L03-0359,P009,L03,2024-02-17 09:12:00,2024-02-17 21:30:00,222
L03-0360,P022,L03,2024-02-17 10:29:00,2024-02-17 19:29:00,262
L03-0361,P009,L03,2024-02-17 22:41:00,2024-02-18 03:43:00,196
L03-0362,P010,L03,2024-02-17 16:02:00,2024-02-17 21:30:00,250
L03-0363,P020,L03,2024-02-17 06:41:00,2024-02-17 17:41:00,285
L03-0364,P018,L03,2024-02-17 22:37:00,2024-02-18 05:19:00,106
L03-0365,P024,L03,2024-02-17 16:27:00,2024-02-18 08:27:00,399
L03-0366,P018,L03,2024-02-17 14:50:00,2024-02-17 21:30:00,98
L03-0367,P015,L03,2024-02-17 15:20:00,2024-02-18 03:20:00,116
L03-0368,P019,L03,2024-02-17 10:28:00,2024-02-17 20:28:00,237
L03-0369,P021,L03,2024-02-17 16:49:00,2024-02-18 07:49:00,375
L03-0370,P019,L03,2024-02-17 16:19:00,2024-02-18 07:19:00,307
L03-0371,P014,L03,2024-02-17 14:42:00,2024-02-17 21:30:00,332
L03-0372,P024,L03,2024-02-17 17:51:00,2024-02-18 05:51:00,363
L03-0373,P013,L03,2024-02-17 19:00:00,2024-02-18 07:00:00,381
L01-0440,P012,L01,2024-02-18 07:26:00,2024-02-18 19:26:00,165
L01-0441,P015,L01,2024-02-18 18:31:00,2024-02-19 12:31:00,376
L01-0442,P001,L01,2024-02-18 16:00:00,2024-02-19 06:00:00,373
L01-0443,P016,L01,2024-02-18 19:38:00,2024-02-19 09:38:00,251
L01-0444,P008,L01,2024-02-18 13:28:00,2024-02-19 06:28:00,326
L01-0445,P002,L01,2024-02-18 09:10:00,2024-02-18 20:10:00,98
L01-0446,P013,L01,2024-02-18 22:15:00,2024-02-19 02:22:00,310
L01-0447,P001,L01,2024-02-18 18:28:00,2024-02-19 04:28:00,336
L01-0448,P006,L01,2024-02-18 09:22:00,2024-02-18 21:30:00,336
L01-0449,P004,L01,2024-02-18 13:58:00,2024-02-19 08:58:00,85
L01-0450,P013,L01,2024-02-18 17:44:00,2024-02-19 04:44:00,313
L01-0451,P007,L01,2024-02-18 14:44:00,2024-02-19 06:44:00,347
L01-0452,P011,L01,2024-02-18 08:56:00,2024-02-18 14:56:00,151
L01-0453,P002,L01,2024-02-18 14:24:00,2024-02-18 20:24:00,278
L01-0454,P012,L01,2024-02-18 13:53:00,2024-02-19 06:53:00,138
L01-0455,P012,L01,2024-02-18 22:42:00,2024-02-19 05:27:00,269
L01-0456,P005,L01,2024-02-18 12:35:00,2024-02-19 02:35:00,384
L01-0457,P015,L01,2024-02-18 18:23:00,2024-02-19 10:23:00,393
L01-0458,P008,L01,2024-02-18 22:47:00,2024-02-19 01:00:00,162
L01-0459,P011,L01,2024-02-18 12:20:00,2024-02-19 02:20:00,254
L01-0460,P003,L01,2024-02-18 23:41:00,2024-02-19 02:21:00,189
L01-0461,P015,L01,2024-02-18 18:22:00,2024-02-19 11:22:00,385
L01-0462,P004,L01,2024-02-18 23:25:00,2024-02-19 03:27:00,176
L01-0463,P011,L01,2024-02-18 09:27:00,2024-02-19 01:27:00,150
L01-0464,P002,L01,2024-02-18 14:01:00,2024-02-19 01:01:00,80
L01-0465,P001,L01,2024-02-18 14:10:00,2024-02-19 07:10:00,189
L01-0466,P003,L01,2024-02-18 18:21:00,2024-02-19 13:21:00,315
L01-0467,P016,L01,2024-02-18 17:37:00,2024-02-19 08:37:00,348
L01-0468,P004,L01,2024-02-18 19:39:00,2024-02-19 11:39:00,396
L02-0306,P020,L02,2024-02-18 14:23:00,2024-02-19 05:23:00,136
L02-0307,P023,L02,2024-02-18 18:29:00,2024-02-19 05:29:00,323
L02-0308,P004,L02,2024-02-18 16:38:00,2024-02-19 04:38:00,199
L02-0309,P024,L02,2024-02-18 09:18:00,2024-02-18 17:18:00,200
L02-0310,P006,L02,2024-02-18 23:48:00,2024-02-19 04:35:00,247
L02-0311,P021,L02,2024-02-18 16:51:00,2024-02-19 10:51:00,222
L02-0312,P007,L02,2024-02-18 22:59:00,2024-02-19 02:50:00,322
L02-0313,P008,L02,2024-02-18 15:05:00,2024-02-18 21:30:00,142
L02-0314,P020,L02,2024-02-18 16:02:00,2024-02-19 04:02:00,207
L02-0315,P017,L02,2024-02-18 08:46:00,2024-02-18 17:46:00,238
L02-0316,P020,L02,2024-02-18 22:56:00,2024-02-19 06:54:00,174
L02-0317,P002,L02,2024-02-18 08:19:00,2024-02-19 01:19:00,328
L02-0318,P022,L02,2024-02-18 15:56:00,2024-02-18 21:56:00,183
L02-0319,P007,L02,2024-02-18 23:14:00,2024-02-19 02:04:00,394
L02-0320,P021,L02,2024-02-18 12:38:00,2024-02-19 06:38:00,295
L02-0321,P005,L02,2024-02-18 13:35:00,2024-02-19 01:35:00,94
L02-0322,P018,L02,2024-02-18 08:33:00,2024-02-18 18:33:00,173
L02-0323,P018,L02,2024-02-18 07:37:00,2024-02-19 02:37:00,372
L02-0324,P003,L02,2024-02-18 15:40:00,2024-02-19 00:40:00,240
L02-0325,P008,L02,2024-02-18 17:10:00,2024-02-19 01:10:00,201
L03-0374,P021,L03,2024-02-18 19:24:00,2024-02-19 04:24:00,248
L03-0375,P015,L03,2024-02-18 09:04:00,2024-02-19 01:04:00,105
L03-0376,P022,L03,2024-02-18 12:15:00,2024-02-18 18:15:00,321
L03-0377,P015,L03,2024-02-18 23:30:00,2024-02-19 03:27:00,97
L03-0378,P018,L03,2024-02-18 06:54:00,2024-02-18 19:54:00,267
L03-0379,P023,L03,2024-02-18 19:16:00,2024-02-19 05:16:00,224
L03-0380,P017,L03,2024-02-18 17:01:00,2024-02-19 08:01:00,290
L03-0381,P018,L03,2024-02-18 16:54:00,2024-02-19 01:54:00,233
L03-0382,P014,L03,2024-02-18 19:30:00,2024-02-19 09:30:00,142
L03-0383,P023,L03,2024-02-18 11:46:00,2024-02-18 18:46:00,129
L03-0384,P010,L03,2024-02-18 17:52:00,2024-02-19 05:52:00,242
L03-0385,P013,L03,2024-02-18 15:43:00,2024-02-19 10:43:00,265
L01-0469,P011,L01,2024-02-19 11:47:00,2024-02-19 18:47:00,184
L01-0470,P002,L01,2024-02-19 13:10:00,2024-02-20 04:10:00,389
L01-0471,P002,L01,2024-02-19 23:38:00,2024-02-20 07:42:00,310
L01-0472,P012,L01,2024-02-19 08:50:00,2024-02-19 14:50:00,85
L01-0473,P007,L01,2024-02-19 13:35:00,2024-02-20 01:35:00,167
L01-0474,P010,L01,2024-02-19 23:30:00,2024-02-20 03:29:00,369
L01-0475,P012,L01,2024-02-19 08:19:00,2024-02-19 14:19:00,297
L01-0476,P007,L01,2024-02-19 08:46:00,2024-02-19 15:46:00,281
L01-0477,P010,L01,2024-02-19 07:04:00,2024-02-19 21:30:00,277
L01-0478,P009,L01,2024-02-19 17:14:00,2024-02-20 07:14:00,173
L01-0479,P010,L01,2024-02-19 10:29:00,2024-02-19 18:29:00,205
L01-0480,P012,L01,2024-02-19 15:06:00,2024-02-19 21:30:00,357
L01-0481,P007,L01,2024-02-19 16:08:00,2024-02-20 11:08:00,216
L01-0482,P009,L01,2024-02-19 11:36:00,2024-02-19 19:36:00,275
L01-0483,P010,L01,2024-02-19 06:41:00,2024-02-19 12:41:00,113
L01-0484,P003,L01,2024-02-19 06:01:00,2024-02-19 21:30:00,225
L01-0485,P004,L01,2024-02-19 15:44:00,2024-02-20 01:44:00,133
L01-0486,P002,L01,2024-02-19 19:18:00,2024-02-20 02:18:00,202
L01-0487,P004,L01,2024-02-19 16:04:00,2024-02-20 06:04:00,190
L01-0488,P008,L01,2024-02-19 13:42:00,2024-02-19 21:30:00,143
L01-0489,P016,L01,2024-02-19 12:59:00,2024-02-19 20:59:00,342
L01-0490,P015,L01,2024-02-19 08:39:00,2024-02-20 02:39:00,106
L01-0491,P013,L01,2024-02-19 06:30:00,2024-02-19 13:30:00,136
L01-0492,P009,L01,2024-02-19 07:48:00,2024-02-19 15:48:00,359
L01-0493,P004,L01,2024-02-19 16:28:00,2024-02-20 03:28:00,320
L01-0494,P006,L01,2024-02-19 15:45:00,2024-02-20 02:45:00,203
L01-0495,P013,L01,2024-02-19 18:51:00,2024-02-20 00:51:00,128
L01-0496,P015,L01,2024-02-19 14:03:00,2024-02-19 21:03:00,211
L01-0497,P016,L01,2024-02-19 18:11:00,2024-02-20 02:11:00,253
L01-0498,P007,L01,2024-02-19 22:53:00,2024-02-20 02:49:00,223
L01-0499,P008,L01,2024-02-19 13:38:00,2024-02-19 20:38:00,174
L01-0500,P009,L01,2024-02-19 17:31:00,2024-02-20 00:31:00,119
L01-0501,P001,L01,2024-02-19 23:01:00,2024-02-20 05:55:00,135
L01-0502,P002,L01,2024-02-19 09:04:00,2024-02-19 21:04:00,106
L01-0503,P001,L01,2024-02-19 17:59:00,2024-02-20 07:59:00,168
L01-0504,P012,L01,2024-02-19 08:31:00,2024-02-20 00:31:00,350
L02-0326,P003,L02,2024-02-19 15:55:00,2024-02-19 21:55:00,282
L02-0327,P024,L02,2024-02-19 19:23:00,2024-02-20 02:23:00,84
L02-0328,P023,L02,2024-02-19 07:08:00,2024-02-19 16:08:00,117
L02-0329,P006,L02,2024-02-19 10:08:00,2024-02-20 00:08:00,107
L02-0330,P007,L02,2024-02-19 11:14:00,2024-02-19 20:14:00,126
L02-0331,P008,L02,2024-02-19 23:15:00,2024-02-20 04:32:00,283
L02-0332,P001,L02,2024-02-19 16:15:00,2024-02-20 08:15:00,190
L02-0333,P023,L02,2024-02-19 14:16:00,2024-02-20 03:16:00,132
L02-0334,P021,L02,2024-02-19 14:00:00,2024-02-20 00:00:00,235
L02-0335,P006,L02,2024-02-19 22:42:00,2024-02-20 06:27:00,97
L02-0336,P017,L02,2024-02-19 19:51:00,2024-02-20 06:51:00,239
L02-0337,P007,L02,2024-02-19 23:25:00,2024-02-20 04:20:00,180
L02-0338,P004,L02,2024-02-19 19:23:00,2024-02-20 11:23:00,188
L02-0339,P005,L02,2024-02-19 13:03:00,2024-02-20 05:03:00,273
L03-0386,P010,L03,2024-02-19 18:42:00,2024-02-20 03:42:00,382
L03-0387,P020,L03,2024-02-19 19:26:00,2024-02-20 10:26:00,257
L03-0388,P017,L03,2024-02-19 09:50:00,2024-02-20 02:50:00,168
L03-0389,P014,L03,2024-02-19 18:19:00,2024-02-20 07:19:00,249
L03-0390,P023,L03,2024-02-19 15:39:00,2024-02-20 02:39:00,248
L03-0391,P019,L03,2024-02-19 22:52:00,2024-02-20 06:56:00,87
L03-0392,P018,L03,2024-02-19 22:54:00,2024-02-20 06:42:00,352
L03-0393,P011,L03,2024-02-19 06:41:00,2024-02-19 21:30:00,300
L03-0394,P017,L03,2024-02-19 11:37:00,2024-02-19 21:30:00,206
L03-0395,P020,L03,2024-02-19 08:52:00,2024-02-19 15:52:00,138
L03-0396,P023,L03,2024-02-19 13:19:00,2024-02-19 19:19:00,96
L03-0397,P018,L03,2024-02-19 08:29:00,2024-02-19 16:29:00,375
L03-0398,P011,L03,2024-02-19 22:21:00,2024-02-20 06:23:00,222
L03-0399,P019,L03,2024-02-19 15:39:00,2024-02-20 03:39:00,250
L03-0400,P010,L03,2024-02-19 17:02:00,2024-02-20 11:02:00,385
L03-0401,P014,L03,2024-02-19 13:16:00,2024-02-20 03:16:00,281
L03-0402,P023,L03,2024-02-19 10:32:00,2024-02-19 18:32:00,327
L03-0403,P021,L03,2024-02-19 15:20:00,2024-02-20 02:20:00,302
L01-0505,P015,L01,2024-02-20 14:21:00,2024-02-21 01:21:00,373
L01-0506,P011,L01,2024-02-20 10:11:00,2024-02-20 16:11:00,235
L01-0507,P003,L01,2024-02-20 17:22:00,2024-02-21 01:22:00,350
L01-0508,P011,L01,2024-02-20 06:28:00,2024-02-20 20:28:00,355
L01-0509,P007,L01,2024-02-20 11:24:00,2024-02-20 17:24:00,113
L01-0510,P013,L01,2024-02-20 17:23:00,2024-02-21 12:23:00,137
L01-0511,P008,L01,2024-02-20 17:08:00,2024-02-21 06:08:00,151
L01-0512,P016,L01,2024-02-20 15:16:00,2024-02-21 01:16:00,285
L01-0513,P015,L01,2024-02-20 08:18:00,2024-02-20 15:18:00,108
L01-0514,P001,L01,2024-02-20 08:05:00,2024-02-21 02:05:00,245
L01-0515,P007,L01,2024-02-20 07:37:00,2024-02-21 01:37:00,223
L01-0516,P004,L01,2024-02-20 13:06:00,2024-02-21 03:06:00,362
L01-0517,P008,L01,2024-02-20 13:25:00,2024-02-21 08:25:00,129
L01-0518,P003,L01,2024-02-20 15:55:00,2024-02-21 10:55:00,155
L01-0519,P009,L01,2024-02-20 17:30:00,2024-02-21 01:30:00,228
L01-0520,P003,L01,2024-02-20 11:12:00,2024-02-21 02:12:00,217
L01-0521,P010,L01,2024-02-20 06:14:00,2024-02-21 00:14:00,375
L01-0522,P008,L01,2024-02-20 08:03:00,2024-02-20 18:03:00,250
L01-0523,P016,L01,2024-02-20 17:37:00,2024-02-21 07:37:00,397
L01-0524,P015,L01,2024-02-20 10:55:00,2024-02-21 02:55:00,148
L01-0525,P010,L01,2024-02-20 13:14:00,2024-02-20 21:30:00,368
L01-0526,P008,L01,2024-02-20 16:09:00,2024-02-21 04:09:00,83
L01-0527,P012,L01,2024-02-20 09:11:00,2024-02-20 17:11:00,104
L01-0528,P011,L01,2024-02-20 10:46:00,2024-02-20 21:30:00,161
L01-0529,P003,L01,2024-02-20 06:25:00,2024-02-20 12:25:00,328
L01-0530,P007,L01,2024-02-20 10:33:00,2024-02-20 21:30:00,202
L01-0531,P016,L01,2024-02-20 09:35:00,2024-02-21 01:35:00,321
L01-0532,P006,L01,2024-02-20 14:21:00,2024-02-21 00:21:00,246
L01-0533,P001,L01,2024-02-20 08:03:00,2024-02-20 20:03:00,103
L01-0534,P014,L01,2024-02-20 06:13:00,2024-02-20 19:13:00,200
L02-0340,P019,L02,2024-02-20 13:31:00,2024-02-21 08:31:00,146
L02-0341,P019,L02,2024-02-20 14:35:00,2024-02-21 07:35:00,299
L02-0342,P001,L02,2024-02-20 16:54:00,2024-02-21 11:54:00,384
L02-0343,P021,L02,2024-02-20 19:57:00,2024-02-21 08:57:00,372
L02-0344,P006,L02,2024-02-20 23:38:00,2024-02-21 05:10:00,374
L02-0345,P019,L02,2024-02-20 10:58:00,2024-02-20 21:30:00,116
L02-0346,P005,L02,2024-02-20 06:46:00,2024-02-20 12:46:00,367
L02-0347,P007,L02,2024-02-20 15:17:00,2024-02-21 10:17:00,272
L02-0348,P020,L02,2024-02-20 12:03:00,2024-02-21 05:03:00,112
L02-0349,P023,L02,2024-02-20 07:58:00,2024-02-20 21:30:00,103
L03-0404,P017,L03,2024-02-20 10:40:00,2024-02-20 21:30:00,274
L03-0405,P021,L03,2024-02-20 18:26:00,2024-02-21 06:26:00,169
L03-0406,P017,L03,2024-02-20 13:41:00,2024-02-21 00:41:00,306
L03-0407,P023,L03,2024-02-20 19:52:00,2024-02-21 03:52:00,153
L03-0408,P015,L03,2024-02-20 10:47:00,2024-02-21 00:47:00,122
L03-0409,P021,L03,2024-02-20 16:21:00,2024-02-21 10:21:00,120
L03-0410,P022,L03,2024-02-20 23:50:00,2024-02-21 05:46:00,190
L03-0411,P014,L03,2024-02-20 22:16:00,2024-02-21 02:45:00,148
L03-0412,P019,L03,2024-02-20 13:12:00,2024-02-21 04:12:00,149
L03-0413,P016,L03,2024-02-20 23:35:00,2024-02-21 03:41:00,201
L03-0414,P015,L03,2024-02-20 15:45:00,2024-02-21 10:45:00,195
L03-0415,P021,L03,2024-02-20 12:57:00,2024-02-21 03:57:00,343
L03-0416,P012,L03,2024-02-20 07:42:00,2024-02-20 21:42:00,368
L03-0417,P010,L03,2024-02-20 15:39:00,2024-02-21 03:39:00,358
L03-0418,P016,L03,2024-02-20 18:29:00,2024-02-21 00:29:00,394
L01-0535,P005,L01,2024-02-21 10:51:00,2024-02-21 19:51:00,299
L01-0536,P013,L01,2024-02-21 23:12:00,2024-02-22 04:15:00,126
L01-0537,P011,L01,2024-02-21 15:29:00,2024-02-22 07:29:00,390
L01-0538,P002,L01,2024-02-21 13:29:00,2024-02-21 20:29:00,153
L01-0539,P015,L01,2024-02-21 08:52:00,2024-02-21 21:52:00,242
L01-0540,P002,L01,2024-02-21 19:16:00,2024-02-22 10:16:00,80
L01-0541,P008,L01,2024-02-21 08:26:00,2024-02-21 14:26:00,318
L01-0542,P007,L01,2024-02-21 15:52:00,2024-02-21 21:30:00,263
L01-0543,P007,L01,2024-02-21 13:03:00,2024-02-22 01:03:00,297
L01-0544,P016,L01,2024-02-21 10:14:00,2024-02-21 20:14:00,118
L01-0545,P004,L01,2024-02-21 13:17:00,2024-02-22 04:17:00,140
L01-0546,P010,L01,2024-02-21 10:01:00,2024-02-21 17:01:00,240
L01-0547,P004,L01,2024-02-21 13:24:00,2024-02-22 05:24:00,223
L01-0548,P015,L01,2024-02-21 17:24:00,2024-02-22 00:24:00,295
L01-0549,P012,L01,2024-02-21 11:04:00,2024-02-21 21:30:00,392
L01-0550,P007,L01,2024-02-21 14:28:00,2024-02-22 09:28:00,378
L01-0551,P002,L01,2024-02-21 22:19:00,2024-02-22 03:41:00,274
L01-0552,P003,L01,2024-02-21 13:16:00,2024-02-22 01:16:00,189
L01-0553,P004,L01,2024-02-21 08:56:00,2024-02-21 21:30:00,192
L01-0554,P007,L01,2024-02-21 06:25:00,2024-02-21 21:30:00,192
L01-0555,P015,L01,2024-02-21 19:27:00,2024-02-22 01:27:00,298
L01-0556,P002,L01,2024-02-21 19:37:00,2024-02-22 02:37:00,160
L01-0557,P010,L01,2024-02-21 12:24:00,2024-02-22 03:24:00,215
L01-0558,P006,L01,2024-02-21 10:16:00,2024-02-21 16:16:00,230
L01-0559,P001,L01,2024-02-21 09:10:00,2024-02-21 16:10:00,273
L01-0560,P010,L01,2024-02-21 11:38:00,2024-02-21 18:38:00,185
