account_id,segment,valid_from,valid_to
ACC01291,SMB,2020-01-01,
ACC01292,SMB,2020-01-01,
ACC01293,SMB,2020-01-01,2025-03-31
ACC01293,Mid-Market,2025-04-01,
ACC01294,SMB,2020-01-01,2025-03-31
ACC01294,Mid-Market,2025-04-01,
ACC01295,SMB,2020-01-01,2025-03-31
ACC01295,Mid-Market,2025-04-01,
ACC01296,SMB,2020-01-01,
ACC01297,SMB,2020-01-01,
ACC01298,SMB,2020-01-01,
ACC01299,SMB,2020-01-01,
ACC01300,SMB,2020-01-01,
ACC01301,Mid-Market,2020-01-01,
ACC01302,SMB,2020-01-01,
ACC01303,SMB,2020-01-01,
ACC01304,SMB,2020-01-01,
ACC01305,Enterprise,2020-01-01,
ACC01306,Enterprise,2020-01-01,
ACC01307,SMB,2020-01-01,
ACC01308,SMB,2020-01-01,
ACC01309,SMB,2020-01-01,
ACC01310,SMB,2020-01-01,
ACC01311,SMB,2020-01-01,
ACC01312,SMB,2020-01-01,
ACC01313,SMB,2020-01-01,2025-03-31
ACC01313,Mid-Market,2025-04-01,
ACC01314,Mid-Market,2020-01-01,
ACC01315,SMB,2020-01-01,
ACC01316,Mid-Market,2020-01-01,
ACC01317,SMB,2020-01-01,
ACC01318,Enterprise,2020-01-01,
ACC01319,SMB,2020-01-01,
ACC01320,SMB,2020-01-01,
ACC01321,SMB,2020-01-01,
ACC01322,SMB,2020-01-01,
ACC01323,SMB,2020-01-01,
ACC01324,SMB,2020-01-01,
ACC01325,Mid-Market,2020-01-01,
ACC01326,SMB,2020-01-01,
ACC01327,SMB,2020-01-01,
ACC01328,SMB,2020-01-01,
ACC01329,SMB,2020-01-01,
ACC01330,SMB,2020-01-01,
ACC01331,Mid-Market,2020-01-01,
ACC01332,SMB,2020-01-01,
ACC01333,SMB,2020-01-01,
ACC01334,SMB,2020-01-01,
ACC01335,SMB,2020-01-01,
ACC01336,SMB,2020-01-01,
ACC01337,SMB,2020-01-01,
ACC01338,Mid-Market,2020-01-01,
ACC01339,SMB,2020-01-01,
ACC01340,SMB,2020-01-01,
ACC01341,SMB,2020-01-01,
ACC01342,SMB,2020-01-01,
ACC01343,Enterprise,2020-01-01,
ACC01344,SMB,2020-01-01,
ACC01345,Mid-Market,2020-01-01,
ACC01346,SMB,2020-01-01,
ACC01347,Mid-Market,2020-01-01,
ACC01348,SMB,2020-01-01,
ACC01349,SMB,2020-01-01,
ACC01350,SMB,2020-01-01,2025-03-31
ACC01350,Mid-Market,2025-04-01,
ACC01351,Mid-Market,2020-01-01,
ACC01352,SMB,2020-01-01,
ACC01353,SMB,2020-01-01,
ACC01354,Mid-Market,2020-01-01,
ACC01355,Enterprise,2020-01-01,
ACC01356,SMB,2020-01-01,
ACC01357,SMB,2020-01-01,
ACC01358,Mid-Market,2020-01-01,
ACC01359,SMB,2020-01-01,2025-03-31
ACC01359,Mid-Market,2025-04-01,
ACC01360,SMB,2020-01-01,
ACC01361,Mid-Market,2020-01-01,
ACC01362,SMB,2020-01-01,
ACC01363,Enterprise,2020-01-01,
ACC01364,SMB,2020-01-01,
ACC01365,Mid-Market,2020-01-01,
ACC01366,SMB,2020-01-01,
ACC01367,SMB,2020-01-01,
ACC01368,SMB,2020-01-01,
ACC01369,SMB,2020-01-01,
ACC01370,Mid-Market,2020-01-01,
ACC01371,SMB,2020-01-01,
ACC01372,Mid-Market,2020-01-01,
ACC01373,SMB,2020-01-01,
ACC01374,SMB,2020-01-01,
ACC01375,SMB,2020-01-01,
ACC01376,Mid-Market,2020-01-01,
ACC01377,Mid-Market,2020-01-01,
ACC01378,SMB,2020-01-01,2025-03-31
ACC01378,Mid-Market,2025-04-01,
ACC01379,SMB,2020-01-01,
ACC01380,SMB,2020-01-01,
ACC01381,SMB,2020-01-01,
ACC01382,SMB,2020-01-01,
ACC01383,Mid-Market,2020-01-01,
ACC01384,Mid-Market,2020-01-01,
ACC01385,SMB,2020-01-01,2025-03-31
ACC01385,Mid-Market,2025-04-01,
ACC01386,SMB,2020-01-01,
ACC01387,SMB,2020-01-01,
ACC01388,SMB,2020-01-01,
ACC01389,SMB,2020-01-01,
ACC01390,Enterprise,2020-01-01,
ACC01391,SMB,2020-01-01,
ACC01392,Enterprise,2020-01-01,
ACC01393,SMB,2020-01-01,2025-03-31
ACC01393,Mid-Market,2025-04-01,
ACC01394,SMB,2020-01-01,
ACC01395,Mid-Market,2020-01-01,
ACC01396,SMB,2020-01-01,
ACC01397,SMB,2020-01-01,
ACC01398,Mid-Market,2020-01-01,
ACC01399,Mid-Market,2020-01-01,
ACC01400,SMB,2020-01-01,2025-03-31
ACC01400,Mid-Market,2025-04-01,
ACC01401,Enterprise,2020-01-01,
ACC01402,SMB,2020-01-01,
ACC01403,Mid-Market,2020-01-01,
ACC01404,SMB,2020-01-01,
ACC01405,SMB,2020-01-01,
ACC01406,SMB,2020-01-01,
ACC01407,Mid-Market,2020-01-01,
ACC01408,Enterprise,2020-01-01,
ACC01409,SMB,2020-01-01,2025-03-31
ACC01409,Mid-Market,2025-04-01,
ACC01410,Enterprise,2020-01-01,
ACC01411,SMB,2020-01-01,
ACC01412,Enterprise,2020-01-01,
ACC01413,SMB,2020-01-01,
ACC01414,Mid-Market,2020-01-01,
ACC01415,SMB,2020-01-01,
ACC01416,Mid-Market,2020-01-01,
ACC01417,SMB,2020-01-01,
ACC01418,Mid-Market,2020-01-01,
ACC01419,SMB,2020-01-01,
ACC01420,SMB,2020-01-01,
ACC01421,SMB,2020-01-01,
ACC01422,SMB,2020-01-01,
ACC01423,Mid-Market,2020-01-01,
ACC01424,SMB,2020-01-01,
ACC01425,Mid-Market,2020-01-01,
ACC01426,SMB,2020-01-01,
ACC01427,SMB,2020-01-01,
ACC01428,Enterprise,2020-01-01,
ACC01429,SMB,2020-01-01,
ACC01430,SMB,2020-01-01,
ACC01431,Mid-Market,2020-01-01,
ACC01432,SMB,2020-01-01,
ACC01433,Enterprise,2020-01-01,
ACC01434,SMB,2020-01-01,
ACC01435,SMB,2020-01-01,
ACC01436,Mid-Market,2020-01-01,
ACC01437,Mid-Market,2020-01-01,
ACC01438,Mid-Market,2020-01-01,
ACC01439,SMB,2020-01-01,2025-03-31
ACC01439,Mid-Market,2025-04-01,
ACC01440,SMB,2020-01-01,
ACC01441,SMB,2020-01-01,
ACC01442,SMB,2020-01-01,
ACC01443,Mid-Market,2020-01-01,
ACC01444,SMB,2020-01-01,2025-03-31
ACC01444,Mid-Market,2025-04-01,
ACC01445,Mid-Market,2020-01-01,
ACC01446,SMB,2020-01-01,
ACC01447,SMB,2020-01-01,
ACC01448,SMB,2020-01-01,
ACC01449,Mid-Market,2020-01-01,
ACC01450,SMB,2020-01-01,2025-03-31
ACC01450,Mid-Market,2025-04-01,
ACC01451,SMB,2020-01-01,2025-03-31
ACC01451,Mid-Market,2025-04-01,
ACC01452,SMB,2020-01-01,
ACC01453,Enterprise,2020-01-01,
ACC01454,SMB,2020-01-01,
ACC01455,SMB,2020-01-01,
ACC01456,SMB,2020-01-01,
ACC01457,Enterprise,2020-01-01,
ACC01458,Enterprise,2020-01-01,
ACC01459,Mid-Market,2020-01-01,
ACC01460,Mid-Market,2020-01-01,
ACC01461,SMB,2020-01-01,
ACC01462,SMB,2020-01-01,2025-03-31
ACC01462,Mid-Market,2025-04-01,
ACC01463,Mid-Market,2020-01-01,
ACC01464,SMB,2020-01-01,
ACC01465,SMB,2020-01-01,
ACC01466,Enterprise,2020-01-01,
ACC01467,SMB,2020-01-01,
ACC01468,SMB,2020-01-01,
ACC01469,SMB,2020-01-01,
ACC01470,SMB,2020-01-01,2025-03-31
ACC01470,Mid-Market,2025-04-01,
ACC01471,Enterprise,2020-01-01,
ACC01472,Mid-Market,2020-01-01,
ACC01473,SMB,2020-01-01,2025-03-31
ACC01473,Mid-Market,2025-04-01,
ACC01474,SMB,2020-01-01,
ACC01475,SMB,2020-01-01,
ACC01476,SMB,2020-01-01,
ACC01477,SMB,2020-01-01,2025-03-31
ACC01477,Mid-Market,2025-04-01,
ACC01478,SMB,2020-01-01,2025-03-31
ACC01478,Mid-Market,2025-04-01,
ACC01479,SMB,2020-01-01,2025-03-31
ACC01479,Mid-Market,2025-04-01,
ACC01480,SMB,2020-01-01,2025-03-31
ACC01480,Mid-Market,2025-04-01,
ACC01481,SMB,2020-01-01,2025-03-31
ACC01481,Mid-Market,2025-04-01,
ACC01482,SMB,2020-01-01,
ACC01483,SMB,2020-01-01,
ACC01484,SMB,2020-01-01,
ACC01485,Mid-Market,2020-01-01,
ACC01486,Mid-Market,2020-01-01,
ACC01487,SMB,2020-01-01,
ACC01488,SMB,2020-01-01,2025-03-31
ACC01488,Mid-Market,2025-04-01,
ACC01489,SMB,2020-01-01,
ACC01490,SMB,2020-01-01,
ACC01491,SMB,2020-01-01,
ACC01492,Mid-Market,2020-01-01,
ACC01493,SMB,2020-01-01,
ACC01494,SMB,2020-01-01,
ACC01495,SMB,2020-01-01,
ACC01496,SMB,2020-01-01,
ACC01497,SMB,2020-01-01,
ACC01498,Mid-Market,2020-01-01,
ACC01499,SMB,2020-01-01,
ACC01500,SMB,2020-01-01,
ACC01501,SMB,2020-01-01,2025-03-31
ACC01501,Mid-Market,2025-04-01,
ACC01502,SMB,2020-01-01,2025-03-31
ACC01502,Mid-Market,2025-04-01,
ACC01503,Mid-Market,2020-01-01,
ACC01504,Mid-Market,2020-01-01,
ACC01505,SMB,2020-01-01,
ACC01506,SMB,2020-01-01,
ACC01507,SMB,2020-01-01,
ACC01508,SMB,2020-01-01,
ACC01509,SMB,2020-01-01,
ACC01510,SMB,2020-01-01,
ACC01511,SMB,2020-01-01,
ACC01512,SMB,2020-01-01,2025-03-31
ACC01512,Mid-Market,2025-04-01,
ACC01513,SMB,2020-01-01,2025-03-31
ACC01513,Mid-Market,2025-04-01,
ACC01514,SMB,2020-01-01,
ACC01515,SMB,2020-01-01,
ACC01516,Enterprise,2020-01-01,
ACC01517,Mid-Market,2020-01-01,
ACC01518,SMB,2020-01-01,
ACC01519,SMB,2020-01-01,
ACC01520,SMB,2020-01-01,
ACC01521,SMB,2020-01-01,
ACC01522,Mid-Market,2020-01-01,
ACC01523,SMB,2020-01-01,2025-03-31
ACC01523,Mid-Market,2025-04-01,
ACC01524,SMB,2020-01-01,
ACC01525,Mid-Market,2020-01-01,
ACC01526,Mid-Market,2020-01-01,
ACC01527,SMB,2020-01-01,
ACC01528,SMB,2020-01-01,
ACC01529,SMB,2020-01-01,
ACC01530,SMB,2020-01-01,
ACC01531,SMB,2020-01-01,
ACC01532,SMB,2020-01-01,2025-03-31
ACC01532,Mid-Market,2025-04-01,
ACC01533,SMB,2020-01-01,2025-03-31
ACC01533,Mid-Market,2025-04-01,
ACC01534,SMB,2020-01-01,
ACC01535,SMB,2020-01-01,
ACC01536,SMB,2020-01-01,2025-03-31
ACC01536,Mid-Market,2025-04-01,
ACC01537,SMB,2020-01-01,
ACC01538,SMB,2020-01-01,
ACC01539,SMB,2020-01-01,
ACC01540,SMB,2020-01-01,
ACC01541,SMB,2020-01-01,2025-03-31
ACC01541,Mid-Market,2025-04-01,
ACC01542,SMB,2020-01-01,
ACC01543,SMB,2020-01-01,
ACC01544,Mid-Market,2020-01-01,
ACC01545,SMB,2020-01-01,
ACC01546,Enterprise,2020-01-01,
ACC01547,SMB,2020-01-01,2025-03-31
ACC01547,Mid-Market,2025-04-01,
ACC01548,SMB,2020-01-01,2025-03-31
ACC01548,Mid-Market,2025-04-01,
ACC01549,Enterprise,2020-01-01,
ACC01550,SMB,2020-01-01,
ACC01551,SMB,2020-01-01,
ACC01552,SMB,2020-01-01,
ACC01553,SMB,2020-01-01,
ACC01554,Mid-Market,2020-01-01,
ACC01555,SMB,2020-01-01,
ACC01556,SMB,2020-01-01,
ACC01557,SMB,2020-01-01,
ACC01558,Mid-Market,2020-01-01,
ACC01559,SMB,2020-01-01,
ACC01560,Enterprise,2020-01-01,
ACC01561,SMB,2020-01-01,
ACC01562,SMB,2020-01-01,
ACC01563,SMB,2020-01-01,2025-03-31
ACC01563,Mid-Market,2025-04-01,
ACC01564,Mid-Market,2020-01-01,
ACC01565,SMB,2020-01-01,
ACC01566,Enterprise,2020-01-01,
ACC01567,Enterprise,2020-01-01,
ACC01568,SMB,2020-01-01,
ACC01569,SMB,2020-01-01,
ACC01570,SMB,2020-01-01,
ACC01571,SMB,2020-01-01,
ACC01572,Mid-Market,2020-01-01,
ACC01573,SMB,2020-01-01,
ACC01574,SMB,2020-01-01,
ACC01575,Enterprise,2020-01-01,
ACC01576,SMB,2020-01-01,2025-03-31
ACC01576,Mid-Market,2025-04-01,
ACC01577,SMB,2020-01-01,
ACC01578,SMB,2020-01-01,
ACC01579,SMB,2020-01-01,
ACC01580,SMB,2020-01-01,
ACC01581,SMB,2020-01-01,
ACC01582,SMB,2020-01-01,
ACC01583,SMB,2020-01-01,
ACC01584,SMB,2020-01-01,
ACC01585,Enterprise,2020-01-01,
ACC01586,SMB,2020-01-01,2025-03-31
ACC01586,Mid-Market,2025-04-01,
ACC01587,SMB,2020-01-01,
ACC01588,SMB,2020-01-01,
ACC01589,SMB,2020-01-01,
ACC01590,SMB,2020-01-01,
ACC01591,SMB,2020-01-01,
ACC01592,SMB,2020-01-01,
ACC01593,Enterprise,2020-01-01,
ACC01594,SMB,2020-01-01,
ACC01595,SMB,2020-01-01,2025-03-31
ACC01595,Mid-Market,2025-04-01,
ACC01596,Mid-Market,2020-01-01,
ACC01597,SMB,2020-01-01,
ACC01598,Mid-Market,2020-01-01,
ACC01599,SMB,2020-01-01,
ACC01600,SMB,2020-01-01,
ACC01601,Enterprise,2020-01-01,
ACC01602,SMB,2020-01-01,
ACC01603,SMB,2020-01-01,
ACC01604,SMB,2020-01-01,
ACC01605,SMB,2020-01-01,
ACC01606,SMB,2020-01-01,
ACC01607,Enterprise,2020-01-01,
ACC01608,SMB,2020-01-01,
ACC01609,SMB,2020-01-01,
ACC01610,SMB,2020-01-01,
ACC01611,SMB,2020-01-01,
ACC01612,SMB,2020-01-01,
ACC01613,SMB,2020-01-01,2025-03-31
ACC01613,Mid-Market,2025-04-01,
ACC01614,SMB,2020-01-01,2025-03-31
ACC01614,Mid-Market,2025-04-01,
ACC01615,SMB,2020-01-01,
ACC01616,SMB,2020-01-01,
ACC01617,Enterprise,2020-01-01,
ACC01618,Enterprise,2020-01-01,
ACC01619,SMB,2020-01-01,
ACC01620,SMB,2020-01-01,
ACC01621,Mid-Market,2020-01-01,
ACC01622,Enterprise,2020-01-01,
ACC01623,SMB,2020-01-01,
ACC01624,Mid-Market,2020-01-01,
ACC01625,Mid-Market,2020-01-01,
ACC01626,SMB,2020-01-01,2025-03-31
ACC01626,Mid-Market,2025-04-01,
ACC01627,SMB,2020-01-01,
ACC01628,SMB,2020-01-01,
ACC01629,SMB,2020-01-01,
ACC01630,SMB,2020-01-01,
ACC01631,SMB,2020-01-01,
ACC01632,Mid-Market,2020-01-01,
ACC01633,SMB,2020-01-01,
ACC01634,SMB,2020-01-01,
ACC01635,SMB,2020-01-01,
ACC01636,SMB,2020-01-01,
ACC01637,SMB,2020-01-01,2025-03-31
ACC01637,Mid-Market,2025-04-01,
ACC01638,Mid-Market,2020-01-01,
ACC01639,SMB,2020-01-01,
ACC01640,SMB,2020-01-01,
ACC01641,SMB,2020-01-01,2025-03-31
ACC01641,Mid-Market,2025-04-01,
ACC01642,SMB,2020-01-01,
ACC01643,SMB,2020-01-01,
ACC01644,SMB,2020-01-01,
ACC01645,Enterprise,2020-01-01,
ACC01646,Mid-Market,2020-01-01,
ACC01647,Enterprise,2020-01-01,
ACC01648,SMB,2020-01-01,
ACC01649,SMB,2020-01-01,
ACC01650,SMB,2020-01-01,
ACC01651,SMB,2020-01-01,
ACC01652,SMB,2020-01-01,
ACC01653,SMB,2020-01-01,
ACC01654,Enterprise,2020-01-01,
ACC01655,Enterprise,2020-01-01,
ACC01656,Mid-Market,2020-01-01,
ACC01657,Mid-Market,2020-01-01,
ACC01658,SMB,2020-01-01,
ACC01659,SMB,2020-01-01,
ACC01660,Mid-Market,2020-01-01,
ACC01661,SMB,2020-01-01,
ACC01662,SMB,2020-01-01,
ACC01663,SMB,2020-01-01,
ACC01664,SMB,2020-01-01,
ACC01665,SMB,2020-01-01,2025-03-31
ACC01665,Mid-Market,2025-04-01,
ACC01666,SMB,2020-01-01,
ACC01667,SMB,2020-01-01,
ACC01668,Enterprise,2020-01-01,
ACC01669,SMB,2020-01-01,
ACC01670,SMB,2020-01-01,
ACC01671,SMB,2020-01-01,
ACC01672,SMB,2020-01-01,
ACC01673,SMB,2020-01-01,
ACC01674,SMB,2020-01-01,
ACC01675,SMB,2020-01-01,
ACC01676,SMB,2020-01-01,
ACC01677,Mid-Market,2020-01-01,
ACC01678,SMB,2020-01-01,
ACC01679,SMB,2020-01-01,
ACC01680,Mid-Market,2020-01-01,
ACC01681,Mid-Market,2020-01-01,
ACC01682,Enterprise,2020-01-01,
ACC01683,SMB,2020-01-01,
ACC01684,SMB,2020-01-01,2025-03-31
ACC01684,Mid-Market,2025-04-01,
ACC01685,SMB,2020-01-01,
ACC01686,Enterprise,2020-01-01,
ACC01687,SMB,2020-01-01,
ACC01688,SMB,2020-01-01,
ACC01689,SMB,2020-01-01,
ACC01690,Mid-Market,2020-01-01,
ACC01691,Mid-Market,2020-01-01,
ACC01692,SMB,2020-01-01,
ACC01693,Enterprise,2020-01-01,
ACC01694,Mid-Market,2020-01-01,
ACC01695,Enterprise,2020-01-01,
ACC01696,SMB,2020-01-01,
ACC01697,Mid-Market,2020-01-01,
ACC01698,Enterprise,2020-01-01,
ACC01699,Enterprise,2020-01-01,
ACC01700,SMB,2020-01-01,
ACC01701,SMB,2020-01-01,
ACC01702,SMB,2020-01-01,2025-03-31
ACC01702,Mid-Market,2025-04-01,
ACC01703,SMB,2020-01-01,
ACC01704,Mid-Market,2020-01-01,
ACC01705,SMB,2020-01-01,
ACC01706,SMB,2020-01-01,
ACC01707,SMB,2020-01-01,
ACC01708,SMB,2020-01-01,
ACC01709,Enterprise,2020-01-01,
ACC01710,SMB,2020-01-01,
ACC01711,SMB,2020-01-01,
ACC01712,SMB,2020-01-01,
ACC01713,Mid-Market,2020-01-01,
ACC01714,Enterprise,2020-01-01,
ACC01715,SMB,2020-01-01,
ACC01716,SMB,2020-01-01,
ACC01717,SMB,2020-01-01,
ACC01718,SMB,2020-01-01,2025-03-31
ACC01718,Mid-Market,2025-04-01,
ACC01719,Mid-Market,2020-01-01,
ACC01720,Mid-Market,2020-01-01,
ACC01721,SMB,2020-01-01,
ACC01722,SMB,2020-01-01,
ACC01723,Mid-Market,2020-01-01,
ACC01724,SMB,2020-01-01,
ACC01725,Mid-Market,2020-01-01,
ACC01726,SMB,2020-01-01,2025-03-31
ACC01726,Mid-Market,2025-04-01,
ACC01727,SMB,2020-01-01,
ACC01728,Mid-Market,2020-01-01,
ACC01729,SMB,2020-01-01,
ACC01730,Mid-Market,2020-01-01,
ACC01731,SMB,2020-01-01,
ACC01732,Enterprise,2020-01-01,
ACC01733,SMB,2020-01-01,
ACC01734,Mid-Market,2020-01-01,
ACC01735,SMB,2020-01-01,
ACC01736,SMB,2020-01-01,
ACC01737,Mid-Market,2020-01-01,
ACC01738,Enterprise,2020-01-01,
ACC01739,SMB,2020-01-01,2025-03-31
ACC01739,Mid-Market,2025-04-01,
ACC01740,SMB,2020-01-01,2025-03-31
ACC01740,Mid-Market,2025-04-01,
ACC01741,SMB,2020-01-01,
ACC01742,SMB,2020-01-01,
ACC01743,Mid-Market,2020-01-01,
ACC01744,Mid-Market,2020-01-01,
ACC01745,Mid-Market,2020-01-01,
ACC01746,Mid-Market,2020-01-01,
ACC01747,SMB,2020-01-01,
ACC01748,SMB,2020-01-01,
ACC01749,SMB,2020-01-01,
ACC01750,Mid-Market,2020-01-01,
ACC01751,SMB,2020-01-01,
ACC01752,SMB,2020-01-01,
ACC01753,Enterprise,2020-01-01,
ACC01754,SMB,2020-01-01,
ACC01755,SMB,2020-01-01,
ACC01756,SMB,2020-01-01,
ACC01757,SMB,2020-01-01,
ACC01758,SMB,2020-01-01,
ACC01759,SMB,2020-01-01,
ACC01760,SMB,2020-01-01,
ACC01761,Mid-Market,2020-01-01,
ACC01762,SMB,2020-01-01,
ACC01763,SMB,2020-01-01,
ACC01764,SMB,2020-01-01,
ACC01765,Enterprise,2020-01-01,
ACC01766,Enterprise,2020-01-01,
ACC01767,SMB,2020-01-01,
ACC01768,SMB,2020-01-01,
ACC01769,SMB,2020-01-01,
ACC01770,SMB,2020-01-01,
ACC01771,SMB,2020-01-01,
ACC01772,Mid-Market,2020-01-01,
ACC01773,Mid-Market,2020-01-01,
ACC01774,Mid-Market,2020-01-01,
ACC01775,Enterprise,2020-01-01,
ACC01776,SMB,2020-01-01,
ACC01777,SMB,2020-01-01,
ACC01778,SMB,2020-01-01,
ACC01779,Enterprise,2020-01-01,
ACC01780,SMB,2020-01-01,
ACC01781,SMB,2020-01-01,
ACC01782,SMB,2020-01-01,2025-03-31
ACC01782,Mid-Market,2025-04-01,
ACC01783,SMB,2020-01-01,
ACC01784,Enterprise,2020-01-01,
ACC01785,Mid-Market,2020-01-01,
ACC01786,Enterprise,2020-01-01,
ACC01787,SMB,2020-01-01,
ACC01788,SMB,2020-01-01,
ACC01789,Enterprise,2020-01-01,
ACC01790,SMB,2020-01-01,
ACC01791,SMB,2020-01-01,
ACC01792,SMB,2020-01-01,
ACC01793,SMB,2020-01-01,
ACC01794,SMB,2020-01-01,
ACC01795,SMB,2020-01-01,
ACC01796,SMB,2020-01-01,
ACC01797,Mid-Market,2020-01-01,
ACC01798,Mid-Market,2020-01-01,
ACC01799,SMB,2020-01-01,
ACC01800,SMB,2020-01-01,
ACC01801,SMB,2020-01-01,2025-03-31
ACC01801,Mid-Market,2025-04-01,
ACC01802,SMB,2020-01-01,
ACC01803,SMB,2020-01-01,
ACC01804,Mid-Market,2020-01-01,
ACC01805,SMB,2020-01-01,
ACC01806,SMB,2020-01-01,
ACC01807,Mid-Market,2020-01-01,
ACC01808,SMB,2020-01-01,
ACC01809,SMB,2020-01-01,
ACC01810,Mid-Market,2020-01-01,
ACC01811,SMB,2020-01-01,
ACC01812,SMB,2020-01-01,
ACC01813,SMB,2020-01-01,
ACC01814,SMB,2020-01-01,
ACC01815,SMB,2020-01-01,
ACC01816,SMB,2020-01-01,
ACC01817,Mid-Market,2020-01-01,
ACC01818,SMB,2020-01-01,
ACC01819,SMB,2020-01-01,
ACC01820,SMB,2020-01-01,
ACC01821,SMB,2020-01-01,
ACC01822,Mid-Market,2020-01-01,
ACC01823,SMB,2020-01-01,
ACC01824,SMB,2020-01-01,
ACC01825,SMB,2020-01-01,
ACC01826,Mid-Market,2020-01-01,
ACC01827,SMB,2020-01-01,
ACC01828,Mid-Market,2020-01-01,
ACC01829,SMB,2020-01-01,
ACC01830,SMB,2020-01-01,
ACC01831,SMB,2020-01-01,
ACC01832,Mid-Market,2020-01-01,
ACC01833,SMB,2020-01-01,
ACC01834,Mid-Market,2020-01-01,
ACC01835,SMB,2020-01-01,
ACC01836,SMB,2020-01-01,2025-03-31
ACC01836,Mid-Market,2025-04-01,
ACC01837,SMB,2020-01-01,
ACC01838,SMB,2020-01-01,2025-03-31
ACC01838,Mid-Market,2025-04-01,
ACC01839,SMB,2020-01-01,
ACC01840,SMB,2020-01-01,
ACC01841,SMB,2020-01-01,
ACC01842,Mid-Market,2020-01-01,
ACC01843,SMB,2020-01-01,
ACC01844,SMB,2020-01-01,2025-03-31
ACC01844,Mid-Market,2025-04-01,
ACC01845,Mid-Market,2020-01-01,
ACC01846,Mid-Market,2020-01-01,
ACC01847,SMB,2020-01-01,
ACC01848,Mid-Market,2020-01-01,
ACC01849,SMB,2020-01-01,
ACC01850,Mid-Market,2020-01-01,
ACC01851,SMB,2020-01-01,
ACC01852,Mid-Market,2020-01-01,
ACC01853,Enterprise,2020-01-01,
ACC01854,SMB,2020-01-01,
ACC01855,SMB,2020-01-01,
ACC01856,SMB,2020-01-01,2025-03-31
ACC01856,Mid-Market,2025-04-01,
ACC01857,Mid-Market,2020-01-01,
ACC01858,SMB,2020-01-01,2025-03-31
ACC01858,Mid-Market,2025-04-01,
ACC01859,SMB,2020-01-01,
ACC01860,SMB,2020-01-01,
ACC01861,SMB,2020-01-01,
ACC01862,SMB,2020-01-01,2025-03-31
ACC01862,Mid-Market,2025-04-01,
ACC01863,SMB,2020-01-01,
ACC01864,SMB,2020-01-01,
ACC01865,SMB,2020-01-01,
ACC01866,SMB,2020-01-01,
ACC01867,Enterprise,2020-01-01,
ACC01868,SMB,2020-01-01,
ACC01869,SMB,2020-01-01,
ACC01870,SMB,2020-01-01,
ACC01871,SMB,2020-01-01,2025-03-31
ACC01871,Mid-Market,2025-04-01,
ACC01872,SMB,2020-01-01,
ACC01873,SMB,2020-01-01,
ACC01874,Mid-Market,2020-01-01,
ACC01875,Enterprise,2020-01-01,
ACC01876,SMB,2020-01-01,
ACC01877,SMB,2020-01-01,
ACC01878,SMB,2020-01-01,
ACC01879,SMB,2020-01-01,
ACC01880,SMB,2020-01-01,
ACC01881,SMB,2020-01-01,
ACC01882,SMB,2020-01-01,2025-03-31
ACC01882,Mid-Market,2025-04-01,
ACC01883,SMB,2020-01-01,2025-03-31
ACC01883,Mid-Market,2025-04-01,
ACC01884,Mid-Market,2020-01-01,
ACC01885,Enterprise,2020-01-01,
ACC01886,SMB,2020-01-01,
ACC01887,Mid-Market,2020-01-01,
ACC01888,SMB,2020-01-01,2025-03-31
ACC01888,Mid-Market,2025-04-01,
ACC01889,Mid-Market,2020-01-01,
ACC01890,Mid-Market,2020-01-01,
ACC01891,SMB,2020-01-01,
ACC01892,SMB,2020-01-01,
ACC01893,SMB,2020-01-01,
ACC01894,SMB,2020-01-01,
ACC01895,SMB,2020-01-01,2025-03-31
ACC01895,Mid-Market,2025-04-01,
ACC01896,SMB,2020-01-01,
ACC01897,SMB,2020-01-01,
ACC01898,SMB,2020-01-01,
ACC01899,SMB,2020-01-01,
ACC01900,SMB,2020-01-01,
ACC01901,SMB,2020-01-01,2025-03-31
ACC01901,Mid-Market,2025-04-01,
ACC01902,SMB,2020-01-01,
ACC01903,SMB,2020-01-01,2025-03-31
ACC01903,Mid-Market,2025-04-01,
ACC01904,SMB,2020-01-01,
ACC01905,SMB,2020-01-01,
ACC01906,Enterprise,2020-01-01,
ACC01907,SMB,2020-01-01,
ACC01908,SMB,2020-01-01,
ACC01909,SMB,2020-01-01,
ACC01910,SMB,2020-01-01,
ACC01911,SMB,2020-01-01,
ACC01912,SMB,2020-01-01,2025-03-31
ACC01912,Mid-Market,2025-04-01,
ACC01913,Mid-Market,2020-01-01,
ACC01914,SMB,2020-01-01,
ACC01915,SMB,2020-01-01,
ACC01916,SMB,2020-01-01,
ACC01917,SMB,2020-01-01,
ACC01918,Mid-Market,2020-01-01,
ACC01919,SMB,2020-01-01,2025-03-31
ACC01919,Mid-Market,2025-04-01,
ACC01920,SMB,2020-01-01,2025-03-31
ACC01920,Mid-Market,2025-04-01,
ACC01921,SMB,2020-01-01,
ACC01922,SMB,2020-01-01,
ACC01923,SMB,2020-01-01,
ACC01924,Enterprise,2020-01-01,
ACC01925,SMB,2020-01-01,
ACC01926,Enterprise,2020-01-01,
ACC01927,SMB,2020-01-01,
ACC01928,Enterprise,2020-01-01,
ACC01929,Mid-Market,2020-01-01,
ACC01930,Mid-Market,2020-01-01,
ACC01931,SMB,2020-01-01,
ACC01932,SMB,2020-01-01,
ACC01933,Mid-Market,2020-01-01,
ACC01934,SMB,2020-01-01,
ACC01935,Enterprise,2020-01-01,
