account_id,current_segment,billing_currency,monthly_recurring_revenue,signup_date,status,is_test_account
ACC02564,smb,USD,356.99,2024-09-29,active,False
ACC02565,smb,USD,126.75,2022-10-20,active,False
ACC02566,mid_market,USD,2133.49,2022-06-26,active,False
ACC02567,mid_market,USD,2748.38,2018-09-24,active,False
ACC02568,mid_market,USD,303.33,2020-10-23,active,False
ACC02569,smb,USD,177.58,2019-05-22,active,False
ACC02570,mid_market,USD,2254.85,2021-08-09,active,False
ACC02571,mid_market,USD,3149.85,2023-10-13,active,False
ACC02572,smb,USD,282.08,2019-07-28,active,False
ACC02573,smb,USD,202.21,2024-12-22,active,False
ACC02574,smb,USD,102.9,2018-11-28,active,False
ACC02575,mid_market,USD,2052.23,2018-09-09,active,False
ACC02576,mid_market,USD,143.75,2024-10-26,active,False
ACC02577,enterprise,GBP,39928.38,2018-09-14,active,False
ACC02578,mid_market,USD,175.91,2023-02-23,active,False
ACC02579,smb,USD,106.61,2023-05-06,active,False
ACC02580,mid_market,USD,245.12,2020-04-23,active,False
ACC02581,smb,USD,184.77,2018-06-14,active,False
ACC02582,smb,USD,358.47,2020-02-28,active,False
ACC02583,smb,USD,233.7,2018-06-25,active,False
ACC02584,smb,USD,344.38,2022-09-15,active,False
ACC02585,mid_market,EUR,2030.17,2024-03-21,active,False
ACC02586,mid_market,USD,3543.55,2024-12-23,active,False
ACC02587,smb,USD,204.2,2023-08-08,active,False
ACC02588,smb,USD,210.84,2023-06-03,active,False
ACC02589,enterprise,GBP,14304.91,2024-03-03,active,False
ACC02590,smb,USD,91.71,2023-05-22,active,False
ACC02591,smb,USD,342.4,2022-07-21,active,False
ACC02592,smb,USD,305.85,2024-12-21,active,False
ACC02593,mid_market,USD,350.47,2020-04-04,active,False
ACC02594,enterprise,GBP,11838.96,2020-11-21,active,False
ACC02595,mid_market,GBP,872.1,2024-05-05,active,False
ACC02596,mid_market,USD,1349.62,2020-03-05,active,False
ACC02597,mid_market,EUR,1025.3,2020-02-03,active,False
ACC02598,mid_market,USD,229.21,2019-01-24,active,False
ACC02599,smb,GBP,168.49,2019-12-06,active,False
ACC02600,smb,USD,245.95,2022-02-26,active,False
ACC02601,mid_market,EUR,1723.49,2024-03-15,active,False
ACC02602,smb,USD,384.2,2018-12-15,active,False
ACC02603,mid_market,USD,2206.1,2022-10-07,active,False
ACC02604,smb,USD,186.4,2023-05-13,active,False
ACC02605,smb,USD,177.32,2024-04-08,active,False
ACC02606,smb,USD,377.72,2023-04-02,active,False
ACC02607,smb,USD,279.56,2019-02-03,active,False
ACC02608,smb,USD,83.99,2021-06-03,active,False
ACC02609,smb,USD,127.18,2024-08-31,active,False
ACC02610,smb,USD,289.3,2024-05-10,active,False
ACC02611,mid_market,USD,1074.03,2022-04-16,active,False
ACC02612,smb,USD,159.69,2024-09-27,active,False
ACC02613,smb,USD,126.76,2022-09-04,active,False
ACC02614,mid_market,USD,2517.92,2018-06-15,active,False
ACC02615,mid_market,EUR,3528.89,2024-05-25,active,False
ACC02616,smb,USD,281.03,2019-03-06,active,False
ACC02617,enterprise,GBP,24631.58,2020-08-31,active,False
ACC02618,mid_market,USD,2117.19,2019-09-01,active,False
ACC02619,smb,USD,186.15,2023-01-14,active,False
ACC02620,smb,USD,334.91,2018-03-18,active,False
ACC02621,smb,USD,295.9,2022-06-25,active,False
ACC02622,mid_market,EUR,2391.77,2024-01-19,active,False
ACC02623,mid_market,USD,2170.94,2023-07-07,active,False
ACC02624,mid_market,USD,3953.73,2020-02-24,active,False
ACC02625,mid_market,USD,310.84,2024-04-11,active,False
ACC02626,smb,USD,307.01,2020-07-14,active,False
ACC02627,smb,USD,101.23,2022-10-05,active,False
ACC02628,smb,USD,84.15,2021-07-19,active,False
ACC02629,mid_market,USD,3602.56,2018-06-22,active,False
ACC02630,smb,USD,240.07,2018-01-08,active,False
ACC02631,enterprise,GBP,13510.99,2019-04-14,active,False
ACC02632,smb,USD,373.54,2024-07-16,active,False
ACC02633,mid_market,GBP,2985.51,2024-09-04,active,False
ACC02634,smb,USD,390.32,2020-11-14,active,False
ACC02635,mid_market,USD,295.65,2024-10-11,active,False
ACC02636,enterprise,USD,24418.85,2018-05-07,active,False
ACC02637,smb,USD,355.28,2024-10-08,active,False
ACC02638,smb,USD,247.29,2019-08-14,active,False
ACC02639,smb,USD,249.04,2018-04-05,active,False
ACC02640,mid_market,USD,107.33,2023-04-22,active,False
ACC02641,mid_market,USD,3232.88,2020-09-04,active,False
ACC02642,smb,USD,96.74,2020-01-18,active,False
ACC02643,enterprise,GBP,30527.91,2023-04-26,active,False
ACC02644,smb,USD,179.85,2020-05-01,active,False
ACC02645,mid_market,EUR,2136.32,2023-04-09,active,False
ACC02646,mid_market,USD,226.82,2019-05-15,active,False
ACC02647,mid_market,USD,3108.45,2018-08-08,active,False
ACC02648,smb,USD,242.32,2020-04-10,active,False
ACC02649,enterprise,USD,9489.05,2022-04-07,active,False
ACC02650,enterprise,USD,35818.72,2019-07-30,active,False
ACC02651,enterprise,USD,16907.81,2019-01-01,active,False
ACC02652,enterprise,USD,31537.44,2023-03-30,active,False
ACC02653,smb,USD,381.96,2021-06-14,active,False
ACC02654,smb,USD,250.04,2021-01-07,active,False
ACC02655,smb,USD,92.94,2019-09-05,active,False
ACC02656,smb,EUR,386.06,2018-02-15,active,False
ACC02657,smb,USD,281.05,2018-05-16,active,False
ACC02658,smb,USD,255.19,2022-10-08,active,False
ACC02659,smb,USD,380.74,2018-07-24,active,False
ACC02660,smb,USD,301.92,2019-09-24,active,False
ACC02661,mid_market,USD,150.77,2024-05-17,active,False
ACC02662,mid_market,USD,2897.35,2020-05-29,active,False
ACC02663,smb,USD,399.98,2023-03-19,active,False
ACC02664,enterprise,USD,14473.76,2020-05-27,active,False
ACC02665,enterprise,USD,12941.89,2024-07-09,active,False
ACC02666,enterprise,EUR,36113.17,2023-10-02,active,False
ACC02667,mid_market,USD,2939.14,2021-04-16,active,False
ACC02668,smb,USD,182.29,2022-10-16,active,False
ACC02669,enterprise,GBP,28977.52,2020-11-22,active,False
ACC02670,smb,USD,372.53,2024-08-10,active,False
ACC02671,smb,USD,140.25,2020-07-05,active,False
ACC02672,mid_market,USD,2959.04,2023-11-08,active,False
ACC02673,enterprise,EUR,35001.11,2022-04-25,active,False
ACC02674,smb,USD,229.68,2022-07-04,active,False
ACC02675,smb,USD,228.13,2020-06-17,active,False
ACC02676,mid_market,USD,113.19,2023-10-30,active,False
ACC02677,smb,USD,207.06,2023-03-23,active,False
ACC02678,smb,USD,268.1,2023-09-15,active,False
ACC02679,enterprise,USD,15158.07,2023-08-11,active,False
ACC02680,mid_market,USD,1660.75,2019-02-07,active,False
ACC02681,mid_market,USD,3009.64,2024-02-17,active,False
ACC02682,smb,USD,107.96,2023-11-22,active,False
ACC02683,smb,USD,109.73,2019-09-13,active,False
ACC02684,smb,USD,312.39,2024-11-14,active,False
ACC02685,smb,USD,223.45,2021-09-09,active,False
ACC02686,smb,EUR,112.56,2020-04-02,active,False
ACC02687,enterprise,GBP,33604.12,2019-07-26,active,False
ACC02688,smb,USD,128.92,2020-07-21,active,False
ACC02689,smb,USD,374.98,2018-04-06,active,False
ACC02690,smb,USD,359.72,2022-11-01,active,False
ACC02691,smb,USD,227.76,2022-12-15,active,False
ACC02692,smb,USD,148.81,2022-09-03,active,False
ACC02693,smb,USD,380.32,2021-11-04,active,False
ACC02694,smb,USD,374.91,2020-07-16,active,False
ACC02695,mid_market,GBP,966.1,2023-01-25,active,False
ACC02696,smb,USD,134.98,2024-02-06,active,False
ACC02697,mid_market,USD,3966.54,2018-08-12,active,False
ACC02698,smb,USD,375.95,2020-09-05,active,False
ACC02699,smb,USD,253.54,2024-12-19,active,False
ACC02700,enterprise,USD,36781.59,2024-01-13,active,False
ACC02701,smb,USD,129.27,2024-12-16,active,False
ACC02702,mid_market,USD,138.22,2019-04-14,active,False
ACC02703,mid_market,USD,1047.97,2021-04-03,active,False
ACC02704,smb,USD,329.6,2018-11-30,active,False
ACC02705,smb,USD,330.64,2024-01-23,active,False
ACC02706,smb,USD,328.17,2021-08-19,active,False
ACC02707,smb,USD,260.69,2019-09-15,active,False
ACC02708,smb,USD,140.06,2018-08-19,active,False
ACC02709,enterprise,EUR,32026.59,2023-03-01,active,False
ACC02710,smb,USD,194.01,2023-09-07,active,False
ACC02711,enterprise,EUR,32440.92,2024-02-26,active,False
ACC02712,smb,USD,103.0,2024-10-18,active,False
ACC02713,smb,USD,151.51,2023-09-14,active,False
ACC02714,smb,USD,110.0,2023-07-03,active,False
ACC02715,enterprise,EUR,29495.7,2023-09-06,active,False
ACC02716,smb,USD,288.17,2024-12-27,active,False
ACC02717,mid_market,USD,379.18,2021-03-29,active,False
ACC02718,smb,USD,248.86,2023-04-23,active,False
ACC02719,enterprise,USD,28767.2,2023-09-27,active,False
ACC02720,smb,USD,298.67,2018-10-25,active,False
ACC02721,smb,USD,372.82,2022-11-01,active,False
ACC02722,smb,EUR,281.66,2020-05-16,active,False
ACC02723,smb,EUR,371.66,2018-12-05,active,False
ACC02724,mid_market,USD,2840.38,2019-03-12,active,False
ACC02725,smb,USD,174.46,2018-10-19,active,False
ACC02726,enterprise,EUR,23460.15,2024-04-13,active,False
ACC02727,smb,USD,155.45,2023-05-28,active,False
ACC02728,mid_market,USD,288.18,2018-09-19,active,False
ACC02729,mid_market,EUR,3992.92,2022-05-18,active,False
ACC02730,smb,USD,163.25,2022-08-16,active,False
ACC02731,smb,USD,116.21,2021-08-20,active,False
ACC02732,enterprise,GBP,30874.8,2022-03-30,active,False
ACC02733,enterprise,EUR,11092.82,2024-05-07,active,False
ACC02734,smb,USD,254.25,2021-08-19,active,True
ACC02735,mid_market,USD,3496.53,2022-08-13,active,False
ACC02736,smb,USD,218.21,2021-12-30,active,False
ACC02737,mid_market,USD,2337.35,2020-10-09,active,False
ACC02738,mid_market,USD,293.44,2024-03-27,active,False
ACC02739,smb,USD,339.22,2020-11-24,active,False
ACC02740,smb,USD,169.17,2023-08-07,active,False
ACC02741,mid_market,EUR,3011.19,2022-03-28,active,False
ACC02742,smb,USD,248.99,2022-10-17,active,False
ACC02743,smb,USD,152.89,2023-04-28,active,False
ACC02744,mid_market,USD,3347.94,2023-02-25,active,False
ACC02745,smb,USD,338.6,2021-12-13,active,False
ACC02746,mid_market,USD,1201.61,2022-04-23,active,False
ACC02747,smb,USD,349.77,2021-07-24,active,False
ACC02748,mid_market,EUR,1721.73,2020-05-16,active,False
ACC02749,mid_market,USD,159.12,2023-02-01,active,False
ACC02750,mid_market,USD,314.58,2024-02-25,active,False
ACC02751,smb,USD,149.15,2022-12-08,active,False
ACC02752,smb,USD,271.0,2023-05-28,active,False
ACC02753,smb,USD,289.12,2023-10-24,active,False
ACC02754,mid_market,USD,3891.44,2020-07-27,active,False
ACC02755,smb,USD,355.24,2018-06-09,active,False
ACC02756,smb,USD,106.93,2020-05-12,active,False
ACC02757,smb,USD,267.0,2023-04-14,active,False
ACC02758,mid_market,USD,1376.73,2023-09-16,active,False
ACC02759,smb,USD,361.79,2021-08-06,active,False
ACC02760,smb,USD,80.04,2023-06-14,active,False
ACC02761,enterprise,USD,23601.36,2018-07-10,active,False
ACC02762,smb,USD,285.85,2022-07-05,active,False
ACC02763,mid_market,USD,225.78,2022-10-02,active,False
ACC02764,mid_market,USD,154.05,2021-07-22,active,False
ACC02765,smb,USD,315.56,2023-01-06,active,False
ACC02766,mid_market,USD,1576.68,2021-06-10,active,False
ACC02767,smb,USD,264.61,2021-08-31,active,False
ACC02768,mid_market,USD,305.36,2022-03-24,active,False
ACC02769,enterprise,EUR,35344.7,2023-07-22,active,False
ACC02770,smb,USD,81.42,2019-09-28,active,False
ACC02771,mid_market,USD,162.55,2020-02-07,active,False
ACC02772,mid_market,EUR,2429.81,2020-12-06,active,False
ACC02773,smb,USD,244.12,2019-06-01,active,False
ACC02774,mid_market,USD,1131.71,2020-05-04,active,False
ACC02775,smb,USD,208.25,2020-06-15,active,False
ACC02776,smb,USD,380.36,2020-03-14,active,False
ACC02777,smb,USD,293.15,2020-11-14,active,False
ACC02778,mid_market,USD,3084.01,2021-07-14,active,False
ACC02779,smb,USD,289.89,2022-11-14,active,False
ACC02780,mid_market,USD,1377.04,2020-02-14,active,False
ACC02781,mid_market,USD,200.13,2023-12-02,active,False
ACC02782,smb,USD,178.84,2021-05-10,active,False
ACC02783,smb,EUR,173.01,2023-01-17,active,False
ACC02784,mid_market,USD,3533.94,2018-10-21,active,False
ACC02785,smb,USD,183.29,2019-03-21,active,False
ACC02786,smb,USD,106.56,2021-03-05,active,False
ACC02787,smb,USD,218.04,2020-07-25,active,False
ACC02788,smb,USD,351.33,2021-06-22,active,False
ACC02789,smb,USD,106.09,2019-02-09,active,False
ACC02790,smb,USD,250.93,2021-04-25,active,False
ACC02791,smb,USD,281.14,2022-10-22,active,False
ACC02792,smb,USD,379.72,2023-02-05,active,False
ACC02793,smb,USD,106.4,2019-09-27,active,False
ACC02794,mid_market,USD,273.89,2020-05-30,active,False
ACC02795,smb,USD,166.08,2021-09-04,active,False
ACC02796,smb,USD,318.77,2021-08-16,active,False
ACC02797,smb,EUR,192.12,2023-07-17,active,False
ACC02798,smb,USD,214.6,2020-09-24,active,False
ACC02799,smb,USD,396.81,2022-09-11,active,False
ACC02800,smb,USD,297.37,2024-03-08,active,False
ACC02801,smb,USD,281.3,2020-02-02,active,False
ACC02802,smb,USD,274.37,2023-10-05,active,False
ACC02803,smb,USD,215.15,2020-04-30,active,True
ACC02804,smb,EUR,169.15,2020-05-04,active,False
ACC02805,smb,USD,131.16,2022-07-28,active,False
ACC02806,mid_market,USD,2731.15,2022-05-09,active,False
ACC02807,mid_market,USD,283.67,2021-11-05,active,False
ACC02808,mid_market,USD,990.78,2019-08-15,active,False
ACC02809,mid_market,USD,241.37,2018-09-04,active,False
ACC02810,smb,USD,284.89,2024-05-12,active,False
ACC02811,smb,USD,330.55,2024-02-12,active,False
ACC02812,smb,USD,282.31,2024-03-16,active,False
ACC02813,smb,USD,386.2,2021-08-03,active,False
ACC02814,mid_market,USD,2874.5,2024-03-10,active,False
ACC02815,mid_market,USD,3161.05,2021-04-24,active,False
ACC02816,smb,USD,374.15,2018-07-12,active,False
ACC02817,smb,USD,145.31,2019-05-23,active,False
ACC02818,enterprise,GBP,28192.32,2019-11-28,active,False
ACC02819,mid_market,USD,180.42,2020-08-21,active,False
ACC02820,mid_market,EUR,2988.08,2024-07-28,active,False
ACC02821,smb,USD,120.48,2020-04-30,active,False
ACC02822,enterprise,GBP,13070.77,2022-04-15,active,False
ACC02823,mid_market,EUR,2582.7,2019-11-24,active,False
ACC02824,mid_market,USD,168.17,2022-07-03,active,False
ACC02825,mid_market,GBP,3110.93,2021-12-21,active,False
ACC02826,mid_market,EUR,3259.87,2019-01-20,active,False
ACC02827,smb,USD,380.7,2021-03-27,active,False
ACC02828,smb,USD,246.41,2018-09-27,active,False
ACC02829,enterprise,USD,17015.55,2024-03-22,active,False
ACC02830,smb,USD,187.13,2022-12-05,active,False
ACC02831,enterprise,GBP,38486.62,2024-08-03,active,False
ACC02832,smb,USD,111.14,2024-02-17,active,False
ACC02833,smb,USD,83.05,2019-07-15,active,False
ACC02834,smb,USD,248.21,2022-12-13,active,False
ACC02835,smb,USD,262.22,2018-09-13,active,False
ACC02836,smb,USD,183.61,2024-09-21,active,False
ACC02837,mid_market,USD,212.9,2023-07-01,active,False
ACC02838,smb,USD,123.32,2022-10-06,active,False
ACC02839,smb,USD,141.54,2024-12-17,active,False
ACC02840,smb,USD,122.72,2023-12-05,active,False
ACC02841,mid_market,EUR,1131.1,2024-01-17,active,False
ACC02842,smb,USD,165.67,2018-09-13,active,False
ACC02843,enterprise,EUR,14399.61,2018-03-02,active,False
ACC02844,smb,USD,383.45,2024-09-22,active,False
ACC02845,smb,USD,385.01,2019-10-05,active,False
ACC02846,smb,USD,258.51,2020-12-25,active,False
ACC02847,mid_market,EUR,1437.66,2018-04-21,active,False
ACC02848,smb,USD,101.7,2022-05-12,active,False
ACC02849,mid_market,EUR,2133.17,2023-09-29,active,True
ACC02850,smb,USD,167.68,2023-11-22,active,False
ACC02851,smb,USD,125.13,2022-01-26,active,False
ACC02852,smb,USD,178.5,2022-08-18,active,False
ACC02853,enterprise,USD,11005.99,2021-08-06,active,False
ACC02854,smb,USD,154.61,2021-02-14,active,False
ACC02855,smb,USD,393.41,2021-11-18,active,False
ACC02856,smb,USD,91.18,2024-07-20,active,False
ACC02857,mid_market,USD,118.18,2019-10-08,active,False
ACC02858,smb,USD,318.29,2021-04-16,active,False
ACC02859,smb,USD,126.67,2022-03-18,active,False
ACC02860,smb,USD,176.38,2021-12-28,active,False
ACC02861,mid_market,USD,3788.12,2018-03-20,active,False
ACC02862,smb,USD,244.0,2020-01-05,active,False
ACC02863,smb,USD,301.35,2022-07-10,active,False
ACC02864,enterprise,GBP,32722.22,2022-11-10,active,False
ACC02865,smb,USD,251.54,2023-02-21,active,False
ACC02866,smb,USD,303.25,2024-12-08,active,False
ACC02867,smb,USD,202.28,2022-09-17,active,False
ACC02868,smb,USD,155.58,2022-01-21,active,False
ACC02869,smb,USD,190.45,2020-04-28,active,False
ACC02870,smb,USD,292.22,2020-08-04,active,False
ACC02871,mid_market,USD,290.08,2023-10-13,active,False
ACC02872,mid_market,USD,1287.84,2021-04-13,active,False
ACC02873,enterprise,USD,24695.26,2023-01-03,active,False
ACC02874,smb,USD,207.44,2018-11-14,active,False
ACC02875,smb,USD,174.43,2018-11-24,active,False
ACC02876,smb,USD,88.05,2019-07-05,active,False
ACC02877,mid_market,EUR,110.85,2019-05-14,active,False
ACC02878,mid_market,USD,358.71,2022-04-01,active,False
ACC02879,enterprise,GBP,21954.32,2022-06-17,active,False
ACC02880,mid_market,USD,3791.95,2021-11-26,active,False
ACC02881,smb,USD,157.99,2020-01-10,active,False
ACC02882,enterprise,GBP,32980.46,2022-01-13,active,False
ACC02883,smb,GBP,180.45,2018-11-02,active,False
ACC02884,smb,EUR,189.98,2021-04-23,active,False
ACC02885,smb,USD,362.48,2019-02-01,active,False
ACC02886,smb,USD,145.8,2018-07-16,active,False
ACC02887,smb,USD,350.02,2019-02-28,active,False
ACC02888,smb,USD,352.28,2018-10-12,active,False
ACC02889,mid_market,USD,209.99,2021-05-06,active,False
ACC02890,mid_market,USD,3716.74,2021-10-27,active,False
ACC02891,smb,USD,263.77,2022-04-02,active,False
ACC02892,smb,USD,377.15,2021-01-28,active,False
ACC02893,smb,USD,154.82,2019-03-27,active,False
ACC02894,smb,USD,202.08,2018-02-23,active,False
ACC02895,mid_market,USD,3415.5,2022-12-27,active,False
ACC02896,smb,USD,216.94,2024-11-16,active,False
ACC02897,smb,USD,226.52,2019-12-20,active,False
ACC02898,mid_market,USD,1143.97,2019-06-08,active,False
ACC02899,smb,USD,272.92,2020-03-07,active,False
ACC02900,smb,USD,256.04,2019-07-02,active,False
ACC02901,smb,USD,302.53,2019-07-26,active,False
ACC02902,smb,USD,230.09,2021-06-18,active,False
ACC02903,smb,USD,185.76,2023-06-30,active,False
ACC02904,mid_market,USD,230.11,2022-12-26,active,False
ACC02905,mid_market,EUR,1120.7,2024-09-19,active,False
ACC02906,mid_market,EUR,2669.42,2020-07-02,active,False
ACC02907,smb,USD,271.83,2021-06-12,active,False
ACC02908,mid_market,USD,3073.09,2020-08-30,active,False
ACC02909,smb,USD,329.03,2018-04-18,active,False
ACC02910,smb,USD,289.25,2020-09-19,active,False
ACC02911,mid_market,USD,2385.34,2019-10-29,active,False
ACC02912,smb,USD,141.95,2021-05-08,active,False
ACC02913,mid_market,USD,359.8,2019-02-08,active,False
ACC02914,mid_market,USD,2587.37,2023-03-11,active,False
ACC02915,mid_market,USD,3783.65,2023-11-25,active,False
ACC02916,smb,USD,112.97,2024-09-21,active,False
ACC02917,mid_market,USD,2834.45,2018-08-05,active,False
ACC02918,mid_market,USD,3770.58,2018-10-28,active,False
ACC02919,smb,USD,383.57,2024-10-06,active,False
ACC02920,smb,USD,309.42,2023-12-09,active,False
ACC02921,enterprise,GBP,9139.32,2022-02-13,active,False
ACC02922,smb,USD,146.17,2020-04-01,active,False
ACC02923,smb,USD,384.98,2021-08-16,active,False
ACC02924,smb,USD,173.9,2021-10-01,active,False
ACC02925,mid_market,USD,141.53,2023-12-06,active,False
ACC02926,smb,USD,100.8,2021-09-15,active,False
ACC02927,mid_market,USD,2902.15,2018-03-12,active,False
ACC02928,mid_market,EUR,3588.97,2022-11-24,active,False
ACC02929,smb,USD,317.77,2023-06-10,active,False
ACC02930,smb,USD,199.59,2020-02-01,active,False
ACC02931,mid_market,USD,958.3,2018-10-26,active,False
ACC02932,smb,USD,166.76,2018-12-30,active,False
ACC02933,mid_market,USD,3789.11,2023-11-20,active,False
ACC02934,mid_market,USD,2403.75,2021-02-17,active,False
ACC02935,mid_market,GBP,2613.26,2021-09-14,active,False
ACC02936,mid_market,USD,377.53,2024-09-21,active,False
ACC02937,smb,USD,137.44,2018-06-06,active,False
ACC02938,smb,USD,216.74,2019-06-11,active,False
ACC02939,smb,USD,93.44,2023-10-31,active,False
ACC02940,mid_market,USD,3074.17,2021-10-12,active,False
ACC02941,enterprise,GBP,12664.42,2018-03-11,active,False
ACC02942,smb,USD,378.38,2022-12-02,active,False
ACC02943,smb,USD,92.18,2018-12-20,active,False
ACC02944,enterprise,USD,33134.1,2023-06-23,active,False
ACC02945,smb,USD,260.93,2023-08-02,active,False
ACC02946,enterprise,GBP,15715.13,2023-10-09,active,False
ACC02947,mid_market,USD,2764.18,2021-04-03,active,False
ACC02948,mid_market,EUR,1648.8,2019-11-16,active,False
ACC02949,smb,USD,128.76,2024-03-02,active,False
ACC02950,smb,USD,368.48,2021-11-29,active,False
ACC02951,smb,USD,87.79,2022-06-13,active,False
ACC02952,smb,USD,196.0,2018-12-15,active,False
ACC02953,smb,USD,335.95,2022-05-13,active,False
ACC02954,enterprise,USD,28810.46,2022-01-22,active,False
ACC02955,mid_market,USD,1133.66,2020-01-17,active,False
ACC02956,smb,USD,181.97,2023-05-15,active,False
ACC02957,smb,USD,374.09,2018-12-08,active,False
ACC02958,mid_market,USD,183.15,2023-01-13,active,False
ACC02959,mid_market,USD,3656.96,2024-09-22,active,False
ACC02960,mid_market,USD,306.48,2021-12-20,active,False
ACC02961,mid_market,USD,168.86,2018-09-25,active,False
ACC02962,enterprise,USD,27994.48,2021-11-15,active,False
ACC02963,mid_market,USD,1664.64,2021-09-14,active,False
ACC02964,mid_market,USD,3329.14,2021-11-12,active,False
ACC02965,smb,USD,157.54,2019-11-28,active,False
ACC02966,smb,USD,331.48,2022-05-20,active,False
ACC02967,smb,EUR,127.23,2019-11-07,active,False
ACC02968,mid_market,EUR,3248.32,2021-11-26,active,False
ACC02969,mid_market,USD,180.18,2022-02-28,active,False
ACC02970,smb,USD,242.42,2022-07-09,active,False
ACC02971,smb,USD,172.74,2023-08-02,active,False
ACC02972,enterprise,GBP,12895.0,2024-03-05,active,False
ACC02973,smb,USD,241.22,2023-06-10,active,False
ACC02974,mid_market,USD,170.75,2023-07-28,active,True
ACC02975,smb,USD,258.11,2024-01-30,active,False
ACC02976,smb,USD,137.38,2019-09-12,active,False
ACC02977,smb,USD,383.67,2020-01-19,active,True
ACC02978,mid_market,USD,2830.98,2021-09-24,active,False
ACC02979,smb,USD,104.64,2021-04-05,active,False
ACC02980,smb,USD,256.44,2022-11-30,active,False
ACC02981,smb,USD,231.57,2018-01-24,active,False
ACC02982,smb,USD,397.5,2018-12-22,active,False
ACC02983,smb,USD,183.5,2023-03-24,active,False
ACC02984,smb,USD,324.25,2023-10-02,active,False
ACC02985,smb,USD,296.56,2020-02-12,active,False
ACC02986,smb,USD,274.5,2020-03-05,active,False
ACC02987,mid_market,EUR,2444.99,2021-12-06,active,False
ACC02988,mid_market,USD,165.43,2021-05-04,active,False
ACC02989,smb,USD,163.97,2019-03-09,active,False
ACC02990,smb,USD,204.44,2021-07-03,active,False
ACC02991,smb,USD,156.79,2023-09-26,active,False
ACC02992,smb,USD,373.21,2023-02-08,active,False
ACC02993,smb,USD,164.6,2023-09-20,active,False
ACC02994,smb,USD,389.68,2022-07-04,active,False
ACC02995,mid_market,EUR,1278.94,2024-02-21,active,False
ACC02996,smb,USD,333.4,2019-10-01,active,False
ACC02997,smb,USD,236.43,2018-04-28,active,False
ACC02998,smb,USD,266.75,2018-10-19,active,False
ACC02999,smb,USD,97.94,2024-12-11,active,False
ACC03000,mid_market,USD,998.2,2022-06-26,active,False
ACC03001,smb,USD,345.24,2019-09-26,active,False
ACC03002,smb,USD,90.9,2023-12-24,active,False
ACC03003,smb,USD,294.36,2020-03-01,active,False
ACC03004,mid_market,USD,1277.95,2022-03-07,active,False
ACC03005,smb,USD,149.28,2019-09-30,active,False
ACC03006,mid_market,USD,319.84,2018-08-31,active,False
ACC03007,smb,USD,206.22,2019-11-15,active,False
ACC03008,smb,USD,371.64,2019-08-07,active,False
ACC03009,smb,USD,280.86,2021-11-13,active,False
ACC03010,smb,USD,231.72,2018-02-22,active,False
ACC03011,mid_market,USD,204.79,2019-09-05,active,False
ACC03012,mid_market,USD,3368.48,2021-12-22,active,False
ACC03013,smb,USD,363.9,2020-10-03,active,False
ACC03014,smb,USD,348.71,2022-06-14,active,False
ACC03015,smb,USD,203.4,2022-08-03,active,False
ACC03016,smb,USD,331.73,2024-10-03,active,False
ACC03017,mid_market,USD,216.13,2023-11-07,active,False
ACC03018,smb,USD,267.25,2019-08-07,active,False
ACC03019,smb,USD,322.45,2022-11-06,active,False
ACC03020,mid_market,USD,2249.59,2022-05-23,active,False
ACC03021,enterprise,EUR,39579.16,2022-02-28,active,False
ACC03022,smb,USD,154.22,2023-08-05,active,False
ACC03023,enterprise,USD,30062.21,2019-01-13,active,False
ACC03024,smb,USD,204.35,2020-08-16,active,False
ACC03025,mid_market,USD,3651.64,2023-09-17,active,False
ACC03026,smb,USD,274.46,2024-03-30,active,False
ACC03027,mid_market,USD,114.55,2018-04-06,active,False
ACC03028,smb,USD,197.55,2021-04-20,active,False
ACC03029,mid_market,USD,1582.65,2019-11-07,active,False
ACC03030,mid_market,USD,82.0,2019-03-06,active,False
ACC03031,mid_market,USD,1181.35,2018-05-26,active,False
ACC03032,mid_market,USD,81.44,2021-10-07,active,False
ACC03033,enterprise,GBP,37801.08,2022-09-02,active,False
ACC03034,mid_market,USD,1107.85,2021-09-19,active,False
ACC03035,smb,GBP,392.19,2020-07-30,active,False
ACC03036,mid_market,USD,114.52,2023-05-26,active,False
ACC03037,smb,USD,387.67,2022-07-25,active,False
ACC03038,smb,USD,279.74,2024-05-10,active,False
ACC03039,smb,USD,392.93,2020-06-06,active,False
ACC03040,mid_market,USD,1278.58,2019-09-03,active,False
ACC03041,mid_market,EUR,1264.36,2021-03-10,active,False
ACC03042,mid_market,USD,170.08,2021-07-19,active,False
ACC03043,smb,USD,88.23,2021-03-16,active,False
ACC03044,enterprise,EUR,20839.66,2023-10-29,active,False
ACC03045,mid_market,USD,177.44,2018-04-27,active,False
ACC03046,mid_market,GBP,2692.31,2021-09-10,active,False
ACC03047,smb,EUR,192.0,2021-01-04,active,False
ACC03048,mid_market,USD,330.0,2019-06-23,active,False
ACC03049,smb,USD,98.79,2022-06-27,active,False
ACC03050,smb,USD,291.53,2023-08-11,active,False
ACC03051,smb,USD,256.81,2021-10-27,active,False
ACC03052,smb,USD,85.26,2018-08-06,active,False
ACC03053,smb,USD,237.34,2018-07-12,active,False
ACC03054,smb,USD,311.33,2020-12-13,active,False
ACC03055,smb,GBP,220.15,2022-09-04,active,False
ACC03056,mid_market,USD,1701.62,2020-03-12,active,False
