ticket_id,account_id,opened_date,status,category
TKT002561,ACC02677,2025-04-09,open,performance
TKT002562,ACC02677,2025-06-01,closed,data_loss
TKT002563,ACC02679,2025-05-13,open,integration_error
TKT002564,ACC02680,2025-02-16,closed,data_loss
TKT002565,ACC02682,2025-06-29,pending,billing
TKT002566,ACC02682,2025-05-10,open,billing
TKT002567,ACC02683,2025-04-18,closed,data_loss
TKT002568,ACC02684,2025-05-01,closed,integration_error
TKT002569,ACC02684,2025-06-27,open,technical_issue
TKT002570,ACC02688,2025-02-18,closed,data_loss
TKT002571,ACC02688,2025-05-15,closed,billing
TKT002572,ACC02690,2025-05-03,open,access_management
TKT002573,ACC02690,2025-04-12,closed,integration_error
TKT002574,ACC02691,2025-04-28,open,technical_issue
TKT002575,ACC02691,2025-05-29,closed,technical_issue
TKT002576,ACC02692,2025-04-11,closed,access_management
TKT002577,ACC02692,2025-02-19,closed,data_loss
TKT002578,ACC02693,2025-03-25,open,integration_error
TKT002579,ACC02693,2025-01-16,closed,performance
TKT002580,ACC02694,2025-03-16,closed,performance
TKT002581,ACC02694,2025-04-11,open,integration_error
TKT002582,ACC02695,2025-02-04,pending,data_loss
TKT002583,ACC02696,2025-05-21,closed,feature_request
TKT002584,ACC02696,2025-05-09,closed,integration_error
TKT002585,ACC02697,2025-03-25,open,billing
TKT002586,ACC02697,2025-02-18,closed,data_loss
TKT002587,ACC02699,2025-02-07,open,performance
TKT002588,ACC02700,2025-06-18,closed,performance
TKT002589,ACC02701,2025-06-26,closed,feature_request
TKT002590,ACC02701,2025-03-10,closed,data_loss
TKT002591,ACC02702,2025-05-11,open,technical_issue
TKT002592,ACC02704,2025-04-22,open,feature_request
TKT002593,ACC02704,2025-04-03,closed,performance
TKT002594,ACC02704,2025-06-05,closed,billing
TKT002595,ACC02704,2025-06-22,open,data_loss
TKT002596,ACC02705,2025-06-17,pending,access_management
TKT002597,ACC02705,2025-01-27,closed,data_loss
TKT002598,ACC02705,2025-06-19,closed,technical_issue
TKT002599,ACC02707,2025-05-10,pending,performance
TKT002600,ACC02708,2025-06-26,pending,billing
TKT002601,ACC02708,2025-02-03,open,access_management
TKT002602,ACC02710,2025-04-04,closed,feature_request
TKT002603,ACC02716,2025-04-13,closed,billing
TKT002604,ACC02716,2025-04-19,open,technical_issue
TKT002605,ACC02716,2025-06-29,pending,integration_error
TKT002606,ACC02716,2025-01-09,closed,billing
TKT002607,ACC02717,2025-02-20,closed,integration_error
TKT002608,ACC02718,2025-03-16,open,access_management
TKT002609,ACC02720,2025-01-31,open,access_management
TKT002610,ACC02721,2025-02-22,closed,feature_request
TKT002611,ACC02721,2025-06-04,closed,billing
TKT002612,ACC02722,2025-06-24,closed,billing
TKT002613,ACC02723,2025-02-18,closed,access_management
TKT002614,ACC02724,2025-04-29,closed,integration_error
TKT002615,ACC02725,2025-06-14,closed,billing
TKT002616,ACC02725,2025-03-17,pending,access_management
TKT002617,ACC02726,2025-04-04,open,technical_issue
TKT002618,ACC02727,2025-05-18,closed,integration_error
TKT002619,ACC02728,2025-01-03,closed,integration_error
TKT002620,ACC02728,2025-01-13,open,access_management
TKT002621,ACC02733,2025-04-27,open,data_loss
TKT002622,ACC02733,2025-03-16,closed,feature_request
TKT002623,ACC02735,2025-04-12,open,performance
TKT002624,ACC02738,2025-01-12,open,data_loss
TKT002625,ACC02740,2025-01-03,closed,billing
TKT002626,ACC02746,2025-03-08,open,technical_issue
TKT002627,ACC02747,2025-06-06,open,data_loss
TKT002628,ACC02747,2025-06-18,closed,feature_request
TKT002629,ACC02748,2025-05-26,closed,integration_error
TKT002630,ACC02755,2025-02-22,closed,integration_error
TKT002631,ACC02757,2025-05-13,closed,access_management
TKT002632,ACC02760,2025-04-30,pending,billing
TKT002633,ACC02762,2025-01-08,pending,access_management
TKT002634,ACC02762,2025-05-31,closed,performance
TKT002635,ACC02765,2025-01-01,closed,technical_issue
TKT002636,ACC02770,2025-03-15,pending,performance
TKT002637,ACC02770,2025-01-15,open,data_loss
TKT002638,ACC02772,2025-01-26,open,technical_issue
TKT002639,ACC02776,2025-03-17,open,technical_issue
TKT002640,ACC02776,2025-02-25,open,access_management
TKT002641,ACC02779,2025-05-21,closed,feature_request
TKT002642,ACC02781,2025-06-26,closed,access_management
TKT002643,ACC02781,2025-02-26,pending,technical_issue
TKT002644,ACC02782,2025-02-28,closed,data_loss
TKT002645,ACC02783,2025-02-01,open,technical_issue
TKT002646,ACC02784,2025-02-27,closed,data_loss
TKT002647,ACC02785,2025-02-06,closed,technical_issue
TKT002648,ACC02785,2025-01-31,open,integration_error
TKT002649,ACC02788,2025-02-28,closed,data_loss
TKT002650,ACC02789,2025-06-23,open,billing
TKT002651,ACC02790,2025-05-05,closed,data_loss
TKT002652,ACC02791,2025-02-19,open,feature_request
TKT002653,ACC02791,2025-01-16,closed,feature_request
TKT002654,ACC02792,2025-04-22,open,data_loss
TKT002655,ACC02792,2025-06-03,open,feature_request
TKT002656,ACC02792,2025-03-17,closed,integration_error
TKT002657,ACC02794,2025-01-14,closed,performance
TKT002658,ACC02794,2025-02-09,open,technical_issue
TKT002659,ACC02795,2025-05-30,pending,technical_issue
TKT002660,ACC02795,2025-01-26,open,integration_error
TKT002661,ACC02795,2025-04-12,closed,performance
TKT002662,ACC02796,2025-05-08,open,access_management
TKT002663,ACC02796,2025-06-16,pending,integration_error
TKT002664,ACC02796,2025-06-06,closed,feature_request
TKT002665,ACC02797,2025-02-23,closed,access_management
TKT002666,ACC02801,2025-01-30,open,feature_request
TKT002667,ACC02801,2025-04-28,closed,performance
TKT002668,ACC02801,2025-06-08,closed,performance
TKT002669,ACC02802,2025-03-09,closed,access_management
TKT002670,ACC02802,2025-01-04,pending,data_loss
TKT002671,ACC02804,2025-04-18,open,feature_request
TKT002672,ACC02804,2025-02-05,closed,integration_error
TKT002673,ACC02805,2025-06-08,open,data_loss
TKT002674,ACC02806,2025-04-28,closed,feature_request
TKT002675,ACC02809,2025-02-26,open,access_management
TKT002676,ACC02810,2025-05-12,open,access_management
TKT002677,ACC02811,2025-05-18,open,access_management
TKT002678,ACC02812,2025-02-23,closed,billing
TKT002679,ACC02814,2025-02-25,open,feature_request
TKT002680,ACC02814,2025-01-01,closed,performance
TKT002681,ACC02815,2025-06-11,closed,feature_request
TKT002682,ACC02816,2025-05-16,open,access_management
TKT002683,ACC02817,2025-01-26,open,data_loss
TKT002684,ACC02817,2025-01-17,open,feature_request
TKT002685,ACC02819,2025-01-28,closed,technical_issue
TKT002686,ACC02820,2025-03-03,open,feature_request
TKT002687,ACC02820,2025-03-28,closed,technical_issue
TKT002688,ACC02820,2025-06-19,pending,feature_request
TKT002689,ACC02821,2025-02-17,closed,billing
TKT002690,ACC02821,2025-03-12,open,performance
TKT002691,ACC02821,2025-04-06,open,billing
TKT002692,ACC02825,2025-03-30,open,feature_request
TKT002693,ACC02827,2025-03-30,open,data_loss
TKT002694,ACC02827,2025-02-09,closed,billing
TKT002695,ACC02829,2025-05-22,closed,data_loss
TKT002696,ACC02830,2025-04-05,pending,integration_error
TKT002697,ACC02832,2025-06-05,closed,access_management
TKT002698,ACC02832,2025-01-11,open,feature_request
TKT002699,ACC02833,2025-05-12,open,feature_request
TKT002700,ACC02834,2025-06-17,open,integration_error
TKT002701,ACC02835,2025-03-18,closed,access_management
TKT002702,ACC02835,2025-03-16,open,billing
TKT002703,ACC02835,2025-04-01,open,technical_issue
TKT002704,ACC02836,2025-06-08,closed,access_management
TKT002705,ACC02836,2025-01-16,pending,technical_issue
TKT002706,ACC02837,2025-04-06,closed,billing
TKT002707,ACC02838,2025-03-08,pending,technical_issue
TKT002708,ACC02838,2025-05-22,closed,data_loss
TKT002709,ACC02838,2025-05-09,open,billing
TKT002710,ACC02839,2025-02-01,open,performance
TKT002711,ACC02839,2025-03-05,open,integration_error
TKT002712,ACC02841,2025-05-09,closed,feature_request
TKT002713,ACC02842,2025-02-22,open,technical_issue
TKT002714,ACC02842,2025-04-16,open,performance
TKT002715,ACC02845,2025-02-02,closed,data_loss
TKT002716,ACC02845,2025-06-27,pending,billing
TKT002717,ACC02846,2025-04-08,pending,billing
TKT002718,ACC02847,2025-02-16,open,performance
TKT002719,ACC02847,2025-01-17,closed,billing
TKT002720,ACC02848,2025-03-28,closed,access_management
TKT002721,ACC02848,2025-02-02,pending,billing
TKT002722,ACC02851,2025-06-12,closed,access_management
TKT002723,ACC02851,2025-03-05,closed,feature_request
TKT002724,ACC02852,2025-06-13,closed,integration_error
TKT002725,ACC02852,2025-05-22,closed,integration_error
TKT002726,ACC02852,2025-06-05,open,performance
TKT002727,ACC02852,2025-05-01,open,feature_request
TKT002728,ACC02855,2025-04-14,closed,technical_issue
TKT002729,ACC02856,2025-01-17,open,integration_error
TKT002730,ACC02856,2025-05-22,closed,billing
TKT002731,ACC02858,2025-04-25,closed,access_management
TKT002732,ACC02860,2025-03-03,closed,access_management
TKT002733,ACC02862,2025-05-09,closed,billing
TKT002734,ACC02862,2025-04-23,open,technical_issue
TKT002735,ACC02863,2025-05-31,closed,billing
TKT002736,ACC02864,2025-01-30,open,access_management
TKT002737,ACC02865,2025-01-26,closed,access_management
TKT002738,ACC02865,2025-04-21,closed,technical_issue
TKT002739,ACC02866,2025-02-01,pending,performance
TKT002740,ACC02867,2025-04-04,pending,performance
TKT002741,ACC02869,2025-01-26,pending,technical_issue
TKT002742,ACC02870,2025-01-22,closed,billing
TKT002743,ACC02870,2025-06-23,closed,data_loss
TKT002744,ACC02870,2025-02-26,closed,data_loss
TKT002745,ACC02870,2025-06-26,open,billing
TKT002746,ACC02871,2025-05-16,open,billing
TKT002747,ACC02871,2025-05-21,closed,integration_error
TKT002748,ACC02871,2025-05-12,closed,access_management
TKT002749,ACC02874,2025-04-09,closed,data_loss
TKT002750,ACC02875,2025-02-19,closed,billing
TKT002751,ACC02875,2025-04-13,closed,access_management
TKT002752,ACC02878,2025-05-06,closed,technical_issue
TKT002753,ACC02879,2025-03-18,closed,billing
TKT002754,ACC02880,2025-03-25,closed,technical_issue
TKT002755,ACC02880,2025-02-04,closed,performance
TKT002756,ACC02881,2025-05-29,open,billing
TKT002757,ACC02881,2025-01-18,closed,performance
TKT002758,ACC02881,2025-01-25,open,access_management
TKT002759,ACC02883,2025-06-17,closed,integration_error
TKT002760,ACC02883,2025-02-22,closed,data_loss
TKT002761,ACC02885,2025-06-12,closed,data_loss
TKT002762,ACC02885,2025-06-06,open,integration_error
TKT002763,ACC02885,2025-06-25,closed,data_loss
TKT002764,ACC02885,2025-01-07,closed,integration_error
TKT002765,ACC02885,2025-04-08,open,feature_request
TKT002766,ACC02886,2025-04-02,open,performance
TKT002767,ACC02887,2025-01-14,closed,access_management
TKT002768,ACC02888,2025-06-20,open,integration_error
TKT002769,ACC02889,2025-05-11,closed,data_loss
TKT002770,ACC02890,2025-03-14,closed,data_loss
TKT002771,ACC02891,2025-06-07,closed,technical_issue
TKT002772,ACC02894,2025-06-21,closed,technical_issue
TKT002773,ACC02894,2025-03-03,closed,integration_error
TKT002774,ACC02894,2025-04-18,open,access_management
TKT002775,ACC02895,2025-03-16,open,data_loss
TKT002776,ACC02899,2025-04-07,closed,feature_request
TKT002777,ACC02900,2025-04-13,closed,feature_request
TKT002778,ACC02901,2025-05-01,pending,technical_issue
TKT002779,ACC02902,2025-03-25,open,integration_error
TKT002780,ACC02903,2025-05-30,closed,billing
TKT002781,ACC02903,2025-06-11,open,integration_error
TKT002782,ACC02903,2025-03-22,open,technical_issue
TKT002783,ACC02903,2025-05-12,pending,integration_error
TKT002784,ACC02904,2025-04-29,closed,data_loss
TKT002785,ACC02905,2025-03-26,open,technical_issue
TKT002786,ACC02906,2025-06-10,closed,integration_error
TKT002787,ACC02907,2025-05-24,closed,access_management
TKT002788,ACC02908,2025-04-29,pending,technical_issue
TKT002789,ACC02908,2025-06-24,closed,integration_error
TKT002790,ACC02909,2025-03-10,closed,feature_request
TKT002791,ACC02909,2025-03-22,open,access_management
TKT002792,ACC02910,2025-06-14,closed,technical_issue
TKT002793,ACC02911,2025-06-25,closed,feature_request
TKT002794,ACC02911,2025-05-31,closed,access_management
TKT002795,ACC02913,2025-05-11,open,technical_issue
TKT002796,ACC02913,2025-06-10,open,billing
TKT002797,ACC02920,2025-03-22,closed,integration_error
TKT002798,ACC02920,2025-02-20,closed,access_management
TKT002799,ACC02920,2025-06-08,closed,feature_request
TKT002800,ACC02922,2025-04-02,closed,performance
TKT002801,ACC02923,2025-02-22,closed,technical_issue
TKT002802,ACC02925,2025-03-16,closed,technical_issue
TKT002803,ACC02927,2025-06-16,closed,integration_error
TKT002804,ACC02929,2025-01-10,open,performance
TKT002805,ACC02930,2025-03-05,closed,integration_error
TKT002806,ACC02933,2025-04-20,closed,data_loss
TKT002807,ACC02934,2025-05-12,pending,access_management
TKT002808,ACC02935,2025-01-29,open,technical_issue
TKT002809,ACC02937,2025-03-28,closed,performance
TKT002810,ACC02939,2025-02-10,open,access_management
TKT002811,ACC02939,2025-01-04,open,performance
TKT002812,ACC02939,2025-06-14,pending,integration_error
TKT002813,ACC02940,2025-03-02,closed,technical_issue
TKT002814,ACC02941,2025-05-13,closed,feature_request
TKT002815,ACC02942,2025-01-05,open,access_management
TKT002816,ACC02942,2025-02-25,open,technical_issue
TKT002817,ACC02945,2025-01-30,closed,billing
TKT002818,ACC02945,2025-06-09,open,performance
TKT002819,ACC02948,2025-03-09,closed,technical_issue
TKT002820,ACC02948,2025-03-12,open,performance
TKT002821,ACC02951,2025-01-23,pending,technical_issue
TKT002822,ACC02953,2025-03-31,closed,integration_error
TKT002823,ACC02954,2025-06-08,open,performance
TKT002824,ACC02956,2025-06-28,closed,integration_error
TKT002825,ACC02957,2025-02-06,open,performance
TKT002826,ACC02959,2025-06-04,closed,performance
TKT002827,ACC02964,2025-06-15,closed,feature_request
TKT002828,ACC02965,2025-01-14,open,data_loss
TKT002829,ACC02965,2025-06-08,open,billing
TKT002830,ACC02968,2025-05-25,open,billing
TKT002831,ACC02968,2025-01-01,open,integration_error
TKT002832,ACC02969,2025-02-10,closed,billing
TKT002833,ACC02976,2025-01-13,pending,access_management
TKT002834,ACC02976,2025-03-06,open,integration_error
TKT002835,ACC02976,2025-03-26,closed,performance
TKT002836,ACC02978,2025-04-30,closed,performance
TKT002837,ACC02979,2025-05-25,closed,feature_request
TKT002838,ACC02981,2025-02-19,closed,integration_error
TKT002839,ACC02984,2025-06-14,pending,access_management
TKT002840,ACC02988,2025-04-18,open,access_management
TKT002841,ACC02989,2025-04-20,open,access_management
TKT002842,ACC02989,2025-01-05,closed,technical_issue
TKT002843,ACC02989,2025-02-02,closed,performance
TKT002844,ACC02997,2025-02-24,open,data_loss
TKT002845,ACC02997,2025-06-08,pending,technical_issue
TKT002846,ACC02997,2025-02-28,closed,billing
TKT002847,ACC02997,2025-05-20,closed,billing
TKT002848,ACC02998,2025-01-19,open,data_loss
TKT002849,ACC02998,2025-04-23,closed,integration_error
TKT002850,ACC02999,2025-05-08,open,access_management
TKT002851,ACC03002,2025-02-28,pending,technical_issue
TKT002852,ACC03002,2025-06-18,closed,access_management
TKT002853,ACC03003,2025-04-20,closed,access_management
TKT002854,ACC03003,2025-04-22,open,billing
TKT002855,ACC03004,2025-06-22,closed,data_loss
TKT002856,ACC03004,2025-03-15,closed,feature_request
TKT002857,ACC03005,2025-04-02,closed,access_management
TKT002858,ACC03005,2025-06-10,closed,technical_issue
TKT002859,ACC03006,2025-03-20,open,performance
TKT002860,ACC03008,2025-02-25,open,access_management
TKT002861,ACC03009,2025-06-09,closed,data_loss
TKT002862,ACC03010,2025-01-17,open,data_loss
TKT002863,ACC03011,2025-04-07,closed,technical_issue
TKT002864,ACC03013,2025-06-01,open,access_management
TKT002865,ACC03013,2025-03-05,closed,feature_request
TKT002866,ACC03014,2025-04-20,closed,access_management
TKT002867,ACC03014,2025-06-17,open,performance
TKT002868,ACC03015,2025-05-02,closed,data_loss
TKT002869,ACC03015,2025-06-06,closed,feature_request
TKT002870,ACC03017,2025-05-21,closed,billing
TKT002871,ACC03019,2025-03-13,closed,data_loss
TKT002872,ACC03019,2025-02-11,closed,billing
TKT002873,ACC03020,2025-06-27,open,billing
TKT002874,ACC03020,2025-02-20,closed,feature_request
TKT002875,ACC03024,2025-01-10,closed,performance
TKT002876,ACC03026,2025-03-14,closed,data_loss
TKT002877,ACC03028,2025-03-31,closed,performance
TKT002878,ACC03029,2025-03-08,pending,access_management
TKT002879,ACC03030,2025-05-30,closed,feature_request
TKT002880,ACC03030,2025-01-09,closed,technical_issue
TKT002881,ACC03031,2025-04-01,closed,access_management
TKT002882,ACC03032,2025-03-10,open,integration_error
TKT002883,ACC03032,2025-04-16,closed,billing
TKT002884,ACC03034,2025-03-16,closed,performance
TKT002885,ACC03036,2025-02-09,open,technical_issue
TKT002886,ACC03037,2025-05-16,open,access_management
TKT002887,ACC03037,2025-05-21,pending,billing
TKT002888,ACC03037,2025-01-31,closed,billing
TKT002889,ACC03039,2025-05-29,closed,access_management
TKT002890,ACC03039,2025-03-06,closed,billing
TKT002891,ACC03043,2025-04-03,closed,technical_issue
TKT002892,ACC03046,2025-01-09,closed,access_management
TKT002893,ACC03047,2025-02-13,closed,feature_request
TKT002894,ACC03047,2025-01-02,closed,billing
TKT002895,ACC03047,2025-06-14,open,billing
TKT002896,ACC03048,2025-06-23,pending,performance
TKT002897,ACC03049,2025-03-01,closed,technical_issue
TKT002898,ACC03049,2025-05-23,closed,access_management
TKT002899,ACC03050,2025-05-05,pending,feature_request
TKT002900,ACC03050,2025-05-30,closed,data_loss
TKT002901,ACC03053,2025-05-06,open,billing
TKT002902,ACC03053,2025-06-04,pending,access_management
TKT002903,ACC03054,2025-02-05,closed,performance
TKT002904,ACC03056,2025-05-16,open,billing
TKT002905,ACC03056,2025-02-14,open,data_loss
TKT002906,ACC03057,2025-02-04,closed,integration_error
TKT002907,ACC03057,2025-01-27,open,billing
TKT002908,ACC03057,2025-03-20,closed,integration_error
TKT002909,ACC03057,2025-03-02,open,feature_request
TKT002910,ACC03059,2025-05-07,open,feature_request
TKT002911,ACC03060,2025-05-30,pending,feature_request
TKT002912,ACC03061,2025-05-24,closed,feature_request
TKT002913,ACC03062,2025-01-01,open,performance
TKT002914,ACC03062,2025-02-09,closed,access_management
TKT002915,ACC03064,2025-06-27,pending,data_loss
TKT002916,ACC03064,2025-04-06,closed,billing
TKT002917,ACC03064,2025-01-20,closed,integration_error
TKT002918,ACC03066,2025-06-22,closed,technical_issue
TKT002919,ACC03067,2025-04-29,open,billing
TKT002920,ACC03067,2025-03-08,open,technical_issue
TKT002921,ACC03071,2025-05-21,pending,feature_request
TKT002922,ACC03072,2025-04-13,open,technical_issue
TKT002923,ACC03072,2025-04-11,open,access_management
TKT002924,ACC03080,2025-01-29,pending,integration_error
TKT002925,ACC03080,2025-04-05,closed,feature_request
TKT002926,ACC03082,2025-03-12,open,data_loss
TKT002927,ACC03085,2025-05-06,open,billing
TKT002928,ACC03085,2025-06-02,closed,performance
TKT002929,ACC03087,2025-06-08,closed,data_loss
TKT002930,ACC03088,2025-01-03,open,technical_issue
TKT002931,ACC03088,2025-01-03,pending,access_management
TKT002932,ACC03089,2025-04-17,open,access_management
TKT002933,ACC03090,2025-04-02,pending,billing
TKT002934,ACC03091,2025-03-15,closed,feature_request
TKT002935,ACC03093,2025-03-06,open,billing
TKT002936,ACC03095,2025-01-26,closed,integration_error
TKT002937,ACC03097,2025-03-18,open,data_loss
TKT002938,ACC03099,2025-04-01,closed,access_management
TKT002939,ACC03100,2025-04-24,pending,access_management
TKT002940,ACC03101,2025-05-17,closed,data_loss
TKT002941,ACC03102,2025-01-21,closed,integration_error
TKT002942,ACC03104,2025-03-17,open,data_loss
TKT002943,ACC03104,2025-01-01,closed,integration_error
TKT002944,ACC03104,2025-06-16,closed,feature_request
TKT002945,ACC03106,2025-03-12,closed,access_management
TKT002946,ACC03106,2025-01-28,closed,access_management
TKT002947,ACC03107,2025-02-23,open,data_loss
TKT002948,ACC03107,2025-06-28,open,integration_error
TKT002949,ACC03108,2025-01-17,closed,technical_issue
TKT002950,ACC03111,2025-01-02,pending,performance
TKT002951,ACC03112,2025-03-20,open,billing
TKT002952,ACC03114,2025-02-02,closed,integration_error
TKT002953,ACC03115,2025-01-06,pending,performance
TKT002954,ACC03116,2025-05-21,pending,access_management
TKT002955,ACC03116,2025-01-05,closed,feature_request
TKT002956,ACC03116,2025-04-01,open,billing
TKT002957,ACC03116,2025-03-19,closed,integration_error
TKT002958,ACC03117,2025-05-02,closed,data_loss
TKT002959,ACC03118,2025-04-09,open,feature_request
TKT002960,ACC03121,2025-06-05,closed,technical_issue
TKT002961,ACC03123,2025-01-08,closed,integration_error
TKT002962,ACC03124,2025-01-11,open,access_management
TKT002963,ACC03125,2025-03-24,open,technical_issue
TKT002964,ACC03126,2025-05-25,pending,data_loss
TKT002965,ACC03127,2025-06-08,closed,integration_error
TKT002966,ACC03127,2025-06-16,open,access_management
TKT002967,ACC03127,2025-03-14,pending,feature_request
TKT002968,ACC03129,2025-04-06,closed,access_management
TKT002969,ACC03129,2025-05-28,open,billing
TKT002970,ACC03129,2025-04-25,open,technical_issue
TKT002971,ACC03131,2025-03-06,open,technical_issue
TKT002972,ACC03132,2025-04-03,pending,integration_error
TKT002973,ACC03133,2025-06-07,open,billing
TKT002974,ACC03133,2025-06-08,closed,feature_request
TKT002975,ACC03134,2025-06-06,pending,feature_request
TKT002976,ACC03134,2025-03-15,open,data_loss
TKT002977,ACC03134,2025-05-30,closed,access_management
TKT002978,ACC03134,2025-01-03,pending,performance
TKT002979,ACC03134,2025-04-21,closed,technical_issue
TKT002980,ACC03135,2025-06-01,open,data_loss
TKT002981,ACC03135,2025-04-26,closed,technical_issue
TKT002982,ACC03135,2025-03-07,closed,technical_issue
TKT002983,ACC03135,2025-02-09,open,technical_issue
TKT002984,ACC03135,2025-02-22,pending,feature_request
TKT002985,ACC03136,2025-03-04,open,billing
TKT002986,ACC03137,2025-04-20,closed,feature_request
TKT002987,ACC03140,2025-03-16,open,data_loss
TKT002988,ACC03140,2025-04-24,closed,technical_issue
TKT002989,ACC03141,2025-02-10,closed,performance
TKT002990,ACC03141,2025-01-16,closed,data_loss
TKT002991,ACC03142,2025-01-01,closed,billing
TKT002992,ACC03142,2025-04-03,open,integration_error
TKT002993,ACC03142,2025-04-01,closed,integration_error
TKT002994,ACC03143,2025-05-18,closed,integration_error
TKT002995,ACC03143,2025-03-13,closed,performance
TKT002996,ACC03144,2025-03-30,closed,performance
TKT002997,ACC03145,2025-04-24,closed,feature_request
TKT002998,ACC03146,2025-04-14,closed,performance
TKT002999,ACC03148,2025-05-06,closed,performance
TKT003000,ACC03149,2025-05-28,open,integration_error
TKT003001,ACC03149,2025-04-06,open,access_management
TKT003002,ACC03153,2025-03-20,open,integration_error
TKT003003,ACC03154,2025-01-22,closed,data_loss
TKT003004,ACC03155,2025-03-09,closed,access_management
TKT003005,ACC03156,2025-01-16,open,feature_request
TKT003006,ACC03159,2025-01-30,open,performance
TKT003007,ACC03161,2025-04-15,open,data_loss
TKT003008,ACC03161,2025-04-02,closed,access_management
TKT003009,ACC03162,2025-06-12,closed,feature_request
TKT003010,ACC03162,2025-04-20,closed,technical_issue
TKT003011,ACC03164,2025-05-04,open,data_loss
TKT003012,ACC03165,2025-02-21,open,performance
TKT003013,ACC03165,2025-01-26,pending,performance
TKT003014,ACC03165,2025-02-10,closed,integration_error
TKT003015,ACC03166,2025-06-10,open,feature_request
TKT003016,ACC03166,2025-06-04,open,access_management
TKT003017,ACC03167,2025-01-08,closed,performance
TKT003018,ACC03169,2025-03-02,closed,performance
TKT003019,ACC03169,2025-02-23,closed,data_loss
TKT003020,ACC03170,2025-04-06,pending,feature_request
TKT003021,ACC03172,2025-02-12,open,billing
TKT003022,ACC03178,2025-06-21,closed,access_management
TKT003023,ACC03178,2025-04-23,closed,integration_error
TKT003024,ACC03178,2025-04-28,closed,performance
TKT003025,ACC03178,2025-04-30,open,integration_error
TKT003026,ACC03179,2025-04-13,closed,technical_issue
TKT003027,ACC03179,2025-06-02,closed,performance
TKT003028,ACC03179,2025-03-26,open,data_loss
TKT003029,ACC03180,2025-04-11,open,feature_request
TKT003030,ACC03180,2025-06-07,pending,data_loss
TKT003031,ACC03180,2025-01-22,open,billing
TKT003032,ACC03180,2025-02-10,closed,access_management
TKT003033,ACC03180,2025-04-04,pending,data_loss
TKT003034,ACC03180,2025-01-05,open,access_management
TKT003035,ACC03181,2025-03-13,closed,billing
TKT003036,ACC03181,2025-03-29,closed,feature_request
TKT003037,ACC03183,2025-01-24,pending,billing
TKT003038,ACC03184,2025-03-23,pending,access_management
TKT003039,ACC03184,2025-05-20,open,integration_error
TKT003040,ACC03184,2025-01-17,closed,billing
TKT003041,ACC03185,2025-06-12,pending,billing
TKT003042,ACC03189,2025-02-03,closed,integration_error
TKT003043,ACC03190,2025-03-13,closed,technical_issue
TKT003044,ACC03191,2025-04-02,closed,data_loss
TKT003045,ACC03191,2025-03-05,closed,technical_issue
TKT003046,ACC03194,2025-01-15,pending,technical_issue
TKT003047,ACC03196,2025-04-05,closed,integration_error
TKT003048,ACC03196,2025-06-24,closed,technical_issue
TKT003049,ACC03197,2025-03-07,pending,data_loss
TKT003050,ACC03197,2025-03-28,pending,data_loss
TKT003051,ACC03197,2025-06-21,closed,billing
TKT003052,ACC03198,2025-02-24,closed,data_loss
TKT003053,ACC03200,2025-05-20,closed,data_loss
TKT003054,ACC03200,2025-01-28,closed,performance
TKT003055,ACC03200,2025-02-22,closed,billing
TKT003056,ACC03203,2025-02-11,closed,feature_request
TKT003057,ACC03203,2025-03-16,closed,performance
TKT003058,ACC03204,2025-04-25,pending,data_loss
TKT003059,ACC03205,2025-05-24,closed,performance
TKT003060,ACC03205,2025-03-03,closed,billing
TKT003061,ACC03206,2025-01-23,closed,integration_error
TKT003062,ACC03206,2025-05-26,open,access_management
TKT003063,ACC03206,2025-05-10,pending,integration_error
TKT003064,ACC03208,2025-04-13,open,data_loss
TKT003065,ACC03209,2025-02-08,open,data_loss
TKT003066,ACC03209,2025-06-05,open,access_management
TKT003067,ACC03210,2025-03-12,open,technical_issue
TKT003068,ACC03210,2025-06-01,open,data_loss
TKT003069,ACC03211,2025-04-25,closed,access_management
TKT003070,ACC03213,2025-01-05,pending,access_management
TKT003071,ACC03213,2025-05-03,pending,integration_error
TKT003072,ACC03215,2025-05-15,open,technical_issue
TKT003073,ACC03216,2025-03-22,closed,performance
TKT003074,ACC03216,2025-01-25,open,feature_request
TKT003075,ACC03217,2025-04-02,open,data_loss
TKT003076,ACC03218,2025-01-26,pending,integration_error
TKT003077,ACC03218,2025-06-05,open,performance
TKT003078,ACC03218,2025-01-15,open,data_loss
TKT003079,ACC03219,2025-01-14,closed,feature_request
TKT003080,ACC03220,2025-02-14,closed,access_management
TKT003081,ACC03220,2025-06-20,pending,feature_request
TKT003082,ACC03222,2025-06-06,closed,access_management
TKT003083,ACC03222,2025-06-20,open,integration_error
TKT003084,ACC03222,2025-05-13,open,performance
TKT003085,ACC03222,2025-01-31,open,performance
TKT003086,ACC03222,2025-01-27,open,feature_request
TKT003087,ACC03225,2025-02-24,open,performance
TKT003088,ACC03226,2025-01-27,closed,data_loss
TKT003089,ACC03227,2025-06-17,pending,technical_issue
TKT003090,ACC03227,2025-05-30,pending,technical_issue
TKT003091,ACC03229,2025-04-15,closed,feature_request
TKT003092,ACC03229,2025-03-28,pending,data_loss
TKT003093,ACC03229,2025-04-27,pending,billing
TKT003094,ACC03229,2025-05-26,open,feature_request
TKT003095,ACC03230,2025-01-12,closed,access_management
