response_id,invitation_id,response_date,score,primary_theme
RESP0009549,INV0027404,2025-03-10,3,pricing_transparency
RESP0009550,INV0027405,2025-03-08,2,reporting_accuracy
RESP0009551,INV0027406,2025-03-09,1,mobile_app_performance
RESP0009552,INV0027407,2025-03-05,9,
RESP0009553,INV0027411,2025-03-04,7,
RESP0009554,INV0027412,2025-03-08,6,mobile_app_performance
RESP0009555,INV0027414,2025-03-08,9,
RESP0009556,INV0027416,2025-03-06,7,
RESP0009557,INV0027417,2025-03-09,5,onboarding_experience
RESP0009558,INV0027421,2025-03-07,8,
RESP0009559,INV0027422,2025-03-09,9,
RESP0009560,INV0027427,2025-03-05,7,
RESP0009561,INV0027428,2025-03-06,9,
RESP0009562,INV0027429,2025-03-05,7,
RESP0009563,INV0027435,2025-03-08,8,
RESP0009564,INV0027436,2025-03-07,5,customer_support_speed
RESP0009565,INV0027441,2025-03-02,9,
RESP0009566,INV0027442,2025-03-09,1,pricing_transparency
RESP0009567,INV0027445,2025-03-08,7,
RESP0009568,INV0027448,2025-03-10,3,mobile_app_performance
RESP0009569,INV0027449,2025-03-05,7,
RESP0009570,INV0027457,2025-03-10,8,
RESP0009571,INV0027462,2025-03-05,6,mobile_app_performance
RESP0009572,INV0027466,2025-03-08,10,
RESP0009573,INV0027468,2025-03-07,4,
RESP0009574,INV0027470,2025-03-06,4,onboarding_experience
RESP0009575,INV0027471,2025-03-04,0,customer_support_speed
RESP0009576,INV0027473,2025-03-09,1,pricing_transparency
RESP0009577,INV0027474,2025-03-08,9,
RESP0009578,INV0027475,2025-03-09,5,onboarding_experience
RESP0009579,INV0027476,2025-03-10,10,
RESP0009580,INV0027479,2025-03-09,0,pricing_transparency
RESP0009581,INV0027480,2025-03-05,9,
RESP0009582,INV0027484,2025-03-05,8,
RESP0009583,INV0027489,2025-03-08,4,onboarding_experience
RESP0009584,INV0027490,2025-03-09,9,
RESP0009585,INV0027491,2025-03-12,7,
RESP0009586,INV0027497,2025-03-06,10,
RESP0009587,INV0027499,2025-03-07,6,onboarding_experience
RESP0009588,INV0027500,2025-03-09,7,
RESP0009589,INV0027503,2025-03-11,5,
RESP0009590,INV0027508,2025-03-12,9,
RESP0009591,INV0027510,2025-03-03,3,mobile_app_performance
RESP0009592,INV0027515,2025-03-08,10,
RESP0009593,INV0027521,2025-03-12,9,
RESP0009594,INV0027525,2025-03-10,6,mobile_app_performance
RESP0009595,INV0027535,2025-03-11,10,
RESP0009596,INV0027536,2025-03-09,10,
RESP0009597,INV0027537,2025-03-12,6,api_stability
RESP0009598,INV0027543,2025-03-02,9,
RESP0009599,INV0027544,2025-03-04,10,
RESP0009600,INV0027548,2025-03-07,8,
RESP0009601,INV0027552,2025-03-06,10,
RESP0009602,INV0027553,2025-03-06,8,
RESP0009603,INV0027554,2025-03-04,0,customer_support_speed
RESP0009604,INV0027558,2025-03-06,10,
RESP0009605,INV0027562,2025-03-05,2,pricing_transparency
RESP0009606,INV0027565,2025-03-09,4,customer_support_speed
RESP0009607,INV0027567,2025-03-07,10,
RESP0009608,INV0027569,2025-03-04,8,
RESP0009609,INV0027570,2025-03-10,9,
RESP0009610,INV0027572,2025-03-11,3,pricing_transparency
RESP0009611,INV0027573,2025-03-08,10,
RESP0009612,INV0027582,2025-03-09,10,
RESP0009613,INV0027583,2025-03-09,9,
RESP0009614,INV0027584,2025-03-06,7,
RESP0009615,INV0027592,2025-03-03,1,mobile_app_performance
RESP0009616,INV0027593,2025-03-09,7,
RESP0009617,INV0027598,2025-03-04,10,
RESP0009618,INV0027601,2025-03-07,10,
RESP0009619,INV0027602,2025-03-08,7,
RESP0009620,INV0027603,2025-03-10,8,
RESP0009621,INV0027608,2025-03-07,10,
RESP0009622,INV0027609,2025-03-09,5,pricing_transparency
RESP0009623,INV0027610,2025-03-05,7,
RESP0009624,INV0027613,2025-03-10,8,
RESP0009625,INV0027616,2025-03-09,1,customer_support_speed
RESP0009626,INV0027620,2025-03-07,1,mobile_app_performance
RESP0009627,INV0027621,2025-03-07,0,mobile_app_performance
RESP0009628,INV0027625,2025-03-07,7,
RESP0009629,INV0027626,2025-03-11,10,
RESP0009630,INV0027629,2025-03-06,3,data_export_reliability
RESP0009631,INV0027631,2025-03-06,10,
RESP0009632,INV0027636,2025-03-05,9,
RESP0009633,INV0027637,2025-03-08,8,
RESP0009634,INV0027640,2025-03-08,6,pricing_transparency
RESP0009635,INV0027641,2025-03-05,10,
RESP0009636,INV0027645,2025-03-08,9,
RESP0009637,INV0027646,2025-03-07,10,
RESP0009638,INV0027647,2025-03-07,9,
RESP0009639,INV0027648,2025-03-07,0,customer_support_speed
RESP0009640,INV0027649,2025-03-06,10,
RESP0009641,INV0027651,2025-03-09,6,customer_support_speed
RESP0009642,INV0027652,2025-03-07,0,mobile_app_performance
RESP0009643,INV0027653,2025-03-05,3,customer_support_speed
RESP0009644,INV0027656,2025-03-03,10,
RESP0009645,INV0027667,2025-03-08,5,mobile_app_performance
RESP0009646,INV0027674,2025-03-06,8,
RESP0009647,INV0027675,2025-03-09,7,
RESP0009648,INV0027688,2025-03-08,9,
RESP0009649,INV0027689,2025-03-08,10,
RESP0009650,INV0027693,2025-03-03,10,
RESP0009651,INV0027696,2025-03-03,8,
RESP0009652,INV0027697,2025-03-05,10,
RESP0009653,INV0027698,2025-03-05,1,mobile_app_performance
RESP0009654,INV0027699,2025-03-09,9,
RESP0009655,INV0027700,2025-03-09,9,
RESP0009656,INV0027704,2025-03-05,9,
RESP0009657,INV0027707,2025-03-05,3,customer_support_speed
RESP0009658,INV0027709,2025-03-08,7,
RESP0009659,INV0027710,2025-03-07,10,
RESP0009660,INV0027715,2025-03-06,4,feature_discoverability
RESP0009661,INV0027716,2025-03-09,8,
RESP0009662,INV0027722,2025-03-04,7,
RESP0009663,INV0027725,2025-03-09,4,mobile_app_performance
RESP0009664,INV0027728,2025-03-07,7,
RESP0009665,INV0027731,2025-03-05,9,
RESP0009666,INV0027738,2025-03-08,10,
RESP0009667,INV0027742,2025-03-05,5,customer_support_speed
RESP0009668,INV0027743,2025-03-08,10,
RESP0009669,INV0027744,2025-03-05,9,
RESP0009670,INV0027748,2025-03-07,7,
RESP0009671,INV0027749,2025-03-09,10,
RESP0009672,INV0027752,2025-03-05,10,
RESP0009673,INV0027753,2025-03-06,3,onboarding_experience
RESP0009674,INV0027756,2025-03-11,9,
RESP0009675,INV0027758,2025-03-04,5,customer_support_speed
RESP0009676,INV0027760,2025-03-04,10,
RESP0009677,INV0027770,2025-03-07,10,
RESP0009678,INV0027773,2025-03-10,9,
RESP0009679,INV0027775,2025-03-02,1,onboarding_experience
RESP0009680,INV0027777,2025-03-12,0,mobile_app_performance
RESP0009681,INV0027779,2025-03-10,4,customer_support_speed
RESP0009682,INV0027782,2025-03-11,9,
RESP0009683,INV0027784,2025-03-07,10,
RESP0009684,INV0027786,2025-03-08,9,
RESP0009685,INV0027787,2025-03-09,9,
RESP0009686,INV0027788,2025-03-10,0,pricing_transparency
RESP0009687,INV0027794,2025-03-07,1,api_stability
RESP0009688,INV0027796,2025-03-12,10,
RESP0009689,INV0027799,2025-03-07,10,
RESP0009690,INV0027805,2025-03-07,8,
RESP0009691,INV0027811,2025-03-05,10,
RESP0009692,INV0027812,2025-03-08,4,mobile_app_performance
RESP0009693,INV0027813,2025-03-03,9,
RESP0009694,INV0027814,2025-03-11,10,
RESP0009695,INV0027815,2025-03-03,10,
RESP0009696,INV0027818,2025-03-03,8,
RESP0009697,INV0027821,2025-03-04,9,
RESP0009698,INV0027826,2025-03-04,6,mobile_app_performance
RESP0009699,INV0027828,2025-03-06,6,mobile_app_performance
RESP0009700,INV0027830,2025-03-07,10,
RESP0009701,INV0027832,2025-03-02,7,
RESP0009702,INV0027834,2025-03-12,3,customer_support_speed
RESP0009703,INV0027836,2025-03-04,9,
RESP0009704,INV0027841,2025-03-07,10,
RESP0009705,INV0027844,2025-03-07,10,
RESP0009706,INV0027846,2025-03-09,4,customer_support_speed
RESP0009707,INV0027854,2025-03-12,8,
RESP0009708,INV0027855,2025-03-08,10,
RESP0009709,INV0027857,2025-03-03,7,
RESP0009710,INV0027858,2025-03-04,7,
RESP0009711,INV0027862,2025-03-11,8,
RESP0009712,INV0027863,2025-03-09,0,customer_support_speed
RESP0009713,INV0027864,2025-03-10,6,customer_support_speed
RESP0009714,INV0027868,2025-03-06,8,
RESP0009715,INV0027870,2025-03-10,10,
RESP0009716,INV0027872,2025-03-08,7,
RESP0009717,INV0027873,2025-03-11,7,
RESP0009718,INV0027880,2025-03-08,10,
RESP0009719,INV0027883,2025-03-04,3,api_stability
RESP0009720,INV0027884,2025-03-11,6,onboarding_experience
RESP0009721,INV0027887,2025-03-09,6,mobile_app_performance
RESP0009722,INV0027889,2025-03-09,7,
RESP0009723,INV0027891,2025-03-07,8,
RESP0009724,INV0027893,2025-03-06,9,
RESP0009725,INV0027896,2025-03-06,9,
RESP0009726,INV0027898,2025-03-06,7,
RESP0009727,INV0027899,2025-03-10,7,
RESP0009728,INV0027900,2025-03-08,10,
RESP0009729,INV0027904,2025-03-05,10,
RESP0009730,INV0027907,2025-03-03,4,onboarding_experience
RESP0009731,INV0027909,2025-03-05,10,
RESP0009732,INV0027913,2025-03-07,8,
RESP0009733,INV0027918,2025-03-05,8,
RESP0009734,INV0027919,2025-03-11,8,
RESP0009735,INV0027920,2025-03-06,10,
RESP0009736,INV0027923,2025-03-07,6,data_export_reliability
RESP0009737,INV0027924,2025-03-07,7,
RESP0009738,INV0027926,2025-03-08,5,mobile_app_performance
RESP0009739,INV0027927,2025-03-04,1,mobile_app_performance
RESP0009740,INV0027931,2025-03-06,9,
RESP0009741,INV0027939,2025-03-06,9,
RESP0009742,INV0027947,2025-03-02,4,onboarding_experience
RESP0009743,INV0027950,2025-03-07,8,
RESP0009744,INV0027952,2025-03-06,6,pricing_transparency
RESP0009745,INV0027957,2025-03-04,6,mobile_app_performance
RESP0009746,INV0027958,2025-03-05,5,mobile_app_performance
RESP0009747,INV0027963,2025-03-07,8,
RESP0009748,INV0027966,2025-03-09,10,
RESP0009749,INV0027970,2025-03-08,7,
RESP0009750,INV0027971,2025-03-05,9,
RESP0009751,INV0027974,2025-03-09,1,data_export_reliability
RESP0009752,INV0027978,2025-03-04,8,
RESP0009753,INV0027980,2025-03-08,7,
RESP0009754,INV0027993,2025-03-09,8,
RESP0009755,INV0027996,2025-03-05,9,
RESP0009756,INV0027997,2025-03-05,8,
RESP0009757,INV0028000,2025-03-03,8,
RESP0009758,INV0028007,2025-03-08,1,data_export_reliability
RESP0009759,INV0028010,2025-03-07,4,mobile_app_performance
RESP0009760,INV0028013,2025-03-06,9,
RESP0009761,INV0028014,2025-03-07,7,
RESP0009762,INV0028015,2025-03-05,9,
RESP0009763,INV0028022,2025-03-04,8,
RESP0009764,INV0028025,2025-03-09,4,pricing_transparency
RESP0009765,INV0028031,2025-03-07,10,
RESP0009766,INV0028039,2025-03-11,9,
RESP0009767,INV0028043,2025-03-07,5,data_export_reliability
RESP0009768,INV0028048,2025-03-03,8,
RESP0009769,INV0028050,2025-03-06,8,
RESP0009770,INV0028053,2025-03-06,9,
RESP0009771,INV0028054,2025-03-05,5,pricing_transparency
RESP0009772,INV0028055,2025-03-08,0,onboarding_experience
RESP0009773,INV0028062,2025-03-08,8,
RESP0009774,INV0028065,2025-03-06,0,feature_discoverability
RESP0009775,INV0028070,2025-03-05,0,mobile_app_performance
RESP0009776,INV0028077,2025-03-06,9,
RESP0009777,INV0028082,2025-03-08,7,
RESP0009778,INV0028083,2025-03-08,9,
RESP0009779,INV0028084,2025-03-07,10,
RESP0009780,INV0028086,2025-03-10,9,
RESP0009781,INV0028087,2025-03-09,7,
RESP0009782,INV0028088,2025-03-05,10,
RESP0009783,INV0028092,2025-03-03,9,
RESP0009784,INV0028093,2025-03-05,6,feature_discoverability
RESP0009785,INV0028097,2025-03-04,8,
RESP0009786,INV0028100,2025-03-09,9,
RESP0009787,INV0028103,2025-03-10,7,
RESP0009788,INV0028104,2025-03-04,9,
RESP0009789,INV0028109,2025-03-10,0,reporting_accuracy
RESP0009790,INV0028113,2025-03-05,4,api_stability
RESP0009791,INV0028118,2025-03-09,10,
RESP0009792,INV0028119,2025-03-07,0,mobile_app_performance
RESP0009793,INV0028121,2025-03-05,7,
RESP0009794,INV0028127,2025-03-05,8,
RESP0009795,INV0028128,2025-03-05,10,
RESP0009796,INV0028129,2025-03-09,1,pricing_transparency
RESP0009797,INV0028130,2025-03-04,9,
RESP0009798,INV0028131,2025-03-05,3,mobile_app_performance
RESP0009799,INV0028134,2025-03-10,1,pricing_transparency
RESP0009800,INV0028135,2025-03-11,8,
RESP0009801,INV0028136,2025-03-05,9,
RESP0009802,INV0028137,2025-03-05,1,customer_support_speed
RESP0009803,INV0028140,2025-03-11,4,mobile_app_performance
RESP0009804,INV0028143,2025-03-07,1,data_export_reliability
RESP0009805,INV0028146,2025-03-05,8,
RESP0009806,INV0028148,2025-03-06,10,
RESP0009807,INV0028151,2025-03-07,10,
RESP0009808,INV0028152,2025-03-07,3,mobile_app_performance
RESP0009809,INV0028154,2025-03-09,10,
RESP0009810,INV0028161,2025-03-05,10,
RESP0009811,INV0028164,2025-03-04,10,
RESP0009812,INV0028166,2025-03-08,10,
RESP0009813,INV0028169,2025-03-07,7,
RESP0009814,INV0028171,2025-03-10,10,
RESP0009815,INV0028173,2025-03-09,2,mobile_app_performance
RESP0009816,INV0028176,2025-03-08,9,
RESP0009817,INV0028179,2025-03-11,7,
RESP0009818,INV0028180,2025-03-10,5,mobile_app_performance
RESP0009819,INV0028182,2025-03-07,10,
RESP0009820,INV0028186,2025-03-04,9,
RESP0009821,INV0028197,2025-03-06,7,
RESP0009822,INV0028200,2025-03-10,9,
RESP0009823,INV0028201,2025-03-08,9,
RESP0009824,INV0028203,2025-03-05,10,
RESP0009825,INV0028207,2025-03-09,7,
RESP0009826,INV0028210,2025-03-07,9,
RESP0009827,INV0028213,2025-03-07,2,mobile_app_performance
RESP0009828,INV0028214,2025-03-06,10,
RESP0009829,INV0028216,2025-03-09,10,
RESP0009830,INV0028218,2025-03-05,9,
RESP0009831,INV0028221,2025-03-08,10,
RESP0009832,INV0028227,2025-03-05,10,
RESP0009833,INV0028231,2025-03-06,9,
RESP0009834,INV0028232,2025-03-07,9,
RESP0009835,INV0028237,2025-03-06,10,
RESP0009836,INV0028238,2025-03-02,5,pricing_transparency
RESP0009837,INV0028242,2025-03-10,7,
RESP0009838,INV0028243,2025-03-10,10,
RESP0009839,INV0028246,2025-03-07,7,
RESP0009840,INV0028247,2025-03-05,9,
RESP0009841,INV0028251,2025-03-07,10,
RESP0009842,INV0028258,2025-03-10,4,mobile_app_performance
RESP0009843,INV0028259,2025-03-09,1,reporting_accuracy
RESP0009844,INV0028265,2025-03-06,9,
RESP0009845,INV0028268,2025-03-08,8,
RESP0009846,INV0028270,2025-03-05,8,
RESP0009847,INV0028271,2025-03-06,9,
RESP0009848,INV0028277,2025-03-05,9,
RESP0009849,INV0028283,2025-03-06,6,customer_support_speed
RESP0009850,INV0028291,2025-03-08,10,
RESP0009851,INV0028296,2025-03-09,3,pricing_transparency
RESP0009852,INV0028297,2025-03-07,7,
RESP0009853,INV0028299,2025-03-10,4,mobile_app_performance
RESP0009854,INV0028301,2025-03-02,4,mobile_app_performance
RESP0009855,INV0028302,2025-03-10,9,
RESP0009856,INV0028303,2025-03-02,7,
RESP0009857,INV0028304,2025-03-06,9,
RESP0009858,INV0028305,2025-03-06,1,customer_support_speed
RESP0009859,INV0028306,2025-03-05,8,
RESP0009860,INV0028307,2025-03-04,10,
RESP0009861,INV0028312,2025-03-08,9,
RESP0009862,INV0028317,2025-03-11,7,
RESP0009863,INV0028318,2025-03-03,6,onboarding_experience
RESP0009864,INV0028319,2025-03-06,3,mobile_app_performance
RESP0009865,INV0028322,2025-03-06,3,customer_support_speed
RESP0009866,INV0028328,2025-03-05,10,
RESP0009867,INV0028333,2025-03-07,7,
RESP0009868,INV0028335,2025-03-06,5,api_stability
RESP0009869,INV0028336,2025-03-07,9,
RESP0009870,INV0028339,2025-03-06,8,
RESP0009871,INV0028341,2025-03-10,10,
RESP0009872,INV0028344,2025-03-03,10,
RESP0009873,INV0028345,2025-03-10,3,data_export_reliability
RESP0009874,INV0028348,2025-03-07,10,
RESP0009875,INV0028351,2025-03-04,7,
RESP0009876,INV0028353,2025-03-08,9,
RESP0009877,INV0028357,2025-03-07,9,
RESP0009878,INV0028362,2025-03-06,7,
RESP0009879,INV0028366,2025-03-05,9,
RESP0009880,INV0028370,2025-03-05,9,
RESP0009881,INV0028376,2025-03-09,9,
RESP0009882,INV0028377,2025-03-11,4,pricing_transparency
RESP0009883,INV0028378,2025-03-05,8,
RESP0009884,INV0028382,2025-03-05,5,mobile_app_performance
RESP0009885,INV0028383,2025-03-11,1,data_export_reliability
RESP0009886,INV0028384,2025-03-08,9,
RESP0009887,INV0028388,2025-03-05,9,
RESP0009888,INV0028392,2025-03-06,3,feature_discoverability
RESP0009889,INV0028393,2025-03-08,1,mobile_app_performance
RESP0009890,INV0028398,2025-03-08,2,customer_support_speed
RESP0009891,INV0028399,2025-03-08,10,
RESP0009892,INV0028400,2025-03-11,8,
RESP0009893,INV0028403,2025-03-11,5,mobile_app_performance
RESP0009894,INV0028407,2025-03-08,1,mobile_app_performance
RESP0009895,INV0028409,2025-03-08,10,
RESP0009896,INV0028410,2025-03-10,3,mobile_app_performance
RESP0009897,INV0028413,2025-03-04,8,
RESP0009898,INV0028415,2025-03-03,9,
RESP0009899,INV0028417,2025-03-04,9,
RESP0009900,INV0028421,2025-03-11,8,
RESP0009901,INV0028423,2025-03-06,7,
RESP0009902,INV0028424,2025-03-10,5,customer_support_speed
RESP0009903,INV0028425,2025-03-03,4,mobile_app_performance
RESP0009904,INV0028426,2025-03-07,7,
RESP0009905,INV0028428,2025-03-03,8,
RESP0009906,INV0028439,2025-03-07,10,
RESP0009907,INV0028442,2025-03-05,1,
RESP0009908,INV0028443,2025-03-07,8,
RESP0009909,INV0028445,2025-03-06,9,
RESP0009910,INV0028446,2025-03-06,10,
RESP0009911,INV0028447,2025-03-04,10,
RESP0009912,INV0028452,2025-03-06,1,customer_support_speed
RESP0009913,INV0028453,2025-03-08,7,
RESP0009914,INV0028455,2025-03-11,0,customer_support_speed
RESP0009915,INV0028457,2025-03-05,2,mobile_app_performance
RESP0009916,INV0028461,2025-03-10,10,
RESP0009917,INV0028462,2025-03-05,7,
RESP0009918,INV0028464,2025-03-06,8,
RESP0009919,INV0028467,2025-03-09,2,pricing_transparency
RESP0009920,INV0028470,2025-03-04,10,
RESP0009921,INV0028471,2025-03-05,8,
RESP0009922,INV0028480,2025-03-05,2,customer_support_speed
RESP0009923,INV0028481,2025-03-08,6,mobile_app_performance
RESP0009924,INV0028487,2025-03-06,3,onboarding_experience
RESP0009925,INV0028490,2025-03-05,10,
RESP0009926,INV0028491,2025-03-07,9,
RESP0009927,INV0028493,2025-03-06,3,api_stability
RESP0009928,INV0028497,2025-03-06,8,
RESP0009929,INV0028499,2025-03-09,4,reporting_accuracy
RESP0009930,INV0028502,2025-03-08,10,
RESP0009931,INV0028503,2025-03-12,7,
RESP0009932,INV0028505,2025-03-06,7,
RESP0009933,INV0028508,2025-03-04,9,
RESP0009934,INV0028509,2025-03-05,9,
RESP0009935,INV0028510,2025-03-05,7,
RESP0009936,INV0028514,2025-03-09,10,
RESP0009937,INV0028529,2025-03-09,9,
RESP0009938,INV0028532,2025-03-08,1,customer_support_speed
RESP0009939,INV0028535,2025-03-05,10,
RESP0009940,INV0028537,2025-03-10,10,
RESP0009941,INV0028539,2025-03-08,2,mobile_app_performance
RESP0009942,INV0028542,2025-03-06,10,
RESP0009943,INV0028543,2025-03-05,1,feature_discoverability
RESP0009944,INV0028547,2025-03-09,7,
RESP0009945,INV0028552,2025-03-10,0,mobile_app_performance
RESP0009946,INV0028554,2025-03-02,9,
RESP0009947,INV0028555,2025-03-07,9,
RESP0009948,INV0028557,2025-03-05,10,
RESP0009949,INV0028564,2025-03-08,7,
RESP0009950,INV0028565,2025-03-09,10,
RESP0009951,INV0028566,2025-03-08,10,
RESP0009952,INV0028568,2025-03-08,4,pricing_transparency
RESP0009953,INV0028569,2025-03-04,4,mobile_app_performance
RESP0009954,INV0028571,2025-03-10,8,
RESP0009955,INV0028574,2025-03-12,5,data_export_reliability
RESP0009956,INV0028577,2025-03-08,7,
RESP0009957,INV0028583,2025-03-03,10,
RESP0009958,INV0028586,2025-03-10,4,pricing_transparency
RESP0009959,INV0028589,2025-03-05,5,customer_support_speed
RESP0009960,INV0028592,2025-03-05,6,pricing_transparency
RESP0009961,INV0028595,2025-03-12,3,mobile_app_performance
RESP0009962,INV0028597,2025-03-03,3,onboarding_experience
RESP0009963,INV0028598,2025-03-09,10,
RESP0009964,INV0028599,2025-03-07,6,mobile_app_performance
RESP0009965,INV0028601,2025-03-03,10,
RESP0009966,INV0028604,2025-03-07,1,pricing_transparency
RESP0009967,INV0028607,2025-03-12,7,
RESP0009968,INV0028608,2025-03-06,9,
RESP0009969,INV0028612,2025-03-08,10,
RESP0009970,INV0028618,2025-03-04,9,
RESP0009971,INV0028621,2025-03-09,2,api_stability
RESP0009972,INV0028624,2025-03-05,0,customer_support_speed
RESP0009973,INV0028635,2025-03-07,10,
RESP0009974,INV0028638,2025-03-08,10,
RESP0009975,INV0028639,2025-03-03,9,
RESP0009976,INV0028640,2025-03-09,10,
RESP0009977,INV0028642,2025-03-09,10,
RESP0009978,INV0028645,2025-03-05,7,
RESP0009979,INV0028646,2025-03-03,8,
RESP0009980,INV0028649,2025-03-07,2,customer_support_speed
RESP0009981,INV0028651,2025-03-04,10,
RESP0009982,INV0028656,2025-03-09,4,api_stability
RESP0009983,INV0028658,2025-03-10,0,customer_support_speed
RESP0009984,INV0028659,2025-03-08,10,
RESP0009985,INV0028660,2025-03-09,7,
RESP0009986,INV0028663,2025-03-04,9,
RESP0009987,INV0028664,2025-03-08,10,
RESP0009988,INV0028671,2025-03-08,10,
RESP0009989,INV0028672,2025-03-07,10,
RESP0009990,INV0028674,2025-03-05,5,onboarding_experience
RESP0009991,INV0028675,2025-03-10,8,
RESP0009992,INV0028679,2025-03-05,10,
RESP0009993,INV0028682,2025-03-07,6,mobile_app_performance
RESP0009994,INV0028684,2025-03-08,9,
RESP0009995,INV0028689,2025-03-05,10,
RESP0009996,INV0028690,2025-03-10,10,
RESP0009997,INV0028696,2025-03-06,9,
RESP0009998,INV0028698,2025-03-06,7,
RESP0009999,INV0028699,2025-03-09,7,
RESP0010000,INV0028702,2025-03-09,6,pricing_transparency
RESP0010001,INV0028707,2025-03-05,10,
RESP0010002,INV0028712,2025-03-05,9,
RESP0010003,INV0028720,2025-03-09,7,
RESP0010004,INV0028721,2025-03-05,7,
RESP0010005,INV0028726,2025-03-10,10,
RESP0010006,INV0028731,2025-03-06,9,
RESP0010007,INV0028733,2025-03-08,8,
RESP0010008,INV0028737,2025-03-06,0,feature_discoverability
RESP0010009,INV0028740,2025-03-12,7,
RESP0010010,INV0028742,2025-03-02,7,
RESP0010011,INV0028744,2025-03-11,10,
RESP0010012,INV0028745,2025-03-05,7,
RESP0010013,INV0028748,2025-03-12,7,
RESP0010014,INV0028752,2025-03-07,10,
RESP0010015,INV0028754,2025-03-05,2,mobile_app_performance
RESP0010016,INV0028758,2025-03-05,5,mobile_app_performance
RESP0010017,INV0028761,2025-03-05,7,
RESP0010018,INV0028766,2025-03-02,5,reporting_accuracy
RESP0010019,INV0028767,2025-03-04,10,
RESP0010020,INV0028768,2025-03-06,10,
RESP0010021,INV0028779,2025-03-10,0,customer_support_speed
RESP0010022,INV0028783,2025-03-10,10,
RESP0010023,INV0028785,2025-03-06,10,
RESP0010024,INV0028789,2025-03-04,0,mobile_app_performance
RESP0010025,INV0028790,2025-03-06,8,
RESP0010026,INV0028791,2025-03-06,8,
RESP0010027,INV0028794,2025-03-12,9,
RESP0010028,INV0028795,2025-03-06,7,
RESP0010029,INV0028802,2025-03-03,7,
RESP0010030,INV0028803,2025-03-07,10,
RESP0010031,INV0028804,2025-03-09,9,
RESP0010032,INV0028808,2025-03-05,10,
RESP0010033,INV0028814,2025-03-03,9,
RESP0010034,INV0028815,2025-03-04,10,
RESP0010035,INV0028817,2025-03-08,4,customer_support_speed
RESP0010036,INV0028824,2025-03-06,10,
RESP0010037,INV0028825,2025-03-09,10,
RESP0010038,INV0028826,2025-03-06,5,mobile_app_performance
RESP0010039,INV0028827,2025-03-05,10,
RESP0010040,INV0028828,2025-03-10,5,mobile_app_performance
RESP0010041,INV0028829,2025-03-10,10,
RESP0010042,INV0028832,2025-03-06,4,reporting_accuracy
RESP0010043,INV0028841,2025-03-02,7,
RESP0010044,INV0028843,2025-03-02,2,mobile_app_performance
RESP0010045,INV0028845,2025-03-02,5,data_export_reliability
RESP0010046,INV0028847,2025-03-03,1,customer_support_speed
RESP0010047,INV0028849,2025-03-04,10,
RESP0010048,INV0028850,2025-03-03,7,
RESP0010049,INV0028851,2025-03-08,9,
RESP0010050,INV0028853,2025-03-08,8,
RESP0010051,INV0028854,2025-03-10,4,data_export_reliability
RESP0010052,INV0028856,2025-03-02,8,
RESP0010053,INV0028857,2025-03-08,9,
RESP0010054,INV0028858,2025-03-07,0,mobile_app_performance
RESP0010055,INV0028860,2025-03-11,10,
RESP0010056,INV0028861,2025-03-05,9,
RESP0010057,INV0028862,2025-03-02,9,
RESP0010058,INV0028864,2025-03-08,5,pricing_transparency
RESP0010059,INV0028865,2025-03-04,9,
RESP0010060,INV0028866,2025-03-02,9,
RESP0010061,INV0028868,2025-03-09,0,onboarding_experience
RESP0010062,INV0028869,2025-03-06,4,mobile_app_performance
RESP0010063,INV0028874,2025-03-09,3,customer_support_speed
RESP0010064,INV0028875,2025-03-07,10,
RESP0010065,INV0028878,2025-03-05,8,
RESP0010066,INV0028881,2025-03-08,5,mobile_app_performance
RESP0010067,INV0028885,2025-03-06,8,
RESP0010068,INV0028887,2025-03-04,9,
RESP0010069,INV0028890,2025-03-07,7,
RESP0010070,INV0028891,2025-03-05,8,
RESP0010071,INV0028897,2025-03-02,2,customer_support_speed
RESP0010072,INV0028899,2025-03-07,9,
RESP0010073,INV0028904,2025-03-08,4,mobile_app_performance
RESP0010074,INV0028912,2025-03-04,9,
RESP0010075,INV0028914,2025-03-05,0,customer_support_speed
RESP0010076,INV0028915,2025-03-11,8,
RESP0010077,INV0028919,2025-03-06,7,
RESP0010078,INV0028926,2025-03-04,9,
RESP0010079,INV0028930,2025-03-10,8,
RESP0010080,INV0028931,2025-03-12,5,customer_support_speed
RESP0010081,INV0028932,2025-03-05,9,
RESP0010082,INV0028933,2025-03-05,9,
RESP0010083,INV0028936,2025-03-05,10,
RESP0010084,INV0028939,2025-03-05,7,
RESP0010085,INV0028941,2025-03-07,9,
RESP0010086,INV0028942,2025-03-08,6,customer_support_speed
RESP0010087,INV0028945,2025-03-06,2,pricing_transparency
RESP0010088,INV0028946,2025-03-05,7,
RESP0010089,INV0028961,2025-03-10,10,
RESP0010090,INV0028962,2025-03-07,5,customer_support_speed
RESP0010091,INV0028963,2025-03-12,7,
RESP0010092,INV0028964,2025-03-06,7,
RESP0010093,INV0028965,2025-03-07,9,
RESP0010094,INV0028967,2025-03-04,8,
RESP0010095,INV0028968,2025-03-06,10,
RESP0010096,INV0028970,2025-03-05,9,
RESP0010097,INV0028976,2025-03-06,10,
RESP0010098,INV0028989,2025-03-09,7,
RESP0010099,INV0028993,2025-03-06,9,
RESP0010100,INV0028994,2025-03-04,4,customer_support_speed
RESP0010101,INV0028995,2025-03-06,10,
