pageview_id,segment_start_ms,segment_end_ms,avg_scroll_speed
TR01533,0,2606,52.1
TR01533,2606,4198,487.0
TR01533,4198,7775,32.7
TR01533,7775,9548,43.1
TR01533,9548,10165,153.0
TR01533,10165,12711,35.3
TR01533,12711,18867,64.3
TR01534,0,323,412.7
TR01534,323,516,282.8
TR01534,516,822,54.7
TR01534,822,3404,191.3
TR01534,3404,3856,45.6
TR01534,3856,4578,15.2
TR01534,4578,5424,80.6
TR01535,0,365,470.4
TR01535,365,1898,33.8
TR01535,1898,2531,151.1
TR01535,2531,3339,225.6
TR01535,3339,3689,38.7
TR01535,3689,3848,403.0
TR01535,3848,4622,35.3
TR01535,4622,6002,48.5
TR01535,6002,7621,33.0
TR01535,7621,8946,53.5
TR01535,8946,9120,49.2
TR01535,9120,9580,59.9
TR01536,0,2042,63.6
TR01536,2042,2499,431.4
TR01536,2499,5965,46.6
TR01536,5965,7880,95.6
TR01536,7880,8330,300.0
TR01536,8330,9222,33.2
TR01537,0,1905,260.8
TR01537,1905,5546,413.1
TR01537,5546,6224,53.0
TR01537,6224,8555,143.5
TR01537,8555,14802,340.6
TR01537,14802,15516,27.0
TR01537,15516,16561,35.4
TR01538,0,3248,248.8
TR01538,3248,5120,75.2
TR01538,5120,6722,4.3
TR01538,6722,7696,57.9
TR01538,7696,13165,186.5
TR01538,13165,15800,38.0
TR01538,15800,16778,232.0
TR01539,0,1537,467.4
TR01539,1537,1779,17.1
TR01539,1779,2956,35.3
TR01539,2956,4477,491.9
TR01539,4477,6148,2.7
TR01539,6148,8311,53.3
TR01540,0,988,494.1
TR01540,988,1151,1.2
TR01540,1151,1457,45.4
TR01540,1457,1779,253.0
TR01540,1779,6865,156.6
TR01540,6865,7659,37.6
TR01540,7659,9750,283.7
TR01540,9750,16399,21.2
TR01540,16399,18287,465.6
TR01540,18287,19340,303.0
TR01541,0,2626,25.0
TR01541,2626,3041,8.8
TR01541,3041,3583,5.3
TR01541,3583,4075,278.3
TR01541,4075,5868,318.9
TR01541,5868,7917,420.3
TR01541,7917,8828,230.7
TR01541,8828,11814,58.8
TR01541,11814,12782,457.2
TR01541,12782,13513,0.9
TR01542,0,865,26.2
TR01542,865,911,198.0
TR01542,911,1451,331.8
TR01542,1451,2865,46.5
TR01542,2865,3689,40.3
TR01542,3689,4527,44.2
TR01542,4527,8516,63.5
TR01542,8516,9438,363.9
TR01542,9438,9685,51.3
TR01542,9685,12265,12.5
TR01543,0,3202,277.8
TR01543,3202,3427,457.4
TR01543,3427,3926,61.0
TR01543,3926,8528,16.6
TR01543,8528,12991,61.3
TR01543,12991,16635,60.4
TR01543,16635,16790,279.2
TR01544,0,662,60.0
TR01544,662,1596,22.0
TR01544,1596,3860,162.7
TR01544,3860,5385,45.5
TR01544,5385,6142,293.4
TR01544,6142,7284,8.4
TR01544,7284,7987,38.4
TR01544,7987,9762,180.6
TR01544,9762,12197,16.9
TR01544,12197,12584,30.1
TR01544,12584,12689,36.1
TR01544,12689,13106,70.6
TR01545,0,1539,28.8
TR01545,1539,4171,15.8
TR01545,4171,5927,443.9
TR01545,5927,5964,199.8
TR01545,5964,7149,288.9
TR01545,7149,9758,376.7
TR01545,9758,9939,353.4
TR01545,9939,10385,199.6
TR01545,10385,10389,284.4
TR01545,10389,10894,146.6
TR01545,10894,10904,64.6
TR01546,0,784,237.6
TR01546,784,968,126.5
TR01546,968,1809,26.8
TR01546,1809,1939,27.4
TR01546,1939,2787,383.1
TR01546,2787,2894,298.5
TR01546,2894,5200,389.6
TR01546,5200,5261,439.3
TR01546,5261,6045,328.8
TR01546,6045,6299,36.1
TR01546,6299,7091,473.3
TR01547,0,729,173.0
TR01547,729,821,462.8
TR01547,821,1187,187.3
TR01547,1187,1209,98.6
TR01547,1209,1317,446.9
TR01547,1317,2591,276.3
TR01547,2591,4104,19.4
TR01547,4104,4218,95.6
TR01547,4218,4391,2.7
TR01547,4391,4765,42.2
TR01547,4765,5077,38.3
TR01547,5077,5228,64.0
TR01548,0,77,276.6
TR01548,77,749,232.7
TR01548,749,913,319.5
TR01548,913,1226,487.7
TR01548,1226,2638,339.4
TR01548,2638,2841,70.1
TR01548,2841,3140,45.5
TR01548,3140,4638,13.9
TR01548,4638,5215,267.8
TR01548,5215,5913,373.8
TR01548,5913,6038,46.6
TR01549,0,4080,38.7
TR01549,4080,4219,425.2
TR01549,4219,5024,16.8
TR01549,5024,12715,38.9
TR01549,12715,14401,404.9
TR01549,14401,15222,42.7
TR01550,0,3979,5.0
TR01550,3979,3985,222.3
TR01550,3985,4413,40.7
TR01550,4413,4667,483.5
TR01550,4667,4930,33.4
TR01550,4930,5745,283.6
TR01550,5745,6255,48.7
TR01550,6255,6700,55.1
TR01551,0,344,186.3
TR01551,344,1625,42.4
TR01551,1625,2004,0.6
TR01551,2004,3849,57.7
TR01551,3849,3977,318.4
TR01551,3977,4905,499.5
TR01551,4905,7427,21.8
TR01551,7427,8007,25.9
TR01552,0,1127,2.6
TR01552,1127,2317,52.1
TR01552,2317,3245,12.1
TR01552,3245,4812,360.5
TR01552,4812,11039,45.9
TR01552,11039,12319,475.4
TR01553,0,405,455.3
TR01553,405,608,72.2
TR01553,608,2775,51.1
TR01553,2775,5706,282.6
TR01553,5706,5815,58.2
TR01553,5815,6015,14.4
TR01553,6015,6216,39.4
TR01553,6216,8798,60.4
TR01553,8798,9521,156.4
TR01553,9521,11177,26.5
TR01554,0,1038,317.6
TR01554,1038,1614,161.5
TR01554,1614,3686,42.4
TR01554,3686,4191,75.7
TR01554,4191,4663,3.4
TR01554,4663,4720,310.4
TR01554,4720,7693,452.8
TR01554,7693,8607,418.4
TR01554,8607,8736,241.4
TR01554,8736,9238,20.6
TR01554,9238,9712,353.8
TR01554,9712,11102,29.4
TR01555,0,125,37.8
TR01555,125,598,4.3
TR01555,598,1469,22.9
TR01555,1469,3021,195.9
TR01555,3021,3338,40.6
TR01555,3338,3508,107.2
TR01555,3508,3623,488.1
TR01555,3623,4716,205.8
TR01555,4716,5379,237.5
TR01555,5379,5594,24.6
TR01555,5594,6215,41.8
TR01556,0,1501,343.2
TR01556,1501,2808,18.7
TR01556,2808,6475,57.2
TR01556,6475,6794,232.8
TR01556,6794,7480,476.4
TR01556,7480,10940,7.4
TR01556,10940,11221,62.4
TR01556,11221,11767,18.0
TR01556,11767,15414,478.9
TR01556,15414,17056,432.4
TR01557,0,1787,31.8
TR01557,1787,2977,450.2
TR01557,2977,3379,429.3
TR01557,3379,3934,108.1
TR01557,3934,5540,61.7
TR01557,5540,8118,30.6
TR01557,8118,8293,308.6
TR01557,8293,8440,2.8
TR01557,8440,8566,24.3
TR01558,0,1250,15.5
TR01558,1250,2055,50.3
TR01558,2055,7724,19.5
TR01558,7724,7754,33.1
TR01558,7754,13387,61.4
TR01558,13387,14002,41.8
TR01558,14002,15607,328.0
TR01558,15607,19331,183.9
TR01559,0,1784,34.1
TR01559,1784,2958,16.7
TR01559,2958,3017,206.1
TR01559,3017,3087,43.9
TR01559,3087,4085,43.9
TR01559,4085,7992,75.3
TR01559,7992,10551,185.9
TR01559,10551,11279,415.5
TR01559,11279,11405,108.0
TR01560,0,1028,474.8
TR01560,1028,2755,10.9
TR01560,2755,7236,90.1
TR01560,7236,11341,41.7
TR01560,11341,13105,12.7
TR01560,13105,13976,314.6
TR01560,13976,14008,94.4
TR01560,14008,18860,57.5
TR01561,0,2152,24.1
TR01561,2152,2977,459.5
TR01561,2977,5105,50.4
TR01561,5105,5607,441.6
TR01561,5607,5951,454.5
TR01561,5951,7288,56.6
TR01561,7288,7310,284.7
TR01561,7310,7431,320.3
TR01562,0,1400,18.0
TR01562,1400,1931,120.7
TR01562,1931,5017,39.4
TR01562,5017,6747,350.3
TR01562,6747,9242,233.6
TR01562,9242,9716,10.6
TR01562,9716,10978,15.0
TR01563,0,5077,144.3
TR01563,5077,5286,0.3
TR01563,5286,8348,49.8
TR01563,8348,13561,110.0
TR01563,13561,15873,193.3
TR01563,15873,16590,64.2
TR01563,16590,16920,102.9
TR01563,16920,17485,216.1
TR01563,17485,18965,15.0
TR01563,18965,19185,267.5
TR01563,19185,19292,48.9
TR01564,0,1163,2.5
TR01564,1163,1840,210.0
TR01564,1840,2451,4.3
TR01564,2451,2503,51.5
TR01564,2503,2785,191.9
TR01564,2785,3146,398.2
TR01564,3146,4677,76.6
TR01564,4677,4865,351.7
TR01564,4865,7164,166.0
TR01565,0,293,37.7
TR01565,293,4206,53.5
TR01565,4206,5175,194.6
TR01565,5175,5236,14.8
TR01565,5236,6538,6.8
TR01565,6538,6809,477.1
TR01565,6809,7320,50.8
TR01566,0,946,57.4
TR01566,946,1162,246.5
TR01566,1162,2822,346.7
TR01566,2822,2884,185.7
TR01566,2884,9473,14.8
TR01566,9473,9478,61.3
TR01566,9478,9567,44.1
TR01566,9567,9641,206.4
TR01567,0,3166,133.8
TR01567,3166,4855,361.4
TR01567,4855,7116,454.1
TR01567,7116,11972,197.6
TR01567,11972,13827,9.0
TR01567,13827,16746,5.4
TR01567,16746,16936,260.9
TR01568,0,2454,27.8
TR01568,2454,3678,64.9
TR01568,3678,4388,2.5
TR01568,4388,4734,307.3
TR01568,4734,5435,59.2
TR01568,5435,5988,25.9
TR01568,5988,6475,41.5
TR01568,6475,6888,62.1
TR01568,6888,7637,22.2
TR01568,7637,8324,98.9
TR01568,8324,8537,367.4
TR01568,8537,9573,57.7
TR01569,0,1176,31.4
TR01569,1176,1585,31.1
TR01569,1585,1629,207.6
TR01569,1629,2058,5.5
TR01569,2058,3542,249.5
TR01569,3542,6344,6.3
TR01569,6344,9190,204.9
TR01569,9190,9270,361.2
TR01569,9270,9961,135.5
TR01569,9961,10061,300.3
TR01569,10061,10720,45.9
TR01569,10720,12975,399.7
TR01570,0,1233,487.9
TR01570,1233,1376,17.5
TR01570,1376,2567,90.7
TR01570,2567,4134,11.4
TR01570,4134,5817,48.2
TR01570,5817,8196,104.8
TR01570,8196,8678,39.3
TR01571,0,960,21.0
TR01571,960,2233,169.5
TR01571,2233,3145,22.0
TR01571,3145,3279,449.3
TR01571,3279,5217,12.8
TR01571,5217,5823,118.3
TR01571,5823,6063,280.2
TR01571,6063,6074,8.1
TR01571,6074,6801,418.2
TR01571,6801,6850,40.9
TR01571,6850,8451,301.9
TR01571,8451,9197,32.5
TR01572,0,1192,28.3
TR01572,1192,3465,167.4
TR01572,3465,4805,361.5
TR01572,4805,7882,488.8
TR01572,7882,8049,337.9
TR01572,8049,8779,107.9
TR01572,8779,8942,30.3
TR01572,8942,9318,64.7
TR01572,9318,10341,473.4
TR01573,0,404,127.2
TR01573,404,3128,46.8
TR01573,3128,3536,483.3
TR01573,3536,4336,8.4
TR01573,4336,4670,35.4
TR01573,4670,5881,41.8
TR01573,5881,5968,331.4
TR01573,5968,6448,1.8
TR01573,6448,7688,22.2
TR01573,7688,7972,188.0
TR01573,7972,9568,259.7
TR01573,9568,10989,34.5
TR01574,0,4024,271.6
TR01574,4024,5884,300.9
TR01574,5884,7796,122.1
TR01574,7796,11055,425.4
TR01574,11055,12237,5.2
TR01574,12237,13070,342.8
TR01574,13070,14214,1.9
TR01574,14214,14874,331.9
TR01574,14874,16414,19.9
TR01575,0,1674,298.1
TR01575,1674,2222,84.5
TR01575,2222,4103,418.3
TR01575,4103,5626,404.1
TR01575,5626,7562,372.3
TR01575,7562,9467,211.4
TR01575,9467,9902,11.1
TR01575,9902,10368,494.4
TR01575,10368,10896,27.1
TR01575,10896,11574,192.3
TR01575,11574,12075,224.1
TR01575,12075,14620,25.2
TR01576,0,557,337.0
TR01576,557,3183,49.8
TR01576,3183,3425,14.0
TR01576,3425,6226,21.2
TR01576,6226,7576,55.1
TR01576,7576,10743,16.4
TR01576,10743,11363,156.4
TR01577,0,1464,0.7
TR01577,1464,3433,316.6
TR01577,3433,4462,56.6
TR01577,4462,6036,23.7
TR01577,6036,7156,481.9
TR01577,7156,8383,52.4
TR01577,8383,9774,32.3
TR01577,9774,10270,51.9
TR01577,10270,13020,12.3
TR01578,0,2834,238.2
TR01578,2834,5742,411.3
TR01578,5742,6980,234.5
TR01578,6980,7708,213.5
TR01578,7708,8489,2.5
TR01578,8489,9257,6.4
TR01578,9257,10024,387.5
TR01578,10024,10229,54.6
TR01578,10229,11434,41.3
TR01578,11434,13802,59.5
TR01579,0,34,28.7
TR01579,34,1102,486.1
TR01579,1102,4061,336.2
TR01579,4061,4734,60.9
TR01579,4734,8806,5.8
TR01579,8806,10742,157.2
TR01579,10742,10845,227.9
TR01579,10845,11554,292.7
TR01580,0,1492,467.0
TR01580,1492,10691,39.0
TR01580,10691,11671,52.8
TR01580,11671,13814,36.9
TR01580,13814,13965,9.9
TR01580,13965,15184,97.5
TR01580,15184,18777,232.0
TR01581,0,223,41.4
TR01581,223,4509,116.9
TR01581,4509,5634,153.4
TR01581,5634,7072,151.3
TR01581,7072,8664,40.1
TR01581,8664,10806,352.7
TR01582,0,1023,164.2
TR01582,1023,1177,1.9
TR01582,1177,5889,24.8
TR01582,5889,14078,13.9
TR01582,14078,14583,283.5
TR01582,14583,15178,325.2
TR01583,0,1587,245.5
TR01583,1587,1819,45.7
TR01583,1819,2497,244.1
TR01583,2497,3051,63.4
TR01583,3051,4265,34.6
TR01583,4265,4396,381.0
TR01583,4396,5482,7.7
TR01583,5482,5513,494.8
TR01583,5513,7868,54.9
TR01583,7868,8401,268.7
TR01583,8401,8688,54.4
TR01583,8688,9314,47.0
TR01584,0,1239,354.1
TR01584,1239,1323,180.2
TR01584,1323,6624,20.6
TR01584,6624,7942,73.0
TR01584,7942,8650,263.9
TR01584,8650,10444,128.4
TR01584,10444,14433,44.8
TR01584,14433,15752,128.9
TR01584,15752,16612,32.3
TR01584,16612,17205,349.6
TR01584,17205,18035,33.3
TR01585,0,1096,20.0
TR01585,1096,1602,426.5
TR01585,1602,5084,19.5
TR01585,5084,6385,22.4
TR01585,6385,8754,47.6
TR01585,8754,9228,258.9
TR01586,0,797,435.2
TR01586,797,1765,34.1
TR01586,1765,1806,12.3
TR01586,1806,2072,39.5
TR01586,2072,4386,37.9
TR01586,4386,4844,14.5
TR01586,4844,7149,3.3
TR01586,7149,10937,36.2
TR01586,10937,11620,6.2
TR01586,11620,13258,312.1
TR01586,13258,13295,168.1
TR01586,13295,17379,60.9
TR01587,0,4116,63.7
TR01587,4116,5000,15.4
TR01587,5000,10581,26.2
TR01587,10581,14477,50.6
TR01587,14477,15742,12.3
TR01587,15742,17400,36.5
TR01588,0,591,62.8
TR01588,591,1297,238.0
TR01588,1297,2502,35.2
TR01588,2502,2742,128.4
TR01588,2742,4834,58.9
TR01588,4834,5688,4.0
TR01588,5688,7726,448.4
TR01588,7726,10852,23.0
TR01588,10852,11459,9.8
TR01588,11459,14633,273.0
TR01588,14633,16981,201.6
TR01588,16981,18253,371.4
TR01589,0,141,471.6
TR01589,141,909,162.2
TR01589,909,9002,252.5
TR01589,9002,11786,325.5
TR01589,11786,12261,15.0
TR01589,12261,14703,58.4
TR01589,14703,14835,264.1
TR01589,14835,15827,60.0
TR01590,0,968,29.8
TR01590,968,2086,48.9
TR01590,2086,4339,262.6
TR01590,4339,4400,61.4
TR01590,4400,6159,487.0
TR01590,6159,6175,40.3
TR01590,6175,7080,49.8
TR01590,7080,7836,360.5
TR01590,7836,8578,0.3
TR01590,8578,9950,29.7
TR01590,9950,11304,53.3
TR01591,0,2540,1.3
TR01591,2540,3768,31.2
TR01591,3768,4001,43.2
TR01591,4001,4693,89.4
TR01591,4693,5628,253.9
TR01591,5628,5890,13.2
TR01592,0,339,257.8
TR01592,339,1361,2.7
TR01592,1361,1719,36.2
TR01592,1719,6442,91.8
TR01592,6442,11666,29.3
TR01592,11666,11982,64.9
TR01592,11982,16362,144.0
TR01593,0,2017,125.6
TR01593,2017,2708,437.4
TR01593,2708,3082,27.0
TR01593,3082,3735,451.3
TR01593,3735,6070,15.8
TR01593,6070,7266,26.7
TR01594,0,555,49.9
TR01594,555,6066,463.9
TR01594,6066,6760,392.4
TR01594,6760,10360,469.6
TR01594,10360,12162,62.0
TR01594,12162,12494,28.5
TR01594,12494,13053,318.2
TR01594,13053,16709,55.0
TR01594,16709,18396,215.5
TR01595,0,717,290.4
TR01595,717,830,242.7
TR01595,830,2251,421.1
TR01595,2251,2519,395.2
TR01595,2519,2763,30.7
TR01595,2763,3342,23.6
TR01595,3342,3598,47.6
TR01595,3598,3812,19.1
TR01595,3812,3852,272.0
TR01595,3852,4043,8.1
TR01595,4043,4146,20.6
TR01595,4146,5179,29.6
TR01596,0,1252,332.3
TR01596,1252,1880,318.2
TR01596,1880,2127,484.3
TR01596,2127,3785,51.4
TR01596,3785,4213,76.4
TR01596,4213,5713,80.5
TR01596,5713,8854,43.9
TR01596,8854,9409,277.6
TR01596,9409,9758,379.0
TR01596,9758,10123,313.4
TR01596,10123,10389,443.4
TR01596,10389,10668,284.1
TR01597,0,276,490.6
TR01597,276,531,414.7
TR01597,531,1379,197.3
TR01597,1379,1887,18.3
TR01597,1887,3097,44.1
TR01597,3097,5670,294.9
TR01597,5670,6925,28.3
TR01598,0,1882,338.4
TR01598,1882,2063,190.9
TR01598,2063,4078,324.5
TR01598,4078,4845,282.9
TR01598,4845,6991,218.7
TR01598,6991,7527,59.7
TR01598,7527,9428,30.0
TR01598,9428,10796,50.6
TR01598,10796,11795,404.7
TR01598,11795,12382,182.2
TR01598,12382,14885,210.3
TR01599,0,798,64.1
TR01599,798,1276,479.8
TR01599,1276,1412,62.3
TR01599,1412,1791,110.7
TR01599,1791,3382,148.2
TR01599,3382,5029,388.5
TR01599,5029,6812,12.7
TR01599,6812,7780,63.1
TR01600,0,2027,41.9
TR01600,2027,2726,1.4
TR01600,2726,4109,29.5
TR01600,4109,5269,309.2
TR01600,5269,5423,268.4
TR01600,5423,5697,17.1
TR01601,0,1324,10.6
TR01601,1324,2449,470.3
TR01601,2449,2682,327.7
TR01601,2682,3586,60.3
TR01601,3586,5006,215.9
TR01601,5006,6419,41.8
TR01601,6419,7305,334.9
TR01601,7305,12948,121.9
TR01601,12948,13512,320.4
TR01601,13512,14162,347.2
TR01601,14162,14423,46.4
TR01602,0,892,22.7
TR01602,892,2528,460.7
TR01602,2528,2976,207.1
TR01602,2976,4715,88.6
TR01602,4715,6248,225.4
TR01602,6248,6471,285.2
TR01602,6471,6491,24.7
TR01602,6491,7535,147.5
TR01602,7535,10652,23.4
TR01602,10652,10820,40.6
TR01603,0,1961,341.2
TR01603,1961,3162,28.1
TR01603,3162,7204,11.6
TR01603,7204,7920,32.6
TR01603,7920,10749,182.0
TR01603,10749,12622,116.8
TR01603,12622,15335,447.6
TR01604,0,1060,389.9
TR01604,1060,3993,21.9
TR01604,3993,4174,297.1
TR01604,4174,4533,16.8
TR01604,4533,5243,15.6
TR01604,5243,6806,38.9
TR01604,6806,7616,373.9
TR01604,7616,7643,61.5
TR01604,7643,8542,43.5
TR01604,8542,11221,235.7
TR01604,11221,14967,82.8
TR01605,0,655,368.5
TR01605,655,666,104.4
TR01605,666,868,151.0
TR01605,868,2188,11.0
TR01605,2188,2464,253.6
TR01605,2464,2802,255.8
TR01605,2802,3022,64.1
TR01605,3022,6102,13.3
TR01605,6102,8008,369.6
TR01605,8008,8499,456.6
TR01605,8499,8690,43.3
TR01606,0,10,475.2
TR01606,10,1942,25.0
TR01606,1942,2798,28.2
TR01606,2798,5372,52.2
TR01606,5372,7337,422.4
TR01606,7337,8248,467.7
TR01606,8248,8377,499.1
TR01606,8377,10235,48.8
TR01606,10235,11001,12.4
TR01606,11001,11047,24.7
TR01606,11047,11966,342.8
TR01606,11966,12054,29.9
TR01607,0,3629,22.8
TR01607,3629,3902,473.4
TR01607,3902,3980,471.4
TR01607,3980,3987,48.3
TR01607,3987,7083,128.1
TR01607,7083,7658,41.0
TR01607,7658,8710,164.5
TR01607,8710,9050,489.4
TR01607,9050,10543,12.7
TR01607,10543,11596,310.7
TR01607,11596,12769,229.8
TR01608,0,637,22.6
TR01608,637,1073,35.5
TR01608,1073,3594,42.4
TR01608,3594,4919,82.8
TR01608,4919,5649,264.4
TR01608,5649,8325,38.3
TR01608,8325,8609,19.7
TR01608,8609,9374,9.9
TR01608,9374,15260,2.2
TR01608,15260,16050,424.5
TR01609,0,1164,62.6
TR01609,1164,1751,272.4
TR01609,1751,3216,39.7
TR01609,3216,3391,48.9
TR01609,3391,4416,35.9
TR01609,4416,5012,120.0
TR01609,5012,7184,19.3
TR01609,7184,8439,433.0
TR01609,8439,8817,363.3
TR01609,8817,9420,209.1
TR01609,9420,9695,121.9
TR01609,9695,9931,37.2
TR01610,0,2337,45.8
TR01610,2337,4057,37.4
TR01610,4057,6884,298.6
TR01610,6884,7945,429.6
TR01610,7945,14238,52.0
TR01610,14238,15817,271.5
TR01610,15817,17150,292.2
TR01610,17150,17817,230.5
TR01611,0,5333,9.6
TR01611,5333,7352,62.7
TR01611,7352,7437,350.7
TR01611,7437,7867,462.1
TR01611,7867,8164,493.4
TR01611,8164,8924,433.6
TR01611,8924,9012,390.5
TR01611,9012,10191,55.7
TR01611,10191,11634,444.8
TR01612,0,3304,7.7
TR01612,3304,3482,318.7
TR01612,3482,5942,26.0
TR01612,5942,7090,278.6
TR01612,7090,11180,469.2
TR01612,11180,12679,3.9
TR01613,0,3646,143.3
TR01613,3646,4515,415.2
TR01613,4515,6257,271.0
TR01613,6257,6839,24.8
TR01613,6839,8460,29.8
TR01613,8460,11865,53.3
TR01614,0,647,48.3
TR01614,647,5697,30.1
TR01614,5697,5862,45.6
TR01614,5862,6310,6.2
TR01614,6310,6514,303.9
TR01614,6514,8392,47.5
TR01614,8392,9329,27.5
TR01614,9329,10023,167.7
TR01614,10023,10867,8.4
TR01614,10867,12255,97.8
TR01615,0,244,56.4
TR01615,244,1227,351.6
TR01615,1227,1323,389.1
TR01615,1323,1428,5.6
TR01615,1428,1571,250.0
TR01615,1571,2315,235.1
TR01615,2315,6209,18.4
TR01615,6209,6446,82.7
TR01615,6446,7711,50.2
TR01615,7711,8011,9.6
TR01615,8011,8555,385.1
TR01615,8555,10147,362.7
TR01616,0,4086,137.8
TR01616,4086,4627,269.7
TR01616,4627,5849,24.0
TR01616,5849,7585,244.3
TR01616,7585,9704,49.1
TR01616,9704,9820,32.8
TR01616,9820,9987,51.3
TR01616,9987,11048,41.5
TR01616,11048,15123,223.5
TR01617,0,6435,44.3
TR01617,6435,6736,221.2
TR01617,6736,7888,42.3
TR01617,7888,8895,3.8
TR01617,8895,9156,233.7
TR01617,9156,9533,398.1
TR01617,9533,10623,51.4
TR01617,10623,11957,107.1
TR01617,11957,18886,136.7
TR01617,18886,18957,154.9
TR01618,0,2245,51.2
TR01618,2245,6589,42.5
TR01618,6589,6603,33.6
TR01618,6603,7922,21.4
TR01618,7922,9941,54.7
TR01618,9941,11146,218.3
TR01618,11146,12419,209.4
TR01618,12419,12439,134.2
TR01618,12439,13108,45.6
TR01618,13108,13742,397.2
TR01619,0,3184,153.0
TR01619,3184,3582,468.9
TR01619,3582,11114,9.6
TR01619,11114,12630,429.8
TR01619,12630,14818,470.1
TR01619,14818,14910,459.7
TR01620,0,3221,266.3
TR01620,3221,6222,250.1
TR01620,6222,9089,78.7
TR01620,9089,11382,30.6
TR01620,11382,14000,7.6
TR01620,14000,14124,211.0
TR01620,14124,15691,3.3
TR01621,0,555,386.4
TR01621,555,2320,50.1
TR01621,2320,2458,21.2
TR01621,2458,2771,19.2
TR01621,2771,2956,41.8
TR01621,2956,6473,13.7
TR01621,6473,8050,498.0
TR01622,0,838,1.3
TR01622,838,3999,4.3
TR01622,3999,4834,450.3
TR01622,4834,5504,0.5
TR01622,5504,5523,10.0
TR01622,5523,6046,261.9
TR01622,6046,6718,432.4
TR01622,6718,9941,146.5
TR01622,9941,9948,337.8
TR01623,0,643,139.3
TR01623,643,1053,87.2
TR01623,1053,1431,31.0
TR01623,1431,5379,26.5
TR01623,5379,6032,296.6
TR01623,6032,6653,448.5
TR01624,0,267,32.5
TR01624,267,2292,354.2
TR01624,2292,5104,37.2
TR01624,5104,5319,54.4
TR01624,5319,7062,178.1
TR01624,7062,8571,58.9
TR01624,8571,8665,35.9
TR01625,0,1262,239.2
TR01625,1262,1269,321.0
TR01625,1269,1475,50.2
TR01625,1475,4615,17.0
TR01625,4615,5245,40.9
TR01625,5245,5587,60.6
TR01625,5587,5749,19.7
TR01625,5749,6302,50.6
TR01625,6302,6788,1.7
TR01626,0,725,64.0
TR01626,725,2183,11.3
TR01626,2183,2414,464.0
TR01626,2414,2634,303.2
TR01626,2634,3561,402.1
TR01626,3561,4074,26.0
TR01626,4074,4920,288.4
TR01626,4920,5241,2.6
TR01626,5241,5499,398.7
TR01626,5499,5515,461.0
TR01627,0,1564,360.3
TR01627,1564,2558,187.2
TR01627,2558,3725,2.6
TR01627,3725,6261,368.9
TR01627,6261,7621,136.7
TR01627,7621,8352,45.9
TR01627,8352,8380,8.5
TR01627,8380,9917,28.0
TR01627,9917,10138,300.0
TR01627,10138,15115,363.6
TR01627,15115,17181,266.1
TR01628,0,480,20.3
TR01628,480,1999,181.9
TR01628,1999,7711,432.6
TR01628,7711,8714,465.9
TR01628,8714,9532,339.7
TR01628,9532,12491,292.2
TR01629,0,553,155.5
TR01629,553,1071,24.9
TR01629,1071,1971,39.1
TR01629,1971,4025,15.0
TR01629,4025,7441,1.8
TR01629,7441,7799,413.6
TR01629,7799,9174,27.4
TR01630,0,1149,46.3
TR01630,1149,4255,305.7
TR01630,4255,5311,128.7
TR01630,5311,6357,153.3
TR01630,6357,9382,42.4
TR01630,9382,11899,377.4
TR01630,11899,12872,122.0
TR01630,12872,14281,42.0
TR01630,14281,14784,62.1
TR01630,14784,16221,28.6
TR01630,16221,16869,0.9
TR01631,0,3007,21.8
TR01631,3007,4438,23.2
TR01631,4438,4536,69.3
TR01631,4536,5342,206.1
TR01631,5342,5977,26.4
TR01631,5977,6321,366.1
TR01631,6321,8390,352.9
TR01631,8390,8551,9.6
TR01631,8551,9752,431.3
TR01631,9752,9884,63.2
TR01631,9884,11101,129.7
TR01631,11101,11219,11.8
TR01632,0,565,346.7
TR01632,565,951,106.9
TR01632,951,2550,160.8
TR01632,2550,3486,38.6
TR01632,3486,3677,62.1
TR01632,3677,3817,28.4
TR01632,3817,4329,389.2
TR01632,4329,4789,28.5
TR01632,4789,7652,17.5
TR01632,7652,8428,16.6
TR01632,8428,8541,32.6
TR01632,8541,9568,41.3
TR01633,0,1410,17.7
TR01633,1410,4668,20.9
TR01633,4668,7090,251.2
TR01633,7090,12267,491.5
TR01633,12267,18252,41.7
TR01633,18252,19590,333.1
TR01634,0,531,103.4
TR01634,531,699,290.4
TR01634,699,719,34.8
TR01634,719,2963,25.1
TR01634,2963,5186,435.2
TR01634,5186,6110,215.8
TR01634,6110,6438,1.5
TR01634,6438,7355,100.6
TR01634,7355,7542,44.2
TR01634,7542,8453,47.5
TR01635,0,376,80.1
TR01635,376,646,38.9
TR01635,646,1054,264.6
TR01635,1054,5097,47.1
TR01635,5097,7206,3.6
TR01635,7206,11358,25.7
TR01635,11358,15655,9.2
TR01636,0,421,36.9
TR01636,421,975,103.8
TR01636,975,3715,16.2
TR01636,3715,8609,15.7
TR01636,8609,10970,12.0
TR01636,10970,11107,16.8
TR01636,11107,11234,133.2
TR01636,11234,12114,4.7
TR01636,12114,12918,90.5
TR01636,12918,15270,175.0
TR01637,0,4041,60.6
TR01637,4041,5432,53.6
TR01637,5432,11942,482.0
TR01637,11942,12898,327.4
TR01637,12898,13332,426.1
TR01637,13332,16260,17.5
TR01637,16260,19463,211.7
TR01638,0,40,58.6
TR01638,40,131,372.7
TR01638,131,1000,26.0
