pageview_id,creative_id,interval_start_ms,interval_end_ms,avg_viewport_pct
TR01757,C037,161,4070,79.0
TR01757,C037,11386,13484,90.6
TR01757,C039,7242,7628,55.3
TR01757,C040,684,3847,43.7
TR01757,C040,9229,11870,69.7
TR01758,C015,207,972,87.9
TR01758,C015,8293,8726,52.3
TR01758,C029,4455,7592,46.9
TR01758,C039,6284,10140,46.3
TR01758,C046,615,3908,81.6
TR01758,C046,9139,10643,22.0
TR01759,C007,651,1683,71.6
TR01759,C007,11983,14472,67.8
TR01759,C025,1270,1569,62.9
TR01759,C025,9926,12861,27.7
TR01759,C038,1832,5603,33.7
TR01759,C038,13429,16208,21.4
TR01759,C040,7465,10496,29.4
TR01759,C046,193,14034,96.9
TR01760,C001,5233,8425,61.5
TR01760,C008,2530,5370,88.0
TR01760,C009,788,14590,65.0
TR01760,C026,4359,6438,20.8
TR01760,C027,505,11928,90.3
TR01760,C042,1726,12306,83.9
TR01761,C002,173,706,63.5
TR01761,C002,4305,5740,45.1
TR01761,C002,7399,8362,85.0
TR01761,C015,0,2262,83.5
TR01761,C022,1781,3945,83.9
TR01761,C046,2411,4767,47.2
TR01761,C046,5966,6994,28.5
TR01761,C022,6655,10440,65.5
TR01762,C013,1106,3211,43.5
TR01762,C013,5889,7209,87.2
TR01762,C020,2056,3912,29.0
TR01762,C020,5209,7767,91.0
TR01762,C024,2466,5648,57.2
TR01762,C038,1706,2334,60.8
TR01762,C038,5478,5765,35.9
TR01763,C012,3274,4445,57.1
TR01763,C012,12044,13901,36.0
TR01763,C014,1199,18135,65.5
TR01763,C023,6114,8184,99.6
TR01763,C025,317,17058,82.9
TR01763,C043,0,1508,75.9
TR01763,C045,704,1014,75.6
TR01763,C045,6069,8401,77.5
TR01763,C045,9983,11644,90.3
TR01763,C045,13918,14472,35.8
TR01763,C048,1887,3324,66.2
TR01763,C048,10645,12621,67.0
TR01764,C005,831,3269,68.8
TR01764,C005,4434,6590,61.4
TR01764,C010,91,1120,23.6
TR01764,C012,1395,4756,94.2
TR01764,C014,1087,2572,20.9
TR01764,C014,4810,7295,33.4
TR01764,C038,211,3337,84.6
TR01764,C038,5029,6853,93.6
TR01764,C043,1930,3777,81.1
TR01764,C048,1054,4060,97.3
TR01764,C050,1944,3167,63.7
TR01764,C050,6112,7563,68.3
TR01765,C005,621,1058,62.7
TR01765,C005,6257,6966,55.1
TR01765,C005,10491,10820,71.4
TR01765,C014,1137,13437,69.9
TR01765,C019,0,1032,24.4
TR01765,C024,1664,4728,80.0
TR01765,C024,9898,11599,28.5
TR01765,C032,968,1428,39.5
TR01765,C032,7938,9899,38.3
TR01765,C049,800,3093,81.9
TR01765,C049,3993,4945,87.4
TR01765,C049,8252,8565,87.2
TR01765,C049,11562,12985,75.2
TR01765,C014,325,5342,61.4
TR01766,C008,3159,5263,50.5
TR01766,C017,502,3664,52.0
TR01766,C022,291,1198,53.5
TR01766,C022,2282,4162,64.7
TR01766,C022,4276,6132,63.4
TR01766,C025,58,699,74.1
TR01766,C027,942,5561,67.6
TR01766,C037,2453,5237,68.2
TR01766,C040,678,2684,33.2
TR01766,C040,4225,5894,60.8
TR01767,C013,370,14491,83.4
TR01767,C016,2953,4787,51.9
TR01767,C016,8412,10749,94.9
TR01767,C023,2851,4524,79.0
TR01767,C023,10604,14391,60.6
TR01767,C027,1127,1952,67.9
TR01767,C027,10681,11897,58.3
TR01767,C043,5525,8908,33.5
TR01768,C006,4140,7817,99.0
TR01768,C010,0,7812,81.4
TR01768,C012,3737,4100,61.4
TR01768,C012,9150,10703,66.2
TR01768,C014,1466,2018,40.6
TR01768,C014,7973,10050,57.9
TR01768,C020,2483,6224,24.8
TR01768,C020,9578,10253,39.3
TR01768,C025,2787,4530,99.0
TR01768,C025,10713,12934,94.3
TR01768,C026,6830,9727,24.1
TR01768,C035,7807,10822,94.0
TR01769,C015,3058,4194,52.2
TR01769,C015,8222,8965,57.6
TR01769,C016,904,1916,95.4
TR01769,C016,4222,6326,53.6
TR01769,C016,9339,11260,67.0
TR01769,C016,12868,15231,54.3
TR01769,C022,405,2441,91.8
TR01769,C022,9666,12022,78.9
TR01769,C024,1239,2151,92.0
TR01769,C024,10366,12537,76.3
TR01769,C026,2857,6817,40.7
TR01769,C041,0,1733,56.4
TR01770,C016,1801,4090,81.8
TR01770,C023,1638,3537,81.5
TR01770,C023,4366,5013,53.8
TR01770,C024,71,453,27.4
TR01770,C024,4190,6416,68.4
TR01770,C044,1211,4098,39.4
TR01771,C005,5370,9191,94.1
TR01771,C006,3820,6871,87.2
TR01771,C012,263,1903,26.4
TR01771,C012,8152,8550,94.1
TR01771,C030,1559,3617,51.6
TR01771,C030,6209,8251,74.9
TR01771,C039,1687,5286,58.4
TR01771,C039,7551,9871,28.7
TR01771,C043,458,11884,61.1
TR01771,C045,78,1141,45.5
TR01771,C045,3197,4879,33.0
TR01771,C045,6705,8301,79.7
TR01771,C045,9690,10254,94.4
TR01772,C004,9771,13650,26.7
TR01772,C009,1414,3335,55.7
TR01772,C016,2126,5646,29.9
TR01772,C016,10666,14319,99.3
TR01772,C024,805,14877,81.9
TR01772,C028,665,976,37.0
TR01772,C028,11335,13191,67.6
TR01772,C030,9288,12350,76.5
TR01772,C036,1531,3223,41.8
TR01772,C050,2065,4359,75.5
TR01772,C050,8068,10288,65.5
TR01772,C050,15031,16884,71.6
TR01773,C005,4382,5350,26.7
TR01773,C005,11876,13729,33.6
TR01773,C019,5071,5350,53.0
TR01773,C031,9370,12128,85.8
TR01773,C045,0,3882,34.8
TR01774,C016,462,2959,28.9
TR01774,C016,5133,5771,72.1
TR01774,C022,2457,5797,93.4
TR01774,C045,1107,6571,87.3
TR01774,C049,567,813,99.7
TR01774,C049,2228,2748,72.0
TR01774,C049,3996,4957,81.9
TR01774,C049,5777,6162,45.0
TR01775,C004,1710,5437,27.7
TR01775,C011,4255,7703,95.5
TR01775,C042,4572,6814,56.8
TR01775,C050,4459,7186,87.5
TR01776,C016,2861,3357,26.8
TR01776,C019,3926,6975,33.7
TR01776,C036,1871,2409,95.2
TR01776,C036,7958,8445,73.9
TR01776,C040,828,1301,28.3
TR01776,C040,8800,12768,76.5
TR01776,C047,2345,4454,51.6
TR01776,C047,7088,10027,28.9
TR01776,C048,168,12068,72.8
TR01776,C050,2357,5717,75.4
TR01776,C050,7412,8476,61.5
TR01777,C007,3055,6804,85.7
TR01777,C012,1443,1980,70.9
TR01777,C012,7353,10963,75.2
TR01777,C015,2408,2652,29.1
TR01777,C015,6714,8684,34.4
TR01777,C033,622,9748,86.5
TR01777,C050,1920,11187,99.1
TR01778,C003,1206,4082,69.8
TR01778,C005,2857,5489,55.6
TR01778,C022,379,1174,29.4
TR01778,C022,4974,5941,89.2
TR01778,C023,0,2232,57.4
TR01778,C035,159,878,72.8
TR01778,C035,2596,4210,94.3
TR01778,C035,4679,4993,33.7
TR01778,C038,742,1532,98.4
TR01778,C038,3874,4653,98.0
TR01778,C050,761,1759,36.2
TR01778,C050,4683,6389,92.5
TR01779,C001,772,3005,90.0
TR01779,C001,11807,13669,50.1
TR01779,C004,2695,17823,77.0
TR01779,C008,359,1332,99.1
TR01779,C013,1839,3073,45.0
TR01779,C013,13428,14127,68.6
TR01779,C032,887,16025,85.2
TR01779,C041,3433,4752,88.8
TR01779,C049,3301,4073,34.1
TR01780,C010,539,5598,64.0
TR01780,C014,1740,3901,65.1
TR01780,C023,720,6071,88.4
TR01780,C029,1145,2139,73.8
TR01780,C045,905,1619,49.5
TR01780,C045,3762,5500,76.2
TR01781,C004,3854,7091,97.6
TR01781,C010,174,1725,54.3
TR01781,C010,7655,9315,96.1
TR01781,C025,1712,11881,79.7
TR01781,C028,1191,4699,22.7
TR01781,C028,8429,12403,80.7
TR01782,C009,3741,6151,77.4
TR01782,C009,10131,11249,39.9
TR01782,C010,221,845,94.1
TR01782,C010,11485,12303,20.5
TR01782,C016,614,14277,66.2
TR01782,C020,3000,12989,62.0
TR01782,C021,4653,4860,57.1
TR01782,C032,5517,7154,71.0
TR01783,C030,220,1393,59.9
TR01783,C030,1999,3328,100.0
TR01783,C030,3408,4411,41.7
TR01783,C030,5119,6415,49.8
TR01783,C035,0,2913,47.2
TR01783,C038,88,5640,98.7
TR01783,C046,402,3581,33.2
TR01784,C009,36,961,56.4
TR01784,C009,2580,3213,84.0
TR01784,C009,4111,4969,51.0
TR01784,C013,495,709,69.9
TR01784,C013,2539,2975,61.8
TR01784,C013,4181,5029,88.2
TR01784,C016,36,1276,61.7
TR01784,C016,3215,4793,82.8
TR01784,C032,611,1034,35.4
TR01784,C034,9,1864,53.4
TR01784,C034,3187,4334,99.3
TR01784,C035,1127,1779,25.0
TR01784,C042,931,2024,98.4
TR01784,C042,3045,4204,88.0
TR01784,C044,67,624,90.4
TR01784,C044,3918,4375,81.9
TR01785,C003,1327,2530,37.4
TR01785,C003,7603,8721,76.0
TR01785,C003,12570,13009,77.4
TR01785,C015,295,2201,38.8
TR01785,C015,11502,13243,70.8
TR01785,C020,5643,6715,32.8
TR01785,C029,1019,15600,91.0
TR01785,C045,6369,9352,43.6
TR01785,C049,3306,16188,65.8
TR01786,C008,3503,5629,35.9
TR01786,C008,14636,18573,21.6
TR01786,C015,112,2477,98.6
TR01786,C016,1800,5057,53.1
TR01786,C016,10010,13456,75.9
TR01786,C027,6437,9720,31.9
TR01786,C035,987,2151,50.3
TR01786,C035,10553,13271,54.0
TR01786,C046,159,732,85.9
TR01786,C046,12804,16757,67.1
TR01787,C020,7015,9909,86.1
TR01787,C026,0,9024,77.3
TR01787,C034,4025,7914,95.4
TR01787,C050,2861,4262,88.3
TR01788,C002,0,3588,27.7
TR01788,C011,5382,9232,49.1
TR01788,C039,2806,3361,48.0
TR01788,C039,10377,13892,77.9
TR01788,C046,2721,13313,72.9
TR01789,C006,2457,4243,45.6
TR01789,C031,3223,4437,64.6
TR01789,C038,4232,6616,86.9
TR01789,C043,0,5249,54.0
TR01789,C050,154,13984,100.0
TR01790,C002,6887,8152,96.5
TR01790,C013,449,1357,77.5
TR01790,C013,7283,9168,34.5
TR01790,C013,14665,15443,91.8
TR01790,C021,4151,5521,30.9
TR01790,C021,10283,13526,24.9
TR01790,C023,2881,5745,82.8
TR01790,C023,14058,14496,48.0
TR01790,C028,450,1438,92.2
TR01790,C028,10142,10924,83.9
TR01790,C037,8291,8581,81.1
TR01790,C002,6995,16713,63.9
TR01791,C007,3195,6068,60.2
TR01791,C007,13374,15512,99.4
TR01791,C008,1914,16790,84.4
TR01791,C012,1303,4212,64.2
TR01791,C016,636,1272,20.9
TR01791,C016,11086,12971,39.5
TR01791,C020,0,5677,40.1
TR01791,C033,3065,6945,26.9
TR01791,C033,12702,13496,22.9
TR01791,C044,6076,6623,82.8
TR01792,C003,785,2843,38.4
TR01792,C003,9698,11499,96.5
TR01792,C004,1115,2408,96.7
TR01792,C004,5889,7601,35.5
TR01792,C004,9626,10071,87.9
TR01792,C012,1277,11059,92.3
TR01792,C029,2428,10602,69.9
TR01792,C030,2360,3855,33.7
TR01792,C030,8577,8808,83.1
TR01792,C040,2098,2488,97.7
TR01792,C040,6800,7173,64.8
TR01792,C044,111,1563,85.7
TR01792,C044,3477,4692,51.0
TR01792,C044,7643,7974,82.8
TR01792,C044,10450,12144,52.8
TR01793,C002,261,1440,34.0
TR01793,C002,2227,3868,70.3
TR01793,C002,4657,5197,68.4
TR01793,C018,214,2992,98.9
TR01793,C018,4461,5692,40.5
TR01793,C036,400,5967,69.5
TR01793,C043,2293,5336,86.6
TR01794,C032,1202,1673,71.9
TR01794,C032,3492,4606,57.4
TR01794,C040,705,1331,85.8
TR01794,C042,1272,1673,98.8
TR01794,C043,1428,2268,69.2
TR01794,C043,4290,4686,94.7
TR01794,C044,1213,2837,66.2
TR01794,C044,4419,6182,21.6
TR01794,C045,400,1553,74.8
TR01794,C045,2251,2885,49.0
TR01794,C045,4554,5300,57.8
TR01794,C050,227,507,90.4
TR01794,C050,1957,2878,33.1
TR01794,C050,3428,3827,45.1
TR01794,C050,5091,5929,71.5
TR01795,C005,785,3668,54.8
TR01795,C005,7422,11366,64.4
TR01795,C014,935,4895,57.6
TR01795,C018,275,9892,90.3
TR01795,C034,0,4550,64.3
TR01796,C004,3167,3425,42.3
TR01796,C006,3847,7190,87.4
TR01796,C014,801,4269,51.3
TR01796,C014,9700,12031,79.3
TR01796,C025,1585,3940,51.2
TR01796,C025,6490,6830,47.3
TR01796,C025,11052,12222,86.2
TR01796,C031,3558,4764,26.4
TR01796,C049,528,3778,94.1
TR01797,C002,1262,4831,52.5
TR01797,C002,9381,10138,47.7
TR01797,C014,1422,5366,20.7
TR01797,C014,10366,12498,80.9
TR01797,C027,748,3003,86.0
TR01797,C027,10710,13521,51.2
TR01797,C032,3137,6960,79.1
TR01797,C032,8655,10287,82.1
TR01798,C008,4777,7335,76.5
TR01798,C012,0,3122,79.6
TR01798,C021,2628,4082,78.0
TR01798,C021,7215,11136,72.0
TR01798,C046,981,4304,39.8
TR01798,C046,5814,9406,91.0
TR01799,C015,805,8524,86.9
TR01799,C024,4567,5542,46.7
TR01799,C025,0,552,81.0
TR01799,C037,4355,6346,67.7
TR01799,C024,1470,3616,86.8
TR01800,C009,2498,11136,69.5
TR01800,C011,3431,4023,34.8
TR01800,C011,9301,13170,50.5
TR01800,C026,3678,7187,89.1
TR01800,C037,5700,7419,46.6
TR01800,C042,1237,1953,54.9
TR01800,C042,10676,13781,41.1
TR01801,C005,789,1132,70.8
TR01801,C005,6351,6606,94.2
TR01801,C017,1639,4889,31.4
TR01801,C017,7856,10155,33.0
TR01801,C031,3889,6097,70.8
TR01801,C035,1657,3968,80.5
TR01801,C035,6028,8320,86.5
TR01802,C004,411,4200,66.5
TR01802,C004,11665,14244,94.3
TR01802,C011,2346,4891,52.9
TR01802,C017,0,7436,29.1
TR01802,C027,427,4059,98.6
TR01802,C027,9736,13201,21.2
TR01802,C042,5655,8668,27.7
TR01802,C048,3186,5548,93.9
TR01802,C048,10477,12558,37.2
TR01803,C005,990,4894,55.9
TR01803,C015,2872,6221,23.3
TR01803,C020,1190,4205,27.9
TR01803,C030,3195,5228,28.1
TR01803,C034,474,1744,30.3
TR01803,C034,3889,4824,46.8
TR01803,C042,1152,1858,70.9
TR01803,C046,1127,5152,62.4
TR01804,C011,1649,5014,75.9
TR01804,C029,3160,5783,86.5
TR01804,C035,394,6326,79.3
TR01804,C040,34,1773,48.1
TR01804,C040,3861,6216,67.5
TR01805,C025,889,1698,70.1
TR01805,C025,4508,6594,83.0
TR01805,C033,890,2788,42.2
TR01805,C033,3843,6356,97.2
TR01805,C035,1531,2834,39.1
TR01805,C035,5056,6207,61.9
TR01805,C036,683,1364,74.5
TR01805,C036,3962,5776,97.9
TR01806,C010,1438,15956,62.2
TR01806,C020,5384,9166,53.0
TR01806,C033,503,3760,64.3
TR01806,C042,1840,5020,70.9
TR01806,C042,12621,12906,61.7
TR01806,C043,1686,18190,64.8
TR01806,C044,3483,6711,57.4
TR01806,C045,4431,7323,92.2
TR01806,C045,12811,13025,30.5
TR01806,C047,1451,1920,41.0
TR01807,C006,2976,3469,73.7
TR01807,C007,0,4123,24.5
TR01807,C015,783,4356,53.8
TR01807,C017,4751,5233,71.2
TR01807,C018,0,815,60.5
TR01807,C019,732,2587,68.4
TR01807,C019,3815,5112,91.3
TR01807,C019,6164,8289,63.0
TR01807,C019,9325,10566,60.9
TR01807,C030,987,3473,88.8
TR01807,C030,5847,7448,53.6
TR01807,C038,1090,2734,65.6
TR01807,C038,4336,5250,53.2
TR01807,C038,8344,8722,75.7
TR01808,C002,2082,3548,36.8
TR01808,C014,2712,6026,97.0
TR01808,C016,838,3008,65.6
TR01808,C018,599,2781,39.2
TR01808,C018,3674,4037,48.5
TR01808,C022,0,771,51.4
TR01808,C023,830,5736,93.7
TR01808,C028,383,6825,75.9
TR01809,C009,1740,2171,96.0
TR01809,C009,7305,9086,30.8
TR01809,C021,344,9381,78.1
TR01809,C027,191,870,53.7
TR01809,C027,3024,3682,57.4
TR01809,C027,5849,6185,58.6
TR01809,C027,8462,9078,53.0
TR01809,C048,217,2537,86.7
TR01809,C048,3467,4962,64.0
TR01809,C048,6936,8931,39.4
TR01810,C003,2946,3517,64.7
TR01810,C003,7289,9447,92.9
TR01810,C029,575,2725,83.0
TR01810,C029,9295,10848,80.1
TR01810,C035,2580,3638,26.6
TR01810,C036,1910,9584,63.0
TR01810,C037,374,3593,22.6
TR01810,C037,6917,7747,34.5
TR01810,C045,972,2342,59.0
TR01811,C008,2908,6513,59.4
TR01811,C036,1212,2919,23.9
TR01811,C041,5050,8820,82.7
TR01811,C045,652,1813,66.7
TR01811,C045,9681,12630,24.8
TR01811,C008,6685,11813,86.8
TR01812,C016,2249,4388,50.1
TR01812,C016,6464,9564,64.5
TR01812,C018,936,1883,85.8
TR01812,C018,7919,9136,51.5
TR01812,C022,5744,6424,87.4
TR01812,C032,2901,5015,74.8
TR01812,C032,8026,8873,75.8
TR01812,C041,207,2224,89.7
TR01812,C041,7046,8446,60.4
TR01813,C003,5346,5627,76.1
TR01813,C004,4241,7647,62.0
TR01813,C004,10498,13263,51.4
TR01813,C020,2277,13270,91.2
TR01813,C029,767,1663,38.1
TR01813,C029,5216,6856,44.5
TR01813,C029,8768,9366,89.3
TR01813,C029,13062,14698,36.1
TR01813,C033,48,3330,48.0
TR01813,C033,11364,15002,92.8
TR01813,C037,622,2543,90.7
TR01813,C040,3144,4495,63.5
TR01814,C012,154,11727,61.7
TR01814,C018,1597,4162,72.5
TR01814,C018,7749,11384,93.1
TR01814,C028,746,12381,83.7
TR01814,C029,1623,11272,95.9
TR01814,C032,2358,2794,27.7
TR01814,C032,7360,8744,67.9
TR01814,C034,2104,2377,68.5
TR01814,C034,9024,11413,61.4
TR01814,C040,1299,2111,76.2
TR01814,C040,7855,9545,57.1
TR01814,C042,1236,2131,32.9
TR01814,C042,7680,8750,32.3
TR01814,C018,1953,5825,60.0
TR01815,C007,1631,3420,98.9
TR01815,C007,9642,9984,35.4
TR01815,C018,591,1163,90.0
TR01815,C018,4185,5295,99.1
TR01815,C018,8660,10550,95.1
TR01815,C018,12447,14482,98.0
TR01815,C036,5863,8358,40.5
TR01815,C040,1215,3773,40.1
TR01815,C040,10564,13006,80.6
TR01815,C049,2063,5321,52.1
TR01816,C013,21,1453,45.6
TR01816,C013,7118,7994,34.7
TR01816,C024,1550,1781,78.9
TR01816,C042,603,1179,41.3
TR01816,C045,2210,5372,79.0
TR01816,C045,6532,9720,41.8
TR01816,C013,5887,9443,60.3
TR01817,C003,2377,3096,51.6
TR01817,C003,9675,10231,35.6
TR01817,C004,60,1522,60.9
TR01817,C004,4124,5850,86.0
TR01817,C004,7804,8622,40.6
TR01817,C004,10162,12361,57.6
TR01817,C012,392,3995,35.3
TR01817,C012,9390,13240,85.1
TR01817,C028,1061,2880,59.4
TR01817,C028,4343,4703,99.6
TR01817,C028,7202,8107,77.5
TR01817,C028,10707,12040,93.7
TR01817,C029,2654,4696,39.9
TR01817,C029,8862,12729,49.8
TR01817,C044,920,3083,35.3
TR01817,C044,6947,8772,90.0
TR01817,C048,2006,3046,64.3
TR01817,C049,1940,12807,93.8
TR01818,C007,97,1005,34.9
TR01818,C007,3492,5895,65.8
TR01818,C007,6324,7170,70.4
TR01818,C007,9796,10719,47.2
TR01818,C014,4250,7790,21.6
TR01818,C017,2424,6004,91.5
TR01818,C019,2715,4336,88.2
TR01818,C019,8921,11370,94.0
TR01818,C046,5367,6796,54.5
TR01819,C016,2904,5910,73.1
TR01819,C016,8821,10062,73.2
TR01819,C017,1222,2183,97.8
TR01819,C017,5066,6976,40.3
TR01819,C017,10951,12232,80.8
TR01819,C024,2217,5543,32.1
TR01819,C042,0,4046,70.9
TR01820,C011,3695,5100,26.3
TR01820,C011,11236,12656,23.2
TR01820,C017,242,1447,70.7
TR01820,C017,11295,12053,34.8
TR01820,C032,0,5423,57.0
TR01820,C037,7379,9984,98.2
TR01820,C043,4711,5431,88.3
TR01821,C007,3659,7050,55.4
TR01821,C008,3693,5081,82.2
TR01821,C013,1708,4261,44.6
TR01821,C022,5913,9724,38.9
TR01821,C026,2388,5137,52.8
TR01821,C026,9111,9960,65.6
TR01821,C043,1973,3021,37.6
TR01821,C043,8558,9539,33.3
TR01821,C045,282,3679,44.7
TR01821,C045,9376,10383,64.3
TR01822,C014,1724,2942,87.3
TR01822,C014,6193,8272,84.3
TR01822,C023,1609,2145,86.4
TR01822,C023,5610,8350,82.9
TR01822,C026,380,973,42.5
TR01822,C026,2862,4825,46.9
TR01822,C026,5808,8206,45.9
TR01822,C034,2010,2284,66.1
TR01822,C034,5718,6870,55.4
TR01822,C041,2197,4897,35.1
TR01823,C006,7267,10606,94.1
TR01823,C010,0,4159,87.8
TR01823,C015,1646,4774,71.0
TR01823,C015,11203,14892,38.8
TR01823,C028,1840,16162,65.8
TR01823,C030,1818,3157,80.2
TR01823,C030,6469,7490,47.2
TR01823,C030,11018,11914,71.3
TR01823,C031,2205,3846,39.4
TR01823,C031,10880,13998,85.1
TR01823,C047,3014,5299,64.4
TR01823,C048,492,3395,85.8
TR01823,C048,9114,9636,91.5
TR01824,C022,809,2585,92.2
TR01824,C022,4972,6413,33.0
TR01824,C024,642,7434,98.3
TR01824,C030,1789,3231,47.7
TR01824,C030,4701,4956,73.9
TR01824,C034,1365,2905,46.5
TR01824,C034,5143,6414,37.1
TR01824,C045,1141,1596,74.8
TR01824,C045,3854,6849,47.7
TR01824,C047,1542,2368,25.2
TR01824,C047,5343,5800,21.2
TR01825,C007,767,3092,81.0
TR01825,C007,9119,9341,99.5
TR01825,C020,1032,3890,47.0
TR01825,C020,10370,11152,45.9
TR01825,C026,308,1745,78.3
TR01825,C026,9653,11525,70.6
TR01825,C033,2845,4173,57.0
TR01825,C033,9703,12083,61.5
TR01825,C042,1176,2031,83.8
TR01825,C042,9724,11676,42.7
TR01825,C050,0,7159,27.8
TR01826,C010,1033,10175,61.3
TR01826,C013,737,3454,41.0
TR01826,C035,1611,4178,97.1
TR01826,C047,3846,4047,38.7
TR01827,C005,928,13058,76.5
TR01827,C017,934,3835,86.3
TR01827,C023,139,1125,46.5
TR01827,C023,11187,14285,46.0
TR01827,C033,1642,4074,72.2
TR01827,C034,7297,10435,89.0
TR01827,C042,3827,5055,90.3
TR01827,C042,11235,13748,89.3
TR01828,C002,3170,5254,69.8
TR01828,C002,10077,13489,21.5
TR01828,C007,2936,6456,91.8
TR01828,C007,10708,12798,79.8
TR01828,C016,6095,9384,31.8
TR01828,C024,2565,4230,33.5
TR01828,C024,9367,12280,20.6
TR01828,C029,1784,5209,29.6
TR01828,C030,741,3551,50.8
TR01828,C030,8263,11705,61.1
TR01828,C039,2648,13101,80.0
TR01828,C045,4394,4616,89.3
TR01829,C001,0,5904,82.4
TR01829,C003,103,674,25.6
TR01829,C003,11068,13886,45.6
TR01829,C018,4932,6445,76.6
TR01829,C033,3766,7556,57.4
TR01829,C049,3320,6835,51.8
TR01829,C049,10790,12166,63.9
TR01830,C001,1311,1807,31.4
TR01830,C001,4896,7032,43.6
TR01830,C036,2288,5478,55.2
TR01830,C041,285,1343,50.8
TR01830,C041,3554,4741,40.3
TR01830,C041,5837,8007,75.1
TR01830,C048,301,1068,75.4
TR01830,C048,2309,3575,80.9
TR01830,C048,4621,6029,86.2
TR01830,C048,6379,7716,94.3
TR01830,C050,137,1445,38.3
TR01830,C050,2554,3258,61.0
TR01830,C050,4063,5660,88.8
TR01830,C050,6497,7704,77.1
TR01831,C023,561,1451,89.7
TR01831,C023,2005,3700,94.0
TR01831,C023,4164,5004,99.5
TR01831,C034,77,5396,82.9
TR01831,C036,943,4638,92.9
TR01831,C042,661,5215,76.5
TR01831,C048,80,2852,78.0
TR01831,C048,4009,5382,58.0
TR01832,C005,2915,5152,53.8
TR01832,C005,9958,12204,25.4
TR01832,C009,6650,9324,78.7
TR01832,C015,2112,15527,79.5
TR01832,C026,2860,13297,87.2
TR01832,C028,2549,5910,75.5
TR01832,C028,9512,12825,31.9
TR01832,C031,1199,2598,84.4
TR01832,C031,5872,7347,47.0
TR01832,C031,12375,12754,82.8
TR01833,C022,242,9757,79.8
TR01833,C024,0,2670,44.7
TR01833,C028,1314,3131,37.7
TR01833,C028,7135,10046,60.6
TR01833,C041,1707,2198,80.6
TR01833,C041,6984,9901,79.7
TR01833,C046,2178,5345,33.7
TR01834,C001,1885,3819,63.0
TR01834,C006,1414,1670,94.3
TR01834,C006,4081,5569,23.2
TR01834,C020,1314,3876,61.0
TR01834,C022,0,1501,68.0
TR01834,C028,250,846,79.8
TR01834,C028,4200,5326,31.3
TR01834,C029,2262,5072,42.7
TR01834,C034,825,3169,73.6
TR01834,C035,1343,2135,69.8
TR01834,C035,3095,3915,49.2
TR01835,C019,105,2434,81.2
TR01835,C020,3306,4474,34.9
TR01835,C021,2035,3275,70.7
TR01835,C021,5706,6669,59.9
TR01835,C027,0,1715,30.1
TR01835,C044,119,620,96.7
TR01835,C047,71,6844,93.9
TR01836,C003,174,3497,65.6
TR01836,C024,4366,5078,44.6
TR01836,C030,2481,2745,44.9
TR01836,C031,0,2677,70.5
TR01836,C041,5408,7219,78.8
TR01836,C045,542,1222,58.3
TR01836,C045,7634,9944,44.8
TR01836,C049,659,2763,35.9
TR01836,C049,3503,4316,84.9
TR01836,C049,6604,8200,53.7
TR01836,C049,9347,11569,93.7
TR01837,C009,636,1907,49.6
TR01837,C009,5401,6430,92.1
TR01837,C017,563,2409,42.0
TR01837,C017,2919,3341,51.1
TR01837,C017,5260,6897,98.6
TR01837,C017,7823,9994,52.4
TR01837,C026,230,552,30.4
TR01837,C026,3821,5029,78.3
TR01837,C026,6916,8312,33.9
TR01837,C034,1187,2827,31.2
TR01837,C034,7039,9747,33.0
TR01837,C036,1350,1553,78.7
TR01837,C042,2524,2920,56.2
TR01837,C042,6819,8176,53.9
TR01837,C050,2169,6100,92.8
TR01838,C002,4374,7412,97.7
TR01838,C027,49,3628,97.2
TR01838,C035,156,1144,57.9
TR01838,C035,5135,5464,31.6
TR01838,C036,2323,4743,40.7
TR01838,C040,4435,4948,27.0
TR01839,C002,3608,4119,47.8
TR01839,C011,1010,1784,57.5
TR01839,C011,12460,14900,24.8
TR01839,C021,0,6773,26.5
TR01839,C024,1298,17204,70.0
TR01839,C025,7665,9167,40.8
TR01839,C026,0,2888,67.3
TR01839,C037,2978,6977,85.6
TR01840,C017,709,16060,69.3
TR01840,C028,1160,4653,87.0
TR01840,C028,10025,13183,74.4
TR01840,C032,2043,4445,76.7
TR01840,C032,10475,11625,74.3
TR01840,C034,2699,6333,89.4
TR01840,C034,9916,11763,52.1
TR01840,C038,3588,6316,56.1
TR01840,C038,10332,10599,27.6
TR01840,C043,3772,6690,43.9
TR01840,C043,11024,13779,32.2
TR01841,C002,220,2296,68.0
TR01841,C002,3797,5550,90.4
TR01841,C006,543,2424,40.9
TR01841,C006,4618,5395,63.7
TR01841,C024,808,3313,68.0
TR01841,C024,4289,5965,43.3
TR01841,C025,2447,4337,80.3
TR01841,C037,330,6072,83.9
TR01841,C039,351,3385,44.7
TR01841,C039,4768,6084,51.4
TR01841,C046,722,2135,70.8
TR01841,C046,2839,3202,39.8
TR01841,C046,4793,6051,69.5
TR01841,C049,317,707,67.0
TR01841,C049,3720,6646,37.3
TR01842,C003,609,983,52.7
TR01842,C003,4655,6921,89.7
TR01842,C003,8610,10116,88.9
TR01842,C003,12153,13779,31.8
TR01842,C022,0,2152,86.8
TR01842,C023,1012,3360,39.8
TR01842,C023,11285,12015,95.3
TR01842,C043,27,2238,21.9
TR01842,C043,10196,13454,28.7
TR01843,C008,251,1223,75.4
