pageview_id,creative_id,position_in_feed,loaded_ts_ms,first_render_ts_ms,total_visible_ms,max_viewport_pct,avg_viewport_pct,uninterrupted_visible_ms,refresh_count,is_sticky,is_preload,click_occurred,click_ts_ms,time_to_click_ms,credited_click
TR01375,C018,4,1625,3539,12830,77.0,77.0,12830,0,1,0,0,-1,-1,0
TR01375,C022,5,2329,0,932,22.0,22.0,932,0,0,1,0,-1,-1,0
TR01375,C025,6,1780,951,5148,80.4,49.0,3094,0,0,0,0,-1,-1,0
TR01375,C048,7,2327,1124,2783,79.7,54.6,1157,2,0,0,0,-1,-1,0
TR01376,C001,1,3354,633,2947,53.7,53.7,2947,0,0,0,0,-1,-1,0
TR01376,C012,2,4343,3203,3656,48.2,48.2,3656,0,0,0,0,-1,-1,0
TR01376,C022,3,3937,3929,765,87.2,87.2,765,0,0,0,0,-1,-1,0
TR01376,C030,4,4456,3466,3436,97.1,95.0,2706,0,0,0,0,-1,-1,0
TR01376,C041,5,3967,5396,847,42.6,42.6,847,0,0,0,0,-1,-1,0
TR01376,C044,6,4758,4364,5115,95.7,91.2,3958,0,0,0,0,-1,-1,0
TR01376,C045,7,3234,1968,3264,94.6,90.3,1782,2,0,0,0,-1,-1,0
TR01376,C050,8,4277,1992,1304,60.8,60.8,1304,0,0,0,0,-1,-1,0
TR01377,C006,1,1171,1814,6386,45.3,43.8,3377,0,0,0,0,-1,-1,0
TR01377,C010,2,4893,803,6685,89.0,77.2,3657,0,0,0,0,-1,-1,0
TR01377,C029,3,278,1863,4607,90.0,71.1,3002,0,0,0,0,-1,-1,0
TR01377,C030,4,681,3308,4836,83.6,50.3,2894,0,0,0,0,-1,-1,0
TR01377,C039,5,5099,2228,2873,47.3,47.3,2873,0,0,0,0,-1,-1,0
TR01377,C041,6,4224,2522,3462,68.1,68.1,3462,0,0,0,0,-1,-1,0
TR01377,C046,7,2855,1976,6398,89.5,85.2,3703,0,0,0,0,-1,-1,0
TR01377,C050,8,4222,3563,6514,90.8,90.1,3439,0,0,0,0,-1,-1,0
TR01378,C004,1,1038,3223,3657,99.7,95.0,2458,0,0,0,1,8346,523,0
TR01378,C018,2,795,560,12060,95.0,95.0,12060,0,1,0,1,8346,4274,1
TR01378,C020,3,3019,526,7944,39.7,34.3,2472,3,0,0,1,8346,4009,0
TR01378,C030,4,2085,1290,2088,94.1,81.9,1437,2,0,0,1,8346,2373,0
TR01378,C038,5,1281,1409,5839,91.4,81.5,3747,0,0,0,1,8346,2523,0
TR01379,C004,1,1137,8,3562,76.0,71.8,1912,0,0,0,0,-1,-1,0
TR01379,C007,2,619,742,1438,81.1,70.4,819,0,0,0,0,-1,-1,0
TR01379,C031,3,2047,507,2037,95.2,89.4,1609,0,0,0,0,-1,-1,0
TR01379,C040,4,1511,497,3418,76.1,76.1,3418,0,0,0,0,-1,-1,0
TR01379,C050,5,1502,1446,1710,53.4,49.4,979,0,0,0,0,-1,-1,0
TR01380,C011,1,2584,677,3447,82.9,48.1,2258,2,0,0,1,5079,2488,0
TR01380,C014,2,121,1447,1510,50.2,46.2,1060,1,0,0,1,5079,2178,0
TR01380,C042,3,532,1462,1958,70.9,70.9,1958,0,0,0,1,5079,1659,0
TR01380,C043,4,2953,850,6957,62.5,62.5,6957,0,1,0,1,5079,2728,1
TR01380,C045,5,1618,712,2095,63.5,63.5,2095,0,0,0,1,5079,2272,0
TR01380,C048,6,735,1391,2672,57.9,50.7,2367,0,0,0,1,5079,4438,0
TR01380,C050,7,1597,392,6463,74.8,58.4,1948,3,0,0,1,5079,4600,0
TR01381,C005,1,4101,3813,1520,82.9,82.9,1520,0,0,0,0,-1,-1,0
TR01381,C015,2,3809,3002,1479,76.3,76.3,1479,0,0,0,0,-1,-1,0
TR01381,C023,3,725,353,5700,72.5,68.7,2907,0,0,0,0,-1,-1,0
TR01381,C030,4,4279,2650,6077,66.1,65.9,3797,0,0,0,0,-1,-1,0
TR01381,C036,5,3496,0,8564,75.1,75.1,8564,0,0,1,0,-1,-1,0
TR01381,C050,6,953,2284,2958,54.8,54.8,2958,0,0,0,0,-1,-1,0
TR01382,C002,1,1725,1943,2052,32.6,32.6,2052,0,0,0,1,3890,105,0
TR01382,C003,2,467,466,3184,84.1,64.3,2793,0,0,0,1,3890,1131,1
TR01382,C022,3,2153,851,650,54.7,54.7,650,0,0,0,1,3890,2389,0
TR01382,C031,4,1784,2880,1542,42.1,42.1,1542,0,0,0,1,3890,532,0
TR01382,C046,5,1326,787,476,95.1,95.1,476,0,0,0,1,3890,2627,0
TR01382,C050,6,748,0,2939,82.7,82.7,2939,0,0,1,1,3890,951,0
TR01383,C006,1,5446,7630,677,28.1,28.1,677,0,0,0,1,14103,5796,0
TR01383,C014,2,1185,2092,3865,93.2,93.2,3865,0,0,0,1,14103,8146,1
TR01383,C024,3,3363,6819,2672,64.6,64.6,2672,0,0,0,1,14103,4612,0
TR01383,C049,4,2014,431,2720,83.3,79.7,1510,1,0,0,1,14103,3555,0
TR01384,C007,1,1969,800,2918,67.6,43.7,1664,2,0,0,1,10949,76,0
TR01384,C029,2,679,926,5575,64.9,51.3,2791,0,0,0,1,10949,1860,1
TR01384,C038,3,965,5907,1416,54.7,54.7,1416,0,0,0,1,10949,3626,0
TR01384,C046,4,2858,4205,242,28.7,28.7,242,0,0,0,1,10949,6502,0
TR01384,C048,5,761,2479,11749,71.0,71.0,11749,0,1,0,1,10949,3279,0
TR01385,C004,1,4449,3287,2947,63.2,59.9,2261,0,0,0,0,-1,-1,0
TR01385,C019,2,3695,1025,4099,93.3,76.8,2252,0,0,0,0,-1,-1,0
TR01385,C025,3,4834,1629,3926,63.9,58.9,2881,0,0,0,0,-1,-1,0
TR01385,C026,4,646,4176,414,83.9,83.9,414,0,0,0,0,-1,-1,0
TR01385,C027,5,2473,308,5140,99.0,83.6,3406,0,0,0,0,-1,-1,0
TR01385,C037,6,5662,372,13570,79.3,79.3,13570,0,1,0,0,-1,-1,0
TR01385,C040,7,5936,1395,5878,78.3,73.8,3987,0,0,0,0,-1,-1,0
TR01385,C045,8,4552,3813,4511,64.2,46.8,2981,0,0,0,0,-1,-1,0
TR01386,C037,1,4793,6694,3626,59.5,59.5,3626,0,0,0,1,13844,3524,0
TR01386,C040,2,2900,1537,6594,80.2,78.9,3639,0,0,0,1,13844,133,1
TR01386,C041,3,2410,0,6388,83.9,83.9,6388,0,0,1,1,13844,7456,0
TR01386,C047,4,1137,1643,2168,92.0,71.9,1372,0,0,0,1,13844,3659,0
TR01387,C009,1,4543,530,5445,64.4,56.6,4449,0,0,0,1,10688,2614,1
TR01387,C026,2,498,1376,2129,79.4,79.4,2129,0,0,0,1,10688,7183,0
TR01387,C032,3,3478,7267,254,49.9,49.9,254,0,0,0,1,10688,3167,0
TR01387,C038,4,2342,3877,822,46.7,46.7,822,0,0,0,1,10688,5989,0
TR01387,C048,5,412,4565,3452,34.7,34.7,3452,0,0,0,1,10688,2671,0
TR01388,C002,1,413,645,1589,86.4,74.5,1239,0,0,0,1,8436,1078,0
TR01388,C009,2,190,7055,424,32.1,32.1,424,0,0,0,1,8436,957,0
TR01388,C011,3,2654,3412,2519,68.1,68.1,2519,0,0,0,1,8436,2505,0
TR01388,C012,4,2162,137,11120,63.3,63.3,11120,0,1,0,1,8436,2821,0
TR01388,C022,5,1884,487,4774,91.9,51.0,2493,2,0,0,1,8436,3036,0
TR01388,C045,6,367,173,1207,38.0,38.0,1207,0,0,0,1,8436,7056,0
TR01388,C049,7,3512,685,13285,88.5,88.5,13285,0,1,0,1,8436,5534,1
TR01389,C008,1,1099,151,1856,46.3,45.0,1008,0,0,0,0,-1,-1,0
TR01389,C014,2,918,286,1940,91.1,90.4,1724,0,0,0,0,-1,-1,0
TR01389,C017,3,198,2411,1250,28.6,28.6,1250,0,0,0,0,-1,-1,0
TR01389,C021,4,1075,1962,3434,41.2,41.2,3434,0,0,0,0,-1,-1,0
TR01389,C024,5,1600,260,2082,57.7,41.5,1068,0,0,0,0,-1,-1,0
TR01389,C029,6,736,803,3758,59.8,59.8,3758,0,0,0,0,-1,-1,0
TR01389,C037,7,799,1324,1952,72.8,61.8,1207,0,0,0,0,-1,-1,0
TR01389,C040,8,643,2539,1910,85.4,85.4,1910,0,0,0,0,-1,-1,0
TR01390,C010,1,3770,790,3984,58.0,35.2,3676,0,0,0,1,14359,1129,0
TR01390,C012,2,3789,232,5129,89.9,65.0,2332,2,0,0,1,14359,893,0
TR01390,C020,3,216,3271,756,80.7,80.7,756,0,0,0,1,14359,10332,1
TR01390,C023,4,2001,1503,721,41.9,41.9,721,0,0,0,1,14359,12135,0
TR01390,C028,5,2306,477,4639,67.1,44.2,2761,0,0,0,1,14359,3373,0
TR01390,C038,6,2853,5853,821,60.2,60.2,821,0,0,0,1,14359,7685,0
TR01390,C040,7,5374,1769,3242,92.8,71.0,1617,2,0,0,1,14359,303,0
TR01391,C002,1,1760,1015,2888,59.0,47.5,1411,2,0,0,0,-1,-1,0
TR01391,C009,2,788,2248,2219,83.0,83.0,2219,0,0,0,0,-1,-1,0
TR01391,C017,3,2439,1649,923,87.2,87.2,923,0,0,0,0,-1,-1,0
TR01391,C030,4,2564,285,4637,83.6,78.0,3010,0,0,0,0,-1,-1,0
TR01391,C036,5,511,2548,3749,72.8,69.5,3404,0,0,0,0,-1,-1,0
TR01391,C045,6,842,2055,3623,91.3,71.0,2134,0,0,0,0,-1,-1,0
TR01392,C001,1,2459,866,2400,53.5,53.5,2400,0,0,0,1,9458,6192,1
TR01392,C023,2,1769,1623,1282,84.7,84.7,1282,0,0,0,1,9458,6553,0
TR01392,C035,3,61,2488,1434,96.2,86.3,788,0,0,0,1,9458,1598,0
TR01392,C041,4,1688,2643,1611,64.5,64.5,1611,0,0,0,1,9458,5204,0
TR01393,C003,1,3884,1172,4726,75.5,63.6,3127,0,0,0,1,9249,3323,1
TR01393,C008,2,2906,3638,3167,41.3,37.7,2427,0,0,0,1,9249,4029,0
TR01393,C010,3,2160,2104,6813,95.3,64.0,3663,0,0,0,1,9249,2372,0
TR01393,C026,4,4286,3956,1154,52.2,52.2,1154,0,0,0,1,9249,4139,0
TR01393,C032,5,2407,332,3782,50.1,37.9,1935,0,0,0,1,9249,2635,0
TR01393,C040,6,2683,629,3012,99.6,85.2,2295,0,0,0,1,9249,2309,0
TR01393,C045,7,4828,551,4248,35.3,33.5,2505,0,0,0,1,9249,3835,0
TR01394,C010,1,5226,1389,2288,47.6,47.2,1799,1,0,0,0,-1,-1,0
TR01394,C011,2,3418,750,4467,30.4,27.9,2848,0,0,0,0,-1,-1,0
TR01394,C012,3,1494,130,2232,83.5,41.7,1900,1,0,0,0,-1,-1,0
TR01394,C015,4,1374,4675,1659,88.3,88.3,1659,0,0,0,0,-1,-1,0
TR01394,C016,5,4389,3912,4445,76.6,70.7,3658,0,0,0,0,-1,-1,0
TR01394,C040,6,2308,4585,682,36.0,36.0,682,0,0,0,0,-1,-1,0
TR01395,C022,1,2189,0,4518,80.8,80.8,4518,0,0,1,1,9049,4531,0
TR01395,C032,2,1793,1289,2960,36.1,36.1,2960,0,0,0,1,9049,4800,0
TR01395,C036,3,3137,921,2289,82.9,82.9,2289,0,0,0,1,9049,5839,1
TR01395,C038,4,1367,2288,3766,67.6,43.4,2643,0,0,0,1,9049,28,0
TR01395,C046,5,3185,342,7449,85.8,85.8,7449,2,1,0,1,9049,1258,0
TR01396,C007,1,4741,370,3805,82.9,62.7,2570,0,0,0,1,12411,786,0
TR01396,C018,2,294,2972,1732,53.9,46.0,1077,0,0,0,1,12411,64,0
TR01396,C020,3,206,4308,1110,74.3,74.3,1110,0,0,0,1,12411,6993,1
TR01396,C021,4,4179,369,6598,51.4,45.5,3699,0,0,0,1,12411,3313,0
TR01396,C036,5,63,3279,266,38.0,38.0,266,0,0,0,1,12411,8866,0
TR01396,C042,6,4620,1850,1289,85.7,77.8,728,1,0,0,1,12411,2205,0
TR01396,C049,7,4303,1735,536,80.6,48.4,303,0,0,0,1,12411,1412,0
TR01397,C002,1,656,7997,3893,82.5,82.5,3893,0,0,0,1,8310,3580,0
TR01397,C006,2,5170,907,561,96.8,96.8,561,0,0,0,1,8310,6842,0
TR01397,C012,3,1709,6705,3867,95.4,95.4,3867,0,0,0,1,8310,2262,1
TR01397,C020,4,1660,846,5856,99.1,88.3,2932,0,0,0,1,8310,4753,0
TR01397,C045,5,5396,1899,2592,66.7,40.8,1847,0,0,0,1,8310,2637,0
TR01397,C050,6,1041,2825,4981,87.7,82.5,3287,0,0,0,1,8310,4600,0
TR01398,C002,1,1808,450,3447,89.2,89.2,3447,0,0,0,0,-1,-1,0
TR01398,C016,2,2915,1092,8308,98.0,98.0,8308,0,1,1,0,-1,-1,0
TR01398,C027,3,3218,3591,3655,58.1,58.1,3655,0,0,0,0,-1,-1,0
TR01398,C043,4,2343,0,4121,55.8,55.8,4121,0,0,1,0,-1,-1,0
TR01399,C012,1,4590,1015,4380,72.1,66.4,2681,0,0,0,0,-1,-1,0
TR01399,C013,2,4977,4596,382,88.2,88.2,382,0,0,0,0,-1,-1,0
TR01399,C014,3,3560,3779,3611,70.4,55.9,1914,0,0,0,0,-1,-1,0
TR01399,C015,4,5560,0,8371,31.1,31.1,8371,0,0,1,0,-1,-1,0
TR01399,C026,5,4160,1530,5143,95.4,55.0,1944,2,0,0,0,-1,-1,0
TR01399,C035,6,5717,1911,755,36.5,35.4,528,0,0,0,0,-1,-1,0
TR01399,C037,7,4767,813,16019,73.8,73.8,16019,0,1,0,0,-1,-1,0
TR01399,C041,8,3703,3487,5346,54.4,49.9,3673,0,0,0,0,-1,-1,0
TR01400,C009,1,3605,0,6462,71.1,63.1,4037,0,0,0,1,11144,1313,1
TR01400,C010,2,630,1388,3560,28.5,28.5,3560,0,0,0,1,11144,6196,0
TR01400,C011,3,3107,1774,4632,29.8,26.1,3465,0,0,0,1,11144,536,0
TR01400,C038,4,234,2216,2440,84.4,66.7,1495,1,0,0,1,11144,1555,0
TR01400,C047,5,2117,1159,1287,49.4,49.4,1287,0,0,0,1,11144,8698,0
TR01401,C007,1,2020,131,14197,87.6,87.6,14197,0,1,0,1,11303,3025,1
TR01401,C010,2,124,1179,3714,45.4,43.9,2095,0,0,0,1,11303,2103,0
TR01401,C017,3,382,0,5794,28.3,28.3,5794,0,0,1,1,11303,5509,0
TR01401,C032,4,4057,4138,3631,55.6,35.8,2508,0,0,0,1,11303,1837,0
TR01401,C047,5,688,7609,570,88.7,88.7,570,0,0,0,1,11303,3124,0
TR01401,C050,6,135,3293,7141,81.9,56.5,3962,0,0,0,1,11303,4381,0
TR01402,C002,1,2202,229,15406,96.3,96.3,15406,0,1,0,0,-1,-1,0
TR01402,C011,2,2114,4059,4499,99.2,56.1,3621,0,0,0,0,-1,-1,0
TR01402,C023,3,5391,2675,2181,52.7,39.1,1496,0,0,0,0,-1,-1,0
TR01402,C026,4,5272,654,15615,66.2,66.2,15615,0,1,0,0,-1,-1,0
TR01402,C029,5,5348,500,4838,97.0,80.8,2493,3,0,0,0,-1,-1,0
TR01402,C045,6,1577,1261,5557,88.9,85.8,3686,0,0,0,0,-1,-1,0
TR01403,C006,1,4793,2076,3423,99.8,99.4,1842,0,0,0,1,12084,1576,0
TR01403,C017,2,2818,1594,4492,95.7,89.2,3438,0,0,0,1,12084,856,0
TR01403,C024,3,1709,2051,3371,86.3,57.9,3062,0,0,0,1,12084,458,0
TR01403,C045,4,2147,6907,2751,73.9,73.9,2751,0,0,0,1,12084,2426,0
TR01403,C048,5,3420,3226,4801,90.3,74.1,3673,0,0,0,1,12084,886,1
TR01404,C011,1,1700,0,3091,44.2,44.2,3091,0,0,1,0,-1,-1,0
TR01404,C025,2,2915,2549,5178,82.8,79.7,3680,0,0,0,0,-1,-1,0
TR01404,C026,3,3476,0,5643,49.9,49.9,5643,0,0,1,0,-1,-1,0
TR01404,C031,4,2046,3558,1872,55.7,55.7,1872,0,0,0,0,-1,-1,0
TR01404,C043,5,283,2292,1490,86.1,86.1,1490,0,0,0,0,-1,-1,0
TR01404,C046,6,4107,106,1071,87.7,87.7,1071,0,0,0,0,-1,-1,0
TR01405,C014,1,2673,4680,492,72.2,72.2,492,0,0,0,1,5209,37,0
TR01405,C017,2,2068,1081,2629,65.3,62.2,2115,1,0,0,1,5209,1532,0
TR01405,C018,3,1641,1612,3582,69.4,63.0,2094,0,0,0,1,5209,2756,0
TR01405,C027,4,2478,702,3528,41.0,41.0,3528,0,0,0,1,5209,979,0
TR01405,C028,5,309,638,2494,95.9,86.4,1930,0,0,0,1,5209,2263,1
TR01405,C041,6,2894,1641,2575,71.0,71.0,2575,0,0,0,1,5209,993,0
TR01405,C047,7,1580,3585,3858,29.4,29.4,3858,0,0,0,1,5209,2234,0
TR01406,C002,1,1336,1053,1467,98.5,84.2,1123,0,0,0,1,7208,2342,0
TR01406,C006,2,422,1572,2742,82.2,65.3,1401,0,0,0,1,7208,1839,0
TR01406,C020,3,1315,1717,3040,89.8,82.1,1897,0,0,0,1,7208,1450,0
TR01406,C021,4,711,150,2295,89.8,75.2,1413,0,0,0,1,7208,2067,1
TR01406,C025,5,2300,351,3597,95.2,78.9,2583,0,0,0,1,7208,321,0
TR01406,C031,6,1583,1392,899,77.8,63.3,497,0,0,0,1,7208,1681,0
TR01406,C045,7,366,1109,3726,66.5,66.5,3726,0,0,0,1,7208,2373,0
TR01407,C002,1,2880,507,13985,65.6,65.6,13985,0,1,0,1,9851,4641,1
TR01407,C016,2,817,1592,4752,98.0,90.5,3184,0,0,0,1,9851,2043,0
TR01407,C024,3,2839,6711,3767,47.0,47.0,3767,0,0,0,1,9851,627,0
TR01407,C029,4,2523,1508,11294,95.8,95.8,11294,2,1,0,1,9851,2951,0
TR01407,C040,5,4390,313,2087,74.6,68.8,1584,2,0,0,1,9851,3518,0
TR01407,C041,6,1768,0,6349,77.8,77.8,6349,0,0,1,1,9851,3502,0
TR01408,C006,1,3321,245,5945,87.2,69.3,2505,0,0,0,1,8920,1161,1
TR01408,C008,2,717,2632,2686,81.1,73.4,1975,0,0,0,1,8920,2339,0
TR01408,C024,3,3650,1811,1461,80.6,80.6,1461,0,0,0,1,8920,5648,0
TR01408,C026,4,3641,3111,2163,99.2,99.2,2163,0,0,0,1,8920,3646,0
TR01408,C033,5,1360,1962,3042,74.7,42.7,1995,0,0,0,1,8920,64,0
TR01408,C045,6,1022,4545,516,94.0,94.0,516,0,0,0,1,8920,3859,0
TR01408,C046,7,561,102,3409,72.5,72.5,3409,0,0,0,1,8920,5409,0
TR01409,C026,1,321,319,4387,48.8,39.8,2298,2,0,0,0,-1,-1,0
TR01409,C033,2,102,1268,7005,86.3,86.3,7005,0,1,0,0,-1,-1,0
TR01409,C036,3,102,955,4637,60.8,49.1,3192,0,0,0,0,-1,-1,0
TR01409,C038,4,2155,365,7110,76.6,76.6,7110,0,1,0,0,-1,-1,0
TR01409,C043,5,1662,0,1957,39.3,39.3,1957,0,0,1,0,-1,-1,0
TR01409,C047,6,500,1801,2900,56.4,56.4,2900,0,0,0,0,-1,-1,0
TR01409,C049,7,1558,0,1710,79.3,79.3,1710,0,0,1,0,-1,-1,0
TR01410,C010,1,4453,1255,2834,65.5,61.4,2379,0,0,0,0,-1,-1,0
TR01410,C018,2,2802,8196,1202,47.8,47.8,1202,0,0,0,0,-1,-1,0
TR01410,C020,3,2951,2926,2828,70.6,68.2,2337,1,0,0,0,-1,-1,0
TR01410,C031,4,5030,6229,907,84.7,84.7,907,0,0,0,0,-1,-1,0
TR01410,C036,5,1139,0,6604,20.7,20.7,6604,0,0,1,0,-1,-1,0
TR01410,C049,6,5063,1597,684,31.0,31.0,684,0,0,0,0,-1,-1,0
TR01411,C007,1,3856,1490,3577,43.5,39.3,1529,2,0,0,0,-1,-1,0
TR01411,C033,2,830,2057,2810,76.7,75.2,1477,1,0,0,0,-1,-1,0
TR01411,C034,3,2801,1945,5213,96.2,75.3,3589,0,0,0,0,-1,-1,0
TR01411,C043,4,1754,2351,1894,92.5,69.3,1011,0,0,0,0,-1,-1,0
TR01412,C002,1,1731,1732,1506,40.4,40.4,1506,0,0,0,0,-1,-1,0
TR01412,C003,2,4756,0,3440,55.2,55.2,3440,0,0,1,0,-1,-1,0
TR01412,C007,3,5048,1920,3676,87.3,85.3,3296,0,0,0,0,-1,-1,0
TR01412,C020,4,2719,2259,552,25.8,25.8,552,0,0,0,0,-1,-1,0
TR01412,C028,5,1480,2282,5523,69.3,52.3,2982,0,0,0,0,-1,-1,0
TR01412,C038,6,5343,533,3987,92.4,79.5,2226,3,0,0,0,-1,-1,0
TR01412,C044,7,4322,0,692,68.1,68.1,692,0,0,1,0,-1,-1,0
TR01412,C049,8,5558,2184,3138,97.8,80.9,2450,0,0,0,0,-1,-1,0
TR01413,C001,1,882,853,3251,80.8,48.8,1538,0,0,0,1,4609,350,1
TR01413,C013,2,828,954,3205,70.2,70.2,3205,1,1,0,1,4609,450,0
TR01413,C034,3,387,445,3532,42.8,42.3,2006,0,0,0,1,4609,135,0
TR01413,C039,4,378,1074,335,69.2,69.2,335,0,0,0,1,4609,3200,0
TR01414,C005,1,3331,8427,952,87.4,87.4,952,0,0,0,1,10958,1579,0
TR01414,C008,2,1956,2476,3221,69.1,57.9,2056,0,0,0,1,10958,557,1
TR01414,C021,3,2158,3747,1061,51.7,49.7,599,0,0,0,1,10958,3266,0
TR01414,C024,4,3857,0,1437,73.6,73.6,1437,0,0,1,1,10958,9521,0
TR01414,C027,5,2657,2025,3525,89.8,77.6,2059,2,0,0,1,10958,3715,0
TR01414,C029,6,5050,733,3924,62.0,31.9,3024,0,0,0,1,10958,4677,0
TR01414,C033,7,5758,1975,605,97.1,97.1,605,0,0,0,1,10958,8378,0
TR01415,C007,1,1345,913,1228,88.6,78.0,445,2,0,0,1,7758,1823,0
TR01415,C010,2,1252,3042,5808,77.8,71.0,3227,0,0,0,1,7758,3573,0
TR01415,C012,3,947,1524,3266,86.6,86.6,3266,0,0,0,1,7758,2968,1
TR01415,C028,4,1996,1276,4066,95.6,77.3,3095,0,0,0,1,7758,1933,0
TR01415,C041,5,1568,5428,1462,29.5,29.5,1462,0,0,0,1,7758,868,0
TR01415,C044,6,593,0,717,23.7,23.7,717,0,0,1,1,7758,7041,0
TR01415,C048,7,848,710,1741,38.0,38.0,1741,0,0,0,1,7758,5307,0
TR01416,C027,1,997,862,3760,61.2,61.2,3760,0,0,0,1,4839,217,0
TR01416,C038,2,1558,0,960,55.2,55.2,960,0,0,1,1,4839,3879,0
TR01416,C039,3,2479,793,7694,84.9,84.9,7694,0,1,0,1,4839,3648,1
TR01416,C049,4,2539,3293,1955,23.6,23.6,1955,0,0,0,1,4839,409,0
TR01417,C003,1,2874,3945,3542,30.3,30.3,3542,0,0,0,0,-1,-1,0
TR01417,C029,2,1186,1373,3458,85.4,81.1,2373,0,0,0,0,-1,-1,0
TR01417,C034,3,450,0,1478,78.9,78.9,1478,0,0,1,0,-1,-1,0
TR01417,C040,4,1019,0,2848,48.5,48.5,2848,0,0,1,0,-1,-1,0
TR01417,C042,5,197,3231,663,60.3,60.3,663,0,0,0,0,-1,-1,0
TR01417,C048,6,131,1967,3246,60.1,55.2,2526,0,0,0,0,-1,-1,0
TR01418,C006,1,4237,5822,724,76.6,76.6,724,0,0,0,1,10017,3471,0
TR01418,C035,2,949,0,6113,22.2,22.2,6113,0,0,1,1,10017,3904,0
TR01418,C036,3,5090,2381,14017,71.1,71.1,14017,0,1,0,1,10017,6381,1
TR01418,C048,4,3864,4079,2262,65.2,51.4,1226,0,0,0,1,10017,2585,0
TR01419,C007,1,530,3932,2981,73.8,73.8,2981,0,0,0,0,-1,-1,0
TR01419,C008,2,2406,518,5057,24.6,23.1,2598,0,0,0,0,-1,-1,0
TR01419,C018,3,2169,1840,6830,86.4,86.4,6830,0,1,0,0,-1,-1,0
TR01419,C020,4,78,88,3727,33.2,33.2,3727,0,0,0,0,-1,-1,0
TR01419,C024,5,685,431,1018,57.1,57.1,1018,0,0,0,0,-1,-1,0
TR01419,C029,6,2994,1339,2375,20.0,20.0,2375,0,0,0,0,-1,-1,0
TR01419,C040,7,301,323,6061,92.6,64.9,2075,3,0,0,0,-1,-1,0
TR01419,C044,8,61,1514,7562,62.2,62.2,7562,0,1,0,0,-1,-1,0
TR01420,C005,1,1013,1651,10314,83.8,77.6,5585,0,0,0,1,11444,1086,1
TR01420,C009,2,17,0,5606,34.6,34.6,5606,0,0,1,1,11444,5838,0
TR01420,C021,3,1804,938,4060,94.0,62.2,2063,2,0,0,1,11444,344,0
TR01420,C022,4,157,3131,664,30.0,30.0,664,0,0,0,1,11444,7649,0
TR01420,C023,5,1806,5001,1605,97.8,97.8,1605,0,0,0,1,11444,4838,0
TR01420,C031,6,954,3279,4051,97.9,89.3,2919,0,0,0,1,11444,565,0
TR01420,C047,7,4138,267,7981,79.4,55.6,2481,3,0,0,1,11444,4003,0
TR01421,C011,1,653,699,3517,75.4,68.0,1922,0,0,0,1,5265,259,1
TR01421,C021,2,1747,435,1201,75.4,75.4,1201,0,0,0,1,5265,3629,0
TR01421,C038,3,444,0,2404,52.5,52.5,2404,0,0,1,1,5265,2861,0
TR01421,C046,4,997,444,887,80.9,66.6,651,0,0,0,1,5265,1085,0
TR01422,C012,1,3929,4012,3934,93.6,93.6,3934,0,0,0,1,11334,3388,0
TR01422,C020,2,986,1347,3755,92.7,84.1,3238,0,0,0,1,11334,1819,1
TR01422,C021,3,1276,179,1682,21.9,21.9,1682,0,0,0,1,11334,9473,0
TR01422,C034,4,2071,2231,5222,93.5,59.9,2843,0,0,0,1,11334,1861,0
TR01423,C003,1,3519,1680,2248,84.4,78.9,1996,1,0,0,0,-1,-1,0
TR01423,C004,2,2155,1484,3243,95.7,78.2,2129,0,0,0,0,-1,-1,0
TR01423,C010,3,1241,1448,4172,54.4,53.5,3907,0,0,0,0,-1,-1,0
TR01423,C026,4,310,2775,1601,94.5,94.5,1601,0,0,0,0,-1,-1,0
TR01424,C005,1,1820,2616,2915,58.2,58.2,2915,0,0,0,1,6982,1451,0
TR01424,C019,2,3322,1448,7178,60.3,50.8,3749,0,0,0,1,6982,2415,0
TR01424,C023,3,3314,588,4647,54.8,45.4,3361,0,0,0,1,6982,3237,0
TR01424,C036,4,1676,1672,4636,78.1,51.9,2361,0,0,0,1,6982,2777,0
TR01424,C038,5,1654,1009,5295,56.8,52.6,2743,0,0,0,1,6982,3432,0
TR01424,C049,6,2263,954,9113,99.8,99.8,9113,0,1,0,1,6982,3085,1
TR01425,C001,1,5593,3380,5569,50.1,46.3,3056,0,0,0,0,-1,-1,0
TR01425,C006,2,4511,5357,3745,67.6,67.6,3745,0,0,0,0,-1,-1,0
TR01425,C022,3,4159,3838,5229,67.0,37.0,3361,0,0,0,0,-1,-1,0
TR01425,C034,4,2007,4342,2952,97.0,92.2,1820,0,0,0,0,-1,-1,0
TR01425,C035,5,4495,4165,2785,92.3,90.9,1567,0,0,0,0,-1,-1,0
TR01426,C003,1,1279,17,4012,77.0,66.0,2265,1,0,0,1,7975,1152,0
TR01426,C004,2,1271,2596,7451,70.4,58.5,5519,0,0,0,1,7975,140,1
TR01426,C006,3,1774,0,1171,54.3,54.3,1171,0,0,1,1,7975,6804,0
TR01426,C017,4,1953,948,1177,73.0,59.7,858,0,0,0,1,7975,2841,0
TR01426,C021,5,1128,627,4105,85.0,75.9,2254,0,0,0,1,7975,302,0
TR01426,C032,6,1340,629,6131,67.7,67.7,6131,0,1,0,1,7975,1215,0
TR01426,C041,7,594,1549,1856,63.9,59.7,1605,0,0,0,1,7975,1420,0
TR01426,C049,8,751,1604,3599,95.0,60.0,2479,0,0,0,1,7975,401,0
