shipment_id,product_id,warehouse_id,ship_date,quantity,order_id
SHP00307,SKU019,WH03,2024-04-29,53,
SHP00594,SKU037,WH01,2024-04-29,7,
SHP00637,SKU039,WH04,2024-04-29,36,
SHP00761,SKU045,WH05,2024-04-29,39,
SHP00931,SKU055,WH03,2024-04-29,21,
SHP01032,SKU059,WH05,2024-04-29,5,
SHP01104,SKU063,WH04,2024-04-29,168,
SHP01170,SKU067,WH05,2024-04-29,195,
SHP01344,SKU076,WH01,2024-04-29,5,
SHP01377,SKU077,WH05,2024-04-29,97,
SHP01378,SKU077,WH05,2024-04-29,21,
SHP01536,SKU085,WH01,2024-04-29,60,
SHP01552,SKU085,WH04,2024-04-29,23,
SHP01626,SKU088,WH05,2024-04-29,26,
SHP01833,SKU097,WH05,2024-04-29,229,
SHP02098,SKU110,WH03,2024-04-29,150,
SHP02194,SKU116,WH01,2024-04-29,44,
SHP02195,SKU116,WH01,2024-04-29,267,
SHP02333,SKU123,WH04,2024-04-29,97,
SHP02480,SKU130,WH03,2024-04-29,54,
SHP02501,SKU132,WH02,2024-04-29,101,
SHP02643,SKU140,WH01,2024-04-29,31,
SHP02975,SKU156,WH01,2024-04-29,224,
SHP03108,SKU163,WH02,2024-04-29,240,
SHP03384,SKU175,WH01,2024-04-29,121,
SHP03479,SKU179,WH03,2024-04-29,88,
SHP03658,SKU188,WH02,2024-04-29,82,
SHP03881,SKU200,WH05,2024-04-29,63,
SHP04147,SKU215,WH03,2024-04-29,85,
SHP04239,SKU219,WH05,2024-04-29,120,
SHP04879,SKU257,WH01,2024-04-29,28,
SHP04900,SKU258,WH01,2024-04-29,123,
SHP04927,SKU259,WH05,2024-04-29,34,
SHP05035,SKU265,WH05,2024-04-29,35,
SHP05140,SKU271,WH01,2024-04-29,33,
SHP05286,SKU277,WH02,2024-04-29,14,
SHP05331,SKU279,WH01,2024-04-29,167,
SHP05382,SKU281,WH02,2024-04-29,18,
SHP05652,SKU295,WH04,2024-04-29,32,
SHP05695,SKU298,WH01,2024-04-29,218,
SHP05712,SKU298,WH05,2024-04-29,82,
SHP05862,SKU307,WH02,2024-04-29,27,
SHP05971,SKU312,WH05,2024-04-29,84,
SHP06042,SKU316,WH05,2024-04-29,169,
SHP06164,SKU324,WH04,2024-04-29,23,
SHP06182,SKU325,WH04,2024-04-29,70,
SHP06183,SKU325,WH04,2024-04-29,10,
SHP06437,SKU337,WH03,2024-04-29,11,
SHP06453,SKU338,WH01,2024-04-29,56,
SHP06521,SKU341,WH03,2024-04-29,54,
SHP06680,SKU349,WH04,2024-04-29,29,
SHP06694,SKU350,WH03,2024-04-29,119,
SHP06788,SKU356,WH01,2024-04-29,167,
SHP06993,SKU367,WH02,2024-04-29,14,
SHP07282,SKU384,WH05,2024-04-29,8,
SHP07497,SKU397,WH01,2024-04-29,13,
SHP07570,SKU400,WH02,2024-04-29,25,
SHP00119,SKU007,WH05,2024-04-30,17,
SHP00268,SKU016,WH03,2024-04-30,31,
SHP00512,SKU032,WH03,2024-04-30,7,
SHP00523,SKU032,WH04,2024-04-30,19,
SHP00580,SKU036,WH03,2024-04-30,47,
SHP00581,SKU036,WH03,2024-04-30,56,
SHP00658,SKU040,WH02,2024-04-30,112,
SHP00673,SKU040,WH05,2024-04-30,24,
SHP00678,SKU041,WH01,2024-04-30,13,
SHP00685,SKU041,WH03,2024-04-30,172,
SHP00843,SKU050,WH03,2024-04-30,34,
SHP00877,SKU051,WH05,2024-04-30,216,
SHP00903,SKU054,WH02,2024-04-30,53,
SHP01263,SKU072,WH01,2024-04-30,20,
SHP01396,SKU078,WH04,2024-04-30,44,
SHP01588,SKU087,WH01,2024-04-30,85,
SHP01815,SKU097,WH01,2024-04-30,145,
SHP01956,SKU102,WH04,2024-04-30,37,
SHP01999,SKU105,WH01,2024-04-30,305,
SHP02117,SKU110,WH05,2024-04-30,59,
SHP02155,SKU112,WH04,2024-04-30,29,
SHP02291,SKU121,WH04,2024-04-30,14,
SHP02396,SKU126,WH04,2024-04-30,10,
SHP02537,SKU134,WH03,2024-04-30,14,
SHP02820,SKU147,WH02,2024-04-30,42,
SHP02998,SKU157,WH03,2024-04-30,18,
SHP03021,SKU158,WH02,2024-04-30,111,
SHP03160,SKU165,WH02,2024-04-30,10,
SHP03278,SKU170,WH03,2024-04-30,20,
SHP03330,SKU172,WH05,2024-04-30,21,
SHP03339,SKU173,WH01,2024-04-30,97,
SHP03420,SKU177,WH01,2024-04-30,85,
SHP03610,SKU186,WH01,2024-04-30,20,
SHP03857,SKU199,WH05,2024-04-30,42,
SHP04074,SKU211,WH02,2024-04-30,133,
SHP04075,SKU211,WH02,2024-04-30,59,
SHP04544,SKU238,WH02,2024-04-30,74,
SHP04716,SKU248,WH03,2024-04-30,109,
SHP04894,SKU257,WH05,2024-04-30,18,
SHP05287,SKU277,WH02,2024-04-30,7,
SHP05389,SKU281,WH03,2024-04-30,73,
SHP05514,SKU287,WH01,2024-04-30,30,
SHP05770,SKU301,WH04,2024-04-30,46,
SHP06022,SKU315,WH03,2024-04-30,110,
SHP06204,SKU326,WH05,2024-04-30,64,
SHP06307,SKU331,WH02,2024-04-30,145,
SHP06374,SKU334,WH05,2024-04-30,20,
SHP06468,SKU338,WH03,2024-04-30,57,
SHP06664,SKU348,WH05,2024-04-30,153,
SHP06675,SKU349,WH03,2024-04-30,63,
SHP07082,SKU372,WH03,2024-04-30,40,
SHP07142,SKU376,WH02,2024-04-30,10,
SHP07274,SKU384,WH04,2024-04-30,20,
SHP07440,SKU394,WH01,2024-04-30,15,
SHP07485,SKU396,WH03,2024-04-30,24,
SHP00034,SKU003,WH03,2024-05-01,21,
SHP00053,SKU004,WH01,2024-05-01,87,
SHP00110,SKU007,WH03,2024-05-01,36,
SHP00161,SKU010,WH02,2024-05-01,65,
SHP00532,SKU033,WH03,2024-05-01,6,
SHP00696,SKU042,WH02,2024-05-01,34,
SHP00961,SKU056,WH05,2024-05-01,295,
SHP00990,SKU057,WH05,2024-05-01,51,
SHP01367,SKU077,WH01,2024-05-01,115,
SHP01568,SKU086,WH01,2024-05-01,119,
SHP01581,SKU086,WH05,2024-05-01,8,
SHP01920,SKU101,WH05,2024-05-01,53,
SHP01946,SKU102,WH03,2024-05-01,85,
SHP02020,SKU106,WH02,2024-05-01,26,
SHP02305,SKU122,WH01,2024-05-01,12,
SHP02882,SKU151,WH02,2024-05-01,70,
SHP03061,SKU160,WH03,2024-05-01,95,
SHP03389,SKU175,WH04,2024-05-01,35,
SHP03737,SKU193,WH01,2024-05-01,80,ORD02023
SHP03888,SKU201,WH01,2024-05-01,239,
SHP04164,SKU216,WH04,2024-05-01,11,
SHP04270,SKU221,WH01,2024-05-01,52,ORD01837
SHP04326,SKU224,WH03,2024-05-01,168,
SHP04555,SKU238,WH05,2024-05-01,63,
SHP04667,SKU244,WH03,2024-05-01,29,
SHP04752,SKU249,WH04,2024-05-01,300,
SHP04904,SKU258,WH04,2024-05-01,22,
SHP05124,SKU270,WH02,2024-05-01,50,
SHP05182,SKU273,WH02,2024-05-01,88,
SHP05198,SKU274,WH01,2024-05-01,16,
SHP05237,SKU275,WH04,2024-05-01,86,
SHP05457,SKU284,WH04,2024-05-01,35,
SHP05501,SKU286,WH04,2024-05-01,31,
SHP05696,SKU298,WH01,2024-05-01,85,
SHP05713,SKU298,WH05,2024-05-01,53,
SHP05755,SKU301,WH03,2024-05-01,65,
SHP06027,SKU315,WH05,2024-05-01,195,
SHP06036,SKU316,WH01,2024-05-01,88,
SHP06091,SKU319,WH04,2024-05-01,123,
SHP06215,SKU327,WH03,2024-05-01,46,
SHP06358,SKU333,WH04,2024-05-01,14,
SHP06840,SKU358,WH03,2024-05-01,6,
SHP06870,SKU360,WH02,2024-05-01,51,
SHP07206,SKU380,WH05,2024-05-01,48,
SHP07233,SKU382,WH03,2024-05-01,85,
SHP07361,SKU389,WH05,2024-05-01,170,
SHP07392,SKU391,WH01,2024-05-01,42,
SHP07525,SKU398,WH02,2024-05-01,35,ORD01942
SHP00349,SKU021,WH05,2024-05-02,40,
SHP00807,SKU048,WH02,2024-05-02,80,
SHP00811,SKU048,WH04,2024-05-02,117,
SHP00945,SKU056,WH03,2024-05-02,72,
SHP00972,SKU057,WH03,2024-05-02,18,
SHP01059,SKU060,WH05,2024-05-02,30,
SHP01074,SKU061,WH05,2024-05-02,47,
SHP01096,SKU063,WH02,2024-05-02,70,
SHP01171,SKU067,WH05,2024-05-02,172,
SHP02147,SKU112,WH03,2024-05-02,227,
SHP02205,SKU116,WH03,2024-05-02,324,
SHP02800,SKU146,WH04,2024-05-02,20,
SHP02852,SKU149,WH01,2024-05-02,180,
SHP03127,SKU164,WH02,2024-05-02,56,
SHP03137,SKU164,WH03,2024-05-02,19,
SHP03421,SKU177,WH01,2024-05-02,37,
SHP03531,SKU182,WH03,2024-05-02,75,
SHP03858,SKU199,WH05,2024-05-02,214,
SHP03922,SKU202,WH04,2024-05-02,85,
SHP04103,SKU213,WH01,2024-05-02,36,ORD01981
SHP04180,SKU217,WH02,2024-05-02,58,
SHP04408,SKU229,WH04,2024-05-02,42,
SHP04466,SKU233,WH03,2024-05-02,13,
SHP04537,SKU237,WH03,2024-05-02,30,
SHP04821,SKU253,WH02,2024-05-02,35,ORD02022
SHP04959,SKU261,WH02,2024-05-02,173,
SHP05193,SKU273,WH05,2024-05-02,72,
SHP05212,SKU274,WH04,2024-05-02,60,
SHP05271,SKU276,WH05,2024-05-02,8,
SHP05288,SKU277,WH02,2024-05-02,134,
SHP05510,SKU286,WH05,2024-05-02,23,
SHP05515,SKU287,WH01,2024-05-02,8,
SHP05594,SKU291,WH05,2024-05-02,22,
SHP05609,SKU292,WH05,2024-05-02,35,
SHP05661,SKU295,WH05,2024-05-02,11,
SHP05863,SKU307,WH02,2024-05-02,19,
SHP06092,SKU319,WH04,2024-05-02,11,
SHP06102,SKU320,WH02,2024-05-02,6,
SHP06216,SKU327,WH03,2024-05-02,5,
SHP06236,SKU328,WH01,2024-05-02,39,
SHP06317,SKU331,WH05,2024-05-02,37,ORD01970
SHP06375,SKU334,WH05,2024-05-02,41,
SHP06652,SKU348,WH01,2024-05-02,42,
SHP06708,SKU351,WH02,2024-05-02,90,
SHP06772,SKU355,WH02,2024-05-02,29,
SHP06789,SKU356,WH01,2024-05-02,33,
SHP06871,SKU360,WH02,2024-05-02,14,
SHP06994,SKU367,WH02,2024-05-02,47,
SHP07103,SKU373,WH02,2024-05-02,71,
SHP07217,SKU381,WH03,2024-05-02,49,
SHP07545,SKU399,WH01,2024-05-02,15,ORD01761
SHP00096,SKU006,WH04,2024-05-03,55,
SHP00212,SKU013,WH02,2024-05-03,26,
SHP00237,SKU015,WH03,2024-05-03,113,
SHP00379,SKU024,WH01,2024-05-03,6,
SHP00386,SKU024,WH02,2024-05-03,43,
SHP00419,SKU026,WH02,2024-05-03,21,
SHP00565,SKU035,WH02,2024-05-03,67,
SHP00567,SKU035,WH04,2024-05-03,189,
SHP00638,SKU039,WH04,2024-05-03,43,
SHP00729,SKU044,WH01,2024-05-03,42,
SHP00816,SKU048,WH05,2024-05-03,47,
SHP00833,SKU049,WH04,2024-05-03,164,
SHP01211,SKU069,WH02,2024-05-03,268,
SHP01287,SKU072,WH05,2024-05-03,14,
SHP01331,SKU075,WH03,2024-05-03,21,
SHP01655,SKU089,WH05,2024-05-03,115,
SHP01856,SKU098,WH04,2024-05-03,120,
SHP01886,SKU100,WH03,2024-05-03,85,
SHP02063,SKU108,WH04,2024-05-03,27,
SHP02076,SKU109,WH02,2024-05-03,132,
SHP02275,SKU120,WH03,2024-05-03,69,
SHP02575,SKU136,WH03,2024-05-03,212,
SHP02686,SKU142,WH01,2024-05-03,31,
SHP02811,SKU147,WH01,2024-05-03,41,
SHP02844,SKU148,WH05,2024-05-03,57,
SHP03161,SKU165,WH02,2024-05-03,51,
SHP03349,SKU173,WH04,2024-05-03,50,
SHP03567,SKU184,WH02,2024-05-03,49,
SHP03750,SKU194,WH03,2024-05-03,34,
SHP03852,SKU199,WH03,2024-05-03,19,
SHP04417,SKU230,WH02,2024-05-03,23,
SHP04441,SKU232,WH01,2024-05-03,36,
SHP04493,SKU235,WH02,2024-05-03,24,
SHP04517,SKU236,WH03,2024-05-03,46,
SHP04580,SKU239,WH05,2024-05-03,160,
SHP04588,SKU240,WH05,2024-05-03,59,ORD02000
SHP04780,SKU251,WH03,2024-05-03,104,
SHP04866,SKU256,WH02,2024-05-03,53,
SHP04997,SKU264,WH02,2024-05-03,101,
SHP05289,SKU277,WH02,2024-05-03,27,
SHP05864,SKU307,WH02,2024-05-03,69,
SHP05933,SKU311,WH01,2024-05-03,9,
SHP06093,SKU319,WH04,2024-05-03,28,
SHP06125,SKU321,WH05,2024-05-03,17,
SHP06253,SKU328,WH04,2024-05-03,73,
SHP06493,SKU340,WH01,2024-05-03,42,
SHP06640,SKU347,WH04,2024-05-03,189,
SHP07175,SKU378,WH05,2024-05-03,67,ORD02057
SHP07180,SKU379,WH01,2024-05-03,19,
SHP07293,SKU385,WH04,2024-05-03,24,
SHP07460,SKU395,WH04,2024-05-03,133,
SHP07486,SKU396,WH03,2024-05-03,22,
SHP00300,SKU019,WH01,2024-05-04,70,
SHP00411,SKU025,WH03,2024-05-04,26,
SHP00420,SKU026,WH02,2024-05-04,31,
SHP00527,SKU032,WH05,2024-05-04,63,ORD01882
SHP00557,SKU035,WH01,2024-05-04,72,ORD01979
SHP00716,SKU043,WH03,2024-05-04,91,
SHP00864,SKU051,WH02,2024-05-04,130,
SHP01019,SKU059,WH03,2024-05-04,87,ORD01886
SHP01183,SKU068,WH02,2024-05-04,88,
SHP01311,SKU074,WH03,2024-05-04,66,
SHP01668,SKU090,WH02,2024-05-04,91,
SHP01680,SKU091,WH01,2024-05-04,7,
SHP02121,SKU111,WH01,2024-05-04,328,
SHP02213,SKU117,WH01,2024-05-04,26,
SHP02229,SKU118,WH05,2024-05-04,303,
SHP02644,SKU140,WH01,2024-05-04,103,
SHP02736,SKU144,WH01,2024-05-04,206,
SHP02837,SKU148,WH04,2024-05-04,14,
SHP03026,SKU158,WH03,2024-05-04,59,
SHP03048,SKU159,WH04,2024-05-04,45,
SHP03056,SKU160,WH01,2024-05-04,68,
SHP03362,SKU174,WH03,2024-05-04,45,
SHP03537,SKU182,WH04,2024-05-04,34,
SHP03882,SKU200,WH05,2024-05-04,24,
SHP03900,SKU201,WH03,2024-05-04,43,
SHP04401,SKU228,WH05,2024-05-04,67,
SHP04502,SKU235,WH03,2024-05-04,52,ORD01972
SHP04650,SKU243,WH05,2024-05-04,163,
SHP04703,SKU247,WH02,2024-05-04,87,
SHP05055,SKU267,WH01,2024-05-04,5,
SHP05278,SKU277,WH01,2024-05-04,10,
SHP05358,SKU280,WH02,2024-05-04,55,
SHP05370,SKU281,WH01,2024-05-04,249,
SHP05530,SKU288,WH04,2024-05-04,43,
SHP05771,SKU301,WH04,2024-05-04,21,
SHP05857,SKU306,WH05,2024-05-04,24,
SHP05890,SKU309,WH03,2024-05-04,130,
SHP06094,SKU320,WH01,2024-05-04,11,
SHP06222,SKU327,WH04,2024-05-04,39,
SHP06376,SKU334,WH05,2024-05-04,6,
SHP06377,SKU334,WH05,2024-05-04,12,
SHP06480,SKU339,WH05,2024-05-04,14,
SHP06481,SKU339,WH05,2024-05-04,51,
SHP06619,SKU346,WH05,2024-05-04,77,
SHP06928,SKU363,WH01,2024-05-04,29,
SHP07069,SKU371,WH03,2024-05-04,66,
SHP07186,SKU379,WH02,2024-05-04,8,
SHP07207,SKU380,WH05,2024-05-04,13,
SHP07290,SKU385,WH01,2024-05-04,104,
SHP07309,SKU386,WH03,2024-05-04,33,
SHP00035,SKU003,WH03,2024-05-05,78,
SHP00350,SKU021,WH05,2024-05-05,292,
SHP00834,SKU049,WH04,2024-05-05,161,
SHP00895,SKU053,WH03,2024-05-05,42,
SHP01004,SKU058,WH04,2024-05-05,87,
SHP01127,SKU065,WH01,2024-05-05,110,
SHP01495,SKU083,WH02,2024-05-05,8,
SHP01544,SKU085,WH03,2024-05-05,113,
SHP01545,SKU085,WH03,2024-05-05,8,
SHP01553,SKU085,WH04,2024-05-05,51,
SHP01662,SKU090,WH01,2024-05-05,14,
SHP01921,SKU101,WH05,2024-05-05,76,
SHP02040,SKU107,WH02,2024-05-05,35,
SHP02092,SKU109,WH05,2024-05-05,340,
SHP02235,SKU119,WH02,2024-05-05,69,
SHP02246,SKU119,WH03,2024-05-05,18,
SHP02365,SKU125,WH03,2024-05-05,56,
SHP02397,SKU126,WH04,2024-05-05,22,
SHP02420,SKU127,WH05,2024-05-05,17,
SHP02448,SKU128,WH04,2024-05-05,80,
SHP02624,SKU138,WH05,2024-05-05,143,
SHP02801,SKU146,WH04,2024-05-05,82,ORD01851
SHP03176,SKU166,WH03,2024-05-05,64,ORD01907
SHP03225,SKU168,WH04,2024-05-05,149,
SHP03285,SKU170,WH05,2024-05-05,44,
SHP03555,SKU183,WH04,2024-05-05,111,ORD01919
SHP03838,SKU198,WH04,2024-05-05,72,
SHP03926,SKU202,WH05,2024-05-05,94,
SHP03955,SKU204,WH04,2024-05-05,12,
SHP03993,SKU206,WH04,2024-05-05,59,
SHP04041,SKU209,WH05,2024-05-05,85,ORD01975
SHP04095,SKU212,WH03,2024-05-05,30,
SHP04104,SKU213,WH01,2024-05-05,67,
SHP04651,SKU243,WH05,2024-05-05,26,
SHP04857,SKU255,WH04,2024-05-05,213,
SHP05144,SKU271,WH03,2024-05-05,137,
SHP05183,SKU273,WH02,2024-05-05,69,ORD01767
SHP05440,SKU283,WH05,2024-05-05,45,
SHP05511,SKU286,WH05,2024-05-05,17,
SHP05670,SKU296,WH03,2024-05-05,78,
SHP05782,SKU302,WH04,2024-05-05,41,
SHP05858,SKU306,WH05,2024-05-05,58,
SHP06116,SKU321,WH02,2024-05-05,87,
SHP07203,SKU380,WH02,2024-05-05,83,
SHP07316,SKU386,WH04,2024-05-05,18,ORD01762
SHP00370,SKU023,WH03,2024-05-06,25,ORD02035
SHP00464,SKU029,WH03,2024-05-06,48,
SHP00587,SKU036,WH05,2024-05-06,111,
SHP00706,SKU042,WH04,2024-05-06,16,
SHP00844,SKU050,WH03,2024-05-06,10,
SHP00870,SKU051,WH03,2024-05-06,204,
SHP00896,SKU053,WH03,2024-05-06,43,
SHP00898,SKU053,WH04,2024-05-06,72,
SHP00970,SKU057,WH01,2024-05-06,5,
SHP01312,SKU074,WH03,2024-05-06,46,
SHP01506,SKU084,WH02,2024-05-06,79,
SHP01606,SKU087,WH05,2024-05-06,12,
SHP01645,SKU089,WH03,2024-05-06,13,
SHP01729,SKU093,WH02,2024-05-06,41,
SHP02014,SKU105,WH04,2024-05-06,23,
SHP02083,SKU109,WH04,2024-05-06,22,
SHP02093,SKU109,WH05,2024-05-06,34,
SHP02171,SKU114,WH03,2024-05-06,29,
SHP02316,SKU122,WH02,2024-05-06,40,
SHP02486,SKU131,WH03,2024-05-06,84,
SHP02527,SKU133,WH04,2024-05-06,10,
SHP02551,SKU135,WH02,2024-05-06,43,
SHP02591,SKU136,WH05,2024-05-06,12,
SHP02639,SKU139,WH03,2024-05-06,134,
SHP02645,SKU140,WH01,2024-05-06,9,
SHP02704,SKU142,WH05,2024-05-06,173,
SHP03062,SKU160,WH03,2024-05-06,74,
SHP03088,SKU161,WH03,2024-05-06,12,
SHP03177,SKU166,WH03,2024-05-06,71,
SHP03180,SKU166,WH04,2024-05-06,51,
SHP03195,SKU167,WH03,2024-05-06,85,
SHP03325,SKU172,WH04,2024-05-06,33,
SHP03390,SKU175,WH04,2024-05-06,11,
SHP03480,SKU179,WH03,2024-05-06,33,
SHP03745,SKU193,WH02,2024-05-06,68,
SHP03788,SKU196,WH04,2024-05-06,117,
SHP03859,SKU199,WH05,2024-05-06,186,
SHP03970,SKU205,WH01,2024-05-06,76,
SHP03976,SKU205,WH02,2024-05-06,9,
SHP04418,SKU230,WH02,2024-05-06,100,
SHP04608,SKU242,WH01,2024-05-06,104,
SHP04928,SKU259,WH05,2024-05-06,136,
SHP04991,SKU263,WH03,2024-05-06,66,
SHP05087,SKU268,WH03,2024-05-06,30,
SHP05110,SKU269,WH02,2024-05-06,193,
SHP05199,SKU274,WH01,2024-05-06,223,
SHP05483,SKU286,WH02,2024-05-06,29,
SHP05671,SKU296,WH03,2024-05-06,77,
SHP05783,SKU302,WH04,2024-05-06,66,
SHP06080,SKU319,WH02,2024-05-06,44,
SHP06095,SKU320,WH01,2024-05-06,176,
SHP06196,SKU326,WH01,2024-05-06,24,
SHP06197,SKU326,WH01,2024-05-06,15,
SHP06585,SKU344,WH03,2024-05-06,351,
SHP06595,SKU345,WH02,2024-05-06,153,
SHP06620,SKU346,WH05,2024-05-06,66,
SHP06734,SKU353,WH02,2024-05-06,20,
SHP06758,SKU354,WH02,2024-05-06,303,
SHP06808,SKU356,WH05,2024-05-06,36,
SHP06913,SKU362,WH02,2024-05-06,64,
SHP07042,SKU370,WH03,2024-05-06,88,
SHP07124,SKU375,WH02,2024-05-06,29,
SHP07283,SKU384,WH05,2024-05-06,64,
SHP00162,SKU010,WH02,2024-05-07,9,
SHP00263,SKU016,WH02,2024-05-07,180,
SHP00283,SKU017,WH04,2024-05-07,16,ORD01953
SHP00433,SKU027,WH05,2024-05-07,48,
SHP01137,SKU065,WH02,2024-05-07,16,ORD01763
SHP01806,SKU096,WH05,2024-05-07,126,
SHP02077,SKU109,WH02,2024-05-07,64,
SHP02219,SKU118,WH03,2024-05-07,75,
SHP02220,SKU118,WH03,2024-05-07,8,
SHP02946,SKU154,WH05,2024-05-07,207,
SHP03146,SKU164,WH05,2024-05-07,18,
SHP03185,SKU167,WH01,2024-05-07,71,ORD01864
SHP03294,SKU171,WH02,2024-05-07,35,
SHP03342,SKU173,WH03,2024-05-07,112,
SHP03422,SKU177,WH01,2024-05-07,13,
SHP03611,SKU186,WH01,2024-05-07,115,ORD01806
SHP03889,SKU201,WH01,2024-05-07,29,
SHP03923,SKU202,WH04,2024-05-07,106,
SHP03935,SKU203,WH03,2024-05-07,73,ORD01772
SHP03938,SKU204,WH01,2024-05-07,16,
SHP04152,SKU215,WH05,2024-05-07,63,
SHP04532,SKU237,WH02,2024-05-07,9,
SHP04628,SKU242,WH05,2024-05-07,20,
SHP04809,SKU252,WH05,2024-05-07,144,
SHP04858,SKU255,WH04,2024-05-07,96,
SHP05103,SKU268,WH05,2024-05-07,201,
SHP05253,SKU276,WH02,2024-05-07,50,
SHP05630,SKU293,WH04,2024-05-07,77,
SHP06246,SKU328,WH02,2024-05-07,9,
SHP06261,SKU329,WH01,2024-05-07,492,
SHP06324,SKU332,WH01,2024-05-07,21,
SHP06474,SKU338,WH04,2024-05-07,186,
SHP06625,SKU347,WH01,2024-05-07,10,
SHP06641,SKU347,WH04,2024-05-07,157,
SHP06727,SKU352,WH05,2024-05-07,40,
SHP06866,SKU360,WH01,2024-05-07,54,
SHP06879,SKU360,WH03,2024-05-07,25,ORD01868
SHP06940,SKU363,WH04,2024-05-07,42,
SHP07320,SKU387,WH01,2024-05-07,59,
SHP07376,SKU390,WH03,2024-05-07,123,
SHP07533,SKU398,WH03,2024-05-07,12,
SHP00434,SKU027,WH05,2024-05-08,63,
SHP00697,SKU042,WH02,2024-05-08,46,
SHP00787,SKU046,WH05,2024-05-08,11,
SHP01041,SKU060,WH01,2024-05-08,155,
SHP01090,SKU063,WH01,2024-05-08,59,
SHP01154,SKU066,WH04,2024-05-08,20,
SHP01383,SKU078,WH01,2024-05-08,98,
SHP01449,SKU081,WH03,2024-05-08,38,
SHP01730,SKU093,WH02,2024-05-08,99,
SHP01819,SKU097,WH03,2024-05-08,122,
SHP01925,SKU102,WH01,2024-05-08,17,
SHP02383,SKU126,WH03,2024-05-08,20,
SHP02429,SKU128,WH01,2024-05-08,6,
SHP02775,SKU145,WH04,2024-05-08,32,
SHP03007,SKU157,WH05,2024-05-08,289,
SHP03100,SKU162,WH01,2024-05-08,11,
SHP03186,SKU167,WH01,2024-05-08,188,
SHP03243,SKU169,WH02,2024-05-08,67,
SHP03435,SKU177,WH04,2024-05-08,49,
SHP03527,SKU182,WH02,2024-05-08,67,
SHP04113,SKU213,WH03,2024-05-08,47,
SHP04124,SKU214,WH03,2024-05-08,43,
SHP04234,SKU219,WH04,2024-05-08,11,
SHP04248,SKU220,WH01,2024-05-08,12,
SHP04337,SKU225,WH02,2024-05-08,42,ORD01854
SHP04409,SKU229,WH04,2024-05-08,26,
SHP04665,SKU244,WH02,2024-05-08,41,
SHP04822,SKU253,WH02,2024-05-08,89,
SHP05021,SKU265,WH02,2024-05-08,10,
SHP05022,SKU265,WH02,2024-05-08,59,
SHP05490,SKU286,WH03,2024-05-08,91,
SHP05491,SKU286,WH03,2024-05-08,125,
SHP05523,SKU288,WH01,2024-05-08,194,
SHP05531,SKU288,WH04,2024-05-08,27,
SHP05595,SKU291,WH05,2024-05-08,106,
SHP05793,SKU303,WH02,2024-05-08,59,ORD02032
SHP05801,SKU303,WH04,2024-05-08,110,
SHP05934,SKU311,WH01,2024-05-08,10,
SHP06019,SKU315,WH02,2024-05-08,41,
SHP06059,SKU317,WH04,2024-05-08,130,
SHP06262,SKU329,WH01,2024-05-08,67,
SHP06370,SKU334,WH04,2024-05-08,164,
SHP06402,SKU336,WH01,2024-05-08,244,
SHP06556,SKU343,WH01,2024-05-08,12,
SHP06709,SKU351,WH02,2024-05-08,10,
SHP06796,SKU356,WH02,2024-05-08,136,
SHP07043,SKU370,WH03,2024-05-08,203,
SHP07114,SKU374,WH01,2024-05-08,24,
SHP07317,SKU386,WH04,2024-05-08,98,
SHP00065,SKU004,WH03,2024-05-09,57,
SHP00356,SKU022,WH03,2024-05-09,60,
SHP00412,SKU025,WH03,2024-05-09,185,
SHP00430,SKU027,WH01,2024-05-09,22,
SHP00490,SKU030,WH02,2024-05-09,82,
SHP00539,SKU033,WH05,2024-05-09,6,
SHP00540,SKU033,WH05,2024-05-09,25,
SHP00780,SKU046,WH04,2024-05-09,7,
SHP00899,SKU053,WH04,2024-05-09,104,
SHP01234,SKU070,WH04,2024-05-09,105,
SHP01264,SKU072,WH01,2024-05-09,209,
SHP01507,SKU084,WH02,2024-05-09,28,
SHP01627,SKU088,WH05,2024-05-09,64,
SHP01780,SKU095,WH03,2024-05-09,38,
SHP01820,SKU097,WH03,2024-05-09,88,
SHP01862,SKU098,WH05,2024-05-09,122,
SHP01926,SKU102,WH01,2024-05-09,60,
SHP02421,SKU127,WH05,2024-05-09,11,
SHP02556,SKU135,WH03,2024-05-09,71,
SHP02599,SKU137,WH01,2024-05-09,104,
SHP02827,SKU148,WH03,2024-05-09,162,
SHP03077,SKU160,WH05,2024-05-09,15,
SHP03172,SKU166,WH02,2024-05-09,52,
SHP03301,SKU171,WH03,2024-05-09,38,
SHP03326,SKU172,WH04,2024-05-09,6,
SHP03391,SKU175,WH04,2024-05-09,46,
SHP03452,SKU178,WH03,2024-05-09,8,
SHP03822,SKU197,WH05,2024-05-09,162,ORD02055
SHP03901,SKU201,WH03,2024-05-09,73,
SHP04181,SKU217,WH02,2024-05-09,86,
SHP04279,SKU221,WH03,2024-05-09,113,
SHP04280,SKU221,WH03,2024-05-09,51,
SHP04364,SKU226,WH04,2024-05-09,43,
SHP04668,SKU244,WH03,2024-05-09,7,
SHP04692,SKU246,WH05,2024-05-09,152,
SHP04693,SKU246,WH05,2024-05-09,10,
SHP04735,SKU249,WH01,2024-05-09,45,
SHP04765,SKU250,WH02,2024-05-09,42,
SHP05306,SKU278,WH01,2024-05-09,31,
SHP05320,SKU278,WH03,2024-05-09,6,
SHP05344,SKU279,WH04,2024-05-09,85,
SHP05492,SKU286,WH03,2024-05-09,6,
