transfer_id,product_id,source_warehouse_id,dest_warehouse_id,ship_date,receive_date,quantity
TRF00796,SKU067,WH01,WH05,2024-06-16,2024-06-19,95
TRF00797,SKU071,WH02,WH04,2024-06-17,2024-06-19,28
TRF00798,SKU257,WH02,WH03,2024-06-17,2024-06-25,102
TRF00799,SKU354,WH01,WH05,2024-06-17,2024-06-26,81
TRF00800,SKU108,WH03,WH04,2024-06-17,2024-06-25,28
TRF00801,SKU378,WH01,WH04,2024-06-17,2024-06-25,34
TRF00802,SKU222,WH02,WH05,2024-06-17,2024-06-24,36
TRF00803,SKU304,WH05,WH01,2024-06-18,2024-06-25,53
TRF00804,SKU276,WH04,WH05,2024-06-18,2024-06-26,44
TRF00805,SKU016,WH01,WH03,2024-06-18,2024-06-26,114
TRF00806,SKU019,WH03,WH05,2024-06-18,2024-06-20,25
TRF00807,SKU205,WH02,WH01,2024-06-18,2024-06-20,77
TRF00808,SKU021,WH05,WH02,2024-06-19,2024-06-26,26
TRF00809,SKU337,WH02,WH03,2024-06-19,2024-06-27,26
TRF00810,SKU261,WH02,WH04,2024-06-19,2024-06-24,56
TRF00811,SKU211,WH03,WH01,2024-06-19,2024-06-28,114
TRF00812,SKU339,WH05,WH02,2024-06-19,2024-06-23,88
TRF00813,SKU170,WH05,WH02,2024-06-19,2024-06-28,71
TRF00814,SKU287,WH03,WH01,2024-06-19,2024-06-24,61
TRF00815,SKU051,WH05,WH03,2024-06-20,2024-06-27,94
TRF00816,SKU139,WH01,WH03,2024-06-20,2024-06-23,24
TRF00817,SKU335,WH03,WH02,2024-06-20,2024-06-26,96
TRF00818,SKU236,WH04,WH03,2024-06-21,2024-06-25,97
TRF00819,SKU315,WH02,WH03,2024-06-21,2024-06-29,106
TRF00820,SKU268,WH01,WH04,2024-06-21,2024-07-02,76
TRF00821,SKU012,WH05,WH03,2024-06-21,2024-06-29,107
TRF00822,SKU222,WH05,WH02,2024-06-21,2024-06-29,26
TRF00823,SKU073,WH05,WH01,2024-06-21,2024-06-28,70
TRF00824,SKU288,WH05,WH01,2024-06-21,2024-06-28,74
TRF00825,SKU057,WH03,WH01,2024-06-21,2024-06-28,86
TRF00826,SKU375,WH02,WH04,2024-06-21,2024-06-24,59
TRF00827,SKU311,WH03,WH01,2024-06-21,2024-07-01,33
TRF00828,SKU056,WH04,WH05,2024-06-21,2024-06-24,73
TRF00829,SKU026,WH05,WH02,2024-06-21,2024-06-29,72
TRF00830,SKU237,WH02,WH03,2024-06-21,2024-07-01,25
TRF00831,SKU009,WH04,WH03,2024-06-21,2024-06-30,53
TRF00832,SKU069,WH01,WH02,2024-06-21,2024-06-27,51
TRF00833,SKU358,WH05,WH02,2024-06-21,2024-07-01,104
TRF00834,SKU204,WH05,WH04,2024-06-21,2024-06-29,25
TRF00835,SKU274,WH05,WH02,2024-06-21,2024-06-25,26
TRF00836,SKU349,WH04,WH01,2024-06-21,2024-06-29,59
TRF00837,SKU221,WH04,WH01,2024-06-21,2024-06-26,53
TRF00838,SKU273,WH05,WH03,2024-06-21,2024-06-24,116
TRF00839,SKU028,WH03,WH02,2024-06-21,2024-06-27,36
TRF00840,SKU215,WH05,WH02,2024-06-21,2024-06-29,54
TRF00841,SKU353,WH03,WH05,2024-06-21,2024-07-01,76
TRF00842,SKU358,WH01,WH02,2024-06-21,2024-07-02,116
TRF00843,SKU201,WH01,WH02,2024-06-21,2024-06-24,89
TRF00844,SKU141,WH05,WH01,2024-06-21,2024-06-29,43
TRF00845,SKU178,WH04,WH03,2024-06-21,2024-06-26,45
TRF00846,SKU128,WH01,WH03,2024-06-21,2024-06-24,92
TRF00847,SKU005,WH05,WH04,2024-06-21,2024-06-27,101
TRF00848,SKU193,WH01,WH02,2024-06-21,2024-06-26,101
TRF00849,SKU026,WH02,WH05,2024-06-21,2024-06-29,36
TRF00850,SKU007,WH03,WH05,2024-06-21,2024-06-28,33
TRF00851,SKU130,WH03,WH01,2024-06-22,2024-06-30,24
TRF00852,SKU231,WH01,WH02,2024-06-22,2024-06-29,54
TRF00853,SKU054,WH03,WH02,2024-06-22,2024-06-29,100
TRF00854,SKU147,WH01,WH02,2024-06-22,2024-06-26,95
TRF00855,SKU325,WH04,WH02,2024-06-22,2024-07-01,76
TRF00856,SKU167,WH01,WH05,2024-06-22,2024-07-01,49
TRF00857,SKU310,WH05,WH04,2024-06-22,2024-06-26,101
TRF00858,SKU041,WH01,WH03,2024-06-22,2024-07-03,82
TRF00859,SKU166,WH04,WH02,2024-06-22,2024-06-28,47
TRF00860,SKU235,WH02,WH03,2024-06-22,2024-06-30,72
TRF00861,SKU023,WH04,WH03,2024-06-22,2024-07-03,42
TRF00862,SKU282,WH05,WH02,2024-06-22,2024-06-28,66
TRF00863,SKU129,WH02,WH05,2024-06-22,2024-06-30,99
TRF00864,SKU065,WH01,WH02,2024-06-22,2024-06-29,96
TRF00865,SKU395,WH04,WH05,2024-06-22,2024-06-29,87
TRF00866,SKU198,WH05,WH04,2024-06-22,2024-06-29,57
TRF00867,SKU378,WH04,WH03,2024-06-22,2024-06-26,20
TRF00868,SKU348,WH05,WH02,2024-06-22,2024-06-27,21
TRF00869,SKU102,WH01,WH04,2024-06-22,2024-07-03,91
TRF00870,SKU061,WH05,WH02,2024-06-22,2024-06-27,106
TRF00871,SKU275,WH04,WH02,2024-06-22,2024-06-26,57
TRF00872,SKU096,WH05,WH02,2024-06-22,2024-06-30,63
TRF00873,SKU067,WH05,WH01,2024-06-22,2024-06-29,26
TRF00874,SKU361,WH04,WH03,2024-06-22,2024-06-29,44
TRF00875,SKU190,WH04,WH02,2024-06-22,2024-07-01,35
TRF00876,SKU317,WH04,WH01,2024-06-22,2024-06-26,50
TRF00877,SKU398,WH04,WH03,2024-06-22,2024-06-26,109
TRF00878,SKU109,WH02,WH04,2024-06-22,2024-07-02,98
TRF00879,SKU186,WH04,WH02,2024-06-22,2024-06-26,109
TRF00880,SKU329,WH02,WH01,2024-06-22,2024-06-30,97
TRF00881,SKU253,WH02,WH05,2024-06-22,2024-06-28,52
TRF00882,SKU277,WH01,WH02,2024-06-22,2024-06-28,46
TRF00883,SKU306,WH05,WH03,2024-06-22,2024-06-26,46
TRF00884,SKU389,WH03,WH05,2024-06-22,2024-07-03,102
TRF00885,SKU230,WH05,WH02,2024-06-22,2024-07-01,99
TRF00886,SKU247,WH01,WH02,2024-06-22,2024-06-29,119
TRF00887,SKU067,WH05,WH01,2024-06-22,2024-06-26,93
TRF00888,SKU262,WH03,WH02,2024-06-22,2024-06-25,119
TRF00889,SKU248,WH04,WH03,2024-06-22,2024-07-03,24
TRF00890,SKU035,WH04,WH02,2024-06-22,2024-06-30,23
TRF00891,SKU145,WH03,WH05,2024-06-22,2024-06-25,106
TRF00892,SKU262,WH02,WH03,2024-06-22,2024-06-27,117
TRF00893,SKU370,WH05,WH03,2024-06-22,2024-06-27,114
TRF00894,SKU044,WH03,WH04,2024-06-22,2024-07-01,38
TRF00895,SKU131,WH03,WH05,2024-06-22,2024-06-29,46
TRF00896,SKU296,WH03,WH01,2024-06-22,2024-06-28,87
TRF00897,SKU241,WH04,WH03,2024-06-23,2024-06-30,68
TRF00898,SKU050,WH05,WH01,2024-06-23,2024-07-04,114
TRF00899,SKU349,WH03,WH05,2024-06-23,2024-06-27,60
TRF00900,SKU072,WH04,WH03,2024-06-23,2024-06-27,20
TRF00901,SKU282,WH02,WH05,2024-06-23,2024-06-29,102
TRF00902,SKU302,WH04,WH02,2024-06-23,2024-06-27,68
TRF00903,SKU245,WH03,WH01,2024-06-23,2024-07-01,68
TRF00904,SKU320,WH05,WH01,2024-06-23,2024-06-30,105
TRF00905,SKU275,WH02,WH04,2024-06-23,2024-07-03,84
TRF00906,SKU010,WH02,WH01,2024-06-23,2024-06-29,63
TRF00907,SKU246,WH05,WH01,2024-06-23,2024-06-30,37
TRF00908,SKU288,WH04,WH01,2024-06-23,2024-06-28,86
TRF00909,SKU081,WH04,WH02,2024-06-23,2024-07-01,87
TRF00910,SKU110,WH03,WH04,2024-06-23,2024-06-30,97
TRF00911,SKU116,WH03,WH01,2024-06-23,2024-06-29,114
TRF00912,SKU376,WH01,WH02,2024-06-23,2024-06-28,98
TRF00913,SKU229,WH04,WH03,2024-06-23,2024-06-27,82
TRF00914,SKU091,WH04,WH03,2024-06-23,2024-06-29,11
TRF00915,SKU002,WH01,WH04,2024-06-23,2024-06-30,115
TRF00916,SKU256,WH03,WH02,2024-06-23,2024-06-30,111
TRF00917,SKU167,WH03,WH01,2024-06-23,2024-06-30,92
TRF00918,SKU186,WH02,WH01,2024-06-23,2024-06-26,34
TRF00919,SKU077,WH01,WH05,2024-06-23,2024-06-30,89
TRF00920,SKU268,WH01,WH04,2024-06-23,2024-07-02,73
TRF00921,SKU368,WH05,WH02,2024-06-23,2024-06-29,110
TRF00922,SKU279,WH01,WH04,2024-06-23,2024-07-03,106
TRF00923,SKU231,WH02,WH01,2024-06-23,2024-06-27,89
TRF00924,SKU247,WH02,WH01,2024-06-23,2024-06-26,44
TRF00925,SKU143,WH02,WH01,2024-06-23,2024-06-28,76
TRF00926,SKU004,WH01,WH03,2024-06-23,2024-07-01,95
TRF00927,SKU367,WH03,WH02,2024-06-23,2024-06-27,38
TRF00928,SKU112,WH04,WH01,2024-06-23,2024-07-03,111
TRF00929,SKU043,WH04,WH03,2024-06-23,2024-06-27,36
TRF00930,SKU120,WH01,WH03,2024-06-23,2024-06-28,33
TRF00931,SKU037,WH04,WH01,2024-06-23,2024-07-03,90
TRF00932,SKU106,WH03,WH02,2024-06-24,2024-07-04,116
TRF00933,SKU091,WH01,WH03,2024-06-24,2024-07-03,59
TRF00934,SKU044,WH04,WH01,2024-06-24,2024-07-04,74
TRF00935,SKU059,WH04,WH01,2024-06-24,2024-06-27,70
TRF00936,SKU184,WH04,WH02,2024-06-24,2024-07-01,28
TRF00937,SKU142,WH03,WH01,2024-06-24,2024-07-03,49
TRF00938,SKU200,WH04,WH03,2024-06-24,2024-07-03,31
TRF00939,SKU233,WH03,WH04,2024-06-24,2024-06-30,61
TRF00940,SKU020,WH04,WH03,2024-06-24,2024-07-01,110
TRF00941,SKU214,WH01,WH04,2024-06-24,2024-07-02,36
TRF00942,SKU159,WH03,WH04,2024-06-24,2024-06-29,114
TRF00943,SKU292,WH05,WH01,2024-06-24,2024-06-29,87
TRF00944,SKU083,WH01,WH02,2024-06-24,2024-07-03,28
TRF00945,SKU301,WH01,WH02,2024-06-24,2024-07-05,46
TRF00946,SKU354,WH05,WH01,2024-06-24,2024-07-05,83
TRF00947,SKU221,WH04,WH03,2024-06-24,2024-06-30,35
TRF00948,SKU056,WH04,WH02,2024-06-24,2024-06-27,72
TRF00949,SKU047,WH01,WH04,2024-06-24,2024-07-01,38
TRF00950,SKU358,WH05,WH01,2024-06-24,2024-07-05,70
TRF00951,SKU376,WH01,WH02,2024-06-24,2024-07-04,60
TRF00952,SKU246,WH05,WH01,2024-06-24,2024-07-03,52
TRF00953,SKU001,WH05,WH04,2024-06-24,2024-07-03,30
TRF00954,SKU241,WH03,WH01,2024-06-24,2024-07-05,85
TRF00955,SKU296,WH03,WH01,2024-06-24,2024-07-03,52
TRF00956,SKU309,WH02,WH03,2024-06-24,2024-06-28,67
TRF00957,SKU284,WH04,WH03,2024-06-24,2024-07-01,24
TRF00958,SKU182,WH02,WH04,2024-06-24,2024-06-30,50
TRF00959,SKU254,WH01,WH05,2024-06-24,2024-07-03,109
TRF00960,SKU105,WH01,WH02,2024-06-24,2024-06-29,52
TRF00961,SKU326,WH04,WH05,2024-06-24,2024-07-03,102
TRF00962,SKU196,WH01,WH05,2024-06-24,2024-07-05,34
TRF00963,SKU213,WH03,WH01,2024-06-24,2024-07-04,85
TRF00964,SKU337,WH03,WH02,2024-06-24,2024-07-01,81
TRF00965,SKU063,WH02,WH01,2024-06-24,2024-06-29,68
TRF00966,SKU201,WH01,WH04,2024-06-24,2024-06-29,93
TRF00967,SKU184,WH01,WH02,2024-06-24,2024-07-02,55
TRF00968,SKU363,WH01,WH04,2024-06-24,2024-06-27,37
TRF00969,SKU013,WH02,WH04,2024-06-25,2024-06-28,65
TRF00970,SKU057,WH05,WH03,2024-06-25,2024-07-06,46
TRF00971,SKU045,WH05,WH03,2024-06-25,2024-07-04,61
TRF00972,SKU028,WH05,WH01,2024-06-25,2024-06-29,22
TRF00973,SKU356,WH02,WH05,2024-06-25,2024-07-04,87
TRF00974,SKU267,WH05,WH03,2024-06-25,2024-06-28,89
TRF00975,SKU001,WH05,WH04,2024-06-25,2024-07-02,90
TRF00976,SKU393,WH04,WH02,2024-06-25,2024-06-30,112
TRF00977,SKU132,WH04,WH02,2024-06-25,2024-07-05,106
TRF00978,SKU300,WH02,WH04,2024-06-25,2024-07-01,114
TRF00979,SKU017,WH02,WH04,2024-06-25,2024-06-28,23
TRF00980,SKU335,WH03,WH02,2024-06-25,2024-07-03,46
TRF00981,SKU309,WH04,WH02,2024-06-25,2024-07-04,34
TRF00982,SKU243,WH03,WH04,2024-06-25,2024-06-29,33
TRF00983,SKU209,WH05,WH02,2024-06-25,2024-07-01,24
TRF00984,SKU373,WH05,WH01,2024-06-25,2024-07-05,112
TRF00985,SKU052,WH01,WH02,2024-06-25,2024-07-06,38
TRF00986,SKU087,WH02,WH05,2024-06-25,2024-06-28,36
TRF00987,SKU016,WH01,WH02,2024-06-25,2024-07-05,83
TRF00988,SKU121,WH03,WH01,2024-06-25,2024-06-30,99
TRF00989,SKU314,WH03,WH04,2024-06-25,2024-07-02,84
TRF00990,SKU270,WH03,WH02,2024-06-25,2024-07-05,67
TRF00991,SKU255,WH01,WH05,2024-06-25,2024-07-01,89
TRF00992,SKU060,WH05,WH04,2024-06-25,2024-07-04,90
TRF00993,SKU390,WH02,WH05,2024-06-25,2024-07-04,93
TRF00994,SKU068,WH03,WH01,2024-06-25,2024-07-02,60
TRF00995,SKU004,WH01,WH03,2024-06-25,2024-06-30,92
TRF00996,SKU036,WH03,WH05,2024-06-25,2024-07-04,38
TRF00997,SKU036,WH03,WH05,2024-06-25,2024-06-30,98
TRF00998,SKU304,WH01,WH05,2024-06-25,2024-07-01,43
TRF00999,SKU015,WH05,WH04,2024-06-25,2024-07-02,108
TRF01000,SKU042,WH04,WH05,2024-06-25,2024-07-03,43
TRF01001,SKU234,WH03,WH02,2024-06-25,2024-06-29,105
TRF01002,SKU162,WH01,WH05,2024-06-25,2024-07-04,119
TRF01003,SKU011,WH04,WH03,2024-06-25,2024-06-28,98
TRF01004,SKU118,WH05,WH03,2024-06-25,2024-07-04,40
TRF01005,SKU283,WH04,WH03,2024-06-25,2024-06-30,28
TRF01006,SKU389,WH05,WH03,2024-06-25,2024-07-02,108
TRF01007,SKU373,WH05,WH04,2024-06-25,2024-06-29,101
TRF01008,SKU013,WH04,WH02,2024-06-26,2024-07-07,85
TRF01009,SKU212,WH03,WH02,2024-06-26,2024-07-04,34
TRF01010,SKU109,WH05,WH04,2024-06-26,2024-07-06,110
TRF01011,SKU230,WH05,WH02,2024-06-26,2024-06-30,91
TRF01012,SKU205,WH02,WH01,2024-06-26,2024-07-03,46
TRF01013,SKU322,WH01,WH02,2024-06-26,2024-07-07,30
TRF01014,SKU047,WH04,WH01,2024-06-26,2024-07-04,59
TRF01015,SKU166,WH04,WH03,2024-06-26,2024-07-01,54
TRF01016,SKU376,WH01,WH02,2024-06-26,2024-06-30,64
TRF01017,SKU052,WH02,WH01,2024-06-26,2024-07-05,61
TRF01018,SKU215,WH03,WH02,2024-06-26,2024-07-07,51
TRF01019,SKU244,WH01,WH03,2024-06-26,2024-07-02,107
TRF01020,SKU138,WH03,WH01,2024-06-26,2024-07-07,119
TRF01021,SKU134,WH02,WH03,2024-06-26,2024-06-30,74
TRF01022,SKU145,WH04,WH03,2024-06-26,2024-07-05,115
TRF01023,SKU217,WH01,WH04,2024-06-26,2024-06-29,87
TRF01024,SKU012,WH03,WH05,2024-06-26,2024-07-01,74
TRF01025,SKU313,WH03,WH02,2024-06-26,2024-07-04,56
TRF01026,SKU228,WH03,WH05,2024-06-26,2024-07-04,80
TRF01027,SKU243,WH05,WH01,2024-06-26,2024-07-01,119
TRF01028,SKU041,WH04,WH01,2024-06-26,2024-07-06,100
TRF01029,SKU208,WH01,WH05,2024-06-26,2024-07-05,43
TRF01030,SKU050,WH01,WH05,2024-06-26,2024-07-06,64
TRF01031,SKU035,WH01,WH04,2024-06-26,2024-07-02,31
TRF01032,SKU100,WH04,WH02,2024-06-26,2024-07-06,56
TRF01033,SKU196,WH01,WH05,2024-06-26,2024-07-04,61
TRF01034,SKU164,WH05,WH03,2024-06-26,2024-07-04,92
TRF01035,SKU096,WH05,WH02,2024-06-26,2024-07-06,37
TRF01036,SKU093,WH04,WH02,2024-06-26,2024-07-06,77
TRF01037,SKU046,WH05,WH03,2024-06-26,2024-07-04,22
TRF01038,SKU008,WH05,WH01,2024-06-26,2024-07-02,69
TRF01039,SKU261,WH02,WH04,2024-06-26,2024-07-02,79
TRF01040,SKU185,WH05,WH02,2024-06-26,2024-07-02,66
TRF01041,SKU345,WH02,WH04,2024-06-26,2024-07-01,72
TRF01042,SKU371,WH05,WH01,2024-06-26,2024-07-06,41
TRF01043,SKU150,WH04,WH03,2024-06-26,2024-07-07,85
TRF01044,SKU293,WH01,WH04,2024-06-26,2024-06-29,94
TRF01045,SKU028,WH05,WH01,2024-06-26,2024-07-02,109
TRF01046,SKU064,WH02,WH04,2024-06-26,2024-07-03,56
TRF01047,SKU227,WH02,WH03,2024-06-26,2024-07-06,71
TRF01048,SKU353,WH03,WH02,2024-06-26,2024-07-05,90
TRF01049,SKU349,WH03,WH01,2024-06-27,2024-07-03,119
TRF01050,SKU017,WH02,WH03,2024-06-27,2024-06-30,62
TRF01051,SKU112,WH01,WH03,2024-06-27,2024-07-07,102
TRF01052,SKU271,WH03,WH01,2024-06-27,2024-07-03,75
TRF01053,SKU335,WH02,WH01,2024-06-27,2024-07-07,34
TRF01054,SKU156,WH05,WH01,2024-06-27,2024-07-01,36
TRF01055,SKU396,WH03,WH02,2024-06-27,2024-07-07,77
TRF01056,SKU085,WH04,WH05,2024-06-27,2024-07-04,38
TRF01057,SKU129,WH01,WH02,2024-06-27,2024-07-01,71
TRF01058,SKU030,WH02,WH03,2024-06-27,2024-07-03,72
TRF01059,SKU199,WH03,WH02,2024-06-27,2024-07-06,42
TRF01060,SKU051,WH01,WH05,2024-06-27,2024-06-30,57
TRF01061,SKU104,WH05,WH03,2024-06-27,2024-07-03,94
TRF01062,SKU362,WH05,WH02,2024-06-27,2024-07-06,41
TRF01063,SKU242,WH01,WH05,2024-06-27,2024-07-07,118
TRF01064,SKU298,WH05,WH03,2024-06-27,2024-07-07,114
TRF01065,SKU203,WH01,WH03,2024-06-27,2024-07-07,115
TRF01066,SKU127,WH04,WH05,2024-06-27,2024-07-03,112
TRF01067,SKU067,WH05,WH01,2024-06-27,2024-07-06,42
TRF01068,SKU043,WH03,WH04,2024-06-27,2024-06-30,30
TRF01069,SKU262,WH02,WH03,2024-06-27,2024-07-01,83
TRF01070,SKU045,WH03,WH05,2024-06-27,2024-07-01,29
TRF01071,SKU393,WH04,WH02,2024-06-27,2024-07-07,61
TRF01072,SKU150,WH04,WH03,2024-06-27,2024-07-02,35
TRF01073,SKU061,WH02,WH05,2024-06-27,2024-07-03,42
TRF01074,SKU334,WH04,WH03,2024-06-27,2024-07-03,41
TRF01075,SKU237,WH03,WH02,2024-06-27,2024-07-04,34
TRF01076,SKU064,WH02,WH04,2024-06-27,2024-07-01,86
TRF01077,SKU076,WH01,WH03,2024-06-27,2024-07-02,94
TRF01078,SKU222,WH05,WH02,2024-06-27,2024-07-07,29
TRF01079,SKU130,WH01,WH03,2024-06-27,2024-07-02,54
TRF01080,SKU125,WH04,WH03,2024-06-27,2024-07-05,105
TRF01081,SKU048,WH02,WH04,2024-06-27,2024-07-02,79
TRF01082,SKU145,WH05,WH03,2024-06-27,2024-06-30,66
TRF01083,SKU292,WH05,WH02,2024-06-27,2024-07-07,68
TRF01084,SKU031,WH01,WH04,2024-06-27,2024-07-04,90
TRF01085,SKU391,WH03,WH04,2024-06-27,2024-07-01,78
TRF01086,SKU258,WH01,WH04,2024-06-27,2024-07-08,23
TRF01087,SKU099,WH03,WH04,2024-06-27,2024-07-05,60
TRF01088,SKU166,WH02,WH03,2024-06-27,2024-07-08,29
TRF01089,SKU160,WH03,WH04,2024-06-27,2024-06-30,102
TRF01090,SKU221,WH03,WH02,2024-06-27,2024-07-02,20
TRF01091,SKU076,WH03,WH02,2024-06-27,2024-07-07,103
TRF01092,SKU292,WH02,WH01,2024-06-27,2024-07-08,91
TRF01093,SKU125,WH04,WH03,2024-06-27,2024-07-05,27
TRF01094,SKU216,WH02,WH04,2024-06-27,2024-06-30,110
TRF01095,SKU375,WH04,WH02,2024-06-27,2024-07-03,59
TRF01096,SKU086,WH05,WH02,2024-06-28,2024-07-02,25
TRF01097,SKU083,WH02,WH01,2024-06-28,2024-07-08,58
TRF01098,SKU039,WH05,WH01,2024-06-28,2024-07-07,106
TRF01099,SKU068,WH01,WH03,2024-06-28,2024-07-09,68
TRF01100,SKU342,WH02,WH01,2024-06-28,2024-07-06,92
TRF01101,SKU048,WH05,WH04,2024-06-28,2024-07-02,54
TRF01102,SKU159,WH04,WH03,2024-06-28,2024-07-02,70
TRF01103,SKU005,WH05,WH04,2024-06-28,2024-07-07,41
TRF01104,SKU381,WH03,WH01,2024-06-28,2024-07-03,54
TRF01105,SKU388,WH02,WH03,2024-06-28,2024-07-04,72
TRF01106,SKU061,WH05,WH02,2024-06-28,2024-07-09,80
TRF01107,SKU390,WH02,WH05,2024-06-28,2024-07-01,116
TRF01108,SKU017,WH04,WH03,2024-06-28,2024-07-01,44
TRF01109,SKU160,WH01,WH03,2024-06-28,2024-07-07,100
TRF01110,SKU043,WH03,WH04,2024-06-28,2024-07-02,44
TRF01111,SKU306,WH05,WH02,2024-06-28,2024-07-07,108
TRF01112,SKU211,WH01,WH03,2024-06-28,2024-07-09,47
TRF01113,SKU317,WH01,WH04,2024-06-28,2024-07-02,117
TRF01114,SKU314,WH01,WH04,2024-06-28,2024-07-01,91
TRF01115,SKU125,WH04,WH03,2024-06-28,2024-07-01,66
TRF01116,SKU289,WH02,WH05,2024-06-28,2024-07-09,70
TRF01117,SKU160,WH01,WH04,2024-06-28,2024-07-09,28
TRF01118,SKU105,WH02,WH04,2024-06-28,2024-07-08,56
TRF01119,SKU188,WH03,WH02,2024-06-28,2024-07-09,86
TRF01120,SKU195,WH03,WH05,2024-06-28,2024-07-01,113
TRF01121,SKU362,WH05,WH03,2024-06-28,2024-07-09,95
TRF01122,SKU270,WH04,WH02,2024-06-28,2024-07-09,36
TRF01123,SKU327,WH05,WH04,2024-06-28,2024-07-03,51
TRF01124,SKU283,WH03,WH05,2024-06-28,2024-07-02,30
TRF01125,SKU215,WH03,WH05,2024-06-28,2024-07-07,75
TRF01126,SKU312,WH05,WH02,2024-06-28,2024-07-02,90
TRF01127,SKU008,WH02,WH05,2024-06-28,2024-07-09,54
TRF01128,SKU311,WH01,WH03,2024-06-28,2024-07-09,58
TRF01129,SKU130,WH01,WH03,2024-06-28,2024-07-06,44
TRF01130,SKU004,WH04,WH01,2024-06-28,2024-07-01,116
TRF01131,SKU210,WH05,WH03,2024-06-28,2024-07-09,31
TRF01132,SKU029,WH05,WH03,2024-06-28,2024-07-03,38
TRF01133,SKU096,WH02,WH05,2024-06-28,2024-07-02,36
TRF01134,SKU224,WH01,WH03,2024-06-28,2024-07-07,58
TRF01135,SKU253,WH05,WH01,2024-06-29,2024-07-03,104
TRF01136,SKU340,WH02,WH01,2024-06-29,2024-07-06,95
TRF01137,SKU034,WH02,WH04,2024-06-29,2024-07-10,39
TRF01138,SKU299,WH05,WH01,2024-06-29,2024-07-09,21
TRF01139,SKU345,WH05,WH04,2024-06-29,2024-07-02,42
TRF01140,SKU015,WH04,WH05,2024-06-29,2024-07-05,21
TRF01141,SKU128,WH04,WH03,2024-06-29,2024-07-04,96
TRF01142,SKU149,WH03,WH01,2024-06-29,2024-07-10,111
TRF01143,SKU305,WH03,WH05,2024-06-29,2024-07-10,95
TRF01144,SKU174,WH05,WH01,2024-06-29,2024-07-06,55
TRF01145,SKU198,WH04,WH03,2024-06-29,2024-07-07,62
TRF01146,SKU331,WH02,WH04,2024-06-29,2024-07-03,36
TRF01147,SKU316,WH05,WH01,2024-06-29,2024-07-05,71
TRF01148,SKU028,WH03,WH01,2024-06-29,2024-07-06,27
TRF01149,SKU155,WH03,WH04,2024-06-29,2024-07-10,59
TRF01150,SKU256,WH02,WH03,2024-06-29,2024-07-06,60
TRF01151,SKU297,WH03,WH05,2024-06-29,2024-07-05,74
TRF01152,SKU155,WH03,WH04,2024-06-29,2024-07-03,106
TRF01153,SKU349,WH01,WH04,2024-06-29,2024-07-09,78
TRF01154,SKU219,WH04,WH05,2024-06-29,2024-07-05,40
TRF01155,SKU320,WH01,WH02,2024-06-29,2024-07-02,76
TRF01156,SKU028,WH01,WH03,2024-06-29,2024-07-08,83
TRF01157,SKU015,WH03,WH05,2024-06-29,2024-07-05,116
TRF01158,SKU111,WH02,WH03,2024-06-29,2024-07-02,20
TRF01159,SKU263,WH02,WH03,2024-06-29,2024-07-05,79
TRF01160,SKU196,WH05,WH04,2024-06-29,2024-07-07,63
TRF01161,SKU020,WH03,WH04,2024-06-29,2024-07-02,89
TRF01162,SKU141,WH04,WH05,2024-06-29,2024-07-05,115
TRF01163,SKU213,WH03,WH01,2024-06-29,2024-07-10,80
TRF01164,SKU003,WH03,WH04,2024-06-29,2024-07-05,105
TRF01165,SKU043,WH04,WH03,2024-06-29,2024-07-04,86
TRF01166,SKU204,WH03,WH01,2024-06-29,2024-07-05,89
TRF01167,SKU342,WH05,WH04,2024-06-29,2024-07-02,75
TRF01168,SKU359,WH04,WH02,2024-06-29,2024-07-09,51
TRF01169,SKU054,WH02,WH03,2024-06-29,2024-07-04,33
TRF01170,SKU380,WH05,WH02,2024-06-29,2024-07-02,72
TRF01171,SKU326,WH04,WH01,2024-06-29,2024-07-09,41
TRF01172,SKU216,WH05,WH04,2024-06-29,2024-07-09,104
TRF01173,SKU201,WH04,WH03,2024-06-29,2024-07-04,52
TRF01174,SKU159,WH02,WH03,2024-06-29,2024-07-09,54
TRF01175,SKU195,WH05,WH03,2024-06-30,2024-07-08,35
TRF01176,SKU099,WH04,WH03,2024-06-30,2024-07-07,24
TRF01177,SKU218,WH01,WH05,2024-06-30,2024-07-07,33
TRF01178,SKU063,WH01,WH04,2024-06-30,2024-07-03,117
TRF01179,SKU059,WH03,WH01,2024-06-30,2024-07-09,39
TRF01180,SKU302,WH04,WH02,2024-06-30,2024-07-05,118
TRF01181,SKU213,WH01,WH03,2024-06-30,2024-07-04,106
TRF01182,SKU131,WH05,WH03,2024-06-30,2024-07-04,97
TRF01183,SKU329,WH02,WH01,2024-06-30,2024-07-08,95
TRF01184,SKU283,WH03,WH02,2024-06-30,2024-07-10,96
TRF01185,SKU214,WH01,WH03,2024-06-30,2024-07-04,68
TRF01186,SKU254,WH01,WH05,2024-06-30,2024-07-07,100
TRF01187,SKU098,WH05,WH01,2024-06-30,2024-07-04,61
TRF01188,SKU122,WH01,WH04,2024-06-30,2024-07-05,118
TRF01189,SKU170,WH02,WH01,2024-06-30,2024-07-11,108
TRF01190,SKU194,WH05,WH04,2024-06-30,2024-07-03,23
TRF01191,SKU155,WH04,WH03,2024-06-30,2024-07-09,84
TRF01192,SKU139,WH01,WH03,2024-06-30,2024-07-04,28
TRF01193,SKU217,WH04,WH02,2024-06-30,2024-07-09,80
