receipt_id,product_id,warehouse_id,receipt_date,quantity,unit_cost,hold_status,source,original_shipment_id,po_batch_id
RCT06425,SKU382,WH02,2024-04-27,146,64.14,released,purchase_order,,
RCT06570,SKU391,WH04,2024-04-27,106,33.77,released,purchase_order,,
RCT07459,SKU299,WH05,2024-04-27,8,40.85,released,customer_return,SHP05727,
RCT07526,SKU226,WH04,2024-04-27,34,40.1,released,customer_return,SHP04361,
RCT07666,SKU383,WH01,2024-04-27,9,23.11,released,customer_return,SHP07250,
RCT07672,SKU218,WH03,2024-04-27,5,41.42,released,customer_return,SHP04208,
RCT07752,SKU124,WH05,2024-04-27,38,62.06,released,customer_return,SHP02357,
RCT07770,SKU139,WH03,2024-04-27,29,23.69,released,customer_return,SHP02637,
RCT00235,SKU016,WH02,2024-04-28,166,49.81,released,purchase_order,,
RCT00317,SKU021,WH02,2024-04-28,259,14.2,released,purchase_order,,
RCT00433,SKU028,WH05,2024-04-28,105,73.53,released,purchase_order,,
RCT00456,SKU030,WH02,2024-04-28,65,28.31,released,purchase_order,,
RCT00750,SKU047,WH02,2024-04-28,213,49.04,released,purchase_order,,
RCT00826,SKU051,WH05,2024-04-28,137,67.19,released,purchase_order,,
RCT00918,SKU057,WH01,2024-04-28,297,9.23,released,purchase_order,,
RCT01307,SKU079,WH05,2024-04-28,187,43.41,released,purchase_order,,
RCT01418,SKU086,WH02,2024-04-28,138,66.39,released,purchase_order,,
RCT01443,SKU087,WH03,2024-04-28,184,59.36,released,purchase_order,,
RCT01635,SKU097,WH04,2024-04-28,263,55.8,released,purchase_order,,
RCT01950,SKU114,WH05,2024-04-28,183,67.38,released,purchase_order,,
RCT02018,SKU119,WH04,2024-04-28,93,23.01,released,purchase_order,,
RCT02202,SKU129,WH02,2024-04-28,282,59.38,released,purchase_order,,
RCT02228,SKU131,WH03,2024-04-28,284,10.12,released,purchase_order,,
RCT02265,SKU133,WH03,2024-04-28,251,20.32,released,purchase_order,,
RCT02505,SKU146,WH04,2024-04-28,222,15.9,released,purchase_order,,
RCT02705,SKU159,WH03,2024-04-28,77,55.27,released,purchase_order,,
RCT02731,SKU160,WH04,2024-04-28,118,72.03,released,purchase_order,,
RCT03027,SKU177,WH02,2024-04-28,159,40.12,released,purchase_order,,
RCT03131,SKU183,WH01,2024-04-28,278,24.09,released,purchase_order,,
RCT03287,SKU190,WH03,2024-04-28,229,42.17,released,purchase_order,,
RCT03405,SKU197,WH05,2024-04-28,293,63.65,released,purchase_order,,
RCT03648,SKU213,WH04,2024-04-28,183,55.98,released,purchase_order,,
RCT03786,SKU221,WH01,2024-04-28,194,59.09,released,purchase_order,,
RCT03820,SKU222,WH05,2024-04-28,297,64.09,released,purchase_order,,
RCT04088,SKU240,WH05,2024-04-28,89,34.18,released,purchase_order,,
RCT04132,SKU243,WH01,2024-04-28,51,25.77,released,purchase_order,,
RCT04157,SKU244,WH01,2024-04-28,94,56.81,released,purchase_order,,
RCT04303,SKU254,WH05,2024-04-28,103,26.66,released,purchase_order,,
RCT04974,SKU294,WH01,2024-04-28,61,26.63,released,purchase_order,,
RCT05172,SKU307,WH03,2024-04-28,108,52.71,released,purchase_order,,
RCT05350,SKU317,WH01,2024-04-28,138,35.94,released,purchase_order,,
RCT05437,SKU324,WH01,2024-04-28,296,52.88,released,purchase_order,,
RCT05609,SKU333,WH03,2024-04-28,116,33.68,released,purchase_order,,
RCT05610,SKU333,WH03,2024-04-28,182,34.49,released,purchase_order,,
RCT05726,SKU340,WH01,2024-04-28,125,17.14,released,purchase_order,,
RCT05907,SKU350,WH02,2024-04-28,100,68.62,released,purchase_order,,
RCT05945,SKU352,WH04,2024-04-28,99,60.38,released,purchase_order,,
RCT06066,SKU359,WH02,2024-04-28,220,52.85,released,purchase_order,,
RCT06088,SKU360,WH04,2024-04-28,75,30.61,released,purchase_order,,
RCT06106,SKU361,WH04,2024-04-28,180,24.2,released,purchase_order,,
RCT06193,SKU367,WH03,2024-04-28,294,59.93,released,purchase_order,,
RCT06265,SKU371,WH02,2024-04-28,264,57.39,released,purchase_order,,
RCT06357,SKU377,WH02,2024-04-28,201,34.78,released,purchase_order,,
RCT06375,SKU378,WH05,2024-04-28,280,18.18,released,purchase_order,,
RCT06579,SKU392,WH01,2024-04-28,89,36.51,released,purchase_order,,
RCT06672,SKU397,WH03,2024-04-28,98,40.54,released,purchase_order,,
RCT06780,SKU158,WH03,2024-04-28,555,18.4,released,purchase_order,,BATCH0015
RCT06781,SKU137,WH01,2024-04-28,671,48.53,released,purchase_order,,BATCH0015
RCT06782,SKU049,WH02,2024-04-28,367,58.11,released,purchase_order,,BATCH0015
RCT06783,SKU046,WH03,2024-04-28,770,9.04,released,purchase_order,,BATCH0015
RCT06967,SKU298,WH02,2024-04-28,150,37.78,released,purchase_order,,BATCH0080
RCT06968,SKU205,WH01,2024-04-28,380,27.3,released,purchase_order,,BATCH0080
RCT07157,SKU020,WH02,2024-04-28,28,46.0,released,customer_return,SHP00320,
RCT07168,SKU322,WH01,2024-04-28,7,16.68,released,customer_return,SHP06129,
RCT07195,SKU253,WH01,2024-04-28,124,41.0,released,customer_return,SHP04814,
RCT07198,SKU240,WH05,2024-04-28,41,38.85,released,customer_return,SHP04586,
RCT07224,SKU206,WH01,2024-04-28,6,54.35,released,customer_return,SHP03982,
RCT07242,SKU035,WH02,2024-04-28,40,40.3,released,customer_return,SHP00563,
RCT07344,SKU185,WH05,2024-04-28,5,27.63,released,customer_return,SHP03599,
RCT07346,SKU273,WH05,2024-04-28,5,22.71,released,customer_return,SHP05190,
RCT07528,SKU383,WH01,2024-04-28,5,23.11,released,customer_return,SHP07247,
RCT07529,SKU106,WH03,2024-04-28,156,47.58,released,customer_return,SHP02025,
RCT07632,SKU162,WH05,2024-04-28,13,47.67,released,customer_return,SHP03101,
RCT00401,SKU026,WH05,2024-04-29,212,24.75,released,purchase_order,,
RCT00561,SKU037,WH01,2024-04-29,137,11.53,released,purchase_order,,
RCT00650,SKU042,WH05,2024-04-29,74,17.91,released,purchase_order,,
RCT00827,SKU051,WH05,2024-04-29,84,70.69,released,purchase_order,,
RCT00935,SKU058,WH03,2024-04-29,256,25.77,released,purchase_order,,
RCT01091,SKU067,WH05,2024-04-29,184,40.16,released,purchase_order,,
RCT01103,SKU068,WH03,2024-04-29,280,62.4,released,purchase_order,,
RCT01389,SKU085,WH01,2024-04-29,275,43.48,released,purchase_order,,
RCT01393,SKU085,WH03,2024-04-29,72,57.39,released,purchase_order,,
RCT01689,SKU100,WH04,2024-04-29,59,26.75,released,purchase_order,,
RCT02203,SKU129,WH02,2024-04-29,246,61.99,released,purchase_order,,
RCT02367,SKU139,WH03,2024-04-29,285,22.17,released,purchase_order,,
RCT02413,SKU142,WH01,2024-04-29,269,43.12,released,purchase_order,,
RCT02472,SKU144,WH05,2024-04-29,97,41.65,released,purchase_order,,
RCT02510,SKU147,WH01,2024-04-29,100,57.75,released,purchase_order,,
RCT02633,SKU155,WH04,2024-04-29,88,22.71,released,purchase_order,,
RCT02753,SKU162,WH01,2024-04-29,75,59.12,released,purchase_order,,
RCT02848,SKU168,WH01,2024-04-29,142,13.06,released,purchase_order,,
RCT03162,SKU184,WH03,2024-04-29,218,59.42,released,purchase_order,,
RCT03414,SKU198,WH04,2024-04-29,106,44.26,released,purchase_order,,
RCT03695,SKU216,WH04,2024-04-29,183,14.24,released,purchase_order,,
RCT03821,SKU222,WH05,2024-04-29,246,64.34,released,purchase_order,,
RCT03978,SKU232,WH03,2024-04-29,203,61.09,released,purchase_order,,
RCT04397,SKU260,WH02,2024-04-29,164,52.01,released,purchase_order,,
RCT05231,SKU311,WH01,2024-04-29,180,43.67,released,purchase_order,,
RCT05651,SKU336,WH01,2024-04-29,244,50.47,released,purchase_order,,
RCT05757,SKU342,WH02,2024-04-29,148,59.65,released,purchase_order,,
RCT05838,SKU347,WH01,2024-04-29,227,48.4,released,purchase_order,,
RCT05876,SKU348,WH05,2024-04-29,221,17.08,released,purchase_order,,
RCT05999,SKU355,WH05,2024-04-29,297,49.05,released,purchase_order,,
RCT06332,SKU375,WH04,2024-04-29,274,46.63,released,purchase_order,,
RCT06571,SKU391,WH04,2024-04-29,213,36.04,released,purchase_order,,
RCT06673,SKU397,WH03,2024-04-29,95,39.51,released,purchase_order,,
RCT06700,SKU398,WH03,2024-04-29,218,59.24,released,purchase_order,,
RCT06732,SKU400,WH03,2024-04-29,190,43.26,released,purchase_order,,
RCT06859,SKU283,WH03,2024-04-29,408,10.85,released,purchase_order,,BATCH0042
RCT06860,SKU348,WH03,2024-04-29,506,30.71,released,purchase_order,,BATCH0042
RCT06861,SKU053,WH04,2024-04-29,342,53.96,released,purchase_order,,BATCH0042
RCT07093,SKU037,WH04,2024-04-29,30,42.41,released,customer_return,SHP00600,
RCT07102,SKU219,WH03,2024-04-29,44,32.43,released,customer_return,SHP04226,
RCT07179,SKU024,WH03,2024-04-29,62,68.62,released,customer_return,SHP00389,
RCT07386,SKU089,WH01,2024-04-29,29,11.43,released,customer_return,SHP01632,
RCT07671,SKU230,WH05,2024-04-29,5,12.55,released,customer_return,SHP04422,
RCT00229,SKU016,WH01,2024-04-30,230,64.74,released,purchase_order,,
RCT00330,SKU022,WH03,2024-04-30,155,60.48,released,purchase_order,,
RCT00587,SKU039,WH01,2024-04-30,69,37.53,released,purchase_order,,
RCT00795,SKU050,WH03,2024-04-30,193,52.35,released,purchase_order,,
RCT00869,SKU054,WH03,2024-04-30,250,36.51,released,purchase_order,,
RCT01144,SKU070,WH04,2024-04-30,61,52.8,released,purchase_order,,
RCT01287,SKU078,WH02,2024-04-30,121,35.61,released,purchase_order,,
RCT01384,SKU084,WH05,2024-04-30,230,31.61,released,purchase_order,,
RCT01450,SKU087,WH05,2024-04-30,245,77.78,released,purchase_order,,
RCT01854,SKU109,WH04,2024-04-30,251,29.52,released,purchase_order,,
RCT02092,SKU123,WH03,2024-04-30,201,30.43,released,purchase_order,,
RCT02440,SKU143,WH02,2024-04-30,241,46.4,released,purchase_order,,
RCT02623,SKU155,WH02,2024-04-30,135,21.43,released,purchase_order,,
RCT02732,SKU160,WH04,2024-04-30,52,72.09,released,purchase_order,,
RCT03120,SKU182,WH03,2024-04-30,62,48.62,released,purchase_order,,
RCT03515,SKU204,WH04,2024-04-30,151,39.78,released,purchase_order,,
RCT03657,SKU214,WH01,2024-04-30,211,32.74,released,purchase_order,,
RCT03662,SKU214,WH03,2024-04-30,155,54.29,released,purchase_order,,
RCT03702,SKU217,WH01,2024-04-30,239,36.41,released,purchase_order,,
RCT04163,SKU244,WH03,2024-04-30,136,43.44,released,purchase_order,,
RCT05066,SKU301,WH01,2024-04-30,197,39.44,released,purchase_order,,
RCT05190,SKU309,WH02,2024-04-30,63,23.76,released,purchase_order,,
RCT05219,SKU310,WH04,2024-04-30,280,59.37,released,purchase_order,,
RCT05357,SKU317,WH04,2024-04-30,246,37.28,released,purchase_order,,
RCT05386,SKU320,WH01,2024-04-30,95,48.44,released,purchase_order,,
RCT05625,SKU334,WH04,2024-04-30,269,39.92,released,purchase_order,,
RCT05687,SKU337,WH05,2024-04-30,289,24.21,released,purchase_order,,
RCT05857,SKU348,WH01,2024-04-30,270,47.99,released,purchase_order,,
RCT05892,SKU349,WH03,2024-04-30,172,60.98,released,purchase_order,,
RCT06022,SKU356,WH03,2024-04-30,266,11.97,released,purchase_order,,
RCT06091,SKU361,WH02,2024-04-30,229,52.17,released,purchase_order,,
RCT06155,SKU365,WH01,2024-04-30,251,41.14,released,purchase_order,,
RCT06685,SKU397,WH05,2024-04-30,71,19.9,released,purchase_order,,
RCT06693,SKU398,WH02,2024-04-30,119,20.76,released,purchase_order,,
RCT06712,SKU399,WH04,2024-04-30,277,30.23,released,purchase_order,,
RCT07088,SKU144,WH05,2024-04-30,58,11.59,released,customer_return,SHP02754,
RCT07554,SKU166,WH02,2024-04-30,151,10.75,released,customer_return,SHP03170,
RCT07695,SKU311,WH02,2024-04-30,9,66.85,released,customer_return,SHP05937,
RCT00349,SKU023,WH04,2024-05-01,188,52.68,released,purchase_order,,
RCT01610,SKU096,WH02,2024-05-01,241,59.62,released,purchase_order,,
RCT01630,SKU097,WH03,2024-05-01,294,60.86,released,purchase_order,,
RCT01714,SKU101,WH05,2024-05-01,70,57.77,released,purchase_order,,
RCT02237,SKU131,WH05,2024-05-01,214,15.52,released,purchase_order,,
RCT02247,SKU132,WH04,2024-05-01,140,52.71,released,purchase_order,,
RCT02275,SKU134,WH02,2024-05-01,243,18.41,released,purchase_order,,
RCT02664,SKU157,WH02,2024-05-01,236,15.79,released,purchase_order,,
RCT02825,SKU166,WH04,2024-05-01,243,64.19,released,purchase_order,,
RCT02870,SKU169,WH01,2024-05-01,271,41.8,released,purchase_order,,
RCT03157,SKU184,WH02,2024-05-01,237,56.22,released,purchase_order,,
RCT03240,SKU188,WH02,2024-05-01,287,27.67,released,purchase_order,,
RCT03299,SKU191,WH02,2024-05-01,162,21.4,released,purchase_order,,
RCT03376,SKU196,WH01,2024-05-01,99,61.04,released,purchase_order,,
RCT03562,SKU207,WH04,2024-05-01,286,22.75,released,purchase_order,,
RCT03599,SKU210,WH01,2024-05-01,156,78.76,released,purchase_order,,
RCT04183,SKU246,WH05,2024-05-01,238,19.4,released,purchase_order,,
RCT04231,SKU249,WH04,2024-05-01,291,25.17,released,purchase_order,,
RCT04391,SKU259,WH05,2024-05-01,130,30.9,released,purchase_order,,
RCT04401,SKU260,WH04,2024-05-01,126,48.59,released,purchase_order,,
RCT04415,SKU261,WH02,2024-05-01,272,52.71,released,purchase_order,,
RCT05300,SKU314,WH02,2024-05-01,246,41.13,released,purchase_order,,
RCT05695,SKU338,WH01,2024-05-01,174,37.09,released,purchase_order,,
RCT05719,SKU339,WH05,2024-05-01,107,60.33,released,purchase_order,,
RCT05803,SKU344,WH03,2024-05-01,70,40.38,released,purchase_order,,
RCT05885,SKU349,WH01,2024-05-01,153,54.23,released,purchase_order,,
RCT06067,SKU359,WH04,2024-05-01,181,45.41,released,purchase_order,,
RCT06210,SKU368,WH02,2024-05-01,104,15.37,released,purchase_order,,
RCT06617,SKU394,WH04,2024-05-01,174,58.48,released,purchase_order,,
RCT06943,SKU330,WH03,2024-05-01,253,37.91,released,purchase_order,,BATCH0072
RCT06944,SKU003,WH04,2024-05-01,524,19.38,released,purchase_order,,BATCH0072
RCT06945,SKU238,WH04,2024-05-01,634,31.28,released,purchase_order,,BATCH0072
RCT07072,SKU279,WH04,2024-05-01,63,29.28,released,customer_return,SHP05341,
RCT07104,SKU310,WH01,2024-05-01,61,34.65,released,customer_return,SHP05907,
RCT07112,SKU290,WH02,2024-05-01,22,64.8,released,customer_return,SHP05569,
RCT07155,SKU189,WH04,2024-05-01,19,10.85,released,customer_return,SHP03689,
RCT07245,SKU133,WH03,2024-05-01,42,21.71,released,customer_return,SHP02517,
RCT07310,SKU172,WH04,2024-05-01,84,21.81,released,customer_return,SHP03321,
RCT07317,SKU148,WH04,2024-05-01,22,16.75,released,customer_return,SHP02833,
RCT07496,SKU101,WH05,2024-05-01,15,58.65,released,customer_return,SHP01918,
RCT07654,SKU263,WH03,2024-05-01,13,19.06,released,customer_return,SHP04988,
RCT07709,SKU356,WH03,2024-05-01,32,13.02,released,customer_return,SHP06801,
RCT00179,SKU012,WH03,2024-05-02,261,27.02,released,purchase_order,,
RCT00424,SKU028,WH03,2024-05-02,247,40.75,released,purchase_order,,
RCT00688,SKU044,WH04,2024-05-02,65,55.18,released,purchase_order,,
RCT00769,SKU048,WH04,2024-05-02,175,25.88,released,purchase_order,,
RCT00779,SKU049,WH02,2024-05-02,210,39.84,released,purchase_order,,
RCT00780,SKU049,WH02,2024-05-02,267,39.77,released,purchase_order,,
RCT00789,SKU049,WH04,2024-05-02,178,26.31,released,purchase_order,,
RCT01068,SKU065,WH04,2024-05-02,99,25.97,released,purchase_order,,
RCT01190,SKU072,WH05,2024-05-02,269,38.3,released,purchase_order,,
RCT01214,SKU074,WH05,2024-05-02,99,43.56,released,purchase_order,,
RCT01430,SKU087,WH01,2024-05-02,222,9.5,released,purchase_order,,
RCT01440,SKU087,WH02,2024-05-02,273,75.71,released,purchase_order,,
RCT01870,SKU110,WH03,2024-05-02,229,16.24,released,purchase_order,,
RCT01951,SKU114,WH05,2024-05-02,166,68.48,released,purchase_order,,
RCT02194,SKU128,WH04,2024-05-02,62,35.2,released,purchase_order,,
RCT02281,SKU134,WH03,2024-05-02,235,64.86,released,purchase_order,,
RCT02514,SKU147,WH02,2024-05-02,144,59.03,released,purchase_order,,
RCT02725,SKU160,WH03,2024-05-02,99,17.24,released,purchase_order,,
RCT02871,SKU169,WH01,2024-05-02,169,44.37,released,purchase_order,,
RCT03012,SKU176,WH02,2024-05-02,104,30.81,released,purchase_order,,
RCT03580,SKU209,WH01,2024-05-02,284,61.28,released,purchase_order,,
RCT04108,SKU241,WH04,2024-05-02,258,57.18,released,purchase_order,,
RCT04164,SKU244,WH03,2024-05-02,230,44.43,released,purchase_order,,
RCT04489,SKU266,WH03,2024-05-02,282,14.49,released,purchase_order,,
RCT04754,SKU280,WH04,2024-05-02,268,40.07,released,purchase_order,,
RCT04822,SKU283,WH05,2024-05-02,218,58.14,released,purchase_order,,
RCT04823,SKU283,WH05,2024-05-02,228,60.23,released,purchase_order,,
RCT05010,SKU297,WH03,2024-05-02,54,26.95,released,purchase_order,,
RCT05154,SKU306,WH04,2024-05-02,191,56.33,released,purchase_order,,
RCT05345,SKU316,WH05,2024-05-02,50,51.26,released,purchase_order,,
RCT05416,SKU322,WH02,2024-05-02,168,35.01,released,purchase_order,,
RCT05469,SKU326,WH01,2024-05-02,179,62.83,released,purchase_order,,
RCT05645,SKU335,WH03,2024-05-02,291,13.32,released,purchase_order,,
RCT05713,SKU339,WH02,2024-05-02,127,45.82,released,purchase_order,,
RCT05740,SKU340,WH04,2024-05-02,237,39.61,released,purchase_order,,
RCT05804,SKU344,WH03,2024-05-02,61,39.49,released,purchase_order,,
RCT06089,SKU360,WH04,2024-05-02,227,32.22,released,purchase_order,,
RCT06172,SKU365,WH05,2024-05-02,73,36.67,released,purchase_order,,
RCT06316,SKU374,WH01,2024-05-02,96,33.84,released,purchase_order,,
RCT06473,SKU385,WH01,2024-05-02,275,24.65,released,purchase_order,,
RCT06497,SKU387,WH01,2024-05-02,79,66.22,released,purchase_order,,
RCT06512,SKU388,WH02,2024-05-02,285,44.15,released,purchase_order,,
RCT06823,SKU308,WH02,2024-05-02,259,30.39,released,purchase_order,,BATCH0029
RCT06824,SKU094,WH04,2024-05-02,498,50.39,released,purchase_order,,BATCH0029
RCT07081,SKU004,WH03,2024-05-02,36,47.73,released,customer_return,SHP00058,
RCT07139,SKU163,WH03,2024-05-02,11,19.58,released,customer_return,SHP03109,
RCT07534,SKU325,WH05,2024-05-02,27,98.65,released,customer_return,SHP06186,
RCT00008,SKU001,WH05,2024-05-03,111,13.07,released,purchase_order,,
RCT00203,SKU014,WH03,2024-05-03,221,60.24,released,purchase_order,,
RCT00298,SKU020,WH02,2024-05-03,270,57.75,released,purchase_order,,
RCT00368,SKU024,WH03,2024-05-03,249,67.48,released,purchase_order,,
RCT00523,SKU035,WH01,2024-05-03,237,44.54,released,purchase_order,,
RCT00577,SKU038,WH03,2024-05-03,162,42.69,released,purchase_order,,
RCT00588,SKU039,WH01,2024-05-03,215,40.74,released,purchase_order,,
RCT00609,SKU040,WH01,2024-05-03,254,27.03,released,purchase_order,,
RCT01014,SKU062,WH04,2024-05-03,277,34.38,released,purchase_order,,
RCT01499,SKU090,WH01,2024-05-03,296,38.18,released,purchase_order,,
RCT01641,SKU097,WH05,2024-05-03,273,15.23,released,purchase_order,,
RCT01665,SKU098,WH05,2024-05-03,266,46.86,released,purchase_order,,
RCT01944,SKU114,WH04,2024-05-03,150,19.32,released,purchase_order,,
RCT01982,SKU117,WH01,2024-05-03,193,27.84,released,purchase_order,,
RCT02229,SKU131,WH03,2024-05-03,208,10.14,released,purchase_order,,
RCT02309,SKU136,WH03,2024-05-03,82,20.73,released,purchase_order,,
RCT02651,SKU156,WH05,2024-05-03,219,24.78,released,purchase_order,,
RCT02760,SKU163,WH02,2024-05-03,101,36.07,released,purchase_order,,
RCT02995,SKU175,WH04,2024-05-03,109,56.56,released,purchase_order,,
RCT03320,SKU192,WH02,2024-05-03,85,71.0,released,purchase_order,,
RCT03494,SKU203,WH03,2024-05-03,284,57.07,released,purchase_order,,
RCT03677,SKU215,WH03,2024-05-03,194,18.26,released,purchase_order,,
RCT03708,SKU217,WH02,2024-05-03,161,21.49,released,purchase_order,,
RCT03912,SKU227,WH02,2024-05-03,91,45.63,released,purchase_order,,
RCT04017,SKU235,WH05,2024-05-03,51,14.73,released,purchase_order,,
RCT04057,SKU238,WH05,2024-05-03,267,57.15,released,purchase_order,,
RCT04416,SKU261,WH02,2024-05-03,164,51.64,released,purchase_order,,
RCT04422,SKU261,WH04,2024-05-03,150,22.69,released,purchase_order,,
RCT04751,SKU280,WH02,2024-05-03,137,46.69,released,purchase_order,,
RCT04766,SKU281,WH01,2024-05-03,52,58.59,released,purchase_order,,
RCT05243,SKU311,WH03,2024-05-03,252,38.43,released,purchase_order,,
RCT05633,SKU335,WH01,2024-05-03,231,25.92,released,purchase_order,,
RCT05646,SKU335,WH03,2024-05-03,220,13.68,released,purchase_order,,
RCT05720,SKU339,WH05,2024-05-03,252,59.91,released,purchase_order,,
RCT05963,SKU353,WH03,2024-05-03,83,49.95,released,purchase_order,,
RCT06023,SKU356,WH03,2024-05-03,210,13.02,released,purchase_order,,
RCT06092,SKU361,WH02,2024-05-03,118,55.55,released,purchase_order,,
RCT06176,SKU366,WH01,2024-05-03,107,45.55,released,purchase_order,,
RCT06320,SKU374,WH04,2024-05-03,170,34.42,released,purchase_order,,
RCT06680,SKU397,WH04,2024-05-03,147,15.22,released,purchase_order,,
RCT06761,SKU337,WH05,2024-05-03,486,28.62,released,purchase_order,,BATCH0009
RCT06762,SKU109,WH01,2024-05-03,377,27.72,released,purchase_order,,BATCH0009
RCT06763,SKU026,WH02,2024-05-03,505,23.54,released,purchase_order,,BATCH0009
RCT07119,SKU347,WH01,2024-05-03,46,48.4,released,customer_return,SHP06622,
RCT07279,SKU083,WH01,2024-05-03,36,42.04,released,customer_return,SHP01483,
RCT07293,SKU101,WH01,2024-05-03,39,10.13,released,customer_return,SHP01895,
RCT07306,SKU283,WH03,2024-05-03,41,10.85,released,customer_return,SHP05426,
RCT07483,SKU183,WH01,2024-05-03,27,24.91,released,customer_return,SHP03543,
RCT07547,SKU044,WH01,2024-05-03,26,58.38,released,customer_return,SHP00726,
RCT07584,SKU146,WH01,2024-05-03,14,47.98,released,customer_return,SHP02788,
RCT07593,SKU298,WH03,2024-05-03,91,54.17,released,customer_return,SHP05705,
RCT07690,SKU184,WH02,2024-05-03,5,58.72,released,customer_return,SHP03563,
RCT07748,SKU046,WH05,2024-05-03,15,49.27,released,customer_return,SHP00784,
RCT07772,SKU171,WH03,2024-05-03,35,46.77,released,customer_return,SHP03299,
RCT00689,SKU044,WH04,2024-05-04,240,54.87,released,purchase_order,,
RCT00705,SKU045,WH03,2024-05-04,274,61.92,released,purchase_order,,
RCT00770,SKU048,WH04,2024-05-04,154,27.18,released,purchase_order,,
RCT01007,SKU062,WH01,2024-05-04,230,59.24,released,purchase_order,,
RCT01059,SKU065,WH02,2024-05-04,68,59.44,released,purchase_order,,
RCT01145,SKU070,WH04,2024-05-04,259,52.08,released,purchase_order,,
RCT01203,SKU073,WH05,2024-05-04,72,28.45,released,purchase_order,,
RCT01210,SKU074,WH03,2024-05-04,293,65.83,released,purchase_order,,
RCT01576,SKU094,WH01,2024-05-04,274,23.27,released,purchase_order,,
RCT01767,SKU104,WH03,2024-05-04,268,29.45,released,purchase_order,,
RCT02040,SKU120,WH03,2024-05-04,137,24.49,released,purchase_order,,
RCT02084,SKU122,WH04,2024-05-04,220,53.31,released,purchase_order,,
RCT02134,SKU125,WH04,2024-05-04,168,16.48,released,purchase_order,,
RCT02195,SKU128,WH04,2024-05-04,186,38.26,released,purchase_order,,
RCT02286,SKU135,WH01,2024-05-04,269,21.71,released,purchase_order,,
RCT02826,SKU166,WH04,2024-05-04,54,69.23,released,purchase_order,,
RCT03069,SKU178,WH05,2024-05-04,78,40.33,released,purchase_order,,
RCT03121,SKU182,WH03,2024-05-04,272,47.29,released,purchase_order,,
RCT03132,SKU183,WH01,2024-05-04,61,24.91,released,purchase_order,,
RCT03247,SKU188,WH03,2024-05-04,104,10.72,released,purchase_order,,
RCT03539,SKU206,WH01,2024-05-04,272,20.21,released,purchase_order,,
RCT03563,SKU207,WH04,2024-05-04,172,22.62,released,purchase_order,,
RCT03767,SKU220,WH01,2024-05-04,151,32.24,released,purchase_order,,
RCT04281,SKU253,WH01,2024-05-04,230,55.92,released,purchase_order,,
RCT04298,SKU254,WH01,2024-05-04,207,60.44,released,purchase_order,,
RCT04355,SKU257,WH03,2024-05-04,147,21.66,released,purchase_order,,
RCT04378,SKU258,WH05,2024-05-04,107,16.17,released,purchase_order,,
RCT04379,SKU258,WH05,2024-05-04,76,15.99,released,purchase_order,,
RCT04652,SKU275,WH04,2024-05-04,52,18.08,released,purchase_order,,
RCT04745,SKU280,WH01,2024-05-04,67,14.56,released,purchase_order,,
RCT04977,SKU294,WH03,2024-05-04,204,31.26,released,purchase_order,,
RCT05091,SKU302,WH04,2024-05-04,147,41.34,released,purchase_order,,
RCT05141,SKU306,WH02,2024-05-04,123,72.68,released,purchase_order,,
RCT05488,SKU327,WH03,2024-05-04,86,51.49,released,purchase_order,,
RCT05499,SKU327,WH05,2024-05-04,179,21.17,released,purchase_order,,
RCT05765,SKU342,WH04,2024-05-04,224,70.77,released,purchase_order,,
RCT05777,SKU343,WH02,2024-05-04,230,50.17,released,purchase_order,,
RCT05893,SKU349,WH03,2024-05-04,209,61.35,released,purchase_order,,
RCT06010,SKU356,WH01,2024-05-04,274,56.65,released,purchase_order,,
RCT06156,SKU365,WH01,2024-05-04,277,44.68,released,purchase_order,,
RCT06686,SKU397,WH05,2024-05-04,100,20.42,released,purchase_order,,
RCT07055,SKU166,WH02,2024-05-04,18,10.75,released,customer_return,SHP03168,
RCT07080,SKU267,WH03,2024-05-04,5,21.33,released,customer_return,SHP05059,
RCT07097,SKU172,WH02,2024-05-04,62,64.76,released,customer_return,SHP03318,
RCT07252,SKU078,WH02,2024-05-04,52,35.61,released,customer_return,SHP01386,
RCT07321,SKU365,WH03,2024-05-04,39,41.23,released,customer_return,SHP06968,
RCT07338,SKU378,WH05,2024-05-04,17,20.73,released,customer_return,SHP07173,
RCT07387,SKU356,WH02,2024-05-04,110,26.43,released,customer_return,SHP06793,
RCT07508,SKU397,WH04,2024-05-04,7,17.37,released,customer_return,SHP07509,
RCT07682,SKU090,WH05,2024-05-04,15,47.24,released,customer_return,SHP01674,
RCT07708,SKU172,WH04,2024-05-04,144,21.81,released,customer_return,SHP03324,
RCT00185,SKU012,WH05,2024-05-05,143,25.35,released,purchase_order,,
RCT00248,SKU017,WH02,2024-05-05,68,19.95,released,purchase_order,,
RCT00445,SKU029,WH04,2024-05-05,64,55.01,released,purchase_order,,
RCT00477,SKU031,WH04,2024-05-05,216,47.31,released,purchase_order,,
RCT00504,SKU033,WH03,2024-05-05,254,14.38,released,purchase_order,,
RCT00727,SKU046,WH03,2024-05-05,245,53.66,released,purchase_order,,
RCT00793,SKU050,WH01,2024-05-05,137,19.39,released,purchase_order,,
RCT01182,SKU072,WH04,2024-05-05,174,49.33,released,purchase_order,,
RCT01599,SKU095,WH03,2024-05-05,154,24.21,released,purchase_order,,
RCT01611,SKU096,WH02,2024-05-05,157,58.09,released,purchase_order,,
