po_id,warehouse_id,supplier_id,product_category,order_date,promised_delivery_date,amendment_date,ordered_quantity,unit_price_usd,order_value_usd,incoterms,priority,po_status,quantity_uom
PO-00789,EMEA,SUP013,Packaging,2024-03-16,2024-04-06,2024-03-16,691.0,113.33,78311.03,FOB,Critical,Closed,EA
PO-00790,EMEA,SUP033,Assemblies,2024-03-29,2024-04-21,2024-03-29,753.0,90.81,68379.93,EXW,Urgent,Closed,EA
PO-00791,EMEA,SUP007,Electronics,2024-02-29,2024-03-08,2024-02-29,803.0,16.39,13161.17,EXW,Standard,Closed,EA
PO-00792,EMEA,SUP057,Electronics,2024-01-14,2024-01-29,2024-01-14,275.0,76.15,20941.25,CIF,Standard,Closed,EA
PO-00793,EMEA,SUP020,Chemicals,2024-01-09,2024-01-31,2024-01-09,0.278,34000.0,9452.0,EXW,Standard,Closed,MT
PO-00794,EMEA,SUP001,Chemicals,2024-03-20,2024-04-02,2024-03-20,0.513,44070.0,22607.91,EXW,Urgent,Closed,MT
PO-00795,EMEA,SUP044,Assemblies,2024-01-06,2024-01-17,2024-01-06,108.0,24.82,2680.56,EXW,Standard,Closed,EA
PO-00796,EMEA,SUP020,Raw Materials,2024-02-06,2024-02-15,2024-02-06,353.0,51.37,18133.61,DAP,Standard,Closed,EA
PO-00797,EMEA,SUP047,Packaging,2024-03-22,2024-04-04,2024-03-22,177.0,23.35,4132.95,EXW,Standard,Closed,EA
PO-00798,EMEA,SUP029,Chemicals,2024-01-23,2024-02-10,2024-01-23,0.527,16180.0,8526.86,DAP,Standard,Open,MT
PO-00799,EMEA,SUP055,Packaging,2024-03-12,2024-04-07,2024-03-12,462.0,38.14,17620.68,DAP,Standard,Closed,EA
PO-00800,EMEA,SUP060,Assemblies,2024-03-01,2024-03-18,2024-03-01,515.0,128.25,66048.75,DDP,Urgent,Closed,EA
PO-00801,EMEA,SUP015,Electronics,2024-01-27,2024-02-15,2024-01-27,525.0,148.2,77805.0,DAP,Urgent,Closed,EA
PO-00802,EMEA,SUP030,Electronics,2024-01-23,2024-02-10,2024-01-23,297.0,131.94,39186.18,FOB,Standard,Closed,EA
PO-00803,EMEA,SUP058,Assemblies,2024-01-05,2024-01-23,2024-01-05,583.0,30.49,17775.67,FOB,Standard,Closed,EA
PO-00804,EMEA,SUP012,Electronics,2024-01-01,2024-01-06,2024-01-01,708.0,40.92,28971.36,CIF,Standard,Closed,EA
PO-00805,EMEA,SUP040,Raw Materials,2024-02-16,2024-03-11,2024-02-16,192.0,54.41,10446.72,DDP,Standard,Closed,EA
PO-00806,EMEA,SUP056,Electronics,2024-03-23,2024-04-19,2024-03-23,627.0,143.69,90093.63,EXW,Standard,Closed,EA
PO-00807,EMEA,SUP008,Electronics,2024-02-21,2024-02-26,2024-02-21,282.0,74.33,20961.06,EXW,Standard,Closed,EA
PO-00808,EMEA,SUP003,Packaging,2024-01-25,2024-02-03,2024-01-25,360.0,33.38,12016.8,DDP,Standard,Closed,EA
PO-00809,EMEA,SUP035,Raw Materials,2024-01-14,2024-01-20,2024-01-14,454.0,145.21,65925.34,FOB,Standard,Closed,EA
PO-00810,EMEA,SUP003,Assemblies,2024-02-08,2024-02-16,2024-02-08,489.0,27.84,13613.76,EXW,Critical,Closed,EA
PO-00811,EMEA,SUP053,Electronics,2024-03-12,2024-03-19,2024-03-12,834.0,71.74,59831.16,DAP,Standard,Closed,EA
PO-00812,EMEA,SUP030,MRO,2024-03-02,2024-03-28,2024-03-02,213.0,121.11,25796.43,DDP,Urgent,Closed,EA
PO-00813,EMEA,SUP049,Assemblies,2024-03-07,2024-03-21,2024-03-07,172.0,144.21,24804.12,FOB,Standard,Closed,EA
PO-00814,EMEA,SUP009,Packaging,2024-01-12,2024-01-23,2024-01-12,617.0,46.68,28801.56,DDP,Standard,Closed,EA
PO-00815,EMEA,SUP020,Packaging,2024-02-02,2024-02-19,2024-02-02,367.0,41.5,15230.5,FOB,Urgent,Closed,EA
PO-00816,EMEA,SUP046,Chemicals,2024-02-11,2024-02-22,2024-02-11,0.37,70880.0,26225.6,DDP,Standard,Closed,MT
PO-00817,EMEA,SUP055,MRO,2024-02-17,2024-03-08,2024-02-17,847.0,108.87,92212.89,FOB,Critical,Closed,EA
PO-00818,EMEA,SUP046,Assemblies,2024-03-31,2024-04-18,2024-03-31,207.0,30.04,6218.28,DDP,Standard,Closed,EA
PO-00819,EMEA,SUP020,Raw Materials,2024-02-21,2024-03-05,2024-02-21,537.0,32.25,17318.25,FOB,Standard,Closed,EA
PO-00820,EMEA,SUP006,Electronics,2024-01-17,2024-02-03,2024-01-17,950.0,113.68,107996.0,DDP,Standard,Closed,EA
PO-00821,EMEA,SUP060,Electronics,2024-02-04,2024-03-01,2024-02-04,736.0,20.31,14948.16,DDP,Standard,Closed,EA
PO-00822,EMEA,SUP018,Packaging,2024-02-02,2024-02-22,2024-02-02,843.0,28.03,23629.29,FOB,Urgent,Closed,EA
PO-00823,EMEA,SUP030,Packaging,2024-01-16,2024-01-21,2024-01-16,735.0,127.92,94021.2,EXW,Standard,Closed,EA
PO-00824,EMEA,SUP018,Packaging,2024-02-09,2024-02-19,2024-02-09,768.0,128.15,98419.2,CIF,Standard,Closed,EA
PO-00825,EMEA,SUP025,MRO,2024-03-07,2024-03-13,2024-03-07,317.0,8.72,2764.24,DDP,Standard,Closed,EA
PO-00826,EMEA,SUP021,Chemicals,2024-02-12,2024-02-29,2024-02-12,0.846,144250.0,122035.5,CIF,Standard,Closed,MT
PO-00827,EMEA,SUP050,Raw Materials,2024-02-02,2024-02-07,2024-02-02,262.0,12.72,3332.64,DAP,Standard,Closed,EA
PO-00828,EMEA,SUP053,Chemicals,2024-03-02,2024-03-16,2024-03-02,0.67,47010.0,31496.7,DAP,Urgent,Closed,MT
PO-00829,EMEA,SUP012,Packaging,2024-03-10,2024-03-23,2024-03-10,825.0,114.77,94685.25,CIF,Standard,Closed,EA
PO-00830,EMEA,SUP016,Chemicals,2024-01-02,2024-01-08,2024-01-02,0.101,8540.0,862.54,FOB,Urgent,Closed,MT
PO-00831,EMEA,SUP034,MRO,2024-03-11,2024-04-04,2024-03-11,643.0,95.49,61400.07,FOB,Standard,Closed,EA
PO-00832,EMEA,SUP005,MRO,2024-03-11,2024-03-27,2024-03-11,957.0,131.24,125596.68,CIF,Urgent,Closed,EA
PO-00833,EMEA,SUP047,MRO,2024-03-03,2024-03-08,2024-03-03,76.0,29.69,2256.44,DDP,Standard,Closed,EA
PO-00834,EMEA,SUP017,Chemicals,2024-02-12,2024-03-10,2024-02-12,0.557,62110.0,34595.27,EXW,Standard,Closed,MT
PO-00835,EMEA,SUP049,Packaging,2024-03-13,2024-04-01,2024-03-13,892.0,48.75,43485.0,EXW,Standard,Closed,EA
PO-00836,EMEA,SUP050,Assemblies,2024-02-24,2024-03-07,2024-02-24,308.0,149.64,46089.12,EXW,Standard,Closed,EA
PO-00837,EMEA,SUP030,MRO,2024-03-03,2024-03-16,2024-03-03,987.0,67.44,66563.28,CIF,Standard,Closed,EA
PO-00838,EMEA,SUP059,Electronics,2024-02-28,2024-03-05,2024-02-28,868.0,7.27,6310.36,DAP,Urgent,Closed,EA
PO-00839,EMEA,SUP055,Electronics,2024-01-21,2024-02-11,2024-01-21,783.0,92.33,72294.39,EXW,Standard,Closed,EA
PO-00840,EMEA,SUP004,Electronics,2024-03-13,2024-04-03,2024-03-13,150.0,40.07,6010.5,EXW,Standard,Closed,EA
PO-00841,EMEA,SUP055,MRO,2024-02-28,2024-03-22,2024-02-28,850.0,12.19,10361.5,EXW,Urgent,Closed,EA
PO-00842,EMEA,SUP048,MRO,2024-03-12,2024-04-02,2024-03-12,610.0,55.35,33763.5,CIF,Standard,Closed,EA
PO-00843,EMEA,SUP027,Assemblies,2024-01-04,2024-01-28,2024-01-04,598.0,21.17,12659.66,DDP,Standard,Closed,EA
PO-00844,EMEA,SUP017,Packaging,2024-01-28,2024-02-24,2024-01-28,734.0,90.98,66779.32,DAP,Standard,Closed,EA
PO-00845,EMEA,SUP025,Chemicals,2024-02-09,2024-02-18,2024-02-09,0.195,67640.0,13189.8,EXW,Urgent,Closed,MT
PO-00846,EMEA,SUP014,Chemicals,2024-03-09,2024-03-27,2024-03-09,0.841,149030.0,125334.23,CIF,Critical,Closed,MT
PO-00847,EMEA,SUP042,Raw Materials,2024-03-16,2024-03-22,2024-03-16,367.0,36.76,13490.92,DDP,Standard,Closed,EA
PO-00848,EMEA,SUP060,Assemblies,2024-03-28,2024-04-19,2024-03-28,366.0,60.5,22143.0,DAP,Critical,Closed,EA
PO-00849,EMEA,SUP060,Chemicals,2024-02-22,2024-03-02,2024-02-22,0.157,35330.0,5546.81,EXW,Standard,Closed,MT
PO-00850,EMEA,SUP038,Assemblies,2024-03-11,2024-03-31,2024-03-11,446.0,44.7,19936.2,CIF,Standard,Closed,EA
PO-00851,EMEA,SUP010,Assemblies,2024-03-10,2024-03-17,2024-03-10,857.0,23.5,20139.5,CIF,Critical,Closed,EA
PO-00852,EMEA,SUP021,Chemicals,2024-03-12,2024-03-19,2024-03-12,0.657,62000.0,40734.0,FOB,Standard,Closed,MT
PO-00853,EMEA,SUP013,Raw Materials,2024-01-26,2024-02-12,2024-01-26,269.0,117.75,31674.75,DAP,Standard,Closed,EA
PO-00854,EMEA,SUP054,Assemblies,2024-01-30,2024-02-07,2024-01-30,322.0,39.68,12776.96,DDP,Standard,Closed,EA
PO-00855,EMEA,SUP002,MRO,2024-03-26,2024-04-15,2024-03-26,831.0,48.68,40453.08,CIF,Critical,Closed,EA
PO-00856,EMEA,SUP036,Packaging,2024-02-03,2024-02-23,2024-02-03,694.0,79.53,55193.82,CIF,Standard,Closed,EA
PO-00857,EMEA,SUP010,Packaging,2024-03-07,2024-03-23,2024-03-07,785.0,107.93,84725.05,DAP,Critical,Closed,EA
PO-00858,EMEA,SUP006,Raw Materials,2024-02-15,2024-02-21,2024-02-15,435.0,93.28,40576.8,EXW,Standard,Closed,EA
PO-00859,EMEA,SUP021,Electronics,2024-02-06,2024-02-19,2024-02-06,372.0,125.93,46845.96,EXW,Standard,Closed,EA
PO-00860,EMEA,SUP047,Assemblies,2024-01-20,2024-02-06,2024-01-20,252.0,91.92,23163.84,CIF,Standard,Closed,EA
PO-00861,EMEA,SUP054,Raw Materials,2024-02-05,2024-03-03,2024-02-05,784.0,65.5,51352.0,CIF,Standard,Closed,EA
PO-00862,EMEA,SUP049,Packaging,2024-03-10,2024-03-30,2024-03-10,717.0,133.9,96006.3,EXW,Standard,Closed,EA
PO-00863,EMEA,SUP008,MRO,2024-01-16,2024-02-04,2024-01-16,501.0,117.62,58927.62,FOB,Standard,Closed,EA
PO-00864,EMEA,SUP016,Assemblies,2024-01-16,2024-02-11,2024-01-16,532.0,57.83,30765.56,EXW,Standard,Closed,EA
PO-00865,EMEA,SUP008,Assemblies,2024-03-19,2024-04-15,2024-03-19,852.0,127.04,108238.08,FOB,Standard,Closed,EA
PO-00866,EMEA,SUP041,Packaging,2024-02-07,2024-02-27,2024-02-07,242.0,113.21,27396.82,FOB,Standard,Closed,EA
PO-00867,EMEA,SUP060,MRO,2024-02-17,2024-03-12,2024-02-17,746.0,81.95,61134.7,DAP,Urgent,Closed,EA
PO-00868,EMEA,SUP048,Raw Materials,2024-02-27,2024-03-20,2024-02-27,246.0,77.97,19180.62,FOB,Standard,Closed,EA
PO-00869,EMEA,SUP022,Raw Materials,2024-02-24,2024-03-01,2024-02-24,489.0,99.49,48650.61,DDP,Standard,Closed,EA
PO-00870,EMEA,SUP044,Chemicals,2024-02-26,2024-03-10,2024-02-26,0.851,131110.0,111574.61,CIF,Urgent,Closed,MT
PO-00871,EMEA,SUP003,Electronics,2024-02-18,2024-03-16,2024-02-18,140.0,84.44,11821.6,EXW,Standard,Closed,EA
PO-00872,EMEA,SUP041,MRO,2024-03-09,2024-03-15,2024-03-09,481.0,105.41,50702.21,DDP,Standard,Closed,EA
PO-00873,EMEA,SUP018,Packaging,2024-03-15,2024-03-28,2024-03-15,967.0,22.13,21399.71,DAP,Critical,Closed,EA
PO-00874,EMEA,SUP053,Raw Materials,2024-01-11,2024-02-03,2024-01-11,393.0,108.43,42612.99,EXW,Standard,Open,EA
PO-00875,EMEA,SUP051,Assemblies,2024-02-06,2024-02-17,2024-02-06,442.0,135.91,60072.22,CIF,Standard,Closed,EA
PO-00876,EMEA,SUP001,Chemicals,2024-02-26,2024-03-19,2024-02-26,0.867,21590.0,18718.53,DDP,Standard,Closed,MT
PO-00877,EMEA,SUP023,Packaging,2024-03-10,2024-03-30,2024-03-10,962.0,55.25,53150.5,CIF,Standard,Closed,EA
PO-00878,EMEA,SUP029,Raw Materials,2024-03-24,2024-04-08,2024-03-24,115.0,26.5,3047.5,DAP,Standard,Closed,EA
PO-00879,EMEA,SUP041,Chemicals,2024-01-01,2024-01-23,2024-01-01,0.061,37300.0,2275.3,CIF,Standard,Closed,MT
PO-00880,EMEA,SUP030,Assemblies,2024-03-20,2024-04-08,2024-03-20,265.0,8.7,2305.5,FOB,Standard,Closed,EA
PO-00881,EMEA,SUP046,Assemblies,2024-01-03,2024-01-29,2024-01-03,92.0,81.86,7531.12,EXW,Standard,Closed,EA
PO-00882,EMEA,SUP002,Raw Materials,2024-02-01,2024-02-06,2024-02-01,650.0,51.75,33637.5,DDP,Standard,Closed,EA
PO-00883,EMEA,SUP058,Raw Materials,2024-03-31,2024-04-19,2024-03-31,670.0,30.51,20441.7,DDP,Urgent,Closed,EA
PO-00884,EMEA,SUP041,MRO,2024-01-11,2024-01-23,2024-01-11,208.0,47.04,9784.32,DDP,Standard,Closed,EA
PO-00885,EMEA,SUP034,Chemicals,2024-03-24,2024-04-15,2024-03-24,0.691,102660.0,70938.06,DDP,Standard,Closed,MT
PO-00886,EMEA,SUP033,Assemblies,2024-03-12,2024-04-05,2024-03-12,967.0,72.64,70242.88,DAP,Critical,Closed,EA
PO-00887,EMEA,SUP017,Assemblies,2024-03-26,2024-04-16,2024-03-26,662.0,39.4,26082.8,FOB,Standard,Closed,EA
PO-00888,EMEA,SUP015,Raw Materials,2024-01-05,2024-01-17,2024-01-05,796.0,99.95,79560.2,DDP,Standard,Closed,EA
PO-00889,EMEA,SUP056,Raw Materials,2024-03-01,2024-03-10,2024-03-01,284.0,18.03,5120.52,FOB,Standard,Closed,EA
PO-00890,EMEA,SUP029,Assemblies,2024-01-09,2024-01-24,2024-01-09,303.0,129.86,39347.58,EXW,Critical,Closed,EA
PO-00891,EMEA,SUP037,Assemblies,2024-03-11,2024-03-16,2024-03-11,918.0,129.33,118724.94,DDP,Standard,Closed,EA
PO-00892,EMEA,SUP050,Packaging,2024-02-17,2024-03-04,2024-02-17,781.0,79.41,62019.21,FOB,Standard,Closed,EA
PO-00893,EMEA,SUP013,Packaging,2024-01-30,2024-02-09,2024-01-30,399.0,134.4,53625.6,CIF,Standard,Closed,EA
PO-00894,EMEA,SUP023,MRO,2024-02-06,2024-02-23,2024-02-06,636.0,82.16,52253.76,DAP,Critical,Closed,EA
PO-00895,EMEA,SUP045,Chemicals,2024-03-22,2024-04-14,2024-03-22,0.398,89070.0,35449.86,CIF,Urgent,Closed,MT
PO-00896,EMEA,SUP057,Electronics,2024-03-19,2024-03-28,2024-03-19,86.0,93.3,8023.8,DDP,Standard,Closed,EA
PO-00897,EMEA,SUP054,Packaging,2024-02-16,2024-02-29,2024-02-16,803.0,10.64,8543.92,FOB,Standard,Closed,EA
PO-00898,EMEA,SUP027,Chemicals,2024-03-14,2024-04-07,2024-03-14,0.613,142660.0,87450.58,CIF,Standard,Open,MT
PO-00899,EMEA,SUP013,Packaging,2024-03-14,2024-03-21,2024-03-14,806.0,6.68,5384.08,EXW,Standard,Closed,EA
PO-00900,EMEA,SUP059,MRO,2024-02-19,2024-03-13,2024-02-19,81.0,28.75,2328.75,CIF,Standard,Closed,EA
PO-00901,EMEA,SUP031,MRO,2024-03-15,2024-04-10,2024-03-15,146.0,66.38,9691.48,EXW,Standard,Closed,EA
PO-00902,EMEA,SUP014,Raw Materials,2024-02-11,2024-03-03,2024-02-11,637.0,122.86,78261.82,EXW,Standard,Closed,EA
PO-00903,EMEA,SUP021,MRO,2024-01-16,2024-02-09,2024-01-16,924.0,44.0,40656.0,DAP,Urgent,Closed,EA
PO-00904,EMEA,SUP051,Electronics,2024-02-27,2024-03-18,2024-02-27,985.0,69.03,67994.55,DDP,Standard,Closed,EA
PO-00905,EMEA,SUP054,Chemicals,2024-03-27,2024-04-18,2024-03-27,0.231,55610.0,12845.91,CIF,Urgent,Closed,MT
PO-00906,EMEA,SUP025,Electronics,2024-01-08,2024-02-01,2024-01-08,799.0,91.42,73044.58,FOB,Standard,Closed,EA
PO-00907,EMEA,SUP011,MRO,2024-02-04,2024-02-23,2024-02-04,901.0,149.86,135023.86,CIF,Urgent,Closed,EA
PO-00908,EMEA,SUP023,Packaging,2024-02-28,2024-03-14,2024-02-28,278.0,40.66,11303.48,FOB,Standard,Closed,EA
PO-00909,EMEA,SUP036,Chemicals,2024-03-13,2024-03-27,2024-03-13,0.547,68540.0,37491.38,DAP,Standard,Closed,MT
PO-00910,EMEA,SUP016,Electronics,2024-02-10,2024-03-08,2024-02-10,853.0,100.71,85905.63,DDP,Standard,Closed,EA
PO-00911,EMEA,SUP003,Raw Materials,2024-02-09,2024-02-18,2024-02-09,515.0,30.81,15867.15,DDP,Standard,Closed,EA
PO-00912,EMEA,SUP057,Assemblies,2024-02-07,2024-02-14,2024-02-07,735.0,47.9,35206.5,EXW,Standard,Closed,EA
PO-00913,EMEA,SUP039,Raw Materials,2024-03-06,2024-03-16,2024-03-06,944.0,51.59,48700.96,FOB,Standard,Closed,EA
PO-00914,EMEA,SUP048,Chemicals,2024-03-30,2024-04-14,2024-03-30,0.287,133480.0,38308.76,EXW,Standard,Closed,MT
PO-00915,EMEA,SUP026,Packaging,2024-01-05,2024-01-14,2024-01-05,219.0,48.6,10643.4,FOB,Standard,Closed,EA
PO-00916,EMEA,SUP049,Electronics,2024-03-24,2024-04-13,2024-03-24,925.0,42.24,39072.0,DAP,Standard,Closed,EA
PO-00917,EMEA,SUP034,MRO,2024-02-04,2024-02-27,2024-02-04,106.0,63.7,6752.2,DAP,Standard,Closed,EA
PO-00918,EMEA,SUP054,MRO,2024-02-25,2024-03-09,2024-02-25,121.0,148.69,17991.49,FOB,Standard,Closed,EA
PO-00919,EMEA,SUP005,Chemicals,2024-02-06,2024-03-02,2024-02-06,0.776,71310.0,55336.56,DAP,Standard,Closed,MT
PO-00920,EMEA,SUP031,Packaging,2024-02-21,2024-02-27,2024-02-21,421.0,12.83,5401.43,DAP,Critical,Closed,EA
PO-00921,EMEA,SUP060,Electronics,2024-03-25,2024-04-04,2024-03-25,313.0,70.18,21966.34,CIF,Standard,Closed,EA
PO-00922,EMEA,SUP045,Electronics,2024-02-18,2024-03-08,2024-02-18,909.0,74.14,67393.26,CIF,Standard,Closed,EA
PO-00923,EMEA,SUP026,MRO,2024-02-07,2024-02-26,2024-02-07,782.0,27.25,21309.5,CIF,Urgent,Closed,EA
PO-00924,EMEA,SUP043,MRO,2024-01-27,2024-02-13,2024-01-27,737.0,88.79,65438.23,FOB,Urgent,Closed,EA
PO-00925,EMEA,SUP038,MRO,2024-01-29,2024-02-04,2024-01-29,165.0,106.79,17620.35,DDP,Standard,Closed,EA
PO-00926,EMEA,SUP023,Packaging,2024-02-22,2024-03-14,2024-02-22,529.0,25.33,13399.57,FOB,Standard,Closed,EA
PO-00927,EMEA,SUP013,Assemblies,2024-03-10,2024-03-27,2024-03-10,390.0,136.76,53336.4,CIF,Standard,Closed,EA
PO-00928,EMEA,SUP014,Raw Materials,2024-01-05,2024-01-26,2024-01-05,715.0,120.17,85921.55,CIF,Standard,Closed,EA
PO-00929,EMEA,SUP003,Assemblies,2024-03-01,2024-03-28,2024-03-01,131.0,99.11,12983.41,DDP,Standard,Closed,EA
PO-00930,EMEA,SUP002,Electronics,2024-03-16,2024-03-21,2024-03-16,579.0,149.27,86427.33,EXW,Critical,Closed,EA
PO-00931,EMEA,SUP030,Packaging,2024-02-16,2024-03-01,2024-02-16,907.0,132.12,119832.84,CIF,Standard,Closed,EA
PO-00932,EMEA,SUP009,Raw Materials,2024-01-16,2024-02-07,2024-01-16,647.0,27.12,17546.64,FOB,Standard,Closed,EA
PO-00933,EMEA,SUP037,MRO,2024-03-13,2024-03-23,2024-03-13,328.0,61.85,20286.8,EXW,Standard,Closed,EA
PO-00934,EMEA,SUP009,Chemicals,2024-02-29,2024-03-07,2024-02-29,0.873,93330.0,81477.09,FOB,Standard,Closed,MT
PO-00935,EMEA,SUP012,Raw Materials,2024-02-06,2024-02-24,2024-02-06,629.0,98.56,61994.24,DDP,Standard,Closed,EA
PO-00936,EMEA,SUP048,Chemicals,2024-01-01,2024-01-06,2024-01-01,0.482,67270.0,32424.14,DDP,Standard,Closed,MT
PO-00937,EMEA,SUP007,Chemicals,2024-03-30,2024-04-11,2024-03-30,0.413,109300.0,45140.9,FOB,Standard,Closed,MT
PO-00938,EMEA,SUP018,MRO,2024-02-18,2024-03-10,2024-02-18,239.0,142.37,34026.43,DAP,Urgent,Closed,EA
PO-00939,EMEA,SUP053,Raw Materials,2024-01-14,2024-02-03,2024-01-14,129.0,131.34,16942.86,EXW,Standard,Closed,EA
PO-00940,EMEA,SUP013,Chemicals,2024-01-08,2024-01-31,2024-01-08,0.877,80360.0,70475.72,EXW,Urgent,Closed,MT
PO-00941,EMEA,SUP026,Assemblies,2024-03-03,2024-03-25,2024-03-03,415.0,98.08,40703.2,DAP,Standard,Closed,EA
PO-00942,EMEA,SUP007,Assemblies,2024-02-22,2024-02-28,2024-02-22,438.0,116.98,51237.24,FOB,Standard,Closed,EA
PO-00943,EMEA,SUP010,Electronics,2024-02-10,2024-03-06,2024-02-10,829.0,81.04,67182.16,DDP,Standard,Closed,EA
PO-00944,EMEA,SUP032,Raw Materials,2024-01-04,2024-01-25,2024-01-04,164.0,147.2,24140.8,FOB,Standard,Closed,EA
PO-00945,EMEA,SUP014,Raw Materials,2024-03-13,2024-04-03,2024-03-13,116.0,16.76,1944.16,EXW,Critical,Closed,EA
PO-00946,EMEA,SUP011,Raw Materials,2024-01-30,2024-02-18,2024-01-30,543.0,127.11,69020.73,CIF,Standard,Open,EA
PO-00947,EMEA,SUP025,Chemicals,2024-03-24,2024-04-05,2024-03-24,0.467,133880.0,62521.96,CIF,Standard,Closed,MT
PO-00948,EMEA,SUP040,Electronics,2024-01-10,2024-02-02,2024-01-10,934.0,96.51,90140.34,DDP,Standard,Closed,EA
PO-00949,EMEA,SUP009,MRO,2024-02-14,2024-02-23,2024-02-14,190.0,21.8,4142.0,DDP,Standard,Closed,EA
PO-00950,EMEA,SUP025,Electronics,2024-03-08,2024-03-21,2024-03-08,286.0,26.15,7478.9,FOB,Standard,Closed,EA
PO-00951,EMEA,SUP034,MRO,2024-02-27,2024-03-20,2024-02-27,860.0,113.96,98005.6,DDP,Critical,Closed,EA
PO-00952,EMEA,SUP003,MRO,2024-01-15,2024-02-03,2024-01-15,441.0,52.47,23139.27,CIF,Standard,Closed,EA
PO-00953,EMEA,SUP004,MRO,2024-02-11,2024-02-17,2024-02-11,691.0,130.35,90071.85,EXW,Standard,Closed,EA
PO-00954,EMEA,SUP019,MRO,2024-02-15,2024-02-27,2024-02-15,987.0,105.23,103862.01,DDP,Standard,Closed,EA
PO-00955,EMEA,SUP037,MRO,2024-01-06,2024-01-27,2024-01-06,113.0,37.28,4212.64,FOB,Standard,Closed,EA
PO-00956,EMEA,SUP009,Electronics,2024-02-28,2024-03-18,2024-02-28,525.0,139.27,73116.75,FOB,Standard,Closed,EA
PO-00957,EMEA,SUP022,Assemblies,2024-03-13,2024-04-07,2024-03-13,699.0,40.67,28428.33,DAP,Urgent,Closed,EA
PO-00958,EMEA,SUP006,Packaging,2024-02-20,2024-03-01,2024-02-20,537.0,124.27,66732.99,DAP,Standard,Closed,EA
PO-00959,EMEA,SUP029,Electronics,2024-02-18,2024-03-10,2024-02-18,552.0,65.56,36189.12,FOB,Standard,Closed,EA
PO-00960,EMEA,SUP014,Chemicals,2024-03-27,2024-04-01,2024-03-27,0.099,136170.0,13480.83,DDP,Standard,Closed,MT
PO-00961,EMEA,SUP042,Electronics,2024-03-03,2024-03-25,2024-03-03,447.0,72.98,32622.06,EXW,Standard,Closed,EA
PO-00962,EMEA,SUP011,Packaging,2024-03-20,2024-03-27,2024-03-20,532.0,29.64,15768.48,FOB,Standard,Closed,EA
PO-00963,EMEA,SUP056,MRO,2024-02-15,2024-02-24,2024-02-15,314.0,25.02,7856.28,DDP,Standard,Closed,EA
PO-00964,EMEA,SUP027,Chemicals,2024-03-03,2024-03-23,2024-03-03,0.555,100210.0,55616.55,FOB,Critical,Open,MT
PO-00965,EMEA,SUP037,Packaging,2024-02-21,2024-03-03,2024-02-21,647.0,34.28,22179.16,EXW,Urgent,Closed,EA
PO-00966,EMEA,SUP023,Electronics,2024-03-02,2024-03-14,2024-03-02,709.0,108.88,77195.92,CIF,Standard,Closed,EA
PO-00967,EMEA,SUP030,MRO,2024-02-07,2024-02-29,2024-02-07,1000.0,10.83,10830.0,CIF,Standard,Closed,EA
PO-00968,EMEA,SUP060,Chemicals,2024-02-26,2024-03-12,2024-02-26,0.885,70060.0,62003.1,DDP,Standard,Closed,MT
PO-00969,EMEA,SUP056,MRO,2024-01-02,2024-01-26,2024-01-02,673.0,55.88,37607.24,DAP,Standard,Closed,EA
PO-00970,EMEA,SUP034,Packaging,2024-01-01,2024-01-17,2024-01-01,691.0,58.23,40236.93,DAP,Standard,Closed,EA
PO-00971,EMEA,SUP031,Raw Materials,2024-02-26,2024-03-21,2024-02-26,490.0,65.09,31894.1,FOB,Standard,Closed,EA
PO-00972,EMEA,SUP012,Electronics,2024-03-31,2024-04-09,2024-03-31,609.0,25.86,15748.74,CIF,Standard,Closed,EA
PO-00973,EMEA,SUP022,Raw Materials,2024-01-27,2024-02-15,2024-01-27,706.0,48.69,34375.14,FOB,Standard,Closed,EA
PO-00974,EMEA,SUP043,Assemblies,2024-03-20,2024-04-05,2024-03-20,740.0,94.95,70263.0,EXW,Critical,Closed,EA
PO-00975,EMEA,SUP035,Assemblies,2024-02-26,2024-03-22,2024-02-26,810.0,65.86,53346.6,FOB,Standard,Closed,EA
PO-00976,EMEA,SUP044,Packaging,2024-03-31,2024-04-10,2024-03-31,881.0,77.98,68700.38,EXW,Standard,Closed,EA
PO-00977,EMEA,SUP029,Assemblies,2024-02-29,2024-03-14,2024-02-29,942.0,39.55,37256.1,DAP,Critical,Closed,EA
PO-00978,EMEA,SUP001,Electronics,2024-01-28,2024-02-14,2024-01-28,213.0,95.15,20266.95,DAP,Urgent,Closed,EA
PO-00979,EMEA,SUP013,Packaging,2024-03-12,2024-03-21,2024-03-12,565.0,39.05,22063.25,DAP,Standard,Closed,EA
PO-00980,EMEA,SUP039,Packaging,2024-02-10,2024-02-15,2024-02-10,223.0,32.52,7251.96,FOB,Urgent,Closed,EA
PO-00981,EMEA,SUP004,Raw Materials,2024-02-19,2024-02-29,2024-02-19,794.0,66.21,52570.74,DDP,Standard,Closed,EA
PO-00982,EMEA,SUP022,Chemicals,2024-02-15,2024-02-28,2024-02-15,0.228,89920.0,20501.76,DDP,Urgent,Closed,MT
PO-00983,EMEA,SUP019,MRO,2024-02-02,2024-02-18,2024-02-02,776.0,12.9,10010.4,FOB,Standard,Closed,EA
PO-00984,EMEA,SUP054,Electronics,2024-02-19,2024-03-03,2024-02-19,139.0,90.84,12626.76,DDP,Urgent,Closed,EA
