inspection_id,delivery_id,po_id,warehouse_id,inspector_id,inspection_date,defect_count,sample_size,inspection_result,defect_category,corrective_action_required
QI000615,DLV001035,PO-00035,EMEA,INS002,2024-04-07,2,47,Pass,None,False
QI000616,DLV001036,PO-00036,EMEA,INS006,2024-01-28,7,47,Fail,Cosmetic,True
QI000617,DLV001038,PO-00038,EMEA,INS002,2024-02-29,1,19,Pass,Functional,False
QI000618,DLV001041,PO-00041,EMEA,INS020,2024-04-10,3,26,Fail,None,False
QI000619,DLV001042,PO-00042,EMEA,INS016,2024-03-25,4,15,Fail,None,False
QI000620,DLV001043,PO-00043,EMEA,INS010,2024-02-23,5,21,Fail,None,True
QI000621,DLV001044,PO-00044,EMEA,INS010,2024-02-13,0,44,Pass,Functional,False
QI000622,DLV001045,PO-00045,EMEA,INS019,2024-03-12,4,47,Fail,None,False
QI000623,DLV001046,PO-00046,EMEA,INS013,2024-02-28,3,13,Fail,None,False
QI000624,DLV001048,PO-00048,EMEA,INS002,2024-02-24,0,11,Pass,Cosmetic,False
QI000625,DLV001051,PO-00051,EMEA,INS002,2024-03-06,1,37,Pass,Functional,False
QI000626,DLV001053,PO-00053,EMEA,INS015,2024-03-17,6,40,Fail,None,True
QI000627,DLV001056,PO-00056,EMEA,INS002,2024-02-20,6,49,Fail,None,True
QI000628,DLV001057,PO-00057,EMEA,INS004,2024-04-22,5,49,Fail,Cosmetic,True
QI000629,DLV001058,PO-00058,EMEA,INS012,2024-03-24,7,34,Fail,Cosmetic,True
QI000630,DLV001059,PO-00059,EMEA,INS012,2024-03-11,5,14,Fail,None,True
QI000631,DLV001060,PO-00060,EMEA,INS007,2024-02-11,5,17,Fail,None,True
QI000632,DLV001062,PO-00062,EMEA,INS003,2024-03-08,5,45,Fail,Functional,True
QI000633,DLV001063,PO-00063,EMEA,INS019,2024-03-29,4,42,Fail,None,False
QI000634,DLV001064,PO-00064,EMEA,INS012,2024-01-30,1,15,Pass,None,False
QI000635,DLV001066,PO-00066,EMEA,INS010,2024-04-14,2,13,Pass,Cosmetic,False
QI000636,DLV001067,PO-00067,EMEA,INS017,2024-04-09,0,48,Pass,None,False
QI000637,DLV001069,PO-00069,EMEA,INS017,2024-01-29,2,42,Pass,Functional,False
QI000638,DLV001070,PO-00070,EMEA,INS003,2024-02-15,0,46,Pass,None,False
QI000639,DLV001071,PO-00071,EMEA,INS019,2024-02-14,7,26,Fail,None,True
QI000640,DLV001076,PO-00076,EMEA,INS013,2024-02-05,6,29,Fail,Functional,True
QI000641,DLV001081,PO-00081,EMEA,INS005,2024-03-28,0,15,Pass,Functional,False
QI000642,DLV001082,PO-00082,EMEA,INS002,2024-02-28,3,23,Fail,None,False
QI000643,DLV001084,PO-00084,EMEA,INS002,2024-03-27,6,17,Fail,None,True
QI000644,DLV001085,PO-00085,EMEA,INS004,2024-03-16,4,18,Fail,None,False
QI000645,DLV001088,PO-00088,EMEA,INS008,2024-04-29,7,42,Fail,Cosmetic,True
QI000646,DLV001089,PO-00089,EMEA,INS006,2024-03-10,3,25,Fail,None,False
QI000647,DLV001090,PO-00090,EMEA,INS014,2024-02-14,3,10,Fail,Cosmetic,False
QI000648,DLV001091,PO-00091,EMEA,INS006,2024-02-06,2,45,Pass,None,False
QI000649,DLV001092,PO-00092,EMEA,INS016,2024-03-28,3,31,Fail,Cosmetic,False
QI000650,DLV001093,PO-00093,EMEA,INS009,2024-01-29,5,41,Fail,Cosmetic,True
QI000651,DLV001095,PO-00095,EMEA,INS007,2024-03-26,1,37,Pass,None,False
QI000652,DLV001096,PO-00096,EMEA,INS010,2024-01-29,0,15,Pass,None,False
QI000653,DLV001098,PO-00098,EMEA,INS016,2024-03-17,0,30,Pass,Cosmetic,False
QI000654,DLV001100,PO-00100,EMEA,INS013,2024-02-14,1,18,Pass,None,False
QI000655,DLV001101,PO-00101,EMEA,INS006,2024-03-20,2,12,Pass,None,False
QI000656,DLV001102,PO-00102,EMEA,INS019,2024-02-03,5,50,Fail,Critical,True
QI000657,DLV001103,PO-00103,EMEA,INS016,2024-02-25,4,41,Fail,Cosmetic,False
QI000658,DLV001104,PO-00104,EMEA,INS003,2024-02-28,2,44,Pass,None,False
QI000659,DLV001109,PO-00109,EMEA,INS001,2024-03-28,5,13,Fail,None,True
QI000660,DLV001112,PO-00112,EMEA,INS019,2024-01-31,0,15,Pass,Cosmetic,False
QI000661,DLV001114,PO-00114,EMEA,INS002,2024-04-17,3,10,Fail,Cosmetic,False
QI000662,DLV001120,PO-00120,EMEA,INS012,2024-04-04,1,14,Pass,None,False
QI000663,DLV001121,PO-00121,EMEA,INS012,2024-04-28,6,21,Fail,None,True
QI000664,DLV001123,PO-00123,EMEA,INS006,2024-01-10,5,11,Fail,None,True
QI000665,DLV001124,PO-00124,EMEA,INS001,2024-01-31,2,49,Pass,Cosmetic,False
QI000666,DLV001125,PO-00125,EMEA,INS001,2024-02-20,5,44,Fail,None,True
QI000667,DLV001126,PO-00126,EMEA,INS005,2024-02-14,5,46,Fail,None,True
QI000668,DLV001127,PO-00127,EMEA,INS019,2024-03-15,1,31,Pass,None,False
QI000669,DLV001130,PO-00130,EMEA,INS013,2024-04-03,0,16,Pass,Functional,False
QI000670,DLV001132,PO-00132,EMEA,INS006,2024-02-05,5,49,Fail,None,True
QI000671,DLV001133,PO-00133,EMEA,INS011,2024-04-19,6,33,Fail,None,True
QI000672,DLV001136,PO-00136,EMEA,INS003,2024-02-13,0,37,Pass,Cosmetic,False
QI000673,DLV001139,PO-00139,EMEA,INS019,2024-01-21,5,35,Fail,None,True
QI000674,DLV001140,PO-00140,EMEA,INS018,2024-04-20,6,32,Fail,None,True
QI000675,DLV001142,PO-00142,EMEA,INS004,2024-01-29,1,22,Pass,None,False
QI000676,DLV001144,PO-00144,EMEA,INS011,2024-04-21,0,15,Pass,Critical,False
QI000677,DLV001145,PO-00145,EMEA,INS009,2024-03-15,6,18,Fail,None,True
QI000678,DLV001146,PO-00146,EMEA,INS018,2024-03-22,0,48,Pass,Cosmetic,False
QI000679,DLV001147,PO-00147,EMEA,INS017,2024-03-24,1,46,Pass,Functional,False
QI000680,DLV001148,PO-00148,EMEA,INS006,2024-02-18,2,30,Pass,None,False
QI000681,DLV001151,PO-00151,EMEA,INS009,2024-02-22,3,33,Fail,None,False
QI000682,DLV001153,PO-00153,EMEA,INS008,2024-01-31,0,43,Pass,Cosmetic,False
QI000683,DLV001154,PO-00154,EMEA,INS015,2024-02-12,3,11,Fail,Critical,False
QI000684,DLV001155,PO-00155,EMEA,INS018,2024-04-10,4,42,Fail,None,False
QI000685,DLV001156,PO-00156,EMEA,INS013,2024-04-05,7,11,Fail,Functional,True
QI000686,DLV001157,PO-00157,EMEA,INS014,2024-03-23,6,11,Fail,None,True
QI000687,DLV001160,PO-00160,EMEA,INS017,2024-01-29,7,35,Fail,None,True
QI000688,DLV001161,PO-00161,EMEA,INS007,2024-02-28,4,39,Fail,None,False
QI000689,DLV001164,PO-00164,EMEA,INS011,2024-04-06,1,45,Pass,None,False
QI000690,DLV001167,PO-00167,EMEA,INS003,2024-02-20,3,32,Fail,None,False
QI000691,DLV001168,PO-00168,EMEA,INS009,2024-04-17,1,19,Pass,Functional,False
QI000692,DLV001170,PO-00170,EMEA,INS014,2024-02-24,3,36,Fail,None,False
QI000693,DLV001171,PO-00171,EMEA,INS004,2024-04-02,4,25,Fail,None,False
QI000694,DLV001176,PO-00176,EMEA,INS014,2024-01-14,1,49,Pass,Functional,False
QI000695,DLV001180,PO-00180,EMEA,INS015,2024-03-08,6,19,Fail,Cosmetic,True
QI000696,DLV001183,PO-00183,EMEA,INS018,2024-01-26,3,34,Fail,None,False
QI000697,DLV001184,PO-00184,EMEA,INS014,2024-04-09,6,28,Fail,None,True
QI000698,DLV001185,PO-00185,EMEA,INS002,2024-03-05,3,44,Fail,None,False
QI000699,DLV001186,PO-00186,EMEA,INS001,2024-01-19,5,12,Fail,None,True
QI000700,DLV001187,PO-00187,EMEA,INS002,2024-01-28,4,43,Fail,None,False
QI000701,DLV001188,PO-00188,EMEA,INS017,2024-03-31,6,27,Fail,None,True
QI000702,DLV001189,PO-00189,EMEA,INS001,2024-03-31,7,14,Fail,None,True
QI000703,DLV001190,PO-00190,EMEA,INS011,2024-04-05,6,13,Fail,None,True
QI000704,DLV001191,PO-00191,EMEA,INS001,2024-01-14,6,40,Fail,None,True
QI000705,DLV001195,PO-00195,EMEA,INS013,2024-04-12,0,34,Pass,None,False
QI000706,DLV001200,PO-00200,EMEA,INS020,2024-03-18,4,44,Fail,Cosmetic,False
QI000707,DLV001201,PO-00201,EMEA,INS008,2024-04-05,3,21,Fail,Cosmetic,False
QI000708,DLV001203,PO-00203,EMEA,INS017,2024-03-24,6,20,Fail,Functional,True
QI000709,DLV001204,PO-00204,EMEA,INS019,2024-03-19,7,43,Fail,None,True
QI000710,DLV001205,PO-00205,EMEA,INS011,2024-04-14,4,23,Fail,None,False
QI000711,DLV001206,PO-00206,EMEA,INS003,2024-02-19,2,25,Pass,None,False
QI000712,DLV001209,PO-00209,EMEA,INS017,2024-04-08,7,19,Fail,None,True
QI000713,DLV001210,PO-00210,EMEA,INS004,2024-03-07,5,25,Fail,None,True
QI000714,DLV001213,PO-00213,EMEA,INS014,2024-03-25,5,17,Fail,None,True
QI000715,DLV001214,PO-00214,EMEA,INS005,2024-01-25,4,22,Fail,Critical,False
QI000716,DLV001216,PO-00216,EMEA,INS012,2024-02-15,4,17,Fail,None,False
QI000717,DLV001217,PO-00217,EMEA,INS003,2024-02-09,3,22,Fail,Cosmetic,False
QI000718,DLV001218,PO-00218,EMEA,INS011,2024-03-03,4,18,Fail,Cosmetic,False
QI000719,DLV001221,PO-00221,EMEA,INS017,2024-01-27,2,17,Pass,None,False
QI000720,DLV001222,PO-00222,EMEA,INS004,2024-02-25,6,38,Fail,None,True
QI000721,DLV001224,PO-00224,EMEA,INS011,2024-02-28,3,37,Fail,None,False
QI000722,DLV001225,PO-00225,EMEA,INS008,2024-02-05,3,22,Fail,None,False
QI000723,DLV001226,PO-00226,EMEA,INS003,2024-04-16,3,18,Fail,None,False
QI000724,DLV001227,PO-00227,EMEA,INS006,2024-02-24,3,27,Fail,None,False
QI000725,DLV001229,PO-00229,EMEA,INS008,2024-03-17,0,17,Pass,None,False
QI000726,DLV001230,PO-00230,EMEA,INS009,2024-03-18,5,29,Fail,Cosmetic,True
QI000727,DLV001231,PO-00231,EMEA,INS019,2024-04-05,4,46,Fail,None,False
QI000728,DLV001232,PO-00232,EMEA,INS011,2024-02-18,6,25,Fail,None,True
QI000729,DLV001233,PO-00233,EMEA,INS004,2024-02-04,0,47,Pass,None,False
QI000730,DLV001235,PO-00235,EMEA,INS005,2024-02-17,1,25,Pass,None,False
QI000731,DLV001236,PO-00236,EMEA,INS014,2024-02-10,2,41,Pass,None,False
QI000732,DLV001237,PO-00237,EMEA,INS009,2024-03-04,7,30,Fail,None,True
QI000733,DLV001241,PO-00241,EMEA,INS007,2024-03-18,1,10,Pass,Cosmetic,False
QI000734,DLV001244,PO-00244,EMEA,INS008,2024-03-31,7,32,Fail,None,True
QI000735,DLV001248,PO-00248,EMEA,INS010,2024-03-05,0,39,Pass,Cosmetic,False
QI000736,DLV001249,PO-00249,EMEA,INS012,2024-01-28,4,16,Fail,None,False
QI000737,DLV001250,PO-00250,EMEA,INS001,2024-03-04,7,30,Fail,None,True
QI000738,DLV001251,PO-00251,EMEA,INS005,2024-02-19,2,41,Pass,None,False
QI000739,DLV001252,PO-00252,EMEA,INS006,2024-03-10,3,14,Fail,None,False
QI000740,DLV001254,PO-00254,EMEA,INS008,2024-03-18,1,26,Pass,None,False
QI000741,DLV001255,PO-00255,EMEA,INS011,2024-02-17,3,17,Fail,None,False
QI000742,DLV001256,PO-00256,EMEA,INS008,2024-04-02,4,27,Fail,Functional,False
QI000743,DLV001257,PO-00257,EMEA,INS019,2024-02-01,7,17,Fail,None,True
QI000744,DLV001258,PO-00258,EMEA,INS013,2024-02-29,3,33,Fail,None,False
QI000745,DLV001261,PO-00261,EMEA,INS014,2024-03-11,2,24,Pass,None,False
QI000746,DLV001262,PO-00262,EMEA,INS013,2024-01-17,0,42,Pass,None,False
QI000747,DLV001263,PO-00263,EMEA,INS018,2024-03-02,0,47,Pass,Functional,False
QI000748,DLV001264,PO-00264,EMEA,INS017,2024-02-13,4,42,Fail,None,False
QI000749,DLV001267,PO-00267,EMEA,INS011,2024-02-20,6,33,Fail,None,True
QI000750,DLV001269,PO-00269,EMEA,INS010,2024-02-02,6,50,Fail,None,True
QI000751,DLV001271,PO-00271,EMEA,INS005,2024-02-04,0,50,Pass,Cosmetic,False
QI000752,DLV001272,PO-00272,EMEA,INS006,2024-03-27,2,12,Pass,Cosmetic,False
QI000753,DLV001276,PO-00276,EMEA,INS002,2024-01-26,6,21,Fail,Cosmetic,True
QI000754,DLV001279,PO-00279,EMEA,INS020,2024-01-12,6,13,Fail,Critical,True
QI000755,DLV001280,PO-00280,EMEA,INS007,2024-02-22,1,33,Pass,None,False
QI000756,DLV001282,PO-00282,EMEA,INS001,2024-02-02,2,47,Pass,None,False
QI000757,DLV001283,PO-00283,EMEA,INS007,2024-02-14,5,18,Fail,Cosmetic,True
QI000758,DLV001284,PO-00284,EMEA,INS011,2024-02-21,6,36,Fail,Cosmetic,True
QI000759,DLV001285,PO-00285,EMEA,INS020,2024-02-28,5,46,Fail,None,True
QI000760,DLV001286,PO-00286,EMEA,INS017,2024-02-09,2,23,Pass,Critical,False
QI000761,DLV001287,PO-00287,EMEA,INS012,2024-04-04,7,31,Fail,None,True
QI000762,DLV001289,PO-00289,EMEA,INS004,2024-03-27,3,27,Fail,Cosmetic,False
QI000763,DLV001290,PO-00290,EMEA,INS002,2024-03-15,3,45,Fail,None,False
QI000764,DLV001291,PO-00291,EMEA,INS008,2024-03-16,1,47,Pass,None,False
QI000765,DLV001292,PO-00292,EMEA,INS002,2024-02-04,2,19,Pass,None,False
QI000766,DLV001293,PO-00293,EMEA,INS005,2024-03-21,0,29,Pass,None,False
QI000767,DLV001294,PO-00294,EMEA,INS006,2024-03-07,3,35,Fail,None,False
QI000768,DLV001298,PO-00298,EMEA,INS006,2024-03-28,1,16,Pass,None,False
QI000769,DLV001306,PO-00306,EMEA,INS005,2024-02-15,6,38,Fail,Functional,True
QI000770,DLV001307,PO-00307,EMEA,INS016,2024-03-31,3,31,Fail,None,False
QI000771,DLV001308,PO-00308,EMEA,INS014,2024-02-13,5,40,Fail,None,True
QI000772,DLV001312,PO-00312,EMEA,INS016,2024-03-02,0,16,Pass,None,False
QI000773,DLV001314,PO-00314,EMEA,INS020,2024-03-13,2,46,Pass,Functional,False
QI000774,DLV001316,PO-00316,EMEA,INS006,2024-03-03,0,41,Pass,Functional,False
QI000775,DLV001317,PO-00317,EMEA,INS010,2024-03-07,4,38,Fail,None,False
QI000776,DLV001318,PO-00318,EMEA,INS012,2024-03-20,3,18,Fail,None,False
QI000777,DLV001319,PO-00319,EMEA,INS013,2024-02-23,1,45,Pass,None,False
QI000778,DLV001320,PO-00320,EMEA,INS017,2024-04-22,6,28,Fail,None,True
QI000779,DLV001322,PO-00322,EMEA,INS019,2024-02-28,3,46,Fail,None,False
QI000780,DLV001324,PO-00324,EMEA,INS008,2024-03-08,3,33,Fail,None,False
QI000781,DLV001325,PO-00325,EMEA,INS010,2024-03-15,0,34,Pass,None,False
QI000782,DLV001326,PO-00326,EMEA,INS006,2024-03-02,6,47,Fail,None,True
QI000783,DLV001327,PO-00327,EMEA,INS013,2024-03-27,7,22,Fail,None,True
QI000784,DLV001334,PO-00334,EMEA,INS007,2024-03-29,6,44,Fail,None,True
QI000785,DLV001335,PO-00335,EMEA,INS008,2024-02-27,7,31,Fail,None,True
QI000786,DLV001337,PO-00337,EMEA,INS005,2024-04-09,2,19,Pass,Cosmetic,False
QI000787,DLV001340,PO-00340,EMEA,INS010,2024-03-23,3,35,Fail,Critical,False
QI000788,DLV001342,PO-00342,EMEA,INS008,2024-03-13,6,27,Fail,None,True
QI000789,DLV001346,PO-00346,EMEA,INS008,2024-02-01,7,46,Fail,None,True
QI000790,DLV001347,PO-00347,EMEA,INS014,2024-04-17,0,18,Pass,None,False
QI000791,DLV001348,PO-00348,EMEA,INS002,2024-02-04,0,34,Pass,Functional,False
QI000792,DLV001349,PO-00349,EMEA,INS008,2024-04-12,7,44,Fail,None,True
QI000793,DLV001350,PO-00350,EMEA,INS014,2024-01-09,0,13,Pass,None,False
QI000794,DLV001351,PO-00351,EMEA,INS001,2024-04-05,6,35,Fail,None,True
QI000795,DLV001353,PO-00353,EMEA,INS007,2024-03-20,3,36,Fail,Cosmetic,False
QI000796,DLV001354,PO-00354,EMEA,INS014,2024-02-03,3,35,Fail,Cosmetic,False
QI000797,DLV001355,PO-00355,EMEA,INS013,2024-02-11,6,47,Fail,Cosmetic,True
QI000798,DLV001358,PO-00358,EMEA,INS014,2024-01-30,1,28,Pass,None,False
QI000799,DLV001359,PO-00359,EMEA,INS019,2024-02-22,0,14,Pass,None,False
QI000800,DLV001360,PO-00360,EMEA,INS004,2024-01-15,6,11,Fail,None,True
QI000801,DLV001361,PO-00361,EMEA,INS001,2024-03-24,1,42,Pass,Critical,False
QI000802,DLV001363,PO-00363,EMEA,INS010,2024-02-03,2,34,Pass,Functional,False
QI000803,DLV001364,PO-00364,EMEA,INS014,2024-03-24,4,25,Fail,None,False
QI000804,DLV001365,PO-00365,EMEA,INS009,2024-03-16,4,34,Fail,Cosmetic,False
QI000805,DLV001367,PO-00367,EMEA,INS019,2024-03-16,1,18,Pass,None,False
QI000806,DLV001371,PO-00371,EMEA,INS004,2024-02-29,0,29,Pass,Critical,False
QI000807,DLV001372,PO-00372,EMEA,INS007,2024-04-13,5,22,Fail,None,True
QI000808,DLV001373,PO-00373,EMEA,INS011,2024-04-08,1,13,Pass,None,False
QI000809,DLV001377,PO-00377,EMEA,INS002,2024-01-14,3,23,Fail,Critical,False
QI000810,DLV001378,PO-00378,EMEA,INS003,2024-01-27,2,20,Pass,None,False
QI000811,DLV001379,PO-00379,EMEA,INS015,2024-03-02,5,48,Fail,None,True
QI000812,DLV001381,PO-00381,EMEA,INS019,2024-01-30,7,46,Fail,Functional,True
QI000813,DLV001383,PO-00383,EMEA,INS016,2024-02-24,5,31,Fail,None,True
QI000814,DLV001384,PO-00384,EMEA,INS008,2024-02-01,1,39,Pass,None,False
QI000815,DLV001385,PO-00385,EMEA,INS020,2024-03-28,0,37,Pass,None,False
QI000816,DLV001386,PO-00386,EMEA,INS019,2024-04-12,2,24,Pass,None,False
QI000817,DLV001388,PO-00388,EMEA,INS005,2024-02-10,0,15,Pass,None,False
QI000818,DLV001390,PO-00390,EMEA,INS019,2024-04-08,1,44,Pass,None,False
QI000819,DLV001391,PO-00391,EMEA,INS003,2024-03-24,4,16,Fail,Cosmetic,False
QI000820,DLV001392,PO-00392,EMEA,INS015,2024-02-05,0,14,Pass,Functional,False
QI000821,DLV001393,PO-00393,EMEA,INS002,2024-03-26,1,46,Pass,Cosmetic,False
QI000822,DLV001394,PO-00394,EMEA,INS017,2024-03-08,6,37,Fail,None,True
QI000823,DLV001395,PO-00395,EMEA,INS002,2024-02-07,2,32,Pass,Functional,False
QI000824,DLV001396,PO-00396,EMEA,INS009,2024-04-10,0,28,Pass,None,False
QI000825,DLV001401,PO-00401,EMEA,INS014,2024-03-16,0,39,Pass,Cosmetic,False
QI000826,DLV001402,PO-00402,EMEA,INS009,2024-03-15,3,36,Fail,None,False
QI000827,DLV001404,PO-00404,EMEA,INS010,2024-02-14,6,31,Fail,Cosmetic,True
QI000828,DLV001405,PO-00405,EMEA,INS005,2024-02-20,4,15,Fail,None,False
QI000829,DLV001406,PO-00406,EMEA,INS018,2024-02-29,5,35,Fail,None,True
QI000830,DLV001407,PO-00407,EMEA,INS012,2024-04-10,2,39,Pass,None,False
QI000831,DLV001409,PO-00409,EMEA,INS011,2024-02-11,0,24,Pass,Cosmetic,False
QI000832,DLV001410,PO-00410,EMEA,INS020,2024-03-20,2,22,Pass,None,False
QI000833,DLV001415,PO-00415,EMEA,INS008,2024-04-07,4,13,Fail,Functional,False
QI000834,DLV001416,PO-00416,EMEA,INS011,2024-04-25,4,31,Fail,None,False
QI000835,DLV001417,PO-00417,EMEA,INS009,2024-04-26,2,21,Pass,Functional,False
QI000836,DLV001418,PO-00418,EMEA,INS018,2024-04-08,3,25,Fail,Critical,False
QI000837,DLV001421,PO-00421,EMEA,INS005,2024-03-17,2,20,Pass,Cosmetic,False
QI000838,DLV001422,PO-00422,EMEA,INS017,2024-03-17,2,34,Pass,None,False
QI000839,DLV001424,PO-00424,EMEA,INS002,2024-02-08,6,10,Fail,Critical,True
QI000840,DLV001425,PO-00425,EMEA,INS001,2024-03-07,5,48,Fail,Critical,True
QI000841,DLV001426,PO-00426,EMEA,INS002,2024-04-08,1,12,Pass,None,False
QI000842,DLV001427,PO-00427,EMEA,INS016,2024-02-12,3,10,Fail,Critical,False
QI000843,DLV001428,PO-00428,EMEA,INS014,2024-03-08,4,36,Fail,Cosmetic,False
QI000844,DLV001430,PO-00430,EMEA,INS019,2024-03-25,1,47,Pass,Functional,False
QI000845,DLV001431,PO-00431,EMEA,INS016,2024-02-25,2,32,Pass,None,False
QI000846,DLV001432,PO-00432,EMEA,INS015,2024-02-24,6,30,Fail,None,True
QI000847,DLV001433,PO-00433,EMEA,INS012,2024-01-25,4,29,Fail,None,False
QI000848,DLV001434,PO-00434,EMEA,INS003,2024-02-22,3,27,Fail,Cosmetic,False
QI000849,DLV001435,PO-00435,EMEA,INS006,2024-01-30,0,32,Pass,Functional,False
QI000850,DLV001436,PO-00436,EMEA,INS019,2024-02-25,3,35,Fail,Functional,False
QI000851,DLV001437,PO-00437,EMEA,INS017,2024-03-30,6,49,Fail,None,True
QI000852,DLV001439,PO-00439,EMEA,INS001,2024-03-19,6,35,Fail,Cosmetic,True
QI000853,DLV001442,PO-00442,EMEA,INS001,2024-02-06,4,32,Fail,None,False
QI000854,DLV001443,PO-00443,EMEA,INS009,2024-02-22,0,12,Pass,None,False
QI000855,DLV001444,PO-00444,EMEA,INS010,2024-03-14,3,25,Fail,None,False
QI000856,DLV001446,PO-00446,EMEA,INS013,2024-03-04,6,37,Fail,Functional,True
QI000857,DLV001447,PO-00447,EMEA,INS007,2024-02-23,4,20,Fail,None,False
QI000858,DLV001448,PO-00448,EMEA,INS016,2024-04-19,5,29,Fail,None,True
QI000859,DLV001449,PO-00449,EMEA,INS017,2024-04-10,6,42,Fail,Critical,True
QI000860,DLV001450,PO-00450,EMEA,INS013,2024-03-14,7,23,Fail,None,True
QI000861,DLV001452,PO-00452,EMEA,INS016,2024-03-16,1,19,Pass,None,False
QI000862,DLV001453,PO-00453,EMEA,INS020,2024-02-04,6,17,Fail,Cosmetic,True
QI000863,DLV001456,PO-00456,EMEA,INS013,2024-01-27,4,22,Fail,None,False
QI000864,DLV001459,PO-00459,EMEA,INS008,2024-04-13,3,38,Fail,None,False
QI000865,DLV001460,PO-00460,EMEA,INS009,2024-02-20,5,42,Fail,None,True
QI000866,DLV001461,PO-00461,EMEA,INS012,2024-02-06,3,36,Fail,Cosmetic,False
QI000867,DLV001462,PO-00462,EMEA,INS010,2024-03-07,7,33,Fail,None,True
QI000868,DLV001463,PO-00463,EMEA,INS004,2024-04-09,3,28,Fail,None,False
QI000869,DLV001472,PO-00472,EMEA,INS018,2024-03-30,6,38,Fail,None,True
QI000870,DLV001475,PO-00475,EMEA,INS011,2024-04-10,7,16,Fail,None,True
QI000871,DLV001477,PO-00477,EMEA,INS020,2024-01-30,1,40,Pass,None,False
QI000872,DLV001478,PO-00478,EMEA,INS017,2024-01-18,7,16,Fail,None,True
QI000873,DLV001480,PO-00480,EMEA,INS012,2024-03-15,2,33,Pass,Functional,False
QI000874,DLV001482,PO-00482,EMEA,INS005,2024-03-18,1,11,Pass,None,False
QI000875,DLV001483,PO-00483,EMEA,INS004,2024-03-21,6,32,Fail,None,True
QI000876,DLV001486,PO-00486,EMEA,INS014,2024-03-28,6,19,Fail,Cosmetic,True
QI000877,DLV001487,PO-00487,EMEA,INS017,2024-04-01,4,44,Fail,Functional,False
QI000878,DLV001488,PO-00488,EMEA,INS018,2024-01-16,5,49,Fail,Critical,True
QI000879,DLV001489,PO-00489,EMEA,INS010,2024-02-22,6,14,Fail,Functional,True
QI000880,DLV001490,PO-00490,EMEA,INS019,2024-01-23,5,16,Fail,None,True
QI000881,DLV001491,PO-00491,EMEA,INS014,2024-02-11,1,37,Pass,Functional,False
QI000882,DLV001493,PO-00493,EMEA,INS016,2024-01-11,7,21,Fail,None,True
QI000883,DLV001495,PO-00495,EMEA,INS007,2024-03-31,5,15,Fail,None,True
QI000884,DLV001497,PO-00497,EMEA,INS007,2024-04-20,7,19,Fail,Functional,True
QI000885,DLV001498,PO-00498,EMEA,INS013,2024-04-12,7,28,Fail,None,True
QI000886,DLV001499,PO-00499,EMEA,INS012,2024-03-26,4,17,Fail,Functional,False
QI000887,DLV001500,PO-00500,EMEA,INS008,2024-02-16,3,10,Fail,Functional,False
QI000888,DLV001502,PO-00502,EMEA,INS012,2024-02-10,5,11,Fail,Cosmetic,True
QI000889,DLV001503,PO-00503,EMEA,INS013,2024-02-20,4,40,Fail,Cosmetic,False
QI000890,DLV001505,PO-00505,EMEA,INS002,2024-01-16,4,29,Fail,Functional,False
QI000891,DLV001507,PO-00507,EMEA,INS020,2024-01-29,5,37,Fail,None,True
QI000892,DLV001510,PO-00510,EMEA,INS003,2024-04-21,0,26,Pass,None,False
QI000893,DLV001511,PO-00511,EMEA,INS014,2024-01-28,3,49,Fail,None,False
QI000894,DLV001515,PO-00515,EMEA,INS002,2024-04-03,4,28,Fail,Functional,False
QI000895,DLV001516,PO-00516,EMEA,INS020,2024-01-22,3,28,Fail,None,False
QI000896,DLV001518,PO-00518,EMEA,INS007,2024-01-25,3,22,Fail,Cosmetic,False
QI000897,DLV001519,PO-00519,EMEA,INS009,2024-02-13,4,49,Fail,None,False
QI000898,DLV001520,PO-00520,EMEA,INS011,2024-02-04,6,49,Fail,None,True
QI000899,DLV001521,PO-00521,EMEA,INS015,2024-03-20,3,36,Fail,None,False
QI000900,DLV001523,PO-00523,EMEA,INS008,2024-03-18,1,28,Pass,Functional,False
QI000901,DLV001524,PO-00524,EMEA,INS005,2024-03-08,7,34,Fail,None,True
QI000902,DLV001526,PO-00526,EMEA,INS017,2024-03-09,0,37,Pass,Critical,False
QI000903,DLV001530,PO-00530,EMEA,INS018,2024-03-16,5,20,Fail,None,True
QI000904,DLV001531,PO-00531,EMEA,INS004,2024-01-12,4,21,Fail,Cosmetic,False
QI000905,DLV001532,PO-00532,EMEA,INS007,2024-04-03,7,20,Fail,None,True
QI000906,DLV001533,PO-00533,EMEA,INS016,2024-03-24,3,12,Fail,None,False
QI000907,DLV001534,PO-00534,EMEA,INS015,2024-01-22,6,22,Fail,None,True
QI000908,DLV001535,PO-00535,EMEA,INS002,2024-02-21,4,22,Fail,Functional,False
QI000909,DLV001536,PO-00536,EMEA,INS016,2024-02-19,1,23,Pass,None,False
QI000910,DLV001537,PO-00537,EMEA,INS009,2024-03-11,7,48,Fail,None,True
QI000911,DLV001538,PO-00538,EMEA,INS002,2024-02-28,6,15,Fail,None,True
QI000912,DLV001539,PO-00539,EMEA,INS013,2024-03-22,5,49,Fail,None,True
QI000913,DLV001544,PO-00544,EMEA,INS012,2024-02-13,2,47,Pass,Cosmetic,False
QI000914,DLV001546,PO-00546,EMEA,INS014,2024-04-14,2,46,Pass,None,False
QI000915,DLV001547,PO-00547,EMEA,INS016,2024-04-02,7,19,Fail,Cosmetic,True
