delivery_id,po_id,warehouse_id,supplier_id,received_date,ship_date,quantity_received,delivery_type,return_basis,receipt_status,carrier,receiving_dock,inspector_id,condition_on_arrival,delivery_notes
DLV002006,PO-00908,APAC,SUP010,2024-01-24,2024-01-24,63,Primary,,accepted,FastFreight,DOCK-C,INS008,Good,
DLV002007,PO-00909,APAC,SUP008,2024-01-22,2024-01-22,284,Primary,,accepted,GlobalShip,DOCK-C,INS013,Good,
DLV002008,PO-00910,APAC,SUP038,2024-02-03,2024-02-03,994,Primary,,accepted,GlobalShip,DOCK-B,INS011,Good,
DLV002009,PO-00911,APAC,SUP011,2024-03-17,2024-03-17,546,Primary,,accepted,OceanLink,DOCK-B,INS013,Good,
DLV002010,PO-00912,APAC,SUP051,2024-05-12,2024-05-12,955,Primary,,accepted,PrimeLogistics,DOCK-D,INS010,Good,
DLV002011,PO-00913,APAC,SUP046,2024-02-01,2024-02-01,310,Primary,,accepted,OceanLink,DOCK-B,INS016,Good,
DLV002012,PO-00914,APAC,SUP023,2024-03-24,2024-03-24,925,Primary,,accepted,,DOCK-A,INS016,Good,
DLV002013,PO-00915,APAC,SUP038,2024-02-26,2024-02-20,691,Primary,,accepted,FreightCo,DOCK-C,INS005,Good,
DLV002014,PO-00916,APAC,SUP053,2024-03-26,2024-03-26,54,Primary,,accepted,FreightCo,DOCK-B,INS008,Good,
DLV002015,PO-00917,APAC,SUP011,2024-01-28,2024-01-28,665,Primary,,accepted,DirectHaul,DOCK-D,INS007,Damaged,
DLV002016,PO-00918,APAC,SUP037,2024-03-08,2024-03-08,1000,Primary,,accepted,PrimeLogistics,DOCK-C,INS009,Good,
DLV002017,PO-00919,APAC,SUP016,2024-02-09,2024-02-09,217,Primary,,accepted,FastFreight,DOCK-C,INS001,Damaged,
DLV002018,PO-00920,APAC,SUP048,2024-01-28,2024-01-28,118,Primary,,accepted,PrimeLogistics,DOCK-D,INS010,Good,
DLV002019,PO-00921,APAC,SUP017,2024-04-17,2024-03-30,922,Primary,,accepted,FastFreight,DOCK-A,INS014,Good,
DLV002020,PO-00922,APAC,SUP035,2024-01-23,2024-01-16,619,Primary,,provisional_receipt,GlobalShip,DOCK-C,INS002,Good,
DLV002021,PO-00923,APAC,SUP029,2024-03-29,2024-03-26,281,Primary,,accepted,PrimeLogistics,DOCK-D,INS002,Good,
DLV002022,PO-00924,APAC,SUP023,2024-03-16,2024-03-12,882,Primary,,accepted,GlobalShip,DOCK-D,INS020,Good,
DLV002023,PO-00925,APAC,SUP033,2024-02-12,2024-02-06,920,Primary,,accepted,FastFreight,DOCK-B,INS005,Good,
DLV002024,PO-00926,APAC,SUP036,2024-03-01,2024-03-01,854,Primary,,accepted,FreightCo,DOCK-A,INS002,Good,
DLV002025,PO-00927,APAC,SUP016,2024-01-14,2024-01-14,170,Primary,,provisional_receipt,GlobalShip,DOCK-B,INS002,Good,
DLV002026,PO-00928,APAC,SUP053,2024-04-03,2024-04-03,899,Primary,,provisional_receipt,PrimeLogistics,DOCK-A,INS014,Good,
DLV002027,PO-00929,APAC,SUP052,2024-04-07,2024-04-07,896,Primary,,accepted,FastFreight,DOCK-D,INS014,Good,
DLV002028,PO-00930,APAC,SUP027,2024-01-13,2024-01-07,446,Primary,,accepted,DirectHaul,DOCK-C,INS001,Good,
DLV002029,PO-00931,APAC,SUP046,2024-04-23,2024-04-23,923,Primary,,accepted,FreightCo,DOCK-A,INS013,Good,
DLV002030,PO-00932,APAC,SUP018,2024-03-21,2024-03-14,427,Primary,,accepted,FastFreight,DOCK-A,INS019,Good,
DLV002031,PO-00933,APAC,SUP029,2024-02-11,2024-02-08,390,Primary,,accepted,PrimeLogistics,DOCK-D,INS013,Good,
DLV002032,PO-00934,APAC,SUP010,2024-01-22,2024-01-22,800,Primary,,accepted,PrimeLogistics,DOCK-D,INS011,Good,
DLV002033,PO-00935,APAC,SUP035,2024-02-13,2024-02-08,367,Primary,,accepted,PrimeLogistics,DOCK-D,INS002,Good,
DLV002034,PO-00936,APAC,SUP032,2024-03-26,2024-03-26,1131,Primary,,accepted,DirectHaul,DOCK-D,INS001,Good,Correct paperwork
DLV002035,PO-00937,APAC,SUP033,2024-01-27,2024-01-27,316,Primary,,accepted,OceanLink,DOCK-D,INS001,Good,
DLV002036,PO-00938,APAC,SUP006,2024-03-23,2024-03-20,543,Primary,,accepted,OceanLink,DOCK-A,INS012,Good,
DLV002037,PO-00939,APAC,SUP048,2024-01-26,2024-01-21,1007,Primary,,accepted,OceanLink,DOCK-A,INS001,Good,
DLV002038,PO-00940,APAC,SUP042,2024-01-15,2024-01-15,971,Primary,,accepted,DirectHaul,DOCK-C,INS002,Good,
DLV002039,PO-00941,APAC,SUP026,2024-02-21,2024-02-21,678,Primary,,accepted,FreightCo,DOCK-A,INS008,Good,
DLV002040,PO-00942,APAC,SUP018,2024-02-07,2024-02-07,1240,Primary,,accepted,GlobalShip,DOCK-B,INS020,Good,
DLV002041,PO-00943,APAC,SUP040,2024-04-02,2024-03-30,100,Primary,,accepted,DirectHaul,DOCK-B,INS020,Good,
DLV002042,PO-00944,APAC,SUP028,2024-02-11,2024-02-11,823,Primary,,accepted,DirectHaul,DOCK-A,INS009,Good,
DLV002043,PO-00945,APAC,SUP021,2024-03-16,2024-03-16,321,Primary,,accepted,FastFreight,DOCK-B,INS006,Good,
DLV002044,PO-00946,APAC,SUP012,2024-01-23,2024-01-23,618,Primary,,accepted,PrimeLogistics,DOCK-C,INS009,Good,
DLV002045,PO-00947,APAC,SUP002,2024-02-11,2024-02-11,87,Primary,,accepted,GlobalShip,DOCK-C,INS014,Good,
DLV002046,PO-00948,APAC,SUP057,2024-04-06,2024-04-06,541,Primary,,provisional_receipt,FreightCo,DOCK-A,INS008,Damaged,
DLV002047,PO-00949,APAC,SUP003,2024-01-27,2024-01-27,836,Primary,,accepted,OceanLink,DOCK-B,INS005,Good,
DLV002048,PO-00950,APAC,SUP026,2024-01-25,2024-01-18,478,Primary,,accepted,FreightCo,DOCK-A,INS005,Good,
DLV002049,PO-00951,APAC,SUP028,2024-04-20,2024-04-20,866,Primary,,accepted,FastFreight,DOCK-B,INS011,Good,
DLV002050,PO-00952,APAC,SUP002,2024-04-14,2024-04-11,690,Primary,,accepted,GlobalShip,DOCK-D,INS002,Good,
DLV002051,PO-00953,APAC,SUP036,2024-03-10,2024-03-10,250,Primary,,provisional_receipt,FastFreight,DOCK-D,INS016,Good,
DLV002052,PO-00954,APAC,SUP028,2024-01-31,2024-01-31,417,Primary,,accepted,PrimeLogistics,DOCK-A,INS003,Good,
DLV002053,PO-00955,APAC,SUP006,2024-03-19,2024-03-16,509,Primary,,accepted,OceanLink,DOCK-D,INS009,Good,
DLV002054,PO-00956,APAC,SUP047,2024-02-05,2024-02-05,129,Primary,,accepted,FreightCo,DOCK-C,INS006,Good,
DLV002055,PO-00957,APAC,SUP028,2024-03-10,2024-03-10,673,Primary,,provisional_receipt,OceanLink,DOCK-C,INS003,Good,
DLV002056,PO-00958,APAC,SUP014,2024-03-24,2024-03-21,499,Primary,,accepted,GlobalShip,DOCK-A,INS012,Good,
DLV002057,PO-00959,APAC,SUP043,2024-02-18,2024-02-18,931,Primary,,accepted,FreightCo,DOCK-A,INS001,Good,
DLV002058,PO-00960,APAC,SUP053,2024-03-09,2024-03-05,906,Primary,,accepted,DirectHaul,DOCK-B,INS001,Good,
DLV002059,PO-00961,APAC,SUP035,2024-02-08,2024-02-08,721,Primary,,accepted,PrimeLogistics,DOCK-D,INS011,Good,
DLV002060,PO-00962,APAC,SUP047,2024-03-15,2024-03-15,245,Primary,,accepted,OceanLink,DOCK-A,INS002,Good,Partial shipment 1 of 2
DLV002061,PO-00962,APAC,SUP047,2024-03-22,2024-03-22,184,Primary,,accepted,OceanLink,DOCK-B,INS016,Good,Partial shipment 2 of 2
DLV002062,PO-00963,APAC,SUP009,2024-02-17,2024-02-17,192,Primary,,accepted,PrimeLogistics,DOCK-D,INS017,Good,
DLV002063,PO-00964,APAC,SUP048,2024-02-29,2024-02-10,222,Primary,,accepted,GlobalShip,DOCK-B,INS020,Good,Minor packaging damage
DLV002064,PO-00965,APAC,SUP049,2024-03-01,2024-02-23,812,Primary,,provisional_receipt,FastFreight,DOCK-B,INS009,Good,
DLV002065,PO-00966,APAC,SUP022,2024-04-10,2024-04-10,532,Primary,,accepted,GlobalShip,DOCK-D,INS011,Good,
DLV002066,PO-00967,APAC,SUP019,2024-04-06,2024-04-06,305,Primary,,accepted,OceanLink,DOCK-C,INS010,Good,
DLV002067,PO-00968,APAC,SUP016,2024-03-09,2024-03-09,248,Primary,,accepted,,DOCK-D,INS009,Good,
DLV002068,PO-00969,APAC,SUP059,2024-01-31,2024-01-31,460,Primary,,accepted,DirectHaul,DOCK-B,INS011,Good,
DLV002069,PO-00970,APAC,SUP043,2024-02-09,2024-02-05,76,Primary,,accepted,GlobalShip,DOCK-A,INS013,Good,
DLV002070,PO-00971,APAC,SUP003,2024-03-23,2024-03-23,739,Primary,,accepted,FastFreight,DOCK-B,INS004,Good,
DLV002071,PO-00972,APAC,SUP049,2024-03-10,2024-03-10,436,Primary,,accepted,PrimeLogistics,DOCK-A,INS010,Good,
DLV002072,PO-00973,APAC,SUP003,2024-05-03,2024-05-03,321,Primary,,accepted,,DOCK-A,INS018,Good,
DLV002073,PO-00974,APAC,SUP059,2024-02-10,2024-02-10,848,Primary,,accepted,FreightCo,DOCK-C,INS012,Good,
DLV002074,PO-00975,APAC,SUP026,2024-03-22,2024-03-22,1144,Primary,,accepted,FastFreight,DOCK-D,INS006,Good,
DLV002075,PO-00976,APAC,SUP003,2024-01-27,2024-01-23,399,Primary,,accepted,OceanLink,DOCK-B,INS011,Good,
DLV002076,PO-00977,APAC,SUP025,2024-02-11,2024-02-05,70,Primary,,provisional_receipt,FreightCo,DOCK-B,INS018,Good,
DLV002077,PO-00978,APAC,SUP049,2024-02-22,2024-02-18,92,Primary,,accepted,PrimeLogistics,DOCK-D,INS008,Partial,
DLV002078,PO-00979,APAC,SUP019,2024-02-25,2024-02-25,127,Primary,,accepted,PrimeLogistics,DOCK-B,INS014,Good,Minor packaging damage
DLV002079,PO-00980,APAC,SUP050,2024-03-10,2024-03-10,68,Primary,,accepted,GlobalShip,DOCK-D,INS014,Good,
DLV002080,PO-00981,APAC,SUP039,2024-03-07,2024-03-07,190,Primary,,accepted,GlobalShip,DOCK-B,INS003,Good,
DLV002081,PO-00982,APAC,SUP037,2024-03-08,2024-03-08,984,Primary,,accepted,OceanLink,DOCK-C,INS018,Good,
DLV002082,PO-00983,APAC,SUP002,2024-02-13,2024-02-13,211,Primary,,accepted,FastFreight,DOCK-B,INS019,Good,
DLV002083,PO-00984,APAC,SUP023,2024-04-05,2024-04-05,794,Primary,,accepted,DirectHaul,DOCK-D,INS006,Good,
DLV002084,PO-00985,APAC,SUP051,2024-04-17,2024-04-17,254,Primary,,accepted,GlobalShip,DOCK-C,INS012,Good,
DLV002085,PO-00986,APAC,SUP043,2024-02-09,2024-02-09,831,Primary,,accepted,FastFreight,DOCK-D,INS001,Good,
DLV002086,PO-00987,APAC,SUP017,2024-01-31,2024-01-31,316,Primary,,accepted,OceanLink,DOCK-D,INS005,Good,
DLV002087,PO-00988,APAC,SUP019,2024-02-01,2024-02-01,560,Primary,,accepted,PrimeLogistics,DOCK-D,INS018,Good,Partial shipment 1 of 2
DLV002088,PO-00988,APAC,SUP019,2024-02-08,2024-02-08,420,Primary,,accepted,PrimeLogistics,DOCK-D,INS005,Good,Partial shipment 2 of 2
DLV002089,PO-00989,APAC,SUP025,2024-03-21,2024-03-21,566,Primary,,accepted,OceanLink,DOCK-D,INS002,Good,
DLV002090,PO-00990,APAC,SUP052,2024-03-05,2024-03-01,897,Primary,,provisional_receipt,FreightCo,DOCK-B,INS013,Good,
DLV002091,PO-00991,APAC,SUP004,2024-03-09,2024-03-05,1034,Primary,,accepted,FastFreight,DOCK-B,INS010,Damaged,
DLV002092,PO-00992,APAC,SUP012,2024-01-06,2024-01-06,310,Primary,,accepted,OceanLink,DOCK-A,INS008,Good,Partial shipment 1 of 2
DLV002093,PO-00992,APAC,SUP012,2024-01-13,2024-01-13,232,Primary,,accepted,OceanLink,DOCK-D,INS018,Good,Partial shipment 2 of 2
DLV002094,PO-00993,APAC,SUP025,2024-03-14,2024-03-14,554,Primary,,accepted,OceanLink,DOCK-B,INS013,Good,Minor packaging damage
DLV002095,PO-00994,APAC,SUP035,2024-02-25,2024-02-25,871,Primary,,accepted,PrimeLogistics,DOCK-A,INS002,Good,Correct paperwork
DLV002096,PO-00995,APAC,SUP027,2024-01-19,2024-01-19,817,Primary,,accepted,FreightCo,DOCK-B,INS002,Good,
DLV002097,PO-00996,APAC,SUP045,2024-03-18,2024-03-18,483,Primary,,accepted,OceanLink,DOCK-A,INS008,Good,
DLV002098,PO-00997,APAC,SUP045,2024-02-22,2024-02-22,1227,Primary,,accepted,OceanLink,DOCK-A,INS012,Good,Correct paperwork
DLV002099,PO-00998,APAC,SUP032,2024-02-12,2024-02-12,491,Primary,,accepted,FreightCo,DOCK-A,INS008,Good,Minor packaging damage
DLV002100,PO-00999,APAC,SUP051,2024-03-09,2024-03-09,850,Primary,,accepted,PrimeLogistics,DOCK-D,INS018,Good,
DLV002101,PO-01000,APAC,SUP036,2024-02-01,2024-01-25,357,Primary,,accepted,DirectHaul,DOCK-A,INS005,Good,
DLV002102,PO-00001,EMEA,SUP041,2024-02-07,2024-02-02,942,Primary,,accepted,OceanLink,DOCK-B,INS005,Good,
DLV002103,PO-00002,EMEA,SUP054,2024-01-24,2024-01-18,981,Primary,,accepted,DirectHaul,DOCK-B,INS007,Good,
DLV002104,PO-00003,EMEA,SUP047,2024-01-06,2024-01-03,224,Primary,,accepted,GlobalShip,DOCK-B,INS013,Good,
DLV002105,PO-00004,EMEA,SUP046,2024-04-11,2024-04-11,261,Primary,,accepted,FastFreight,DOCK-C,INS012,Good,
DLV002106,PO-00005,EMEA,SUP007,2024-03-31,2024-03-31,380,Primary,,accepted,FreightCo,DOCK-A,INS003,Good,
DLV002107,PO-00006,EMEA,SUP018,2024-01-27,2024-01-27,325,Primary,,accepted,OceanLink,DOCK-C,INS009,Good,
DLV002108,PO-00007,EMEA,SUP028,2024-03-02,2024-02-25,237,Primary,,accepted,PrimeLogistics,DOCK-C,INS020,Good,
DLV002109,PO-00008,EMEA,SUP010,2024-01-23,2024-01-23,964,Primary,,accepted,OceanLink,DOCK-D,INS018,Good,
DLV002110,PO-00009,EMEA,SUP003,2024-01-20,2024-01-20,627,Primary,,accepted,FreightCo,DOCK-C,INS017,Good,
DLV002111,PO-00010,EMEA,SUP049,2024-04-01,2024-04-01,299,Primary,,accepted,DirectHaul,DOCK-C,INS003,Good,
DLV002112,PO-00011,EMEA,SUP008,2024-03-10,2024-03-07,482,Primary,,accepted,DirectHaul,DOCK-D,INS019,Good,
DLV002113,PO-00012,EMEA,SUP044,2024-05-06,2024-05-06,868,Primary,,accepted,FreightCo,DOCK-C,INS003,Damaged,
DLV002114,PO-00013,EMEA,SUP054,2024-01-22,2024-01-18,784,Primary,,accepted,,DOCK-A,INS004,Good,
DLV002115,PO-00014,EMEA,SUP025,2024-04-16,2024-04-16,805,Primary,,accepted,OceanLink,DOCK-D,INS016,Good,
DLV002116,PO-00015,EMEA,SUP021,2024-02-12,2024-02-05,520,Primary,,accepted,GlobalShip,DOCK-B,INS003,Good,Partial pallet
DLV002117,PO-00016,EMEA,SUP041,2024-02-11,2024-02-05,266,Primary,,accepted,FreightCo,DOCK-C,INS001,Good,Minor packaging damage
DLV002118,PO-00017,EMEA,SUP047,2024-03-23,2024-03-19,293,Primary,,provisional_receipt,OceanLink,DOCK-B,INS017,Good,Minor packaging damage
DLV002119,PO-00018,EMEA,SUP060,2024-03-21,2024-03-21,315,Primary,,accepted,FreightCo,DOCK-C,INS005,Good,
DLV002120,PO-00019,EMEA,SUP033,2024-02-07,2024-02-07,159,Primary,,accepted,DirectHaul,DOCK-C,INS002,Good,
DLV002121,PO-00020,EMEA,SUP011,2024-01-21,2024-01-21,592,Primary,,accepted,OceanLink,DOCK-D,INS010,Good,Partial shipment 1 of 2
DLV002122,PO-00020,EMEA,SUP011,2024-01-28,2024-01-28,444,Primary,,accepted,OceanLink,DOCK-B,INS017,Good,Partial shipment 2 of 2
DLV002123,PO-00021,EMEA,SUP035,2024-01-10,2024-01-04,830,Primary,,accepted,FastFreight,DOCK-A,INS002,Good,
DLV002124,PO-00022,EMEA,SUP060,2024-02-11,2024-02-11,681,Primary,,accepted,GlobalShip,DOCK-C,INS019,Good,
DLV002125,PO-00023,EMEA,SUP038,2024-02-29,2024-02-29,895,Primary,,accepted,FastFreight,DOCK-C,INS002,Good,
DLV002126,PO-00024,EMEA,SUP020,2024-04-17,2024-04-10,1250,Primary,,accepted,DirectHaul,DOCK-B,INS011,Good,
DLV002127,PO-00025,EMEA,SUP045,2024-03-17,2024-03-12,537,Primary,,accepted,FreightCo,DOCK-A,INS006,Good,
DLV002128,PO-00026,EMEA,SUP045,2024-01-25,2024-01-25,705,Primary,,accepted,PrimeLogistics,DOCK-C,INS015,Good,
DLV002129,PO-00027,EMEA,SUP008,2024-04-08,2024-04-08,629,Primary,,accepted,FreightCo,DOCK-A,INS011,Good,
DLV002130,PO-00028,EMEA,SUP020,2024-03-29,2024-03-29,183,Primary,,accepted,OceanLink,DOCK-C,INS015,Good,
DLV002131,PO-00029,EMEA,SUP005,2024-04-11,2024-04-11,222,Primary,,accepted,GlobalShip,DOCK-A,INS002,Good,
DLV002132,PO-00030,EMEA,SUP039,2024-03-22,2024-03-16,1091,Primary,,provisional_receipt,FreightCo,DOCK-D,INS011,Good,
DLV002133,PO-00031,EMEA,SUP036,2024-01-24,2024-01-19,708,Primary,,accepted,OceanLink,DOCK-B,INS003,Good,
DLV002134,PO-00032,EMEA,SUP002,2024-02-09,2024-02-05,963,Primary,,accepted,FreightCo,DOCK-D,INS016,Good,
DLV002135,PO-00033,EMEA,SUP012,2024-03-16,2024-03-09,787,Primary,,accepted,FreightCo,DOCK-C,INS015,Good,
DLV002136,PO-00034,EMEA,SUP030,2024-02-18,2024-02-18,751,Primary,,accepted,PrimeLogistics,DOCK-A,INS002,Good,Correct paperwork
DLV002137,PO-00035,EMEA,SUP021,2024-01-16,2024-01-13,645,Primary,,provisional_receipt,FastFreight,DOCK-C,INS001,Good,
DLV002138,PO-00036,EMEA,SUP010,2024-02-13,2024-02-13,200,Primary,,provisional_receipt,DirectHaul,DOCK-B,INS016,Good,
DLV002139,PO-00037,EMEA,SUP038,2024-02-27,2024-02-27,775,Primary,,accepted,DirectHaul,DOCK-C,INS016,Good,
DLV002140,PO-00038,EMEA,SUP024,2024-01-17,2024-01-12,454,Primary,,accepted,DirectHaul,DOCK-B,INS010,Good,
DLV002141,PO-00039,EMEA,SUP009,2024-02-01,2024-02-01,459,Primary,,accepted,OceanLink,DOCK-C,INS008,Good,Partial shipment 1 of 2
DLV002142,PO-00039,EMEA,SUP009,2024-02-08,2024-02-08,344,Primary,,accepted,OceanLink,DOCK-D,INS002,Good,Partial shipment 2 of 2
DLV002143,PO-00040,EMEA,SUP028,2024-02-29,2024-02-09,149,Primary,,accepted,PrimeLogistics,DOCK-A,INS006,Good,
DLV002144,PO-00041,EMEA,SUP018,2024-02-17,2024-02-11,640,Primary,,accepted,FastFreight,DOCK-B,INS005,Good,
DLV002145,PO-00042,EMEA,SUP023,2024-02-09,2024-02-06,637,Primary,,accepted,PrimeLogistics,DOCK-A,INS017,Good,
DLV002146,PO-00043,EMEA,SUP002,2024-02-18,2024-02-12,815,Primary,,accepted,GlobalShip,DOCK-C,INS011,Good,
DLV002147,PO-00044,EMEA,SUP018,2024-02-21,2024-02-15,399,Primary,,accepted,FastFreight,DOCK-B,INS010,Good,Minor packaging damage
DLV002148,PO-00045,EMEA,SUP040,2024-04-19,2024-04-19,529,Primary,,provisional_receipt,OceanLink,DOCK-B,INS006,Good,
DLV002149,PO-00046,EMEA,SUP003,2024-02-06,2024-02-01,394,Primary,,provisional_receipt,FreightCo,DOCK-A,INS011,Good,
DLV002150,PO-00047,EMEA,SUP050,2024-02-27,2024-02-27,397,Primary,,accepted,PrimeLogistics,DOCK-D,INS012,Good,
DLV002151,PO-00048,EMEA,SUP035,2024-02-01,2024-02-01,581,Primary,,accepted,DirectHaul,DOCK-C,INS008,Good,
DLV002152,PO-00049,EMEA,SUP043,2024-03-31,2024-03-31,676,Primary,,accepted,DirectHaul,DOCK-D,INS001,Good,
DLV002153,PO-00050,EMEA,SUP009,2024-03-18,2024-03-18,673,Primary,,accepted,OceanLink,DOCK-D,INS015,Good,
DLV002154,PO-00051,EMEA,SUP030,2024-04-03,2024-03-28,448,Primary,,accepted,OceanLink,DOCK-A,INS001,Good,
DLV002155,PO-00052,EMEA,SUP046,2024-02-18,2024-02-11,902,Primary,,accepted,FastFreight,DOCK-A,INS001,Good,
DLV002156,PO-00053,EMEA,SUP005,2024-03-09,2024-03-05,305,Primary,,accepted,GlobalShip,DOCK-A,INS014,Good,
DLV002157,PO-00054,EMEA,SUP008,2024-03-08,2024-03-08,233,Primary,,accepted,GlobalShip,DOCK-D,INS008,Good,
DLV002158,PO-00055,EMEA,SUP047,2024-02-16,2024-02-12,602,Primary,,accepted,FreightCo,DOCK-A,INS003,Good,
DLV002159,PO-00056,EMEA,SUP046,2024-01-27,2024-01-27,520,Primary,,accepted,,DOCK-D,INS002,Good,
DLV002160,PO-00057,EMEA,SUP016,2024-03-29,2024-03-29,108,Primary,,accepted,PrimeLogistics,DOCK-C,INS002,Good,
DLV002161,PO-00058,EMEA,SUP006,2024-03-18,2024-03-18,746,Primary,,accepted,OceanLink,DOCK-D,INS020,Good,
DLV002162,PO-00059,EMEA,SUP035,2024-01-21,2024-01-21,252,Primary,,accepted,FreightCo,DOCK-A,INS010,Good,
DLV002163,PO-00060,EMEA,SUP020,2024-02-23,2024-02-23,159,Primary,,accepted,GlobalShip,DOCK-D,INS018,Good,
DLV002164,PO-00061,EMEA,SUP020,2024-01-27,2024-01-22,262,Primary,,accepted,DirectHaul,DOCK-B,INS009,Good,
DLV002165,PO-00062,EMEA,SUP018,2024-02-07,2024-02-07,561,Primary,,accepted,OceanLink,DOCK-C,INS009,Good,Minor packaging damage
DLV002166,PO-00063,EMEA,SUP020,2024-02-18,2024-02-18,481,Primary,,provisional_receipt,FastFreight,DOCK-D,INS007,Good,
DLV002167,PO-00064,EMEA,SUP044,2024-03-30,2024-03-25,708,Primary,,accepted,FastFreight,DOCK-A,INS010,Good,
DLV002168,PO-00065,EMEA,SUP044,2024-01-29,2024-01-23,979,Primary,,accepted,FastFreight,DOCK-C,INS004,Good,
DLV002169,PO-00066,EMEA,SUP017,2024-02-26,2024-02-20,654,Primary,,accepted,FreightCo,DOCK-A,INS008,Good,
DLV002170,PO-00067,EMEA,SUP050,2024-01-19,2024-01-19,1217,Primary,,accepted,DirectHaul,DOCK-C,INS020,Good,
DLV002171,PO-00068,EMEA,SUP044,2024-03-28,2024-03-25,1115,Primary,,accepted,FreightCo,DOCK-D,INS009,Good,
DLV002172,PO-00069,EMEA,SUP049,2024-04-22,2024-04-22,1010,Primary,,accepted,PrimeLogistics,DOCK-C,INS012,Good,
DLV002173,PO-00070,EMEA,SUP005,2024-02-27,2024-02-27,785,Primary,,accepted,GlobalShip,DOCK-D,INS008,Good,
DLV002174,PO-00071,EMEA,SUP037,2024-03-18,2024-03-13,771,Primary,,accepted,FastFreight,DOCK-A,INS012,Good,
DLV002175,PO-00072,EMEA,SUP021,2024-01-26,2024-01-26,311,Primary,,accepted,OceanLink,DOCK-C,INS004,Good,
DLV002176,PO-00073,EMEA,SUP058,2024-03-19,2024-03-19,601,Primary,,accepted,,DOCK-C,INS004,Good,
DLV002177,PO-00074,EMEA,SUP039,2024-04-07,2024-04-07,117,Primary,,accepted,FreightCo,DOCK-C,INS007,Good,
DLV002178,PO-00075,EMEA,SUP058,2024-02-10,2024-02-10,431,Primary,,accepted,DirectHaul,DOCK-D,INS014,Good,
DLV002179,PO-00076,EMEA,SUP060,2024-04-28,2024-04-13,910,Primary,,accepted,FastFreight,DOCK-A,INS010,Good,
DLV002180,PO-00077,EMEA,SUP016,2024-01-22,2024-01-22,450,Primary,,provisional_receipt,FreightCo,DOCK-B,INS003,Good,
DLV002181,PO-00078,EMEA,SUP047,2024-02-07,2024-01-31,487,Primary,,provisional_receipt,DirectHaul,DOCK-A,INS002,Good,
DLV002182,PO-00079,EMEA,SUP032,2024-03-24,2024-03-24,638,Primary,,accepted,PrimeLogistics,DOCK-C,INS020,Good,
DLV002183,PO-00080,EMEA,SUP018,2024-04-11,2024-04-11,598,Primary,,accepted,PrimeLogistics,DOCK-B,INS003,Good,Minor packaging damage
DLV002184,PO-00081,EMEA,SUP038,2024-02-11,2024-02-11,976,Primary,,accepted,OceanLink,DOCK-A,INS009,Good,
DLV002185,PO-00082,EMEA,SUP012,2024-04-17,2024-04-14,642,Primary,,accepted,PrimeLogistics,DOCK-B,INS007,Good,Partial pallet
DLV002186,PO-00083,EMEA,SUP046,2024-01-15,2024-01-15,956,Primary,,accepted,FastFreight,DOCK-D,INS015,Good,
DLV002187,PO-00084,EMEA,SUP054,2024-03-02,2024-03-02,886,Primary,,provisional_receipt,FreightCo,DOCK-A,INS020,Good,
DLV002188,PO-00085,EMEA,SUP001,2024-02-02,2024-02-02,927,Primary,,accepted,GlobalShip,DOCK-C,INS003,Good,
DLV002189,PO-00086,EMEA,SUP033,2024-03-09,2024-03-03,122,Primary,,accepted,PrimeLogistics,DOCK-D,INS017,Damaged,
DLV002190,PO-00087,EMEA,SUP031,2024-04-14,2024-04-08,609,Primary,,accepted,FastFreight,DOCK-C,INS003,Good,
DLV002191,PO-00088,EMEA,SUP049,2024-03-13,2024-03-07,373,Primary,,accepted,DirectHaul,DOCK-D,INS012,Good,
DLV002192,PO-00089,EMEA,SUP040,2024-01-17,2024-01-14,644,Primary,,accepted,DirectHaul,DOCK-B,INS012,Good,
DLV002193,PO-00090,EMEA,SUP032,2024-02-14,2024-02-10,216,Primary,,accepted,FreightCo,DOCK-D,INS012,Good,
DLV002194,PO-00091,EMEA,SUP007,2024-02-19,2024-02-13,1032,Primary,,accepted,PrimeLogistics,DOCK-B,INS012,Good,
DLV002195,PO-00092,EMEA,SUP010,2024-04-22,2024-04-19,337,Primary,,accepted,FreightCo,DOCK-D,INS016,Good,
DLV002196,PO-00093,EMEA,SUP032,2024-02-17,2024-02-07,406,Primary,,provisional_receipt,PrimeLogistics,DOCK-C,INS010,Good,
DLV002197,PO-00094,EMEA,SUP057,2024-03-27,2024-03-23,611,Primary,,accepted,PrimeLogistics,DOCK-D,INS011,Good,
DLV002198,PO-00095,EMEA,SUP024,2024-01-17,2024-01-17,414,Primary,,provisional_receipt,PrimeLogistics,DOCK-D,INS010,Good,
DLV002199,PO-00096,EMEA,SUP006,2024-01-23,2024-01-23,705,Primary,,accepted,GlobalShip,DOCK-D,INS014,Good,
DLV002200,PO-00097,EMEA,SUP049,2024-02-21,2024-02-15,275,Primary,,accepted,PrimeLogistics,DOCK-C,INS001,Good,Correct paperwork
DLV002201,PO-00098,EMEA,SUP024,2024-02-24,2024-02-24,1108,Primary,,provisional_receipt,DirectHaul,DOCK-D,INS012,Good,
DLV002202,PO-00099,EMEA,SUP007,2024-01-29,2024-01-25,226,Primary,,accepted,OceanLink,DOCK-B,INS004,Good,
DLV002203,PO-00100,EMEA,SUP055,2024-03-08,2024-03-02,696,Primary,,accepted,GlobalShip,DOCK-A,INS015,Good,
