zone_assignment_id,worker_id,zone_id,start_datetime,end_datetime,reason
ZA00641,W014,Z07,2024-03-22 06:55:52,2024-03-22 08:14:07,training
ZA00642,W126,Z08,2024-03-22 14:41:14,2024-03-22 16:24:55,absence_cover
ZA00643,W073,Z04,2024-03-22 06:49:18,2024-03-22 08:20:25,training
ZA00644,W062,Z08,2024-03-23 00:27:01,2024-03-23 02:53:51,absence_cover
ZA00645,W070,Z10,2024-03-22 08:10:14,2024-03-22 09:19:08,absence_cover
ZA00646,W032,Z02,2024-03-23 08:33:45,2024-03-23 09:50:57,training
ZA00647,W028,Z02,2024-03-23 07:25:19,2024-03-23 09:16:56,training
ZA00648,W073,Z11,2024-03-23 06:42:13,2024-03-23 08:08:03,overflow
ZA00649,W014,Z09,2024-03-23 07:24:56,2024-03-23 08:25:59,absence_cover
ZA00650,W021,Z07,2024-03-23 08:13:39,2024-03-23 10:19:45,coverage
ZA00651,W058,Z02,2024-03-23 07:23:59,2024-03-23 08:48:13,absence_cover
ZA00652,W141,Z12,2024-03-23 15:33:57,2024-03-23 17:20:09,absence_cover
ZA00653,W142,Z06,2024-03-23 09:00:19,2024-03-23 10:00:31,training
ZA00654,W057,Z11,2024-03-24 14:28:59,2024-03-24 16:31:56,training
ZA00655,W085,Z03,2024-03-24 07:36:56,2024-03-24 09:16:55,training
ZA00656,W070,Z07,2024-03-24 08:30:02,2024-03-24 10:59:17,training
ZA00657,W077,Z01,2024-03-25 00:59:55,2024-03-25 02:19:11,absence_cover
ZA00658,W088,Z11,2024-03-24 23:07:20,2024-03-25 00:48:51,training
ZA00659,W145,Z05,2024-03-24 15:57:47,2024-03-24 16:55:46,coverage
ZA00660,W038,Z02,2024-03-24 23:46:17,2024-03-25 02:12:29,training
ZA00661,W130,Z06,2024-03-24 08:11:00,2024-03-24 10:40:02,equipment_failure
ZA00662,W086,Z12,2024-03-25 22:53:22,2024-03-26 00:38:37,overflow
ZA00663,W015,Z01,2024-03-25 22:36:39,2024-03-26 00:39:44,overflow
ZA00664,W028,Z11,2024-03-25 07:28:54,2024-03-25 09:54:33,training
ZA00665,W121,Z01,2024-03-25 06:25:57,2024-03-25 08:10:13,overflow
ZA00666,W067,Z02,2024-03-26 00:39:24,2024-03-26 02:09:38,overflow
ZA00667,W110,Z11,2024-03-25 09:26:51,2024-03-25 10:43:19,absence_cover
ZA00668,W036,Z07,2024-03-25 14:32:33,2024-03-25 16:29:24,training
ZA00669,W120,Z10,2024-03-25 15:53:44,2024-03-25 17:42:36,coverage
ZA00670,W146,Z11,2024-03-27 00:05:10,2024-03-27 02:05:46,overflow
ZA00671,W075,Z12,2024-03-26 23:52:31,2024-03-27 00:44:42,training
ZA00672,W047,Z07,2024-03-26 06:34:18,2024-03-26 07:22:28,absence_cover
ZA00673,W111,Z09,2024-03-26 17:25:32,2024-03-26 19:50:58,coverage
ZA00674,W038,Z11,2024-03-26 23:29:07,2024-03-27 01:24:38,overflow
ZA00675,W036,Z10,2024-03-26 14:22:37,2024-03-26 16:21:51,absence_cover
ZA00676,W017,Z08,2024-03-26 07:56:16,2024-03-26 09:33:37,absence_cover
ZA00677,W010,Z12,2024-03-26 14:42:51,2024-03-26 16:08:53,absence_cover
ZA00678,W087,Z05,2024-03-27 23:08:50,2024-03-27 23:54:31,coverage
ZA00679,W067,Z01,2024-03-27 15:42:12,2024-03-27 16:38:08,overflow
ZA00680,W058,Z08,2024-03-27 07:07:32,2024-03-27 08:24:50,equipment_failure
ZA00681,W044,Z08,2024-03-27 23:55:43,2024-03-28 01:06:00,equipment_failure
ZA00682,W042,Z02,2024-03-27 09:26:03,2024-03-27 11:47:34,absence_cover
ZA00683,W071,Z05,2024-03-27 07:02:44,2024-03-27 08:34:51,training
ZA00684,W055,Z04,2024-03-27 08:24:48,2024-03-27 09:29:22,equipment_failure
ZA00685,W024,Z05,2024-03-28 16:24:33,2024-03-28 17:53:42,training
ZA00686,W032,Z05,2024-03-28 22:23:09,2024-03-28 23:35:08,coverage
ZA00687,W051,Z03,2024-03-28 14:58:52,2024-03-28 17:10:16,coverage
ZA00688,W132,Z09,2024-03-28 08:04:16,2024-03-28 09:08:10,overflow
ZA00689,W004,Z09,2024-03-29 00:06:55,2024-03-29 01:37:44,coverage
ZA00690,W052,Z12,2024-03-28 23:45:04,2024-03-29 00:51:13,absence_cover
ZA00691,W086,Z12,2024-03-29 00:28:49,2024-03-29 02:39:57,absence_cover
ZA00692,W001,Z02,2024-03-28 07:50:54,2024-03-28 08:51:32,equipment_failure
ZA00693,W063,Z10,2024-03-29 23:03:37,2024-03-30 00:21:35,absence_cover
ZA00694,W069,Z06,2024-03-29 09:21:17,2024-03-29 11:11:48,overflow
ZA00695,W068,Z11,2024-03-29 09:20:18,2024-03-29 10:39:06,overflow
ZA00696,W056,Z06,2024-03-29 17:21:09,2024-03-29 19:29:17,equipment_failure
ZA00697,W076,Z04,2024-03-30 01:32:11,2024-03-30 02:42:34,coverage
ZA00698,W066,Z04,2024-03-29 09:32:25,2024-03-29 11:26:40,overflow
ZA00699,W041,Z04,2024-03-29 16:51:28,2024-03-29 17:55:59,training
ZA00700,W129,Z01,2024-03-29 22:58:04,2024-03-30 01:27:28,absence_cover
ZA00701,W058,Z09,2024-03-30 08:49:59,2024-03-30 11:08:20,equipment_failure
ZA00702,W046,Z06,2024-03-30 07:15:12,2024-03-30 08:52:11,training
ZA00703,W028,Z10,2024-03-30 08:08:11,2024-03-30 09:21:09,overflow
ZA00704,W086,Z11,2024-03-30 22:47:32,2024-03-30 23:52:04,coverage
ZA00705,W103,Z02,2024-03-30 23:33:06,2024-03-31 01:02:25,absence_cover
ZA00706,W108,Z07,2024-03-30 22:29:38,2024-03-31 00:04:43,training
ZA00707,W049,Z10,2024-03-30 07:58:53,2024-03-30 09:33:47,training
ZA00708,W147,Z08,2024-03-31 00:27:02,2024-03-31 01:21:27,equipment_failure
ZA00709,W025,Z02,2024-04-01 01:12:31,2024-04-01 02:22:04,overflow
ZA00710,W013,Z07,2024-03-31 15:41:26,2024-03-31 17:56:21,coverage
ZA00711,W117,Z08,2024-03-31 16:42:24,2024-03-31 18:43:13,training
ZA00712,W090,Z12,2024-04-01 00:55:51,2024-04-01 03:22:24,equipment_failure
ZA00713,W007,Z07,2024-03-31 06:38:54,2024-03-31 09:08:37,overflow
ZA00714,W037,Z10,2024-03-31 17:32:22,2024-03-31 18:32:16,equipment_failure
ZA00715,W001,Z03,2024-03-31 07:30:14,2024-03-31 09:24:26,overflow
ZA00716,W032,Z08,2024-04-01 01:22:35,2024-04-01 03:04:31,equipment_failure
ZA00717,W071,Z01,2024-04-01 08:00:20,2024-04-01 08:57:54,coverage
ZA00718,W070,Z10,2024-04-01 08:38:37,2024-04-01 10:16:03,overflow
ZA00719,W072,Z06,2024-04-01 22:50:05,2024-04-02 01:10:53,overflow
ZA00720,W055,Z03,2024-04-01 07:04:06,2024-04-01 08:45:02,absence_cover
ZA00721,W133,Z05,2024-04-01 09:01:53,2024-04-01 10:57:45,absence_cover
ZA00722,W054,Z10,2024-04-01 15:16:58,2024-04-01 17:46:56,absence_cover
ZA00723,W131,Z02,2024-04-01 06:30:38,2024-04-01 08:40:12,absence_cover
ZA00724,W044,Z05,2024-04-01 23:46:44,2024-04-02 00:39:18,equipment_failure
ZA00725,W104,Z05,2024-04-02 15:17:37,2024-04-02 16:11:22,overflow
ZA00726,W074,Z12,2024-04-02 14:55:21,2024-04-02 17:13:14,absence_cover
ZA00727,W065,Z11,2024-04-02 23:27:11,2024-04-03 01:16:20,equipment_failure
ZA00728,W054,Z02,2024-04-02 14:58:25,2024-04-02 16:09:08,equipment_failure
ZA00729,W002,Z12,2024-04-02 07:41:18,2024-04-02 10:05:49,overflow
ZA00730,W145,Z11,2024-04-02 15:07:06,2024-04-02 17:01:05,equipment_failure
ZA00731,W038,Z03,2024-04-02 23:36:42,2024-04-03 00:36:41,overflow
ZA00732,W009,Z12,2024-04-02 08:15:18,2024-04-02 09:39:27,equipment_failure
ZA00733,W023,Z10,2024-04-03 17:11:24,2024-04-03 19:33:36,absence_cover
ZA00734,W054,Z11,2024-04-03 16:07:55,2024-04-03 17:23:44,coverage
ZA00735,W022,Z01,2024-04-03 08:01:47,2024-04-03 10:19:43,coverage
ZA00736,W020,Z01,2024-04-04 00:26:43,2024-04-04 01:20:50,equipment_failure
ZA00737,W031,Z05,2024-04-03 06:46:17,2024-04-03 07:47:31,overflow
ZA00738,W051,Z11,2024-04-03 16:09:21,2024-04-03 17:11:59,training
ZA00739,W003,Z10,2024-04-03 15:10:05,2024-04-03 16:50:32,coverage
ZA00740,W045,Z09,2024-04-04 16:13:04,2024-04-04 18:24:40,equipment_failure
ZA00741,W071,Z05,2024-04-04 15:51:43,2024-04-04 17:58:23,absence_cover
ZA00742,W005,Z08,2024-04-04 22:46:16,2024-04-05 00:28:12,overflow
ZA00743,W111,Z12,2024-04-04 15:37:24,2024-04-04 17:59:29,training
ZA00744,W112,Z05,2024-04-04 08:37:54,2024-04-04 10:35:31,training
ZA00745,W065,Z03,2024-04-05 01:21:18,2024-04-05 02:32:19,coverage
ZA00746,W004,Z03,2024-04-05 00:51:20,2024-04-05 03:07:17,training
ZA00747,W094,Z08,2024-04-04 09:42:51,2024-04-04 11:12:55,training
ZA00748,W026,Z08,2024-04-06 00:32:39,2024-04-06 01:37:26,overflow
ZA00749,W002,Z07,2024-04-05 08:13:09,2024-04-05 09:44:56,equipment_failure
ZA00750,W076,Z03,2024-04-05 22:49:59,2024-04-06 01:11:21,absence_cover
ZA00751,W031,Z06,2024-04-05 09:13:36,2024-04-05 11:39:15,absence_cover
ZA00752,W083,Z07,2024-04-05 23:07:26,2024-04-05 23:54:25,overflow
ZA00753,W122,Z07,2024-04-05 08:41:44,2024-04-05 09:55:10,equipment_failure
ZA00754,W085,Z10,2024-04-05 08:32:31,2024-04-05 10:13:34,coverage
ZA00755,W050,Z07,2024-04-06 16:25:05,2024-04-06 18:02:10,overflow
ZA00756,W131,Z08,2024-04-06 06:34:58,2024-04-06 07:48:01,coverage
ZA00757,W013,Z06,2024-04-06 17:30:31,2024-04-06 18:59:54,training
ZA00758,W017,Z05,2024-04-06 07:25:52,2024-04-06 08:13:22,overflow
ZA00759,W016,Z02,2024-04-06 07:44:49,2024-04-06 08:53:09,coverage
ZA00760,W136,Z05,2024-04-06 15:58:03,2024-04-06 17:55:46,training
ZA00761,W052,Z11,2024-04-06 22:37:55,2024-04-07 00:37:40,training
ZA00762,W054,Z04,2024-04-06 14:39:18,2024-04-06 16:36:05,overflow
ZA00763,W017,Z07,2024-04-07 06:42:06,2024-04-07 08:03:39,equipment_failure
ZA00764,W028,Z07,2024-04-07 06:57:26,2024-04-07 08:40:39,overflow
ZA00765,W033,Z03,2024-04-07 09:05:42,2024-04-07 10:49:32,training
ZA00766,W066,Z10,2024-04-07 09:15:03,2024-04-07 10:03:24,training
ZA00767,W025,Z09,2024-04-07 15:33:46,2024-04-07 16:58:38,absence_cover
ZA00768,W083,Z08,2024-04-07 23:14:20,2024-04-08 00:43:32,coverage
ZA00769,W007,Z02,2024-04-07 08:11:54,2024-04-07 09:17:16,training
ZA00770,W023,Z09,2024-04-07 15:03:09,2024-04-07 16:03:02,training
ZA00771,W013,Z04,2024-04-08 15:22:04,2024-04-08 17:14:48,overflow
ZA00772,W047,Z11,2024-04-08 08:02:58,2024-04-08 09:18:07,absence_cover
ZA00773,W129,Z01,2024-04-09 01:28:37,2024-04-09 03:20:08,coverage
ZA00774,W040,Z05,2024-04-08 07:24:33,2024-04-08 08:14:23,training
ZA00775,W143,Z11,2024-04-08 07:17:06,2024-04-08 08:53:21,training
ZA00776,W134,Z05,2024-04-08 07:10:36,2024-04-08 08:29:34,equipment_failure
ZA00777,W050,Z01,2024-04-08 17:36:27,2024-04-08 19:59:42,coverage
ZA00778,W041,Z08,2024-04-09 16:03:32,2024-04-09 18:16:31,overflow
ZA00779,W003,Z05,2024-04-09 15:18:44,2024-04-09 17:22:03,absence_cover
ZA00780,W023,Z07,2024-04-09 17:15:54,2024-04-09 19:28:23,absence_cover
ZA00781,W059,Z01,2024-04-09 16:33:19,2024-04-09 18:45:15,training
ZA00782,W040,Z01,2024-04-09 06:26:22,2024-04-09 07:51:50,equipment_failure
ZA00783,W050,Z10,2024-04-09 16:53:28,2024-04-09 18:21:11,overflow
ZA00784,W034,Z06,2024-04-09 22:51:20,2024-04-10 00:57:37,equipment_failure
ZA00785,W072,Z06,2024-04-10 00:31:11,2024-04-10 02:11:13,coverage
ZA00786,W143,Z08,2024-04-10 07:39:30,2024-04-10 08:34:43,equipment_failure
ZA00787,W066,Z09,2024-04-10 09:18:47,2024-04-10 10:24:50,equipment_failure
ZA00788,W116,Z06,2024-04-10 16:35:02,2024-04-10 17:50:53,equipment_failure
ZA00789,W062,Z12,2024-04-10 23:10:41,2024-04-11 00:42:37,equipment_failure
ZA00790,W140,Z02,2024-04-10 08:47:41,2024-04-10 09:56:54,overflow
ZA00791,W067,Z02,2024-04-10 14:31:34,2024-04-10 16:07:29,training
ZA00792,W084,Z07,2024-04-10 16:09:32,2024-04-10 18:03:28,absence_cover
ZA00793,W063,Z10,2024-04-10 23:59:14,2024-04-11 01:24:54,absence_cover
ZA00794,W078,Z03,2024-04-11 06:52:52,2024-04-11 08:09:24,overflow
ZA00795,W013,Z11,2024-04-11 15:11:37,2024-04-11 16:10:32,equipment_failure
ZA00796,W017,Z08,2024-04-11 09:33:53,2024-04-11 10:38:09,equipment_failure
ZA00797,W040,Z01,2024-04-11 08:17:12,2024-04-11 09:44:31,coverage
ZA00798,W051,Z01,2024-04-11 16:10:15,2024-04-11 17:56:40,overflow
ZA00799,W122,Z07,2024-04-11 08:07:53,2024-04-11 09:27:31,training
ZA00800,W106,Z10,2024-04-11 23:20:22,2024-04-12 00:23:16,training
ZA00801,W063,Z03,2024-04-11 23:41:26,2024-04-12 01:04:27,equipment_failure
ZA00802,W005,Z10,2024-04-13 01:35:03,2024-04-13 02:29:51,overflow
ZA00803,W090,Z06,2024-04-13 00:13:07,2024-04-13 02:42:01,equipment_failure
ZA00804,W010,Z07,2024-04-12 17:17:37,2024-04-12 19:15:27,overflow
ZA00805,W115,Z08,2024-04-12 15:45:37,2024-04-12 17:46:58,equipment_failure
ZA00806,W134,Z05,2024-04-12 09:19:21,2024-04-12 11:01:17,equipment_failure
ZA00807,W073,Z07,2024-04-12 07:24:14,2024-04-12 08:10:38,equipment_failure
ZA00808,W128,Z10,2024-04-12 15:54:21,2024-04-12 16:49:08,equipment_failure
ZA00809,W021,Z09,2024-04-12 07:33:55,2024-04-12 09:24:18,equipment_failure
ZA00810,W074,Z05,2024-04-13 15:25:14,2024-04-13 16:33:45,training
ZA00811,W023,Z01,2024-04-13 16:22:39,2024-04-13 17:15:20,absence_cover
ZA00812,W141,Z07,2024-04-13 17:23:34,2024-04-13 19:51:49,coverage
ZA00813,W002,Z08,2024-04-13 09:30:31,2024-04-13 10:16:13,equipment_failure
ZA00814,W082,Z06,2024-04-13 14:12:28,2024-04-13 15:08:18,coverage
ZA00815,W058,Z10,2024-04-13 09:29:00,2024-04-13 11:45:17,training
ZA00816,W049,Z05,2024-04-13 06:31:26,2024-04-13 07:23:57,equipment_failure
ZA00817,W061,Z11,2024-04-13 15:17:13,2024-04-13 16:31:33,overflow
ZA00818,W001,Z01,2024-04-14 06:17:18,2024-04-14 07:10:50,equipment_failure
ZA00819,W082,Z09,2024-04-14 16:35:03,2024-04-14 18:22:07,overflow
ZA00820,W089,Z10,2024-04-14 23:27:13,2024-04-15 00:37:56,equipment_failure
ZA00821,W094,Z08,2024-04-14 07:50:22,2024-04-14 09:42:25,overflow
ZA00822,W123,Z12,2024-04-14 07:29:32,2024-04-14 08:28:30,overflow
ZA00823,W058,Z01,2024-04-14 09:16:05,2024-04-14 10:13:15,equipment_failure
ZA00824,W025,Z02,2024-04-14 17:11:30,2024-04-14 18:55:35,overflow
ZA00825,W012,Z01,2024-04-15 07:54:06,2024-04-15 09:05:57,training
ZA00826,W043,Z07,2024-04-16 00:44:07,2024-04-16 02:20:40,training
ZA00827,W140,Z03,2024-04-15 06:44:05,2024-04-15 08:55:19,training
ZA00828,W048,Z04,2024-04-16 00:41:56,2024-04-16 02:47:46,training
ZA00829,W081,Z10,2024-04-15 07:10:20,2024-04-15 08:29:05,equipment_failure
ZA00830,W015,Z08,2024-04-15 07:34:06,2024-04-15 08:36:00,coverage
ZA00831,W033,Z03,2024-04-15 09:16:53,2024-04-15 10:40:18,equipment_failure
ZA00832,W144,Z04,2024-04-15 07:23:12,2024-04-15 08:58:05,equipment_failure
ZA00833,W133,Z07,2024-04-16 09:34:44,2024-04-16 10:58:07,training
ZA00834,W046,Z09,2024-04-17 01:24:27,2024-04-17 03:47:22,training
ZA00835,W147,Z07,2024-04-16 23:28:19,2024-04-17 01:15:39,overflow
ZA00836,W066,Z09,2024-04-16 08:24:28,2024-04-16 09:39:29,equipment_failure
ZA00837,W026,Z06,2024-04-17 01:31:12,2024-04-17 03:18:51,equipment_failure
ZA00838,W146,Z06,2024-04-17 00:43:35,2024-04-17 02:41:07,absence_cover
ZA00839,W068,Z10,2024-04-16 07:10:20,2024-04-16 08:57:40,training
ZA00840,W074,Z04,2024-04-16 17:07:14,2024-04-16 19:12:17,overflow
ZA00841,W010,Z06,2024-04-17 15:54:59,2024-04-17 17:37:00,equipment_failure
ZA00842,W143,Z06,2024-04-17 08:29:15,2024-04-17 09:53:15,overflow
ZA00843,W120,Z05,2024-04-17 15:36:40,2024-04-17 17:08:53,absence_cover
ZA00844,W088,Z05,2024-04-18 01:36:49,2024-04-18 03:35:18,training
ZA00845,W023,Z06,2024-04-17 14:36:52,2024-04-17 15:34:58,training
ZA00846,W097,Z06,2024-04-17 14:52:32,2024-04-17 17:10:05,equipment_failure
ZA00847,W059,Z06,2024-04-17 15:00:45,2024-04-17 16:33:07,absence_cover
ZA00848,W075,Z02,2024-04-18 00:33:55,2024-04-18 02:44:03,equipment_failure
ZA00849,W029,Z12,2024-04-18 07:21:02,2024-04-18 08:30:20,equipment_failure
ZA00850,W056,Z07,2024-04-18 14:46:05,2024-04-18 15:39:30,training
ZA00851,W022,Z06,2024-04-18 06:57:19,2024-04-18 08:54:16,overflow
ZA00852,W078,Z05,2024-04-18 06:47:15,2024-04-18 08:40:25,coverage
ZA00853,W023,Z05,2024-04-18 17:08:01,2024-04-18 18:47:24,coverage
ZA00854,W145,Z06,2024-04-18 17:27:48,2024-04-18 19:01:36,training
ZA00855,W100,Z12,2024-04-19 00:03:42,2024-04-19 01:05:21,absence_cover
ZA00856,W055,Z09,2024-04-18 08:29:15,2024-04-18 10:34:07,overflow
ZA00857,W051,Z04,2024-04-18 15:12:25,2024-04-18 17:01:49,equipment_failure
ZA00858,W028,Z05,2024-04-19 07:41:50,2024-04-19 10:09:57,equipment_failure
ZA00859,W018,Z05,2024-04-19 14:26:58,2024-04-19 15:53:07,overflow
ZA00860,W116,Z03,2024-04-19 15:33:14,2024-04-19 17:07:20,equipment_failure
ZA00861,W001,Z11,2024-04-19 07:17:01,2024-04-19 08:31:44,overflow
ZA00862,W065,Z05,2024-04-19 23:32:51,2024-04-20 00:34:47,coverage
ZA00863,W128,Z12,2024-04-19 14:38:05,2024-04-19 16:56:47,equipment_failure
ZA00864,W035,Z04,2024-04-19 15:51:49,2024-04-19 17:58:53,overflow
ZA00865,W049,Z01,2024-04-19 07:23:17,2024-04-19 09:45:52,coverage
ZA00866,W149,Z08,2024-04-21 00:56:53,2024-04-21 03:22:51,absence_cover
ZA00867,W055,Z09,2024-04-20 08:51:48,2024-04-20 10:52:02,coverage
ZA00868,W134,Z12,2024-04-20 08:13:55,2024-04-20 10:22:30,overflow
ZA00869,W079,Z01,2024-04-20 23:32:23,2024-04-21 00:24:32,equipment_failure
ZA00870,W117,Z03,2024-04-20 15:39:12,2024-04-20 17:45:23,training
ZA00871,W141,Z12,2024-04-20 14:31:24,2024-04-20 16:50:01,training
ZA00872,W039,Z09,2024-04-20 08:14:10,2024-04-20 10:23:07,overflow
ZA00873,W014,Z05,2024-04-20 08:07:59,2024-04-20 10:21:21,absence_cover
ZA00874,W091,Z06,2024-04-20 17:37:11,2024-04-20 19:47:04,coverage
ZA00875,W075,Z02,2024-04-22 01:17:07,2024-04-22 03:28:31,equipment_failure
ZA00876,W080,Z04,2024-04-21 15:42:21,2024-04-21 17:04:31,equipment_failure
ZA00877,W116,Z01,2024-04-21 16:22:35,2024-04-21 17:29:07,overflow
ZA00878,W025,Z08,2024-04-21 23:50:07,2024-04-22 00:49:01,overflow
ZA00879,W098,Z01,2024-04-21 07:14:49,2024-04-21 09:13:48,training
ZA00880,W096,Z08,2024-04-21 14:46:19,2024-04-21 17:08:01,overflow
ZA00881,W045,Z05,2024-04-21 14:27:48,2024-04-21 15:39:25,coverage
ZA00882,W111,Z02,2024-04-21 17:33:24,2024-04-21 19:49:52,absence_cover
ZA00883,W054,Z11,2024-04-22 14:29:29,2024-04-22 16:46:03,equipment_failure
ZA00884,W089,Z02,2024-04-23 01:05:45,2024-04-23 02:41:15,absence_cover
ZA00885,W080,Z05,2024-04-22 17:17:24,2024-04-22 18:53:19,training
ZA00886,W036,Z12,2024-04-22 14:51:39,2024-04-22 16:00:17,equipment_failure
ZA00887,W033,Z10,2024-04-22 07:33:09,2024-04-22 08:53:54,training
ZA00888,W096,Z03,2024-04-22 16:46:28,2024-04-22 17:54:02,equipment_failure
ZA00889,W066,Z09,2024-04-22 08:54:38,2024-04-22 10:37:39,absence_cover
ZA00890,W150,Z04,2024-04-22 08:14:25,2024-04-22 10:14:04,coverage
ZA00891,W144,Z06,2024-04-23 08:54:12,2024-04-23 10:19:34,overflow
ZA00892,W074,Z09,2024-04-23 16:33:54,2024-04-23 17:23:36,absence_cover
ZA00893,W082,Z04,2024-04-23 16:50:34,2024-04-23 18:55:38,coverage
ZA00894,W081,Z06,2024-04-23 09:34:18,2024-04-23 10:38:12,absence_cover
ZA00895,W016,Z10,2024-04-23 06:52:33,2024-04-23 09:14:20,overflow
ZA00896,W069,Z03,2024-04-23 07:24:53,2024-04-23 09:13:34,equipment_failure
ZA00897,W119,Z12,2024-04-23 09:26:22,2024-04-23 11:22:19,training
ZA00898,W079,Z08,2024-04-23 23:07:49,2024-04-24 00:05:58,equipment_failure
ZA00899,W028,Z07,2024-04-24 07:38:38,2024-04-24 09:33:39,coverage
ZA00900,W085,Z07,2024-04-24 09:34:05,2024-04-24 10:25:47,coverage
ZA00901,W006,Z03,2024-04-24 07:44:36,2024-04-24 09:53:59,overflow
ZA00902,W055,Z09,2024-04-24 09:06:48,2024-04-24 11:21:43,absence_cover
ZA00903,W137,Z04,2024-04-24 17:02:59,2024-04-24 18:07:22,coverage
ZA00904,W007,Z05,2024-04-24 07:40:06,2024-04-24 09:26:51,training
ZA00905,W021,Z05,2024-04-24 06:59:40,2024-04-24 08:25:48,training
ZA00906,W142,Z06,2024-04-24 07:02:33,2024-04-24 08:18:41,absence_cover
ZA00907,W031,Z05,2024-04-25 08:55:53,2024-04-25 10:52:48,equipment_failure
ZA00908,W150,Z10,2024-04-25 06:14:06,2024-04-25 08:37:17,coverage
ZA00909,W084,Z06,2024-04-25 15:59:47,2024-04-25 17:53:31,absence_cover
ZA00910,W140,Z04,2024-04-25 08:20:46,2024-04-25 09:13:15,coverage
ZA00911,W136,Z12,2024-04-25 17:15:09,2024-04-25 19:11:59,coverage
ZA00912,W135,Z08,2024-04-25 15:16:55,2024-04-25 16:10:54,absence_cover
ZA00913,W042,Z03,2024-04-25 17:32:27,2024-04-25 19:55:42,training
ZA00914,W006,Z12,2024-04-25 08:37:04,2024-04-25 10:18:12,equipment_failure
ZA00915,W043,Z06,2024-04-26 16:23:18,2024-04-26 18:00:02,coverage
ZA00916,W084,Z12,2024-04-26 17:03:35,2024-04-26 19:06:18,absence_cover
ZA00917,W081,Z06,2024-04-26 06:41:26,2024-04-26 08:00:49,equipment_failure
ZA00918,W101,Z04,2024-04-26 08:42:52,2024-04-26 11:11:24,overflow
ZA00919,W073,Z04,2024-04-26 08:57:24,2024-04-26 10:34:30,training
ZA00920,W051,Z03,2024-04-26 16:55:28,2024-04-26 18:56:33,training
ZA00921,W061,Z11,2024-04-26 16:34:13,2024-04-26 18:58:37,absence_cover
ZA00922,W054,Z08,2024-04-26 16:25:57,2024-04-26 18:05:17,equipment_failure
ZA00923,W032,Z09,2024-04-27 00:43:07,2024-04-27 03:01:11,equipment_failure
ZA00924,W138,Z12,2024-04-28 00:26:49,2024-04-28 01:13:51,overflow
ZA00925,W124,Z04,2024-04-27 22:40:05,2024-04-28 00:52:25,equipment_failure
ZA00926,W148,Z02,2024-04-27 15:54:53,2024-04-27 18:23:41,equipment_failure
ZA00927,W003,Z08,2024-04-27 15:16:22,2024-04-27 17:15:39,equipment_failure
ZA00928,W055,Z07,2024-04-27 07:38:19,2024-04-27 08:25:24,coverage
ZA00929,W025,Z11,2024-04-27 23:39:45,2024-04-28 00:45:06,coverage
ZA00930,W059,Z01,2024-04-27 16:02:31,2024-04-27 18:18:41,equipment_failure
ZA00931,W045,Z10,2024-04-28 17:35:01,2024-04-28 19:17:50,overflow
ZA00932,W043,Z11,2024-04-28 17:25:31,2024-04-28 19:42:05,equipment_failure
ZA00933,W073,Z04,2024-04-28 07:05:07,2024-04-28 07:52:56,overflow
ZA00934,W053,Z07,2024-04-29 01:08:12,2024-04-29 02:53:25,equipment_failure
ZA00935,W117,Z08,2024-04-28 16:54:25,2024-04-28 18:47:08,coverage
ZA00936,W070,Z12,2024-04-28 07:01:07,2024-04-28 08:33:34,overflow
ZA00937,W093,Z11,2024-04-28 15:35:08,2024-04-28 17:33:05,training
ZA00938,W074,Z02,2024-04-28 14:21:19,2024-04-28 15:53:15,equipment_failure
ZA00939,W056,Z08,2024-04-29 15:11:46,2024-04-29 17:11:02,coverage
ZA00940,W031,Z08,2024-04-29 07:54:44,2024-04-29 09:53:18,overflow
ZA00941,W058,Z09,2024-04-29 08:59:00,2024-04-29 11:04:41,training
ZA00942,W076,Z09,2024-04-30 01:26:43,2024-04-30 02:22:05,equipment_failure
ZA00943,W041,Z01,2024-04-29 14:42:05,2024-04-29 15:51:31,equipment_failure
ZA00944,W077,Z08,2024-04-29 23:47:58,2024-04-30 01:25:24,absence_cover
ZA00945,W112,Z01,2024-04-29 09:21:59,2024-04-29 11:50:42,training
ZA00946,W134,Z05,2024-04-29 07:30:56,2024-04-29 09:55:43,coverage
ZA00947,W072,Z05,2024-04-30 23:19:02,2024-05-01 00:23:22,equipment_failure
ZA00948,W066,Z02,2024-04-30 08:39:43,2024-04-30 10:04:27,coverage
ZA00949,W087,Z08,2024-05-01 00:51:40,2024-05-01 03:11:49,absence_cover
ZA00950,W129,Z02,2024-05-01 00:07:58,2024-05-01 02:24:30,equipment_failure
ZA00951,W058,Z01,2024-04-30 07:13:38,2024-04-30 08:05:33,coverage
ZA00952,W144,Z08,2024-04-30 08:17:51,2024-04-30 10:44:07,coverage
ZA00953,W033,Z05,2024-04-30 08:20:26,2024-04-30 10:21:52,training
ZA00954,W011,Z03,2024-05-01 09:16:40,2024-05-01 11:23:22,overflow
ZA00955,W141,Z12,2024-05-01 16:13:37,2024-05-01 18:23:55,training
ZA00956,W029,Z06,2024-05-01 07:17:21,2024-05-01 09:03:30,training
ZA00957,W134,Z08,2024-05-01 09:21:44,2024-05-01 10:50:45,training
ZA00958,W064,Z08,2024-05-01 09:06:33,2024-05-01 11:08:11,coverage
ZA00959,W149,Z12,2024-05-01 23:20:11,2024-05-02 01:13:15,equipment_failure
