order_id,order_date,region,category,revenue,cogs
ORD-13901,2025-12-29,NA,Toys,201.94,139.33
ORD-13902,2025-11-22,EU,Home,459.23,262.89
ORD-13903,2025-11-20,APAC,Apparel,140.56,65.64
ORD-13904,2025-12-29,NA,Home,425.22,246.92
ORD-13905,2025-11-01,LATAM,Apparel,252.33,152.04
ORD-13906,2025-11-14,LATAM,Electronics,266.77,163.26
ORD-13907,2025-12-30,APAC,Electronics,168.06,82.54
ORD-13908,2025-11-13,NA,Toys,295.06,139.25
ORD-13909,2025-12-18,NA,Apparel,176.1,53.61
ORD-13910,2025-11-08,EU,Electronics,38.85,26.05
ORD-13911,2025-12-18,APAC,Apparel,150.56,81.5
ORD-13912,2025-12-19,NA,Apparel,23.06,8.79
ORD-13913,2025-12-01,NA,Electronics,489.61,326.98
ORD-13914,2025-12-29,EU,Toys,483.56,322.04
ORD-13915,2025-11-16,APAC,Toys,209.67,145.86
ORD-13916,2025-12-15,NA,Apparel,369.62,240.11
ORD-13917,2025-12-09,EU,Electronics,185.99,130.03
ORD-13918,2025-12-16,APAC,Home,342.12,136.12
ORD-13919,2025-11-14,LATAM,Electronics,406.61,258.97
ORD-13920,2025-11-26,APAC,Home,474.44,298.52
ORD-13921,2025-12-29,EU,Electronics,212.1,83.22
ORD-13922,2025-11-16,EU,Electronics,395.98,134.39
ORD-13923,2025-12-06,NA,Toys,147.65,102.14
ORD-13924,2025-11-21,APAC,Home,495.36,207.26
ORD-13925,2025-12-20,APAC,Home,32.37,20.99
ORD-13926,2025-11-19,NA,Toys,309.69,93.42
ORD-13927,2025-11-25,EU,Home,336.56,103.8
ORD-13928,2025-11-30,EU,Apparel,350.26,170.35
ORD-13929,2025-12-05,APAC,Toys,77.79,30.76
ORD-13930,2025-12-12,APAC,Electronics,470.49,270.97
ORD-13931,2025-11-23,NA,Home,106.97,56.29
ORD-13932,2025-11-20,NA,Apparel,318.92,105.56
ORD-13933,2025-11-17,NA,Toys,126.88,46.32
ORD-13934,2025-11-24,NA,Home,167.46,76.23
ORD-13935,2025-12-03,APAC,Toys,282.3,105.65
ORD-13936,2025-12-27,LATAM,Home,220.25,135.87
ORD-13937,2025-12-02,APAC,Electronics,96.91,45.2
ORD-13938,2025-11-30,NA,Electronics,102.05,34.43
ORD-13939,2025-11-07,NA,Apparel,220.71,108.97
ORD-13940,2025-12-22,APAC,Home,383.5,128.98
ORD-13941,2025-12-17,LATAM,Apparel,451.02,158.57
ORD-13942,2025-12-01,EU,Toys,60.38,23.9
ORD-13943,2025-12-19,NA,Toys,208.69,134.36
ORD-13944,2025-12-24,NA,Apparel,68.12,45.63
ORD-13945,2025-11-21,EU,Apparel,27.96,17.63
ORD-13946,2025-12-29,APAC,Electronics,337.62,146.4
ORD-13947,2025-11-14,LATAM,Toys,309.18,126.45
ORD-13948,2025-11-24,NA,Home,98.25,51.06
ORD-13949,2025-11-21,NA,Electronics,132.23,77.85
ORD-13950,2025-11-27,EU,Apparel,31.38,21.88
ORD-13951,2025-11-03,APAC,Toys,420.77,148.38
ORD-13952,2025-12-07,EU,Home,487.85,155.97
ORD-13953,2025-12-26,EU,Home,85.02,49.12
ORD-13954,2025-11-15,NA,Apparel,131.11,82.98
ORD-13955,2025-12-18,NA,Apparel,436.84,278.94
ORD-13956,2025-11-10,EU,Electronics,464.7,265.52
ORD-13957,2025-11-02,EU,Toys,221.42,150.92
ORD-13958,2025-11-17,NA,Home,44.3,22.35
ORD-13959,2025-12-06,LATAM,Toys,38.91,25.9
ORD-13960,2025-12-30,APAC,Home,295.5,203.05
ORD-13961,2025-12-08,EU,Home,208.59,133.26
ORD-13962,2025-12-08,EU,Electronics,33.75,14.31
ORD-13963,2025-12-17,EU,Home,299.96,113.53
ORD-13964,2025-11-27,NA,Toys,25.43,13.2
ORD-13965,2025-11-19,EU,Toys,397.94,191.49
ORD-13966,2025-11-10,APAC,Home,167.09,108.79
ORD-13967,2025-11-13,APAC,Apparel,39.32,13.37
ORD-13968,2025-11-22,EU,Home,302.41,121.9
ORD-13969,2025-11-15,NA,Apparel,210.89,126.69
ORD-13970,2025-11-25,LATAM,Electronics,487.42,164.75
ORD-13971,2025-12-07,NA,Apparel,281.22,120.45
ORD-13972,2025-12-24,LATAM,Home,152.11,69.19
ORD-13973,2025-11-16,APAC,Electronics,360.53,197.94
ORD-13974,2025-12-02,EU,Apparel,150.32,54.6
ORD-13975,2025-12-06,APAC,Apparel,454.04,292.51
ORD-13976,2025-12-12,EU,Electronics,199.87,95.74
ORD-13977,2025-12-31,APAC,Electronics,283.94,189.33
ORD-13978,2025-12-14,NA,Home,44.28,21.57
ORD-13979,2025-11-22,LATAM,Electronics,224.54,92.07
ORD-13980,2025-11-17,NA,Electronics,419.53,149.66
ORD-13981,2025-12-19,APAC,Toys,406.71,122.62
ORD-13982,2025-12-23,NA,Apparel,127.67,65.48
ORD-13983,2025-12-02,APAC,Toys,128.52,44.06
ORD-13984,2025-12-17,APAC,Toys,412.31,188.3
ORD-13985,2025-12-12,APAC,Apparel,466.59,249.96
ORD-13986,2025-12-18,NA,Home,65.77,26.98
ORD-13987,2025-12-02,APAC,Electronics,236.03,87.35
ORD-13988,2025-11-30,NA,Home,181.98,110.99
ORD-13989,2025-11-11,EU,Home,437.93,297.23
ORD-13990,2025-12-17,NA,Toys,60.09,20.44
ORD-13991,2025-12-21,LATAM,Electronics,121.34,43.95
ORD-13992,2025-11-23,EU,Home,381.18,260.73
ORD-13993,2025-11-11,APAC,Home,44.62,14.06
ORD-13994,2025-11-09,LATAM,Home,256.42,177.2
ORD-13995,2025-12-17,EU,Home,232.21,70.09
ORD-13996,2025-12-05,NA,Toys,180.51,117.24
ORD-13997,2025-12-02,EU,Electronics,209.39,88.56
ORD-13998,2025-11-12,LATAM,Apparel,274.37,185.32
ORD-13999,2025-12-29,APAC,Apparel,97.46,41.59
ORD-14000,2025-12-27,NA,Toys,294.56,165.46
ORD-14001,2025-12-05,EU,Toys,406.61,135.0
ORD-14002,2025-12-12,NA,Apparel,384.88,152.77
ORD-14003,2025-11-04,EU,Home,93.87,57.21
ORD-14004,2025-12-04,NA,Apparel,91.64,46.87
ORD-14005,2025-11-03,APAC,Home,148.72,99.82
ORD-14006,2025-12-24,NA,Electronics,193.32,91.15
ORD-14007,2025-12-25,NA,Apparel,216.06,139.99
ORD-14008,2025-11-05,APAC,Electronics,346.25,166.06
ORD-14009,2025-12-31,EU,Toys,47.21,32.66
ORD-14010,2025-12-23,APAC,Home,36.64,25.06
ORD-14011,2025-12-13,APAC,Toys,208.12,89.84
ORD-14012,2025-11-04,APAC,Home,354.64,232.07
ORD-14013,2025-12-19,EU,Apparel,112.85,72.12
ORD-14014,2025-11-01,NA,Toys,327.92,126.01
ORD-14015,2025-11-27,NA,Home,144.72,79.55
ORD-14016,2025-11-09,EU,Toys,445.32,146.54
ORD-14017,2025-12-24,NA,Toys,449.93,285.56
ORD-14018,2025-12-11,NA,Toys,162.7,60.17
ORD-14019,2025-11-15,NA,Home,130.4,42.81
ORD-14020,2025-11-05,APAC,Electronics,217.43,100.04
ORD-14021,2025-12-16,APAC,Electronics,135.46,71.9
ORD-14022,2025-11-10,NA,Home,342.74,220.03
ORD-14023,2025-11-01,APAC,Toys,416.51,287.27
ORD-14024,2025-11-14,EU,Apparel,343.08,163.24
ORD-14025,2025-12-03,EU,Toys,415.69,134.76
ORD-14026,2025-11-30,LATAM,Electronics,210.56,126.26
ORD-14027,2025-11-24,NA,Apparel,95.03,49.99
ORD-14028,2025-11-04,LATAM,Home,374.22,179.31
ORD-14029,2025-12-10,EU,Electronics,193.03,81.79
ORD-14030,2025-12-11,APAC,Apparel,342.21,171.43
ORD-14031,2025-12-13,LATAM,Toys,149.91,65.28
ORD-14032,2025-12-30,NA,Electronics,58.99,35.56
ORD-14033,2025-12-10,LATAM,Electronics,496.44,256.94
ORD-14034,2025-12-29,NA,Toys,94.98,61.81
ORD-14035,2025-12-01,NA,Apparel,494.44,255.83
ORD-14036,2025-12-13,LATAM,Apparel,489.09,193.34
ORD-14037,2025-12-02,EU,Electronics,401.03,256.83
ORD-14038,2025-11-02,EU,Electronics,336.52,175.96
ORD-14039,2025-11-01,LATAM,Electronics,297.35,113.81
ORD-14040,2025-12-05,EU,Apparel,435.73,239.39
ORD-14041,2025-12-06,EU,Electronics,158.93,70.42
ORD-14042,2025-11-27,NA,Electronics,244.49,155.93
ORD-14043,2025-11-01,NA,Apparel,317.31,152.73
ORD-14044,2025-11-02,EU,Electronics,217.37,128.37
ORD-14045,2025-12-04,EU,Home,225.19,76.16
ORD-14046,2025-12-17,LATAM,Apparel,178.54,81.84
ORD-14047,2025-11-18,EU,Electronics,290.83,201.63
ORD-14048,2025-12-05,NA,Toys,428.28,266.98
ORD-14049,2025-11-19,EU,Apparel,116.73,42.49
ORD-14050,2025-11-02,APAC,Toys,468.53,192.62
ORD-14051,2025-12-03,EU,Home,350.76,151.5
ORD-14052,2025-12-23,APAC,Toys,415.17,232.56
ORD-14053,2025-12-15,APAC,Electronics,286.97,172.98
ORD-14054,2025-12-14,EU,Apparel,394.17,236.43
ORD-14055,2025-11-28,NA,Home,27.78,14.0
ORD-14056,2025-12-22,EU,Toys,412.82,257.74
ORD-14057,2025-12-31,NA,Home,39.27,18.65
ORD-14058,2025-12-29,NA,Home,447.16,156.31
ORD-14059,2025-11-12,NA,Toys,496.14,260.86
ORD-14060,2025-11-07,EU,Home,161.15,109.73
ORD-14061,2025-12-29,EU,Toys,120.95,74.65
ORD-14062,2025-11-07,EU,Apparel,387.37,205.88
ORD-14063,2025-12-04,NA,Home,141.45,79.03
ORD-14064,2025-11-10,EU,Electronics,435.47,292.73
ORD-14065,2025-11-16,EU,Electronics,69.36,32.69
ORD-14066,2025-11-13,NA,Apparel,80.46,34.8
ORD-14067,2025-12-10,APAC,Home,489.99,338.53
ORD-14068,2025-12-04,APAC,Toys,343.44,221.65
ORD-14069,2025-11-17,NA,Toys,426.51,183.07
ORD-14070,2025-12-23,EU,Toys,175.68,85.29
ORD-14071,2025-11-23,EU,Home,344.71,160.65
ORD-14072,2025-11-18,EU,Toys,305.24,109.78
ORD-14073,2025-12-21,EU,Home,309.51,211.43
ORD-14074,2025-11-26,NA,Toys,347.62,160.5
ORD-14075,2025-11-06,NA,Home,296.17,192.55
ORD-14076,2025-11-24,LATAM,Home,225.95,84.9
ORD-14077,2025-11-26,APAC,Home,152.44,79.14
ORD-14078,2025-11-30,NA,Toys,388.92,120.4
ORD-14079,2025-12-07,APAC,Electronics,128.61,77.9
ORD-14080,2025-11-16,NA,Toys,352.33,187.57
ORD-14081,2025-12-15,EU,Apparel,132.0,72.63
ORD-14082,2025-11-15,EU,Home,320.16,102.67
ORD-14083,2025-11-20,APAC,Apparel,378.6,145.54
ORD-14084,2025-12-14,EU,Toys,124.98,41.21
ORD-14085,2025-12-23,EU,Apparel,48.77,20.27
ORD-14086,2025-12-25,EU,Apparel,82.87,45.66
ORD-14087,2025-11-06,APAC,Toys,310.88,163.67
ORD-14088,2025-12-12,APAC,Electronics,427.73,233.05
ORD-14089,2025-12-25,NA,Apparel,41.6,21.62
ORD-14090,2025-12-12,APAC,Apparel,372.39,152.39
ORD-14091,2025-12-19,LATAM,Apparel,183.83,73.13
ORD-14092,2025-11-03,APAC,Home,249.69,88.6
ORD-14093,2025-11-06,NA,Electronics,465.85,297.97
ORD-14094,2025-11-26,EU,Home,179.35,98.03
ORD-14095,2025-11-25,NA,Home,243.36,91.16
ORD-14096,2025-11-25,EU,Home,26.57,9.85
ORD-14097,2025-12-06,APAC,Electronics,59.17,38.41
ORD-14098,2025-12-01,NA,Home,144.12,86.05
ORD-14099,2025-11-04,NA,Apparel,33.37,18.81
ORD-14100,2025-12-11,NA,Apparel,323.06,149.49
ORD-14101,2025-11-01,NA,Home,224.67,90.94
ORD-14102,2025-12-15,EU,Apparel,283.11,195.85
ORD-14103,2025-11-11,APAC,Home,103.83,64.26
ORD-14104,2025-11-06,NA,Apparel,162.05,68.18
ORD-14105,2025-12-02,LATAM,Electronics,338.64,216.4
ORD-14106,2025-12-25,EU,Electronics,483.35,291.74
ORD-14107,2025-11-28,NA,Home,44.2,18.51
ORD-14108,2025-12-12,EU,Electronics,447.38,210.55
ORD-14109,2025-12-21,EU,Toys,296.9,111.15
ORD-14110,2025-11-22,LATAM,Home,290.68,100.12
ORD-14111,2025-12-07,NA,Toys,260.13,153.24
ORD-14112,2025-12-25,NA,Toys,53.31,21.7
ORD-14113,2025-11-07,LATAM,Electronics,63.14,39.65
ORD-14114,2025-12-28,EU,Apparel,308.44,215.37
ORD-14115,2025-12-04,APAC,Apparel,183.66,60.73
ORD-14116,2025-12-29,EU,Home,460.29,225.18
ORD-14117,2025-11-03,EU,Electronics,215.16,133.58
ORD-14118,2025-11-15,EU,Home,88.78,54.65
ORD-14119,2025-11-14,EU,Apparel,363.07,219.29
ORD-14120,2025-12-28,EU,Apparel,160.81,70.69
ORD-14121,2025-12-26,LATAM,Electronics,272.23,131.09
ORD-14122,2025-12-15,NA,Apparel,354.96,190.96
ORD-14123,2025-12-27,EU,Electronics,452.13,311.78
ORD-14124,2025-12-07,NA,Home,400.25,172.52
ORD-14125,2025-12-01,NA,Home,344.65,230.66
ORD-14126,2025-11-18,APAC,Apparel,346.22,141.17
ORD-14127,2025-11-03,NA,Electronics,474.04,329.76
ORD-14128,2025-12-30,NA,Home,162.0,92.03
ORD-14129,2025-11-05,NA,Home,20.53,9.97
ORD-14130,2025-12-14,APAC,Electronics,150.54,82.1
ORD-14131,2025-12-30,LATAM,Apparel,124.59,50.96
ORD-14132,2025-11-18,EU,Apparel,337.68,138.34
ORD-14133,2025-12-28,NA,Apparel,324.18,111.98
ORD-14134,2025-12-05,NA,Toys,304.86,105.37
ORD-14135,2025-12-07,NA,Toys,27.8,12.21
ORD-14136,2025-12-13,EU,Home,369.81,223.79
ORD-14137,2025-11-03,NA,Home,175.29,95.22
ORD-14138,2025-11-12,NA,Apparel,339.23,115.69
ORD-14139,2025-12-30,NA,Apparel,287.16,184.04
ORD-14140,2025-12-25,LATAM,Electronics,184.51,99.74
ORD-14141,2025-11-21,EU,Toys,84.6,57.9
ORD-14142,2025-11-02,NA,Apparel,65.32,37.11
ORD-14143,2025-11-14,NA,Electronics,419.13,155.11
ORD-14144,2025-12-08,EU,Toys,460.83,225.58
ORD-14145,2025-11-10,EU,Apparel,331.9,185.66
ORD-14146,2025-12-19,EU,Apparel,69.65,21.68
ORD-14147,2025-12-23,NA,Apparel,212.97,65.16
ORD-14148,2025-12-16,APAC,Toys,369.89,130.11
ORD-14149,2025-12-23,LATAM,Apparel,394.31,157.99
ORD-14150,2025-11-26,EU,Toys,76.74,36.21
ORD-14151,2025-12-30,NA,Home,20.01,9.9
ORD-14152,2025-11-05,NA,Toys,361.83,128.53
ORD-14153,2025-11-20,EU,Apparel,191.17,108.84
ORD-14154,2025-11-11,APAC,Apparel,142.15,76.54
ORD-14155,2025-12-07,EU,Electronics,26.19,10.94
ORD-14156,2025-11-16,EU,Toys,279.34,85.33
ORD-14157,2025-12-07,NA,Toys,428.55,141.88
ORD-14158,2025-12-24,LATAM,Electronics,479.66,219.05
ORD-14159,2025-12-25,EU,Electronics,291.56,105.43
ORD-14160,2025-11-25,NA,Toys,266.94,120.32
ORD-14161,2025-12-14,EU,Apparel,60.83,33.53
ORD-14162,2025-12-28,NA,Toys,283.46,147.09
ORD-14163,2025-12-05,NA,Toys,202.39,79.43
ORD-14164,2025-11-22,NA,Toys,311.42,136.26
ORD-14165,2025-11-25,EU,Toys,206.59,112.72
ORD-14166,2025-12-19,NA,Electronics,135.34,87.21
ORD-14167,2025-12-18,EU,Apparel,65.58,39.43
ORD-14168,2025-11-09,NA,Home,171.16,89.24
ORD-14169,2025-12-21,NA,Electronics,66.39,29.54
ORD-14170,2025-12-15,NA,Apparel,104.91,46.79
ORD-14171,2025-12-17,APAC,Apparel,493.92,321.92
ORD-14172,2025-11-06,NA,Home,233.17,73.61
ORD-14173,2025-12-03,NA,Electronics,275.3,191.39
ORD-14174,2025-12-18,NA,Electronics,439.34,248.56
ORD-14175,2025-11-23,LATAM,Home,497.87,285.01
ORD-14176,2025-11-04,NA,Home,299.7,94.47
ORD-14177,2025-11-07,NA,Electronics,409.99,222.3
ORD-14178,2025-11-28,LATAM,Electronics,176.93,87.39
ORD-14179,2025-11-15,NA,Electronics,166.76,57.08
ORD-14180,2025-12-24,APAC,Apparel,213.3,87.7
ORD-14181,2025-11-05,NA,Toys,342.8,224.92
ORD-14182,2025-11-22,APAC,Toys,347.45,180.67
ORD-14183,2025-12-09,EU,Apparel,171.31,79.72
ORD-14184,2025-12-20,EU,Toys,83.94,27.62
ORD-14185,2025-12-10,APAC,Home,323.55,189.49
ORD-14186,2025-12-09,APAC,Apparel,81.6,47.42
ORD-14187,2025-11-26,EU,Apparel,297.68,162.42
ORD-14188,2025-12-20,EU,Toys,352.84,177.87
ORD-14189,2025-11-21,APAC,Home,356.29,168.71
ORD-14190,2025-11-02,NA,Apparel,381.67,205.07
ORD-14191,2025-12-11,LATAM,Electronics,438.97,172.67
ORD-14192,2025-11-18,NA,Electronics,259.98,175.88
ORD-14193,2025-12-21,NA,Home,370.52,198.42
ORD-14194,2025-11-29,APAC,Electronics,317.2,134.64
ORD-14195,2025-12-02,LATAM,Apparel,109.59,52.59
ORD-14196,2025-11-15,EU,Toys,32.33,20.12
ORD-14197,2025-11-23,EU,Home,156.58,57.1
ORD-14198,2025-12-06,APAC,Toys,232.66,97.05
ORD-14199,2025-12-31,EU,Home,316.21,180.81
ORD-14200,2025-11-25,NA,Home,427.98,182.4
ORD-14201,2025-11-28,NA,Apparel,114.2,70.46
ORD-14202,2025-11-12,EU,Electronics,80.26,28.27
ORD-14203,2025-12-14,NA,Toys,482.47,291.93
ORD-14204,2025-12-08,NA,Toys,71.86,23.52
ORD-14205,2025-12-13,NA,Electronics,249.68,76.16
ORD-14206,2025-11-25,APAC,Apparel,301.07,198.49
ORD-14207,2025-11-06,NA,Home,279.86,149.04
ORD-14208,2025-12-20,APAC,Apparel,61.3,27.02
ORD-14209,2025-12-10,LATAM,Home,47.37,18.62
ORD-14210,2025-11-19,APAC,Toys,70.63,38.62
ORD-14211,2025-12-22,NA,Electronics,301.08,151.62
ORD-14212,2025-11-16,EU,Toys,281.29,195.96
ORD-14213,2025-12-16,APAC,Electronics,132.2,91.65
ORD-14214,2025-11-05,NA,Home,326.13,180.68
ORD-14215,2025-11-06,LATAM,Toys,413.63,197.36
ORD-14216,2025-11-18,APAC,Apparel,39.96,19.84
ORD-14217,2025-11-10,EU,Toys,259.1,148.46
ORD-14218,2025-11-25,NA,Electronics,350.87,119.52
ORD-14219,2025-12-16,EU,Toys,141.11,60.87
ORD-14220,2025-12-21,LATAM,Apparel,167.73,55.37
ORD-14221,2025-12-11,APAC,Toys,314.55,103.6
ORD-14222,2025-11-10,APAC,Apparel,451.01,170.63
ORD-14223,2025-12-18,NA,Apparel,408.76,201.97
ORD-14224,2025-11-25,APAC,Electronics,299.9,184.11
ORD-14225,2025-11-21,LATAM,Toys,370.51,183.11
ORD-14226,2025-11-24,EU,Electronics,195.11,84.71
ORD-14227,2025-11-07,NA,Home,327.66,109.09
ORD-14228,2025-11-06,NA,Toys,243.77,126.79
ORD-14229,2025-11-01,NA,Electronics,111.17,45.41
ORD-14230,2025-12-31,APAC,Home,356.83,194.82
ORD-14231,2025-11-20,LATAM,Electronics,287.1,198.35
ORD-14232,2025-11-29,NA,Toys,192.14,66.2
ORD-14233,2025-11-24,NA,Apparel,457.44,176.05
ORD-14234,2025-12-19,APAC,Electronics,30.05,14.7
ORD-14235,2025-11-18,EU,Apparel,171.57,117.95
ORD-14236,2025-11-07,EU,Home,47.3,28.79
ORD-14237,2025-11-09,APAC,Apparel,387.93,255.76
ORD-14238,2025-11-06,LATAM,Toys,357.01,154.76
ORD-14239,2025-11-12,EU,Electronics,179.05,124.76
ORD-14240,2025-11-28,EU,Home,344.32,117.46
ORD-14241,2025-11-29,APAC,Toys,210.05,67.47
ORD-14242,2025-12-06,EU,Home,383.0,245.98
ORD-14243,2025-12-06,EU,Apparel,238.01,159.68
ORD-14244,2025-12-03,LATAM,Apparel,217.89,73.26
ORD-14245,2025-11-27,APAC,Home,468.67,161.87
ORD-14246,2025-11-07,EU,Apparel,140.42,43.99
ORD-14247,2025-11-02,EU,Electronics,77.81,26.6
ORD-14248,2025-11-06,EU,Home,300.58,115.35
ORD-14249,2025-11-23,LATAM,Toys,485.27,333.88
ORD-14250,2025-12-06,APAC,Home,201.36,114.2
ORD-14251,2025-11-06,APAC,Toys,49.78,30.44
ORD-14252,2025-12-09,APAC,Apparel,182.87,111.63
ORD-14253,2025-12-09,APAC,Toys,262.85,135.11
ORD-14254,2025-12-21,NA,Toys,97.72,60.49
ORD-14255,2025-11-21,APAC,Electronics,335.89,180.82
ORD-14256,2025-12-26,LATAM,Home,498.92,212.45
ORD-14257,2025-11-25,APAC,Apparel,236.83,124.2
ORD-14258,2025-11-01,APAC,Apparel,190.27,97.69
ORD-14259,2025-11-19,EU,Apparel,212.34,133.64
ORD-14260,2025-11-27,EU,Home,75.27,52.14
ORD-14261,2025-11-25,EU,Apparel,443.97,206.19
ORD-14262,2025-12-20,LATAM,Electronics,219.12,132.65
ORD-14263,2025-11-06,EU,Electronics,205.89,69.98
ORD-14264,2025-12-17,APAC,Toys,336.65,205.6
ORD-14265,2025-12-28,EU,Electronics,232.18,104.15
ORD-14266,2025-12-06,NA,Toys,331.15,104.56
ORD-14267,2025-12-28,NA,Electronics,49.49,22.04
ORD-14268,2025-11-16,APAC,Home,410.59,223.47
ORD-14269,2025-12-07,EU,Apparel,471.44,163.92
ORD-14270,2025-12-04,LATAM,Toys,331.41,221.92
ORD-14271,2025-11-11,EU,Home,478.19,158.31
ORD-14272,2025-12-14,NA,Home,92.69,62.29
ORD-14273,2025-11-25,NA,Toys,249.16,145.22
ORD-14274,2025-11-11,NA,Home,308.87,133.4
ORD-14275,2025-11-09,LATAM,Home,299.23,136.54
ORD-14276,2025-11-18,NA,Toys,212.7,126.84
ORD-14277,2025-11-20,EU,Electronics,182.28,98.54
ORD-14278,2025-11-18,APAC,Apparel,80.88,45.99
ORD-14279,2025-12-02,NA,Toys,208.04,94.8
ORD-14280,2025-11-10,NA,Toys,98.08,48.56
ORD-14281,2025-11-05,NA,Electronics,372.5,259.24
ORD-14282,2025-11-11,NA,Apparel,120.24,46.36
ORD-14283,2025-11-28,APAC,Home,48.11,22.47
ORD-14284,2025-11-18,EU,Home,285.14,118.83
ORD-14285,2025-11-27,NA,Apparel,305.71,185.27
ORD-14286,2025-11-20,NA,Electronics,438.52,265.57
ORD-14287,2025-12-01,LATAM,Toys,296.95,123.82
ORD-14288,2025-12-21,EU,Home,185.83,61.8
ORD-14289,2025-11-05,APAC,Apparel,405.45,123.49
ORD-14290,2025-11-24,NA,Electronics,279.33,131.56
ORD-14291,2025-11-17,EU,Electronics,58.05,26.94
ORD-14292,2025-12-31,EU,Apparel,291.61,202.77
ORD-14293,2025-11-16,EU,Home,455.85,222.42
ORD-14294,2025-12-17,NA,Home,210.23,84.63
ORD-14295,2025-12-11,EU,Electronics,162.24,106.51
ORD-14296,2025-12-02,NA,Toys,88.87,44.12
ORD-14297,2025-12-09,NA,Home,92.69,50.02
ORD-14298,2025-12-10,NA,Apparel,227.73,77.03
ORD-14299,2025-11-13,APAC,Electronics,305.93,138.64
ORD-14300,2025-11-30,NA,Electronics,58.7,39.78
ORD-14301,2025-11-07,NA,Apparel,470.99,252.36
ORD-14302,2025-11-09,NA,Home,382.46,167.44
ORD-14303,2025-11-20,EU,Electronics,301.58,165.95
ORD-14304,2025-11-01,NA,Home,417.65,277.39
ORD-14305,2025-12-31,EU,Toys,58.49,23.96
ORD-14306,2025-11-26,NA,Electronics,248.88,124.95
ORD-14307,2025-11-22,NA,Home,322.44,220.38
ORD-14308,2025-12-24,EU,Home,417.75,154.13
ORD-14309,2025-12-10,NA,Electronics,396.07,232.84
ORD-14310,2025-11-25,EU,Home,152.99,83.5
ORD-14311,2025-12-22,NA,Electronics,471.62,269.71
ORD-14312,2025-12-26,NA,Toys,79.69,35.1
ORD-14313,2025-11-22,NA,Toys,440.06,187.27
ORD-14314,2025-11-29,EU,Electronics,486.05,278.84
ORD-14315,2025-11-22,NA,Toys,105.03,40.56
ORD-14316,2025-11-28,APAC,Toys,366.59,171.51
ORD-14317,2025-12-23,NA,Toys,39.34,14.76
ORD-14318,2025-12-23,EU,Home,214.6,65.09
ORD-14319,2025-12-26,APAC,Home,267.82,184.27
ORD-14320,2025-12-12,NA,Home,298.71,141.19
ORD-14321,2025-12-09,NA,Apparel,469.25,322.72
ORD-14322,2025-11-09,EU,Apparel,342.68,122.04
ORD-14323,2025-11-20,NA,Apparel,251.01,134.28
ORD-14324,2025-11-21,APAC,Toys,408.64,155.44
ORD-14325,2025-12-09,NA,Toys,476.26,293.39
ORD-14326,2025-12-31,NA,Apparel,30.59,18.77
ORD-14327,2025-12-15,NA,Electronics,491.61,169.63
ORD-14328,2025-11-13,NA,Apparel,61.34,40.78
ORD-14329,2025-12-01,APAC,Toys,410.91,155.26
ORD-14330,2025-11-21,LATAM,Toys,154.56,84.26
ORD-14331,2025-11-12,NA,Apparel,83.45,57.94
ORD-14332,2025-11-26,NA,Apparel,231.13,150.92
ORD-14333,2025-11-21,EU,Toys,329.1,224.65
ORD-14334,2025-11-19,EU,Electronics,202.86,88.66
ORD-14335,2025-12-18,NA,Home,46.19,15.81
ORD-14336,2025-12-15,EU,Apparel,307.74,115.51
ORD-14337,2025-12-11,EU,Electronics,453.15,226.66
ORD-14338,2025-12-02,APAC,Home,203.94,125.89
ORD-14339,2025-12-07,APAC,Electronics,123.84,44.59
ORD-14340,2025-12-21,NA,Home,232.44,131.07
ORD-14341,2025-11-16,APAC,Home,43.21,18.56
ORD-14342,2025-11-21,APAC,Electronics,413.83,180.63
ORD-14343,2025-11-25,EU,Home,416.64,235.3
ORD-14344,2025-11-18,LATAM,Toys,302.24,147.13
ORD-14345,2025-12-23,APAC,Toys,189.49,118.4
ORD-14346,2025-12-21,NA,Home,403.9,146.36
ORD-14347,2025-11-26,NA,Electronics,286.25,176.32
ORD-14348,2025-11-24,NA,Home,416.45,135.64
ORD-14349,2025-11-08,NA,Electronics,323.1,122.01
ORD-14350,2025-12-30,NA,Apparel,396.51,223.02
ORD-14351,2025-12-07,EU,Home,307.31,197.28
ORD-14352,2025-11-13,APAC,Home,218.79,87.75
ORD-14353,2025-12-08,NA,Toys,479.81,206.74
ORD-14354,2025-12-05,EU,Home,279.73,144.02
ORD-14355,2025-11-12,NA,Toys,310.44,119.4
ORD-14356,2025-12-14,LATAM,Home,125.83,78.58
ORD-14357,2025-12-20,APAC,Apparel,320.31,195.21
ORD-14358,2025-12-06,EU,Home,294.37,105.42
ORD-14359,2025-11-02,NA,Home,108.72,52.79
ORD-14360,2025-12-31,EU,Electronics,48.6,29.64
ORD-14361,2025-12-17,APAC,Toys,310.09,134.87
ORD-14362,2025-11-30,NA,Home,386.57,213.87
ORD-14363,2025-12-31,NA,Electronics,271.23,86.82
ORD-14364,2025-12-16,EU,Toys,128.85,70.03
ORD-14365,2025-11-14,NA,Apparel,339.93,122.74
ORD-14366,2025-11-29,APAC,Home,58.45,36.95
ORD-14367,2025-12-22,APAC,Electronics,232.08,102.62
ORD-14368,2025-11-19,LATAM,Apparel,98.42,40.61
ORD-14369,2025-12-24,NA,Apparel,108.54,69.07
ORD-14370,2025-12-15,APAC,Apparel,117.1,37.48
ORD-14371,2025-11-05,NA,Electronics,205.62,94.31
