payment_id,invoice_id,account_id,payment_date,amount_received,currency,applied_fx_rate,usd_amount_applied,payment_method,transaction_ref,is_partial,partial_payment_sequence,prior_outstanding_balance,remaining_balance_after,bank_fee_deducted,is_reconciled,reconciliation_date,reconciliation_source,chargeback_flag,chargeback_date,reversal_of_payment_id,notes
PAY001436,INV001739,ACC0174,2025-05-30,2200.0,USD,1.0,2200.0,ACH,TXN359878,False,0,2200.0,0.0,0.0,True,2025-06-01,bank_feed,False,,,
PAY001437,INV001740,ACC0174,2025-07-02,2200.0,USD,1.0,2200.0,credit_card,TXN120599,False,0,2200.0,0.0,0.0,True,2025-07-03,bank_feed,False,,,
PAY001438,INV001741,ACC0175,2025-02-11,2880.0,EUR,1.0412,2998.66,ACH,TXN667732,False,0,2880.0,0.0,0.0,True,2025-02-13,bank_feed,False,,,
PAY001439,INV001742,ACC0175,2025-03-10,2880.0,EUR,1.0406,2996.93,check,TXN139570,False,0,2880.0,0.0,0.0,True,2025-03-13,bank_feed,False,,,
PAY001440,INV001744,ACC0175,2025-04-30,2880.0,EUR,1.0373,2987.42,ACH,TXN866833,False,0,2880.0,0.0,25.0,True,2025-05-02,bank_feed,False,,,
PAY001441,INV001745,ACC0175,2025-05-30,2880.0,EUR,1.0333,2975.9,ACH,TXN881160,False,0,2880.0,0.0,50.0,True,2025-05-31,bank_feed,False,,,
PAY001442,INV001746,ACC0175,2025-07-12,2880.0,EUR,1.0346,2979.65,credit_card,TXN478256,False,0,2880.0,0.0,50.0,True,2025-07-13,bank_feed,False,,,
PAY001443,INV001748,ACC0175,2025-03-21,2520.0,EUR,1.0424,2626.85,wire,TXN178707,False,0,2520.0,0.0,25.0,True,2025-03-22,bank_feed,False,,,
PAY001444,INV001749,ACC0175,2025-04-12,2520.0,EUR,1.034,2605.68,ACH,TXN449892,False,0,2520.0,0.0,50.0,True,2025-04-15,bank_feed,False,,,
PAY001445,INV001750,ACC0175,2025-05-22,2520.0,EUR,1.0386,2617.27,wire,TXN125365,False,0,2520.0,0.0,50.0,True,2025-05-24,bank_feed,False,,,
PAY001446,INV001751,ACC0175,2025-06-22,2520.0,EUR,1.0339,2605.43,wire,TXN561511,False,0,2520.0,0.0,0.0,True,2025-06-24,bank_feed,False,,,
PAY001447,INV001752,ACC0175,2025-07-14,2520.0,EUR,1.038,2615.76,ACH,TXN709001,False,0,2520.0,0.0,50.0,True,2025-07-17,bank_feed,False,,,
PAY001448,INV001753,ACC0176,2025-02-27,2200.0,USD,1.0,2200.0,wire,TXN654068,False,0,2200.0,0.0,50.0,True,2025-03-01,bank_feed,False,,,
PAY001449,INV001754,ACC0176,2025-04-01,2200.0,USD,1.0,2200.0,wire,TXN320588,False,0,2200.0,0.0,50.0,True,2025-04-02,bank_feed,False,,,
PAY001450,INV001755,ACC0176,2025-05-01,2200.0,USD,1.0,2200.0,credit_card,TXN621495,False,0,2200.0,0.0,50.0,True,2025-05-03,bank_feed,False,,,
PAY001451,INV001756,ACC0176,2025-06-06,1603.84,USD,1.0,1603.84,check,TXN134349,False,0,1603.84,0.0,0.0,True,2025-06-08,bank_feed,False,,,
PAY001452,INV001757,ACC0176,2025-07-01,1603.84,USD,1.0,1603.84,wire,TXN263992,False,0,1603.84,0.0,0.0,True,2025-07-03,bank_feed,False,,,
PAY001453,INV001759,ACC0177,2025-02-03,3500.0,USD,1.0,3500.0,wire,TXN477547,False,0,3500.0,0.0,25.0,True,2025-02-06,bank_feed,False,,,
PAY001454,INV001760,ACC0177,2025-03-13,3500.0,USD,1.0,3500.0,wire,TXN316649,False,0,3500.0,0.0,25.0,True,2025-03-16,bank_feed,False,,,
PAY001455,INV001761,ACC0177,2025-03-29,3500.0,USD,1.0,3500.0,ACH,TXN982170,False,0,3500.0,0.0,0.0,True,2025-03-30,bank_feed,False,,,
PAY001456,INV001762,ACC0177,2025-05-07,3500.0,USD,1.0,3500.0,check,TXN941395,False,0,3500.0,0.0,25.0,True,2025-05-10,bank_feed,False,,,
PAY001457,INV001763,ACC0177,2025-05-28,3500.0,USD,1.0,3500.0,check,TXN448466,False,0,3500.0,0.0,50.0,True,2025-05-30,bank_feed,False,,,
PAY001458,INV001764,ACC0177,2025-07-10,3500.0,USD,1.0,3500.0,credit_card,TXN296607,False,0,3500.0,0.0,25.0,True,2025-07-12,bank_feed,False,,,
PAY001459,INV001766,ACC0177,2025-03-19,2400.0,USD,1.0,2400.0,wire,TXN151877,False,0,2400.0,0.0,25.0,True,2025-03-22,bank_feed,False,,,
PAY001460,INV001767,ACC0177,2025-04-12,2400.0,USD,1.0,2400.0,ACH,TXN870172,False,0,2400.0,0.0,50.0,True,2025-04-14,bank_feed,False,,,
PAY001461,INV001768,ACC0177,2025-05-18,2400.0,USD,1.0,2400.0,wire,TXN812435,False,0,2400.0,0.0,0.0,True,2025-05-21,bank_feed,False,,,
PAY001462,INV001769,ACC0177,2025-06-15,2400.0,USD,1.0,2400.0,ACH,TXN592984,False,0,2400.0,0.0,50.0,True,2025-06-17,bank_feed,False,,,
PAY001463,INV001772,ACC0178,2025-03-10,2940.0,EUR,1.0406,3059.36,wire,TXN364540,False,0,2940.0,0.0,0.0,True,2025-03-12,bank_feed,False,,,
PAY001464,INV001774,ACC0178,2025-05-09,2940.0,EUR,1.0341,3040.25,wire,TXN610493,False,0,2940.0,0.0,0.0,True,2025-05-10,bank_feed,False,,,
PAY001465,INV001775,ACC0178,2025-06-07,2940.0,EUR,1.0321,3034.37,ACH,TXN905172,False,0,2940.0,0.0,50.0,True,2025-06-08,bank_feed,False,,,
PAY001466,INV001776,ACC0178,2025-07-02,2940.0,EUR,1.0314,3032.32,ACH,TXN212049,False,0,2940.0,0.0,25.0,True,2025-07-05,bank_feed,False,,,
PAY001467,INV001777,ACC0178,2025-02-04,2820.0,EUR,1.039,2929.98,wire,TXN844223,False,0,2820.0,0.0,0.0,True,2025-02-06,bank_feed,False,,,
PAY001468,INV001778,ACC0178,2025-03-11,2820.0,EUR,1.0387,2929.13,wire,TXN135371,False,0,2820.0,0.0,0.0,True,2025-03-12,bank_feed,False,,,
PAY001469,INV001779,ACC0178,2025-04-05,2820.0,EUR,1.0358,2920.96,credit_card,TXN100861,False,0,2820.0,0.0,0.0,True,2025-04-08,bank_feed,False,,,
PAY001470,INV001781,ACC0178,2025-05-29,2820.0,EUR,1.0315,2908.83,wire,TXN945669,False,0,2820.0,0.0,0.0,True,2025-05-31,bank_feed,False,,,
PAY001471,INV001782,ACC0178,2025-06-28,2820.0,EUR,1.0293,2902.63,credit_card,TXN604758,False,0,2820.0,0.0,0.0,True,2025-06-29,bank_feed,False,,,
PAY001472,INV001783,ACC0179,2025-02-21,2500.0,USD,1.0,2500.0,wire,TXN161701,False,0,2500.0,0.0,0.0,True,2025-02-23,bank_feed,False,,,
PAY001473,INV001784,ACC0179,2025-03-26,2500.0,USD,1.0,2500.0,credit_card,TXN633338,False,0,2500.0,0.0,0.0,True,2025-03-29,bank_feed,False,,,
PAY001474,INV001786,ACC0179,2025-05-21,2500.0,USD,1.0,2500.0,wire,TXN440697,False,0,2500.0,0.0,25.0,True,2025-05-23,bank_feed,False,,,
PAY001475,INV001787,ACC0179,2025-06-12,2500.0,USD,1.0,2500.0,credit_card,TXN600267,False,0,2500.0,0.0,0.0,True,2025-06-13,bank_feed,False,,,
PAY001476,INV001788,ACC0179,2025-07-23,2500.0,USD,1.0,2500.0,wire,TXN182351,False,0,2500.0,0.0,25.0,True,2025-07-24,bank_feed,False,,,
PAY001477,INV001789,ACC0180,2025-02-06,3300.0,USD,1.0,3300.0,ACH,TXN367943,False,0,3300.0,0.0,0.0,True,2025-02-09,bank_feed,False,,,
PAY001478,INV001790,ACC0180,2025-03-01,3300.0,USD,1.0,3300.0,wire,TXN850752,False,0,3300.0,0.0,25.0,True,2025-03-03,bank_feed,False,,,
PAY001479,INV001791,ACC0180,2025-04-10,3300.0,USD,1.0,3300.0,check,TXN126336,False,0,3300.0,0.0,25.0,True,2025-04-11,bank_feed,False,,,
PAY001480,INV001792,ACC0180,2025-05-01,3300.0,USD,1.0,3300.0,wire,TXN743699,False,0,3300.0,0.0,0.0,True,2025-05-02,bank_feed,False,,,
PAY001481,INV001795,ACC0181,2025-02-03,3500.0,USD,1.0,3500.0,wire,TXN510882,False,0,3500.0,0.0,0.0,True,2025-02-06,bank_feed,False,,,
PAY001482,INV001796,ACC0181,2025-03-09,3500.0,USD,1.0,3500.0,ACH,TXN770601,False,0,3500.0,0.0,50.0,True,2025-03-12,bank_feed,False,,,
PAY001483,INV001797,ACC0181,2025-03-31,3500.0,USD,1.0,3500.0,wire,TXN747817,False,0,3500.0,0.0,0.0,True,2025-04-02,bank_feed,False,,,
PAY001484,INV001799,ACC0181,2025-06-05,3500.0,USD,1.0,3500.0,wire,TXN724647,False,0,3500.0,0.0,0.0,True,2025-06-07,bank_feed,False,,,
PAY001485,INV001800,ACC0181,2025-07-10,3500.0,USD,1.0,3500.0,wire,TXN251202,False,0,3500.0,0.0,25.0,True,2025-07-13,bank_feed,False,,,
PAY001486,INV001801,ACC0182,2025-02-09,2400.0,USD,1.0,2400.0,credit_card,TXN410263,False,0,2400.0,0.0,0.0,True,2025-02-12,bank_feed,False,,,
PAY001487,INV001802,ACC0182,2025-03-14,2400.0,USD,1.0,2400.0,ACH,TXN785873,False,0,2400.0,0.0,25.0,True,2025-03-16,bank_feed,False,,,
PAY001488,INV001803,ACC0182,2025-04-04,2400.0,USD,1.0,2400.0,ACH,TXN984175,False,0,2400.0,0.0,0.0,True,2025-04-05,bank_feed,False,,,
PAY001489,INV001806,ACC0182,2025-06-30,2400.0,USD,1.0,2400.0,ACH,TXN566579,False,0,2400.0,0.0,50.0,True,2025-07-03,bank_feed,False,,,
PAY001490,INV001809,ACC0183,2025-03-30,2200.0,USD,1.0,2200.0,ACH,TXN947528,False,0,2200.0,0.0,0.0,True,2025-04-02,bank_feed,False,,,
PAY001491,INV001810,ACC0183,2025-05-04,2200.0,USD,1.0,2200.0,wire,TXN743891,False,0,2200.0,0.0,25.0,True,2025-05-05,bank_feed,False,,,
PAY001492,INV001812,ACC0183,2025-06-29,2200.0,USD,1.0,2200.0,wire,TXN752691,False,0,2200.0,0.0,0.0,True,2025-06-30,bank_feed,False,,,
PAY001493,INV001813,ACC0184,2025-02-18,3200.0,USD,1.0,3200.0,wire,TXN917230,False,0,3200.0,0.0,25.0,True,2025-02-21,bank_feed,False,,,
PAY001494,INV001814,ACC0184,2025-03-21,3200.0,USD,1.0,3200.0,wire,TXN728184,False,0,3200.0,0.0,0.0,True,2025-03-22,bank_feed,False,,,
PAY001495,INV001817,ACC0184,2025-06-22,3200.0,USD,1.0,3200.0,ACH,TXN678926,False,0,3200.0,0.0,0.0,True,2025-06-24,bank_feed,False,,,
PAY001496,INV001818,ACC0184,2025-07-15,3200.0,USD,1.0,3200.0,wire,TXN222018,False,0,3200.0,0.0,0.0,True,2025-07-18,bank_feed,False,,,
PAY001497,INV001819,ACC0184,2025-01-28,2550.0,USD,1.0,2550.0,ACH,TXN319293,False,0,2550.0,0.0,0.0,True,2025-01-31,bank_feed,False,,,
PAY001498,INV001820,ACC0184,2025-03-01,2550.0,USD,1.0,2550.0,ACH,TXN317945,False,0,2550.0,0.0,0.0,True,2025-03-04,bank_feed,False,,,
PAY001499,INV001821,ACC0184,2025-04-03,2550.0,USD,1.0,2550.0,ACH,TXN476637,False,0,2550.0,0.0,0.0,True,2025-04-04,bank_feed,False,,,
PAY001500,INV001822,ACC0184,2025-04-30,2550.0,USD,1.0,2550.0,wire,TXN809399,False,0,2550.0,0.0,50.0,True,2025-05-01,bank_feed,False,,,
PAY001501,INV001823,ACC0184,2025-06-02,2550.0,USD,1.0,2550.0,ACH,TXN648371,False,0,2550.0,0.0,0.0,True,2025-06-03,bank_feed,False,,,
PAY001502,INV001824,ACC0184,2025-07-04,2550.0,USD,1.0,2550.0,credit_card,TXN829750,False,0,2550.0,0.0,0.0,True,2025-07-07,bank_feed,False,,,
PAY001503,INV001825,ACC0185,2025-01-30,3480.0,EUR,1.0384,3613.63,wire,TXN748438,False,0,3480.0,0.0,50.0,True,2025-01-31,bank_feed,False,,,
PAY001504,INV001826,ACC0185,2025-03-13,3480.0,EUR,1.0402,3619.9,wire,TXN599747,False,0,3480.0,0.0,0.0,True,2025-03-16,bank_feed,False,,,
PAY001505,INV001827,ACC0185,2025-04-07,3480.0,EUR,1.0397,3618.16,ACH,TXN740164,False,0,3480.0,0.0,0.0,True,2025-04-09,bank_feed,False,,,
PAY001506,INV001828,ACC0185,2025-05-01,3480.0,EUR,1.0344,3599.71,wire,TXN826808,False,0,3480.0,0.0,25.0,True,2025-05-03,bank_feed,False,,,
PAY001507,INV001829,ACC0185,2025-06-10,3480.0,EUR,1.034,3598.32,wire,TXN181083,False,0,3480.0,0.0,50.0,True,2025-06-13,bank_feed,False,,,
PAY001508,INV001830,ACC0185,2025-07-08,3480.0,EUR,1.0279,3577.09,wire,TXN418605,False,0,3480.0,0.0,25.0,True,2025-07-11,bank_feed,False,,,
PAY001509,INV001831,ACC0186,2025-01-28,2500.0,USD,1.0,2500.0,wire,TXN286832,False,0,2500.0,0.0,0.0,True,2025-01-30,bank_feed,False,,,
PAY001510,INV001832,ACC0186,2025-03-02,2500.0,USD,1.0,2500.0,wire,TXN318274,False,0,2500.0,0.0,0.0,True,2025-03-04,bank_feed,False,,,
PAY001511,INV001834,ACC0186,2025-05-03,2500.0,USD,1.0,2500.0,wire,TXN657947,False,0,2500.0,0.0,50.0,True,2025-05-05,bank_feed,False,,,
PAY001512,INV001835,ACC0186,2025-06-09,2500.0,USD,1.0,2500.0,credit_card,TXN112236,False,0,2500.0,0.0,0.0,True,2025-06-12,bank_feed,False,,,
PAY001513,INV001836,ACC0186,2025-07-05,2500.0,USD,1.0,2500.0,credit_card,TXN347455,False,0,2500.0,0.0,0.0,True,2025-07-08,bank_feed,False,,,
PAY001514,INV001837,ACC0187,2025-03-13,2400.0,USD,1.0,2400.0,wire,TXN298653,False,0,2400.0,0.0,0.0,True,2025-03-14,bank_feed,False,,,
PAY001515,INV001838,ACC0187,2025-04-05,2400.0,USD,1.0,2400.0,ACH,TXN499523,False,0,2400.0,0.0,0.0,True,2025-04-06,bank_feed,False,,,
PAY001516,INV001839,ACC0187,2025-05-01,2400.0,USD,1.0,2400.0,ACH,TXN600304,False,0,2400.0,0.0,25.0,True,2025-05-03,bank_feed,False,,,
PAY001517,INV001841,ACC0187,2025-06-30,2400.0,USD,1.0,2400.0,wire,TXN876944,False,0,2400.0,0.0,0.0,True,2025-07-03,bank_feed,False,,,
PAY001518,INV001843,ACC0188,2025-02-03,2760.0,EUR,1.0399,2870.12,wire,TXN309996,False,0,2760.0,0.0,25.0,True,2025-02-04,bank_feed,False,,,
PAY001519,INV001845,ACC0188,2025-04-05,2760.0,EUR,1.0358,2858.81,wire,TXN507332,False,0,2760.0,0.0,0.0,True,2025-04-07,bank_feed,False,,,
PAY001520,INV001846,ACC0188,2025-05-12,2760.0,EUR,1.035,2856.6,wire,TXN576253,False,0,2760.0,0.0,0.0,True,2025-05-13,bank_feed,False,,,
PAY001521,INV001847,ACC0188,2025-06-03,2760.0,EUR,1.029,2840.04,ACH,TXN119472,False,0,2760.0,0.0,25.0,True,2025-06-06,bank_feed,False,,,
PAY001522,INV001848,ACC0188,2025-06-28,2760.0,EUR,1.0293,2840.87,ACH,TXN987355,False,0,2760.0,0.0,0.0,True,2025-06-30,bank_feed,False,,,
PAY001523,INV001849,ACC0189,2025-03-04,2200.0,USD,1.0,2200.0,wire,TXN399703,False,0,2200.0,0.0,0.0,True,2025-03-05,bank_feed,False,,,
PAY001524,INV001850,ACC0189,2025-04-04,2200.0,USD,1.0,2200.0,ACH,TXN960496,False,0,2200.0,0.0,25.0,True,2025-04-06,bank_feed,False,,,
PAY001525,INV001851,ACC0189,2025-04-30,2200.0,USD,1.0,2200.0,ACH,TXN298528,False,0,2200.0,0.0,0.0,True,2025-05-01,bank_feed,False,,,
PAY001526,INV001852,ACC0189,2025-05-28,2200.0,USD,1.0,2200.0,credit_card,TXN179202,False,0,2200.0,0.0,0.0,True,2025-05-30,bank_feed,False,,,
PAY001527,INV001853,ACC0189,2025-07-10,2200.0,USD,1.0,2200.0,ACH,TXN704238,False,0,2200.0,0.0,0.0,True,2025-07-11,bank_feed,False,,,
PAY001528,INV001854,ACC0189,2025-08-11,2200.0,USD,1.0,2200.0,ACH,TXN972454,False,0,2200.0,0.0,0.0,True,2025-08-14,bank_feed,False,,,
PAY001529,INV001855,ACC0190,2025-02-02,2400.0,USD,1.0,2400.0,wire,TXN913011,False,0,2400.0,0.0,50.0,True,2025-02-04,bank_feed,False,,,
PAY001530,INV001856,ACC0190,2025-03-09,2400.0,USD,1.0,2400.0,ACH,TXN330965,False,0,2400.0,0.0,0.0,True,2025-03-10,bank_feed,False,,,
PAY001531,INV001857,ACC0190,2025-04-11,2400.0,USD,1.0,2400.0,credit_card,TXN703401,False,0,2400.0,0.0,25.0,True,2025-04-14,bank_feed,False,,,
PAY001532,INV001858,ACC0190,2025-05-05,2400.0,USD,1.0,2400.0,ACH,TXN377166,False,0,2400.0,0.0,0.0,True,2025-05-06,bank_feed,False,,,
PAY001533,INV001859,ACC0190,2025-06-08,2400.0,USD,1.0,2400.0,ACH,TXN871875,False,0,2400.0,0.0,0.0,True,2025-06-10,bank_feed,False,,,
PAY001534,INV001860,ACC0190,2025-07-12,2400.0,USD,1.0,2400.0,check,TXN995229,False,0,2400.0,0.0,50.0,True,2025-07-13,bank_feed,False,,,
PAY001535,INV001861,ACC0191,2025-02-08,2200.0,USD,1.0,2200.0,ACH,TXN962612,False,0,2200.0,0.0,50.0,True,2025-02-11,bank_feed,False,,,
PAY001536,INV001862,ACC0191,2025-03-12,2200.0,USD,1.0,2200.0,ACH,TXN312102,False,0,2200.0,0.0,25.0,True,2025-03-15,bank_feed,False,,,
PAY001537,INV001863,ACC0191,2025-04-09,2200.0,USD,1.0,2200.0,check,TXN510426,False,0,2200.0,0.0,50.0,True,2025-04-11,bank_feed,False,,,
PAY001538,INV001864,ACC0191,2025-05-08,2200.0,USD,1.0,2200.0,wire,TXN429946,False,0,2200.0,0.0,50.0,True,2025-05-11,bank_feed,False,,,
PAY001539,INV001865,ACC0191,2025-06-06,2200.0,USD,1.0,2200.0,wire,TXN118685,False,0,2200.0,0.0,0.0,True,2025-06-07,bank_feed,False,,,
PAY001540,INV001866,ACC0191,2025-07-06,2200.0,USD,1.0,2200.0,ACH,TXN301984,False,0,2200.0,0.0,0.0,True,2025-07-07,bank_feed,False,,,
PAY001541,INV001867,ACC0192,2025-01-31,2500.0,USD,1.0,2500.0,wire,TXN373432,False,0,2500.0,0.0,0.0,True,2025-02-02,bank_feed,False,,,
PAY001542,INV001868,ACC0192,2025-03-02,2500.0,USD,1.0,2500.0,wire,TXN204689,False,0,2500.0,0.0,0.0,True,2025-03-05,bank_feed,False,,,
PAY001543,INV001869,ACC0192,2025-04-11,2500.0,USD,1.0,2500.0,wire,TXN852663,False,0,2500.0,0.0,0.0,True,2025-04-13,bank_feed,False,,,
PAY001544,INV001870,ACC0192,2025-04-30,2500.0,USD,1.0,2500.0,wire,TXN429213,False,0,2500.0,0.0,50.0,True,2025-05-03,bank_feed,False,,,
PAY001545,INV001871,ACC0192,2025-06-07,2500.0,USD,1.0,2500.0,credit_card,TXN489282,False,0,2500.0,0.0,0.0,True,2025-06-09,bank_feed,False,,,
PAY001546,INV001872,ACC0192,2025-06-30,2500.0,USD,1.0,2500.0,credit_card,TXN466390,False,0,2500.0,0.0,0.0,True,2025-07-03,bank_feed,False,,,
PAY001547,INV001873,ACC0192,2025-02-03,3100.0,USD,1.0,3100.0,wire,TXN458798,False,0,3100.0,0.0,25.0,True,2025-02-06,bank_feed,False,,,
PAY001548,INV001874,ACC0192,2025-02-28,3100.0,USD,1.0,3100.0,credit_card,TXN629795,False,0,3100.0,0.0,0.0,True,2025-03-01,bank_feed,False,,,
PAY001549,INV001875,ACC0192,2025-04-02,3100.0,USD,1.0,3100.0,wire,TXN944306,False,0,3100.0,0.0,0.0,True,2025-04-03,bank_feed,False,,,
PAY001550,INV001876,ACC0192,2025-05-11,3100.0,USD,1.0,3100.0,wire,TXN208233,False,0,3100.0,0.0,50.0,True,2025-05-12,bank_feed,False,,,
PAY001551,INV001877,ACC0192,2025-06-11,3100.0,USD,1.0,3100.0,ACH,TXN130626,False,0,3100.0,0.0,50.0,True,2025-06-12,bank_feed,False,,,
PAY001552,INV001878,ACC0192,2025-07-06,3100.0,USD,1.0,3100.0,wire,TXN253354,False,0,3100.0,0.0,0.0,True,2025-07-08,bank_feed,False,,,
PAY001553,INV001879,ACC0193,2025-02-16,2200.0,USD,1.0,2200.0,wire,TXN503468,False,0,2200.0,0.0,50.0,True,2025-02-17,bank_feed,False,,,
PAY001554,INV001881,ACC0193,2025-04-18,2200.0,USD,1.0,2200.0,check,TXN900125,False,0,2200.0,0.0,0.0,True,2025-04-21,bank_feed,False,,,
PAY001555,INV001882,ACC0193,2025-05-14,2200.0,USD,1.0,2200.0,credit_card,TXN338573,False,0,2200.0,0.0,0.0,True,2025-05-17,bank_feed,False,,,
PAY001556,INV001883,ACC0193,2025-06-20,2200.0,USD,1.0,2200.0,check,TXN535677,False,0,2200.0,0.0,0.0,True,2025-06-21,bank_feed,False,,,
PAY001557,INV001884,ACC0193,2025-07-25,2200.0,USD,1.0,2200.0,ACH,TXN626335,False,0,2200.0,0.0,0.0,True,2025-07-26,bank_feed,False,,,
PAY001558,INV001885,ACC0194,2025-02-09,3120.0,EUR,1.0411,3248.23,wire,TXN848290,False,0,3120.0,0.0,0.0,True,2025-02-12,bank_feed,False,,,
PAY001559,INV001887,ACC0194,2025-04-11,3120.0,EUR,1.034,3226.08,credit_card,TXN421598,False,0,3120.0,0.0,0.0,True,2025-04-13,bank_feed,False,,,
PAY001560,INV001888,ACC0194,2025-05-08,3120.0,EUR,1.0351,3229.51,ACH,TXN394939,False,0,3120.0,0.0,50.0,True,2025-05-09,bank_feed,False,,,
PAY001561,INV001889,ACC0194,2025-06-10,3120.0,EUR,1.034,3226.08,ACH,TXN809826,False,0,3120.0,0.0,0.0,True,2025-06-11,bank_feed,False,,,
PAY001562,INV001890,ACC0194,2025-07-03,3120.0,EUR,1.0284,3208.61,ACH,TXN448608,False,0,3120.0,0.0,0.0,True,2025-07-05,bank_feed,False,,,
PAY001563,INV001891,ACC0195,2025-02-19,2300.0,USD,1.0,2300.0,credit_card,TXN980182,False,0,2300.0,0.0,50.0,True,2025-02-22,bank_feed,False,,,
PAY001564,INV001893,ACC0195,2025-04-24,2300.0,USD,1.0,2300.0,check,TXN642835,False,0,2300.0,0.0,50.0,True,2025-04-26,bank_feed,False,,,
PAY001565,INV001895,ACC0195,2025-06-16,2300.0,USD,1.0,2300.0,credit_card,TXN279010,False,0,2300.0,0.0,50.0,True,2025-06-19,bank_feed,False,,,
PAY001566,INV001896,ACC0195,2025-07-25,2300.0,USD,1.0,2300.0,ACH,TXN450141,False,0,2300.0,0.0,0.0,True,2025-07-27,bank_feed,False,,,
PAY001567,INV001897,ACC0195,2025-02-15,2300.0,USD,1.0,2300.0,credit_card,TXN489108,False,0,2300.0,0.0,0.0,True,2025-02-17,bank_feed,False,,,
PAY001568,INV001898,ACC0195,2025-03-24,2300.0,USD,1.0,2300.0,ACH,TXN532968,False,0,2300.0,0.0,0.0,True,2025-03-27,bank_feed,False,,,
PAY001569,INV001899,ACC0195,2025-04-20,2300.0,USD,1.0,2300.0,ACH,TXN664250,False,0,2300.0,0.0,50.0,True,2025-04-21,bank_feed,False,,,
PAY001570,INV001900,ACC0195,2025-05-17,2300.0,USD,1.0,2300.0,wire,TXN379701,False,0,2300.0,0.0,0.0,True,2025-05-18,bank_feed,False,,,
PAY001571,INV001902,ACC0195,2025-07-23,2300.0,USD,1.0,2300.0,ACH,TXN625050,False,0,2300.0,0.0,25.0,True,2025-07-26,bank_feed,False,,,
PAY001572,INV001903,ACC0196,2025-02-10,2400.0,USD,1.0,2400.0,wire,TXN839982,False,0,2400.0,0.0,0.0,True,2025-02-11,bank_feed,False,,,
PAY001573,INV001904,ACC0196,2025-03-13,2400.0,USD,1.0,2400.0,ACH,TXN337541,False,0,2400.0,0.0,25.0,True,2025-03-15,bank_feed,False,,,
PAY001574,INV001905,ACC0196,2025-03-29,2400.0,USD,1.0,2400.0,wire,TXN233425,False,0,2400.0,0.0,50.0,True,2025-04-01,bank_feed,False,,,
PAY001575,INV001906,ACC0196,2025-05-10,2400.0,USD,1.0,2400.0,credit_card,TXN169876,False,0,2400.0,0.0,25.0,True,2025-05-12,bank_feed,False,,,
PAY001576,INV001907,ACC0196,2025-06-09,2400.0,USD,1.0,2400.0,ACH,TXN125504,False,0,2400.0,0.0,25.0,True,2025-06-10,bank_feed,False,,,
PAY001577,INV001908,ACC0196,2025-06-29,2400.0,USD,1.0,2400.0,ACH,TXN632836,False,0,2400.0,0.0,50.0,True,2025-07-01,bank_feed,False,,,
PAY001578,INV001909,ACC0197,2025-02-06,2400.0,USD,1.0,2400.0,ACH,TXN756223,False,0,2400.0,0.0,0.0,True,2025-02-07,bank_feed,False,,,
PAY001579,INV001910,ACC0197,2025-03-09,2400.0,USD,1.0,2400.0,ACH,TXN854192,False,0,2400.0,0.0,50.0,True,2025-03-12,bank_feed,False,,,
PAY001580,INV001911,ACC0197,2025-04-11,2400.0,USD,1.0,2400.0,credit_card,TXN718841,False,0,2400.0,0.0,50.0,True,2025-04-13,bank_feed,False,,,
PAY001581,INV001913,ACC0197,2025-06-06,2400.0,USD,1.0,2400.0,ACH,TXN936034,False,0,2400.0,0.0,50.0,True,2025-06-08,bank_feed,False,,,
PAY001582,INV001914,ACC0197,2025-06-30,2400.0,USD,1.0,2400.0,credit_card,TXN736001,False,0,2400.0,0.0,0.0,True,2025-07-02,bank_feed,False,,,
PAY001583,INV001915,ACC0198,2025-01-30,2700.0,USD,1.0,2700.0,check,TXN695408,False,0,2700.0,0.0,0.0,True,2025-02-01,bank_feed,False,,,
PAY001584,INV001916,ACC0198,2025-03-11,2700.0,USD,1.0,2700.0,wire,TXN580278,False,0,2700.0,0.0,0.0,True,2025-03-12,bank_feed,False,,,
PAY001585,INV001919,ACC0198,2025-06-02,2700.0,USD,1.0,2700.0,wire,TXN448525,False,0,2700.0,0.0,0.0,True,2025-06-04,bank_feed,False,,,
PAY001586,INV001921,ACC0199,2025-02-14,2200.0,USD,1.0,2200.0,wire,TXN917823,False,0,2200.0,0.0,50.0,True,2025-02-17,bank_feed,False,,,
PAY001587,INV001922,ACC0199,2025-03-29,2200.0,USD,1.0,2200.0,check,TXN245749,False,0,2200.0,0.0,0.0,True,2025-04-01,bank_feed,False,,,
PAY001588,INV001923,ACC0199,2025-04-13,2200.0,USD,1.0,2200.0,ACH,TXN702940,False,0,2200.0,0.0,50.0,True,2025-04-15,bank_feed,False,,,
PAY001589,INV001924,ACC0199,2025-05-22,2200.0,USD,1.0,2200.0,ACH,TXN189004,False,0,2200.0,0.0,0.0,True,2025-05-23,bank_feed,False,,,
PAY001590,INV001925,ACC0199,2025-06-21,2200.0,USD,1.0,2200.0,check,TXN300644,False,0,2200.0,0.0,50.0,True,2025-06-24,bank_feed,False,,,
PAY001591,INV001926,ACC0199,2025-07-21,2200.0,USD,1.0,2200.0,wire,TXN742408,False,0,2200.0,0.0,0.0,True,2025-07-23,bank_feed,False,,,
PAY001592,INV001927,ACC0200,2025-02-20,3900.0,USD,1.0,3900.0,wire,TXN994354,False,0,3900.0,0.0,50.0,True,2025-02-21,bank_feed,False,,,
