account_id,account_name,billing_entity_name,billing_country,billing_currency,billing_address,industry,segment,employee_count,parent_account_id,is_subsidiary,csm_id,ae_id,arr,mrr,contract_count,active_users,health_score,renewal_date,days_to_renewal,nps_score,support_tier,data_processing_region,is_reseller,reseller_margin_pct,created_date,status,is_test_account
ACC0244,Dune Partners,,US,USD,"7577 Main St, Suite 863",Financial Services,mid_market,963,,False,CSM02,AE09,58488.0,4874.0,2,391,84,2025-12-07,160,23,professional,eu-west-1,False,,2022-09-04,active,False
ACC0245,Delta Services,,DE,EUR,"1619 Main St, Suite 969",Retail,mid_market,442,,False,CSM10,AE01,64464.0,5372.0,1,218,31,2025-09-20,82,-37,professional,us-west-2,False,,2023-07-28,active,False
ACC0246,Echo Inc,,US,USD,"3479 Main St, Suite 899",Media,mid_market,368,,False,CSM11,AE09,72996.0,6083.0,2,165,61,2025-11-17,140,-13,professional,us-east-1,False,,2023-08-07,active,False
ACC0247,Vanguard Group,,US,USD,"8649 Main St, Suite 353",Healthcare,mid_market,532,,False,CSM03,AE08,50892.0,4241.0,1,76,50,2025-07-07,7,-36,professional,ap-southeast-1,False,,2023-12-05,active,False
ACC0248,Atlas Solutions,,US,USD,"8893 Main St, Suite 265",Healthcare,mid_market,560,,False,CSM20,AE05,90204.0,7517.0,2,229,85,2025-10-20,112,64,professional,us-east-1,False,,2022-06-15,active,False
ACC0249,Wren Partners,,US,USD,"4512 Main St, Suite 637",Retail,mid_market,376,,False,CSM03,AE13,35508.0,2959.0,1,81,48,2025-07-07,7,48,professional,eu-west-1,False,,2020-10-28,active,False
ACC0250,Kraft Partners,,US,USD,"1229 Main St, Suite 535",Media,mid_market,663,,False,CSM16,AE06,77724.0,6477.0,2,98,61,2025-10-21,113,57,professional,us-east-1,False,,2023-08-12,active,False
ACC0251,Vapor Enterprises,,US,USD,"8839 Main St, Suite 314",Retail,mid_market,178,,False,CSM14,AE05,54624.0,4552.0,1,25,39,2025-12-16,169,-40,professional,eu-west-1,False,,2021-01-14,active,False
ACC0252,Quest Inc,,US,USD,"3632 Main St, Suite 689",Retail,mid_market,795,,False,CSM07,AE08,90972.0,7581.0,2,246,31,2025-08-07,38,67,professional,ap-southeast-1,False,,2020-07-05,active,False
ACC0253,Astro Solutions,,US,USD,"6255 Main St, Suite 754",Retail,mid_market,428,,False,CSM03,AE13,52380.0,4365.0,2,88,77,2025-08-08,39,1,professional,eu-west-1,False,,2021-02-24,active,False
ACC0254,Apex Services,,US,USD,"7758 Main St, Suite 473",Retail,mid_market,923,,False,CSM12,AE05,70440.0,5870.0,1,30,70,2025-08-03,34,59,professional,us-east-1,False,,2022-02-06,active,False
ACC0255,Maven Group,,US,USD,"612 Main St, Suite 350",Healthcare,mid_market,580,,False,CSM05,AE06,57348.0,4779.0,2,80,47,2025-07-04,4,12,professional,ap-southeast-1,False,,2022-04-20,active,False
ACC0256,Umbra Solutions,,FR,EUR,"1669 Main St, Suite 706",Logistics,mid_market,378,,False,CSM11,AE01,89028.0,7419.0,2,43,45,2025-08-25,56,70,professional,ap-southeast-1,False,,2022-03-22,active,False
ACC0257,Ivory Inc,,US,USD,"1162 Main St, Suite 617",Logistics,mid_market,452,,False,CSM08,AE13,70992.0,5916.0,2,140,82,2025-09-06,68,-5,professional,us-east-1,False,,2020-04-12,active,False
ACC0258,Paladin Partners,,US,USD,"627 Main St, Suite 101",Financial Services,mid_market,890,,False,CSM20,AE07,79164.0,6597.0,2,325,64,2025-10-09,101,-30,professional,us-east-1,False,,2021-04-26,active,False
ACC0259,Crimson Corp,,US,USD,"6272 Main St, Suite 182",Education,mid_market,433,,False,CSM11,AE04,45144.0,3762.0,2,164,100,2025-09-11,73,11,professional,us-west-2,False,,2023-08-18,active,False
ACC0260,Cipher Group,,US,USD,"5782 Main St, Suite 583",Technology,mid_market,122,,False,CSM02,AE03,55704.0,4642.0,1,42,53,2025-12-03,156,-11,professional,eu-west-1,False,,2020-06-21,active,False
ACC0261,Vanguard Partners,,ES,EUR,"8339 Main St, Suite 468",Education,mid_market,880,,False,CSM17,AE15,73860.0,6155.0,2,260,63,2025-12-17,170,-20,professional,eu-west-1,False,,2020-10-27,active,False
ACC0262,Atlas Ltd,,US,USD,"1096 Main St, Suite 780",Manufacturing,mid_market,233,,False,CSM19,AE04,84372.0,7031.0,1,107,61,2025-11-23,146,29,professional,eu-west-1,True,0.23,2021-09-23,churned,False
ACC0263,Insight Technologies,,US,USD,"2190 Main St, Suite 124",Education,mid_market,329,,False,CSM17,AE08,35160.0,2930.0,2,4,36,2025-11-23,146,-27,professional,eu-west-1,False,,2021-09-27,active,False
ACC0264,Vista Enterprises,,IT,EUR,"4561 Main St, Suite 667",Retail,mid_market,378,,False,CSM08,AE06,77508.0,6459.0,2,92,48,2025-07-21,21,-6,professional,us-west-2,False,,2022-03-25,at_risk,False
ACC0265,Wilder Ltd,Raven Enterprises,US,USD,"8351 Main St, Suite 560",Financial Services,mid_market,236,,False,CSM07,AE04,30876.0,2573.0,1,80,50,2025-09-03,65,36,professional,eu-west-1,False,,2023-06-10,at_risk,False
ACC0266,Ulrich Enterprises,Echo Enterprises,NL,EUR,"1134 Main St, Suite 964",Media,mid_market,695,,False,CSM02,AE08,71088.0,5924.0,1,292,49,2025-09-14,76,72,professional,us-west-2,False,,2023-06-23,active,False
ACC0267,Mast Technologies,,US,USD,"7010 Main St, Suite 717",Healthcare,mid_market,935,,False,CSM01,AE01,71664.0,5972.0,1,387,40,2025-07-26,26,-28,professional,eu-west-1,False,,2020-12-15,active,False
ACC0268,Pinnacle Systems,,US,USD,"2803 Main St, Suite 118",Technology,mid_market,542,,False,CSM04,AE07,68604.0,5717.0,2,182,85,2025-07-08,8,36,professional,eu-west-1,False,,2023-08-12,active,False
ACC0269,Titan Group,,IT,EUR,"9910 Main St, Suite 484",Technology,mid_market,856,,False,CSM06,AE03,62280.0,5190.0,2,295,86,2025-08-02,33,61,professional,eu-west-1,True,0.33,2020-11-16,active,False
ACC0270,Ember Services,,NL,EUR,"6176 Main St, Suite 527",Retail,mid_market,593,,False,CSM13,AE12,20424.0,1702.0,2,124,70,2025-08-08,39,16,professional,us-west-2,False,,2022-05-16,active,False
ACC0271,Xeon Systems,,US,USD,"6856 Main St, Suite 562",Media,mid_market,717,,False,CSM02,AE10,73560.0,6130.0,1,17,98,2025-11-13,136,67,professional,eu-west-1,True,0.35,2023-01-22,active,False
ACC0272,Vanguard Systems,,US,USD,"2704 Main St, Suite 297",Retail,mid_market,165,,False,CSM17,AE03,36420.0,3035.0,2,37,77,2025-10-08,100,45,professional,us-west-2,True,0.29,2021-07-12,active,False
ACC0273,Gale Ltd,,US,USD,"5681 Main St, Suite 248",Manufacturing,mid_market,708,,False,CSM14,AE08,87216.0,7268.0,1,51,56,2025-12-16,169,61,professional,us-east-1,False,,2020-05-07,active,False
ACC0274,Clarity Inc,,DE,EUR,"297 Main St, Suite 420",Media,mid_market,999,,False,CSM11,AE14,63360.0,5280.0,2,235,80,2025-07-05,5,66,professional,us-west-2,False,,2022-05-06,churned,False
ACC0275,Raven Ltd,,US,USD,"8443 Main St, Suite 696",Retail,mid_market,620,,False,CSM11,AE11,21060.0,1755.0,1,164,89,2025-11-27,150,71,professional,ap-southeast-1,False,,2023-02-24,active,False
ACC0276,Horizon Enterprises,,US,USD,"8121 Main St, Suite 311",Manufacturing,mid_market,460,,False,CSM03,AE06,20964.0,1747.0,1,118,77,2025-08-13,44,-29,professional,ap-southeast-1,True,0.38,2023-02-16,active,False
ACC0277,Jolt Systems,,US,USD,"4099 Main St, Suite 566",Logistics,mid_market,241,,False,CSM11,AE06,81948.0,6829.0,2,81,84,2025-11-25,148,12,professional,us-west-2,False,,2022-01-14,active,False
ACC0278,Meridian Ltd,,US,USD,"5411 Main St, Suite 189",Financial Services,mid_market,411,,False,CSM02,AE14,31632.0,2636.0,1,135,67,2025-08-09,40,55,professional,eu-west-1,True,0.3,2021-12-02,active,False
ACC0279,Ember Corp,Relic Inc,US,USD,"8215 Main St, Suite 271",Healthcare,mid_market,162,,False,CSM13,AE13,56772.0,4731.0,1,16,45,2025-08-19,50,66,professional,us-west-2,False,,2021-06-10,active,False
ACC0280,Clarity Technologies,,US,USD,"9448 Main St, Suite 200",Technology,mid_market,888,,False,CSM01,AE09,85620.0,7135.0,2,91,100,2025-09-10,72,-24,professional,ap-southeast-1,False,,2023-04-04,active,False
ACC0281,Nether Ltd,,US,USD,"3424 Main St, Suite 181",Retail,mid_market,405,,False,CSM10,AE10,48876.0,4073.0,1,33,43,2025-07-20,20,12,professional,us-east-1,True,0.39,2021-07-04,active,False
ACC0282,Visor Services,,US,USD,"642 Main St, Suite 717",Retail,mid_market,569,,False,CSM20,AE10,95292.0,7941.0,2,107,36,2025-07-18,18,32,professional,us-west-2,True,0.32,2022-03-17,active,False
ACC0283,Cobalt Services,,US,USD,"8824 Main St, Suite 980",Manufacturing,mid_market,296,,False,CSM09,AE11,47016.0,3918.0,1,13,89,2025-07-14,14,-1,professional,us-east-1,False,,2020-06-07,active,False
ACC0284,Maven Technologies,,US,USD,"7188 Main St, Suite 949",Education,mid_market,185,,False,CSM09,AE04,70140.0,5845.0,2,29,68,2025-09-04,66,28,professional,us-east-1,False,,2023-06-21,active,False
ACC0285,Relic Solutions,,DE,EUR,"525 Main St, Suite 327",Manufacturing,mid_market,245,,False,CSM13,AE04,49848.0,4154.0,2,101,62,2025-08-28,59,76,professional,us-east-1,False,,2020-08-09,active,False
ACC0286,Sapphire Group,,FR,EUR,"6553 Main St, Suite 641",Retail,mid_market,274,,False,CSM13,AE14,94452.0,7871.0,2,55,66,2025-12-21,174,-19,professional,us-west-2,False,,2021-04-12,active,False
ACC0287,Noble Partners,,US,USD,"512 Main St, Suite 838",Logistics,mid_market,830,,False,CSM09,AE08,60588.0,5049.0,1,314,79,2025-10-09,101,-24,professional,eu-west-1,False,,2020-01-11,active,False
ACC0288,Umbra Enterprises,,NL,EUR,"1890 Main St, Suite 701",Financial Services,mid_market,694,,False,CSM11,AE08,38256.0,3188.0,1,157,76,2025-09-11,73,60,professional,us-west-2,True,0.26,2020-05-08,at_risk,False
ACC0289,Apex Inc,,DE,EUR,"2163 Main St, Suite 206",Financial Services,mid_market,481,,False,CSM16,AE10,48816.0,4068.0,1,69,82,2025-11-20,143,44,professional,ap-southeast-1,False,,2023-06-28,active,False
ACC0290,Koda Corp,,ES,EUR,"4429 Main St, Suite 683",Retail,mid_market,462,,False,CSM12,AE01,48636.0,4053.0,2,38,96,2025-12-05,158,14,professional,us-east-1,False,,2022-08-12,active,False
ACC0291,Relic Ltd,,US,USD,"5438 Main St, Suite 237",Technology,mid_market,756,,False,CSM14,AE03,40896.0,3408.0,2,182,37,2025-10-25,117,50,professional,ap-southeast-1,False,,2020-04-14,active,False
ACC0292,Ivory Technologies,,US,USD,"4454 Main St, Suite 365",Manufacturing,mid_market,236,,False,CSM14,AE07,32532.0,2711.0,2,68,63,2025-08-17,48,-3,professional,us-west-2,False,,2020-03-10,active,False
ACC0293,Wilder Systems,,IT,EUR,"8916 Main St, Suite 792",Manufacturing,mid_market,145,,False,CSM11,AE06,73536.0,6128.0,1,57,52,2025-09-15,77,-8,professional,ap-southeast-1,False,,2022-08-26,active,False
ACC0294,Zenith Group,,US,USD,"3913 Main St, Suite 649",Financial Services,mid_market,386,,False,CSM01,AE08,93084.0,7757.0,2,157,64,2025-12-16,169,27,professional,ap-southeast-1,False,,2022-06-20,at_risk,False
ACC0295,Horizon Solutions,Zinc Solutions,US,USD,"880 Main St, Suite 869",Education,mid_market,803,,False,CSM15,AE03,75024.0,6252.0,2,321,75,2025-07-15,15,7,professional,us-east-1,False,,2022-01-12,active,False
ACC0296,Fusion Corp,,US,USD,"6934 Main St, Suite 169",Retail,mid_market,444,,False,CSM20,AE04,22104.0,1842.0,2,111,68,2025-08-02,33,-1,professional,us-west-2,False,,2022-06-12,active,False
ACC0297,Sienna Ltd,,US,USD,"6417 Main St, Suite 351",Manufacturing,mid_market,148,,False,CSM18,AE05,63300.0,5275.0,1,31,41,2025-07-02,2,37,professional,us-east-1,False,,2020-05-26,active,False
ACC0298,Astro Ltd,,US,USD,"7097 Main St, Suite 327",Healthcare,mid_market,463,,False,CSM15,AE12,95148.0,7929.0,1,31,69,2025-09-25,87,1,professional,eu-west-1,False,,2021-07-18,churned,False
ACC0299,Valor Systems,,ES,EUR,"4894 Main St, Suite 971",Education,mid_market,908,,False,CSM14,AE02,70992.0,5916.0,2,417,39,2025-07-25,25,-20,professional,us-east-1,False,,2020-09-22,active,False
ACC0300,Nether Solutions,,US,USD,"1064 Main St, Suite 895",Media,mid_market,470,,False,CSM04,AE14,24300.0,2025.0,1,26,78,2025-10-24,116,-16,professional,us-east-1,False,,2022-12-16,active,False
ACC0301,Sienna Inc,Jasper Group,US,USD,"7470 Main St, Suite 282",Education,smb,13,,False,CSM14,AE04,15204.0,1267.0,1,4,34,2025-12-22,175,14,standard,us-west-2,False,,2022-01-21,active,False
ACC0302,Nadir Services,,US,USD,"4737 Main St, Suite 263",Healthcare,smb,13,,False,CSM01,AE12,5232.0,436.0,1,4,65,2025-09-02,64,-22,standard,ap-southeast-1,False,,2020-01-20,active,False
ACC0303,Walden Ltd,,US,USD,"6931 Main St, Suite 129",Retail,smb,72,,False,CSM15,AE06,6744.0,562.0,1,29,80,2025-12-16,169,-32,standard,eu-west-1,False,,2022-11-05,active,False
ACC0304,Opal Enterprises,,US,USD,"1433 Main St, Suite 528",Retail,smb,81,,False,CSM11,AE08,6072.0,506.0,1,30,59,2025-10-19,111,-9,standard,us-west-2,False,,2023-06-16,active,False
ACC0305,Paladin Inc,,US,USD,"4634 Main St, Suite 577",Technology,smb,97,,False,CSM17,AE11,15900.0,1325.0,1,5,89,2025-08-10,41,-37,standard,eu-west-1,False,,2020-08-23,at_risk,False
ACC0306,Comet Ltd,,US,USD,"9294 Main St, Suite 716",Media,smb,93,,False,CSM11,AE05,10296.0,858.0,1,21,65,2025-11-25,148,58,standard,eu-west-1,False,,2021-07-27,active,False
ACC0307,Valor Partners,,US,USD,"8781 Main St, Suite 137",Manufacturing,smb,53,,False,CSM09,AE15,15012.0,1251.0,1,24,93,2025-07-23,23,-6,standard,eu-west-1,False,,2023-06-14,active,False
ACC0308,Razor Inc,,US,USD,"9973 Main St, Suite 294",Manufacturing,smb,97,,False,CSM20,AE14,13680.0,1140.0,1,31,43,2025-11-04,127,-30,standard,us-west-2,False,,2021-02-18,active,False
ACC0309,Talon Solutions,,US,USD,"3060 Main St, Suite 718",Education,smb,77,,False,CSM10,AE04,4536.0,378.0,1,29,43,2025-09-12,74,80,standard,us-west-2,False,,2022-07-23,active,False
ACC0310,Iridium Solutions,,US,USD,"2403 Main St, Suite 332",Education,smb,24,,False,CSM17,AE05,8640.0,720.0,1,2,61,2025-08-10,41,34,standard,us-west-2,False,,2020-05-16,active,False
ACC0311,Onyx Solutions,,US,USD,"6831 Main St, Suite 152",Education,smb,6,,False,CSM05,AE14,17052.0,1421.0,1,3,52,2025-10-24,116,-33,standard,us-east-1,True,0.37,2023-10-12,at_risk,False
ACC0312,Summit Group,,US,USD,"6820 Main St, Suite 163",Healthcare,smb,94,,False,CSM01,AE15,14268.0,1189.0,1,3,86,2025-08-02,33,21,standard,eu-west-1,False,,2020-08-27,active,False
ACC0313,Jasper Enterprises,,US,USD,"9922 Main St, Suite 788",Retail,smb,6,,False,CSM18,AE11,15276.0,1273.0,1,3,61,2025-07-07,7,60,standard,eu-west-1,False,,2020-09-16,active,False
ACC0314,Lancer Technologies,,US,USD,"5209 Main St, Suite 382",Media,smb,71,,False,CSM10,AE10,6228.0,519.0,1,27,80,2025-09-25,87,-11,standard,ap-southeast-1,False,,2022-08-02,active,False
ACC0315,Pearl Solutions,,US,USD,"7185 Main St, Suite 488",Technology,smb,89,,False,CSM06,AE14,11400.0,950.0,1,7,58,2025-10-04,96,21,standard,us-east-1,False,,2023-12-21,active,False
ACC0316,Titan Partners,Clarity Solutions,US,USD,"7786 Main St, Suite 387",Healthcare,smb,24,,False,CSM05,AE04,5976.0,498.0,1,7,37,2025-11-06,129,61,standard,eu-west-1,False,,2020-06-21,active,False
ACC0317,Quantum Solutions,,US,USD,"584 Main St, Suite 423",Manufacturing,smb,53,,False,CSM09,AE10,16776.0,1398.0,1,6,61,2025-07-17,17,51,standard,us-west-2,False,,2020-10-21,active,False
ACC0318,Forge Ltd,,US,USD,"9061 Main St, Suite 635",Manufacturing,smb,69,,False,CSM19,AE08,5856.0,488.0,1,14,56,2025-10-01,93,65,standard,ap-southeast-1,False,,2023-10-21,active,False
ACC0319,Topaz Ltd,,US,USD,"9553 Main St, Suite 580",Logistics,smb,66,,False,CSM01,AE05,5952.0,496.0,1,2,78,2025-08-05,36,21,standard,us-west-2,False,,2020-09-21,active,False
ACC0320,Prism Systems,,US,USD,"5731 Main St, Suite 224",Financial Services,smb,53,,False,CSM05,AE05,7980.0,665.0,1,2,98,2025-09-17,79,-3,standard,ap-southeast-1,False,,2022-03-07,active,False
ACC0321,Ember Partners,,US,USD,"3164 Main St, Suite 366",Healthcare,smb,14,,False,CSM07,AE07,16584.0,1382.0,1,2,49,2025-07-16,16,-2,standard,us-east-1,False,,2021-09-17,at_risk,False
ACC0322,Xeon Solutions,Granite Partners,US,USD,"5738 Main St, Suite 975",Manufacturing,smb,58,,False,CSM14,AE14,16236.0,1353.0,1,21,53,2025-11-11,134,23,standard,us-east-1,False,,2020-11-13,active,False
ACC0323,Xara Systems,,US,USD,"6694 Main St, Suite 257",Education,smb,68,,False,CSM04,AE09,8412.0,701.0,1,7,55,2025-11-24,147,39,standard,ap-southeast-1,False,,2022-04-02,active,False
ACC0324,Razor Group,,US,USD,"3754 Main St, Suite 582",Logistics,smb,13,,False,CSM05,AE10,17880.0,1490.0,1,6,60,2025-07-19,19,77,standard,us-west-2,False,,2023-12-08,active,False
ACC0325,Quest Ltd,,US,USD,"1863 Main St, Suite 200",Education,smb,87,,False,CSM06,AE12,10212.0,851.0,1,24,100,2025-09-25,87,23,standard,ap-southeast-1,False,,2023-09-07,churned,False
ACC0326,Iridium Group,,US,USD,"996 Main St, Suite 792",Retail,smb,75,,False,CSM01,AE11,15840.0,1320.0,1,18,84,2025-07-11,11,34,standard,ap-southeast-1,False,,2020-01-08,active,False
ACC0327,Maple Enterprises,,US,USD,"7542 Main St, Suite 629",Education,smb,48,,False,CSM11,AE13,10224.0,852.0,1,23,99,2025-12-06,159,-26,standard,eu-west-1,False,,2021-10-12,active,False
ACC0328,Lumina Ltd,Clarity Enterprises,US,USD,"9278 Main St, Suite 864",Retail,smb,66,,False,CSM15,AE01,5244.0,437.0,1,20,33,2025-10-22,114,47,standard,ap-southeast-1,False,,2021-11-09,active,False
ACC0329,Drake Group,,US,USD,"1232 Main St, Suite 180",Technology,smb,99,,False,CSM14,AE07,13404.0,1117.0,1,44,79,2025-10-09,101,-23,standard,us-east-1,False,,2022-09-22,active,False
ACC0330,Lyric Ltd,,US,USD,"2138 Main St, Suite 326",Financial Services,smb,22,,False,CSM15,AE07,8868.0,739.0,1,5,45,2025-11-14,137,-32,standard,us-west-2,False,,2020-05-28,active,False
ACC0331,Drake Enterprises,,US,USD,"4029 Main St, Suite 122",Healthcare,smb,49,,False,CSM15,AE10,13428.0,1119.0,1,25,100,2025-07-21,21,-11,standard,us-east-1,False,,2022-05-08,active,False
ACC0332,Vertex Corp,,US,USD,"9224 Main St, Suite 617",Manufacturing,smb,14,,False,CSM07,AE02,7548.0,629.0,1,8,88,2025-12-22,175,-21,standard,eu-west-1,False,,2020-07-19,active,False
ACC0333,Zephyr Group,Crimson Technologies,US,USD,"6660 Main St, Suite 810",Logistics,smb,84,,False,CSM17,AE12,8844.0,737.0,1,43,77,2025-12-03,156,41,standard,eu-west-1,False,,2020-04-23,active,False
ACC0334,Lumina Enterprises,,US,USD,"4095 Main St, Suite 289",Financial Services,smb,45,,False,CSM20,AE14,14664.0,1222.0,1,11,45,2025-08-25,56,-19,standard,ap-southeast-1,False,,2023-01-19,active,False
ACC0335,Crest Technologies,,US,USD,"7481 Main St, Suite 389",Logistics,smb,48,,False,CSM18,AE14,8364.0,697.0,1,7,80,2025-10-28,120,-28,standard,us-east-1,True,0.37,2022-05-26,active,False
ACC0336,Jolt Ltd,,US,USD,"4813 Main St, Suite 593",Manufacturing,smb,11,,False,CSM09,AE10,17604.0,1467.0,1,4,50,2025-11-10,133,-14,standard,eu-west-1,False,,2022-09-14,active,False
ACC0337,Vapor Systems,,US,USD,"1865 Main St, Suite 338",Healthcare,smb,92,,False,CSM06,AE03,17112.0,1426.0,1,22,74,2025-10-18,110,-1,standard,eu-west-1,False,,2023-07-04,active,False
ACC0338,Zinc Corp,,US,USD,"4396 Main St, Suite 135",Healthcare,smb,96,,False,CSM06,AE09,7500.0,625.0,1,49,79,2025-07-20,20,71,standard,us-east-1,False,,2020-11-10,active,False
ACC0339,Ridge Inc,,US,USD,"6665 Main St, Suite 474",Education,smb,85,,False,CSM18,AE07,6696.0,558.0,1,39,37,2025-10-23,115,-28,standard,ap-southeast-1,False,,2021-03-24,active,False
ACC0340,Indigo Corp,,US,USD,"1132 Main St, Suite 467",Media,smb,32,,False,CSM17,AE15,11868.0,989.0,1,7,57,2025-09-13,75,65,standard,eu-west-1,False,,2022-10-26,active,False
ACC0341,Fusion Technologies,,US,USD,"479 Main St, Suite 200",Retail,smb,47,,False,CSM03,AE11,7536.0,628.0,1,3,86,2025-12-08,161,65,standard,eu-west-1,False,,2021-12-01,active,False
ACC0342,Iridium Ltd,,US,USD,"4269 Main St, Suite 870",Education,smb,37,,False,CSM15,AE01,17184.0,1432.0,1,10,81,2025-11-28,151,-11,standard,us-west-2,False,,2023-05-21,active,False
ACC0343,Talon Group,,US,USD,"8896 Main St, Suite 797",Retail,smb,45,,False,CSM20,AE15,14064.0,1172.0,1,11,84,2025-09-12,74,1,standard,ap-southeast-1,False,,2021-05-19,active,False
ACC0344,Insight Inc,,US,USD,"4754 Main St, Suite 813",Retail,smb,85,,False,CSM05,AE04,8976.0,748.0,1,27,60,2025-10-12,104,69,standard,us-west-2,False,,2021-10-03,active,False
ACC0345,Mast Inc,,US,USD,"1944 Main St, Suite 588",Media,smb,85,,False,CSM06,AE15,11760.0,980.0,1,27,84,2025-07-15,15,-32,standard,ap-southeast-1,False,,2021-06-17,active,False
ACC0346,Indigo Systems,,US,USD,"1327 Main St, Suite 408",Media,smb,28,,False,CSM05,AE14,8436.0,703.0,1,14,56,2025-11-12,135,50,standard,ap-southeast-1,False,,2021-01-17,active,False
ACC0347,Ursa Ltd,,US,USD,"3714 Main St, Suite 357",Manufacturing,smb,37,,False,CSM02,AE04,13416.0,1118.0,1,2,67,2025-10-06,98,13,standard,eu-west-1,False,,2020-04-18,active,False
ACC0348,Visor Group,,US,USD,"2200 Main St, Suite 589",Retail,smb,92,,False,CSM09,AE10,12480.0,1040.0,1,47,58,2025-08-15,46,-33,standard,ap-southeast-1,False,,2020-12-06,active,False
ACC0349,Yoke Ltd,,US,USD,"941 Main St, Suite 612",Media,smb,86,,False,CSM05,AE09,17016.0,1418.0,1,32,33,2025-11-15,138,37,standard,us-west-2,False,,2022-06-26,active,False
ACC0350,Apex Ltd,,US,USD,"5557 Main St, Suite 377",Media,smb,6,,False,CSM20,AE14,9312.0,776.0,1,4,45,2025-11-03,126,30,standard,us-west-2,False,,2021-12-01,active,False
ACC0351,Horizon Technologies,,US,USD,"8171 Main St, Suite 115",Education,smb,20,,False,CSM06,AE14,17520.0,1460.0,1,11,65,2025-09-04,66,-2,standard,us-east-1,False,,2021-09-21,active,False
ACC0352,Obsidian Group,,US,USD,"4380 Main St, Suite 141",Healthcare,smb,47,,False,CSM10,AE08,6204.0,517.0,1,20,98,2025-10-22,114,48,standard,us-east-1,False,,2021-09-24,active,False
ACC0353,Vertex Technologies,,US,USD,"3936 Main St, Suite 945",Media,smb,48,,False,CSM09,AE01,9480.0,790.0,1,2,45,2025-08-15,46,-12,standard,eu-west-1,False,,2021-05-17,active,False
ACC0354,Thorpe Technologies,,US,USD,"9808 Main St, Suite 469",Healthcare,smb,90,,False,CSM09,AE13,10800.0,900.0,1,10,99,2025-09-08,70,10,standard,ap-southeast-1,True,0.38,2022-05-21,active,False
ACC0355,Maven Systems,,US,USD,"8867 Main St, Suite 166",Retail,smb,14,,False,CSM01,AE13,14928.0,1244.0,1,2,88,2025-10-21,113,-22,standard,us-east-1,False,,2021-01-20,active,False
ACC0356,Ferrous Systems,,US,USD,"1273 Main St, Suite 689",Retail,smb,66,,False,CSM03,AE12,16248.0,1354.0,1,27,32,2025-08-12,43,-16,standard,us-west-2,False,,2021-09-13,active,False
ACC0357,Blaze Group,,US,USD,"6173 Main St, Suite 120",Manufacturing,smb,35,,False,CSM06,AE13,14124.0,1177.0,1,10,38,2025-07-27,27,67,standard,us-west-2,False,,2020-11-03,active,False
ACC0358,Beacon Ltd,,US,USD,"9190 Main St, Suite 671",Healthcare,smb,86,,False,CSM09,AE08,7500.0,625.0,1,12,67,2025-10-09,101,44,standard,us-east-1,False,,2022-11-04,active,False
ACC0359,Epoch Technologies,,US,USD,"7041 Main St, Suite 873",Financial Services,smb,32,,False,CSM17,AE13,12012.0,1001.0,1,3,37,2025-10-20,112,44,standard,ap-southeast-1,False,,2022-10-07,churned,False
ACC0360,Yoke Technologies,,US,USD,"667 Main St, Suite 298",Logistics,smb,35,,False,CSM11,AE10,9264.0,772.0,1,17,80,2025-09-13,75,55,standard,eu-west-1,False,,2020-12-08,active,False
ACC0361,Zeal Solutions,,US,USD,"5173 Main St, Suite 209",Financial Services,smb,89,,False,CSM14,AE07,10776.0,898.0,1,11,86,2025-07-20,20,-26,standard,us-east-1,False,,2020-11-25,active,False
ACC0362,Helios Enterprises,,US,USD,"5904 Main St, Suite 927",Technology,smb,91,,False,CSM09,AE15,10296.0,858.0,1,19,76,2025-07-23,23,-21,standard,eu-west-1,False,,2023-11-10,active,False
ACC0363,Gale Enterprises,,US,USD,"5339 Main St, Suite 781",Education,smb,67,,False,CSM13,AE10,7560.0,630.0,1,27,49,2025-12-07,160,-10,standard,us-west-2,False,,2021-03-10,active,False
ACC0364,Lyric Inc,,US,USD,"3881 Main St, Suite 147",Financial Services,smb,79,,False,CSM12,AE10,12684.0,1057.0,1,40,96,2025-12-18,171,24,standard,eu-west-1,False,,2021-11-21,active,False
ACC0365,Shore Ltd,,US,USD,"6221 Main St, Suite 313",Logistics,smb,50,,False,CSM20,AE10,15120.0,1260.0,1,7,96,2025-10-20,112,-12,standard,us-west-2,False,,2023-10-19,active,False
ACC0366,Valor Inc,,US,USD,"5751 Main St, Suite 319",Financial Services,smb,12,,False,CSM05,AE06,15960.0,1330.0,1,2,30,2025-08-05,36,4,standard,us-east-1,False,,2021-09-21,active,False
ACC0367,Talon Systems,,US,USD,"9193 Main St, Suite 623",Retail,smb,63,,False,CSM09,AE01,8172.0,681.0,1,16,66,2025-11-02,125,-15,standard,ap-southeast-1,False,,2022-07-18,at_risk,False
ACC0368,Ember Inc,,US,USD,"2076 Main St, Suite 399",Manufacturing,smb,15,,False,CSM13,AE09,15288.0,1274.0,1,3,44,2025-10-09,101,71,standard,us-west-2,False,,2023-10-07,active,False
ACC0369,Juniper Solutions,,US,USD,"9175 Main St, Suite 251",Logistics,smb,37,,False,CSM10,AE15,5076.0,423.0,1,8,70,2025-09-10,72,34,standard,us-west-2,False,,2023-04-20,active,False
ACC0370,Spectrum Enterprises,,US,USD,"8423 Main St, Suite 730",Education,smb,29,,False,CSM09,AE04,6732.0,561.0,1,5,73,2025-12-02,155,24,standard,us-east-1,False,,2023-08-05,active,False
