subscription_id,signup_id,customer_id,plan_id,start_date,end_date,mrr_amount,billing_cycle,cancellation_reason,renewal_count,discount_pct,payment_method,auto_renew
SUB-002889,SGN-005227,CUST-02735,Professional,2022-01-26,,1138.41,Monthly,,7,0.05,Credit Card,True
SUB-002890,SGN-003386,CUST-02736,Professional,2022-08-27,,10787.61,Monthly,,6,0.1,ACH,True
SUB-002891,SGN-002172,CUST-02737,Starter,2023-12-01,,620.08,Monthly,,8,0.0,Credit Card,True
SUB-002892,SGN-003683,CUST-02738,Growth,2023-06-29,,2010.28,Monthly,,7,0.0,ACH,True
SUB-002893,SGN-004511,CUST-02739,Growth,2022-07-24,,5906.79,Monthly,,6,0.0,ACH,True
SUB-002894,SGN-000444,CUST-02740,Growth,2023-08-03,2024-01-02,323.39,Monthly,Company acquired/merged,6,0.05,ACH,True
SUB-002895,SGN-005950,CUST-02741,Professional,2024-06-20,2024-06-30,3518.15,Annual,Low product usage,0,0.0,ACH,True
SUB-002896,SGN-004892,CUST-02742,Professional,2022-09-28,2023-09-30,1777.47,Annual,Price increase,7,0.1,Invoice,True
SUB-002897,SGN-004893,CUST-02742,Starter,2023-12-19,2024-06-30,3538.51,Monthly,Company acquired/merged,1,0.05,Wire Transfer,True
SUB-002898,SGN-006237,CUST-02743,Enterprise Plus,2024-05-30,,9194.42,Monthly,,1,0.0,Wire Transfer,True
SUB-002899,SGN-005025,CUST-02744,Growth,2022-03-20,,2876.47,Annual,,0,0.0,ACH,True
SUB-002900,SGN-003682,CUST-02745,Starter,2023-04-29,2024-02-05,5218.97,Annual,Support dissatisfaction,7,0.0,ACH,True
SUB-002901,SGN-005355,CUST-02746,Starter,2022-12-09,2023-04-11,3772.7,Annual,Company acquired/merged,6,0.0,Invoice,True
SUB-002902,SGN-005356,CUST-02746,Growth,2023-10-10,,2369.78,Annual,,0,0.1,Credit Card,False
SUB-002903,SGN-000750,CUST-02747,Enterprise,2023-08-03,,1969.39,Monthly,,5,0.15,ACH,True
SUB-002904,SGN-005200,CUST-02748,Growth,2022-12-30,,1964.48,Monthly,,9,0.0,Credit Card,True
SUB-002905,SGN-004933,CUST-02749,Growth,2022-08-04,2023-06-28,2103.79,Annual,Budget cuts,4,0.0,ACH,True
SUB-002906,SGN-004010,CUST-02750,Professional,2022-12-03,,8163.42,Annual,,6,0.0,Invoice,True
SUB-002907,SGN-000449,CUST-02751,Professional,2023-08-20,2024-06-30,1473.04,Monthly,Price increase,0,0.05,Invoice,True
SUB-002908,SGN-001660,CUST-02752,Starter,2023-11-26,,10982.37,Monthly,,6,0.0,Credit Card,True
SUB-002909,SGN-005150,CUST-02753,Starter,2023-01-18,,7727.57,Annual,,0,0.0,ACH,True
SUB-002910,SGN-000522,CUST-02754,Starter,2023-08-17,,11238.19,Monthly,,5,0.0,ACH,True
SUB-002911,SGN-001710,CUST-02755,Starter,2023-11-12,,226.56,Monthly,,9,0.1,Invoice,True
SUB-002912,SGN-005747,CUST-02756,Starter,2024-04-29,,1660.72,Annual,,3,0.0,Invoice,False
SUB-002913,SGN-002285,CUST-02757,Professional,2023-12-17,,5300.7,Monthly,,6,0.15,Wire Transfer,True
SUB-002914,SGN-003666,CUST-02758,Growth,2023-06-06,,9804.3,Annual,,5,0.0,Invoice,False
SUB-002915,SGN-002703,CUST-02759,Starter,2022-04-06,,338.28,Monthly,,9,0.0,Invoice,True
SUB-002916,SGN-001648,CUST-02760,Starter,2023-11-06,,1489.2,Annual,,0,0.05,Credit Card,True
SUB-002917,SGN-005478,CUST-02761,Starter,2022-01-01,,3849.24,Monthly,,6,0.0,Wire Transfer,True
SUB-002918,SGN-000947,CUST-02762,Starter,2023-09-10,,2196.99,Monthly,,4,0.0,Invoice,True
SUB-002919,SGN-003990,CUST-02763,Enterprise,2023-05-12,,9361.53,Monthly,,9,0.15,Invoice,False
SUB-002920,SGN-004723,CUST-02764,Starter,2023-03-28,,2925.37,Annual,,3,0.0,Invoice,True
SUB-002921,SGN-001614,CUST-02765,Enterprise Plus,2023-11-05,,7821.82,Monthly,,2,0.15,Invoice,True
SUB-002922,SGN-005429,CUST-02766,Enterprise Plus,2022-10-19,2023-11-20,4066.08,Monthly,Support dissatisfaction,3,0.0,Credit Card,False
SUB-002923,SGN-000965,CUST-02767,Enterprise,2023-09-30,,5436.08,Annual,,9,0.0,Invoice,False
SUB-002924,SGN-002146,CUST-02768,Starter,2023-12-20,,9894.13,Annual,,7,0.05,ACH,True
SUB-002925,SGN-001666,CUST-02769,Professional,2023-11-07,2024-02-14,8333.66,Monthly,Missing features,1,0.15,Invoice,False
SUB-002926,SGN-002403,CUST-02770,Starter,2022-03-13,,7703.38,Monthly,,4,0.15,ACH,True
SUB-002927,SGN-000760,CUST-02771,Starter,2023-08-10,2024-06-30,4082.76,Annual,Support dissatisfaction,9,0.0,Credit Card,True
SUB-002928,SGN-002648,CUST-02772,Enterprise,2022-03-23,,1428.58,Monthly,,5,0.0,Invoice,True
SUB-002929,SGN-000394,CUST-02773,Starter,2023-07-22,,779.39,Monthly,,8,0.05,ACH,True
SUB-002930,SGN-005383,CUST-02774,Starter,2022-10-28,,10613.44,Monthly,,9,0.0,Invoice,False
SUB-002931,SGN-003863,CUST-02775,Enterprise,2023-01-25,,6216.46,Annual,,5,0.0,Wire Transfer,False
SUB-002932,SGN-004407,CUST-02776,Growth,2023-04-06,,4341.25,Annual,,3,0.05,Credit Card,True
SUB-002933,SGN-004957,CUST-02777,Professional,2023-03-12,2023-09-07,1073.17,Annual,Price increase,8,0.05,ACH,True
SUB-002934,SGN-000070,CUST-02778,Professional,2023-07-16,,2709.31,Monthly,,1,0.0,Wire Transfer,True
SUB-002935,SGN-004069,CUST-02779,Professional,2023-04-04,2023-07-25,2278.42,Annual,Support dissatisfaction,8,0.0,Invoice,False
SUB-002936,SGN-000952,CUST-02780,Professional,2023-09-15,2023-12-19,4758.37,Monthly,Price increase,1,0.0,Credit Card,False
SUB-002937,SGN-003768,CUST-02781,Enterprise,2023-01-25,,9869.63,Annual,,5,0.0,ACH,False
SUB-002938,SGN-004935,CUST-02782,Starter,2022-05-25,,1755.26,Annual,,2,0.0,Wire Transfer,True
SUB-002939,SGN-002940,CUST-02783,Professional,2022-09-03,,3831.78,Annual,,8,0.05,Wire Transfer,True
SUB-002940,SGN-003038,CUST-02784,Professional,2022-05-25,,1372.44,Monthly,,5,0.05,Invoice,True
SUB-002941,SGN-002000,CUST-02785,Enterprise,2023-11-15,2024-06-30,5117.14,Monthly,Low product usage,6,0.0,ACH,False
SUB-002942,SGN-003037,CUST-02786,Growth,2023-03-16,,8670.42,Monthly,,1,0.0,ACH,True
SUB-002943,SGN-005910,CUST-02787,Growth,2024-04-20,,7404.27,Monthly,,9,0.1,Invoice,True
SUB-002944,SGN-004558,CUST-02788,Starter,2023-01-07,,11972.34,Monthly,,0,0.0,ACH,True
SUB-002945,SGN-003345,CUST-02789,Growth,2022-10-19,,8840.66,Monthly,,4,0.1,Wire Transfer,True
SUB-002946,SGN-001109,CUST-02790,Growth,2023-09-16,,3187.77,Monthly,,5,0.0,Invoice,True
SUB-002947,SGN-000356,CUST-02791,Growth,2023-07-13,2024-06-30,7450.93,Monthly,Low product usage,9,0.0,ACH,True
SUB-002948,SGN-000141,CUST-02792,Professional,2023-07-11,,10503.69,Monthly,,7,0.0,Credit Card,True
SUB-002949,SGN-004992,CUST-02793,Growth,2023-05-05,,2733.26,Monthly,,6,0.0,ACH,True
SUB-002950,SGN-001168,CUST-02794,Enterprise,2023-09-21,,1436.94,Monthly,,6,0.0,Wire Transfer,True
SUB-002951,SGN-001511,CUST-02795,Starter,2023-10-30,,8437.29,Annual,,6,0.15,Credit Card,True
SUB-002952,SGN-003880,CUST-02796,Enterprise Plus,2023-04-04,,11660.51,Monthly,,0,0.15,Invoice,True
SUB-002953,SGN-000397,CUST-02797,Starter,2023-07-09,,8956.71,Annual,,8,0.1,ACH,True
SUB-002954,SGN-001444,CUST-02798,Starter,2023-10-07,,3345.66,Monthly,,9,0.1,Wire Transfer,True
SUB-002955,SGN-004740,CUST-02799,Enterprise Plus,2023-01-12,,6727.48,Monthly,,8,0.05,Invoice,True
SUB-002956,SGN-001976,CUST-02800,Growth,2023-11-09,,11528.49,Monthly,,1,0.1,ACH,True
SUB-002957,SGN-001248,CUST-02801,Enterprise,2023-10-07,,4422.67,Monthly,,1,0.0,Wire Transfer,True
SUB-002958,SGN-004854,CUST-02802,Starter,2023-06-05,2023-09-09,220.97,Annual,Company acquired/merged,5,0.0,Credit Card,True
SUB-002959,SGN-004855,CUST-02802,Growth,2023-12-04,,2762.37,Monthly,,1,0.05,ACH,True
SUB-002960,SGN-004453,CUST-02803,Starter,2022-08-12,2023-04-01,5447.63,Annual,Low product usage,1,0.0,Wire Transfer,True
SUB-002961,SGN-004454,CUST-02803,Growth,2023-08-13,,1981.36,Annual,,2,0.0,ACH,True
SUB-002962,SGN-005441,CUST-02804,Starter,2023-05-10,,4130.01,Monthly,,5,0.1,Invoice,True
SUB-002963,SGN-002677,CUST-02805,Growth,2022-08-22,,7188.49,Annual,,0,0.0,ACH,False
SUB-002964,SGN-000180,CUST-02806,Enterprise,2023-07-11,,11939.72,Monthly,,6,0.05,Credit Card,False
SUB-002965,SGN-003493,CUST-02807,Enterprise,2023-01-04,,10533.53,Monthly,,0,0.05,ACH,True
SUB-002966,SGN-003613,CUST-02808,Growth,2022-10-26,,5887.53,Monthly,,8,0.0,Credit Card,True
SUB-002967,SGN-005265,CUST-02809,Growth,2022-11-16,2023-03-19,9659.07,Monthly,Budget cuts,3,0.05,Invoice,True
SUB-002968,SGN-005266,CUST-02809,Enterprise,2023-09-06,,10926.32,Monthly,,8,0.05,Wire Transfer,True
SUB-002969,SGN-006015,CUST-02810,Starter,2024-06-05,,2649.53,Annual,,9,0.0,ACH,True
SUB-002970,SGN-005721,CUST-02811,Professional,2022-05-06,2023-12-03,7478.85,Annual,Budget cuts,2,0.05,ACH,True
SUB-002971,SGN-004766,CUST-02812,Starter,2022-05-01,2023-04-23,961.17,Monthly,Support dissatisfaction,4,0.0,Wire Transfer,False
SUB-002972,SGN-004767,CUST-02812,Starter,2023-10-11,2024-06-30,7695.97,Monthly,Budget cuts,0,0.0,Wire Transfer,True
SUB-002973,SGN-001651,CUST-02813,Growth,2023-11-06,,7601.67,Monthly,,0,0.15,Wire Transfer,True
SUB-002974,SGN-005792,CUST-02814,Starter,2024-06-09,,1159.91,Monthly,,5,0.0,Invoice,True
SUB-002975,SGN-004263,CUST-02815,Starter,2022-10-13,,9367.89,Annual,,9,0.0,Wire Transfer,True
SUB-002976,SGN-001889,CUST-02816,Professional,2023-11-20,,11367.3,Annual,,9,0.05,Wire Transfer,False
SUB-002977,SGN-004949,CUST-02817,Growth,2022-05-06,,6477.16,Annual,,6,0.0,Credit Card,True
SUB-002978,SGN-005376,CUST-02818,Enterprise,2022-03-18,,10372.24,Annual,,9,0.0,Wire Transfer,True
SUB-002979,SGN-000599,CUST-02819,Growth,2023-08-08,,4502.71,Monthly,,6,0.1,ACH,True
SUB-002980,SGN-003557,CUST-02820,Growth,2023-04-03,,9653.36,Monthly,,4,0.15,ACH,True
SUB-002981,SGN-002281,CUST-02821,Enterprise,2023-12-13,,4189.1,Annual,,1,0.05,ACH,True
SUB-002982,SGN-002814,CUST-02822,Starter,2023-04-12,,7661.02,Monthly,,0,0.0,ACH,True
SUB-002983,SGN-003199,CUST-02823,Growth,2022-07-05,,9737.45,Annual,,2,0.1,ACH,True
SUB-002984,SGN-005997,CUST-02824,Growth,2024-05-25,,10406.67,Annual,,3,0.0,Invoice,True
SUB-002985,SGN-003628,CUST-02825,Growth,2023-06-01,,6947.88,Monthly,,5,0.0,ACH,True
SUB-002986,SGN-002135,CUST-02826,Enterprise Plus,2023-12-08,,7493.96,Annual,,0,0.05,ACH,True
SUB-002987,SGN-004431,CUST-02827,Professional,2022-05-29,2023-02-05,9175.37,Monthly,Missing features,6,0.15,Invoice,True
SUB-002988,SGN-005313,CUST-02828,Starter,2022-03-25,,5680.9,Annual,,0,0.0,Credit Card,True
SUB-002989,SGN-004251,CUST-02829,Enterprise,2022-10-31,,8009.75,Annual,,7,0.1,Wire Transfer,True
SUB-002990,SGN-003904,CUST-02830,Starter,2022-10-13,,1362.17,Monthly,,5,0.0,Credit Card,True
SUB-002991,SGN-001785,CUST-02831,Enterprise,2023-11-18,,2123.04,Monthly,,9,0.0,ACH,True
SUB-002992,SGN-005041,CUST-02832,Growth,2022-05-29,,7150.05,Annual,,7,0.0,Wire Transfer,True
SUB-002993,SGN-005407,CUST-02833,Growth,2023-01-31,,8991.51,Annual,,4,0.0,Invoice,True
SUB-002994,SGN-002680,CUST-02834,Enterprise,2022-02-06,2023-09-30,8889.99,Monthly,Price increase,5,0.15,Invoice,True
SUB-002995,SGN-002681,CUST-02834,Enterprise,2023-12-07,,7396.82,Annual,,3,0.05,ACH,False
SUB-002996,SGN-003394,CUST-02835,Professional,2022-10-16,2023-07-11,7530.4,Monthly,Support dissatisfaction,9,0.05,Invoice,True
SUB-002997,SGN-005391,CUST-02836,Growth,2023-01-30,2024-02-05,11999.65,Monthly,Support dissatisfaction,3,0.0,Wire Transfer,True
SUB-002998,SGN-003082,CUST-02837,Growth,2022-08-22,,4695.76,Monthly,,4,0.0,ACH,True
SUB-002999,SGN-005959,CUST-02838,Enterprise,2024-06-17,,4992.75,Monthly,,3,0.15,Invoice,True
SUB-003000,SGN-001365,CUST-02839,Starter,2023-10-03,,434.75,Annual,,4,0.05,Wire Transfer,True
SUB-003001,SGN-001424,CUST-02840,Growth,2023-10-14,,5650.54,Monthly,,7,0.0,ACH,True
SUB-003002,SGN-002652,CUST-02841,Growth,2022-01-25,,4550.64,Annual,,3,0.0,ACH,True
SUB-003003,SGN-004362,CUST-02842,Professional,2022-01-08,2022-09-12,2903.57,Annual,Budget cuts,6,0.0,Invoice,True
SUB-003004,SGN-004941,CUST-02843,Professional,2023-04-23,,212.16,Monthly,,2,0.0,ACH,True
SUB-003005,SGN-002760,CUST-02844,Enterprise,2023-04-18,,9427.7,Monthly,,1,0.1,Invoice,False
SUB-003006,SGN-006017,CUST-02845,Professional,2024-01-14,,2441.39,Annual,,7,0.0,ACH,True
SUB-003007,SGN-004650,CUST-02846,Professional,2022-06-11,2023-11-12,7545.53,Annual,Budget cuts,6,0.0,Invoice,True
SUB-003008,SGN-004651,CUST-02846,Professional,2023-12-12,,1250.14,Monthly,,3,0.0,Invoice,False
SUB-003009,SGN-004469,CUST-02847,Enterprise,2022-02-20,,6435.33,Annual,,1,0.15,Invoice,True
SUB-003010,SGN-003322,CUST-02848,Enterprise,2022-05-21,,4338.13,Monthly,,6,0.0,Invoice,True
SUB-003011,SGN-000023,CUST-02849,Enterprise,2023-07-19,,10371.54,Monthly,,3,0.05,Invoice,False
SUB-003012,SGN-000287,CUST-02850,Professional,2023-07-18,,10333.3,Monthly,,9,0.0,Invoice,False
SUB-003013,SGN-002866,CUST-02851,Enterprise,2022-01-01,,5523.63,Monthly,,5,0.15,Credit Card,True
SUB-003014,SGN-002436,CUST-02852,Starter,2022-12-07,,9243.67,Monthly,,1,0.05,Wire Transfer,True
SUB-003015,SGN-006122,CUST-02853,Growth,2024-05-31,,6109.33,Monthly,,3,0.0,Wire Transfer,True
SUB-003016,SGN-003400,CUST-02854,Enterprise,2022-09-18,2023-10-24,11183.85,Monthly,Company acquired/merged,7,0.0,Wire Transfer,True
SUB-003017,SGN-003401,CUST-02854,Enterprise,2023-12-08,,4856.73,Monthly,,2,0.0,Wire Transfer,True
SUB-003018,SGN-002373,CUST-02855,Growth,2023-12-02,,11294.21,Annual,,6,0.15,Credit Card,False
SUB-003019,SGN-002905,CUST-02856,Professional,2022-02-17,,6031.85,Monthly,,6,0.05,Wire Transfer,True
SUB-003020,SGN-005518,CUST-02857,Professional,2022-03-23,,10740.21,Annual,,4,0.0,ACH,False
SUB-003021,SGN-000483,CUST-02858,Starter,2023-08-23,,1903.75,Monthly,,5,0.0,Wire Transfer,True
SUB-003022,SGN-001167,CUST-02859,Starter,2023-09-14,,6787.51,Monthly,,3,0.0,Credit Card,True
SUB-003023,SGN-002112,CUST-02860,Professional,2023-12-17,,837.64,Monthly,,4,0.05,Invoice,True
SUB-003024,SGN-002795,CUST-02861,Starter,2022-07-03,,11002.46,Monthly,,5,0.0,Invoice,False
SUB-003025,SGN-003103,CUST-02862,Enterprise,2023-03-10,2024-06-30,10012.14,Annual,Missing features,6,0.05,Invoice,True
SUB-003026,SGN-001533,CUST-02863,Enterprise,2023-10-31,,6490.58,Annual,,7,0.1,Invoice,True
SUB-003027,SGN-005671,CUST-02864,Professional,2023-01-28,,11333.54,Monthly,,9,0.0,ACH,True
SUB-003028,SGN-002906,CUST-02865,Enterprise,2023-03-15,,10890.96,Monthly,,1,0.05,Credit Card,True
SUB-003029,SGN-002299,CUST-02866,Professional,2023-12-11,,9005.14,Annual,,3,0.0,Credit Card,True
SUB-003030,SGN-004710,CUST-02867,Professional,2022-07-21,,11879.62,Annual,,6,0.15,Wire Transfer,True
SUB-003031,SGN-003136,CUST-02868,Enterprise Plus,2022-02-20,,9941.94,Monthly,,5,0.0,Credit Card,True
SUB-003032,SGN-001295,CUST-02869,Growth,2023-10-25,2024-06-30,11286.17,Annual,Support dissatisfaction,0,0.05,Credit Card,False
SUB-003033,SGN-003762,CUST-02870,Enterprise,2022-08-07,,1683.74,Monthly,,6,0.0,Wire Transfer,True
SUB-003034,SGN-003852,CUST-02871,Starter,2022-09-03,,7408.94,Annual,,7,0.15,Wire Transfer,True
SUB-003035,SGN-004181,CUST-02872,Starter,2022-02-13,2023-04-17,8991.12,Monthly,Missing features,4,0.0,ACH,True
SUB-003036,SGN-004182,CUST-02872,Growth,2023-09-15,,890.32,Annual,,6,0.0,Wire Transfer,True
SUB-003037,SGN-000586,CUST-02873,Starter,2023-08-02,,7034.4,Monthly,,9,0.05,Credit Card,True
SUB-003038,SGN-002808,CUST-02874,Starter,2023-01-27,,8755.81,Annual,,0,0.0,Wire Transfer,True
SUB-003039,SGN-003475,CUST-02875,Enterprise,2022-10-18,2023-05-24,4855.42,Monthly,Support dissatisfaction,8,0.0,Wire Transfer,True
SUB-003040,SGN-003476,CUST-02875,Growth,2023-12-30,2024-06-30,9856.87,Annual,Support dissatisfaction,2,0.05,Wire Transfer,True
SUB-003041,SGN-001065,CUST-02876,Professional,2023-09-16,,11994.85,Monthly,,2,0.0,Credit Card,True
SUB-003042,SGN-005378,CUST-02877,Starter,2023-03-23,,3314.09,Annual,,1,0.0,Credit Card,True
SUB-003043,SGN-005533,CUST-02878,Growth,2022-01-10,,2156.67,Monthly,,0,0.05,Invoice,True
SUB-003044,SGN-002045,CUST-02879,Growth,2023-12-09,,1958.75,Monthly,,8,0.0,ACH,True
SUB-003045,SGN-006143,CUST-02880,Starter,2024-03-16,2024-06-30,3994.76,Monthly,Switched to competitor,8,0.0,Credit Card,True
SUB-003046,SGN-002040,CUST-02881,Growth,2023-12-01,,544.36,Monthly,,5,0.1,Invoice,True
SUB-003047,SGN-000634,CUST-02882,Starter,2023-08-06,,1585.11,Monthly,,8,0.05,ACH,False
SUB-003048,SGN-005994,CUST-02883,Professional,2024-04-27,,687.01,Monthly,,8,0.1,Wire Transfer,True
SUB-003049,SGN-000276,CUST-02884,Professional,2023-07-09,,2066.39,Monthly,,5,0.0,Credit Card,True
SUB-003050,SGN-004593,CUST-02885,Growth,2022-08-16,,11616.84,Monthly,,7,0.05,Invoice,False
SUB-003051,SGN-005414,CUST-02886,Growth,2022-09-01,,2159.35,Monthly,,1,0.0,Invoice,True
SUB-003052,SGN-000365,CUST-02887,Professional,2023-07-12,,11173.59,Monthly,,4,0.15,Credit Card,True
SUB-003053,SGN-000789,CUST-02888,Starter,2023-08-20,,3014.36,Monthly,,3,0.05,ACH,True
SUB-003054,SGN-004921,CUST-02889,Growth,2022-09-15,,11652.08,Annual,,7,0.0,Invoice,True
SUB-003055,SGN-002986,CUST-02890,Professional,2023-03-28,2023-11-25,7690.62,Monthly,Price increase,2,0.0,Invoice,True
SUB-003056,SGN-001723,CUST-02891,Starter,2023-11-10,,2364.62,Monthly,,4,0.05,Credit Card,True
SUB-003057,SGN-002685,CUST-02892,Starter,2022-08-06,,4737.46,Monthly,,3,0.15,Wire Transfer,True
SUB-003058,SGN-004895,CUST-02893,Enterprise,2023-02-11,,8468.78,Monthly,,9,0.0,ACH,True
SUB-003059,SGN-001192,CUST-02894,Starter,2023-09-22,,7146.09,Monthly,,6,0.15,Wire Transfer,True
SUB-003060,SGN-003982,CUST-02895,Growth,2022-11-06,,3582.25,Annual,,6,0.15,Wire Transfer,False
SUB-003061,SGN-003838,CUST-02896,Enterprise Plus,2022-04-26,2023-02-02,11144.84,Monthly,Missing features,4,0.0,Credit Card,True
SUB-003062,SGN-000569,CUST-02897,Growth,2023-08-18,2024-06-30,2344.06,Monthly,Support dissatisfaction,5,0.0,Invoice,True
SUB-003063,SGN-002191,CUST-02898,Starter,2023-12-10,,6988.19,Monthly,,3,0.05,Credit Card,True
SUB-003064,SGN-002323,CUST-02899,Starter,2023-12-31,,11243.48,Monthly,,7,0.0,Wire Transfer,True
SUB-003065,SGN-002941,CUST-02900,Professional,2022-08-27,,6435.13,Annual,,9,0.1,Invoice,True
SUB-003066,SGN-001735,CUST-02901,Enterprise,2023-11-10,,8937.4,Monthly,,4,0.1,Credit Card,True
SUB-003067,SGN-006221,CUST-02902,Enterprise Plus,2024-04-13,,2089.76,Annual,,3,0.05,Invoice,False
SUB-003068,SGN-002594,CUST-02903,Growth,2022-07-30,,5407.0,Annual,,1,0.0,ACH,False
SUB-003069,SGN-002082,CUST-02904,Growth,2023-12-25,,9102.51,Monthly,,2,0.15,Wire Transfer,True
SUB-003070,SGN-002086,CUST-02905,Starter,2023-12-31,,9265.39,Annual,,1,0.1,Invoice,True
SUB-003071,SGN-002988,CUST-02906,Enterprise,2022-04-08,2023-06-22,11241.62,Annual,Low product usage,2,0.1,Credit Card,True
SUB-003072,SGN-002989,CUST-02906,Professional,2023-09-25,2024-04-10,9356.08,Annual,Support dissatisfaction,1,0.0,ACH,False
SUB-003073,SGN-003321,CUST-02907,Growth,2022-05-06,,11361.15,Annual,,0,0.0,Credit Card,False
SUB-003074,SGN-000553,CUST-02908,Growth,2023-08-23,,2988.19,Monthly,,0,0.05,Invoice,True
SUB-003075,SGN-000131,CUST-02909,Enterprise,2023-07-30,,4605.18,Annual,,9,0.1,Wire Transfer,True
SUB-003076,SGN-004280,CUST-02910,Growth,2022-10-21,2023-01-15,8300.2,Annual,Company acquired/merged,5,0.0,Credit Card,True
SUB-003077,SGN-005412,CUST-02911,Professional,2022-07-19,,2889.65,Monthly,,9,0.0,ACH,True
SUB-003078,SGN-000213,CUST-02912,Growth,2023-07-27,,3762.45,Monthly,,7,0.0,ACH,True
SUB-003079,SGN-005299,CUST-02913,Growth,2022-03-29,2023-05-22,1040.57,Annual,Budget cuts,4,0.05,Credit Card,True
SUB-003080,SGN-002385,CUST-02914,Growth,2023-12-25,2024-06-30,385.25,Monthly,Price increase,6,0.05,Credit Card,True
SUB-003081,SGN-005683,CUST-02915,Growth,2022-06-16,,856.85,Monthly,,0,0.15,ACH,True
SUB-003082,SGN-004955,CUST-02916,Growth,2022-04-17,,4370.73,Monthly,,9,0.0,ACH,True
SUB-003083,SGN-000029,CUST-02917,Starter,2023-07-28,,4230.14,Annual,,0,0.0,Wire Transfer,True
SUB-003084,SGN-000979,CUST-02918,Professional,2023-09-27,,3265.87,Monthly,,2,0.0,Wire Transfer,True
SUB-003085,SGN-005954,CUST-02919,Starter,2024-01-09,,10568.16,Monthly,,7,0.05,Invoice,True
SUB-003086,SGN-002277,CUST-02920,Growth,2023-12-03,,2317.93,Annual,,7,0.0,Credit Card,True
SUB-003087,SGN-000362,CUST-02921,Growth,2023-07-05,,5818.11,Monthly,,6,0.0,ACH,False
SUB-003088,SGN-001476,CUST-02922,Enterprise,2023-10-07,,10547.23,Annual,,1,0.05,Wire Transfer,True
SUB-003089,SGN-003059,CUST-02923,Starter,2022-08-14,,2538.34,Monthly,,0,0.0,Credit Card,False
SUB-003090,SGN-003609,CUST-02924,Professional,2023-03-05,,3137.18,Monthly,,7,0.1,ACH,True
SUB-003091,SGN-004306,CUST-02925,Growth,2023-06-05,,3418.21,Annual,,4,0.1,ACH,False
SUB-003092,SGN-000712,CUST-02926,Enterprise Plus,2023-08-17,,11691.54,Monthly,,2,0.0,ACH,True
SUB-003093,SGN-005230,CUST-02927,Enterprise,2022-08-15,,4420.14,Annual,,0,0.0,Wire Transfer,True
SUB-003094,SGN-001083,CUST-02928,Professional,2023-09-21,,7605.09,Annual,,9,0.05,Invoice,True
SUB-003095,SGN-001563,CUST-02929,Starter,2023-10-19,,11951.37,Monthly,,1,0.0,Credit Card,True
SUB-003096,SGN-001392,CUST-02930,Enterprise,2023-10-07,,10049.29,Monthly,,2,0.05,Wire Transfer,False
SUB-003097,SGN-002138,CUST-02931,Starter,2023-12-27,,753.57,Annual,,8,0.05,Wire Transfer,True
SUB-003098,SGN-001926,CUST-02932,Starter,2023-11-13,2024-06-30,269.36,Annual,Missing features,9,0.0,Invoice,True
SUB-003099,SGN-005579,CUST-02933,Enterprise,2022-06-10,,4978.47,Monthly,,1,0.0,Wire Transfer,False
SUB-003100,SGN-006274,CUST-02934,Starter,2024-02-10,,733.57,Monthly,,6,0.0,ACH,True
SUB-003101,SGN-002028,CUST-02935,Growth,2023-12-24,,2857.03,Monthly,,1,0.0,ACH,True
SUB-003102,SGN-002151,CUST-02936,Enterprise,2023-12-15,,1803.62,Monthly,,4,0.1,Wire Transfer,True
SUB-003103,SGN-002121,CUST-02937,Professional,2023-12-27,,4277.36,Monthly,,3,0.0,Credit Card,True
SUB-003104,SGN-002522,CUST-02938,Professional,2023-01-12,,11390.96,Monthly,,0,0.1,Wire Transfer,False
SUB-003105,SGN-001087,CUST-02939,Professional,2023-09-29,,6508.31,Annual,,4,0.0,Invoice,True
SUB-003106,SGN-004976,CUST-02940,Starter,2022-09-10,,2467.53,Annual,,7,0.05,ACH,True
SUB-003107,SGN-002829,CUST-02941,Professional,2023-05-30,2024-01-18,6220.07,Annual,Low product usage,7,0.0,Invoice,True
SUB-003108,SGN-002075,CUST-02942,Growth,2023-12-13,,3696.65,Annual,,9,0.0,ACH,True
SUB-003109,SGN-002159,CUST-02943,Growth,2023-12-19,,2293.75,Monthly,,3,0.1,Credit Card,False
SUB-003110,SGN-004353,CUST-02944,Professional,2022-11-28,,8271.98,Annual,,6,0.0,Wire Transfer,True
SUB-003111,SGN-001636,CUST-02945,Growth,2023-11-22,,10849.57,Annual,,5,0.1,Wire Transfer,True
SUB-003112,SGN-005834,CUST-02946,Starter,2024-04-28,,3998.17,Annual,,7,0.1,ACH,True
SUB-003113,SGN-000147,CUST-02947,Professional,2023-07-26,,2389.46,Monthly,,7,0.05,Wire Transfer,True
SUB-003114,SGN-001631,CUST-02948,Enterprise,2023-11-22,,7505.98,Annual,,5,0.0,Credit Card,True
SUB-003115,SGN-006248,CUST-02949,Professional,2024-06-18,,5870.34,Monthly,,1,0.0,Wire Transfer,True
SUB-003116,SGN-006303,CUST-02950,Enterprise,2024-02-24,2024-06-30,11250.43,Monthly,Support dissatisfaction,3,0.05,Credit Card,True
SUB-003117,SGN-000625,CUST-02951,Starter,2023-08-20,,5490.96,Monthly,,2,0.0,ACH,True
SUB-003118,SGN-000496,CUST-02952,Professional,2023-08-02,,7520.77,Annual,,5,0.05,Wire Transfer,True
SUB-003119,SGN-000378,CUST-02953,Growth,2023-07-01,,1617.68,Monthly,,2,0.0,ACH,True
