log_id,customer_id,event_date,event_time,created_at,event_type,event_category,feature_area,device_type,browser,session_duration_seconds,ip_country,event_source
LOG-0086586,CUST-02481,2023-10-11,16:38:38,2023-10-11,report_export,user_action,Data Import,Mobile,Safari,1974,Australia,partner_integration
LOG-0086587,CUST-02481,2023-12-21,19:29:33,2023-12-24,file_upload,user_action,Data Import,Desktop,Chrome,2394,Singapore,web
LOG-0086588,CUST-02481,2023-04-23,16:32:47,2023-04-23,feature_use,user_action,API,Desktop,Safari,1442,Brazil,web
LOG-0086589,CUST-02481,2023-11-24,18:40:43,2023-11-26,file_upload,user_action,Dashboard,Mobile,Edge,2075,Australia,mobile_app
LOG-0086590,CUST-02481,2024-04-30,17:51:14,2024-05-01,dashboard_view,user_action,Reporting,Mobile,Safari,702,United Kingdom,mobile_app
LOG-0086591,CUST-02481,2023-06-03,04:05:59,2023-06-04,login,user_action,Dashboard,Desktop,Edge,489,United Kingdom,web
LOG-0086592,CUST-02481,2024-05-30,02:34:13,2024-06-01,integration_health_check,system_generated,Platform,Server,,0,Germany,web
LOG-0086593,CUST-02481,2023-06-28,11:23:48,2023-06-29,report_export,user_action,Admin Settings,Desktop,Safari,3364,Germany,partner_integration
LOG-0086594,CUST-02481,2024-05-17,23:32:35,2024-05-19,api_call,user_action,Integrations,Desktop,Edge,3411,India,web
LOG-0086595,CUST-02481,2023-10-27,22:10:11,2023-10-27,account_provisioning_sync,system_generated,Platform,Server,,0,Germany,web
LOG-0086596,CUST-02481,2024-03-18,01:52:59,2024-03-19,feature_use,user_action,Reporting,Mobile,Firefox,872,Germany,web
LOG-0086597,CUST-02481,2024-05-16,10:09:21,2024-05-17,admin_action,user_action,Data Import,Mobile,Chrome,942,Canada,web
LOG-0086598,CUST-02481,2023-06-22,04:56:29,2023-06-25,dashboard_view,user_action,Admin Settings,Desktop,Firefox,1019,Australia,web
LOG-0086599,CUST-02481,2024-05-25,01:00:58,2024-05-28,file_upload,user_action,Collaboration,Desktop,Chrome,2282,Brazil,web
LOG-0086600,CUST-02481,2024-01-19,10:37:21,2024-01-22,account_provisioning_sync,system_generated,Platform,Server,,0,United Kingdom,web
LOG-0086601,CUST-02481,2023-05-02,08:21:37,2023-05-02,admin_action,user_action,API,Mobile,Chrome,2462,United Kingdom,mobile_app
LOG-0086602,CUST-02481,2024-04-09,17:13:43,2024-04-11,file_upload,user_action,Data Import,Desktop,Safari,2164,United Kingdom,web
LOG-0086603,CUST-02481,2023-05-18,16:33:16,2023-05-18,api_call,user_action,Admin Settings,Mobile,Chrome,3400,Australia,web
LOG-0086604,CUST-02481,2023-07-02,00:58:54,2023-07-03,api_call,user_action,Collaboration,Desktop,Safari,3300,Canada,mobile_app
LOG-0086605,CUST-02481,2023-11-02,21:00:01,2023-11-05,login,user_action,Collaboration,Mobile,Edge,767,Australia,web
LOG-0086606,CUST-02481,2023-12-27,20:16:52,2023-12-30,account_provisioning_sync,system_generated,Billing,Server,,0,Australia,mobile_app
LOG-0086607,CUST-04395,2024-05-19,20:05:18,2024-05-19,file_upload,user_action,Dashboard,Desktop,Firefox,671,India,web
LOG-0086608,CUST-04395,2023-08-12,04:39:40,2023-08-12,file_upload,user_action,Data Import,Desktop,Safari,3268,United Kingdom,mobile_app
LOG-0086609,CUST-04395,2022-11-20,20:37:19,2022-11-23,login,user_action,Billing,Mobile,Edge,1807,United Kingdom,web
LOG-0086610,CUST-04395,2023-11-08,20:24:13,2023-11-08,dashboard_view,user_action,API,Tablet,Edge,1879,Australia,web
LOG-0086611,CUST-04395,2023-04-20,22:49:05,2023-04-21,feature_use,user_action,Collaboration,Desktop,Safari,721,Brazil,web
LOG-0086612,CUST-04395,2022-12-31,03:55:22,2022-12-31,api_call,user_action,Admin Settings,Desktop,Edge,114,Australia,api
LOG-0086613,CUST-04395,2023-08-23,11:42:05,2023-08-26,webhook_delivery,system_generated,Integrations,Server,,0,Australia,web
LOG-0086614,CUST-04395,2024-02-02,17:01:06,2024-02-05,feature_use,user_action,Billing,Mobile,Firefox,1930,India,api
LOG-0086615,CUST-04395,2024-01-05,22:15:34,2024-01-06,webhook_delivery,system_generated,Platform,Server,,0,India,mobile_app
LOG-0086616,CUST-04395,2022-08-26,00:01:26,2022-08-26,integration_health_check,system_generated,Billing,Server,,0,Germany,mobile_app
LOG-0086617,CUST-04395,2022-09-21,07:40:02,2022-09-22,login,user_action,Billing,Mobile,Firefox,1727,United Kingdom,mobile_app
LOG-0086618,CUST-04395,2023-06-13,19:56:54,2023-06-15,webhook_delivery,system_generated,Platform,Server,,0,Canada,web
LOG-0086619,CUST-04395,2023-01-12,05:22:42,2023-01-15,login,user_action,Admin Settings,Mobile,Firefox,1184,India,mobile_app
LOG-0086620,CUST-04395,2023-06-30,11:29:30,2023-06-30,dashboard_view,user_action,Integrations,Desktop,Firefox,3361,United States,web
LOG-0086621,CUST-04395,2023-09-28,11:35:34,2023-09-28,report_export,user_action,Dashboard,Tablet,Firefox,2479,United Kingdom,mobile_app
LOG-0086622,CUST-04395,2022-08-04,12:40:12,2022-08-04,integration_health_check,system_generated,Platform,Server,,0,India,web
LOG-0086623,CUST-04395,2022-07-12,13:26:34,2022-07-15,api_call,user_action,Integrations,Desktop,Edge,1995,Germany,web
LOG-0086624,CUST-04395,2023-01-16,21:17:38,2023-01-16,report_export,user_action,Admin Settings,Mobile,Chrome,1800,Brazil,web
LOG-0086625,CUST-04395,2023-01-09,01:39:04,2023-01-11,login,user_action,Reporting,Mobile,Safari,488,Germany,web
LOG-0086626,CUST-04395,2023-08-15,23:00:24,2023-08-16,scheduled_report_sync,system_generated,Platform,Server,,0,India,partner_integration
LOG-0086627,CUST-04395,2023-08-11,06:28:47,2023-08-11,admin_action,user_action,Reporting,Desktop,Safari,263,India,web
LOG-0086628,CUST-04395,2023-02-02,23:57:33,2023-02-03,report_export,user_action,Dashboard,Desktop,Safari,786,Brazil,mobile_app
LOG-0086629,CUST-04395,2024-04-01,22:10:21,2024-04-02,api_call,user_action,Admin Settings,Desktop,Edge,575,United Kingdom,web
LOG-0086630,CUST-04395,2023-07-08,09:06:20,2023-07-09,admin_action,user_action,Admin Settings,Desktop,Chrome,871,Canada,api
LOG-0086631,CUST-04395,2022-10-12,11:20:38,2022-10-14,dashboard_view,user_action,Admin Settings,Desktop,Chrome,3453,Canada,api
LOG-0086632,CUST-04395,2022-08-18,02:10:31,2022-08-19,integration_health_check,system_generated,Platform,Server,,0,Australia,web
LOG-0086633,CUST-01677,2024-01-12,17:17:54,2024-01-15,login,user_action,Integrations,Mobile,Chrome,424,Brazil,web
LOG-0086634,CUST-01677,2024-02-13,10:44:41,2024-02-15,auto_data_backup,system_generated,Platform,Server,,0,United States,web
LOG-0086635,CUST-01677,2023-08-22,14:29:49,2023-08-24,feature_use,user_action,Reporting,Tablet,Safari,3132,Germany,mobile_app
LOG-0086636,CUST-01677,2023-05-06,18:48:22,2023-05-09,scheduled_report_sync,system_generated,Platform,Server,,0,United States,web
LOG-0086637,CUST-01677,2023-03-08,11:28:11,2023-03-08,integration_health_check,system_generated,Billing,Server,,0,United Kingdom,partner_integration
LOG-0086638,CUST-01677,2023-02-19,05:57:49,2023-02-21,login,user_action,Collaboration,Mobile,Firefox,1383,Brazil,web
LOG-0086639,CUST-01677,2023-12-24,16:46:03,2023-12-27,dashboard_view,user_action,Integrations,Desktop,Firefox,1364,Canada,web
LOG-0086640,CUST-01677,2023-02-28,21:51:28,2023-02-28,login,user_action,Collaboration,Mobile,Edge,2785,Brazil,api
LOG-0086641,CUST-01677,2023-08-29,21:50:58,2023-08-30,file_upload,user_action,Reporting,Mobile,Firefox,795,Singapore,web
LOG-0086642,CUST-01677,2023-12-02,00:07:29,2023-12-05,dashboard_view,user_action,Dashboard,Mobile,Safari,166,Germany,web
LOG-0086643,CUST-01677,2024-03-17,10:41:46,2024-03-18,feature_use,user_action,Reporting,Desktop,Edge,1697,United Kingdom,mobile_app
LOG-0086644,CUST-01677,2024-02-05,04:52:12,2024-02-06,dashboard_view,user_action,Collaboration,Mobile,Edge,1325,United States,web
LOG-0086645,CUST-01677,2024-01-26,04:31:15,2024-01-27,dashboard_view,user_action,Integrations,Desktop,Edge,2121,Germany,api
LOG-0086646,CUST-01677,2023-08-25,16:26:00,2023-08-25,file_upload,user_action,Dashboard,Desktop,Safari,3024,Canada,mobile_app
LOG-0086647,CUST-01677,2024-06-11,13:41:37,2024-06-12,scheduled_report_sync,system_generated,Integrations,Server,,0,United Kingdom,web
LOG-0086648,CUST-01677,2023-05-04,16:50:26,2023-05-05,dashboard_view,user_action,Billing,Mobile,Edge,2146,Brazil,web
LOG-0086649,CUST-01677,2023-12-19,20:04:33,2023-12-21,file_upload,user_action,API,Mobile,Chrome,26,United States,api
LOG-0086650,CUST-01677,2023-02-20,14:53:59,2023-02-21,scheduled_report_sync,system_generated,Platform,Server,,0,Brazil,mobile_app
LOG-0086651,CUST-01677,2023-02-16,09:14:44,2023-02-18,api_call,user_action,Reporting,Mobile,Firefox,676,United Kingdom,web
LOG-0086652,CUST-01677,2023-11-05,05:41:26,2023-11-05,webhook_delivery,system_generated,Integrations,Server,,0,United Kingdom,web
LOG-0086653,CUST-01677,2024-01-03,07:33:40,2024-01-06,api_call,user_action,Dashboard,Desktop,Edge,689,India,web
LOG-0086654,CUST-01677,2023-05-03,21:23:37,2023-05-03,report_export,user_action,Collaboration,Mobile,Firefox,3222,United Kingdom,web
LOG-0086655,CUST-01677,2023-08-26,11:30:45,2023-08-29,login,user_action,Reporting,Mobile,Chrome,1944,Australia,mobile_app
LOG-0086656,CUST-01677,2024-01-14,14:26:50,2024-01-15,file_upload,user_action,Admin Settings,Mobile,Chrome,2604,United Kingdom,web
LOG-0086657,CUST-04791,2023-08-12,10:27:13,2023-08-12,feature_use,user_action,Collaboration,Mobile,Edge,1252,Canada,web
LOG-0086658,CUST-04791,2022-10-08,12:06:23,2022-10-11,report_export,user_action,Reporting,Desktop,Edge,2052,Singapore,web
LOG-0086659,CUST-04791,2024-05-03,23:30:50,2024-05-05,admin_action,user_action,Admin Settings,Desktop,Safari,2255,Singapore,mobile_app
LOG-0086660,CUST-04791,2024-04-16,17:58:40,2024-04-16,feature_use,user_action,Collaboration,Mobile,Safari,1542,Australia,mobile_app
LOG-0086661,CUST-04791,2024-05-16,17:09:00,2024-05-17,account_provisioning_sync,system_generated,Billing,Server,,0,Germany,mobile_app
LOG-0086662,CUST-04791,2023-02-15,10:57:49,2023-02-18,admin_action,user_action,Reporting,Mobile,Firefox,1473,Singapore,mobile_app
LOG-0086663,CUST-04791,2023-06-06,15:29:51,2023-06-06,report_export,user_action,Data Import,Desktop,Edge,122,Germany,web
LOG-0086664,CUST-04791,2022-08-30,12:49:12,2022-09-01,file_upload,user_action,Dashboard,Mobile,Safari,1986,Germany,web
LOG-0086665,CUST-04791,2022-07-28,18:58:30,2022-07-28,report_export,user_action,Billing,Desktop,Chrome,1334,United Kingdom,api
LOG-0086666,CUST-04791,2024-06-05,09:54:08,2024-06-05,webhook_delivery,system_generated,Billing,Server,,0,United States,web
LOG-0086667,CUST-04791,2024-04-26,21:18:17,2024-04-26,api_call,user_action,Billing,Tablet,Firefox,930,United Kingdom,mobile_app
LOG-0086668,CUST-04791,2024-06-01,14:21:58,2024-06-01,scheduled_report_sync,system_generated,Integrations,Server,,0,Singapore,partner_integration
LOG-0086669,CUST-04791,2023-08-12,20:54:33,2023-08-13,admin_action,user_action,Reporting,Mobile,Firefox,2923,United Kingdom,web
LOG-0086670,CUST-04791,2022-08-12,21:43:19,2022-08-14,scheduled_report_sync,system_generated,Platform,Server,,0,Australia,api
LOG-0086671,CUST-04791,2024-06-07,16:19:01,2024-06-07,api_call,user_action,Reporting,Desktop,Chrome,2662,Australia,web
LOG-0086672,CUST-04791,2023-09-07,16:50:42,2023-09-08,api_call,user_action,Billing,Desktop,Edge,2774,Canada,partner_integration
LOG-0086673,CUST-04791,2022-11-02,07:29:36,2022-11-04,report_export,user_action,Admin Settings,Desktop,Safari,2726,India,web
LOG-0086674,CUST-04791,2023-10-21,15:28:22,2023-10-22,login,user_action,Integrations,Desktop,Edge,2716,Brazil,mobile_app
LOG-0086675,CUST-04791,2023-07-03,16:33:36,2023-07-04,report_export,user_action,Integrations,Mobile,Chrome,2948,United Kingdom,partner_integration
LOG-0086676,CUST-04791,2024-05-17,12:38:04,2024-05-19,api_call,user_action,Reporting,Desktop,Firefox,1211,Germany,mobile_app
LOG-0086677,CUST-04791,2024-01-25,00:23:36,2024-01-26,dashboard_view,user_action,Data Import,Desktop,Firefox,2480,United Kingdom,web
LOG-0086678,CUST-04791,2022-08-09,18:03:34,2022-08-10,report_export,user_action,Collaboration,Desktop,Firefox,1407,Brazil,web
LOG-0086679,CUST-04791,2023-07-17,16:52:47,2023-07-18,admin_action,user_action,API,Mobile,Firefox,2650,Australia,web
LOG-0086680,CUST-04791,2022-06-13,14:17:05,2022-06-16,api_call,user_action,Reporting,Desktop,Safari,1843,India,mobile_app
LOG-0086681,CUST-04791,2024-04-12,14:47:03,2024-04-14,admin_action,user_action,API,Desktop,Safari,3396,India,web
LOG-0086682,CUST-04791,2023-09-28,01:21:45,2023-10-01,account_provisioning_sync,system_generated,Integrations,Server,,0,India,web
LOG-0086683,CUST-04791,2023-03-30,20:32:41,2023-03-30,feature_use,user_action,Billing,Desktop,Firefox,3330,Brazil,web
LOG-0086684,CUST-04791,2023-12-17,23:14:52,2023-12-20,admin_action,user_action,Dashboard,Desktop,Chrome,508,Singapore,web
LOG-0086685,CUST-02495,2024-04-05,18:31:46,2024-04-07,admin_action,user_action,Billing,Mobile,Edge,1026,India,web
LOG-0086686,CUST-02495,2024-04-03,19:29:37,2024-04-06,report_export,user_action,Billing,Desktop,Firefox,895,Singapore,web
LOG-0086687,CUST-02495,2023-05-23,09:04:32,2023-05-26,integration_health_check,system_generated,Billing,Server,,0,Germany,mobile_app
LOG-0086688,CUST-02495,2023-10-29,12:12:32,2023-10-31,account_provisioning_sync,system_generated,Billing,Server,,0,Singapore,web
LOG-0086689,CUST-02495,2024-04-02,18:07:19,2024-04-02,api_call,user_action,Billing,Mobile,Chrome,765,Germany,web
LOG-0086690,CUST-02495,2023-01-21,07:23:42,2023-01-24,auto_data_backup,system_generated,Integrations,Server,,0,Germany,mobile_app
LOG-0086691,CUST-02495,2024-06-09,14:43:01,2024-06-12,report_export,user_action,Admin Settings,Tablet,Firefox,558,Brazil,web
LOG-0086692,CUST-02495,2023-12-01,02:13:12,2023-12-03,feature_use,user_action,Billing,Desktop,Safari,1720,Brazil,api
LOG-0086693,CUST-02495,2023-10-16,22:06:53,2023-10-16,login,user_action,API,Mobile,Firefox,923,Canada,web
LOG-0086694,CUST-02495,2024-04-01,14:33:52,2024-04-03,report_export,user_action,API,Mobile,Edge,584,Singapore,mobile_app
LOG-0086695,CUST-02495,2023-10-01,19:47:19,2023-10-02,auto_data_backup,system_generated,Billing,Server,,0,United States,mobile_app
LOG-0086696,CUST-02495,2023-03-03,18:38:01,2023-03-04,login,user_action,Collaboration,Mobile,Chrome,1265,Singapore,mobile_app
LOG-0086697,CUST-02495,2023-10-24,14:21:34,2023-10-25,api_call,user_action,Reporting,Desktop,Firefox,1652,Canada,web
LOG-0086698,CUST-02495,2023-08-14,02:16:02,2023-08-15,feature_use,user_action,Data Import,Tablet,Chrome,2956,United States,mobile_app
LOG-0086699,CUST-02495,2024-06-06,06:17:00,2024-06-09,api_call,user_action,Data Import,Desktop,Chrome,1034,Australia,api
LOG-0086700,CUST-02495,2023-06-07,20:29:41,2023-06-09,admin_action,user_action,Admin Settings,Mobile,Chrome,3247,Brazil,partner_integration
LOG-0086701,CUST-02495,2024-05-10,18:15:45,2024-05-10,webhook_delivery,system_generated,Billing,Server,,0,Brazil,mobile_app
LOG-0086702,CUST-02495,2023-03-13,22:04:48,2023-03-16,webhook_delivery,system_generated,Billing,Server,,0,Germany,web
LOG-0086703,CUST-02495,2024-05-05,20:09:19,2024-05-06,account_provisioning_sync,system_generated,Platform,Server,,0,Canada,api
LOG-0086704,CUST-02331,2024-05-28,16:46:30,2024-05-28,admin_action,user_action,Collaboration,Mobile,Chrome,926,Singapore,web
LOG-0086705,CUST-02331,2023-07-12,12:58:07,2023-07-15,feature_use,user_action,API,Desktop,Chrome,2542,United States,web
LOG-0086706,CUST-02331,2022-08-07,18:36:47,2022-08-07,api_call,user_action,Reporting,Mobile,Firefox,1498,Germany,web
LOG-0086707,CUST-02331,2022-09-17,15:45:14,2022-09-18,integration_health_check,system_generated,Billing,Server,,0,Canada,web
LOG-0086708,CUST-02331,2023-09-25,10:43:51,2023-09-28,dashboard_view,user_action,API,Desktop,Chrome,1949,Canada,web
LOG-0086709,CUST-02331,2024-03-26,11:06:18,2024-03-27,file_upload,user_action,Billing,Desktop,Firefox,2164,Singapore,web
LOG-0086710,CUST-02331,2022-04-22,13:48:47,2022-04-23,auto_data_backup,system_generated,Platform,Server,,0,Canada,web
LOG-0086711,CUST-02331,2024-01-20,10:53:42,2024-01-21,feature_use,user_action,Collaboration,Desktop,Chrome,2366,Australia,mobile_app
LOG-0086712,CUST-02331,2022-05-30,16:54:23,2022-05-30,report_export,user_action,Admin Settings,Desktop,Safari,2006,Germany,web
LOG-0086713,CUST-02331,2023-05-18,12:04:01,2023-05-21,webhook_delivery,system_generated,Integrations,Server,,0,Germany,web
LOG-0086714,CUST-02331,2022-07-10,04:25:56,2022-07-11,account_provisioning_sync,system_generated,Platform,Server,,0,India,web
LOG-0086715,CUST-02331,2022-08-04,11:29:40,2022-08-04,feature_use,user_action,Admin Settings,Desktop,Safari,3239,Singapore,mobile_app
LOG-0086716,CUST-02331,2022-06-13,02:27:37,2022-06-16,api_call,user_action,Admin Settings,Desktop,Chrome,2353,Canada,web
LOG-0086717,CUST-02331,2023-12-09,10:57:40,2023-12-09,api_call,user_action,Integrations,Mobile,Edge,1954,United States,web
LOG-0086718,CUST-02331,2022-07-18,22:35:48,2022-07-18,dashboard_view,user_action,Billing,Desktop,Firefox,2689,Canada,mobile_app
LOG-0086719,CUST-02331,2023-10-18,02:52:29,2023-10-21,admin_action,user_action,Data Import,Mobile,Firefox,3526,Singapore,web
LOG-0086720,CUST-02331,2022-08-21,05:23:02,2022-08-23,report_export,user_action,Billing,Desktop,Safari,3081,United Kingdom,web
LOG-0086721,CUST-03948,2023-08-16,17:27:28,2023-08-16,feature_use,user_action,API,Desktop,Edge,543,Australia,mobile_app
LOG-0086722,CUST-03948,2023-07-12,17:14:34,2023-07-14,feature_use,user_action,Dashboard,Mobile,Edge,1978,Australia,web
LOG-0086723,CUST-03948,2022-04-29,17:59:56,2022-05-02,feature_use,user_action,Admin Settings,Tablet,Chrome,3170,Australia,web
LOG-0086724,CUST-03948,2024-04-26,10:10:20,2024-04-28,integration_health_check,system_generated,Integrations,Server,,0,United States,web
LOG-0086725,CUST-03948,2022-12-16,13:08:09,2022-12-16,dashboard_view,user_action,Integrations,Mobile,Chrome,1685,India,web
LOG-0086726,CUST-03948,2024-04-09,03:53:13,2024-04-10,report_export,user_action,Reporting,Desktop,Safari,1024,India,partner_integration
LOG-0086727,CUST-03948,2024-02-27,14:12:53,2024-02-28,auto_data_backup,system_generated,Platform,Server,,0,Canada,web
LOG-0086728,CUST-03948,2023-08-29,06:08:57,2023-08-29,account_provisioning_sync,system_generated,Integrations,Server,,0,Australia,web
LOG-0086729,CUST-03948,2022-04-30,19:36:13,2022-04-30,report_export,user_action,Admin Settings,Desktop,Edge,2834,Canada,web
LOG-0086730,CUST-03948,2022-12-11,17:40:30,2022-12-12,account_provisioning_sync,system_generated,Integrations,Server,,0,Germany,mobile_app
LOG-0086731,CUST-03948,2024-02-11,09:37:35,2024-02-11,login,user_action,Collaboration,Desktop,Firefox,142,Brazil,web
LOG-0086732,CUST-03948,2023-10-29,12:02:01,2023-10-31,file_upload,user_action,Integrations,Mobile,Firefox,1294,Canada,mobile_app
LOG-0086733,CUST-03948,2024-05-10,16:55:54,2024-05-13,auto_data_backup,system_generated,Billing,Server,,0,United Kingdom,mobile_app
LOG-0086734,CUST-03948,2024-04-12,19:55:56,2024-04-12,webhook_delivery,system_generated,Billing,Server,,0,India,web
LOG-0086735,CUST-03948,2022-05-29,01:48:17,2022-05-30,login,user_action,Dashboard,Desktop,Safari,3312,India,web
LOG-0086736,CUST-03948,2023-06-10,07:40:09,2023-06-11,scheduled_report_sync,system_generated,Platform,Server,,0,United States,web
LOG-0086737,CUST-03948,2022-10-22,10:15:32,2022-10-22,dashboard_view,user_action,Data Import,Desktop,Edge,2876,Brazil,mobile_app
LOG-0086738,CUST-03948,2024-06-10,09:40:20,2024-06-13,dashboard_view,user_action,Billing,Desktop,Safari,1636,Germany,web
LOG-0086739,CUST-00747,2023-04-13,21:41:24,2023-04-14,login,user_action,Billing,Desktop,Chrome,2738,Canada,mobile_app
LOG-0086740,CUST-00747,2024-05-05,04:27:40,2024-05-05,report_export,user_action,Billing,Tablet,Firefox,587,Canada,web
LOG-0086741,CUST-00747,2023-10-24,00:35:19,2023-10-27,api_call,user_action,Billing,Tablet,Edge,2674,United Kingdom,partner_integration
LOG-0086742,CUST-00747,2024-02-16,03:45:40,2024-02-19,webhook_delivery,system_generated,Billing,Server,,0,Brazil,web
LOG-0086743,CUST-00747,2023-10-24,10:34:28,2023-10-24,file_upload,user_action,Collaboration,Tablet,Chrome,387,United States,web
LOG-0086744,CUST-00747,2023-11-21,23:58:58,2023-11-21,report_export,user_action,Collaboration,Desktop,Edge,3118,India,partner_integration
LOG-0086745,CUST-00747,2024-02-16,18:20:02,2024-02-17,file_upload,user_action,API,Desktop,Chrome,997,India,web
LOG-0086746,CUST-00747,2023-07-31,15:40:15,2023-08-01,account_provisioning_sync,system_generated,Billing,Server,,0,United States,web
LOG-0086747,CUST-00747,2024-06-21,12:47:35,2024-06-21,admin_action,user_action,API,Tablet,Firefox,717,Australia,mobile_app
LOG-0086748,CUST-00747,2024-05-24,18:57:25,2024-05-25,dashboard_view,user_action,Reporting,Tablet,Edge,2625,India,web
LOG-0086749,CUST-05622,2022-07-07,23:43:40,2022-07-07,login,user_action,Dashboard,Mobile,Edge,1359,United Kingdom,web
LOG-0086750,CUST-05622,2024-05-08,11:32:13,2024-05-11,report_export,user_action,Reporting,Desktop,Safari,2129,Australia,web
LOG-0086751,CUST-05622,2022-09-12,18:52:12,2022-09-14,report_export,user_action,Integrations,Desktop,Chrome,1691,India,mobile_app
LOG-0086752,CUST-05622,2023-10-07,14:31:46,2023-10-09,auto_data_backup,system_generated,Billing,Server,,0,United States,web
LOG-0086753,CUST-05622,2024-06-07,03:01:59,2024-06-08,login,user_action,Collaboration,Mobile,Firefox,3154,United Kingdom,web
LOG-0086754,CUST-05622,2023-03-14,18:38:23,2023-03-14,dashboard_view,user_action,Dashboard,Desktop,Chrome,1085,United States,web
LOG-0086755,CUST-05622,2022-12-28,07:11:41,2022-12-29,api_call,user_action,Data Import,Desktop,Edge,2881,United Kingdom,mobile_app
LOG-0086756,CUST-05622,2023-11-08,12:07:53,2023-11-11,api_call,user_action,Dashboard,Mobile,Safari,3491,United States,web
LOG-0086757,CUST-05622,2022-10-09,16:57:43,2022-10-09,auto_data_backup,system_generated,Integrations,Server,,0,Singapore,web
LOG-0086758,CUST-05622,2024-04-17,00:47:24,2024-04-20,integration_health_check,system_generated,Billing,Server,,0,Brazil,web
LOG-0086759,CUST-05622,2023-12-02,10:40:51,2023-12-03,dashboard_view,user_action,Dashboard,Desktop,Chrome,3336,Germany,api
LOG-0086760,CUST-05622,2022-12-10,05:19:17,2022-12-12,account_provisioning_sync,system_generated,Platform,Server,,0,Brazil,web
LOG-0086761,CUST-05622,2024-03-17,11:14:12,2024-03-18,file_upload,user_action,API,Tablet,Chrome,3166,Australia,mobile_app
LOG-0086762,CUST-05622,2022-08-28,10:07:20,2022-08-31,api_call,user_action,Billing,Desktop,Edge,1798,India,web
LOG-0086763,CUST-05622,2022-11-13,15:29:03,2022-11-15,dashboard_view,user_action,Data Import,Desktop,Chrome,1236,Germany,web
LOG-0086764,CUST-05622,2024-04-24,15:25:48,2024-04-24,report_export,user_action,Dashboard,Tablet,Firefox,463,Brazil,mobile_app
LOG-0086765,CUST-05622,2022-06-19,22:43:49,2022-06-22,api_call,user_action,Integrations,Desktop,Edge,1142,Brazil,web
LOG-0086766,CUST-05622,2023-10-02,09:50:08,2023-10-02,admin_action,user_action,Reporting,Desktop,Chrome,1887,Canada,mobile_app
LOG-0086767,CUST-05622,2022-11-08,19:36:30,2022-11-11,auto_data_backup,system_generated,Billing,Server,,0,United Kingdom,api
LOG-0086768,CUST-00534,2024-01-19,09:53:37,2024-01-21,report_export,user_action,Collaboration,Desktop,Edge,636,United Kingdom,mobile_app
LOG-0086769,CUST-00534,2024-01-15,01:47:13,2024-01-16,feature_use,user_action,Collaboration,Mobile,Edge,929,India,mobile_app
LOG-0086770,CUST-00534,2023-10-01,22:44:54,2023-10-03,auto_data_backup,system_generated,Integrations,Server,,0,United States,mobile_app
LOG-0086771,CUST-00534,2023-09-11,05:16:25,2023-09-14,admin_action,user_action,Dashboard,Desktop,Chrome,3327,Singapore,web
LOG-0086772,CUST-00534,2024-06-01,12:54:50,2024-06-04,integration_health_check,system_generated,Platform,Server,,0,Australia,api
LOG-0086773,CUST-00534,2023-07-17,08:44:53,2023-07-20,admin_action,user_action,Reporting,Desktop,Edge,2867,Germany,mobile_app
LOG-0086774,CUST-00534,2023-06-27,10:33:24,2023-06-27,scheduled_report_sync,system_generated,Integrations,Server,,0,Germany,web
LOG-0086775,CUST-00534,2023-07-26,10:21:48,2023-07-26,report_export,user_action,API,Mobile,Firefox,1852,United States,web
LOG-0086776,CUST-00534,2024-05-24,17:21:17,2024-05-27,api_call,user_action,Reporting,Desktop,Firefox,1707,Canada,web
LOG-0086777,CUST-00534,2024-01-11,14:13:13,2024-01-11,report_export,user_action,Billing,Mobile,Firefox,3103,United States,mobile_app
LOG-0086778,CUST-00534,2023-10-08,01:52:24,2023-10-10,login,user_action,Admin Settings,Desktop,Chrome,2873,Singapore,web
LOG-0086779,CUST-00534,2023-11-02,03:20:32,2023-11-03,api_call,user_action,Integrations,Desktop,Safari,408,United States,api
LOG-0086780,CUST-00534,2023-06-14,19:51:57,2023-06-15,report_export,user_action,Dashboard,Mobile,Firefox,3371,India,mobile_app
LOG-0086781,CUST-00534,2024-02-14,11:49:09,2024-02-17,auto_data_backup,system_generated,Integrations,Server,,0,Australia,mobile_app
LOG-0086782,CUST-00534,2023-11-13,13:12:12,2023-11-15,integration_health_check,system_generated,Integrations,Server,,0,Singapore,mobile_app
LOG-0086783,CUST-00534,2023-09-03,02:08:06,2023-09-05,file_upload,user_action,Reporting,Mobile,Edge,3019,India,partner_integration
LOG-0086784,CUST-00534,2023-10-12,23:41:06,2023-10-12,auto_data_backup,system_generated,Billing,Server,,0,Australia,api
LOG-0086785,CUST-00534,2023-07-08,06:23:29,2023-07-08,file_upload,user_action,API,Mobile,Chrome,1716,United States,mobile_app
LOG-0086786,CUST-00534,2024-01-25,04:15:50,2024-01-28,report_export,user_action,API,Desktop,Safari,1430,Singapore,web
LOG-0086787,CUST-05106,2024-01-26,02:46:56,2024-01-27,login,user_action,Data Import,Mobile,Safari,772,Canada,web
LOG-0086788,CUST-05106,2024-01-19,05:53:52,2024-01-22,integration_health_check,system_generated,Integrations,Server,,0,United States,web
LOG-0086789,CUST-05106,2022-09-05,16:53:05,2022-09-08,api_call,user_action,API,Desktop,Firefox,2822,India,web
LOG-0086790,CUST-05106,2023-06-21,22:18:58,2023-06-22,dashboard_view,user_action,Billing,Mobile,Edge,3399,Singapore,web
