signup_id,customer_id,signup_date,signup_status,channel,plan_id,initial_seats,promo_code,sales_rep,campaign_code,is_self_serve,trial_length_days,signup_source_system,created_at
SGN-003940,CUST-00250,2022-12-04,Confirmed,Event/Conference,Enterprise,162,,,,False,0,CRM-HubSpot,2022-12-04
SGN-003941,CUST-00428,2023-05-30,Confirmed,Organic Web,Enterprise Plus,143,PARTNER20,REP-044,,True,0,CRM-Salesforce,2023-05-31
SGN-003942,CUST-00457,2022-12-10,Confirmed,Paid Ads,Professional,99,,REP-037,,False,14,CRM-Salesforce,2022-12-11
SGN-003943,CUST-02035,2023-04-27,Confirmed,Direct Sales,Starter,32,,REP-021,,False,14,CRM-Salesforce,2023-04-27
SGN-003944,CUST-02295,2022-06-03,Confirmed,Partner Referral,Starter,33,,REP-034,,False,0,CRM-HubSpot,2022-06-03
SGN-003945,CUST-01071,2022-06-13,Confirmed,Direct Sales,Enterprise,59,,,CMP-0283,False,14,CRM-Salesforce,2022-06-13
SGN-003946,CUST-05649,2022-08-02,Confirmed,Paid Ads,Professional,222,,,CMP-0222,True,30,CRM-HubSpot,2022-08-03
SGN-003947,CUST-05649,2023-09-08,Confirmed,Event/Conference,Starter,135,WELCOME10,,CMP-0281,True,0,CRM-Salesforce,2023-09-09
SGN-003948,CUST-05621,2023-05-07,Confirmed,Self-Serve Trial,Enterprise Plus,148,,,,False,14,CRM-HubSpot,2023-05-07
SGN-003949,CUST-01603,2022-04-02,Superseded,Self-Serve Trial,Growth,51,,REP-009,CMP-0012,True,14,CRM-HubSpot,2022-04-10
SGN-003949,CUST-01603,2022-04-22,Confirmed,Paid Ads,Starter,51,,REP-009,CMP-0012,True,14,CRM-HubSpot,2022-04-23
SGN-003950,CUST-01603,2023-12-26,Confirmed,Organic Web,Starter,71,,REP-004,,True,14,CRM-Salesforce,2023-12-27
SGN-003951,CUST-00350,2023-06-24,Confirmed,Direct Sales,Professional,153,,,,False,14,CRM-Salesforce,2023-06-25
SGN-003952,CUST-00202,2023-06-03,Confirmed,Paid Ads,Professional,27,,REP-055,,False,0,CRM-HubSpot,2023-06-03
SGN-003953,CUST-01925,2022-10-03,Confirmed,Direct Sales,Enterprise,145,,REP-015,,False,0,CRM-HubSpot,2022-10-03
SGN-003954,CUST-02477,2023-03-22,Confirmed,Organic Web,Growth,88,,REP-045,,True,30,CRM-Salesforce,2023-03-22
SGN-003955,CUST-01625,2022-02-09,Confirmed,Organic Web,Growth,18,,REP-021,CMP-0125,False,14,CRM-Salesforce,2022-02-10
SGN-003956,CUST-03217,2022-06-10,Confirmed,Event/Conference,Professional,157,,,CMP-0026,False,0,Manual-Import,2022-06-10
SGN-003957,CUST-01592,2022-07-14,Confirmed,Partner Referral,Growth,149,PARTNER20,REP-020,,False,14,CRM-Salesforce,2022-07-15
SGN-003958,CUST-01592,2023-12-11,Confirmed,Self-Serve Trial,Growth,137,,,,True,14,CRM-HubSpot,2023-12-12
SGN-003959,CUST-03108,2022-07-17,Confirmed,Partner Referral,Starter,93,,,,False,14,CRM-Salesforce,2022-07-18
SGN-003960,CUST-02211,2022-03-10,Confirmed,Partner Referral,Professional,153,,,CMP-0059,False,30,CRM-Salesforce,2022-03-10
SGN-003961,CUST-02653,2022-01-07,Confirmed,Self-Serve Trial,Enterprise,115,,REP-049,,False,0,CRM-Salesforce,2022-01-08
SGN-003962,CUST-01208,2022-08-05,Confirmed,Event/Conference,Enterprise,104,PARTNER20,,,False,14,Manual-Import,2022-08-06
SGN-003963,CUST-02675,2022-05-27,Confirmed,Direct Sales,Starter,98,,REP-049,,True,0,CRM-Salesforce,2022-05-28
SGN-003964,CUST-00127,2023-06-05,Confirmed,Organic Web,Starter,29,PARTNER20,REP-051,CMP-0043,False,14,Manual-Import,2023-06-05
SGN-003965,CUST-01608,2022-05-25,Confirmed,Direct Sales,Starter,43,,REP-018,,False,30,CRM-Salesforce,2022-05-26
SGN-003966,CUST-04474,2023-03-13,Confirmed,Direct Sales,Growth,190,WELCOME10,REP-004,CMP-0146,True,0,CRM-Salesforce,2023-03-13
SGN-003967,CUST-01101,2022-03-25,Confirmed,Direct Sales,Growth,237,,,,False,14,CRM-Salesforce,2022-03-26
SGN-003968,CUST-01156,2023-06-30,Superseded,Paid Ads,Enterprise,120,,REP-053,,False,14,CRM-Salesforce,2023-06-02
SGN-003968,CUST-01156,2023-06-16,Confirmed,Direct Sales,Growth,120,,REP-053,,False,14,CRM-Salesforce,2023-06-16
SGN-003969,CUST-01462,2023-05-15,Confirmed,Organic Web,Professional,31,,,,False,30,CRM-HubSpot,2023-05-16
SGN-003970,CUST-00058,2022-01-27,Confirmed,Self-Serve Trial,Starter,20,,REP-034,,False,0,CRM-Salesforce,2022-01-28
SGN-003971,CUST-02129,2022-01-13,Confirmed,Event/Conference,Enterprise,82,,,CMP-0215,True,0,CRM-Salesforce,2022-01-13
SGN-003972,CUST-04476,2023-04-30,Confirmed,Event/Conference,Professional,12,,REP-048,,False,14,CRM-Salesforce,2023-04-30
SGN-003973,CUST-05919,2022-10-29,Superseded,Organic Web,Starter,197,,REP-051,,True,14,CRM-HubSpot,2022-10-21
SGN-003973,CUST-05919,2022-11-03,Confirmed,Event/Conference,Starter,197,,REP-051,,True,14,CRM-HubSpot,2022-11-03
SGN-003974,CUST-05630,2023-01-06,Confirmed,Organic Web,Enterprise Plus,35,WELCOME10,REP-010,,False,14,CRM-HubSpot,2023-01-06
SGN-003975,CUST-05738,2022-08-16,Confirmed,Self-Serve Trial,Professional,240,WELCOME10,,,False,0,CRM-HubSpot,2022-08-16
SGN-003976,CUST-02131,2022-02-12,Confirmed,Event/Conference,Growth,191,,REP-001,CMP-0146,False,30,CRM-Salesforce,2022-02-12
SGN-003977,CUST-04783,2022-08-07,Confirmed,Partner Referral,Enterprise,65,PARTNER20,REP-015,CMP-0344,False,30,CRM-HubSpot,2022-08-07
SGN-003978,CUST-05918,2023-03-09,Confirmed,Organic Web,Starter,40,WELCOME10,,,False,0,CRM-Salesforce,2023-03-10
SGN-003979,CUST-01072,2022-03-24,Confirmed,Direct Sales,Professional,46,PARTNER20,REP-058,,True,0,CRM-HubSpot,2022-03-25
SGN-003980,CUST-03809,2022-07-07,Confirmed,Self-Serve Trial,Enterprise Plus,49,,,,False,0,CRM-HubSpot,2022-07-08
SGN-003981,CUST-04861,2023-03-10,Confirmed,Event/Conference,Growth,84,PARTNER20,REP-031,CMP-0200,True,0,CRM-HubSpot,2023-03-10
SGN-003982,CUST-02895,2022-11-06,Confirmed,Paid Ads,Growth,170,,REP-002,CMP-0304,True,30,CRM-Salesforce,2022-11-06
SGN-003983,CUST-00293,2022-06-26,Confirmed,Organic Web,Growth,140,,REP-004,,False,14,CRM-Salesforce,2022-06-26
SGN-003984,CUST-00293,2023-08-30,Confirmed,Paid Ads,Starter,217,,REP-034,,False,0,CRM-Salesforce,2023-08-30
SGN-003985,CUST-05298,2022-12-24,Confirmed,Organic Web,Growth,45,,,,True,0,CRM-Salesforce,2022-12-24
SGN-003986,CUST-03206,2023-01-22,Superseded,Partner Referral,Enterprise Plus,161,,,,False,30,CRM-Salesforce,2022-12-31
SGN-003986,CUST-03206,2023-01-09,Confirmed,Direct Sales,Professional,161,,,,False,30,CRM-Salesforce,2023-01-10
SGN-003987,CUST-05676,2023-02-01,Superseded,Event/Conference,Professional,248,WELCOME10,REP-037,,False,14,CRM-HubSpot,2023-01-09
SGN-003987,CUST-05676,2023-01-16,Confirmed,Direct Sales,Growth,248,WELCOME10,REP-037,,False,14,CRM-HubSpot,2023-01-17
SGN-003988,CUST-00206,2022-06-22,Confirmed,Event/Conference,Professional,125,,REP-043,,False,14,CRM-Salesforce,2022-06-23
SGN-003989,CUST-02038,2023-05-11,Confirmed,Paid Ads,Starter,137,,,,True,30,CRM-Salesforce,2023-05-11
SGN-003990,CUST-02763,2023-05-12,Confirmed,Self-Serve Trial,Enterprise,209,,,,True,0,CRM-HubSpot,2023-05-12
SGN-003991,CUST-00048,2022-12-05,Confirmed,Direct Sales,Starter,101,,REP-033,,False,0,CRM-HubSpot,2022-12-06
SGN-003992,CUST-01315,2022-05-05,Confirmed,Paid Ads,Starter,19,,REP-058,,True,0,CRM-Salesforce,2022-05-06
SGN-003993,CUST-05169,2022-07-20,Confirmed,Direct Sales,Growth,188,PARTNER20,REP-027,,False,14,CRM-HubSpot,2022-07-21
SGN-003994,CUST-02586,2023-04-09,Superseded,Event/Conference,Professional,59,,,,False,14,CRM-HubSpot,2023-03-26
SGN-003994,CUST-02586,2023-03-31,Confirmed,Organic Web,Enterprise,59,,,,False,14,CRM-HubSpot,2023-04-01
SGN-003995,CUST-05951,2023-03-21,Confirmed,Partner Referral,Enterprise,80,,REP-043,,False,0,CRM-HubSpot,2023-03-21
SGN-003996,CUST-04536,2023-02-10,Confirmed,Direct Sales,Enterprise Plus,80,,,,True,0,CRM-Salesforce,2023-02-11
SGN-003997,CUST-00818,2022-09-23,Confirmed,Direct Sales,Starter,167,,REP-015,,False,0,CRM-Salesforce,2022-09-24
SGN-003998,CUST-03497,2023-04-21,Confirmed,Event/Conference,Enterprise,146,,,,False,0,CRM-Salesforce,2023-04-22
SGN-003999,CUST-02313,2022-07-04,Confirmed,Self-Serve Trial,Growth,171,,REP-029,CMP-0234,True,0,CRM-Salesforce,2022-07-05
SGN-004000,CUST-05624,2023-06-23,Confirmed,Self-Serve Trial,Professional,182,,,CMP-0142,True,14,CRM-Salesforce,2023-06-24
SGN-004001,CUST-03122,2023-05-28,Confirmed,Organic Web,Enterprise,222,,REP-028,,True,0,CRM-HubSpot,2023-05-29
SGN-004002,CUST-00377,2022-11-12,Confirmed,Event/Conference,Starter,6,,,CMP-0355,False,30,CRM-HubSpot,2022-11-12
SGN-004003,CUST-05790,2023-06-25,Confirmed,Partner Referral,Professional,84,,REP-012,CMP-0345,True,14,CRM-HubSpot,2023-06-26
SGN-004004,CUST-05659,2023-01-19,Superseded,Organic Web,Enterprise,45,,,CMP-0065,True,30,CRM-HubSpot,2023-02-01
SGN-004004,CUST-05659,2023-02-03,Confirmed,Event/Conference,Growth,45,,,CMP-0065,True,30,CRM-HubSpot,2023-02-04
SGN-004005,CUST-03737,2022-06-01,Confirmed,Self-Serve Trial,Starter,178,WELCOME10,REP-053,,False,14,CRM-HubSpot,2022-06-01
SGN-004006,CUST-05297,2022-11-08,Confirmed,Direct Sales,Starter,46,,,,True,0,CRM-Salesforce,2022-11-09
SGN-004007,CUST-05396,2022-05-28,Confirmed,Event/Conference,Professional,106,,REP-039,CMP-0219,True,14,CRM-Salesforce,2022-05-29
SGN-004008,CUST-01841,2023-05-04,Confirmed,Paid Ads,Starter,7,,REP-002,CMP-0146,True,30,CRM-Salesforce,2023-05-04
SGN-004009,CUST-03517,2023-05-31,Confirmed,Partner Referral,Professional,197,WELCOME10,,,True,14,CRM-HubSpot,2023-06-01
SGN-004010,CUST-02750,2022-12-03,Confirmed,Event/Conference,Professional,134,,REP-042,,False,30,CRM-HubSpot,2022-12-03
SGN-004011,CUST-00684,2022-01-02,Confirmed,Partner Referral,Enterprise,5,PARTNER20,REP-017,,True,14,CRM-HubSpot,2022-01-02
SGN-004012,CUST-04408,2023-04-08,Confirmed,Partner Referral,Starter,134,,REP-009,,False,0,CRM-Salesforce,2023-04-08
SGN-004013,CUST-01750,2022-05-11,Confirmed,Partner Referral,Growth,85,,REP-020,,True,14,CRM-Salesforce,2022-05-11
SGN-004014,CUST-01750,2023-10-22,Confirmed,Event/Conference,Professional,144,,,,False,14,CRM-Salesforce,2023-10-22
SGN-004015,CUST-05648,2022-05-25,Confirmed,Partner Referral,Professional,44,WELCOME10,REP-008,,False,14,CRM-Salesforce,2022-05-26
SGN-004016,CUST-00759,2022-01-19,Confirmed,Paid Ads,Enterprise,165,,REP-004,,True,14,CRM-Salesforce,2022-01-19
SGN-004017,CUST-01020,2022-01-25,Confirmed,Event/Conference,Growth,171,,,CMP-0158,False,0,Manual-Import,2022-01-25
SGN-004018,CUST-03705,2023-05-20,Confirmed,Event/Conference,Professional,237,,,,True,14,CRM-HubSpot,2023-05-21
SGN-004019,CUST-03100,2022-02-23,Confirmed,Organic Web,Enterprise Plus,128,,REP-024,,True,30,Manual-Import,2022-02-24
SGN-004020,CUST-02106,2022-10-19,Confirmed,Paid Ads,Enterprise,7,,REP-044,CMP-0107,False,0,CRM-HubSpot,2022-10-19
SGN-004021,CUST-02106,2023-12-28,Confirmed,Direct Sales,Starter,210,,REP-045,CMP-0085,False,30,CRM-Salesforce,2023-12-28
SGN-004022,CUST-05971,2022-12-23,Confirmed,Paid Ads,Starter,200,,REP-016,CMP-0358,False,14,CRM-HubSpot,2022-12-23
SGN-004023,CUST-05971,2023-11-17,Confirmed,Organic Web,Starter,67,,REP-052,,False,0,CRM-Salesforce,2023-11-18
SGN-004024,CUST-03656,2022-12-09,Confirmed,Direct Sales,Growth,246,WELCOME10,REP-023,,True,30,CRM-Salesforce,2022-12-09
SGN-004025,CUST-01613,2023-04-02,Confirmed,Self-Serve Trial,Professional,121,,REP-048,CMP-0384,False,14,CRM-Salesforce,2023-04-03
SGN-004026,CUST-03235,2023-03-28,Confirmed,Self-Serve Trial,Starter,191,,,,False,14,CRM-Salesforce,2023-03-29
SGN-004027,CUST-00153,2022-05-13,Confirmed,Event/Conference,Growth,94,WELCOME10,REP-033,,False,0,CRM-HubSpot,2022-05-13
SGN-004028,CUST-00686,2023-01-15,Confirmed,Paid Ads,Enterprise Plus,84,,REP-009,CMP-0102,True,0,CRM-Salesforce,2023-01-16
SGN-004029,CUST-01733,2022-11-19,Confirmed,Paid Ads,Professional,169,,REP-047,CMP-0200,False,14,CRM-Salesforce,2022-11-20
SGN-004030,CUST-00426,2022-04-29,Confirmed,Partner Referral,Enterprise,63,,REP-031,,False,14,CRM-HubSpot,2022-04-30
SGN-004031,CUST-00554,2022-10-14,Confirmed,Paid Ads,Enterprise,34,,REP-053,,False,14,CRM-HubSpot,2022-10-15
SGN-004032,CUST-04106,2023-01-20,Confirmed,Paid Ads,Growth,115,WELCOME10,REP-020,,False,30,CRM-Salesforce,2023-01-20
SGN-004033,CUST-02142,2022-12-26,Confirmed,Paid Ads,Professional,52,,,CMP-0030,True,30,Manual-Import,2022-12-27
SGN-004034,CUST-02585,2022-11-12,Confirmed,Direct Sales,Growth,203,,REP-035,,True,14,CRM-Salesforce,2022-11-12
SGN-004035,CUST-03159,2022-05-06,Confirmed,Self-Serve Trial,Professional,48,,REP-011,CMP-0365,True,0,CRM-Salesforce,2022-05-06
SGN-004036,CUST-03283,2023-03-12,Confirmed,Self-Serve Trial,Professional,101,,REP-056,CMP-0067,False,30,CRM-Salesforce,2023-03-12
SGN-004037,CUST-01304,2022-05-02,Confirmed,Direct Sales,Enterprise Plus,40,WELCOME10,,,False,30,Manual-Import,2022-05-02
SGN-004038,CUST-01738,2022-08-27,Confirmed,Self-Serve Trial,Starter,115,,,,True,0,CRM-HubSpot,2022-08-27
SGN-004039,CUST-03530,2023-03-02,Confirmed,Organic Web,Enterprise,90,,REP-038,CMP-0032,False,0,CRM-Salesforce,2023-03-02
SGN-004040,CUST-01371,2023-05-10,Confirmed,Self-Serve Trial,Starter,112,,,,True,14,CRM-Salesforce,2023-05-10
SGN-004041,CUST-03434,2022-02-13,Superseded,Paid Ads,Enterprise,6,,REP-017,CMP-0098,False,14,CRM-HubSpot,2022-01-14
SGN-004041,CUST-03434,2022-01-27,Confirmed,Self-Serve Trial,Professional,6,,REP-017,CMP-0098,False,14,CRM-HubSpot,2022-01-28
SGN-004042,CUST-00154,2023-04-16,Confirmed,Paid Ads,Growth,248,,,CMP-0303,True,30,CRM-Salesforce,2023-04-16
SGN-004043,CUST-05786,2023-01-14,Confirmed,Partner Referral,Professional,179,,,,False,30,CRM-Salesforce,2023-01-14
SGN-004044,CUST-05305,2022-04-02,Confirmed,Direct Sales,Enterprise Plus,219,,REP-026,,True,14,CRM-HubSpot,2022-04-03
SGN-004045,CUST-03658,2022-02-04,Superseded,Partner Referral,Professional,98,,,,False,0,CRM-Salesforce,2022-02-01
SGN-004045,CUST-03658,2022-02-09,Confirmed,Partner Referral,Professional,98,,,,False,0,CRM-Salesforce,2022-02-09
SGN-004046,CUST-00954,2022-04-17,Confirmed,Partner Referral,Growth,135,,,,False,0,CRM-HubSpot,2022-04-18
SGN-004047,CUST-04574,2022-02-26,Confirmed,Event/Conference,Enterprise,226,,,,True,14,CRM-HubSpot,2022-02-27
SGN-004048,CUST-01267,2022-06-23,Confirmed,Event/Conference,Growth,60,WELCOME10,,,False,30,CRM-Salesforce,2022-06-23
SGN-004049,CUST-05289,2022-05-13,Confirmed,Paid Ads,Starter,48,,,,False,14,CRM-Salesforce,2022-05-13
SGN-004050,CUST-04730,2022-03-04,Confirmed,Partner Referral,Starter,91,,,,True,30,CRM-Salesforce,2022-03-04
SGN-004051,CUST-03508,2022-07-06,Confirmed,Direct Sales,Growth,225,,REP-046,,False,0,CRM-HubSpot,2022-07-07
SGN-004052,CUST-05295,2023-03-26,Confirmed,Paid Ads,Growth,101,,,,False,14,CRM-Salesforce,2023-03-27
SGN-004053,CUST-00471,2023-06-23,Confirmed,Self-Serve Trial,Professional,108,,REP-054,,False,0,CRM-Salesforce,2023-06-24
SGN-004054,CUST-05186,2023-04-15,Confirmed,Partner Referral,Professional,238,,REP-039,CMP-0252,True,0,Manual-Import,2023-04-15
SGN-004055,CUST-04079,2022-09-07,Confirmed,Organic Web,Enterprise,67,,REP-043,CMP-0106,False,0,CRM-Salesforce,2022-09-07
SGN-004056,CUST-02603,2022-12-22,Confirmed,Self-Serve Trial,Starter,131,,REP-057,CMP-0236,False,0,CRM-HubSpot,2022-12-22
SGN-004057,CUST-03480,2022-08-23,Confirmed,Partner Referral,Starter,149,,,CMP-0130,True,30,CRM-Salesforce,2022-08-24
SGN-004058,CUST-01105,2022-11-10,Confirmed,Event/Conference,Starter,141,WELCOME10,,CMP-0375,False,30,CRM-Salesforce,2022-11-11
SGN-004059,CUST-05972,2023-02-25,Confirmed,Partner Referral,Enterprise,216,,,,True,14,Manual-Import,2023-02-25
SGN-004060,CUST-04485,2022-07-16,Confirmed,Direct Sales,Starter,55,PARTNER20,REP-014,,True,14,CRM-Salesforce,2022-07-16
SGN-004061,CUST-02611,2022-05-28,Confirmed,Self-Serve Trial,Enterprise,158,,REP-012,CMP-0102,False,30,CRM-HubSpot,2022-05-29
SGN-004062,CUST-05890,2023-04-26,Superseded,Self-Serve Trial,Professional,150,,,CMP-0283,False,30,CRM-Salesforce,2023-04-08
SGN-004062,CUST-05890,2023-04-21,Confirmed,Event/Conference,Growth,150,,,CMP-0283,False,30,CRM-Salesforce,2023-04-21
SGN-004063,CUST-04986,2022-11-22,Confirmed,Self-Serve Trial,Starter,177,,REP-032,,True,30,Manual-Import,2022-11-23
SGN-004064,CUST-01811,2022-10-10,Confirmed,Partner Referral,Professional,157,,,CMP-0093,True,0,CRM-HubSpot,2022-10-11
SGN-004065,CUST-01811,2023-11-16,Confirmed,Organic Web,Growth,156,,REP-030,,True,14,CRM-HubSpot,2023-11-17
SGN-004066,CUST-04521,2023-01-18,Confirmed,Event/Conference,Starter,192,,,CMP-0190,False,0,CRM-HubSpot,2023-01-18
SGN-004067,CUST-05490,2022-01-02,Confirmed,Partner Referral,Professional,152,,REP-051,,True,30,CRM-HubSpot,2022-01-02
SGN-004068,CUST-03136,2023-04-13,Confirmed,Self-Serve Trial,Growth,22,,,CMP-0370,False,14,CRM-Salesforce,2023-04-13
SGN-004069,CUST-02779,2023-04-04,Confirmed,Direct Sales,Professional,36,PARTNER20,REP-057,CMP-0111,True,14,CRM-HubSpot,2023-04-05
SGN-004070,CUST-04851,2022-03-12,Superseded,Direct Sales,Starter,233,,REP-058,CMP-0199,False,30,CRM-HubSpot,2022-03-01
SGN-004070,CUST-04851,2022-03-08,Confirmed,Event/Conference,Growth,233,,REP-058,CMP-0199,False,30,CRM-HubSpot,2022-03-09
SGN-004071,CUST-03962,2022-06-04,Confirmed,Event/Conference,Growth,185,,,,True,30,CRM-Salesforce,2022-06-05
SGN-004072,CUST-02419,2022-12-24,Confirmed,Direct Sales,Growth,101,,REP-004,CMP-0271,False,0,CRM-HubSpot,2022-12-25
SGN-004073,CUST-04542,2023-03-14,Confirmed,Paid Ads,Growth,145,,,,False,0,CRM-HubSpot,2023-03-14
SGN-004074,CUST-04542,2023-08-11,Confirmed,Event/Conference,Professional,49,,REP-034,,False,0,Manual-Import,2023-08-12
SGN-004075,CUST-05012,2022-01-03,Confirmed,Paid Ads,Growth,36,,,CMP-0265,True,0,CRM-HubSpot,2022-01-03
SGN-004076,CUST-02203,2022-03-26,Superseded,Direct Sales,Enterprise Plus,5,,,,True,0,CRM-Salesforce,2022-03-30
SGN-004076,CUST-02203,2022-03-31,Confirmed,Partner Referral,Enterprise,5,,,,True,0,CRM-Salesforce,2022-04-01
SGN-004077,CUST-01830,2022-09-29,Confirmed,Self-Serve Trial,Enterprise,59,,,,True,30,CRM-Salesforce,2022-09-29
SGN-004078,CUST-01830,2023-12-03,Confirmed,Paid Ads,Growth,18,PARTNER20,REP-059,CMP-0153,False,0,CRM-Salesforce,2023-12-04
SGN-004079,CUST-04212,2022-03-06,Confirmed,Partner Referral,Starter,3,,REP-036,,False,0,CRM-Salesforce,2022-03-06
SGN-004080,CUST-02088,2022-07-16,Confirmed,Direct Sales,Growth,83,,REP-043,,True,14,CRM-Salesforce,2022-07-17
SGN-004081,CUST-01958,2022-10-03,Superseded,Paid Ads,Enterprise,187,,REP-025,CMP-0080,False,0,CRM-Salesforce,2022-09-28
SGN-004081,CUST-01958,2022-10-11,Confirmed,Organic Web,Growth,187,,REP-025,CMP-0080,False,0,CRM-Salesforce,2022-10-11
SGN-004082,CUST-02481,2023-03-21,Confirmed,Partner Referral,Professional,242,,REP-051,,False,30,CRM-HubSpot,2023-03-21
SGN-004083,CUST-04395,2022-05-02,Confirmed,Event/Conference,Growth,204,,REP-019,,False,0,CRM-Salesforce,2022-05-03
SGN-004084,CUST-04395,2023-12-18,Superseded,Direct Sales,Professional,248,,,CMP-0108,False,0,CRM-HubSpot,2023-12-26
SGN-004084,CUST-04395,2023-12-27,Confirmed,Organic Web,Growth,248,,,CMP-0108,False,0,CRM-HubSpot,2023-12-28
SGN-004085,CUST-01677,2023-02-02,Confirmed,Self-Serve Trial,Professional,157,,REP-045,,True,30,CRM-Salesforce,2023-02-02
SGN-004086,CUST-04791,2022-05-20,Superseded,Paid Ads,Growth,70,,REP-025,CMP-0350,True,14,CRM-Salesforce,2022-05-19
SGN-004086,CUST-04791,2022-05-27,Confirmed,Organic Web,Growth,70,,REP-025,CMP-0350,True,14,CRM-Salesforce,2022-05-27
SGN-004087,CUST-02495,2023-01-13,Confirmed,Partner Referral,Professional,103,,,,False,14,CRM-Salesforce,2023-01-14
SGN-004088,CUST-02331,2022-04-18,Confirmed,Paid Ads,Growth,132,,,CMP-0311,False,0,CRM-HubSpot,2022-04-19
SGN-004089,CUST-03948,2022-04-03,Confirmed,Organic Web,Starter,110,,,CMP-0012,False,30,CRM-Salesforce,2022-04-03
SGN-004090,CUST-00747,2023-03-01,Confirmed,Paid Ads,Enterprise,183,,,CMP-0189,True,0,CRM-HubSpot,2023-03-01
SGN-004091,CUST-05622,2022-06-19,Confirmed,Self-Serve Trial,Professional,7,,,,True,0,CRM-Salesforce,2022-06-19
SGN-004092,CUST-05622,2023-09-02,Confirmed,Direct Sales,Starter,125,WELCOME10,REP-022,,False,30,CRM-HubSpot,2023-09-02
SGN-004093,CUST-00534,2023-05-22,Confirmed,Event/Conference,Enterprise,116,,REP-016,CMP-0186,False,0,Manual-Import,2023-05-22
SGN-004094,CUST-05106,2022-06-07,Confirmed,Partner Referral,Starter,239,,,CMP-0191,True,0,CRM-HubSpot,2022-06-08
SGN-004095,CUST-05106,2023-12-29,Confirmed,Paid Ads,Enterprise,32,WELCOME10,,,False,0,CRM-HubSpot,2023-12-30
SGN-004096,CUST-03773,2022-04-28,Confirmed,Event/Conference,Starter,231,,REP-001,CMP-0192,False,30,CRM-Salesforce,2022-04-28
SGN-004097,CUST-00313,2022-04-16,Confirmed,Event/Conference,Starter,77,,REP-049,,False,14,CRM-Salesforce,2022-04-17
SGN-004098,CUST-04520,2022-07-19,Confirmed,Partner Referral,Growth,239,,REP-017,,True,0,CRM-HubSpot,2022-07-19
SGN-004099,CUST-04898,2022-08-19,Confirmed,Event/Conference,Growth,3,,REP-037,CMP-0156,True,14,CRM-Salesforce,2022-08-20
SGN-004100,CUST-04516,2022-04-23,Confirmed,Organic Web,Professional,42,,,CMP-0088,False,0,CRM-Salesforce,2022-04-23
SGN-004101,CUST-03911,2022-08-21,Confirmed,Self-Serve Trial,Starter,46,,REP-047,,True,14,CRM-HubSpot,2022-08-21
SGN-004102,CUST-03034,2023-01-10,Confirmed,Self-Serve Trial,Growth,35,,REP-035,,True,14,CRM-HubSpot,2023-01-11
SGN-004103,CUST-05808,2022-07-18,Superseded,Organic Web,Enterprise Plus,65,,REP-049,,False,0,CRM-Salesforce,2022-07-06
SGN-004103,CUST-05808,2022-07-11,Confirmed,Partner Referral,Enterprise Plus,65,,REP-049,,False,0,CRM-Salesforce,2022-07-11
SGN-004104,CUST-04031,2022-01-03,Confirmed,Partner Referral,Growth,165,,,CMP-0156,False,0,CRM-HubSpot,2022-01-03
SGN-004105,CUST-04708,2023-03-10,Confirmed,Paid Ads,Professional,146,WELCOME10,,CMP-0079,True,0,CRM-Salesforce,2023-03-11
SGN-004106,CUST-04365,2022-01-14,Confirmed,Event/Conference,Starter,245,,REP-009,,True,0,CRM-HubSpot,2022-01-15
SGN-004107,CUST-02502,2023-01-13,Confirmed,Direct Sales,Professional,124,,,,True,30,CRM-Salesforce,2023-01-14
SGN-004108,CUST-02966,2022-05-01,Confirmed,Direct Sales,Starter,31,,,CMP-0289,False,0,CRM-Salesforce,2022-05-01
SGN-004109,CUST-04652,2023-03-11,Confirmed,Event/Conference,Growth,180,,REP-054,,False,14,CRM-Salesforce,2023-03-11
SGN-004110,CUST-03775,2022-10-06,Confirmed,Paid Ads,Enterprise,136,,REP-045,,False,14,CRM-Salesforce,2022-10-06
SGN-004111,CUST-03775,2023-07-06,Confirmed,Paid Ads,Professional,168,,REP-057,CMP-0132,False,0,CRM-HubSpot,2023-07-06
SGN-004112,CUST-01146,2023-03-18,Confirmed,Event/Conference,Starter,52,,REP-037,CMP-0363,True,30,CRM-Salesforce,2023-03-19
SGN-004113,CUST-01471,2022-07-14,Confirmed,Event/Conference,Enterprise,161,,REP-050,,False,30,CRM-Salesforce,2022-07-14
SGN-004114,CUST-01587,2022-05-01,Confirmed,Event/Conference,Growth,42,,REP-041,,False,0,Manual-Import,2022-05-02
SGN-004115,CUST-05209,2022-02-10,Confirmed,Self-Serve Trial,Starter,91,,,,False,14,CRM-Salesforce,2022-02-11
SGN-004116,CUST-04756,2023-06-01,Confirmed,Direct Sales,Professional,150,,REP-030,,True,0,CRM-Salesforce,2023-06-02
SGN-004117,CUST-00069,2023-04-17,Confirmed,Partner Referral,Enterprise Plus,137,,REP-032,CMP-0030,True,14,CRM-Salesforce,2023-04-17
SGN-004118,CUST-04922,2022-12-22,Confirmed,Paid Ads,Professional,6,,REP-016,CMP-0230,False,0,CRM-HubSpot,2022-12-22
SGN-004119,CUST-01089,2023-04-10,Confirmed,Self-Serve Trial,Growth,57,,,,True,0,CRM-HubSpot,2023-04-10
SGN-004120,CUST-03231,2023-03-25,Superseded,Event/Conference,Professional,8,,REP-008,CMP-0326,False,0,CRM-HubSpot,2023-03-01
