order_id,customer_id,order_date,requested_ship_date,promised_delivery_date,assigned_warehouse_id,sales_channel,payment_terms,currency,order_total_value,created_by,created_at,po_number,notes
ORD-008257,CUST-00460,2024-04-01,2024-04-04,2024-04-12,WH-14,Distributor,Net30,USD,15119.97,user027,2024-04-01,PO-551146,
ORD-008258,CUST-00517,2023-11-12,2023-11-16,2023-11-19,WH-09,Direct,Net30,CAD,2108.0,user062,2023-11-12,PO-570453,
ORD-008259,CUST-00389,2024-03-18,2024-03-20,2024-03-23,WH-17,Direct,Net60,EUR,9772.61,user016,2024-03-18,PO-271181,
ORD-008260,CUST-01071,2024-01-14,2024-01-17,2024-01-23,WH-12,Direct,Net60,USD,19887.54,user057,2024-01-14,PO-262274,
ORD-008261,CUST-01186,2024-06-26,2024-06-29,2024-07-05,WH-14,Direct,Net60,USD,7330.32,user003,2024-06-26,PO-384844,
ORD-008262,CUST-00623,2023-10-01,2023-10-03,2023-10-09,WH-09,Distributor,Net45,CAD,5905.12,user069,2023-10-01,PO-434999,
ORD-008263,CUST-00923,2024-06-05,2024-06-07,2024-06-14,WH-08,Direct,Net45,EUR,1708.19,user071,2024-06-05,PO-822801,
ORD-008264,CUST-00708,2024-03-24,2024-03-27,2024-03-31,WH-09,Online,Net60,USD,16863.57,user019,2024-03-24,PO-686473,
ORD-008265,CUST-00533,2023-11-24,2023-11-27,2023-12-02,WH-18,Online,Net30,EUR,22845.73,user045,2023-11-24,PO-706714,
ORD-008266,CUST-00197,2024-04-19,2024-04-21,2024-04-29,WH-12,Online,Net60,CAD,10971.55,user049,2024-04-19,PO-346073,
ORD-008267,CUST-00219,2024-04-30,2024-05-02,2024-05-10,WH-02,Direct,Net30,USD,9918.05,user005,2024-04-30,PO-838041,
ORD-008268,CUST-00633,2024-04-26,2024-04-30,2024-05-02,WH-12,Online,Net60,USD,7024.89,user077,2024-04-26,PO-659979,
ORD-008269,CUST-00352,2023-10-06,2023-10-09,2023-10-17,WH-12,Online,Net45,USD,24673.45,user042,2023-10-06,PO-690415,
ORD-008270,CUST-00267,2024-02-17,2024-02-19,2024-02-22,WH-15,Online,Net60,USD,5954.3,user040,2024-02-17,PO-505299,
ORD-008271,CUST-01062,2024-01-02,2024-01-06,2024-01-09,WH-16,Distributor,Net45,CAD,14252.87,user012,2024-01-02,PO-535989,
ORD-008272,CUST-00976,2024-05-02,2024-05-06,2024-05-09,WH-03,Distributor,Net60,EUR,24345.87,user078,2024-05-02,PO-483462,
ORD-008273,CUST-00752,2024-02-01,2024-02-03,2024-02-09,WH-02,Distributor,Net30,USD,3256.34,user050,2024-02-01,PO-347576,
ORD-008274,CUST-00130,2024-05-15,2024-05-17,2024-05-23,WH-16,Distributor,Net60,USD,9459.64,user023,2024-05-15,PO-959588,
ORD-008275,CUST-00611,2024-04-18,2024-04-20,2024-04-26,WH-18,Distributor,Net60,USD,17365.77,user073,2024-04-18,PO-670006,
ORD-008276,CUST-00193,2023-12-21,2023-12-24,2023-12-27,WH-09,Direct,Net30,EUR,24499.68,user017,2023-12-21,PO-569030,
ORD-008277,CUST-00356,2024-01-06,2024-01-07,2024-01-16,WH-02,Direct,Net45,USD,24538.86,user056,2024-01-06,PO-219062,
ORD-008278,CUST-00789,2023-10-07,2023-10-11,2023-10-20,WH-17,Online,Net45,USD,9880.7,user031,2023-10-07,PO-531531,
ORD-008279,CUST-00316,2024-03-24,2024-03-27,2024-03-29,WH-05,Online,Net45,CAD,5179.99,user006,2024-03-24,PO-740191,
ORD-008280,CUST-00249,2023-10-12,2023-10-14,2023-10-20,WH-10,Direct,Net45,USD,5004.9,user065,2023-10-12,PO-681465,
ORD-008281,CUST-00129,2024-04-29,2024-05-03,2024-05-11,WH-07,Direct,Net60,USD,11317.85,user041,2024-04-29,PO-672518,
ORD-008282,CUST-00079,2024-04-14,2024-04-17,2024-04-24,WH-11,Direct,Net45,USD,20381.42,user046,2024-04-14,PO-381697,
ORD-008283,CUST-00346,2024-06-19,2024-06-23,2024-06-25,WH-17,Distributor,Net45,CAD,12389.02,user014,2024-06-19,PO-269988,
ORD-008284,CUST-00717,2023-12-11,2023-12-12,2023-12-15,WH-09,Direct,Net60,USD,17766.87,user053,2023-12-11,PO-755362,
ORD-008285,CUST-00404,2024-03-09,2024-03-10,2024-03-18,WH-05,Online,Net60,USD,15269.13,user073,2024-03-09,PO-377514,
ORD-008286,CUST-00383,2024-03-02,2024-03-05,2024-03-11,WH-14,Direct,Net45,USD,6878.44,user048,2024-03-02,PO-679493,
ORD-008287,CUST-00169,2024-05-03,2024-05-05,2024-05-13,WH-01,Online,Net30,USD,10616.33,user054,2024-05-03,PO-251492,
ORD-008288,CUST-00769,2023-10-27,2023-10-29,2023-11-05,WH-12,Direct,Net60,USD,19190.36,user079,2023-10-27,PO-878042,
ORD-008289,CUST-00536,2024-05-26,2024-05-28,2024-06-04,WH-09,Distributor,Net60,USD,24294.22,user028,2024-05-26,PO-970013,
ORD-008290,CUST-01127,2024-02-17,2024-02-18,2024-02-25,WH-10,Direct,Net45,USD,7108.58,user061,2024-02-17,PO-121576,
ORD-008291,CUST-01112,2024-04-14,2024-04-15,2024-04-24,WH-02,Direct,Net60,USD,14774.34,user049,2024-04-14,PO-388053,
ORD-008292,CUST-01128,2024-02-07,2024-02-08,2024-02-11,WH-17,Distributor,Net60,CAD,21260.1,user069,2024-02-07,PO-966577,
ORD-008293,CUST-00462,2024-06-29,2024-06-30,2024-07-09,WH-12,Distributor,Net45,USD,12111.6,user072,2024-06-29,PO-148530,
ORD-008294,CUST-00376,2024-04-27,2024-05-01,2024-05-06,WH-07,Direct,Net45,USD,15962.09,user031,2024-04-27,PO-149890,
ORD-008295,CUST-00810,2024-03-19,2024-03-21,2024-03-24,WH-13,Distributor,Net30,USD,1768.39,user037,2024-03-19,PO-540263,
ORD-008296,CUST-00705,2023-10-21,2023-10-22,2023-10-28,WH-10,Distributor,Net45,CAD,12379.47,user010,2023-10-21,PO-488652,
ORD-008297,CUST-00049,2024-04-08,2024-04-10,2024-04-14,WH-17,Distributor,Net30,CAD,1272.81,user046,2024-04-08,PO-344900,
ORD-008298,CUST-00188,2024-01-28,2024-02-01,2024-02-10,WH-04,Distributor,Net45,USD,19480.0,user065,2024-01-28,PO-344611,
ORD-008299,CUST-00432,2023-10-21,2023-10-25,2023-10-30,WH-01,Distributor,Net45,EUR,13312.63,user053,2023-10-21,PO-830206,
ORD-008300,CUST-01096,2024-04-03,2024-04-06,2024-04-13,WH-14,Distributor,Net60,CAD,22780.14,user030,2024-04-03,PO-908438,
ORD-008301,CUST-01178,2024-02-26,2024-02-27,2024-02-29,WH-05,Distributor,Net60,USD,9810.24,user049,2024-02-26,PO-680723,
ORD-008302,CUST-00240,2024-01-26,2024-01-29,2024-02-03,WH-18,Distributor,Net45,USD,19294.1,user010,2024-01-26,PO-724897,
ORD-008303,CUST-00317,2023-11-14,2023-11-17,2023-11-25,WH-16,Distributor,Net45,CAD,13752.04,user014,2023-11-14,PO-475442,
ORD-008304,CUST-00054,2023-11-27,2023-11-30,2023-12-06,WH-12,Distributor,Net45,USD,23270.69,user060,2023-11-27,PO-920219,
ORD-008305,CUST-00667,2024-05-14,2024-05-18,2024-05-26,WH-06,Distributor,Net30,USD,12441.58,user056,2024-05-14,PO-310858,
ORD-008306,CUST-00470,2024-06-21,2024-06-24,2024-06-26,WH-16,Online,Net30,CAD,22210.94,user023,2024-06-21,PO-290889,
ORD-008307,CUST-00218,2023-12-04,2023-12-06,2023-12-10,WH-11,Direct,Net30,USD,915.4,user013,2023-12-04,PO-958190,
ORD-008308,CUST-00111,2024-04-22,2024-04-24,2024-04-28,WH-11,Distributor,Net45,CAD,23278.63,user016,2024-04-22,PO-747794,
ORD-008309,CUST-00159,2024-02-29,2024-03-03,2024-03-05,WH-04,Distributor,Net30,USD,15030.15,user069,2024-02-29,PO-430607,
ORD-008310,CUST-00325,2024-06-28,2024-07-01,2024-07-10,WH-17,Distributor,Net60,EUR,15071.28,user058,2024-06-28,PO-521939,
ORD-008311,CUST-01107,2024-02-15,2024-02-16,2024-02-18,WH-02,Direct,Net45,EUR,8425.45,user057,2024-02-15,PO-183370,
ORD-008312,CUST-00327,2024-02-27,2024-03-02,2024-03-11,WH-12,Direct,Net30,USD,14555.13,user013,2024-02-27,PO-145714,
ORD-008313,CUST-00386,2024-01-13,2024-01-14,2024-01-20,WH-14,Online,Net30,USD,12076.04,user030,2024-01-13,PO-735182,
ORD-008314,CUST-00086,2024-04-25,2024-04-26,2024-04-30,WH-06,Direct,Net45,EUR,5357.82,user034,2024-04-25,PO-715748,
ORD-008315,CUST-00554,2024-06-27,2024-06-30,2024-07-08,WH-03,Direct,Net60,USD,16027.96,user007,2024-06-27,PO-500892,
ORD-008316,CUST-00346,2023-12-11,2023-12-13,2023-12-21,WH-11,Direct,Net45,USD,14987.69,user045,2023-12-11,PO-938617,
ORD-008317,CUST-00072,2024-01-12,2024-01-14,2024-01-17,WH-15,Distributor,Net60,CAD,12612.97,user060,2024-01-12,PO-860849,
ORD-008318,CUST-01018,2024-01-18,2024-01-21,2024-01-26,WH-15,Direct,Net60,USD,6372.05,user015,2024-01-18,PO-112773,
ORD-008319,CUST-00969,2023-12-16,2023-12-17,2023-12-26,WH-18,Distributor,Net60,USD,17048.26,user035,2023-12-16,PO-962350,
ORD-008320,CUST-00193,2023-11-03,2023-11-05,2023-11-07,WH-04,Distributor,Net45,USD,4696.7,user031,2023-11-03,PO-591092,
ORD-008321,CUST-00662,2024-01-17,2024-01-21,2024-01-26,WH-11,Direct,Net45,EUR,6260.64,user001,2024-01-17,PO-653756,
ORD-008322,CUST-00537,2023-12-30,2023-12-31,2024-01-05,WH-17,Direct,Net60,USD,8126.73,user037,2023-12-30,PO-292760,
ORD-008323,CUST-00898,2023-11-14,2023-11-16,2023-11-18,WH-08,Direct,Net60,EUR,9918.08,user061,2023-11-14,PO-688412,
ORD-008324,CUST-00874,2023-10-06,2023-10-07,2023-10-16,WH-16,Direct,Net60,CAD,15998.34,user016,2023-10-06,PO-986890,
ORD-008325,CUST-00256,2023-11-12,2023-11-13,2023-11-22,WH-02,Direct,Net60,USD,5469.8,user065,2023-11-12,PO-686259,
ORD-008326,CUST-00360,2024-04-28,2024-05-01,2024-05-04,WH-14,Direct,Net60,USD,1355.55,user033,2024-04-28,PO-693610,
ORD-008327,CUST-00437,2023-11-15,2023-11-16,2023-11-23,WH-05,Direct,Net60,CAD,16790.99,user013,2023-11-15,PO-162854,
ORD-008328,CUST-00400,2023-11-13,2023-11-17,2023-11-24,WH-09,Online,Net60,USD,12239.97,user064,2023-11-13,PO-866142,
ORD-008329,CUST-00246,2023-10-29,2023-11-01,2023-11-06,WH-10,Distributor,Net30,USD,5484.61,user045,2023-10-29,PO-748458,
ORD-008330,CUST-00257,2024-05-04,2024-05-05,2024-05-08,WH-18,Distributor,Net30,CAD,16428.65,user036,2024-05-04,PO-105880,
ORD-008331,CUST-01041,2024-03-31,2024-04-02,2024-04-06,WH-04,Direct,Net60,EUR,9423.34,user071,2024-03-31,PO-932046,
ORD-008332,CUST-00618,2024-04-08,2024-04-10,2024-04-19,WH-05,Direct,Net30,USD,15628.81,user065,2024-04-08,PO-611068,
ORD-008333,CUST-01103,2024-02-17,2024-02-20,2024-02-26,WH-08,Online,Net30,USD,23325.98,user013,2024-02-17,PO-349320,
ORD-008334,CUST-00308,2024-04-25,2024-04-27,2024-05-05,WH-16,Direct,Net60,CAD,8748.49,user071,2024-04-25,PO-442251,
ORD-008335,CUST-00719,2024-06-18,2024-06-21,2024-06-23,WH-02,Distributor,Net60,USD,9148.63,user018,2024-06-18,PO-644259,
ORD-008336,CUST-01024,2024-05-23,2024-05-26,2024-06-02,WH-09,Direct,Net60,EUR,6350.5,user012,2024-05-23,PO-913713,
ORD-008337,CUST-00795,2024-06-30,2024-07-02,2024-07-11,WH-16,Direct,Net30,CAD,13998.27,user019,2024-06-30,PO-717065,
ORD-008338,CUST-00476,2024-04-06,2024-04-10,2024-04-15,WH-15,Direct,Net45,EUR,15058.03,user022,2024-04-06,PO-398958,
ORD-008339,CUST-00531,2024-03-13,2024-03-16,2024-03-25,WH-13,Direct,Net60,EUR,18298.5,user050,2024-03-13,PO-847446,
ORD-008340,CUST-00716,2024-06-23,2024-06-26,2024-06-28,WH-12,Direct,Net30,USD,10726.35,user061,2024-06-23,PO-402864,
ORD-008341,CUST-00293,2024-01-10,2024-01-13,2024-01-16,WH-12,Distributor,Net60,USD,2020.34,user008,2024-01-10,PO-899045,
ORD-008342,CUST-01198,2024-01-23,2024-01-24,2024-01-31,WH-11,Direct,Net60,USD,656.55,user028,2024-01-23,PO-248810,
ORD-008343,CUST-00877,2024-06-09,2024-06-11,2024-06-17,WH-05,Direct,Net60,USD,5023.27,user014,2024-06-09,PO-647319,
ORD-008344,CUST-00873,2024-03-05,2024-03-07,2024-03-09,WH-15,Distributor,Net45,CAD,7470.92,user046,2024-03-05,PO-595783,
ORD-008345,CUST-00518,2023-11-11,2023-11-13,2023-11-16,WH-14,Direct,Net30,USD,15538.73,user007,2023-11-11,PO-962047,
ORD-008346,CUST-00673,2024-05-08,2024-05-12,2024-05-21,WH-13,Online,Net30,USD,20086.26,user007,2024-05-08,PO-303625,
ORD-008347,CUST-00453,2024-05-10,2024-05-13,2024-05-21,WH-15,Distributor,Net60,USD,5895.09,user062,2024-05-10,PO-193047,
ORD-008348,CUST-01049,2024-06-01,2024-06-03,2024-06-07,WH-02,Direct,Net60,USD,16470.56,user071,2024-06-01,PO-269599,
ORD-008349,CUST-01091,2023-10-29,2023-11-01,2023-11-08,WH-15,Distributor,Net45,USD,2348.83,user034,2023-10-29,PO-245727,
ORD-008350,CUST-01173,2024-01-26,2024-01-29,2024-02-03,WH-07,Distributor,Net30,USD,22748.77,user036,2024-01-26,PO-781480,
ORD-008351,CUST-01086,2024-02-01,2024-02-04,2024-02-07,WH-06,Online,Net45,USD,7313.27,user033,2024-02-01,PO-450548,
ORD-008352,CUST-00371,2024-05-04,2024-05-07,2024-05-15,WH-08,Distributor,Net60,EUR,862.99,user014,2024-05-04,PO-787885,
ORD-008353,CUST-01117,2024-02-05,2024-02-07,2024-02-12,WH-18,Distributor,Net30,USD,3752.4,user060,2024-02-05,PO-415461,
ORD-008354,CUST-00742,2024-05-27,2024-05-28,2024-06-02,WH-01,Distributor,Net60,USD,23450.07,user040,2024-05-27,PO-561468,
ORD-008355,CUST-00802,2024-05-05,2024-05-09,2024-05-13,WH-14,Distributor,Net60,USD,2147.04,user026,2024-05-05,PO-767586,
ORD-008356,CUST-00508,2023-12-09,2023-12-12,2023-12-21,WH-18,Direct,Net45,USD,5196.27,user066,2023-12-09,PO-563866,
ORD-008357,CUST-01178,2023-12-05,2023-12-07,2023-12-14,WH-02,Distributor,Net45,EUR,524.8,user063,2023-12-05,PO-318485,
ORD-008358,CUST-00835,2024-05-04,2024-05-06,2024-05-13,WH-17,Online,Net60,USD,18390.89,user076,2024-05-04,PO-988050,
ORD-008359,CUST-00699,2023-12-09,2023-12-13,2023-12-22,WH-02,Direct,Net30,USD,2220.36,user070,2023-12-09,PO-478254,
ORD-008360,CUST-00574,2024-05-31,2024-06-04,2024-06-11,WH-15,Direct,Net30,USD,24243.69,user048,2024-05-31,PO-630651,
ORD-008361,CUST-01113,2024-03-29,2024-04-01,2024-04-07,WH-16,Direct,Net45,USD,15640.19,user020,2024-03-29,PO-771555,
ORD-008362,CUST-00552,2024-04-27,2024-04-29,2024-05-05,WH-12,Distributor,Net30,USD,11966.18,user045,2024-04-27,PO-889377,
ORD-008363,CUST-00810,2023-12-26,2023-12-27,2023-12-31,WH-18,Distributor,Net45,USD,22224.98,user071,2023-12-26,PO-635585,
ORD-008364,CUST-00820,2024-05-13,2024-05-16,2024-05-21,WH-04,Distributor,Net30,CAD,3845.85,user009,2024-05-13,PO-766739,
ORD-008365,CUST-00651,2023-10-05,2023-10-08,2023-10-16,WH-02,Online,Net60,CAD,4519.28,user015,2023-10-05,PO-618311,
ORD-008366,CUST-01176,2023-10-26,2023-10-28,2023-11-06,WH-03,Distributor,Net45,USD,14850.17,user052,2023-10-26,PO-480809,
ORD-008367,CUST-00817,2024-06-09,2024-06-10,2024-06-16,WH-04,Direct,Net45,CAD,7972.4,user077,2024-06-09,PO-375018,
ORD-008368,CUST-01029,2024-06-28,2024-07-02,2024-07-10,WH-03,Direct,Net60,USD,18312.12,user056,2024-06-28,PO-339247,
ORD-008369,CUST-00884,2024-02-21,2024-02-23,2024-02-29,WH-09,Distributor,Net60,USD,18632.63,user040,2024-02-21,PO-534350,
ORD-008370,CUST-00364,2024-03-10,2024-03-13,2024-03-21,WH-13,Distributor,Net60,CAD,7429.78,user075,2024-03-10,PO-632496,
ORD-008371,CUST-01136,2024-03-16,2024-03-20,2024-03-22,WH-18,Direct,Net30,USD,19340.96,user018,2024-03-16,PO-351351,
ORD-008372,CUST-00169,2024-03-02,2024-03-04,2024-03-13,WH-03,Distributor,Net45,USD,14710.8,user074,2024-03-02,PO-834706,
ORD-008373,CUST-00001,2024-06-06,2024-06-10,2024-06-13,WH-10,Online,Net60,USD,5030.04,user061,2024-06-06,PO-918000,
ORD-008374,CUST-01082,2023-12-21,2023-12-25,2023-12-27,WH-18,Direct,Net45,EUR,19280.18,user008,2023-12-21,PO-419068,
ORD-008375,CUST-00547,2024-05-02,2024-05-04,2024-05-06,WH-12,Distributor,Net45,CAD,15635.33,user003,2024-05-02,PO-464284,
ORD-008376,CUST-00039,2024-05-31,2024-06-02,2024-06-05,WH-07,Online,Net45,CAD,487.38,user046,2024-05-31,PO-469543,
ORD-008377,CUST-00283,2024-05-10,2024-05-11,2024-05-16,WH-07,Direct,Net60,CAD,4098.8,user027,2024-05-10,PO-179912,
ORD-008378,CUST-00616,2024-04-28,2024-05-02,2024-05-07,WH-09,Direct,Net30,EUR,21727.38,user060,2024-04-28,PO-810071,
ORD-008379,CUST-01195,2023-12-01,2023-12-05,2023-12-11,WH-17,Online,Net45,USD,12076.62,user070,2023-12-01,PO-986759,
ORD-008380,CUST-00997,2023-11-18,2023-11-20,2023-11-26,WH-15,Distributor,Net30,CAD,4825.36,user028,2023-11-18,PO-193997,
ORD-008381,CUST-00651,2023-11-07,2023-11-09,2023-11-12,WH-05,Direct,Net30,CAD,18924.69,user078,2023-11-07,PO-882773,
ORD-008382,CUST-00474,2024-01-07,2024-01-11,2024-01-13,WH-03,Direct,Net60,USD,743.05,user017,2024-01-07,PO-826692,
ORD-008383,CUST-01033,2023-12-04,2023-12-06,2023-12-08,WH-09,Direct,Net60,CAD,16089.14,user020,2023-12-04,PO-797361,
ORD-008384,CUST-00567,2024-06-16,2024-06-20,2024-06-28,WH-03,Distributor,Net30,USD,11519.97,user048,2024-06-16,PO-263910,
ORD-008385,CUST-00887,2024-05-13,2024-05-16,2024-05-20,WH-15,Online,Net45,EUR,686.5,user014,2024-05-13,PO-840160,
ORD-008386,CUST-00019,2024-02-16,2024-02-17,2024-02-20,WH-12,Direct,Net30,USD,11452.76,user032,2024-02-16,PO-208993,
ORD-008387,CUST-00538,2024-05-23,2024-05-25,2024-05-27,WH-06,Online,Net60,USD,4056.86,user022,2024-05-23,PO-374173,
ORD-008388,CUST-00077,2024-01-09,2024-01-11,2024-01-15,WH-09,Distributor,Net30,USD,6461.69,user014,2024-01-09,PO-172979,
ORD-008389,CUST-00887,2024-06-11,2024-06-15,2024-06-17,WH-08,Direct,Net60,CAD,22601.17,user068,2024-06-11,PO-427577,
ORD-008390,CUST-01139,2024-05-19,2024-05-22,2024-05-24,WH-07,Online,Net45,USD,19273.17,user024,2024-05-19,PO-378090,
ORD-008391,CUST-00460,2024-06-15,2024-06-17,2024-06-20,WH-08,Direct,Net60,USD,22194.82,user037,2024-06-15,PO-109428,
ORD-008392,CUST-01049,2024-05-24,2024-05-27,2024-06-04,WH-02,Distributor,Net45,USD,24284.78,user079,2024-05-24,PO-619849,
ORD-008393,CUST-00217,2024-02-09,2024-02-13,2024-02-16,WH-05,Direct,Net60,USD,20592.89,user039,2024-02-09,PO-165495,
ORD-008394,CUST-00476,2023-11-24,2023-11-27,2023-11-30,WH-01,Distributor,Net45,CAD,23220.34,user076,2023-11-24,PO-791604,
ORD-008395,CUST-00611,2024-06-05,2024-06-08,2024-06-17,WH-15,Direct,Net45,USD,9007.97,user064,2024-06-05,PO-939775,
ORD-008396,CUST-01101,2023-12-26,2023-12-29,2024-01-07,WH-16,Distributor,Net60,CAD,9192.33,user061,2023-12-26,PO-789671,
ORD-008397,CUST-00607,2024-05-20,2024-05-24,2024-05-30,WH-11,Direct,Net45,EUR,13093.15,user046,2024-05-20,PO-206153,
ORD-008398,CUST-00597,2024-03-23,2024-03-27,2024-03-29,WH-12,Distributor,Net60,USD,11379.99,user019,2024-03-23,PO-996150,
ORD-008399,CUST-00958,2024-04-22,2024-04-25,2024-04-29,WH-02,Direct,Net30,USD,23194.92,user073,2024-04-22,PO-102065,
ORD-008400,CUST-00543,2023-11-05,2023-11-08,2023-11-17,WH-14,Direct,Net45,USD,16338.93,user020,2023-11-05,PO-187693,
ORD-008401,CUST-00987,2023-11-26,2023-11-29,2023-12-05,WH-01,Distributor,Net45,CAD,14527.51,user054,2023-11-26,PO-188695,
ORD-008402,CUST-00937,2024-01-25,2024-01-27,2024-02-03,WH-18,Direct,Net30,USD,16625.96,user048,2024-01-25,PO-986110,
ORD-008403,CUST-00476,2024-02-07,2024-02-09,2024-02-16,WH-04,Direct,Net60,USD,10635.69,user026,2024-02-07,PO-978464,
ORD-008404,CUST-00197,2024-02-20,2024-02-24,2024-02-26,WH-08,Distributor,Net30,USD,11609.06,user026,2024-02-20,PO-376559,
ORD-008405,CUST-01100,2023-12-24,2023-12-25,2023-12-27,WH-02,Direct,Net45,CAD,4273.28,user042,2023-12-24,PO-661273,
ORD-008406,CUST-00624,2024-03-04,2024-03-05,2024-03-08,WH-11,Direct,Net30,CAD,21607.04,user013,2024-03-04,PO-982369,
ORD-008407,CUST-00798,2024-03-22,2024-03-26,2024-03-31,WH-07,Direct,Net30,USD,21022.99,user007,2024-03-22,PO-261131,
ORD-008408,CUST-01082,2024-04-27,2024-04-29,2024-05-02,WH-05,Direct,Net30,EUR,6391.11,user070,2024-04-27,PO-862940,
ORD-008409,CUST-00963,2023-12-07,2023-12-11,2023-12-15,WH-06,Direct,Net45,USD,23350.07,user018,2023-12-07,PO-858140,
ORD-008410,CUST-01006,2024-02-29,2024-03-02,2024-03-09,WH-10,Direct,Net60,CAD,21508.59,user050,2024-02-29,PO-310394,
ORD-008411,CUST-00080,2024-04-08,2024-04-09,2024-04-12,WH-03,Distributor,Net60,EUR,1500.53,user057,2024-04-08,PO-512305,
ORD-008412,CUST-00942,2024-01-18,2024-01-22,2024-01-24,WH-13,Direct,Net60,EUR,18063.48,user048,2024-01-18,PO-228424,
ORD-008413,CUST-00147,2024-05-15,2024-05-16,2024-05-18,WH-08,Online,Net30,USD,7279.58,user078,2024-05-15,PO-172748,
ORD-008414,CUST-00967,2023-12-06,2023-12-10,2023-12-14,WH-10,Direct,Net30,USD,2128.07,user048,2023-12-06,PO-332528,
ORD-008415,CUST-00259,2024-05-06,2024-05-08,2024-05-16,WH-12,Direct,Net45,USD,19010.23,user029,2024-05-06,PO-282286,
ORD-008416,CUST-00828,2024-03-11,2024-03-12,2024-03-21,WH-06,Direct,Net30,USD,5648.12,user046,2024-03-11,PO-210914,
ORD-008417,CUST-00704,2023-11-07,2023-11-08,2023-11-16,WH-04,Direct,Net45,USD,19114.56,user031,2023-11-07,PO-889158,
ORD-008418,CUST-00788,2023-12-03,2023-12-07,2023-12-13,WH-18,Direct,Net30,CAD,17117.65,user014,2023-12-03,PO-480467,
ORD-008419,CUST-00806,2024-02-10,2024-02-14,2024-02-21,WH-07,Direct,Net60,USD,4308.17,user044,2024-02-10,PO-554006,
ORD-008420,CUST-00604,2023-10-22,2023-10-23,2023-10-28,WH-02,Direct,Net45,EUR,21940.93,user057,2023-10-22,PO-267298,
ORD-008421,CUST-00412,2024-03-22,2024-03-23,2024-04-01,WH-01,Direct,Net30,USD,6099.73,user056,2024-03-22,PO-199682,
ORD-008422,CUST-00346,2024-05-01,2024-05-02,2024-05-11,WH-01,Distributor,Net60,USD,13845.77,user026,2024-05-01,PO-133493,
ORD-008423,CUST-00513,2023-11-01,2023-11-03,2023-11-09,WH-12,Direct,Net60,USD,1965.1,user009,2023-11-01,PO-144313,
ORD-008424,CUST-00703,2023-11-08,2023-11-09,2023-11-15,WH-18,Distributor,Net60,CAD,15442.56,user068,2023-11-08,PO-257822,
ORD-008425,CUST-01191,2024-06-23,2024-06-27,2024-06-29,WH-08,Direct,Net30,CAD,22988.9,user046,2024-06-23,PO-733555,
ORD-008426,CUST-00185,2024-03-08,2024-03-10,2024-03-15,WH-07,Direct,Net30,EUR,19310.93,user012,2024-03-08,PO-820535,
ORD-008427,CUST-00372,2023-10-07,2023-10-08,2023-10-12,WH-15,Direct,Net60,EUR,20598.0,user021,2023-10-07,PO-322148,
ORD-008428,CUST-00470,2024-03-02,2024-03-05,2024-03-11,WH-06,Direct,Net45,EUR,4662.52,user046,2024-03-02,PO-573989,
ORD-008429,CUST-00573,2023-11-10,2023-11-13,2023-11-15,WH-02,Direct,Net60,CAD,17550.28,user029,2023-11-10,PO-890554,
ORD-008430,CUST-00029,2023-10-14,2023-10-15,2023-10-24,WH-07,Distributor,Net30,USD,13552.68,user041,2023-10-14,PO-285862,
ORD-008431,CUST-01126,2024-06-18,2024-06-20,2024-06-29,WH-04,Distributor,Net60,USD,4592.58,user079,2024-06-18,PO-861582,
ORD-008432,CUST-00645,2023-10-17,2023-10-20,2023-10-28,WH-01,Distributor,Net60,USD,5788.95,user038,2023-10-17,PO-676298,
ORD-008433,CUST-00228,2024-06-15,2024-06-17,2024-06-19,WH-09,Direct,Net60,EUR,17437.21,user020,2024-06-15,PO-147041,
ORD-008434,CUST-00413,2024-01-23,2024-01-24,2024-01-28,WH-11,Distributor,Net30,USD,22398.45,user035,2024-01-23,PO-435130,
ORD-008435,CUST-00156,2023-12-11,2023-12-12,2023-12-17,WH-09,Direct,Net60,USD,657.19,user056,2023-12-11,PO-178579,
ORD-008436,CUST-00717,2024-05-28,2024-05-29,2024-06-07,WH-05,Direct,Net30,USD,23957.69,user044,2024-05-28,PO-677207,
ORD-008437,CUST-00577,2023-11-29,2023-12-03,2023-12-12,WH-09,Online,Net60,USD,2378.68,user020,2023-11-29,PO-886943,
ORD-008438,CUST-00153,2023-12-16,2023-12-19,2023-12-25,WH-13,Online,Net45,CAD,2324.05,user064,2023-12-16,PO-928512,
ORD-008439,CUST-00259,2024-02-26,2024-03-01,2024-03-05,WH-14,Direct,Net60,USD,19260.33,user042,2024-02-26,PO-232087,
ORD-008440,CUST-00497,2023-10-27,2023-10-30,2023-11-06,WH-10,Distributor,Net30,CAD,2031.16,user073,2023-10-27,PO-214550,
ORD-008441,CUST-00182,2023-11-16,2023-11-17,2023-11-19,WH-15,Distributor,Net45,USD,18660.92,user011,2023-11-16,PO-240766,
ORD-008442,CUST-00396,2024-05-20,2024-05-21,2024-05-23,WH-04,Direct,Net45,CAD,2272.98,user004,2024-05-20,PO-412570,
ORD-008443,CUST-00625,2024-05-06,2024-05-10,2024-05-18,WH-10,Distributor,Net30,USD,22258.96,user029,2024-05-06,PO-862685,
ORD-008444,CUST-00269,2024-06-17,2024-06-20,2024-06-23,WH-17,Distributor,Net45,USD,20680.94,user020,2024-06-17,PO-260000,
ORD-008445,CUST-00934,2024-02-01,2024-02-02,2024-02-04,WH-16,Online,Net45,EUR,15319.49,user035,2024-02-01,PO-709207,
