product_id,product_name,category,subcategory,unit_of_measure,unit_weight_kg,unit_cost,list_price,supplier_id,hazmat_flag,created_at
PRD-00472,Tape Item 00472,Packaging,Tape,EA,12.11,234.55,358.78,SUP-0094,False,2022-12-02
PRD-00473,Adapters Item 00473,Electronics,Adapters,EA,26.95,158.85,245.19,SUP-0040,False,2022-09-03
PRD-00474,Displays Item 00474,Electronics,Displays,EA,18.19,84.15,123.82,SUP-0171,False,2020-10-16
PRD-00475,Paper Goods Item 00475,Office Supplies,Paper Goods,PLT,17.1,172.85,364.89,SUP-0236,False,2022-11-04
PRD-00476,Cables Item 00476,Electronics,Cables,PLT,33.73,190.73,257.7,SUP-0018,False,2023-03-11
PRD-00477,Cables Item 00477,Electronics,Cables,CS,2.59,44.91,91.81,SUP-0249,False,2020-02-20
PRD-00478,Outerwear Item 00478,Apparel,Outerwear,PLT,7.39,214.89,279.52,SUP-0042,False,2022-06-16
PRD-00479,Outerwear Item 00479,Apparel,Outerwear,CS,2.86,48.16,65.07,SUP-0083,False,2021-11-29
PRD-00480,Storage Item 00480,Office Supplies,Storage,PLT,5.75,241.16,468.68,SUP-0020,False,2022-06-20
PRD-00481,Paper Goods Item 00481,Office Supplies,Paper Goods,CS,24.19,48.76,106.68,SUP-0020,False,2020-09-17
PRD-00482,Footwear Item 00482,Apparel,Footwear,PLT,1.66,170.15,353.96,SUP-0184,True,2021-07-01
PRD-00483,Adapters Item 00483,Electronics,Adapters,PLT,19.69,234.38,341.35,SUP-0065,False,2024-01-26
PRD-00484,Displays Item 00484,Electronics,Displays,PLT,5.77,216.29,337.3,SUP-0073,True,2020-10-19
PRD-00485,Writing Item 00485,Office Supplies,Writing,EA,15.55,175.58,315.96,SUP-0162,False,2022-04-27
PRD-00486,Adapters Item 00486,Electronics,Adapters,PLT,36.91,190.85,405.56,SUP-0185,False,2022-09-01
PRD-00487,Desks Item 00487,Furniture,Desks,EA,4.42,2.9,4.02,SUP-0016,False,2020-09-18
PRD-00488,Accessories Item 00488,Apparel,Accessories,PLT,5.9,148.37,292.75,SUP-0064,True,2021-06-16
PRD-00489,Outerwear Item 00489,Apparel,Outerwear,PLT,32.48,83.99,166.63,SUP-0069,False,2020-10-09
PRD-00490,Displays Item 00490,Electronics,Displays,PLT,7.83,169.94,320.05,SUP-0087,False,2021-12-26
PRD-00491,Paper Goods Item 00491,Office Supplies,Paper Goods,CS,6.61,130.54,185.27,SUP-0025,False,2020-12-28
PRD-00492,Paper Goods Item 00492,Office Supplies,Paper Goods,CS,35.94,81.88,147.93,SUP-0178,False,2023-10-10
PRD-00493,Cables Item 00493,Electronics,Cables,EA,32.09,139.94,292.68,SUP-0087,False,2020-07-01
PRD-00494,Desks Item 00494,Furniture,Desks,CS,19.58,69.19,92.27,SUP-0069,False,2023-04-21
PRD-00495,Outerwear Item 00495,Apparel,Outerwear,EA,3.22,142.2,273.95,SUP-0011,False,2020-01-22
PRD-00496,Seals Item 00496,Industrial Parts,Seals,CS,7.59,58.56,116.36,SUP-0086,False,2023-11-28
PRD-00497,Storage Units Item 00497,Furniture,Storage Units,EA,28.41,149.5,289.09,SUP-0160,False,2020-09-26
PRD-00498,Bearings Item 00498,Industrial Parts,Bearings,CS,4.26,82.31,156.24,SUP-0119,False,2020-02-20
PRD-00499,Cables Item 00499,Electronics,Cables,PLT,25.16,49.3,82.77,SUP-0160,False,2020-07-17
PRD-00500,Bearings Item 00500,Industrial Parts,Bearings,CS,23.18,180.67,314.8,SUP-0060,False,2021-12-31
PRD-00501,Seals Item 00501,Industrial Parts,Seals,PLT,1.11,125.25,269.07,SUP-0120,False,2021-10-31
PRD-00502,Storage Item 00502,Office Supplies,Storage,PLT,1.94,180.24,244.35,SUP-0052,False,2020-02-08
PRD-00503,Paper Goods Item 00503,Office Supplies,Paper Goods,PLT,21.86,233.48,433.1,SUP-0234,False,2021-12-29
PRD-00504,Cables Item 00504,Electronics,Cables,PLT,3.47,27.24,43.04,SUP-0082,False,2020-01-19
PRD-00505,Accessories Item 00505,Apparel,Accessories,CS,33.88,200.73,334.39,SUP-0151,False,2023-08-24
PRD-00506,Tape Item 00506,Packaging,Tape,EA,11.04,236.15,312.56,SUP-0020,False,2020-12-30
PRD-00507,Writing Item 00507,Office Supplies,Writing,CS,11.73,132.12,233.68,SUP-0220,False,2023-01-17
PRD-00508,Footwear Item 00508,Apparel,Footwear,EA,20.14,27.67,52.7,SUP-0207,False,2023-04-08
PRD-00509,Storage Units Item 00509,Furniture,Storage Units,PLT,4.69,99.39,132.67,SUP-0009,False,2020-10-27
PRD-00510,Fasteners Item 00510,Industrial Parts,Fasteners,CS,19.25,141.03,269.39,SUP-0044,False,2022-09-27
PRD-00511,Writing Item 00511,Office Supplies,Writing,PLT,12.62,147.12,234.99,SUP-0149,False,2021-05-08
PRD-00512,Tape Item 00512,Packaging,Tape,EA,35.71,111.38,148.43,SUP-0217,False,2023-07-06
PRD-00513,Bearings Item 00513,Industrial Parts,Bearings,CS,36.62,107.24,183.32,SUP-0003,False,2020-02-19
PRD-00514,Paper Goods Item 00514,Office Supplies,Paper Goods,PLT,22.3,230.75,342.07,SUP-0140,False,2022-10-24
PRD-00515,Storage Units Item 00515,Furniture,Storage Units,EA,5.57,110.94,213.98,SUP-0067,False,2022-09-01
PRD-00516,Cables Item 00516,Electronics,Cables,PLT,3.04,231.88,324.44,SUP-0020,False,2022-11-03
PRD-00517,Seating Item 00517,Furniture,Seating,CS,36.29,208.94,436.72,SUP-0131,False,2021-09-10
PRD-00518,Tape Item 00518,Packaging,Tape,EA,4.08,127.48,241.31,SUP-0249,False,2020-07-19
PRD-00519,Boxes Item 00519,Packaging,Boxes,CS,24.82,76.28,153.18,SUP-0058,False,2020-04-07
PRD-00520,Seating Item 00520,Furniture,Seating,PLT,26.38,86.88,144.43,SUP-0087,False,2020-08-19
PRD-00521,Outerwear Item 00521,Apparel,Outerwear,PLT,32.87,219.86,397.13,SUP-0231,False,2023-09-14
PRD-00522,Desks Item 00522,Furniture,Desks,EA,22.5,20.84,33.26,SUP-0111,True,2021-04-28
PRD-00523,Tape Item 00523,Packaging,Tape,PLT,1.67,67.48,109.85,SUP-0047,False,2020-08-10
PRD-00524,Fasteners Item 00524,Industrial Parts,Fasteners,PLT,13.16,189.62,386.73,SUP-0010,False,2022-11-03
PRD-00525,Boxes Item 00525,Packaging,Boxes,EA,31.3,10.7,22.94,SUP-0247,False,2020-02-16
PRD-00526,Cables Item 00526,Electronics,Cables,PLT,31.59,113.88,148.73,SUP-0097,False,2021-03-08
PRD-00527,Displays Item 00527,Electronics,Displays,CS,12.45,155.69,337.86,SUP-0076,False,2022-01-24
PRD-00528,Seals Item 00528,Industrial Parts,Seals,CS,22.13,103.56,174.92,SUP-0201,False,2023-05-25
PRD-00529,Storage Item 00529,Office Supplies,Storage,EA,28.22,141.95,291.64,SUP-0111,False,2022-03-31
PRD-00530,Outerwear Item 00530,Apparel,Outerwear,PLT,29.86,169.75,252.55,SUP-0154,False,2022-01-17
PRD-00531,Seating Item 00531,Furniture,Seating,CS,5.21,214.28,436.0,SUP-0152,False,2023-01-27
PRD-00532,Footwear Item 00532,Apparel,Footwear,CS,16.59,213.84,387.79,SUP-0096,False,2020-01-01
PRD-00533,Storage Units Item 00533,Furniture,Storage Units,PLT,32.41,142.64,272.9,SUP-0124,False,2022-02-17
PRD-00534,Desks Item 00534,Furniture,Desks,PLT,38.85,247.01,525.39,SUP-0223,False,2023-02-07
PRD-00535,Seating Item 00535,Furniture,Seating,PLT,20.86,136.75,284.63,SUP-0191,False,2022-06-12
PRD-00536,Seals Item 00536,Industrial Parts,Seals,CS,4.39,109.22,157.08,SUP-0095,False,2023-06-10
PRD-00537,Fasteners Item 00537,Industrial Parts,Fasteners,EA,6.62,6.09,11.78,SUP-0118,False,2022-06-30
PRD-00538,Storage Item 00538,Office Supplies,Storage,CS,12.18,40.3,84.63,SUP-0183,False,2022-03-27
PRD-00539,Fasteners Item 00539,Industrial Parts,Fasteners,CS,19.23,83.85,184.29,SUP-0118,False,2021-01-01
PRD-00540,Desks Item 00540,Furniture,Desks,PLT,13.79,139.19,245.99,SUP-0070,False,2021-03-14
PRD-00541,Desks Item 00541,Furniture,Desks,CS,20.6,231.61,449.31,SUP-0156,False,2020-04-23
PRD-00542,Storage Units Item 00542,Furniture,Storage Units,EA,32.5,243.39,504.95,SUP-0004,False,2021-12-25
PRD-00543,Paper Goods Item 00543,Office Supplies,Paper Goods,PLT,12.32,190.96,324.85,SUP-0035,False,2022-06-16
PRD-00544,Fasteners Item 00544,Industrial Parts,Fasteners,PLT,29.82,65.66,89.71,SUP-0012,False,2023-02-22
PRD-00545,Tape Item 00545,Packaging,Tape,CS,32.04,181.17,299.18,SUP-0228,False,2023-01-23
PRD-00546,Footwear Item 00546,Apparel,Footwear,EA,13.16,201.36,407.83,SUP-0117,True,2020-05-10
PRD-00547,Seals Item 00547,Industrial Parts,Seals,PLT,38.05,217.63,368.77,SUP-0220,False,2021-01-31
PRD-00548,Cables Item 00548,Electronics,Cables,CS,37.43,56.57,73.74,SUP-0125,False,2020-08-02
PRD-00549,Boxes Item 00549,Packaging,Boxes,CS,13.13,57.99,107.49,SUP-0164,False,2023-10-06
PRD-00550,Tape Item 00550,Packaging,Tape,PLT,6.43,92.64,147.16,SUP-0071,False,2023-12-17
PRD-00551,Paper Goods Item 00551,Office Supplies,Paper Goods,EA,26.75,113.83,205.42,SUP-0209,False,2020-11-07
PRD-00552,Accessories Item 00552,Apparel,Accessories,CS,4.3,49.06,106.39,SUP-0129,False,2022-06-17
PRD-00553,Bearings Item 00553,Industrial Parts,Bearings,CS,8.7,17.33,35.08,SUP-0205,False,2022-08-25
PRD-00554,Storage Item 00554,Office Supplies,Storage,EA,7.1,204.33,275.16,SUP-0168,False,2023-02-07
PRD-00555,Writing Item 00555,Office Supplies,Writing,CS,11.93,63.27,94.22,SUP-0214,False,2022-03-21
PRD-00556,Storage Item 00556,Office Supplies,Storage,EA,6.38,22.57,37.81,SUP-0168,False,2023-08-12
PRD-00557,Paper Goods Item 00557,Office Supplies,Paper Goods,CS,27.19,227.27,344.64,SUP-0222,False,2021-05-24
PRD-00558,Writing Item 00558,Office Supplies,Writing,EA,23.05,96.24,156.29,SUP-0211,False,2022-07-05
PRD-00559,Adapters Item 00559,Electronics,Adapters,PLT,12.92,198.09,359.41,SUP-0219,False,2023-08-08
PRD-00560,Cables Item 00560,Electronics,Cables,PLT,17.06,44.41,77.2,SUP-0023,False,2020-10-03
PRD-00561,Tape Item 00561,Packaging,Tape,CS,15.29,238.17,317.96,SUP-0154,False,2022-07-24
PRD-00562,Displays Item 00562,Electronics,Displays,CS,16.97,188.48,295.81,SUP-0148,True,2020-03-12
PRD-00563,Adapters Item 00563,Electronics,Adapters,EA,22.98,221.07,423.54,SUP-0061,False,2020-05-01
PRD-00564,Adapters Item 00564,Electronics,Adapters,EA,17.59,168.18,329.76,SUP-0179,False,2023-07-25
PRD-00565,Storage Units Item 00565,Furniture,Storage Units,PLT,33.3,189.08,370.07,SUP-0213,False,2023-04-30
PRD-00566,Desks Item 00566,Furniture,Desks,CS,20.62,160.3,331.17,SUP-0038,False,2021-10-09
PRD-00567,Accessories Item 00567,Apparel,Accessories,CS,28.4,240.55,476.58,SUP-0062,False,2020-11-13
PRD-00568,Desks Item 00568,Furniture,Desks,CS,6.73,145.63,317.1,SUP-0055,False,2021-01-17
PRD-00569,Storage Units Item 00569,Furniture,Storage Units,CS,7.6,111.42,230.73,SUP-0053,False,2020-01-22
PRD-00570,Cables Item 00570,Electronics,Cables,PLT,35.06,64.04,101.09,SUP-0145,False,2020-10-27
PRD-00571,Footwear Item 00571,Apparel,Footwear,EA,18.61,113.78,183.12,SUP-0188,False,2021-02-27
PRD-00572,Paper Goods Item 00572,Office Supplies,Paper Goods,PLT,39.53,42.94,68.46,SUP-0101,False,2020-05-12
PRD-00573,Outerwear Item 00573,Apparel,Outerwear,PLT,13.51,197.93,375.24,SUP-0128,False,2022-09-10
PRD-00574,Desks Item 00574,Furniture,Desks,PLT,32.72,170.81,343.87,SUP-0089,False,2022-01-06
PRD-00575,Boxes Item 00575,Packaging,Boxes,EA,3.44,189.99,389.96,SUP-0240,False,2021-09-19
PRD-00576,Writing Item 00576,Office Supplies,Writing,CS,38.41,232.11,328.46,SUP-0231,False,2021-06-07
PRD-00577,Cables Item 00577,Electronics,Cables,EA,6.18,82.54,149.08,SUP-0006,False,2022-03-27
PRD-00578,Tape Item 00578,Packaging,Tape,PLT,10.98,104.99,137.96,SUP-0069,False,2020-11-05
PRD-00579,Boxes Item 00579,Packaging,Boxes,EA,26.66,7.0,13.07,SUP-0040,False,2021-01-18
PRD-00580,Accessories Item 00580,Apparel,Accessories,CS,22.58,36.11,48.94,SUP-0180,False,2021-10-08
PRD-00581,Desks Item 00581,Furniture,Desks,EA,33.65,71.4,142.2,SUP-0171,False,2020-06-09
PRD-00582,Tape Item 00582,Packaging,Tape,EA,21.82,181.29,279.85,SUP-0033,False,2021-05-06
PRD-00583,Tape Item 00583,Packaging,Tape,CS,16.58,120.03,206.83,SUP-0155,False,2020-04-28
PRD-00584,Seals Item 00584,Industrial Parts,Seals,PLT,31.81,11.91,18.52,SUP-0089,False,2022-10-20
PRD-00585,Tape Item 00585,Packaging,Tape,EA,20.36,152.82,299.39,SUP-0239,False,2022-02-12
PRD-00586,Paper Goods Item 00586,Office Supplies,Paper Goods,EA,11.14,107.16,174.68,SUP-0211,False,2021-08-09
PRD-00587,Paper Goods Item 00587,Office Supplies,Paper Goods,EA,28.26,201.46,276.66,SUP-0109,False,2023-04-30
PRD-00588,Displays Item 00588,Electronics,Displays,PLT,37.97,87.24,138.86,SUP-0070,False,2022-04-25
PRD-00589,Adapters Item 00589,Electronics,Adapters,EA,8.19,117.83,165.01,SUP-0093,False,2022-05-22
PRD-00590,Desks Item 00590,Furniture,Desks,CS,38.12,2.48,3.27,SUP-0204,False,2021-09-19
PRD-00591,Void Fill Item 00591,Packaging,Void Fill,PLT,38.98,178.8,238.77,SUP-0116,False,2020-05-09
PRD-00592,Storage Units Item 00592,Furniture,Storage Units,PLT,5.74,65.18,123.65,SUP-0121,False,2022-02-12
PRD-00593,Storage Units Item 00593,Furniture,Storage Units,PLT,16.03,155.78,221.23,SUP-0078,False,2021-10-05
PRD-00594,Displays Item 00594,Electronics,Displays,PLT,21.24,176.81,289.43,SUP-0126,False,2022-09-29
PRD-00595,Seals Item 00595,Industrial Parts,Seals,PLT,20.48,137.66,237.75,SUP-0205,False,2021-03-01
PRD-00596,Bearings Item 00596,Industrial Parts,Bearings,CS,20.77,77.62,138.97,SUP-0097,False,2022-09-17
PRD-00597,Fasteners Item 00597,Industrial Parts,Fasteners,EA,36.92,216.98,322.57,SUP-0087,False,2021-01-08
PRD-00598,Void Fill Item 00598,Packaging,Void Fill,PLT,36.4,36.44,64.8,SUP-0197,False,2022-05-29
PRD-00599,Outerwear Item 00599,Apparel,Outerwear,EA,13.74,125.28,236.05,SUP-0066,False,2023-04-12
PRD-00600,Adapters Item 00600,Electronics,Adapters,EA,7.68,48.04,88.75,SUP-0208,False,2020-09-23
PRD-00601,Paper Goods Item 00601,Office Supplies,Paper Goods,PLT,11.85,24.6,41.4,SUP-0219,False,2022-08-05
PRD-00602,Storage Units Item 00602,Furniture,Storage Units,PLT,23.75,19.1,41.83,SUP-0034,False,2023-11-21
PRD-00603,Adapters Item 00603,Electronics,Adapters,CS,27.81,80.25,124.1,SUP-0033,False,2021-05-18
PRD-00604,Adapters Item 00604,Electronics,Adapters,CS,17.31,41.23,58.92,SUP-0157,False,2023-12-01
PRD-00605,Desks Item 00605,Furniture,Desks,CS,8.13,50.85,68.61,SUP-0020,False,2022-10-27
PRD-00606,Seals Item 00606,Industrial Parts,Seals,CS,17.67,23.66,43.14,SUP-0053,False,2020-12-17
PRD-00607,Paper Goods Item 00607,Office Supplies,Paper Goods,EA,39.62,56.59,124.31,SUP-0117,False,2022-03-25
PRD-00608,Seals Item 00608,Industrial Parts,Seals,EA,9.55,82.25,107.97,SUP-0167,False,2020-05-22
PRD-00609,Footwear Item 00609,Apparel,Footwear,CS,14.32,46.73,96.58,SUP-0179,False,2021-03-28
PRD-00610,Tape Item 00610,Packaging,Tape,EA,6.14,124.83,180.43,SUP-0061,False,2022-07-07
PRD-00611,Seating Item 00611,Furniture,Seating,CS,22.63,232.58,417.12,SUP-0011,False,2023-05-03
PRD-00612,Seals Item 00612,Industrial Parts,Seals,EA,8.91,180.87,266.61,SUP-0104,False,2021-04-17
PRD-00613,Accessories Item 00613,Apparel,Accessories,CS,26.53,236.83,410.2,SUP-0163,False,2021-08-07
PRD-00614,Boxes Item 00614,Packaging,Boxes,CS,21.87,160.81,227.0,SUP-0016,False,2021-08-12
PRD-00615,Accessories Item 00615,Apparel,Accessories,EA,17.72,95.95,189.8,SUP-0205,False,2022-10-05
PRD-00616,Storage Units Item 00616,Furniture,Storage Units,CS,9.7,66.43,102.21,SUP-0084,False,2021-07-04
PRD-00617,Seals Item 00617,Industrial Parts,Seals,EA,17.97,167.92,343.46,SUP-0137,False,2020-10-04
PRD-00618,Paper Goods Item 00618,Office Supplies,Paper Goods,PLT,32.01,99.99,216.99,SUP-0185,False,2022-11-21
PRD-00619,Bearings Item 00619,Industrial Parts,Bearings,EA,11.29,31.46,60.58,SUP-0197,False,2023-08-16
PRD-00620,Storage Item 00620,Office Supplies,Storage,CS,16.82,162.49,236.8,SUP-0025,False,2020-02-13
PRD-00621,Bearings Item 00621,Industrial Parts,Bearings,EA,18.06,144.35,235.65,SUP-0039,False,2021-03-16
PRD-00622,Outerwear Item 00622,Apparel,Outerwear,EA,36.93,135.96,242.74,SUP-0006,False,2022-07-14
PRD-00623,Outerwear Item 00623,Apparel,Outerwear,PLT,33.45,27.04,39.69,SUP-0191,False,2020-10-27
PRD-00624,Paper Goods Item 00624,Office Supplies,Paper Goods,CS,27.49,156.21,330.33,SUP-0110,False,2021-03-18
PRD-00625,Bearings Item 00625,Industrial Parts,Bearings,EA,3.86,77.85,151.09,SUP-0226,False,2022-06-03
PRD-00626,Desks Item 00626,Furniture,Desks,CS,33.12,81.76,163.01,SUP-0152,False,2022-01-20
PRD-00627,Paper Goods Item 00627,Office Supplies,Paper Goods,CS,12.75,148.2,257.16,SUP-0216,False,2022-04-02
PRD-00628,Footwear Item 00628,Apparel,Footwear,PLT,39.86,97.54,140.2,SUP-0011,False,2022-02-17
PRD-00629,Void Fill Item 00629,Packaging,Void Fill,CS,25.09,227.34,383.0,SUP-0183,False,2020-08-02
PRD-00630,Tape Item 00630,Packaging,Tape,EA,34.25,126.76,245.7,SUP-0043,False,2023-04-08
PRD-00631,Adapters Item 00631,Electronics,Adapters,EA,19.0,10.3,15.76,SUP-0096,True,2020-05-28
PRD-00632,Accessories Item 00632,Apparel,Accessories,CS,10.04,105.09,187.49,SUP-0083,False,2021-10-19
PRD-00633,Footwear Item 00633,Apparel,Footwear,CS,2.89,3.57,6.09,SUP-0227,False,2022-09-24
PRD-00634,Tape Item 00634,Packaging,Tape,EA,15.88,215.28,403.62,SUP-0009,True,2021-01-08
PRD-00635,Desks Item 00635,Furniture,Desks,CS,38.48,135.05,261.48,SUP-0115,False,2021-01-14
PRD-00636,Storage Item 00636,Office Supplies,Storage,PLT,24.49,139.78,305.74,SUP-0233,False,2022-09-07
PRD-00637,Storage Item 00637,Office Supplies,Storage,PLT,19.4,33.59,71.44,SUP-0175,False,2022-09-05
PRD-00638,Displays Item 00638,Electronics,Displays,EA,19.76,19.26,26.44,SUP-0103,False,2022-12-21
PRD-00639,Void Fill Item 00639,Packaging,Void Fill,PLT,4.74,71.39,149.64,SUP-0130,False,2023-09-04
PRD-00640,Displays Item 00640,Electronics,Displays,EA,4.28,201.95,374.21,SUP-0008,False,2023-01-24
PRD-00641,Paper Goods Item 00641,Office Supplies,Paper Goods,CS,8.14,17.28,33.34,SUP-0112,False,2020-04-09
PRD-00642,Fasteners Item 00642,Industrial Parts,Fasteners,EA,7.46,142.75,272.81,SUP-0085,False,2020-04-16
PRD-00643,Storage Item 00643,Office Supplies,Storage,EA,13.41,47.07,67.66,SUP-0004,False,2022-04-29
PRD-00644,Storage Units Item 00644,Furniture,Storage Units,CS,22.29,45.76,70.02,SUP-0186,True,2024-01-04
PRD-00645,Seals Item 00645,Industrial Parts,Seals,PLT,6.92,193.7,318.81,SUP-0017,False,2021-11-23
PRD-00646,Tape Item 00646,Packaging,Tape,CS,33.13,196.19,339.15,SUP-0115,False,2022-02-02
PRD-00647,Fasteners Item 00647,Industrial Parts,Fasteners,EA,7.87,213.91,432.14,SUP-0006,False,2021-02-24
PRD-00648,Cables Item 00648,Electronics,Cables,EA,33.85,133.63,182.22,SUP-0210,False,2020-02-15
PRD-00649,Void Fill Item 00649,Packaging,Void Fill,CS,35.51,71.19,110.69,SUP-0239,False,2023-10-25
PRD-00650,Accessories Item 00650,Apparel,Accessories,CS,32.63,106.88,215.23,SUP-0007,False,2023-02-09
PRD-00651,Bearings Item 00651,Industrial Parts,Bearings,PLT,8.5,202.12,270.41,SUP-0215,False,2023-11-10
PRD-00652,Storage Units Item 00652,Furniture,Storage Units,EA,0.34,175.6,284.44,SUP-0032,False,2022-07-12
PRD-00653,Displays Item 00653,Electronics,Displays,PLT,8.69,40.76,89.46,SUP-0227,False,2020-10-22
PRD-00654,Cables Item 00654,Electronics,Cables,EA,23.62,20.58,41.75,SUP-0103,False,2021-08-27
PRD-00655,Writing Item 00655,Office Supplies,Writing,EA,18.9,134.19,260.66,SUP-0172,False,2021-04-21
PRD-00656,Seals Item 00656,Industrial Parts,Seals,EA,22.16,33.16,53.38,SUP-0193,False,2023-11-10
PRD-00657,Adapters Item 00657,Electronics,Adapters,EA,32.8,199.91,260.43,SUP-0065,False,2021-10-27
PRD-00658,Storage Units Item 00658,Furniture,Storage Units,PLT,15.91,213.7,436.34,SUP-0226,False,2022-04-06
PRD-00659,Outerwear Item 00659,Apparel,Outerwear,PLT,2.4,51.98,102.26,SUP-0138,False,2020-12-11
PRD-00660,Storage Units Item 00660,Furniture,Storage Units,EA,2.75,235.05,405.85,SUP-0007,False,2023-06-14
PRD-00661,Paper Goods Item 00661,Office Supplies,Paper Goods,PLT,32.47,8.19,11.59,SUP-0128,False,2022-10-20
PRD-00662,Boxes Item 00662,Packaging,Boxes,EA,37.99,183.09,364.24,SUP-0114,False,2023-08-08
PRD-00663,Seals Item 00663,Industrial Parts,Seals,PLT,26.26,47.36,63.78,SUP-0018,False,2020-12-25
PRD-00664,Accessories Item 00664,Apparel,Accessories,PLT,19.47,79.84,157.09,SUP-0177,False,2020-12-30
PRD-00665,Desks Item 00665,Furniture,Desks,PLT,4.77,244.74,422.86,SUP-0186,False,2021-10-20
PRD-00666,Displays Item 00666,Electronics,Displays,CS,4.8,72.43,127.54,SUP-0021,False,2020-09-05
PRD-00667,Paper Goods Item 00667,Office Supplies,Paper Goods,PLT,35.86,181.45,240.17,SUP-0049,False,2023-03-10
PRD-00668,Paper Goods Item 00668,Office Supplies,Paper Goods,EA,33.69,118.96,252.64,SUP-0126,False,2021-03-30
PRD-00669,Accessories Item 00669,Apparel,Accessories,CS,30.42,146.34,258.59,SUP-0051,False,2020-03-14
PRD-00670,Bearings Item 00670,Industrial Parts,Bearings,CS,30.27,46.72,67.34,SUP-0212,False,2023-03-13
PRD-00671,Accessories Item 00671,Apparel,Accessories,CS,18.76,6.82,12.52,SUP-0069,False,2021-12-13
PRD-00672,Bearings Item 00672,Industrial Parts,Bearings,PLT,14.88,42.53,57.29,SUP-0178,False,2023-01-18
PRD-00673,Boxes Item 00673,Packaging,Boxes,PLT,0.61,194.26,252.93,SUP-0134,False,2021-03-07
PRD-00674,Writing Item 00674,Office Supplies,Writing,EA,9.18,154.17,282.59,SUP-0064,False,2021-07-22
PRD-00675,Boxes Item 00675,Packaging,Boxes,EA,12.36,60.74,128.27,SUP-0008,False,2020-05-30
PRD-00676,Seals Item 00676,Industrial Parts,Seals,CS,33.16,142.71,215.87,SUP-0078,False,2021-03-20
PRD-00677,Fasteners Item 00677,Industrial Parts,Fasteners,EA,36.48,80.04,111.95,SUP-0219,False,2022-10-23
PRD-00678,Bearings Item 00678,Industrial Parts,Bearings,CS,0.86,139.57,287.24,SUP-0142,False,2023-12-31
PRD-00679,Desks Item 00679,Furniture,Desks,EA,6.0,132.94,242.7,SUP-0084,True,2022-11-22
PRD-00680,Accessories Item 00680,Apparel,Accessories,CS,13.12,104.86,227.8,SUP-0166,False,2020-09-19
PRD-00681,Boxes Item 00681,Packaging,Boxes,PLT,9.46,165.31,349.64,SUP-0247,False,2020-01-29
PRD-00682,Boxes Item 00682,Packaging,Boxes,EA,26.2,124.92,222.69,SUP-0224,False,2020-12-22
PRD-00683,Seals Item 00683,Industrial Parts,Seals,PLT,31.63,115.88,175.83,SUP-0159,False,2022-07-13
PRD-00684,Paper Goods Item 00684,Office Supplies,Paper Goods,PLT,11.57,29.8,53.05,SUP-0249,False,2022-02-26
PRD-00685,Storage Item 00685,Office Supplies,Storage,EA,14.34,28.59,49.49,SUP-0068,False,2020-11-24
PRD-00686,Seating Item 00686,Furniture,Seating,PLT,18.23,6.68,12.4,SUP-0197,False,2021-11-21
PRD-00687,Bearings Item 00687,Industrial Parts,Bearings,PLT,30.26,104.09,165.43,SUP-0047,False,2023-03-13
PRD-00688,Void Fill Item 00688,Packaging,Void Fill,PLT,4.61,32.26,50.66,SUP-0161,False,2021-10-08
PRD-00689,Void Fill Item 00689,Packaging,Void Fill,PLT,16.58,62.83,125.41,SUP-0022,False,2021-09-08
PRD-00690,Outerwear Item 00690,Apparel,Outerwear,CS,27.27,181.6,274.38,SUP-0248,False,2022-04-06
PRD-00691,Boxes Item 00691,Packaging,Boxes,PLT,20.15,164.19,226.75,SUP-0120,False,2021-09-20
PRD-00692,Storage Units Item 00692,Furniture,Storage Units,EA,1.99,92.79,123.1,SUP-0104,False,2024-01-24
PRD-00693,Adapters Item 00693,Electronics,Adapters,PLT,10.13,70.17,137.05,SUP-0245,False,2020-11-24
PRD-00694,Adapters Item 00694,Electronics,Adapters,PLT,27.05,2.4,3.66,SUP-0039,False,2023-01-24
PRD-00695,Void Fill Item 00695,Packaging,Void Fill,CS,39.61,8.07,12.25,SUP-0176,False,2023-08-07
PRD-00696,Outerwear Item 00696,Apparel,Outerwear,EA,30.21,165.82,221.11,SUP-0158,False,2022-04-10
PRD-00697,Boxes Item 00697,Packaging,Boxes,PLT,14.6,219.33,452.65,SUP-0041,False,2021-04-06
PRD-00698,Accessories Item 00698,Apparel,Accessories,EA,3.06,123.33,235.57,SUP-0166,False,2023-03-31
PRD-00699,Accessories Item 00699,Apparel,Accessories,CS,20.26,168.66,357.81,SUP-0192,False,2020-10-03
PRD-00700,Storage Units Item 00700,Furniture,Storage Units,EA,29.21,125.19,185.59,SUP-0101,False,2020-11-13
PRD-00701,Desks Item 00701,Furniture,Desks,PLT,15.93,47.09,87.62,SUP-0083,False,2022-08-23
PRD-00702,Desks Item 00702,Furniture,Desks,CS,12.91,175.58,363.7,SUP-0223,False,2020-11-22
PRD-00703,Displays Item 00703,Electronics,Displays,CS,27.02,216.31,372.12,SUP-0076,False,2022-04-07
PRD-00704,Writing Item 00704,Office Supplies,Writing,EA,17.89,138.23,243.42,SUP-0071,False,2020-11-19
PRD-00705,Footwear Item 00705,Apparel,Footwear,CS,24.93,225.1,464.72,SUP-0028,False,2021-12-16
PRD-00706,Paper Goods Item 00706,Office Supplies,Paper Goods,EA,17.92,69.69,111.04,SUP-0133,False,2021-02-10
