warehouse_id,shipment_id,carrier_id,transaction_type,event_date,tracking_number,freight_cost,carrier_service_level,created_at
WH-09,1019,CAR-02,Shipment,2024-06-29,TRK000019345,191.22,Express,2024-06-29
WH-04,1042,CAR-14,Shipment,2024-06-28,TRK000019346,195.9,Express,2024-06-28
WH-04,1043,CAR-05,Shipment,2024-07-14,TRK000019347,109.55,Ground,2024-07-14
WH-04,1044,CAR-10,Shipment,2024-06-29,TRK000019348,95.42,Express,2024-06-29
WH-10,1030,CAR-08,Shipment,2023-11-01,TRK000019349,21.96,Ground,2023-11-01
WH-10,1031,CAR-07,Return,2023-11-05,TRK000019350,3.1,Express,2023-11-05
WH-10,1032,CAR-18,Backorder,2023-10-31,,0.0,,2023-11-05
WH-10,1033,CAR-09,Shipment,2024-03-24,TRK000019352,156.12,Freight,2024-03-24
WH-10,1034,CAR-18,Shipment,2024-03-24,TRK000019353,180.32,Ground,2024-03-24
WH-10,1035,CAR-11,Shipment,2024-03-23,TRK000019354,90.46,Express,2024-03-23
WH-03,1023,CAR-10,Shipment,2024-03-20,TRK000019355,92.58,Ground,2024-03-20
WH-01,1087,CAR-03,Shipment,2024-04-10,TRK000019356,110.73,Express,2024-04-10
WH-01,1088,CAR-03,Shipment,2024-04-10,TRK000019357,160.26,Express,2024-04-10
WH-14,1086,CAR-10,Shipment,2024-04-24,TRK000019358,70.69,Ground,2024-04-24
WH-04,1045,CAR-09,Shipment,2024-07-02,TRK000019359,185.15,Express,2024-07-02
WH-04,1046,CAR-15,Return,2024-05-03,TRK000019360,8.06,Express,2024-05-03
WH-04,1047,CAR-03,Backorder,2024-07-07,,0.0,,2024-07-07
WH-09,1020,CAR-05,Shipment,2024-05-16,TRK000019362,182.73,Express,2024-05-16
WH-09,1021,CAR-08,Backorder,2024-05-23,,0.0,,2024-05-23
WH-01,1089,CAR-06,Shipment,2024-03-04,TRK000019364,116.04,Express,2024-03-04
WH-01,1090,CAR-20,Shipment,2024-02-28,TRK000019365,23.33,Freight,2024-02-28
WH-09,1022,CAR-16,Shipment,2023-11-14,TRK000019366,78.67,Freight,2023-11-14
WH-12,1107,CAR-11,Shipment,2024-01-20,TRK000019367,170.89,Freight,2024-01-20
WH-12,1108,CAR-02,Return,2024-01-30,TRK000019368,25.74,Ground,2024-01-30
WH-12,1109,CAR-17,Shipment,2023-12-01,TRK000019369,123.59,Ground,2023-12-01
WH-12,1110,CAR-18,Backorder,2023-12-02,,0.0,,2023-12-02
WH-12,1111,CAR-20,Shipment,2023-11-28,TRK000019371,212.53,Ground,2023-11-28
WH-07,981,CAR-15,Shipment,2024-07-08,TRK000019372,161.31,Express,2024-07-08
WH-07,982,CAR-04,Shipment,2024-07-07,TRK000019373,177.33,Express,2024-07-07
WH-06,1049,CAR-08,Shipment,2023-11-26,TRK000019374,97.37,Ground,2023-11-26
WH-06,1050,CAR-11,Shipment,2023-12-09,TRK000019375,60.45,Express,2023-12-09
WH-06,1051,CAR-02,Shipment,2023-11-26,TRK000019376,27.15,Ground,2023-11-26
WH-14,1087,CAR-02,Shipment,2023-12-14,TRK000019377,71.44,Ground,2023-12-14
WH-13,1006,CAR-04,Backorder,2024-03-05,,0.0,,2024-03-05
WH-13,1007,CAR-15,Shipment,2024-03-05,TRK000019379,204.06,Express,2024-03-05
WH-13,1008,CAR-15,Shipment,2024-03-07,TRK000019380,158.81,Express,2024-03-07
WH-13,1009,CAR-09,Backorder,2024-03-16,,0.0,,2024-03-16
WH-07,983,CAR-05,Shipment,2023-11-14,TRK000019382,47.19,Ground,2023-11-14
WH-10,1036,CAR-03,Shipment,2023-11-11,TRK000019383,186.31,Ground,2023-11-11
WH-13,1010,CAR-10,Shipment,2023-10-24,TRK000019384,84.07,Ground,2023-10-24
WH-13,1011,CAR-14,Shipment,2023-11-05,TRK000019385,206.81,Freight,2023-11-05
WH-13,1012,CAR-02,Shipment,2023-10-23,TRK000019386,200.12,Express,2023-10-23
WH-13,1013,CAR-02,Shipment,2023-10-19,TRK000019387,149.19,Freight,2023-10-19
WH-18,1079,CAR-13,Shipment,2024-06-05,TRK000019388,97.86,Ground,2024-06-05
WH-12,1112,CAR-12,Shipment,2024-06-28,TRK000019389,186.77,Express,2024-06-28
WH-12,1113,CAR-19,Shipment,2024-06-28,TRK000019390,86.57,Express,2024-06-28
WH-12,1114,CAR-09,Shipment,2024-07-09,TRK000019391,40.39,Ground,2024-07-09
WH-09,1023,CAR-19,Shipment,2024-06-02,TRK000019392,196.02,Ground,2024-06-02
WH-17,1125,CAR-11,Shipment,2024-05-21,TRK000019393,87.88,Freight,2024-05-21
WH-17,1126,CAR-02,Shipment,2024-05-19,TRK000019394,101.38,Freight,2024-05-19
WH-13,1014,CAR-11,Shipment,2024-02-16,TRK000019395,113.51,Ground,2024-02-16
WH-17,1127,CAR-05,Shipment,2024-04-14,TRK000019396,28.34,Express,2024-04-14
WH-17,1128,CAR-04,Return,2024-04-20,TRK000019397,0.64,Express,2024-04-20
WH-15,990,CAR-03,Shipment,2024-02-27,TRK000019398,80.2,Freight,2024-02-27
WH-15,991,CAR-17,Shipment,2024-03-13,TRK000019399,148.89,Freight,2024-03-13
WH-04,1048,CAR-07,Shipment,2024-05-12,TRK000019400,90.78,Express,2024-05-12
WH-02,1211,CAR-10,Shipment,2024-07-05,TRK000019401,68.03,Express,2024-07-05
WH-02,1212,CAR-14,Shipment,2024-07-14,TRK000019402,71.33,Ground,2024-07-14
WH-02,1213,CAR-16,Return,2024-07-26,TRK000019403,10.5,Ground,2024-07-26
WH-11,1101,CAR-15,Shipment,2024-01-13,TRK000019404,184.77,Freight,2024-01-13
WH-11,1102,CAR-14,Shipment,2024-02-07,TRK000019405,133.61,Freight,2024-02-07
WH-11,1103,CAR-17,Return,2024-02-19,TRK000019406,7.22,Ground,2024-02-19
WH-03,1024,CAR-19,Shipment,2024-06-20,TRK000019407,148.02,Ground,2024-06-20
WH-03,1025,CAR-19,Shipment,2024-06-22,TRK000019408,68.18,Ground,2024-06-22
WH-03,1026,CAR-06,Backorder,2024-06-27,,0.0,,2024-06-27
WH-06,1052,CAR-17,Shipment,2023-12-18,TRK000019410,138.46,Express,2023-12-18
WH-17,1129,CAR-05,Shipment,2024-04-23,TRK000019411,13.75,Ground,2024-04-23
WH-17,1130,CAR-16,Shipment,2024-05-11,TRK000019412,39.9,Freight,2024-05-11
WH-17,1131,CAR-01,Shipment,2024-04-25,TRK000019413,54.49,Freight,2024-04-25
WH-17,1132,CAR-14,Backorder,2024-05-03,,0.0,,2024-05-03
WH-17,1133,CAR-06,Shipment,2024-04-26,TRK000019415,71.0,Express,2024-04-26
WH-17,1134,CAR-06,Shipment,2024-05-05,TRK000019416,11.01,Freight,2024-05-05
WH-07,984,CAR-20,Shipment,2024-06-27,TRK000019417,12.86,Ground,2024-06-27
WH-11,1104,CAR-05,Shipment,2024-05-07,TRK000019418,105.25,Express,2024-05-07
WH-01,1091,CAR-14,Shipment,2024-03-14,TRK000019419,53.45,Express,2024-03-14
WH-03,1027,CAR-02,Shipment,2024-05-29,TRK000019420,76.63,Freight,2024-05-29
WH-03,1028,CAR-16,Backorder,2024-06-08,,0.0,,2024-06-08
WH-03,1029,CAR-03,Shipment,2024-05-26,TRK000019422,135.73,Ground,2024-05-26
WH-03,1030,CAR-20,Shipment,2024-05-27,TRK000019423,180.97,Freight,2024-05-27
WH-15,992,CAR-03,Shipment,2023-11-13,TRK000019424,132.6,Express,2023-11-13
WH-06,1053,CAR-15,Shipment,2024-01-22,TRK000019425,33.28,Freight,2024-01-22
WH-06,1054,CAR-08,Return,2024-02-08,TRK000019426,36.0,Freight,2024-02-08
WH-03,1031,CAR-01,Shipment,2023-11-12,TRK000019427,180.3,Express,2023-11-12
WH-03,1032,CAR-12,Shipment,2023-11-11,TRK000019428,80.9,Ground,2023-11-11
WH-14,1088,CAR-08,Shipment,2024-01-13,TRK000019429,158.44,Ground,2024-01-13
WH-14,1089,CAR-01,Return,2024-01-16,TRK000019430,3.51,Ground,2024-01-16
WH-02,1214,CAR-14,Shipment,2024-01-30,TRK000019431,160.86,Express,2024-01-30
WH-10,1037,CAR-10,Shipment,2024-04-26,TRK000019432,9.31,Freight,2024-04-26
WH-10,1038,CAR-19,Shipment,2024-04-26,TRK000019433,149.45,Ground,2024-04-26
WH-10,1039,CAR-10,Return,2024-05-09,TRK000019434,27.88,Express,2024-05-09
WH-07,985,CAR-05,Shipment,2024-06-21,TRK000019435,32.72,Freight,2024-06-21
WH-14,1090,CAR-12,Shipment,2024-03-17,TRK000019436,146.88,Ground,2024-03-17
WH-14,1091,CAR-01,Shipment,2024-03-28,TRK000019437,214.78,Express,2024-03-28
WH-14,1092,CAR-17,Shipment,2024-03-13,TRK000019438,36.14,Freight,2024-03-13
WH-07,986,CAR-16,Shipment,2024-01-17,TRK000019439,97.32,Ground,2024-01-17
WH-07,987,CAR-18,Backorder,2024-01-19,,0.0,,2024-01-19
WH-10,1040,CAR-20,Shipment,2024-03-19,TRK000019441,116.64,Ground,2024-03-19
WH-10,1041,CAR-11,Shipment,2024-03-31,TRK000019442,46.39,Ground,2024-03-31
WH-10,1042,CAR-02,Shipment,2024-03-22,TRK000019443,137.3,Ground,2024-03-22
WH-10,1043,CAR-17,Shipment,2024-04-04,TRK000019444,93.0,Freight,2024-04-04
WH-17,1135,CAR-10,Shipment,2024-01-27,TRK000019445,41.8,Ground,2024-01-27
WH-17,1136,CAR-05,Shipment,2024-01-28,TRK000019446,209.46,Ground,2024-01-28
WH-17,1137,CAR-02,Shipment,2024-02-11,TRK000019447,151.59,Express,2024-02-11
WH-09,1024,CAR-15,Shipment,2023-12-22,TRK000019448,68.88,Express,2023-12-22
WH-09,1025,CAR-13,Shipment,2024-01-03,TRK000019449,31.65,Ground,2024-01-03
WH-09,1026,CAR-10,Return,2024-01-11,TRK000019450,2.18,Freight,2024-01-11
WH-09,1027,CAR-16,Shipment,2023-12-28,TRK000019451,24.43,Ground,2023-12-28
WH-09,1028,CAR-11,Backorder,2024-01-06,,0.0,,2024-01-06
WH-09,1029,CAR-12,Shipment,2023-12-27,TRK000019453,204.89,Ground,2023-12-27
WH-09,1030,CAR-03,Return,2024-01-02,TRK000019454,11.05,Freight,2024-01-02
WH-12,1115,CAR-15,Shipment,2024-06-14,TRK000019455,138.92,Express,2024-06-14
WH-12,1116,CAR-04,Shipment,2024-06-16,TRK000019456,110.58,Express,2024-06-16
WH-06,1055,CAR-09,Shipment,2024-03-22,TRK000019457,136.39,Ground,2024-03-22
WH-07,988,CAR-11,Shipment,2024-05-20,TRK000019458,106.21,Ground,2024-05-20
WH-08,1117,CAR-02,Shipment,2024-03-25,TRK000019459,96.87,Ground,2024-03-25
WH-09,1031,CAR-11,Shipment,2024-01-26,TRK000019460,91.08,Ground,2024-01-26
WH-09,1032,CAR-03,Backorder,2024-01-24,,0.0,,2024-01-28
WH-14,1093,CAR-18,Shipment,2024-06-03,TRK000019462,187.84,Freight,2024-06-03
WH-14,1094,CAR-06,Shipment,2024-06-14,TRK000019463,108.46,Express,2024-06-14
WH-01,1092,CAR-18,Shipment,2023-12-20,TRK000019464,150.97,Ground,2023-12-20
WH-01,1093,CAR-04,Backorder,2023-12-22,,0.0,,2023-12-22
WH-01,1094,CAR-01,Shipment,2023-12-19,TRK000019466,44.05,Freight,2023-12-19
WH-01,1095,CAR-19,Backorder,2023-12-31,,0.0,,2023-12-31
WH-16,1130,CAR-17,Shipment,2024-03-18,TRK000019468,216.69,Ground,2024-03-18
WH-16,1131,CAR-20,Shipment,2024-03-27,TRK000019469,71.57,Freight,2024-03-27
WH-16,1132,CAR-14,Return,2024-04-18,TRK000019470,22.85,Express,2024-04-18
WH-16,1133,CAR-20,Backorder,2024-03-30,,0.0,,2024-03-30
WH-09,1033,CAR-02,Shipment,2024-05-03,TRK000019472,131.98,Express,2024-05-03
WH-09,1034,CAR-03,Shipment,2024-05-05,TRK000019473,128.73,Ground,2024-05-05
WH-09,1035,CAR-06,Shipment,2024-05-14,TRK000019474,109.19,Ground,2024-05-14
WH-08,1118,CAR-10,Shipment,2024-05-17,TRK000019475,165.08,Ground,2024-05-17
WH-08,1119,CAR-20,Return,2024-05-27,TRK000019476,3.53,Freight,2024-05-27
WH-09,1036,CAR-03,Shipment,2023-11-08,TRK000019477,151.46,Freight,2023-11-08
WH-03,1033,CAR-13,Shipment,2023-11-05,TRK000019478,49.17,Express,2023-11-05
WH-01,1096,CAR-08,Shipment,2023-10-30,TRK000019479,178.11,Ground,2023-10-30
WH-01,1097,CAR-04,Shipment,2023-11-15,TRK000019480,165.35,Ground,2023-11-15
WH-17,1138,CAR-08,Shipment,2023-11-16,TRK000019481,51.84,Freight,2023-11-16
WH-17,1139,CAR-02,Shipment,2023-11-29,TRK000019482,49.89,Ground,2023-11-29
WH-05,1179,CAR-05,Shipment,2023-12-15,TRK000019483,59.8,Ground,2023-12-15
WH-05,1180,CAR-16,Shipment,2023-12-17,TRK000019484,9.04,Ground,2023-12-17
WH-05,1181,CAR-18,Backorder,2023-12-22,,0.0,,2023-12-22
WH-05,1182,CAR-09,Shipment,2023-12-19,TRK000019486,158.16,Ground,2023-12-19
WH-05,1183,CAR-18,Shipment,2024-01-05,TRK000019487,78.77,Ground,2024-01-05
WH-15,993,CAR-14,Shipment,2024-04-02,TRK000019488,203.58,Ground,2024-04-02
WH-15,994,CAR-11,Shipment,2024-04-04,TRK000019489,9.85,Ground,2024-04-04
WH-15,995,CAR-09,Shipment,2023-11-25,TRK000019490,81.15,Freight,2023-11-25
WH-02,1215,CAR-06,Shipment,2024-01-27,TRK000019491,41.26,Ground,2024-01-27
WH-02,1216,CAR-15,Shipment,2024-01-30,TRK000019492,178.67,Ground,2024-01-30
WH-14,1095,CAR-04,Shipment,2024-01-25,TRK000019493,191.74,Freight,2024-01-25
WH-14,1096,CAR-02,Shipment,2024-02-04,TRK000019494,28.12,Freight,2024-02-04
WH-14,1097,CAR-02,Shipment,2024-01-22,TRK000019495,19.24,Express,2024-01-22
WH-15,996,CAR-19,Shipment,2023-10-29,TRK000019496,65.6,Ground,2023-10-29
WH-15,997,CAR-16,Shipment,2023-11-12,TRK000019497,64.01,Express,2023-11-12
WH-14,1098,CAR-03,Shipment,2024-02-22,TRK000019498,176.25,Express,2024-02-22
WH-14,1099,CAR-17,Cancellation,2024-02-25,TRK000019499,11.29,Ground,2024-02-25
WH-14,1100,CAR-06,Shipment,2024-02-25,TRK000019500,163.93,Express,2024-02-25
WH-14,1101,CAR-15,Shipment,2024-02-29,TRK000019501,42.8,Ground,2024-02-29
WH-14,1102,CAR-05,Return,2024-03-05,TRK000019502,17.46,Express,2024-03-05
WH-07,989,CAR-20,Shipment,2024-01-17,TRK000019503,147.39,Express,2024-01-17
WH-11,1105,CAR-18,Shipment,2024-02-24,TRK000019504,122.88,Ground,2024-02-24
WH-10,1044,CAR-04,Shipment,2024-02-22,TRK000019505,17.34,Ground,2024-02-22
WH-10,1045,CAR-04,Cancellation,2024-03-04,TRK000019506,24.04,Ground,2024-03-04
WH-10,1046,CAR-08,Shipment,2024-02-17,TRK000019507,44.65,Freight,2024-02-17
WH-10,1047,CAR-19,Return,2024-03-07,TRK000019508,15.07,Express,2024-03-07
WH-10,1048,CAR-09,Backorder,2024-02-21,,0.0,,2024-02-21
WH-10,1049,CAR-03,Shipment,2024-02-20,TRK000019510,54.66,Express,2024-02-20
WH-08,1120,CAR-18,Shipment,2024-05-31,TRK000019511,183.51,Ground,2024-05-31
WH-08,1121,CAR-10,Shipment,2024-06-17,TRK000019512,133.37,Ground,2024-06-17
WH-08,1122,CAR-07,Shipment,2024-06-05,TRK000019513,139.71,Express,2024-06-05
WH-08,1123,CAR-18,Return,2024-06-22,TRK000019514,18.41,Express,2024-06-22
WH-08,1124,CAR-18,Shipment,2024-05-30,TRK000019515,47.23,Express,2024-05-30
WH-08,1125,CAR-03,Return,2024-06-14,TRK000019516,33.54,Ground,2024-06-14
WH-18,1080,CAR-17,Shipment,2023-11-13,TRK000019517,166.94,Freight,2023-11-13
WH-18,1081,CAR-14,Shipment,2024-03-30,TRK000019518,20.47,Ground,2024-03-30
WH-18,1082,CAR-01,Shipment,2024-03-26,TRK000019519,184.2,Freight,2024-03-26
WH-11,1106,CAR-10,Shipment,2024-06-22,TRK000019520,63.3,Ground,2024-06-22
WH-11,1107,CAR-18,Return,2024-07-07,TRK000019521,39.62,Freight,2024-07-07
WH-11,1108,CAR-18,Backorder,2024-07-01,,0.0,,2024-07-01
WH-05,1184,CAR-08,Shipment,2024-02-29,TRK000019523,31.22,Freight,2024-02-29
WH-05,1185,CAR-12,Shipment,2024-02-29,TRK000019524,99.2,Express,2024-02-29
WH-05,1186,CAR-15,Shipment,2024-03-10,TRK000019525,210.03,Freight,2024-03-10
WH-05,1187,CAR-04,Backorder,2024-03-23,,0.0,,2024-03-23
WH-05,1188,CAR-16,Shipment,2024-03-01,TRK000019527,187.08,Ground,2024-03-01
WH-05,1189,CAR-20,Shipment,2024-03-20,TRK000019528,126.45,Ground,2024-03-20
WH-10,1050,CAR-08,Shipment,2024-06-15,TRK000019529,78.36,Freight,2024-06-15
WH-10,1051,CAR-13,Shipment,2024-06-29,TRK000019530,92.16,Express,2024-06-29
WH-10,1052,CAR-03,Shipment,2024-06-16,TRK000019531,17.94,Express,2024-06-16
WH-10,1053,CAR-01,Backorder,2024-06-21,,0.0,,2024-06-21
WH-10,1054,CAR-12,Shipment,2024-06-14,TRK000019533,20.18,Freight,2024-06-14
WH-10,1055,CAR-19,Return,2024-06-27,TRK000019534,10.76,Freight,2024-06-27
WH-18,1083,CAR-19,Shipment,2024-04-17,TRK000019535,190.99,Express,2024-04-17
WH-18,1084,CAR-18,Shipment,2024-04-28,TRK000019536,105.85,Freight,2024-04-28
WH-18,1085,CAR-09,Shipment,2024-01-19,TRK000019537,194.81,Freight,2024-01-19
WH-16,1134,CAR-08,Shipment,2023-12-13,TRK000019538,13.04,Express,2023-12-13
WH-14,1103,CAR-12,Shipment,2024-02-19,TRK000019539,178.08,Freight,2024-02-19
WH-14,1104,CAR-17,Shipment,2024-03-11,TRK000019540,201.11,Ground,2024-03-11
WH-17,1140,CAR-18,Shipment,2023-10-14,TRK000019541,24.02,Freight,2023-10-14
WH-17,1141,CAR-20,Shipment,2023-10-10,TRK000019542,13.75,Ground,2023-10-10
WH-17,1142,CAR-06,Shipment,2023-10-15,TRK000019543,150.3,Ground,2023-10-15
WH-17,1143,CAR-02,Shipment,2023-10-28,TRK000019544,86.89,Ground,2023-10-28
WH-05,1190,CAR-03,Shipment,2024-06-29,TRK000019545,27.48,Ground,2024-06-29
WH-05,1191,CAR-19,Shipment,2024-07-17,TRK000019546,54.68,Express,2024-07-17
WH-16,1135,CAR-15,Shipment,2023-12-14,TRK000019547,137.83,Freight,2023-12-14
WH-16,1136,CAR-09,Shipment,2023-12-27,TRK000019548,168.36,Ground,2023-12-27
WH-16,1137,CAR-12,Return,2024-01-08,TRK000019549,31.23,Freight,2024-01-08
WH-14,1105,CAR-06,Shipment,2023-10-10,TRK000019550,53.48,Freight,2023-10-10
WH-05,1192,CAR-10,Shipment,2024-02-17,TRK000019551,58.88,Ground,2024-02-17
WH-05,1193,CAR-14,Shipment,2024-02-14,TRK000019552,139.78,Ground,2024-02-14
WH-05,1194,CAR-04,Shipment,2024-02-14,TRK000019553,204.42,Express,2024-02-14
WH-05,1195,CAR-11,Shipment,2024-03-06,TRK000019554,71.02,Ground,2024-03-06
WH-12,1117,CAR-17,Shipment,2023-12-20,TRK000019555,36.4,Express,2023-12-20
WH-12,1118,CAR-20,Shipment,2024-03-07,TRK000019556,200.99,Express,2024-03-07
WH-06,1056,CAR-12,Shipment,2024-06-24,TRK000019557,206.79,Freight,2024-06-24
WH-15,998,CAR-15,Shipment,2024-04-01,TRK000019558,18.57,Freight,2024-04-01
WH-15,999,CAR-16,Shipment,2024-03-30,TRK000019559,167.64,Ground,2024-03-30
WH-15,1000,CAR-20,Shipment,2024-04-01,TRK000019560,25.21,Freight,2024-04-01
WH-13,1015,CAR-11,Shipment,2024-06-04,TRK000019561,210.92,Freight,2024-06-04
WH-13,1016,CAR-12,Shipment,2024-06-13,TRK000019562,58.97,Express,2024-06-13
WH-13,1017,CAR-20,Shipment,2024-06-07,TRK000019563,48.26,Ground,2024-06-07
WH-11,1109,CAR-18,Shipment,2024-06-13,TRK000019564,8.22,Express,2024-06-13
WH-11,1110,CAR-12,Shipment,2024-06-26,TRK000019565,204.2,Freight,2024-06-26
WH-14,1106,CAR-09,Shipment,2024-04-26,TRK000019566,159.62,Freight,2024-04-26
WH-16,1138,CAR-02,Shipment,2024-01-14,TRK000019567,170.88,Express,2024-01-14
WH-16,1139,CAR-20,Shipment,2024-02-07,TRK000019568,76.73,Freight,2024-02-07
WH-08,1126,CAR-16,Shipment,2024-03-27,TRK000019569,208.24,Express,2024-03-27
WH-10,1056,CAR-11,Shipment,2024-02-09,TRK000019570,191.87,Freight,2024-02-09
WH-11,1111,CAR-18,Shipment,2024-03-11,TRK000019571,110.58,Ground,2024-03-11
WH-11,1112,CAR-01,Shipment,2024-04-01,TRK000019572,31.83,Ground,2024-04-01
WH-14,1107,CAR-16,Backorder,2024-01-01,,0.0,,2023-12-28
WH-14,1108,CAR-12,Shipment,2024-01-02,TRK000019574,149.36,Freight,2024-01-02
WH-14,1109,CAR-18,Shipment,2024-01-01,TRK000019575,100.23,Ground,2024-01-01
WH-14,1110,CAR-08,Shipment,2024-01-17,TRK000019576,70.27,Express,2024-01-17
WH-14,1111,CAR-02,Cancellation,2024-01-31,TRK000019577,18.76,Ground,2024-01-31
WH-03,1034,CAR-05,Shipment,2023-12-16,TRK000019578,190.9,Freight,2023-12-16
WH-04,1049,CAR-12,Shipment,2024-06-24,TRK000019579,151.35,Express,2024-06-24
WH-04,1050,CAR-12,Return,2024-06-27,TRK000019580,16.03,Express,2024-06-27
WH-04,1051,CAR-03,Shipment,2024-06-27,TRK000019581,174.96,Ground,2024-06-27
WH-04,1052,CAR-19,Shipment,2024-06-27,TRK000019582,65.11,Express,2024-06-27
WH-03,1035,CAR-10,Shipment,2024-02-12,TRK000019583,208.31,Express,2024-02-12
WH-03,1036,CAR-02,Shipment,2024-03-01,TRK000019584,200.84,Freight,2024-03-01
WH-03,1037,CAR-20,Shipment,2024-02-12,TRK000019585,87.4,Freight,2024-02-12
WH-14,1112,CAR-17,Shipment,2024-01-26,TRK000019586,189.07,Ground,2024-01-26
WH-14,1113,CAR-13,Shipment,2024-02-05,TRK000019587,179.15,Freight,2024-02-05
WH-14,1114,CAR-05,Shipment,2024-01-26,TRK000019588,183.77,Ground,2024-01-26
WH-07,990,CAR-03,Shipment,2024-02-19,TRK000019589,195.89,Freight,2024-02-19
WH-03,1038,CAR-10,Shipment,2024-06-16,TRK000019590,25.43,Ground,2024-06-16
WH-10,1057,CAR-10,Shipment,2024-02-15,TRK000019591,35.27,Freight,2024-02-15
WH-10,1058,CAR-08,Shipment,2024-02-21,TRK000019592,150.4,Express,2024-02-21
WH-18,1086,CAR-02,Shipment,2023-11-17,TRK000019593,124.65,Freight,2023-11-17
WH-18,1087,CAR-01,Shipment,2023-12-08,TRK000019594,202.7,Express,2023-12-08
WH-18,1088,CAR-03,Shipment,2023-11-21,TRK000019595,85.79,Express,2023-11-21
WH-03,1039,CAR-13,Shipment,2024-03-24,TRK000019596,157.72,Ground,2024-03-24
WH-03,1040,CAR-06,Shipment,2023-10-25,TRK000019597,214.48,Ground,2023-10-25
WH-03,1041,CAR-08,Shipment,2024-03-17,TRK000019598,66.18,Freight,2024-03-17
WH-03,1042,CAR-10,Return,2024-04-19,TRK000019599,38.4,Ground,2024-04-19
WH-03,1043,CAR-09,Shipment,2024-03-15,TRK000019600,36.34,Ground,2024-03-15
WH-15,1001,CAR-18,Shipment,2024-02-18,TRK000019601,89.4,Express,2024-02-18
WH-15,1002,CAR-20,Shipment,2024-02-17,TRK000019602,141.09,Ground,2024-02-17
WH-15,1003,CAR-20,Shipment,2024-03-04,TRK000019603,161.27,Freight,2024-03-04
WH-11,1113,CAR-02,Shipment,2024-02-09,TRK000019604,211.64,Express,2024-02-09
WH-04,1053,CAR-05,Shipment,2024-05-18,TRK000019605,27.63,Freight,2024-05-18
WH-04,1054,CAR-14,Shipment,2024-05-12,TRK000019606,206.55,Ground,2024-05-12
WH-04,1055,CAR-15,Shipment,2024-05-15,TRK000019607,36.01,Express,2024-05-15
WH-04,1056,CAR-15,Return,2024-05-09,TRK000019608,31.66,Ground,2024-05-09
WH-08,1127,CAR-10,Shipment,2024-03-01,TRK000019609,127.66,Freight,2024-03-01
WH-10,1059,CAR-10,Shipment,2024-05-26,TRK000019610,122.29,Ground,2024-05-26
WH-10,1060,CAR-07,Shipment,2024-06-15,TRK000019611,166.1,Ground,2024-06-15
WH-10,1061,CAR-13,Shipment,2024-05-23,TRK000019612,148.99,Freight,2024-05-23
WH-12,1119,CAR-04,Shipment,2024-05-09,TRK000019613,217.01,Ground,2024-05-09
WH-18,1089,CAR-08,Shipment,2024-03-09,TRK000019614,173.33,Ground,2024-03-09
WH-06,1057,CAR-04,Shipment,2024-01-01,TRK000019615,183.32,Ground,2024-01-01
WH-06,1058,CAR-03,Shipment,2024-01-01,TRK000019616,207.01,Ground,2024-01-01
WH-06,1059,CAR-08,Cancellation,2024-05-25,TRK000019617,34.29,Ground,2024-05-25
WH-03,1044,CAR-12,Shipment,2024-07-05,TRK000019618,153.67,Freight,2024-07-05
WH-03,1045,CAR-01,Shipment,2024-07-03,TRK000019619,82.55,Express,2024-07-03
WH-03,1046,CAR-06,Cancellation,2024-07-07,TRK000019620,19.82,Ground,2024-07-07
WH-01,1098,CAR-07,Shipment,2024-02-13,TRK000019621,129.1,Express,2024-02-13
WH-16,1140,CAR-09,Shipment,2024-03-11,TRK000019622,11.17,Express,2024-03-11
WH-16,1141,CAR-13,Cancellation,2024-03-24,TRK000019623,12.77,Freight,2024-03-24
WH-16,1142,CAR-09,Shipment,2024-03-07,TRK000019624,59.26,Express,2024-03-07
WH-09,1037,CAR-15,Shipment,2024-03-07,TRK000019625,173.43,Express,2024-03-07
WH-09,1038,CAR-17,Shipment,2024-03-23,TRK000019626,58.61,Freight,2024-03-23
WH-09,1039,CAR-03,Cancellation,2024-03-27,TRK000019627,37.18,Ground,2024-03-27
WH-10,1062,CAR-20,Shipment,2024-01-16,TRK000019628,108.32,Ground,2024-01-16
WH-05,1196,CAR-07,Shipment,2024-02-13,TRK000019629,116.59,Express,2024-02-13
WH-15,1004,CAR-16,Shipment,2024-01-24,TRK000019630,114.24,Freight,2024-01-24
WH-15,1005,CAR-08,Shipment,2024-02-17,TRK000019631,197.81,Freight,2024-02-17
WH-15,1006,CAR-20,Backorder,2024-02-28,,0.0,,2024-02-28
WH-15,1007,CAR-11,Shipment,2024-01-22,TRK000019633,27.35,Freight,2024-01-22
WH-15,1008,CAR-11,Backorder,2024-02-05,,0.0,,2024-02-05
WH-14,1115,CAR-12,Shipment,2024-05-26,TRK000019635,49.56,Express,2024-05-26
WH-14,1116,CAR-09,Shipment,2024-05-29,TRK000019636,86.67,Ground,2024-05-29
WH-13,1018,CAR-19,Shipment,2024-02-27,TRK000019637,137.5,Express,2024-02-27
WH-10,1063,CAR-17,Shipment,2024-03-13,TRK000019638,173.6,Express,2024-03-13
WH-18,1090,CAR-04,Shipment,2023-11-15,TRK000019639,32.05,Express,2023-11-15
WH-18,1091,CAR-07,Backorder,2023-11-17,,0.0,,2023-11-17
WH-18,1092,CAR-10,Shipment,2023-11-20,TRK000019641,79.14,Freight,2023-11-20
WH-12,1120,CAR-17,Shipment,2023-12-10,TRK000019642,35.99,Ground,2023-12-10
