shipment_id,order_id,line_id,warehouse_id,carrier_id,transaction_type,quantity,event_date,tracking_number,freight_cost,carrier_service_level,created_at
SHP-0024354,ORD-011120,2,WH-03,CAR-06,Shipment,157,2023-12-24,TRK000024354,172.43,Freight,2023-12-24
SHP-0024355,ORD-011120,3,WH-03,CAR-18,Shipment,71,2023-12-22,TRK000024355,12.53,Freight,2023-12-22
SHP-0024356,ORD-011120,3,WH-03,CAR-05,Shipment,56,2024-01-03,TRK000024356,95.52,Ground,2024-01-03
SHP-0024357,ORD-011121,1,WH-14,CAR-18,Shipment,475,2024-05-17,TRK000024357,154.57,Ground,2024-05-17
SHP-0024358,ORD-011122,1,WH-07,CAR-01,Shipment,114,2024-05-16,TRK000024358,209.5,Freight,2024-05-16
SHP-0024359,ORD-011122,1,WH-07,CAR-14,Shipment,103,2024-05-28,TRK000024359,35.77,Freight,2024-05-28
SHP-0024360,ORD-011122,1,WH-07,CAR-07,Return,-112,2024-06-03,TRK000024360,21.59,Express,2024-06-03
SHP-0024361,ORD-011124,1,WH-06,CAR-09,Shipment,205,2023-11-16,TRK000024361,111.28,Freight,2023-11-16
SHP-0024362,ORD-011124,1,WH-06,CAR-15,Shipment,144,2023-12-01,TRK000024362,92.34,Freight,2023-12-01
SHP-0024363,ORD-011125,1,WH-13,CAR-16,Shipment,360,2024-05-12,TRK000024363,29.55,Ground,2024-05-12
SHP-0024364,ORD-011126,1,WH-11,CAR-03,Shipment,222,2024-04-06,TRK000024364,13.51,Express,2024-04-06
SHP-0024365,ORD-011127,1,WH-09,CAR-20,Shipment,294,2023-11-06,TRK000024365,94.63,Express,2023-11-06
SHP-0024366,ORD-011128,1,WH-09,CAR-20,Shipment,373,2023-11-13,TRK000024366,150.1,Ground,2023-11-13
SHP-0024367,ORD-011129,1,WH-14,CAR-03,Shipment,26,2023-12-11,TRK000024367,218.45,Express,2023-12-11
SHP-0024368,ORD-011129,2,WH-14,CAR-16,Shipment,134,2023-12-08,TRK000024368,61.99,Express,2023-12-08
SHP-0024369,ORD-011129,2,WH-14,CAR-20,Shipment,113,2023-12-26,TRK000024369,16.75,Ground,2023-12-26
SHP-0024370,ORD-011129,2,WH-14,CAR-15,Cancellation,-99,2024-01-03,TRK000024370,15.73,Freight,2024-01-03
SHP-0024371,ORD-011129,3,WH-14,CAR-12,Shipment,348,2023-12-10,TRK000024371,185.95,Express,2023-12-10
SHP-0024372,ORD-011130,1,WH-08,CAR-12,Shipment,294,2023-10-14,TRK000024372,216.02,Freight,2023-10-14
SHP-0024373,ORD-011130,2,WH-08,CAR-19,Shipment,193,2023-10-10,TRK000024373,12.01,Express,2023-10-10
SHP-0024374,ORD-011130,2,WH-08,CAR-12,Shipment,110,2023-10-31,TRK000024374,112.63,Ground,2023-10-31
SHP-0024375,ORD-011131,1,WH-18,CAR-08,Shipment,50,2023-10-15,TRK000024375,157.0,Express,2023-10-15
SHP-0024376,ORD-011131,1,WH-18,CAR-04,Shipment,27,2023-10-26,TRK000024376,23.31,Express,2023-10-26
SHP-0024377,ORD-011131,2,WH-18,CAR-18,Shipment,459,2023-10-17,TRK000024377,28.68,Freight,2023-10-17
SHP-0024378,ORD-011131,2,WH-18,CAR-05,Return,-172,2023-10-30,TRK000024378,15.66,Ground,2023-10-30
SHP-0024379,ORD-011132,1,WH-11,CAR-09,Shipment,458,2023-10-22,TRK000024379,201.13,Ground,2023-10-22
SHP-0024380,ORD-011132,1,WH-11,CAR-19,Return,-458,2023-10-30,TRK000024380,3.04,Express,2023-10-30
SHP-0024381,ORD-011132,2,WH-11,CAR-13,Shipment,58,2023-10-18,TRK000024381,173.39,Ground,2023-10-18
SHP-0024382,ORD-011132,2,WH-11,CAR-13,Shipment,55,2023-11-06,TRK000024382,82.13,Express,2023-11-06
SHP-0024383,ORD-011133,1,WH-02,CAR-19,Shipment,263,2024-03-17,TRK000024383,184.04,Express,2024-03-17
SHP-0024384,ORD-011133,2,WH-02,CAR-02,Shipment,415,2024-03-11,TRK000024384,69.19,Express,2024-03-11
SHP-0024385,ORD-011133,2,WH-02,CAR-10,Return,-415,2024-03-19,TRK000024385,5.58,Express,2024-03-19
SHP-0024386,ORD-011134,1,WH-12,CAR-10,Shipment,83,2024-01-07,TRK000024386,11.85,Ground,2024-01-07
SHP-0024387,ORD-011134,1,WH-12,CAR-13,Shipment,75,2024-01-24,TRK000024387,196.3,Ground,2024-01-24
SHP-0024388,ORD-011134,1,WH-12,CAR-15,Return,-85,2024-02-06,TRK000024388,1.05,Ground,2024-02-06
SHP-0024389,ORD-011135,1,WH-17,CAR-20,Shipment,422,2024-03-25,TRK000024389,167.73,Freight,2024-03-25
SHP-0024390,ORD-011135,2,WH-17,CAR-05,Shipment,239,2024-03-25,TRK000024390,196.96,Freight,2024-03-25
SHP-0024391,ORD-011135,2,WH-17,CAR-14,Shipment,168,2024-04-19,TRK000024391,99.58,Ground,2024-04-19
SHP-0024392,ORD-011135,3,WH-17,CAR-07,Shipment,158,2024-03-29,TRK000024392,187.48,Ground,2024-03-29
SHP-0024393,ORD-011135,3,WH-17,CAR-18,Shipment,76,2024-04-07,TRK000024393,63.31,Ground,2024-04-07
SHP-0024394,ORD-011136,1,WH-04,CAR-16,Shipment,397,2024-06-03,TRK000024394,57.82,Freight,2024-06-03
SHP-0024395,ORD-011136,1,WH-04,CAR-14,Return,-146,2024-06-22,TRK000024395,4.33,Ground,2024-06-22
SHP-0024396,ORD-011137,1,WH-10,CAR-02,Shipment,318,2024-05-25,TRK000024396,57.61,Freight,2024-05-25
SHP-0024397,ORD-011138,1,WH-17,CAR-04,Shipment,126,2023-12-17,TRK000024397,151.9,Express,2023-12-17
SHP-0024398,ORD-011138,1,WH-17,CAR-04,Shipment,58,2023-12-24,TRK000024398,67.31,Ground,2023-12-24
SHP-0024399,ORD-011139,1,WH-11,CAR-11,Shipment,68,2024-01-08,TRK000024399,40.52,Express,2024-01-08
SHP-0024400,ORD-011140,1,WH-14,CAR-03,Shipment,117,2024-05-16,TRK000024400,200.58,Ground,2024-05-16
SHP-0024401,ORD-011141,1,WH-10,CAR-18,Shipment,7,2024-01-15,TRK000024401,14.35,Ground,2024-01-15
SHP-0024402,ORD-011141,2,WH-10,CAR-14,Shipment,164,2024-01-18,TRK000024402,159.23,Ground,2024-01-18
SHP-0024403,ORD-011141,2,WH-10,CAR-13,Shipment,114,2024-01-28,TRK000024403,41.98,Freight,2024-01-28
SHP-0024404,ORD-011142,1,WH-15,CAR-03,Shipment,370,2023-12-18,TRK000024404,174.95,Express,2023-12-18
SHP-0024405,ORD-011142,1,WH-15,CAR-11,Return,-370,2023-12-28,TRK000024405,9.84,Express,2023-12-28
SHP-0024406,ORD-011142,2,WH-15,CAR-05,Shipment,208,2023-12-21,TRK000024406,82.95,Express,2023-12-21
SHP-0024407,ORD-011143,1,WH-09,CAR-07,Shipment,323,2023-11-30,TRK000024407,107.48,Express,2023-11-30
SHP-0024408,ORD-011144,1,WH-03,CAR-17,Shipment,167,2023-10-30,TRK000024408,169.71,Freight,2023-10-30
SHP-0024409,ORD-011144,1,WH-03,CAR-17,Shipment,109,2023-11-12,TRK000024409,157.98,Ground,2023-11-12
SHP-0024410,ORD-011144,2,WH-03,CAR-13,Shipment,295,2023-10-29,TRK000024410,144.84,Express,2023-10-29
SHP-0024411,ORD-011145,1,WH-17,CAR-08,Shipment,114,2023-10-21,TRK000024411,25.35,Freight,2023-10-21
SHP-0024412,ORD-011145,2,WH-17,CAR-03,Shipment,467,2023-10-24,TRK000024412,75.34,Ground,2023-10-24
SHP-0024413,ORD-011145,3,WH-17,CAR-05,Shipment,144,2023-10-21,TRK000024413,164.76,Ground,2023-10-21
SHP-0024414,ORD-011146,1,WH-06,CAR-07,Shipment,493,2024-04-23,TRK000024414,123.46,Freight,2024-04-23
SHP-0024415,ORD-011146,1,WH-06,CAR-08,Return,-150,2024-05-10,TRK000024415,7.17,Express,2024-05-10
SHP-0024416,ORD-011146,2,WH-06,CAR-19,Shipment,161,2024-04-22,TRK000024416,41.67,Express,2024-04-22
SHP-0024417,ORD-011147,1,WH-07,CAR-11,Shipment,495,2023-10-18,TRK000024417,92.23,Freight,2023-10-18
SHP-0024418,ORD-011148,1,WH-12,CAR-14,Shipment,111,2023-11-23,TRK000024418,208.02,Ground,2023-11-23
SHP-0024419,ORD-011148,1,WH-12,CAR-09,Shipment,48,2023-12-13,TRK000024419,155.23,Freight,2023-12-13
SHP-0024420,ORD-011148,1,WH-12,CAR-07,Return,-41,2023-12-21,TRK000024420,14.58,Express,2023-12-21
SHP-0024421,ORD-011149,1,WH-12,CAR-09,Shipment,85,2024-05-16,TRK000024421,55.81,Ground,2024-05-16
SHP-0024422,ORD-011150,1,WH-12,CAR-01,Shipment,454,2024-03-09,TRK000024422,136.48,Express,2024-03-09
SHP-0024423,ORD-011151,1,WH-16,CAR-09,Shipment,497,2023-11-09,TRK000024423,106.92,Freight,2023-11-09
SHP-0024424,ORD-011151,2,WH-16,CAR-06,Shipment,292,2023-11-07,TRK000024424,8.7,Express,2023-11-07
SHP-0024425,ORD-011152,1,WH-11,CAR-09,Shipment,9,2023-12-15,TRK000024425,15.29,Express,2023-12-15
SHP-0024426,ORD-011153,1,WH-01,CAR-01,Shipment,104,2024-01-10,TRK000024426,114.53,Freight,2024-01-10
SHP-0024427,ORD-011154,1,WH-15,CAR-13,Shipment,149,2023-11-05,TRK000024427,101.49,Freight,2023-11-05
SHP-0024428,ORD-011154,2,WH-15,CAR-19,Shipment,437,2023-11-05,TRK000024428,126.0,Express,2023-11-05
SHP-0024429,ORD-011155,1,WH-09,CAR-16,Shipment,195,2024-06-13,TRK000024429,203.66,Express,2024-06-13
SHP-0024430,ORD-011156,1,WH-04,CAR-17,Shipment,396,2023-11-02,TRK000024430,79.13,Ground,2023-11-02
SHP-0024431,ORD-011157,1,WH-04,CAR-03,Shipment,25,2023-11-04,TRK000024431,18.29,Freight,2023-11-04
SHP-0024432,ORD-011157,2,WH-04,CAR-19,Shipment,142,2023-11-06,TRK000024432,150.06,Express,2023-11-06
SHP-0024433,ORD-011157,2,WH-04,CAR-13,Shipment,151,2023-11-28,TRK000024433,157.65,Ground,2023-11-28
SHP-0024434,ORD-011158,1,WH-16,CAR-01,Shipment,29,2024-03-08,TRK000024434,122.46,Express,2024-03-08
SHP-0024435,ORD-011159,1,WH-11,CAR-01,Shipment,116,2024-02-13,TRK000024435,144.64,Freight,2024-02-13
SHP-0024436,ORD-011159,1,WH-11,CAR-16,Shipment,70,2024-02-24,TRK000024436,106.87,Ground,2024-02-24
SHP-0024437,ORD-011160,1,WH-08,CAR-05,Shipment,443,2024-03-02,TRK000024437,105.2,Freight,2024-03-02
SHP-0024438,ORD-011160,2,WH-08,CAR-19,Shipment,21,2024-03-03,TRK000024438,152.52,Ground,2024-03-03
SHP-0024439,ORD-011160,3,WH-08,CAR-12,Shipment,160,2024-03-06,TRK000024439,70.07,Freight,2024-03-06
SHP-0024440,ORD-011160,3,WH-08,CAR-11,Shipment,68,2024-03-10,TRK000024440,131.16,Ground,2024-03-10
SHP-0024441,ORD-011161,1,WH-08,CAR-16,Shipment,10,2024-01-13,TRK000024441,142.82,Ground,2024-01-13
SHP-0024442,ORD-011161,1,WH-08,CAR-13,Shipment,7,2024-02-01,TRK000024442,48.33,Ground,2024-02-01
SHP-0024443,ORD-011161,2,WH-08,CAR-03,Shipment,385,2024-01-13,TRK000024443,199.91,Ground,2024-01-13
SHP-0024444,ORD-011162,1,WH-02,CAR-08,Shipment,56,2024-05-30,TRK000024444,140.35,Freight,2024-05-30
SHP-0024445,ORD-011162,2,WH-02,CAR-10,Shipment,89,2024-05-26,TRK000024445,120.53,Freight,2024-05-26
SHP-0024446,ORD-011162,3,WH-02,CAR-04,Shipment,293,2024-05-31,TRK000024446,189.19,Freight,2024-05-31
SHP-0024447,ORD-011163,1,WH-05,CAR-17,Shipment,102,2024-03-12,TRK000024447,173.45,Express,2024-03-12
SHP-0024448,ORD-011163,1,WH-05,CAR-18,Shipment,135,2024-03-28,TRK000024448,74.47,Ground,2024-03-28
SHP-0024449,ORD-011163,2,WH-05,CAR-01,Shipment,145,2024-03-10,TRK000024449,91.51,Express,2024-03-10
SHP-0024450,ORD-011163,2,WH-05,CAR-13,Shipment,171,2024-03-25,TRK000024450,183.18,Express,2024-03-25
SHP-0024451,ORD-011163,2,WH-05,CAR-08,Return,-80,2024-04-08,TRK000024451,30.06,Freight,2024-04-08
SHP-0024452,ORD-011164,1,WH-16,CAR-03,Shipment,95,2024-02-23,TRK000024452,50.9,Express,2024-02-23
SHP-0024453,ORD-011165,1,WH-08,CAR-02,Shipment,332,2024-07-03,TRK000024453,176.5,Ground,2024-07-03
SHP-0024454,ORD-011165,1,WH-08,CAR-12,Return,-107,2024-07-20,TRK000024454,19.71,Ground,2024-07-20
SHP-0024455,ORD-011165,2,WH-08,CAR-19,Shipment,486,2024-07-02,TRK000024455,140.26,Express,2024-07-02
SHP-0024456,ORD-011166,1,WH-03,CAR-09,Shipment,134,2024-03-30,TRK000024456,17.56,Freight,2024-03-30
SHP-0024457,ORD-011166,1,WH-03,CAR-19,Shipment,91,2024-04-06,TRK000024457,71.07,Freight,2024-04-06
SHP-0024458,ORD-011166,2,WH-03,CAR-14,Shipment,481,2024-04-03,TRK000024458,163.0,Ground,2024-04-03
SHP-0024459,ORD-011167,1,WH-17,CAR-04,Shipment,146,2024-03-26,TRK000024459,209.32,Ground,2024-03-26
SHP-0024460,ORD-011167,2,WH-17,CAR-17,Shipment,271,2024-03-28,TRK000024460,195.99,Ground,2024-03-28
SHP-0024461,ORD-011167,3,WH-17,CAR-03,Shipment,225,2024-03-24,TRK000024461,91.58,Express,2024-03-24
SHP-0024462,ORD-011168,1,WH-11,CAR-06,Shipment,181,2024-01-01,TRK000024462,52.22,Ground,2024-01-01
SHP-0024463,ORD-011168,1,WH-11,CAR-04,Shipment,204,2024-01-11,TRK000024463,13.11,Express,2024-01-11
SHP-0024464,ORD-011169,1,WH-16,CAR-09,Shipment,353,2023-12-08,TRK000024464,67.9,Express,2023-12-08
SHP-0024465,ORD-011170,1,WH-12,CAR-04,Shipment,192,2024-05-24,TRK000024465,18.07,Freight,2024-05-24
SHP-0024466,ORD-011170,1,WH-12,CAR-13,Shipment,143,2024-06-10,TRK000024466,45.25,Freight,2024-06-10
SHP-0024467,ORD-011171,1,WH-07,CAR-19,Shipment,111,2023-12-15,TRK000024467,161.98,Ground,2023-12-15
SHP-0024468,ORD-011171,2,WH-07,CAR-13,Shipment,469,2023-12-12,TRK000024468,120.6,Express,2023-12-12
SHP-0024469,ORD-011171,3,WH-07,CAR-01,Shipment,374,2023-12-15,TRK000024469,190.13,Express,2023-12-15
SHP-0024470,ORD-011172,1,WH-09,CAR-17,Shipment,195,2024-04-17,TRK000024470,165.24,Ground,2024-04-17
SHP-0024471,ORD-011173,1,WH-09,CAR-15,Shipment,227,2023-11-30,TRK000024471,75.14,Freight,2023-11-30
SHP-0024472,ORD-011173,1,WH-09,CAR-03,Shipment,177,2023-12-16,TRK000024472,177.66,Freight,2023-12-16
SHP-0024473,ORD-011173,2,WH-09,CAR-19,Shipment,273,2023-11-28,TRK000024473,37.68,Freight,2023-11-28
SHP-0024474,ORD-011174,1,WH-17,CAR-08,Shipment,199,2024-03-05,TRK000024474,73.88,Express,2024-03-05
SHP-0024475,ORD-011174,2,WH-17,CAR-17,Shipment,427,2024-03-04,TRK000024475,92.24,Express,2024-03-04
SHP-0024476,ORD-011174,3,WH-17,CAR-20,Shipment,306,2024-03-01,TRK000024476,176.99,Express,2024-03-01
SHP-0024477,ORD-011175,1,WH-15,CAR-13,Shipment,254,2024-01-28,TRK000024477,201.57,Express,2024-01-28
SHP-0024478,ORD-011176,1,WH-13,CAR-07,Shipment,23,2023-12-10,TRK000024478,126.27,Freight,2023-12-10
SHP-0024479,ORD-011176,1,WH-13,CAR-03,Shipment,33,2023-12-23,TRK000024479,215.21,Freight,2023-12-23
SHP-0024480,ORD-011176,2,WH-13,CAR-02,Shipment,203,2023-12-04,TRK000024480,165.79,Freight,2023-12-04
SHP-0024481,ORD-011176,2,WH-13,CAR-10,Shipment,99,2023-12-20,TRK000024481,215.63,Express,2023-12-20
SHP-0024482,ORD-011177,1,WH-11,CAR-12,Shipment,382,2024-06-24,TRK000024482,206.6,Express,2024-06-24
SHP-0024483,ORD-011177,2,WH-11,CAR-19,Shipment,255,2024-06-19,TRK000024483,155.5,Ground,2024-06-19
SHP-0024484,ORD-011178,1,WH-10,CAR-10,Shipment,63,2024-05-30,TRK000024484,187.8,Ground,2024-05-30
SHP-0024485,ORD-011179,1,WH-11,CAR-10,Shipment,81,2024-03-25,TRK000024485,13.92,Express,2024-03-25
SHP-0024486,ORD-011179,2,WH-11,CAR-15,Shipment,55,2024-03-19,TRK000024486,103.71,Ground,2024-03-19
SHP-0024487,ORD-011179,2,WH-11,CAR-14,Return,-55,2024-04-04,TRK000024487,33.0,Freight,2024-04-04
SHP-0024488,ORD-011180,1,WH-17,CAR-14,Shipment,41,2024-04-27,TRK000024488,193.66,Ground,2024-04-27
SHP-0024489,ORD-011180,2,WH-17,CAR-17,Shipment,7,2024-04-27,TRK000024489,161.21,Express,2024-04-27
SHP-0024490,ORD-011180,2,WH-17,CAR-15,Return,-3,2024-05-09,TRK000024490,16.5,Ground,2024-05-09
SHP-0024491,ORD-011181,1,WH-12,CAR-04,Shipment,212,2024-05-03,TRK000024491,11.64,Express,2024-05-03
SHP-0024492,ORD-011182,1,WH-17,CAR-16,Shipment,242,2023-11-20,TRK000024492,38.0,Ground,2023-11-20
SHP-0024493,ORD-011183,1,WH-17,CAR-11,Shipment,493,2024-04-13,TRK000024493,152.08,Express,2024-04-13
SHP-0024494,ORD-011184,1,WH-03,CAR-15,Shipment,76,2023-10-18,TRK000024494,219.56,Ground,2023-10-18
SHP-0024495,ORD-011184,2,WH-03,CAR-02,Shipment,224,2023-10-20,TRK000024495,82.7,Express,2023-10-20
SHP-0024496,ORD-011184,2,WH-03,CAR-14,Shipment,107,2023-11-02,TRK000024496,88.06,Ground,2023-11-02
SHP-0024497,ORD-011185,1,WH-17,CAR-01,Shipment,460,2024-03-21,TRK000024497,147.27,Express,2024-03-21
SHP-0024498,ORD-011185,1,WH-17,CAR-08,Cancellation,-460,2024-03-30,TRK000024498,7.69,Express,2024-03-30
SHP-0024499,ORD-011185,2,WH-17,CAR-05,Shipment,195,2024-03-21,TRK000024499,185.93,Freight,2024-03-21
SHP-0024500,ORD-011186,1,WH-04,CAR-01,Shipment,177,2024-06-04,TRK000024500,114.98,Ground,2024-06-04
SHP-0024501,ORD-011186,1,WH-04,CAR-09,Shipment,259,2024-06-27,TRK000024501,80.86,Ground,2024-06-27
SHP-0024502,ORD-011187,1,WH-12,CAR-07,Shipment,9,2024-01-17,TRK000024502,192.69,Freight,2024-01-17
SHP-0024503,ORD-011187,1,WH-12,CAR-09,Shipment,3,2024-01-20,TRK000024503,21.14,Ground,2024-01-20
SHP-0024504,ORD-011187,2,WH-12,CAR-06,Shipment,233,2024-01-15,TRK000024504,197.33,Express,2024-01-15
SHP-0024505,ORD-011187,2,WH-12,CAR-19,Cancellation,-233,2024-01-26,TRK000024505,37.78,Ground,2024-01-26
SHP-0024506,ORD-011188,1,WH-18,CAR-01,Shipment,155,2024-03-31,TRK000024506,201.76,Ground,2024-03-31
SHP-0024507,ORD-011188,1,WH-18,CAR-05,Shipment,136,2024-04-11,TRK000024507,165.86,Ground,2024-04-11
SHP-0024508,ORD-011188,1,WH-18,CAR-02,Return,-167,2024-04-29,TRK000024508,36.84,Freight,2024-04-29
SHP-0024509,ORD-011189,1,WH-11,CAR-05,Shipment,44,2024-02-10,TRK000024509,212.51,Ground,2024-02-10
SHP-0024510,ORD-011190,1,WH-01,CAR-12,Shipment,19,2024-03-08,TRK000024510,182.99,Ground,2024-03-08
SHP-0024511,ORD-011190,2,WH-01,CAR-15,Shipment,379,2024-03-05,TRK000024511,183.87,Ground,2024-03-05
SHP-0024512,ORD-011190,3,WH-01,CAR-10,Shipment,48,2024-03-09,TRK000024512,21.3,Ground,2024-03-09
SHP-0024513,ORD-011191,1,WH-02,CAR-07,Shipment,351,2024-02-10,TRK000024513,215.72,Ground,2024-02-10
SHP-0024514,ORD-011192,1,WH-01,CAR-05,Shipment,82,2024-05-18,TRK000024514,15.38,Express,2024-05-18
SHP-0024515,ORD-011192,1,WH-01,CAR-01,Return,-40,2024-06-04,TRK000024515,26.0,Ground,2024-06-04
SHP-0024516,ORD-011192,2,WH-01,CAR-07,Shipment,286,2024-05-20,TRK000024516,45.49,Express,2024-05-20
SHP-0024517,ORD-011192,3,WH-01,CAR-01,Shipment,324,2024-05-22,TRK000024517,113.72,Express,2024-05-22
SHP-0024518,ORD-011193,1,WH-02,CAR-02,Shipment,32,2023-12-17,TRK000024518,182.14,Ground,2023-12-17
SHP-0024519,ORD-011193,1,WH-02,CAR-18,Return,-12,2023-12-29,TRK000024519,18.24,Express,2023-12-29
SHP-0024520,ORD-011194,1,WH-17,CAR-07,Shipment,11,2024-03-25,TRK000024520,198.8,Express,2024-03-25
SHP-0024521,ORD-011195,1,WH-18,CAR-04,Shipment,402,2024-03-16,TRK000024521,81.31,Ground,2024-03-16
SHP-0024522,ORD-011195,1,WH-18,CAR-16,Return,-402,2024-04-03,TRK000024522,22.64,Ground,2024-04-03
SHP-0024523,ORD-011196,1,WH-12,CAR-07,Shipment,282,2023-10-28,TRK000024523,167.87,Freight,2023-10-28
SHP-0024524,ORD-011197,1,WH-12,CAR-13,Shipment,165,2024-03-27,TRK000024524,54.62,Express,2024-03-27
SHP-0024525,ORD-011197,2,WH-12,CAR-04,Shipment,180,2024-03-24,TRK000024525,127.69,Ground,2024-03-24
SHP-0024526,ORD-011197,2,WH-12,CAR-01,Shipment,258,2024-04-05,TRK000024526,133.72,Ground,2024-04-05
SHP-0024527,ORD-011198,1,WH-11,CAR-17,Shipment,196,2024-01-22,TRK000024527,109.35,Express,2024-01-22
SHP-0024528,ORD-011198,1,WH-11,CAR-06,Cancellation,-196,2024-05-26,TRK000024528,8.96,Express,2024-05-26
SHP-0024529,ORD-011198,2,WH-11,CAR-17,Shipment,428,2024-01-25,TRK000024529,168.55,Ground,2024-01-25
SHP-0024530,ORD-011198,3,WH-11,CAR-13,Shipment,5,2024-01-21,TRK000024530,197.21,Ground,2024-01-21
SHP-0024531,ORD-011198,3,WH-11,CAR-12,Shipment,2,2024-02-14,TRK000024531,135.57,Freight,2024-02-14
SHP-0024532,ORD-011199,1,WH-18,CAR-16,Shipment,333,2024-03-01,TRK000024532,98.76,Freight,2024-03-01
SHP-0024533,ORD-011199,1,WH-18,CAR-09,Cancellation,-114,2024-03-17,TRK000024533,16.84,Ground,2024-03-17
SHP-0024534,ORD-011199,2,WH-18,CAR-08,Shipment,340,2024-03-03,TRK000024534,154.71,Express,2024-03-03
SHP-0024535,ORD-011200,1,WH-01,CAR-14,Shipment,139,2024-03-11,TRK000024535,190.62,Express,2024-03-11
SHP-0024536,ORD-011200,1,WH-01,CAR-06,Cancellation,-139,2024-03-28,TRK000024536,39.08,Freight,2024-03-28
SHP-0024537,ORD-011200,2,WH-01,CAR-14,Shipment,469,2024-03-06,TRK000024537,17.29,Freight,2024-03-06
SHP-0024538,ORD-011200,2,WH-01,CAR-01,Cancellation,-179,2024-03-18,TRK000024538,12.72,Freight,2024-03-18
SHP-0024539,ORD-011201,1,WH-10,CAR-01,Shipment,60,2023-11-04,TRK000024539,77.41,Freight,2023-11-04
SHP-0024540,ORD-011201,1,WH-10,CAR-19,Shipment,35,2023-11-18,TRK000024540,219.92,Ground,2023-11-18
SHP-0024541,ORD-011201,2,WH-10,CAR-06,Shipment,152,2023-10-31,TRK000024541,92.3,Freight,2023-10-31
SHP-0024542,ORD-011201,2,WH-10,CAR-11,Shipment,113,2023-11-12,TRK000024542,46.08,Ground,2023-11-12
SHP-0024543,ORD-011202,1,WH-12,CAR-13,Shipment,90,2024-04-24,TRK000024543,26.97,Express,2024-04-24
SHP-0024544,ORD-011202,2,WH-12,CAR-20,Shipment,383,2024-04-25,TRK000024544,37.52,Freight,2024-04-25
SHP-0024545,ORD-011202,2,WH-12,CAR-05,Return,-83,2024-05-06,TRK000024545,13.66,Express,2024-05-06
SHP-0024546,ORD-011202,3,WH-12,CAR-08,Shipment,236,2024-04-23,TRK000024546,73.12,Ground,2024-04-23
SHP-0024547,ORD-011203,1,WH-13,CAR-03,Shipment,83,2024-06-21,TRK000024547,157.9,Freight,2024-06-21
SHP-0024548,ORD-011203,1,WH-13,CAR-06,Shipment,98,2024-07-02,TRK000024548,219.77,Express,2024-07-02
SHP-0024549,ORD-011203,2,WH-13,CAR-17,Shipment,5,2024-06-16,TRK000024549,87.26,Ground,2024-06-16
SHP-0024550,ORD-011204,1,WH-14,CAR-13,Shipment,192,2024-02-03,TRK000024550,8.59,Ground,2024-02-03
SHP-0024551,ORD-011204,1,WH-14,CAR-02,Shipment,215,2024-02-06,TRK000024551,124.4,Ground,2024-02-06
SHP-0024552,ORD-011205,1,WH-16,CAR-03,Shipment,326,2024-04-18,TRK000024552,185.83,Freight,2024-04-18
SHP-0024553,ORD-011206,1,WH-03,CAR-06,Shipment,472,2024-06-10,TRK000024553,88.56,Express,2024-06-10
SHP-0024554,ORD-011207,1,WH-03,CAR-15,Shipment,446,2023-12-24,TRK000024554,204.7,Freight,2023-12-24
SHP-0024555,ORD-011208,1,WH-11,CAR-15,Shipment,277,2024-01-23,TRK000024555,214.21,Ground,2024-01-23
SHP-0024556,ORD-011208,1,WH-11,CAR-05,Shipment,151,2024-02-11,TRK000024556,217.41,Express,2024-02-11
SHP-0024557,ORD-011209,1,WH-12,CAR-19,Shipment,278,2024-05-25,TRK000024557,203.38,Express,2024-05-25
SHP-0024558,ORD-011210,1,WH-07,CAR-10,Shipment,264,2024-05-25,TRK000024558,59.82,Ground,2024-05-25
SHP-0024559,ORD-011211,1,WH-06,CAR-08,Shipment,349,2024-02-22,TRK000024559,34.57,Express,2024-02-22
SHP-0024560,ORD-011211,2,WH-06,CAR-04,Shipment,340,2024-02-20,TRK000024560,18.12,Ground,2024-02-20
SHP-0024561,ORD-011212,1,WH-02,CAR-19,Shipment,473,2024-02-01,TRK000024561,172.69,Freight,2024-02-01
SHP-0024562,ORD-011212,2,WH-02,CAR-03,Shipment,74,2024-01-31,TRK000024562,192.78,Freight,2024-01-31
SHP-0024563,ORD-011213,1,WH-12,CAR-19,Shipment,115,2024-06-15,TRK000024563,104.14,Express,2024-06-15
SHP-0024564,ORD-011213,2,WH-12,CAR-15,Shipment,138,2024-06-16,TRK000024564,107.34,Freight,2024-06-16
SHP-0024565,ORD-011213,2,WH-12,CAR-14,Cancellation,-138,2024-06-24,TRK000024565,13.72,Express,2024-06-24
SHP-0024566,ORD-011214,1,WH-13,CAR-01,Shipment,449,2023-10-24,TRK000024566,41.15,Ground,2023-10-24
SHP-0024567,ORD-011214,2,WH-13,CAR-13,Shipment,82,2023-10-26,TRK000024567,46.92,Ground,2023-10-26
SHP-0024568,ORD-011214,2,WH-13,CAR-08,Return,-36,2023-11-07,TRK000024568,2.9,Ground,2023-11-07
SHP-0024569,ORD-011215,1,WH-14,CAR-06,Shipment,478,2024-02-12,TRK000024569,40.16,Express,2024-02-12
SHP-0024570,ORD-011216,1,WH-01,CAR-19,Shipment,405,2024-01-07,TRK000024570,25.85,Ground,2024-01-07
SHP-0024571,ORD-011216,1,WH-01,CAR-02,Return,-98,2024-01-21,TRK000024571,29.27,Freight,2024-01-21
