conversion_id,user_id,conversion_timestamp,revenue
CONV001909,U0251,2024-01-24 09:26:13.000000,380.47
CONV000478,U0152,2024-03-22 12:19:41.490713,163.5
CONV002633,U0620,2024-01-07 10:46:18.000000,57.2
CONV000426,U0130,2024-01-12 16:44:01.448838,215.09
CONV001991,U0579,2024-03-13 08:18:50.000000,274.88
CONV000150,T0075,2024-03-23 05:30:50.940219,117.95
CONV002226,U0033,2024-01-10 23:55:54.000000,172.03
CONV000294,U0054,2024-02-04 03:25:20.143134,154.58
CONV000026,T0013,2024-01-31 20:48:43.046250,122.85
CONV003037,U0501,2024-02-02 08:38:43.000000,11.99
CONV003130,U0333,2024-02-23 16:33:46.000000,192.58
CONV001558,U0212,2024-03-24 17:43:41.000000,220.03
CONV002884,U0234,2024-03-20 14:37:25.000000,297.07
CONV002828,U0534,2024-02-23 05:59:12.000000,388.04
CONV000047,T0024,2024-02-25 20:44:29.000000,22.24
CONV003057,U0566,2024-02-23 22:39:20.000000,125.42
CONV001937,U0516,2024-03-11 13:10:02.000000,86.67
CONV001906,U0534,2024-03-01 04:47:20.000000,21.7
CONV000301,U0057,2024-03-10 14:49:11.809395,162.85
CONV002663,U0153,2024-02-22 15:58:29.000000,187.15
CONV001628,U0105,2024-01-10 02:49:49.000000,303.93
CONV001120,U0505,2024-02-28 08:17:51.898484,441.61
CONV002277,U0532,2024-01-30 16:46:01.000000,134.77
CONV000015,T0008,2024-02-27 20:35:22.000000,20.44
CONV001504,U0290,2024-03-13 04:49:45.000000,111.4
CONV002805,U0457,2024-02-26 07:11:01.000000,44.96
CONV000623,U0233,2024-03-25 14:03:57.415278,230.58
CONV002906,U0235,2024-02-11 16:49:29.000000,226.98
CONV000921,U0391,2024-01-16 03:00:07.687295,-286.64
CONV000421,U0127,2024-02-11 20:11:45.607325,238.59
CONV001331,U0118,2024-03-10 09:15:10.818399,33.47
CONV001252,U0583,2024-02-04 21:26:52.191883,360.1
CONV001195,U0551,2024-02-21 06:51:22.732184,487.81
CONV002737,U0475,2024-02-22 19:45:42.000000,180.7
CONV003269,U0577,2024-03-20 02:02:32.000000,143.11
CONV002159,U0485,2024-01-16 15:28:41.000000,142.57
CONV002539,U0478,2024-02-05 21:47:59.000000,325.63
CONV001333,U0286,2024-03-10 09:29:40.292806,83.05
CONV001632,U0064,2024-01-30 05:56:55.000000,25.44
CONV001924,U0543,2024-03-02 13:40:14.000000,382.25
CONV000110,T0055,2024-03-08 09:48:17.079241,156.45
CONV001516,U0401,2024-02-17 13:21:43.000000,88.34
CONV002817,U0001,2024-01-23 20:43:43.000000,223.03
CONV001227,U0568,2024-02-18 10:57:11.661897,328.73
CONV001182,U0542,2024-03-09 02:49:50.278450,420.28
CONV002947,U0330,2024-01-24 14:17:08.000000,140.38
CONV001413,U0210,2024-03-15 12:35:04.000000,91.81
CONV002176,U0244,2024-03-24 17:05:41.000000,237.66
CONV000652,U0249,2024-03-27 22:29:21.245101,69.66
CONV002961,U0127,2024-03-24 15:42:15.000000,378.73
CONV001215,U0563,2024-02-06 04:39:20.508141,76.95
CONV002868,U0384,2024-01-03 13:08:14.000000,314.44
CONV001781,U0370,2024-02-19 05:39:57.000000,101.38
CONV001780,U0323,2024-02-19 04:16:56.000000,26.26
CONV001971,U0408,2024-02-25 22:20:56.000000,335.3
CONV002356,U0544,2024-03-16 17:16:40.000000,42.43
CONV001364,U0084,2024-03-10 07:53:31.716349,81.74
CONV002183,U0165,2024-03-10 08:40:53.000000,113.07
CONV000407,U0119,2024-02-14 09:40:42.145320,-125.13
CONV000213,U0009,2024-02-07 23:53:30.560764,229.68
CONV000094,T0047,2024-03-11 07:27:56.402517,194.94
CONV001069,U0477,2024-02-15 02:29:12.358862,216.33
CONV000610,U0225,2024-03-05 17:03:43.174684,271.49
CONV001056,U0472,2024-01-29 11:18:40.951976,371.46
CONV001961,U0004,2024-03-11 04:45:29.000000,139.39
CONV002326,U0046,2024-01-30 05:56:44.000000,18.34
CONV002751,U0296,2024-02-26 19:34:17.000000,236.09
CONV002983,U0489,2024-01-14 05:22:10.000000,175.26
CONV001817,U0593,2024-02-21 15:48:21.000000,377.77
CONV000919,U0390,2024-01-23 14:36:20.808453,103.5
CONV003117,U0006,2024-02-23 06:00:04.000000,290.92
CONV002775,U0603,2024-02-17 12:22:26.000000,191.61
CONV001907,U0156,2024-01-05 09:55:25.000000,303.97
CONV001181,U0542,2024-02-02 17:31:55.123499,453.6
CONV002600,U0306,2024-02-26 17:21:35.000000,248.71
CONV002182,U0055,2024-01-30 02:00:41.000000,262.54
CONV000693,U0272,2024-02-27 16:52:56.234612,265.54
CONV000825,U0342,2024-02-23 10:40:35.298597,99.23
CONV000778,U0313,2024-03-28 23:59:49.991146,479.71
CONV003051,U0076,2024-02-20 11:54:00.000000,116.21
CONV001567,U0272,2024-02-24 03:58:50.000000,298.94
CONV002552,U0223,2024-02-17 10:25:40.000000,328.07
CONV002173,U0090,2024-01-08 02:11:54.000000,105.96
CONV002400,U0573,2024-01-25 09:33:22.000000,375.6
CONV003200,U0620,2024-01-27 15:08:12.000000,192.73
CONV000702,U0276,2024-02-24 07:32:45.902247,390.67
CONV001231,U0570,2024-03-26 01:03:24.792014,430.66
CONV000943,U0402,2024-02-28 11:33:12.106745,-45.32
CONV000755,U0302,2024-02-07 22:05:26.416436,448.26
CONV000121,T0061,2024-01-27 09:49:52.000000,20.33
CONV003212,U0323,2024-01-30 01:00:35.000000,154.94
CONV001559,U0316,2024-02-10 10:15:05.000000,40.6
CONV002478,U0579,2024-03-27 04:53:56.000000,283.07
CONV001204,U0556,2024-03-11 05:38:36.832859,321.45
CONV001614,U0488,2024-01-09 20:19:34.000000,385.1
CONV001967,U0002,2024-02-17 01:16:37.000000,370.32
CONV000320,U0067,2024-03-28 10:18:30.099109,406.99
CONV002954,U0169,2024-01-31 17:14:00.000000,28.76
CONV002688,U0211,2024-02-05 14:20:22.000000,224.88
CONV000992,U0433,2024-03-15 02:07:39.017649,492.93
CONV000298,U0056,2024-03-04 00:42:13.091148,415.15
CONV003118,U0065,2024-01-13 13:37:37.000000,15.33
CONV003266,U0045,2024-01-01 14:20:28.000000,183.49
CONV002731,U0154,2024-02-12 00:21:33.000000,382.55
CONV003100,U0392,2024-01-03 19:32:27.000000,68.08
CONV001352,U0394,2024-03-10 08:28:09.874231,103.53
CONV002648,U0414,2024-03-09 01:49:56.000000,122.56
CONV000018,T0009,2024-02-20 20:57:20.985681,184.79
CONV003285,U0159,2024-03-21 16:08:00.000000,343.95
CONV002767,U0452,2024-03-07 21:10:34.000000,238.21
CONV002583,U0587,2024-03-17 13:34:03.000000,161.45
CONV000644,U0245,2024-03-28 20:42:37.303903,395.64
CONV003126,U0240,2024-01-29 08:22:16.000000,270.3
CONV000571,U0200,2024-03-19 08:37:34.230438,94.74
CONV000087,T0044,2024-03-08 02:32:22.000000,50.85
CONV001908,U0183,2024-03-21 22:09:22.000000,279.44
CONV002888,U0452,2024-02-18 04:15:35.000000,53.66
CONV001174,U0538,2024-01-28 04:14:05.393018,73.48
CONV001897,U0377,2024-03-26 05:20:56.000000,210.92
CONV001926,U0212,2024-01-09 02:26:52.000000,54.5
CONV000842,U0351,2024-03-26 09:46:50.896540,21.23
CONV003206,U0342,2024-03-19 19:57:55.000000,155.17
CONV000025,T0013,2024-01-31 11:30:44.000000,63.34
CONV001955,U0127,2024-04-01 03:39:59.000000,13.12
CONV002803,U0421,2024-02-04 18:11:01.000000,54.57
CONV002726,U0068,2024-03-02 13:02:14.000000,283.01
CONV003122,U0170,2024-03-13 02:25:53.000000,202.12
CONV001017,U0448,2024-03-02 03:00:53.282212,153.26
CONV000726,U0287,2024-01-28 10:07:05.982724,41.48
CONV002058,U0421,2024-01-03 04:31:17.000000,54.81
CONV000080,T0040,2024-02-09 12:10:12.414928,227.67
CONV001294,U0604,2024-02-05 00:52:22.732136,470.6
CONV002942,U0495,2024-03-27 07:12:07.000000,116.06
CONV001418,U0055,2024-01-06 03:19:51.000000,386.88
CONV001738,U0546,2024-01-23 05:31:16.000000,60.23
CONV002330,U0043,2024-02-08 12:22:16.000000,16.05
CONV002255,U0212,2024-01-02 13:10:06.000000,339.12
CONV001211,U0560,2024-03-08 01:55:52.073316,480.62
CONV002554,U0575,2024-02-14 21:17:48.000000,75.47
CONV001536,U0399,2024-01-26 11:42:28.000000,300.45
CONV001807,U0361,2024-03-21 16:22:52.000000,313.13
CONV001857,U0349,2024-03-24 07:14:34.000000,11.35
CONV000432,U0132,2024-03-08 23:56:19.285660,151.57
CONV002743,U0217,2024-03-10 08:53:09.000000,130.58
CONV001430,U0567,2024-01-10 23:30:49.000000,15.49
CONV003215,U0213,2024-01-23 18:27:31.000000,139.76
CONV002464,U0085,2024-03-26 18:42:14.000000,306.24
CONV000359,U0093,2024-01-13 12:39:28.967048,378.78
CONV001534,U0601,2024-03-19 09:56:12.000000,374.43
CONV000447,U0141,2024-03-25 11:17:15.661700,129.66
CONV001693,U0534,2024-01-25 23:55:05.000000,207.05
CONV003053,U0135,2024-02-08 13:16:27.000000,328.04
CONV001099,U0494,2024-01-07 01:51:13.748837,463.57
CONV002125,U0308,2024-03-11 23:16:37.000000,194.1
CONV002851,U0530,2024-03-20 12:01:35.000000,80.72
CONV001648,U0113,2024-03-28 00:48:29.000000,396.71
CONV000156,T0078,2024-02-08 11:01:59.600161,167.24
CONV002621,U0481,2024-02-05 02:21:30.000000,85.24
CONV001886,U0212,2024-03-08 02:58:46.000000,245.23
CONV001883,U0026,2024-01-09 13:05:09.000000,73.62
CONV002845,U0210,2024-02-22 01:34:26.000000,315.55
CONV002206,U0541,2024-01-18 15:59:08.000000,146.4
CONV000856,U0357,2024-01-28 09:41:00.287716,373.75
CONV000242,U0026,2024-02-01 03:00:42.738048,127.87
CONV002108,U0407,2024-01-10 22:42:09.000000,204.45
CONV001825,U0478,2024-02-18 18:32:33.000000,326.29
CONV001551,U0501,2024-01-19 16:08:40.000000,90.85
CONV000438,U0136,2024-01-29 18:23:12.201158,327.77
CONV001311,U0611,2024-02-25 01:07:49.431825,208.53
CONV002349,U0525,2024-03-10 06:11:31.000000,232.11
CONV002481,U0054,2024-02-26 09:26:37.000000,213.34
CONV000456,U0144,2024-03-05 17:12:26.713715,240.34
CONV003237,U0490,2024-03-23 10:58:26.000000,214.99
CONV001006,U0442,2024-01-06 01:09:29.470627,509.67
CONV003245,U0141,2024-03-28 22:25:08.000000,10.03
CONV002911,U0550,2024-02-19 19:13:16.000000,240.18
CONV001960,U0007,2024-03-17 12:56:02.000000,162.46
CONV001310,U0611,2024-01-28 23:14:18.938514,290.09
CONV000531,U0177,2024-01-14 04:32:58.504575,290.19
CONV001498,U0089,2024-03-02 18:32:44.000000,54.06
CONV000925,U0392,2024-02-09 09:30:22.107571,407.51
CONV002078,U0292,2024-03-28 23:44:54.000000,295.65
CONV000666,U0254,2024-03-15 01:24:57.356290,241.16
CONV001347,U0199,2024-03-10 08:15:19.269204,169.2
CONV001870,U0595,2024-01-26 02:25:47.000000,92.78
CONV003209,U0569,2024-01-26 21:20:13.000000,122.03
CONV000959,U0411,2024-03-03 18:47:34.075478,335.4
CONV003045,U0486,2024-01-24 08:18:13.000000,185.95
CONV002991,U0604,2024-03-14 21:38:57.000000,155.47
CONV000043,T0022,2024-02-19 13:29:34.000000,21.3
CONV002175,U0172,2024-01-17 02:52:42.000000,395.46
CONV002262,U0345,2024-01-20 22:58:12.000000,234.4
CONV001393,U0075,2024-03-20 21:53:48.000000,64.68
CONV001317,U0615,2024-02-14 23:11:24.531151,373.63
CONV002576,U0543,2024-03-05 12:51:39.000000,378.44
CONV002543,U0588,2024-03-21 11:33:48.000000,368.08
CONV001438,U0255,2024-02-12 12:55:01.000000,263.68
CONV001596,U0018,2024-02-12 10:23:56.000000,26.0
CONV000807,U0332,2024-01-31 01:39:58.283546,373.86
CONV000537,U0181,2024-03-29 22:28:28.365889,-331.57
CONV002308,U0473,2024-01-09 08:49:42.000000,356.08
CONV001705,U0064,2024-03-05 14:01:35.000000,250.12
CONV001144,U0518,2024-02-29 14:15:29.378189,17.74
CONV003058,U0619,2024-03-14 21:35:52.000000,110.39
CONV001552,U0542,2024-01-21 18:41:36.000000,338.84
CONV001080,U0485,2024-01-11 13:51:03.542262,475.99
CONV002264,U0319,2024-03-30 20:12:11.000000,184.2
CONV000813,U0335,2024-02-11 11:14:51.148872,276.6
CONV002019,U0010,2024-01-09 09:55:03.000000,170.46
CONV000633,U0239,2024-02-28 00:12:49.310999,344.93
CONV000798,U0328,2024-03-05 05:13:23.283928,52.28
CONV001712,U0422,2024-01-20 11:14:52.000000,193.6
CONV001517,U0597,2024-03-25 14:10:51.000000,331.1
CONV002238,U0112,2024-02-22 13:37:51.000000,138.07
CONV001726,U0467,2024-01-30 06:45:25.000000,175.27
CONV003018,U0489,2024-01-13 13:31:43.000000,177.7
CONV001356,U0086,2024-03-10 08:27:32.154896,199.32
CONV001747,U0468,2024-03-18 03:04:54.000000,331.08
CONV000543,U0184,2024-03-19 07:00:21.839367,410.51
CONV000794,U0325,2024-01-26 03:57:58.038824,90.65
CONV002084,U0274,2024-02-11 07:35:44.000000,389.86
CONV002064,U0512,2024-01-12 08:22:51.000000,320.19
CONV002291,U0386,2024-03-25 08:29:47.000000,295.54
CONV000257,U0035,2024-02-20 19:21:02.702315,396.75
CONV001617,U0185,2024-01-11 20:24:33.000000,112.14
CONV001698,U0111,2024-02-15 19:29:48.000000,75.25
CONV002624,U0027,2024-03-01 02:43:14.000000,202.04
CONV002968,U0159,2024-01-28 02:00:40.000000,148.39
CONV002272,U0402,2024-01-14 10:36:22.000000,332.94
CONV002049,U0576,2024-01-20 23:30:49.000000,334.91
CONV001735,U0127,2024-01-12 10:09:32.000000,42.34
CONV001521,U0337,2024-03-12 14:02:14.000000,335.75
CONV003204,U0279,2024-01-18 23:00:23.000000,207.06
CONV001469,U0220,2024-03-10 12:43:49.000000,216.48
CONV000742,U0294,2024-01-18 16:03:41.799284,137.11
CONV000886,U0372,2024-01-28 21:04:55.227301,454.48
CONV000096,T0048,2024-01-08 05:10:39.776771,192.16
CONV000612,U0227,2024-03-02 21:03:36.530743,249.79
CONV001255,U0585,2024-01-07 20:53:34.076450,249.86
CONV000828,U0344,2024-02-13 05:10:08.570048,356.95
CONV000271,U0043,2024-01-29 16:12:26.076626,289.06
CONV001670,U0311,2024-02-09 19:50:50.000000,397.23
CONV001510,U0266,2024-02-27 18:06:26.000000,44.04
CONV001394,U0351,2024-03-10 08:23:50.000000,234.43
CONV001170,U0535,2024-02-12 16:41:07.072330,66.55
CONV000801,U0330,2024-03-20 20:21:20.090109,106.6
CONV001685,U0205,2024-01-04 18:12:10.000000,169.71
CONV000737,U0291,2024-02-05 09:19:45.020542,201.99
CONV003254,U0424,2024-01-30 11:34:26.000000,274.58
CONV003145,U0453,2024-02-16 09:31:13.000000,14.59
CONV003020,U0415,2024-03-25 08:45:25.000000,294.53
CONV001163,U0532,2024-01-12 20:24:55.222554,78.09
CONV001714,U0290,2024-02-01 22:44:40.000000,388.44
CONV003315,U0179,2024-02-24 23:44:55.000000,44.98
CONV003235,U0158,2024-03-03 07:23:56.000000,141.34
CONV000183,T0092,2024-03-10 05:41:26.000000,71.93
CONV002986,U0415,2024-03-19 02:27:34.000000,381.58
CONV000628,U0235,2024-03-06 19:02:51.847851,401.46
CONV000692,U0271,2024-01-07 11:36:40.511507,121.96
CONV001262,U0589,2024-02-16 02:17:27.905743,349.78
CONV000770,U0310,2024-02-25 04:17:45.325598,279.26
CONV002328,U0285,2024-01-21 19:31:31.000000,96.3
CONV000830,U0345,2024-02-28 19:19:21.307383,351.85
CONV003223,U0542,2024-02-16 20:37:25.000000,126.9
CONV002034,U0564,2024-01-26 21:12:37.000000,73.01
CONV002056,U0013,2024-02-11 02:25:55.000000,359.41
CONV001662,U0223,2024-03-12 17:01:12.000000,105.09
CONV000085,T0043,2024-03-16 22:22:26.000000,78.77
CONV000840,U0350,2024-03-23 03:57:14.073262,353.84
CONV000811,U0334,2024-03-18 02:24:24.534399,488.18
CONV003074,U0499,2024-03-09 03:34:01.000000,251.01
CONV003147,U0207,2024-03-15 15:18:52.000000,335.57
CONV000668,U0256,2024-02-13 10:19:15.150301,15.38
CONV001579,U0557,2024-02-15 03:03:22.000000,269.3
CONV003031,U0616,2024-02-05 10:25:35.000000,172.4
CONV002886,U0292,2024-01-29 04:10:04.000000,202.34
CONV002502,U0531,2024-02-19 08:57:07.000000,106.55
CONV002336,U0083,2024-03-23 14:40:58.000000,197.56
CONV002120,U0156,2024-03-14 12:00:47.000000,85.85
CONV001028,U0457,2024-02-06 01:31:43.942661,460.99
CONV001350,U0482,2024-03-10 09:21:14.606304,58.49
CONV003246,U0322,2024-01-11 09:10:40.000000,69.82
CONV000714,U0280,2024-03-18 16:32:54.017429,179.54
CONV002412,U0464,2024-01-29 07:54:39.000000,250.37
CONV000250,U0031,2024-01-06 04:43:29.065793,44.17
CONV001030,U0457,2024-03-18 14:01:15.649671,80.24
CONV001449,U0017,2024-01-21 23:24:13.000000,109.78
CONV001235,U0573,2024-02-13 23:44:36.452060,483.93
CONV000898,U0379,2024-01-27 02:00:50.735572,249.52
CONV003306,U0114,2024-01-31 02:34:41.000000,327.92
CONV001820,U0408,2024-02-22 08:42:57.000000,319.21
CONV002685,U0590,2024-02-14 01:27:06.000000,35.68
CONV003210,U0454,2024-01-07 16:33:13.000000,270.74
CONV003085,U0390,2024-02-01 04:38:36.000000,353.0
CONV000182,T0091,2024-01-25 15:15:50.541566,201.3
CONV001797,U0169,2024-02-19 19:21:41.000000,90.97
CONV002666,U0326,2024-02-07 16:37:29.000000,73.16
CONV003236,U0455,2024-03-09 20:49:16.000000,382.22
CONV002473,U0372,2024-01-10 13:38:02.000000,385.73
CONV002603,U0218,2024-02-16 17:01:47.000000,59.82
CONV001421,U0008,2024-02-23 07:47:38.000000,112.01
CONV002479,U0078,2024-03-20 16:57:13.000000,308.69
CONV002565,U0038,2024-02-25 22:41:11.000000,198.68
CONV001355,U0242,2024-03-10 09:21:37.037565,106.76
CONV002006,U0172,2024-03-31 07:12:20.000000,294.83
CONV000139,T0070,2024-02-24 16:19:50.000000,45.1
CONV002037,U0188,2024-02-11 09:43:36.000000,80.75
CONV000490,U0158,2024-02-23 16:28:03.780252,95.8
CONV002057,U0562,2024-02-25 10:27:12.000000,111.74
CONV002887,U0505,2024-02-24 22:43:35.000000,282.58
CONV001125,U0506,2024-02-02 17:59:30.363704,-95.53
CONV001666,U0255,2024-03-15 20:49:09.000000,49.25
CONV001695,U0490,2024-03-02 11:42:32.000000,87.09
CONV001541,U0139,2024-03-07 01:28:35.000000,213.9
CONV002165,U0582,2024-03-04 02:18:12.000000,39.98
CONV000539,U0182,2024-03-12 19:25:30.780772,503.29
CONV002470,U0252,2024-03-21 20:58:53.000000,366.64
CONV000824,U0342,2024-02-01 13:22:17.717828,161.77
CONV001951,U0277,2024-03-16 23:45:08.000000,108.83
CONV002581,U0209,2024-01-09 20:01:05.000000,264.29
CONV000849,U0353,2024-02-08 06:53:55.142257,123.39
CONV001737,U0301,2024-01-13 19:16:30.000000,204.74
CONV002916,U0190,2024-02-02 05:29:29.000000,238.94
CONV002613,U0196,2024-02-20 20:18:01.000000,282.46
CONV001339,U0543,2024-03-10 08:12:05.679387,43.83
CONV002259,U0163,2024-03-05 11:52:31.000000,96.52
CONV001483,U0588,2024-02-22 02:39:18.000000,328.6
CONV003076,U0365,2024-03-18 02:30:54.000000,40.13
CONV003149,U0588,2024-03-27 04:36:44.000000,161.31
CONV002109,U0024,2024-03-03 11:23:20.000000,204.88
CONV000962,U0413,2024-01-28 04:22:22.718436,47.2
CONV003177,U0608,2024-02-07 08:25:55.000000,229.21
CONV000337,U0078,2024-03-15 08:48:01.520631,333.46
CONV000964,U0413,2024-03-02 22:36:00.203670,447.52
CONV002121,U0369,2024-03-31 10:27:09.000000,102.72
CONV002439,U0337,2024-03-29 00:14:28.000000,177.21
CONV000893,U0376,2024-01-08 12:33:11.399307,94.3
CONV001831,U0349,2024-02-22 20:07:27.000000,155.49
CONV002113,U0581,2024-02-06 19:31:41.000000,319.11
CONV003084,U0417,2024-03-08 06:49:52.000000,21.64
CONV001650,U0505,2024-01-10 13:06:47.000000,71.35
CONV002791,U0365,2024-02-27 11:01:34.000000,132.39
CONV000014,T0007,2024-02-27 14:32:47.205986,202.37
CONV000799,U0329,2024-03-27 19:09:29.711098,477.46
CONV000595,U0215,2024-03-09 07:12:42.774144,142.46
CONV001635,U0581,2024-02-20 04:58:44.000000,131.85
CONV001953,U0575,2024-03-23 00:03:45.000000,332.79
CONV000012,T0006,2024-03-13 13:00:31.420436,224.9
CONV002355,U0112,2024-02-13 09:05:26.000000,398.82
CONV002180,U0186,2024-03-07 12:06:17.000000,170.0
CONV000681,U0265,2024-01-24 02:24:07.947848,242.15
CONV000533,U0178,2024-02-16 18:20:18.774419,71.14
CONV000073,T0037,2024-01-26 01:15:44.000000,34.2
CONV002705,U0098,2024-03-26 02:16:33.000000,32.31
CONV000958,U0411,2024-01-25 00:38:14.593460,169.85
CONV002885,U0227,2024-02-07 01:34:16.000000,286.11
CONV000495,U0160,2024-01-28 07:40:29.647111,269.74
CONV002908,U0132,2024-03-29 03:44:22.000000,305.05
CONV002290,U0346,2024-02-02 19:14:45.000000,22.2
CONV000844,U0352,2024-03-10 12:16:16.505243,265.59
CONV001337,U0335,2024-03-10 08:16:26.514262,63.09
CONV001404,U0424,2024-03-26 21:45:57.000000,181.38
CONV002517,U0469,2024-01-30 01:53:46.000000,42.04
CONV002009,U0181,2024-01-02 20:54:09.000000,140.88
CONV001978,U0215,2024-01-25 14:21:43.000000,105.89
CONV002433,U0619,2024-01-17 07:24:03.000000,10.44
CONV000282,U0048,2024-02-19 06:32:48.721429,112.54
CONV002646,U0214,2024-01-02 07:10:21.000000,88.71
CONV001110,U0499,2024-01-17 13:24:11.445918,497.35
CONV001128,U0508,2024-03-18 07:46:16.594338,348.07
CONV001013,U0445,2024-03-24 21:07:16.479815,216.44
CONV003213,U0574,2024-01-23 15:10:45.000000,127.65
CONV002823,U0377,2024-03-26 21:03:24.000000,348.62
CONV002163,U0216,2024-01-19 05:25:11.000000,248.22
CONV002407,U0493,2024-01-02 14:49:19.000000,179.14
CONV001771,U0368,2024-03-30 16:07:43.000000,45.24
CONV000485,U0156,2024-02-18 16:57:01.165328,503.38
CONV000028,T0014,2024-02-15 14:29:26.710999,113.15
CONV000160,T0080,2024-01-23 17:23:17.208570,173.99
CONV000785,U0319,2024-01-15 06:50:32.401073,137.05
CONV002447,U0428,2024-01-07 12:45:22.000000,160.45
CONV001085,U0487,2024-01-31 10:18:23.792613,89.22
CONV000118,T0059,2024-03-03 15:18:06.990317,113.57
CONV002270,U0155,2024-02-04 04:28:34.000000,38.1
CONV001261,U0588,2024-03-23 19:01:01.987377,353.55
CONV001250,U0581,2024-03-10 00:39:32.897283,179.57
CONV002518,U0208,2024-03-13 17:49:46.000000,269.15
CONV002038,U0276,2024-01-03 22:33:36.000000,50.39
CONV000994,U0435,2024-01-09 14:26:17.011066,272.42
CONV002922,U0084,2024-01-10 16:56:39.000000,72.61
CONV001462,U0057,2024-03-23 11:04:29.000000,167.44
CONV001165,U0532,2024-02-02 22:38:59.264353,157.06
CONV001866,U0565,2024-03-22 02:23:32.000000,44.82
CONV000219,U0012,2024-03-23 20:33:30.092933,42.3
CONV000677,U0261,2024-03-05 15:29:37.799333,244.08
CONV001287,U0600,2024-03-06 19:43:55.720390,448.76
CONV002530,U0564,2024-03-19 09:40:29.000000,334.75
CONV002223,U0160,2024-01-07 17:09:30.000000,78.42
CONV002194,U0529,2024-01-08 06:49:57.000000,223.44
CONV001748,U0254,2024-01-18 02:35:28.000000,17.73
CONV002114,U0068,2024-02-13 22:06:13.000000,116.4
CONV003131,U0458,2024-01-06 22:10:20.000000,196.59
CONV000866,U0361,2024-03-21 07:58:43.398424,42.75
CONV002085,U0317,2024-01-24 00:55:11.000000,241.16
CONV002827,U0300,2024-02-21 08:20:07.000000,348.55
CONV002451,U0206,2024-02-14 12:24:07.000000,51.91
CONV003000,U0531,2024-02-13 16:54:20.000000,241.63
CONV001173,U0537,2024-02-27 22:32:27.346061,467.35
CONV003025,U0428,2024-03-31 14:13:26.000000,94.15
CONV000550,U0187,2024-03-28 02:08:03.146619,75.77
CONV003219,U0324,2024-01-22 15:03:16.000000,296.87
CONV003226,U0410,2024-01-07 12:11:19.000000,272.94
CONV002620,U0384,2024-02-29 22:44:34.000000,97.56
CONV001470,U0342,2024-02-28 01:44:28.000000,32.4
CONV002641,U0418,2024-02-23 15:26:22.000000,155.05
CONV002538,U0293,2024-03-21 07:10:29.000000,220.28
CONV003292,U0459,2024-02-19 17:03:19.000000,167.08
CONV002147,U0232,2024-02-09 13:04:39.000000,52.14
CONV000535,U0180,2024-03-14 14:41:53.488284,489.55
CONV001151,U0523,2024-02-25 16:33:28.811379,127.46
CONV002625,U0303,2024-02-05 19:20:35.000000,225.28
CONV000921,U0391,2024-01-15 16:46:53.978673,286.64
CONV001844,U0540,2024-02-12 00:57:09.000000,166.49
CONV001610,U0245,2024-02-17 06:53:18.000000,382.84
CONV000310,U0062,2024-01-25 01:31:02.120266,97.54
CONV001537,U0185,2024-03-31 06:01:12.000000,395.35
CONV001401,U0297,2024-02-22 13:18:30.000000,58.45
CONV001303,U0608,2024-01-11 15:23:44.822742,316.93
CONV002162,U0054,2024-03-20 18:39:44.000000,122.54
CONV001376,U0150,2024-02-18 10:53:43.000000,96.13
CONV001358,U0274,2024-03-10 07:36:05.551702,37.07
CONV000283,U0048,2024-02-23 21:05:59.058893,463.74
CONV002476,U0320,2024-01-20 20:31:01.000000,163.1
CONV000848,U0353,2024-01-23 09:59:16.498673,499.69
CONV001178,U0540,2024-01-18 02:20:47.426258,275.22
CONV000325,U0070,2024-01-17 01:11:31.652543,42.86
CONV001524,U0294,2024-02-05 16:04:11.000000,232.17
CONV002819,U0084,2024-03-12 23:28:55.000000,338.66
CONV002857,U0011,2024-01-24 19:33:07.000000,191.78
CONV001060,U0474,2024-01-28 16:44:06.658233,375.59
CONV000193,T0097,2024-01-18 03:58:09.000000,55.71
CONV001519,U0452,2024-01-13 17:34:35.000000,290.79
CONV000499,U0161,2024-03-20 01:47:02.341575,305.6
CONV000573,U0202,2024-01-30 15:27:38.015491,20.61
CONV000346,U0085,2024-03-24 10:34:50.810870,-66.75
CONV001477,U0093,2024-02-12 06:33:36.000000,260.76
CONV001760,U0020,2024-02-04 07:02:29.000000,343.32
CONV003202,U0410,2024-01-19 03:50:08.000000,173.16
CONV000614,U0228,2024-02-20 06:09:03.746539,38.42
CONV000678,U0262,2024-03-06 18:25:28.263986,144.24
CONV001367,U0316,2024-03-10 08:50:23.695036,206.9
CONV001935,U0028,2024-01-18 06:42:18.000000,57.83
CONV002148,U0162,2024-03-02 10:40:54.000000,348.58
CONV001368,U0008,2024-01-04 07:16:59.000000,107.8
CONV002730,U0422,2024-02-02 06:41:25.000000,181.39
CONV002880,U0308,2024-02-26 00:19:50.000000,354.34
CONV002629,U0073,2024-01-16 04:10:42.000000,116.77
CONV001572,U0358,2024-02-08 00:37:04.000000,335.01
CONV001399,U0381,2024-02-19 09:11:30.000000,253.42
CONV001752,U0605,2024-01-27 11:39:52.000000,118.67
CONV001810,U0593,2024-03-12 03:07:34.000000,114.0
CONV000470,U0150,2024-02-07 10:43:03.240451,30.49
CONV000674,U0260,2024-02-21 14:36:04.218891,-53.6
CONV001697,U0122,2024-01-16 07:52:17.000000,244.4
CONV001389,U0286,2024-03-21 18:36:23.000000,185.61
