employee_id,business_unit_id,event_date,event_type,documented_by,notes
EMP-0304,BU-04,2024-03-15,Performance Review Meeting,MGR-BU-04-20,Continued underperformance despite prior coaching
EMP-0304,BU-04,2024-03-18,Coaching Session,MGR-BU-04-20,Pattern of missed targets across multiple weeks
EMP-0007,BU-03,2024-01-01,HR Escalation,MGR-BU-03-10,Continued underperformance despite prior coaching
EMP-0007,BU-03,2024-01-27,HR Escalation,MGR-BU-03-10,Second documented incident within the quarter
EMP-0007,BU-03,2024-02-05,HR Escalation,MGR-BU-03-10,Continued underperformance despite prior coaching
EMP-0788,BU-04,2024-02-07,Written Warning,MGR-BU-04-08,Continued underperformance despite prior coaching
EMP-0788,BU-04,2024-02-13,Performance Review Meeting,MGR-BU-04-08,Continued underperformance despite prior coaching
EMP-0052,BU-01,2024-01-17,HR Escalation,MGR-BU-01-11,Second documented incident within the quarter
EMP-0052,BU-01,2024-03-21,Coaching Session,MGR-BU-01-11,Pattern of missed targets across multiple weeks
EMP-0810,BU-01,2024-01-15,Performance Review Meeting,MGR-BU-01-15,Continued underperformance despite prior coaching
EMP-0810,BU-01,2024-03-28,Performance Review Meeting,MGR-BU-01-15,Pattern of missed targets across multiple weeks
EMP-0723,BU-02,2024-01-02,HR Escalation,MGR-BU-02-17,Continued underperformance despite prior coaching
EMP-0723,BU-02,2024-01-04,Performance Review Meeting,MGR-BU-02-17,Continued underperformance despite prior coaching
EMP-0723,BU-02,2024-02-13,Written Warning,MGR-BU-02-17,Second documented incident within the quarter
EMP-0491,BU-02,2024-01-05,Coaching Session,MGR-BU-02-03,Continued underperformance despite prior coaching
EMP-0491,BU-02,2024-03-05,Written Warning,MGR-BU-02-03,Pattern of missed targets across multiple weeks
EMP-0491,BU-02,2024-03-27,Written Warning,MGR-BU-02-03,Continued underperformance despite prior coaching
EMP-0294,BU-01,2024-02-28,HR Escalation,MGR-BU-01-15,Continued underperformance despite prior coaching
EMP-0294,BU-01,2024-03-19,HR Escalation,MGR-BU-01-15,Pattern of missed targets across multiple weeks
EMP-0628,BU-03,2024-01-18,Coaching Session,MGR-BU-03-12,Second documented incident within the quarter
EMP-0628,BU-03,2024-02-22,Coaching Session,MGR-BU-03-12,Pattern of missed targets across multiple weeks
EMP-0628,BU-03,2024-03-08,Written Warning,MGR-BU-03-12,Continued underperformance despite prior coaching
EMP-0804,BU-01,2024-02-25,Performance Review Meeting,MGR-BU-01-07,Continued underperformance despite prior coaching
EMP-0804,BU-01,2024-03-17,HR Escalation,MGR-BU-01-07,Pattern of missed targets across multiple weeks
EMP-0804,BU-01,2024-03-31,Performance Review Meeting,MGR-BU-01-07,Pattern of missed targets across multiple weeks
EMP-0869,BU-01,2024-02-02,Performance Review Meeting,MGR-BU-01-05,Continued underperformance despite prior coaching
EMP-0869,BU-01,2024-03-16,Performance Review Meeting,MGR-BU-01-05,Continued underperformance despite prior coaching
EMP-0869,BU-01,2024-03-19,Written Warning,MGR-BU-01-05,Pattern of missed targets across multiple weeks
EMP-0835,BU-02,2024-02-17,HR Escalation,MGR-BU-02-10,Second documented incident within the quarter
EMP-0835,BU-02,2024-03-18,HR Escalation,MGR-BU-02-10,Second documented incident within the quarter
EMP-0863,BU-02,2024-01-28,HR Escalation,MGR-BU-02-12,Second documented incident within the quarter
EMP-0863,BU-02,2024-02-28,Performance Review Meeting,MGR-BU-02-12,Second documented incident within the quarter
EMP-0863,BU-02,2024-03-18,Performance Review Meeting,MGR-BU-02-12,Second documented incident within the quarter
EMP-0889,BU-03,2024-02-08,HR Escalation,MGR-BU-03-04,Pattern of missed targets across multiple weeks
EMP-0889,BU-03,2024-02-23,HR Escalation,MGR-BU-03-04,Continued underperformance despite prior coaching
EMP-0889,BU-03,2024-03-16,Written Warning,MGR-BU-03-04,Pattern of missed targets across multiple weeks
EMP-0788,BU-03,2024-01-12,Performance Review Meeting,MGR-BU-03-14,Continued underperformance despite prior coaching
EMP-0788,BU-03,2024-02-13,HR Escalation,MGR-BU-03-14,Continued underperformance despite prior coaching
EMP-0788,BU-03,2024-03-19,Performance Review Meeting,MGR-BU-03-14,Second documented incident within the quarter
EMP-0956,BU-02,2024-01-03,Coaching Session,MGR-BU-02-04,Pattern of missed targets across multiple weeks
EMP-0956,BU-02,2024-02-27,Coaching Session,MGR-BU-02-04,Pattern of missed targets across multiple weeks
EMP-0956,BU-02,2024-03-12,Performance Review Meeting,MGR-BU-02-04,Continued underperformance despite prior coaching
EMP-0340,BU-03,2024-01-02,Written Warning,MGR-BU-03-12,Second documented incident within the quarter
EMP-0340,BU-03,2024-01-19,Performance Review Meeting,MGR-BU-03-12,Pattern of missed targets across multiple weeks
EMP-0644,BU-04,2024-01-25,Written Warning,MGR-BU-04-04,Pattern of missed targets across multiple weeks
EMP-0644,BU-04,2024-02-04,Performance Review Meeting,MGR-BU-04-04,Pattern of missed targets across multiple weeks
EMP-0644,BU-04,2024-03-11,Performance Review Meeting,MGR-BU-04-04,Second documented incident within the quarter
EMP-0228,BU-01,2024-02-17,Performance Review Meeting,MGR-BU-01-05,Continued underperformance despite prior coaching
EMP-0228,BU-01,2024-03-04,Written Warning,MGR-BU-01-05,Pattern of missed targets across multiple weeks
EMP-0040,BU-03,2024-01-28,Coaching Session,MGR-BU-03-03,Pattern of missed targets across multiple weeks
EMP-0040,BU-03,2024-02-11,Performance Review Meeting,MGR-BU-03-03,Continued underperformance despite prior coaching
EMP-0947,BU-01,2024-01-21,HR Escalation,MGR-BU-01-12,Continued underperformance despite prior coaching
EMP-0947,BU-01,2024-02-29,HR Escalation,MGR-BU-01-12,Pattern of missed targets across multiple weeks
EMP-0947,BU-01,2024-03-27,Coaching Session,MGR-BU-01-12,Continued underperformance despite prior coaching
EMP-0164,BU-02,2024-01-07,Written Warning,MGR-BU-02-05,Continued underperformance despite prior coaching
EMP-0164,BU-02,2024-03-11,Performance Review Meeting,MGR-BU-02-05,Second documented incident within the quarter
EMP-0281,BU-03,2024-02-08,Written Warning,MGR-BU-03-07,Second documented incident within the quarter
EMP-0281,BU-03,2024-02-09,HR Escalation,MGR-BU-03-07,Continued underperformance despite prior coaching
EMP-0798,BU-01,2024-01-06,Performance Review Meeting,MGR-BU-01-17,Second documented incident within the quarter
EMP-0798,BU-01,2024-01-15,Coaching Session,MGR-BU-01-17,Continued underperformance despite prior coaching
EMP-0798,BU-01,2024-02-27,Coaching Session,MGR-BU-01-17,Second documented incident within the quarter
EMP-0027,BU-04,2024-01-05,Performance Review Meeting,MGR-BU-04-02,Continued underperformance despite prior coaching
EMP-0027,BU-04,2024-02-22,Coaching Session,MGR-BU-04-02,Continued underperformance despite prior coaching
EMP-0027,BU-04,2024-03-31,Written Warning,MGR-BU-04-02,Pattern of missed targets across multiple weeks
EMP-0134,BU-03,2024-01-15,Written Warning,MGR-BU-03-07,Pattern of missed targets across multiple weeks
EMP-0134,BU-03,2024-02-21,Coaching Session,MGR-BU-03-07,Continued underperformance despite prior coaching
EMP-0703,BU-01,2024-01-17,HR Escalation,MGR-BU-01-17,Continued underperformance despite prior coaching
EMP-0703,BU-01,2024-03-27,HR Escalation,MGR-BU-01-17,Pattern of missed targets across multiple weeks
EMP-0636,BU-02,2024-01-30,Performance Review Meeting,MGR-BU-02-08,Pattern of missed targets across multiple weeks
EMP-0636,BU-02,2024-02-21,Written Warning,MGR-BU-02-08,Second documented incident within the quarter
EMP-0748,BU-01,2024-03-02,Performance Review Meeting,MGR-BU-01-04,Second documented incident within the quarter
EMP-0748,BU-01,2024-03-11,Performance Review Meeting,MGR-BU-01-04,Continued underperformance despite prior coaching
EMP-0748,BU-01,2024-03-28,Written Warning,MGR-BU-01-04,Second documented incident within the quarter
EMP-0993,BU-01,2024-01-31,Coaching Session,MGR-BU-01-04,Second documented incident within the quarter
EMP-0993,BU-01,2024-03-10,Performance Review Meeting,MGR-BU-01-04,Second documented incident within the quarter
EMP-0993,BU-01,2024-03-18,Performance Review Meeting,MGR-BU-01-04,Second documented incident within the quarter
EMP-0692,BU-01,2024-02-12,HR Escalation,MGR-BU-01-10,Second documented incident within the quarter
EMP-0692,BU-01,2024-03-09,Coaching Session,MGR-BU-01-10,Continued underperformance despite prior coaching
EMP-0710,BU-03,2024-02-07,Coaching Session,MGR-BU-03-05,Pattern of missed targets across multiple weeks
EMP-0710,BU-03,2024-02-29,HR Escalation,MGR-BU-03-05,Continued underperformance despite prior coaching
EMP-0793,BU-04,2024-01-06,HR Escalation,MGR-BU-04-18,Second documented incident within the quarter
EMP-0793,BU-04,2024-02-25,Coaching Session,MGR-BU-04-18,Continued underperformance despite prior coaching
EMP-0482,BU-04,2024-02-07,Written Warning,MGR-BU-04-09,Second documented incident within the quarter
EMP-0482,BU-04,2024-03-20,Performance Review Meeting,MGR-BU-04-09,Pattern of missed targets across multiple weeks
EMP-0482,BU-04,2024-03-24,Written Warning,MGR-BU-04-09,Pattern of missed targets across multiple weeks
EMP-0708,BU-01,2024-01-31,Performance Review Meeting,MGR-BU-01-12,Continued underperformance despite prior coaching
EMP-0708,BU-01,2024-03-12,HR Escalation,MGR-BU-01-12,Pattern of missed targets across multiple weeks
EMP-0708,BU-01,2024-03-15,Coaching Session,MGR-BU-01-12,Continued underperformance despite prior coaching
EMP-0255,BU-04,2024-01-15,HR Escalation,MGR-BU-04-07,Continued underperformance despite prior coaching
EMP-0255,BU-04,2024-03-27,HR Escalation,MGR-BU-04-07,Pattern of missed targets across multiple weeks
EMP-0268,BU-02,2024-01-23,HR Escalation,MGR-BU-02-07,Continued underperformance despite prior coaching
EMP-0268,BU-02,2024-01-29,Coaching Session,MGR-BU-02-07,Pattern of missed targets across multiple weeks
EMP-0268,BU-02,2024-03-11,HR Escalation,MGR-BU-02-07,Continued underperformance despite prior coaching
EMP-0769,BU-04,2024-01-31,HR Escalation,MGR-BU-04-20,Continued underperformance despite prior coaching
EMP-0769,BU-04,2024-03-09,Coaching Session,MGR-BU-04-20,Second documented incident within the quarter
EMP-0149,BU-01,2024-01-09,HR Escalation,MGR-BU-01-18,Pattern of missed targets across multiple weeks
EMP-0149,BU-01,2024-01-12,HR Escalation,MGR-BU-01-18,Continued underperformance despite prior coaching
EMP-0149,BU-01,2024-03-04,Performance Review Meeting,MGR-BU-01-18,Second documented incident within the quarter
EMP-0573,BU-02,2024-01-05,Written Warning,MGR-BU-02-18,Second documented incident within the quarter
EMP-0573,BU-02,2024-02-16,HR Escalation,MGR-BU-02-18,Second documented incident within the quarter
EMP-0573,BU-02,2024-03-03,HR Escalation,MGR-BU-02-18,Second documented incident within the quarter
EMP-0790,BU-02,2024-01-13,Written Warning,MGR-BU-02-02,Pattern of missed targets across multiple weeks
EMP-0790,BU-02,2024-03-21,HR Escalation,MGR-BU-02-02,Pattern of missed targets across multiple weeks
EMP-0753,BU-03,2024-01-25,Performance Review Meeting,MGR-BU-03-03,Pattern of missed targets across multiple weeks
EMP-0753,BU-03,2024-02-06,Coaching Session,MGR-BU-03-03,Second documented incident within the quarter
EMP-0753,BU-03,2024-03-13,Performance Review Meeting,MGR-BU-03-03,Continued underperformance despite prior coaching
EMP-0943,BU-02,2024-03-03,Written Warning,MGR-BU-02-11,Second documented incident within the quarter
EMP-0943,BU-02,2024-03-15,Coaching Session,MGR-BU-02-11,Pattern of missed targets across multiple weeks
EMP-0663,BU-02,2024-01-12,Coaching Session,MGR-BU-02-16,Pattern of missed targets across multiple weeks
EMP-0663,BU-02,2024-01-25,Coaching Session,MGR-BU-02-16,Second documented incident within the quarter
EMP-0024,BU-01,2024-01-29,HR Escalation,MGR-BU-01-19,Continued underperformance despite prior coaching
EMP-0024,BU-01,2024-03-15,Coaching Session,MGR-BU-01-19,Pattern of missed targets across multiple weeks
EMP-0719,BU-02,2024-02-19,Written Warning,MGR-BU-02-11,Continued underperformance despite prior coaching
EMP-0719,BU-02,2024-02-20,Performance Review Meeting,MGR-BU-02-11,Pattern of missed targets across multiple weeks
EMP-0908,BU-01,2024-01-24,Coaching Session,MGR-BU-01-16,Second documented incident within the quarter
EMP-0908,BU-01,2024-03-09,Written Warning,MGR-BU-01-16,Second documented incident within the quarter
EMP-0908,BU-01,2024-03-20,Coaching Session,MGR-BU-01-16,Second documented incident within the quarter
EMP-0342,BU-03,2024-01-11,Written Warning,MGR-BU-03-12,Pattern of missed targets across multiple weeks
EMP-0342,BU-03,2024-02-28,Performance Review Meeting,MGR-BU-03-12,Pattern of missed targets across multiple weeks
EMP-0342,BU-03,2024-03-24,Performance Review Meeting,MGR-BU-03-12,Second documented incident within the quarter
EMP-0084,BU-04,2024-01-16,HR Escalation,MGR-BU-04-07,Second documented incident within the quarter
EMP-0084,BU-04,2024-03-18,Coaching Session,MGR-BU-04-07,Pattern of missed targets across multiple weeks
EMP-0580,BU-01,2024-01-01,Performance Review Meeting,MGR-BU-01-06,Second documented incident within the quarter
EMP-0580,BU-01,2024-03-04,Coaching Session,MGR-BU-01-06,Continued underperformance despite prior coaching
EMP-0693,BU-04,2024-01-18,Written Warning,MGR-BU-04-02,Second documented incident within the quarter
EMP-0693,BU-04,2024-01-31,Performance Review Meeting,MGR-BU-04-02,Pattern of missed targets across multiple weeks
EMP-0716,BU-04,2024-01-28,HR Escalation,MGR-BU-04-11,Continued underperformance despite prior coaching
EMP-0716,BU-04,2024-02-08,Written Warning,MGR-BU-04-11,Second documented incident within the quarter
EMP-0023,BU-01,2024-03-03,Performance Review Meeting,MGR-BU-01-11,Second documented incident within the quarter
EMP-0023,BU-01,2024-03-12,Coaching Session,MGR-BU-01-11,Pattern of missed targets across multiple weeks
EMP-0817,BU-04,2024-01-21,Coaching Session,MGR-BU-04-16,Second documented incident within the quarter
EMP-0817,BU-04,2024-03-09,HR Escalation,MGR-BU-04-16,Second documented incident within the quarter
EMP-0817,BU-04,2024-03-27,Performance Review Meeting,MGR-BU-04-16,Pattern of missed targets across multiple weeks
EMP-0440,BU-04,2024-02-14,Coaching Session,MGR-BU-04-12,Pattern of missed targets across multiple weeks
EMP-0440,BU-04,2024-03-19,Written Warning,MGR-BU-04-12,Continued underperformance despite prior coaching
EMP-0020,BU-02,2024-02-06,Performance Review Meeting,MGR-BU-02-13,Pattern of missed targets across multiple weeks
EMP-0020,BU-02,2024-02-10,Coaching Session,MGR-BU-02-13,Continued underperformance despite prior coaching
EMP-0020,BU-02,2024-02-16,Performance Review Meeting,MGR-BU-02-13,Continued underperformance despite prior coaching
EMP-0049,BU-01,2024-02-05,Written Warning,MGR-BU-01-17,Continued underperformance despite prior coaching
EMP-0049,BU-01,2024-03-23,Coaching Session,MGR-BU-01-17,Continued underperformance despite prior coaching
EMP-0541,BU-02,2024-01-19,Performance Review Meeting,MGR-BU-02-19,Continued underperformance despite prior coaching
EMP-0541,BU-02,2024-01-20,Written Warning,MGR-BU-02-19,Pattern of missed targets across multiple weeks
EMP-0541,BU-02,2024-03-11,Written Warning,MGR-BU-02-19,Pattern of missed targets across multiple weeks
EMP-0776,BU-03,2024-01-14,Performance Review Meeting,MGR-BU-03-03,Pattern of missed targets across multiple weeks
EMP-0776,BU-03,2024-02-02,HR Escalation,MGR-BU-03-03,Continued underperformance despite prior coaching
EMP-0586,BU-03,2024-01-20,HR Escalation,MGR-BU-03-04,Pattern of missed targets across multiple weeks
EMP-0586,BU-03,2024-02-24,Coaching Session,MGR-BU-03-04,Second documented incident within the quarter
EMP-0396,BU-03,2024-01-14,Performance Review Meeting,MGR-BU-03-09,Second documented incident within the quarter
EMP-0396,BU-03,2024-01-19,HR Escalation,MGR-BU-03-09,Continued underperformance despite prior coaching
EMP-0400,BU-03,2024-01-12,Written Warning,MGR-BU-03-03,Pattern of missed targets across multiple weeks
EMP-0400,BU-03,2024-01-24,HR Escalation,MGR-BU-03-03,Second documented incident within the quarter
EMP-0400,BU-03,2024-02-10,HR Escalation,MGR-BU-03-03,Pattern of missed targets across multiple weeks
EMP-0286,BU-01,2024-03-05,HR Escalation,MGR-BU-01-15,Pattern of missed targets across multiple weeks
EMP-0286,BU-01,2024-03-28,Coaching Session,MGR-BU-01-15,Pattern of missed targets across multiple weeks
EMP-0949,BU-03,2024-01-08,Performance Review Meeting,MGR-BU-03-02,Second documented incident within the quarter
EMP-0949,BU-03,2024-02-12,Written Warning,MGR-BU-03-02,Second documented incident within the quarter
EMP-0949,BU-03,2024-02-22,Written Warning,MGR-BU-03-02,Pattern of missed targets across multiple weeks
EMP-0201,BU-03,2024-01-18,HR Escalation,MGR-BU-03-12,Continued underperformance despite prior coaching
EMP-0201,BU-03,2024-01-31,Performance Review Meeting,MGR-BU-03-12,Pattern of missed targets across multiple weeks
EMP-0201,BU-03,2024-02-04,Performance Review Meeting,MGR-BU-03-12,Continued underperformance despite prior coaching
EMP-0450,BU-01,2024-01-04,Performance Review Meeting,MGR-BU-01-20,Continued underperformance despite prior coaching
EMP-0450,BU-01,2024-03-11,HR Escalation,MGR-BU-01-20,Pattern of missed targets across multiple weeks
EMP-0450,BU-01,2024-03-29,Written Warning,MGR-BU-01-20,Pattern of missed targets across multiple weeks
EMP-0425,BU-03,2024-01-12,HR Escalation,MGR-BU-03-01,Second documented incident within the quarter
EMP-0425,BU-03,2024-01-29,Performance Review Meeting,MGR-BU-03-01,Pattern of missed targets across multiple weeks
EMP-0411,BU-04,2024-01-17,Written Warning,MGR-BU-04-09,Continued underperformance despite prior coaching
EMP-0411,BU-04,2024-02-02,Performance Review Meeting,MGR-BU-04-09,Continued underperformance despite prior coaching
EMP-0411,BU-04,2024-02-21,HR Escalation,MGR-BU-04-09,Second documented incident within the quarter
EMP-0387,BU-01,2024-01-12,Performance Review Meeting,MGR-BU-01-02,Continued underperformance despite prior coaching
EMP-0387,BU-01,2024-01-29,HR Escalation,MGR-BU-01-02,Pattern of missed targets across multiple weeks
EMP-0387,BU-01,2024-03-27,Performance Review Meeting,MGR-BU-01-02,Continued underperformance despite prior coaching
EMP-0503,BU-02,2024-01-11,HR Escalation,MGR-BU-02-18,Second documented incident within the quarter
EMP-0503,BU-02,2024-03-22,Written Warning,MGR-BU-02-18,Pattern of missed targets across multiple weeks
EMP-0743,BU-01,2024-02-05,HR Escalation,MGR-BU-01-09,Second documented incident within the quarter
EMP-0743,BU-01,2024-03-26,Coaching Session,MGR-BU-01-09,Continued underperformance despite prior coaching
EMP-0496,BU-01,2024-03-21,Performance Review Meeting,MGR-BU-01-19,Pattern of missed targets across multiple weeks
EMP-0496,BU-01,2024-03-24,Written Warning,MGR-BU-01-19,Pattern of missed targets across multiple weeks
EMP-0303,BU-04,2024-02-27,HR Escalation,MGR-BU-04-01,Second documented incident within the quarter
EMP-0303,BU-04,2024-03-22,Coaching Session,MGR-BU-04-01,Pattern of missed targets across multiple weeks
EMP-0747,BU-02,2024-01-17,HR Escalation,MGR-BU-02-08,Continued underperformance despite prior coaching
EMP-0747,BU-02,2024-01-27,Coaching Session,MGR-BU-02-08,Pattern of missed targets across multiple weeks
EMP-0747,BU-02,2024-03-05,Coaching Session,MGR-BU-02-08,Second documented incident within the quarter
EMP-0991,BU-03,2024-01-09,Written Warning,MGR-BU-03-11,Continued underperformance despite prior coaching
EMP-0991,BU-03,2024-01-19,Coaching Session,MGR-BU-03-11,Second documented incident within the quarter
EMP-0991,BU-03,2024-02-12,HR Escalation,MGR-BU-03-11,Second documented incident within the quarter
EMP-0311,BU-04,2024-01-03,Coaching Session,MGR-BU-04-19,Pattern of missed targets across multiple weeks
EMP-0311,BU-04,2024-02-06,Coaching Session,MGR-BU-04-19,Pattern of missed targets across multiple weeks
EMP-0747,BU-03,2024-01-31,Written Warning,MGR-BU-03-20,Pattern of missed targets across multiple weeks
EMP-0747,BU-03,2024-02-14,HR Escalation,MGR-BU-03-20,Pattern of missed targets across multiple weeks
EMP-0495,BU-04,2024-01-20,Written Warning,MGR-BU-04-10,Pattern of missed targets across multiple weeks
EMP-0495,BU-04,2024-02-18,Coaching Session,MGR-BU-04-10,Continued underperformance despite prior coaching
EMP-0495,BU-04,2024-03-16,Written Warning,MGR-BU-04-10,Continued underperformance despite prior coaching
EMP-0454,BU-01,2024-01-05,Written Warning,MGR-BU-01-17,Continued underperformance despite prior coaching
EMP-0454,BU-01,2024-03-30,Performance Review Meeting,MGR-BU-01-17,Continued underperformance despite prior coaching
EMP-0578,BU-02,2024-01-19,HR Escalation,MGR-BU-02-03,Second documented incident within the quarter
EMP-0578,BU-02,2024-01-27,Written Warning,MGR-BU-02-03,Continued underperformance despite prior coaching
EMP-0578,BU-02,2024-02-13,Written Warning,MGR-BU-02-03,Continued underperformance despite prior coaching
EMP-0057,BU-03,2024-02-17,Written Warning,MGR-BU-03-12,Pattern of missed targets across multiple weeks
EMP-0057,BU-03,2024-02-24,HR Escalation,MGR-BU-03-12,Pattern of missed targets across multiple weeks
EMP-0057,BU-03,2024-03-15,Coaching Session,MGR-BU-03-12,Pattern of missed targets across multiple weeks
EMP-0472,BU-04,2024-01-25,Coaching Session,MGR-BU-04-18,Second documented incident within the quarter
EMP-0472,BU-04,2024-02-03,Coaching Session,MGR-BU-04-18,Pattern of missed targets across multiple weeks
EMP-0314,BU-04,2024-02-07,HR Escalation,MGR-BU-04-13,Pattern of missed targets across multiple weeks
EMP-0314,BU-04,2024-03-16,Coaching Session,MGR-BU-04-13,Pattern of missed targets across multiple weeks
EMP-0350,BU-04,2024-01-31,Coaching Session,MGR-BU-04-16,Continued underperformance despite prior coaching
EMP-0350,BU-04,2024-02-11,Performance Review Meeting,MGR-BU-04-16,Second documented incident within the quarter
EMP-0350,BU-04,2024-03-22,Performance Review Meeting,MGR-BU-04-16,Continued underperformance despite prior coaching
EMP-0331,BU-04,2024-01-23,Performance Review Meeting,MGR-BU-04-15,Second documented incident within the quarter
EMP-0331,BU-04,2024-03-12,Coaching Session,MGR-BU-04-15,Second documented incident within the quarter
EMP-0331,BU-04,2024-03-17,HR Escalation,MGR-BU-04-15,Continued underperformance despite prior coaching
EMP-0791,BU-02,2024-02-09,Performance Review Meeting,MGR-BU-02-03,Second documented incident within the quarter
EMP-0791,BU-02,2024-03-20,Coaching Session,MGR-BU-02-03,Pattern of missed targets across multiple weeks
EMP-0587,BU-03,2024-01-03,HR Escalation,MGR-BU-03-10,Continued underperformance despite prior coaching
EMP-0587,BU-03,2024-01-15,Coaching Session,MGR-BU-03-10,Second documented incident within the quarter
EMP-0587,BU-03,2024-03-30,Coaching Session,MGR-BU-03-10,Second documented incident within the quarter
EMP-0030,BU-02,2024-02-18,HR Escalation,MGR-BU-02-12,Second documented incident within the quarter
EMP-0030,BU-02,2024-03-21,Written Warning,MGR-BU-02-12,Pattern of missed targets across multiple weeks
EMP-0866,BU-02,2024-02-07,Coaching Session,MGR-BU-02-02,Pattern of missed targets across multiple weeks
EMP-0866,BU-02,2024-02-12,Coaching Session,MGR-BU-02-02,Continued underperformance despite prior coaching
EMP-0438,BU-04,2024-01-17,Written Warning,MGR-BU-04-14,Pattern of missed targets across multiple weeks
EMP-0438,BU-04,2024-03-18,Coaching Session,MGR-BU-04-14,Second documented incident within the quarter
EMP-0861,BU-01,2024-01-13,HR Escalation,MGR-BU-01-01,Continued underperformance despite prior coaching
EMP-0861,BU-01,2024-01-17,Written Warning,MGR-BU-01-01,Continued underperformance despite prior coaching
EMP-0861,BU-01,2024-03-14,Written Warning,MGR-BU-01-01,Pattern of missed targets across multiple weeks
EMP-0610,BU-03,2024-01-12,HR Escalation,MGR-BU-03-05,Pattern of missed targets across multiple weeks
EMP-0610,BU-03,2024-03-01,Written Warning,MGR-BU-03-05,Continued underperformance despite prior coaching
EMP-0213,BU-01,2024-02-07,HR Escalation,MGR-BU-01-15,Second documented incident within the quarter
EMP-0213,BU-01,2024-03-23,Coaching Session,MGR-BU-01-15,Continued underperformance despite prior coaching
EMP-0213,BU-01,2024-03-24,Written Warning,MGR-BU-01-15,Continued underperformance despite prior coaching
EMP-0640,BU-01,2024-01-16,Performance Review Meeting,MGR-BU-01-11,Second documented incident within the quarter
EMP-0640,BU-01,2024-03-07,HR Escalation,MGR-BU-01-11,Pattern of missed targets across multiple weeks
EMP-0597,BU-01,2024-01-09,Written Warning,MGR-BU-01-18,Continued underperformance despite prior coaching
EMP-0597,BU-01,2024-01-12,HR Escalation,MGR-BU-01-18,Second documented incident within the quarter
EMP-0597,BU-01,2024-02-17,Coaching Session,MGR-BU-01-18,Pattern of missed targets across multiple weeks
EMP-0848,BU-01,2024-01-18,HR Escalation,MGR-BU-01-03,Continued underperformance despite prior coaching
EMP-0848,BU-01,2024-02-18,HR Escalation,MGR-BU-01-03,Pattern of missed targets across multiple weeks
EMP-0848,BU-01,2024-03-02,Coaching Session,MGR-BU-01-03,Pattern of missed targets across multiple weeks
EMP-0167,BU-03,2024-02-28,HR Escalation,MGR-BU-03-14,Pattern of missed targets across multiple weeks
EMP-0167,BU-03,2024-03-06,HR Escalation,MGR-BU-03-14,Second documented incident within the quarter
EMP-0899,BU-04,2024-01-26,Coaching Session,MGR-BU-04-01,Second documented incident within the quarter
EMP-0899,BU-04,2024-02-25,Coaching Session,MGR-BU-04-01,Continued underperformance despite prior coaching
EMP-0899,BU-04,2024-03-29,Performance Review Meeting,MGR-BU-04-01,Continued underperformance despite prior coaching
EMP-0887,BU-01,2024-01-22,Performance Review Meeting,MGR-BU-01-01,Continued underperformance despite prior coaching
EMP-0887,BU-01,2024-02-01,Performance Review Meeting,MGR-BU-01-01,Second documented incident within the quarter
EMP-0887,BU-01,2024-02-22,Written Warning,MGR-BU-01-01,Pattern of missed targets across multiple weeks
