gateway_id,transaction_id,merchant_id,transaction_date,amount_usd,payment_instrument_id
BRAVO,TXN-202470,MCH-034,2024-03-07 12:05:34.000000000,363.08,PMT-006907
BRAVO,TXN-200058,MCH-003,2024-03-07 12:48:43.000000000,92.04,PMT-000446
BRAVO,TXN-202829,MCH-042,2024-03-07 13:04:20.000000000,243.65,PMT-008563
BRAVO,TXN-202434,MCH-034,2024-03-07 13:18:54.000000000,85.98,PMT-006871
BRAVO,TXN-200657,MCH-015,2024-03-07 13:24:39.000000000,248.85,PMT-002904
BRAVO,TXN-200340,MCH-004,2024-03-07 13:28:47.000000000,87.18,PMT-000728
BRAVO,TXN-200866,MCH-017,2024-03-07 13:31:23.000000000,54.28,PMT-003264
BRAVO,TXN-203229,MCH-044,2024-03-07 13:42:46.000000000,162.2,PMT-008963
BRAVO,TXN-201236,MCH-018,2024-03-07 13:47:44.000000000,87.46,PMT-003634
BRAVO,TXN-203235,MCH-044,2024-03-07 13:51:10.000000000,490.41,PMT-008969
BRAVO,TXN-202501,MCH-034,2024-03-07 14:02:11.000000000,138.34,PMT-006938
BRAVO,TXN-201441,MCH-019,2024-03-07 14:07:49.000000000,119.54,PMT-003839
BRAVO,TXN-202992,MCH-043,2024-03-07 14:21:59.000000000,113.95,PMT-008726
BRAVO,TXN-200646,MCH-015,2024-03-07 14:32:15.000000000,206.66,PMT-002893
BRAVO,TXN-203067,MCH-043,2024-03-07 15:28:37.000000000,65.87,PMT-008801
BRAVO,TXN-200028,MCH-003,2024-03-07 16:08:03.000000000,163.84,PMT-000416
BRAVO,TXN-202908,MCH-042,2024-03-07 16:15:37.000000000,253.42,PMT-008642
BRAVO,TXN-203513,MCH-047,2024-03-07 17:56:22.000000000,98.7,PMT-009643
BRAVO,TXN-200258,MCH-004,2024-03-07 18:14:42.000000000,147.49,PMT-000646
BRAVO,TXN-202000,MCH-026,2024-03-07 19:37:00.000000000,110.09,PMT-005163
BRAVO,TXN-200766,MCH-015,2024-03-07 19:48:57.000000000,36.67,PMT-003013
BRAVO,TXN-201947,MCH-026,2024-03-07 19:52:08.000000000,173.48,PMT-005110
BRAVO,TXN-200761,MCH-015,2024-03-07 21:54:17.000000000,112.17,PMT-003008
BRAVO,TXN-900001,MCH-015,2024-03-07 22:04:28.000000000,180.63,PMT-003010
BRAVO,TXN-200838,MCH-015,2024-03-07 22:45:26.000000000,76.57,PMT-003085
BRAVO,TXN-200954,MCH-017,2024-03-07 23:10:26.000000000,99.65,PMT-003352
BRAVO,TXN-200465,MCH-014,2024-03-07 23:14:51.000000000,165.56,PMT-002712
BRAVO,TXN-200324,MCH-004,2024-03-07 23:29:56.000000000,60.37,PMT-000712
BRAVO,TXN-201492,MCH-020,2024-03-07 23:40:07.000000000,217.02,PMT-003890
BRAVO,TXN-200999,MCH-017,2024-03-08 00:04:32.000000000,73.53,PMT-003397
BRAVO,TXN-200669,MCH-015,2024-03-08 00:45:12.000000000,41.25,PMT-002916
BRAVO,TXN-200014,MCH-003,2024-03-08 02:17:05.000000000,56.24,PMT-000402
BRAVO,TXN-200532,MCH-014,2024-03-08 04:23:56.000000000,117.73,PMT-002779
BRAVO,TXN-200307,MCH-004,2024-03-08 04:41:04.000000000,146.64,PMT-000695
BRAVO,TXN-201153,MCH-018,2024-03-08 05:22:53.000000000,107.21,PMT-003551
BRAVO,TXN-202983,MCH-043,2024-03-08 05:47:03.000000000,129.93,PMT-008717
BRAVO,TXN-201007,MCH-017,2024-03-08 06:05:07.000000000,108.95,PMT-003405
BRAVO,TXN-200578,MCH-014,2024-03-08 08:08:20.000000000,184.54,PMT-002825
BRAVO,TXN-200313,MCH-004,2024-03-08 09:40:08.000000000,235.83,PMT-000701
BRAVO,TXN-201291,MCH-019,2024-03-08 09:53:53.000000000,100.56,PMT-003689
BRAVO,TXN-201791,MCH-025,2024-03-08 11:11:22.000000000,63.95,PMT-004954
BRAVO,TXN-200143,MCH-003,2024-03-08 11:21:20.000000000,68.01,PMT-000531
BRAVO,TXN-202584,MCH-037,2024-03-08 12:24:49.000000000,110.92,PMT-007438
BRAVO,TXN-201495,MCH-020,2024-03-08 12:28:52.000000000,56.73,PMT-003893
BRAVO,TXN-202512,MCH-034,2024-03-08 13:03:49.000000000,68.85,PMT-006949
BRAVO,TXN-203405,MCH-047,2024-03-08 13:06:47.000000000,218.9,PMT-009535
BRAVO,TXN-202174,MCH-030,2024-03-08 13:15:07.000000000,94.45,PMT-005939
BRAVO,TXN-900101,MCH-044,2024-03-08 13:46:27.000000000,331.32,PMT-009075
BRAVO,TXN-201869,MCH-025,2024-03-08 15:37:54.000000000,24.07,PMT-005032
BRAVO,TXN-201392,MCH-019,2024-03-08 16:13:07.000000000,119.46,PMT-003790
BRAVO,TXN-201740,MCH-025,2024-03-08 16:42:59.000000000,153.72,PMT-004903
BRAVO,TXN-200096,MCH-003,2024-03-08 18:03:21.000000000,83.41,PMT-000484
BRAVO,TXN-200029,MCH-003,2024-03-08 18:18:50.000000000,88.7,PMT-000417
BRAVO,TXN-201925,MCH-025,2024-03-08 18:42:51.000000000,129.6,PMT-005088
BRAVO,TXN-203223,MCH-044,2024-03-08 19:32:51.000000000,101.57,PMT-008957
BRAVO,TXN-200086,MCH-003,2024-03-08 19:39:38.000000000,118.48,PMT-000474
BRAVO,TXN-202801,MCH-042,2024-03-08 20:32:42.000000000,75.41,PMT-008535
BRAVO,TXN-201013,MCH-017,2024-03-08 22:02:12.000000000,83.4,PMT-003411
BRAVO,TXN-201874,MCH-025,2024-03-08 22:18:32.000000000,95.52,PMT-005037
BRAVO,TXN-201870,MCH-025,2024-03-08 22:21:02.000000000,213.14,PMT-005033
BRAVO,TXN-202693,MCH-037,2024-03-08 23:47:49.000000000,131.8,PMT-007547
BRAVO,TXN-200531,MCH-014,2024-03-08 23:51:51.000000000,78.54,PMT-002778
BRAVO,TXN-203071,MCH-043,2024-03-09 00:42:56.000000000,96.75,PMT-008805
BRAVO,TXN-200070,MCH-003,2024-03-09 00:50:10.000000000,266.3,PMT-000458
BRAVO,TXN-202990,MCH-043,2024-03-09 01:36:03.000000000,148.89,PMT-008724
BRAVO,TXN-200280,MCH-004,2024-03-09 01:38:54.000000000,90.82,PMT-000668
BRAVO,TXN-900091,MCH-037,2024-03-09 02:25:26.000000000,167.57,PMT-007404
BRAVO,TXN-203556,MCH-047,2024-03-09 02:54:10.000000000,74.39,PMT-009686
BRAVO,TXN-200972,MCH-017,2024-03-09 03:04:14.000000000,265.56,PMT-003370
BRAVO,TXN-202191,MCH-030,2024-03-09 03:42:23.000000000,132.37,PMT-005956
BRAVO,TXN-200321,MCH-004,2024-03-09 04:12:39.000000000,50.53,PMT-000709
BRAVO,TXN-202960,MCH-042,2024-03-09 04:16:38.000000000,98.39,PMT-008694
BRAVO,TXN-900018,MCH-043,2024-03-09 04:27:22.000000000,108.07,PMT-008806
BRAVO,TXN-202187,MCH-030,2024-03-09 04:51:19.000000000,55.61,PMT-005952
BRAVO,TXN-900084,MCH-019,2024-03-09 04:57:52.000000000,99.83,PMT-003753
BRAVO,TXN-201689,MCH-020,2024-03-09 05:06:17.000000000,194.02,PMT-004087
BRAVO,TXN-203100,MCH-043,2024-03-09 06:18:47.000000000,83.08,PMT-008834
BRAVO,TXN-202548,MCH-037,2024-03-09 06:36:32.000000000,197.44,PMT-007402
BRAVO,TXN-202376,MCH-034,2024-03-09 06:56:36.000000000,57.61,PMT-006813
BRAVO,TXN-201196,MCH-018,2024-03-09 07:05:39.000000000,79.34,PMT-003594
BRAVO,TXN-201122,MCH-018,2024-03-09 07:09:33.000000000,123.51,PMT-003520
BRAVO,TXN-200601,MCH-014,2024-03-09 07:12:21.000000000,74.55,PMT-002848
BRAVO,TXN-200020,MCH-003,2024-03-09 07:38:23.000000000,244.03,PMT-000408
BRAVO,TXN-202520,MCH-037,2024-03-09 08:44:51.000000000,211.2,PMT-007374
BRAVO,TXN-202361,MCH-034,2024-03-09 09:01:59.000000000,38.06,PMT-006798
BRAVO,TXN-200569,MCH-014,2024-03-09 09:56:03.000000000,221.03,PMT-002816
BRAVO,TXN-202986,MCH-043,2024-03-09 10:58:06.000000000,126.86,PMT-008720
BRAVO,TXN-202827,MCH-042,2024-03-09 11:24:04.000000000,80.32,PMT-008561
BRAVO,TXN-201114,MCH-018,2024-03-09 11:55:31.000000000,250.21,PMT-003512
BRAVO,TXN-200369,MCH-004,2024-03-09 12:27:14.000000000,127.58,PMT-000757
BRAVO,TXN-201027,MCH-017,2024-03-09 12:33:46.000000000,158.56,PMT-003425
BRAVO,TXN-202630,MCH-037,2024-03-09 13:36:34.000000000,69.18,PMT-007484
BRAVO,TXN-201015,MCH-017,2024-03-09 14:10:22.000000000,156.96,PMT-003413
BRAVO,TXN-202672,MCH-037,2024-03-09 14:46:10.000000000,58.17,PMT-007526
BRAVO,TXN-200749,MCH-015,2024-03-09 14:47:24.000000000,100.52,PMT-002996
BRAVO,TXN-850020,MCH-017,2024-03-09 15:56:25.105078693,209.46,PMT-VEL0005
BRAVO,TXN-200015,MCH-003,2024-03-09 16:24:05.000000000,44.33,PMT-000403
BRAVO,TXN-201443,MCH-019,2024-03-09 16:39:40.000000000,95.7,PMT-003841
BRAVO,TXN-200346,MCH-004,2024-03-09 16:47:19.000000000,87.05,PMT-000734
BRAVO,TXN-201621,MCH-020,2024-03-09 16:54:54.000000000,167.52,PMT-004019
BRAVO,TXN-850082,MCH-037,2024-03-09 18:04:47.031831240,158.38,PMT-DEC0009
BRAVO,TXN-201628,MCH-020,2024-03-09 18:15:03.000000000,86.34,PMT-004026
BRAVO,TXN-900170,MCH-025,2024-03-09 18:20:53.000000000,80.56,PMT-005004
BRAVO,TXN-201145,MCH-018,2024-03-09 18:57:05.000000000,94.17,PMT-003543
BRAVO,TXN-202101,MCH-026,2024-03-09 19:45:33.000000000,115.25,PMT-005264
BRAVO,TXN-200389,MCH-004,2024-03-09 20:41:00.000000000,124.74,PMT-000777
BRAVO,TXN-203085,MCH-043,2024-03-09 20:50:03.000000000,137.56,PMT-008819
BRAVO,TXN-202093,MCH-026,2024-03-09 21:36:40.000000000,92.69,PMT-005256
BRAVO,TXN-202503,MCH-034,2024-03-09 21:38:28.000000000,441.28,PMT-006940
BRAVO,TXN-201553,MCH-020,2024-03-09 22:25:07.000000000,164.74,PMT-003951
BRAVO,TXN-202911,MCH-042,2024-03-09 22:46:43.000000000,221.33,PMT-008645
BRAVO,TXN-202583,MCH-037,2024-03-09 23:43:03.000000000,53.38,PMT-007437
BRAVO,TXN-201884,MCH-025,2024-03-10 00:26:10.000000000,103.92,PMT-005047
BRAVO,TXN-200698,MCH-015,2024-03-10 01:07:15.000000000,233.86,PMT-002945
BRAVO,TXN-202752,MCH-042,2024-03-10 02:12:19.000000000,517.56,PMT-008486
BRAVO,TXN-200767,MCH-015,2024-03-10 02:39:27.000000000,163.59,PMT-003014
BRAVO,TXN-201965,MCH-026,2024-03-10 02:40:03.000000000,159.38,PMT-005128
BRAVO,TXN-200078,MCH-003,2024-03-10 03:31:29.000000000,106.44,PMT-000466
BRAVO,TXN-200619,MCH-014,2024-03-10 03:48:06.000000000,70.88,PMT-002866
BRAVO,TXN-202919,MCH-042,2024-03-10 04:23:14.000000000,37.47,PMT-008653
BRAVO,TXN-900115,MCH-025,2024-03-10 05:33:07.000000000,238.94,PMT-005070
BRAVO,TXN-200147,MCH-003,2024-03-10 06:02:45.000000000,198.59,PMT-000535
BRAVO,TXN-200341,MCH-004,2024-03-10 06:21:01.000000000,34.32,PMT-000729
BRAVO,TXN-203048,MCH-043,2024-03-10 06:31:00.000000000,177.14,PMT-008782
BRAVO,TXN-202484,MCH-034,2024-03-10 07:16:29.000000000,101.4,PMT-006921
BRAVO,TXN-202325,MCH-034,2024-03-10 07:28:01.000000000,81.93,PMT-006762
BRAVO,TXN-201349,MCH-019,2024-03-10 07:37:16.000000000,108.4,PMT-003747
BRAVO,TXN-900113,MCH-018,2024-03-10 08:36:58.000000000,122.86,PMT-003460
BRAVO,TXN-200584,MCH-014,2024-03-10 08:48:59.000000000,189.29,PMT-002831
BRAVO,TXN-202796,MCH-042,2024-03-10 10:25:03.000000000,148.0,PMT-008530
BRAVO,TXN-201581,MCH-020,2024-03-10 11:20:24.000000000,107.37,PMT-003979
BRAVO,TXN-203113,MCH-043,2024-03-10 11:44:33.000000000,90.04,PMT-008847
BRAVO,TXN-900164,MCH-030,2024-03-10 12:04:44.000000000,172.48,PMT-006058
BRAVO,TXN-200236,MCH-004,2024-03-10 12:56:38.000000000,158.69,PMT-000624
BRAVO,TXN-201058,MCH-018,2024-03-10 15:09:36.000000000,226.2,PMT-003456
BRAVO,TXN-202300,MCH-030,2024-03-10 15:38:40.000000000,145.39,PMT-006065
BRAVO,TXN-200230,MCH-004,2024-03-10 16:49:25.000000000,116.43,PMT-000618
BRAVO,TXN-202267,MCH-030,2024-03-10 17:25:45.000000000,112.14,PMT-006032
BRAVO,TXN-202130,MCH-030,2024-03-10 17:30:00.000000000,96.94,PMT-005895
BRAVO,TXN-200092,MCH-003,2024-03-10 17:42:25.000000000,37.2,PMT-000480
BRAVO,TXN-202927,MCH-042,2024-03-10 19:09:24.000000000,42.1,PMT-008661
BRAVO,TXN-202220,MCH-030,2024-03-10 19:19:20.000000000,61.45,PMT-005985
BRAVO,TXN-202061,MCH-026,2024-03-10 19:38:42.000000000,260.23,PMT-005224
BRAVO,TXN-201949,MCH-026,2024-03-10 20:57:31.000000000,54.29,PMT-005112
BRAVO,TXN-203136,MCH-043,2024-03-10 21:14:39.000000000,264.88,PMT-008870
BRAVO,TXN-203028,MCH-043,2024-03-10 21:52:20.000000000,65.75,PMT-008762
BRAVO,TXN-203521,MCH-047,2024-03-10 21:57:23.000000000,98.9,PMT-009651
BRAVO,TXN-201356,MCH-019,2024-03-10 22:06:58.000000000,98.73,PMT-003754
BRAVO,TXN-202307,MCH-030,2024-03-10 22:07:04.000000000,74.88,PMT-006072
BRAVO,TXN-200145,MCH-003,2024-03-10 22:43:04.000000000,143.63,PMT-000533
BRAVO,TXN-203027,MCH-043,2024-03-10 23:05:11.000000000,297.13,PMT-008761
BRAVO,TXN-200467,MCH-014,2024-03-10 23:13:04.000000000,221.01,PMT-002714
BRAVO,TXN-203410,MCH-047,2024-03-11 01:00:41.000000000,262.79,PMT-009540
BRAVO,TXN-201542,MCH-020,2024-03-11 01:03:42.000000000,150.22,PMT-003940
BRAVO,TXN-201519,MCH-020,2024-03-11 01:15:18.000000000,163.43,PMT-003917
BRAVO,TXN-202978,MCH-043,2024-03-11 02:25:52.000000000,125.07,PMT-008712
BRAVO,TXN-203243,MCH-044,2024-03-11 02:41:28.000000000,99.42,PMT-008977
BRAVO,TXN-202073,MCH-026,2024-03-11 03:49:37.000000000,189.56,PMT-005236
BRAVO,TXN-200288,MCH-004,2024-03-11 03:50:52.000000000,181.45,PMT-000676
BRAVO,TXN-202833,MCH-042,2024-03-11 04:15:28.000000000,123.9,PMT-008567
BRAVO,TXN-900150,MCH-018,2024-03-11 05:28:22.000000000,77.58,PMT-003558
BRAVO,TXN-202564,MCH-037,2024-03-11 05:33:50.000000000,162.79,PMT-007418
BRAVO,TXN-202438,MCH-034,2024-03-11 06:57:30.000000000,88.96,PMT-006875
BRAVO,TXN-200760,MCH-015,2024-03-11 07:04:50.000000000,660.85,PMT-003007
BRAVO,TXN-200633,MCH-014,2024-03-11 07:59:19.000000000,167.93,PMT-002880
BRAVO,TXN-200628,MCH-014,2024-03-11 09:22:01.000000000,50.21,PMT-002875
BRAVO,TXN-202588,MCH-037,2024-03-11 10:10:51.000000000,60.62,PMT-007442
BRAVO,TXN-900041,MCH-020,2024-03-11 10:17:10.000000000,410.91,PMT-004057
BRAVO,TXN-201821,MCH-025,2024-03-11 10:25:33.000000000,256.78,PMT-004984
BRAVO,TXN-200183,MCH-003,2024-03-11 10:48:39.000000000,45.78,PMT-000571
BRAVO,TXN-200589,MCH-014,2024-03-11 12:19:48.000000000,106.52,PMT-002836
BRAVO,TXN-201985,MCH-026,2024-03-11 13:28:17.000000000,187.82,PMT-005148
BRAVO,TXN-900141,MCH-025,2024-03-11 13:44:19.000000000,209.46,PMT-004987
BRAVO,TXN-203013,MCH-043,2024-03-11 13:53:13.000000000,139.1,PMT-008747
BRAVO,TXN-203175,MCH-043,2024-03-11 14:16:48.000000000,159.7,PMT-008909
BRAVO,TXN-201939,MCH-025,2024-03-11 15:21:46.000000000,317.76,PMT-005102
BRAVO,TXN-200504,MCH-014,2024-03-11 15:26:54.000000000,339.74,PMT-002751
BRAVO,TXN-201342,MCH-019,2024-03-11 16:20:27.000000000,65.21,PMT-003740
BRAVO,TXN-202144,MCH-030,2024-03-11 16:24:23.000000000,117.52,PMT-005909
BRAVO,TXN-201329,MCH-019,2024-03-11 16:50:01.000000000,87.3,PMT-003727
BRAVO,TXN-201210,MCH-018,2024-03-11 16:58:18.000000000,252.31,PMT-003608
BRAVO,TXN-203460,MCH-047,2024-03-11 18:28:52.000000000,165.26,PMT-009590
BRAVO,TXN-200294,MCH-004,2024-03-11 19:43:57.000000000,231.08,PMT-000682
BRAVO,TXN-200067,MCH-003,2024-03-11 20:25:01.000000000,171.59,PMT-000455
BRAVO,TXN-202414,MCH-034,2024-03-11 20:29:42.000000000,59.76,PMT-006851
BRAVO,TXN-200988,MCH-017,2024-03-11 20:43:57.000000000,89.77,PMT-003386
BRAVO,TXN-203086,MCH-043,2024-03-11 20:46:37.000000000,37.41,PMT-008820
BRAVO,TXN-202706,MCH-037,2024-03-11 21:28:01.000000000,104.79,PMT-007560
BRAVO,TXN-202010,MCH-026,2024-03-12 00:04:16.000000000,100.27,PMT-005173
BRAVO,TXN-202304,MCH-030,2024-03-12 00:13:08.000000000,121.62,PMT-006069
BRAVO,TXN-203203,MCH-044,2024-03-12 00:30:43.000000000,91.15,PMT-008937
BRAVO,TXN-201029,MCH-017,2024-03-12 00:50:05.000000000,302.37,PMT-003427
BRAVO,TXN-201962,MCH-026,2024-03-12 01:58:05.000000000,137.28,PMT-005125
BRAVO,TXN-202843,MCH-042,2024-03-12 03:02:31.000000000,149.87,PMT-008577
BRAVO,TXN-201751,MCH-025,2024-03-12 03:42:33.000000000,72.98,PMT-004914
BRAVO,TXN-201408,MCH-019,2024-03-12 04:27:13.000000000,32.3,PMT-003806
BRAVO,TXN-200367,MCH-004,2024-03-12 04:59:31.000000000,108.12,PMT-000755
BRAVO,TXN-201401,MCH-019,2024-03-12 05:09:35.000000000,231.11,PMT-003799
BRAVO,TXN-200815,MCH-015,2024-03-12 06:26:31.000000000,209.75,PMT-003062
BRAVO,TXN-201091,MCH-018,2024-03-12 06:37:37.000000000,121.25,PMT-003489
BRAVO,TXN-202347,MCH-034,2024-03-12 07:17:02.000000000,70.72,PMT-006784
BRAVO,TXN-203328,MCH-044,2024-03-12 07:35:28.000000000,101.64,PMT-009062
BRAVO,TXN-202336,MCH-034,2024-03-12 08:21:05.000000000,141.89,PMT-006773
BRAVO,TXN-201597,MCH-020,2024-03-12 08:23:04.000000000,156.33,PMT-003995
BRAVO,TXN-202324,MCH-034,2024-03-12 08:56:27.000000000,103.43,PMT-006761
BRAVO,TXN-200751,MCH-015,2024-03-12 09:05:14.000000000,123.45,PMT-002998
BRAVO,TXN-202943,MCH-042,2024-03-12 09:15:17.000000000,309.9,PMT-008677
BRAVO,TXN-201809,MCH-025,2024-03-12 10:32:23.000000000,154.56,PMT-004972
BRAVO,TXN-202469,MCH-034,2024-03-12 10:32:26.000000000,229.92,PMT-006906
BRAVO,TXN-200497,MCH-014,2024-03-12 11:16:47.000000000,221.92,PMT-002744
BRAVO,TXN-200207,MCH-003,2024-03-12 11:23:31.000000000,119.42,PMT-000595
BRAVO,TXN-201912,MCH-025,2024-03-12 11:38:49.000000000,99.08,PMT-005075
BRAVO,TXN-202400,MCH-034,2024-03-12 12:42:22.000000000,165.07,PMT-006837
BRAVO,TXN-201065,MCH-018,2024-03-12 12:53:01.000000000,96.49,PMT-003463
BRAVO,TXN-201922,MCH-025,2024-03-12 12:58:38.000000000,161.54,PMT-005085
BRAVO,TXN-200876,MCH-017,2024-03-12 13:09:54.000000000,120.07,PMT-003274
BRAVO,TXN-201708,MCH-020,2024-03-12 13:14:42.000000000,113.82,PMT-004106
BRAVO,TXN-201703,MCH-020,2024-03-12 13:35:47.000000000,44.79,PMT-004101
BRAVO,TXN-202785,MCH-042,2024-03-12 14:48:06.000000000,78.21,PMT-008519
BRAVO,TXN-201052,MCH-018,2024-03-12 16:01:27.000000000,154.57,PMT-003450
BRAVO,TXN-200395,MCH-014,2024-03-12 16:27:54.000000000,225.21,PMT-002642
BRAVO,TXN-201379,MCH-019,2024-03-12 17:15:00.000000000,70.17,PMT-003777
BRAVO,TXN-202536,MCH-037,2024-03-12 17:24:00.000000000,208.85,PMT-007390
BRAVO,TXN-203530,MCH-047,2024-03-12 17:39:42.000000000,61.38,PMT-009660
BRAVO,TXN-200436,MCH-014,2024-03-12 18:00:04.000000000,165.41,PMT-002683
BRAVO,TXN-200813,MCH-015,2024-03-12 18:28:26.000000000,112.24,PMT-003060
BRAVO,TXN-200348,MCH-004,2024-03-12 18:36:52.000000000,167.49,PMT-000736
BRAVO,TXN-202031,MCH-026,2024-03-12 18:38:53.000000000,112.95,PMT-005194
BRAVO,TXN-900068,MCH-025,2024-03-12 18:58:14.000000000,86.45,PMT-004899
BRAVO,TXN-200845,MCH-015,2024-03-12 19:18:28.000000000,225.49,PMT-003092
BRAVO,TXN-201890,MCH-025,2024-03-12 20:06:42.000000000,105.1,PMT-005053
BRAVO,TXN-200281,MCH-004,2024-03-12 20:20:53.000000000,241.67,PMT-000669
BRAVO,TXN-200530,MCH-014,2024-03-12 20:41:14.000000000,199.74,PMT-002777
BRAVO,TXN-201209,MCH-018,2024-03-12 21:03:47.000000000,80.79,PMT-003607
BRAVO,TXN-202865,MCH-042,2024-03-12 22:33:22.000000000,227.69,PMT-008599
BRAVO,TXN-201463,MCH-019,2024-03-12 22:45:42.000000000,57.99,PMT-003861
BRAVO,TXN-850005,MCH-034,2024-03-12 23:30:26.568994018,147.08,PMT-VEL0001
BRAVO,TXN-203511,MCH-047,2024-03-12 23:30:28.000000000,36.59,PMT-009641
BRAVO,TXN-200953,MCH-017,2024-03-13 01:01:56.000000000,117.3,PMT-003351
BRAVO,TXN-200527,MCH-014,2024-03-13 02:06:10.000000000,76.81,PMT-002774
BRAVO,TXN-202258,MCH-030,2024-03-13 02:26:24.000000000,92.18,PMT-006023
BRAVO,TXN-203377,MCH-044,2024-03-13 03:59:56.000000000,47.08,PMT-009111
BRAVO,TXN-202684,MCH-037,2024-03-13 05:09:45.000000000,48.72,PMT-007538
BRAVO,TXN-202473,MCH-034,2024-03-13 05:17:02.000000000,171.26,PMT-006910
BRAVO,TXN-200852,MCH-017,2024-03-13 05:47:43.000000000,95.27,PMT-003250
BRAVO,TXN-201644,MCH-020,2024-03-13 07:45:45.000000000,31.46,PMT-004042
BRAVO,TXN-202209,MCH-030,2024-03-13 08:25:17.000000000,120.58,PMT-005974
BRAVO,TXN-201499,MCH-020,2024-03-13 08:56:56.000000000,100.29,PMT-003897
BRAVO,TXN-201204,MCH-018,2024-03-13 08:57:26.000000000,54.16,PMT-003602
BRAVO,TXN-201167,MCH-018,2024-03-13 09:21:28.000000000,55.5,PMT-003565
BRAVO,TXN-900133,MCH-042,2024-03-13 11:20:07.000000000,91.17,PMT-008636
BRAVO,TXN-202089,MCH-026,2024-03-13 11:38:23.000000000,93.6,PMT-005252
BRAVO,TXN-201287,MCH-019,2024-03-13 12:00:49.000000000,58.49,PMT-003685
BRAVO,TXN-203232,MCH-044,2024-03-13 12:29:03.000000000,112.61,PMT-008966
BRAVO,TXN-202892,MCH-042,2024-03-13 12:32:35.000000000,288.68,PMT-008626
BRAVO,TXN-200638,MCH-015,2024-03-13 12:51:56.000000000,77.22,PMT-002885
BRAVO,TXN-202086,MCH-026,2024-03-13 13:15:41.000000000,86.93,PMT-005249
BRAVO,TXN-200962,MCH-017,2024-03-13 15:06:02.000000000,267.54,PMT-003360
BRAVO,TXN-200898,MCH-017,2024-03-13 15:10:01.000000000,66.74,PMT-003296
BRAVO,TXN-202383,MCH-034,2024-03-13 15:29:49.000000000,124.38,PMT-006820
BRAVO,TXN-203039,MCH-043,2024-03-13 15:35:28.000000000,216.34,PMT-008773
BRAVO,TXN-203172,MCH-043,2024-03-13 15:38:22.000000000,57.67,PMT-008906
BRAVO,TXN-202612,MCH-037,2024-03-13 16:03:54.000000000,179.86,PMT-007466
BRAVO,TXN-201367,MCH-019,2024-03-13 16:27:49.000000000,163.49,PMT-003765
BRAVO,TXN-200276,MCH-004,2024-03-13 17:06:36.000000000,112.39,PMT-000664
BRAVO,TXN-201180,MCH-018,2024-03-13 17:55:02.000000000,281.02,PMT-003578
BRAVO,TXN-201530,MCH-020,2024-03-13 18:03:38.000000000,76.46,PMT-003928
BRAVO,TXN-200177,MCH-003,2024-03-13 18:06:37.000000000,140.85,PMT-000565
BRAVO,TXN-202776,MCH-042,2024-03-13 18:18:20.000000000,190.83,PMT-008510
BRAVO,TXN-202335,MCH-034,2024-03-13 19:33:25.000000000,64.23,PMT-006772
BRAVO,TXN-201421,MCH-019,2024-03-13 20:11:53.000000000,96.91,PMT-003819
BRAVO,TXN-202800,MCH-042,2024-03-13 20:15:14.000000000,30.64,PMT-008534
BRAVO,TXN-200526,MCH-014,2024-03-13 20:54:47.000000000,134.12,PMT-002773
BRAVO,TXN-200495,MCH-014,2024-03-13 22:21:49.000000000,55.74,PMT-002742
BRAVO,TXN-201953,MCH-026,2024-03-13 23:39:21.000000000,95.92,PMT-005116
BRAVO,TXN-200064,MCH-003,2024-03-14 00:00:44.000000000,112.61,PMT-000452
BRAVO,TXN-201016,MCH-017,2024-03-14 00:07:55.000000000,76.98,PMT-003414
BRAVO,TXN-202734,MCH-037,2024-03-14 00:13:46.000000000,63.0,PMT-007588
BRAVO,TXN-200228,MCH-004,2024-03-14 00:20:47.000000000,285.79,PMT-000616
BRAVO,TXN-201717,MCH-020,2024-03-14 00:33:21.000000000,98.44,PMT-004115
BRAVO,TXN-900054,MCH-025,2024-03-14 00:38:15.000000000,138.67,PMT-004983
BRAVO,TXN-202151,MCH-030,2024-03-14 00:58:12.000000000,256.58,PMT-005916
BRAVO,TXN-202409,MCH-034,2024-03-14 02:35:26.000000000,101.68,PMT-006846
BRAVO,TXN-201208,MCH-018,2024-03-14 02:45:46.000000000,213.59,PMT-003606
BRAVO,TXN-203192,MCH-044,2024-03-14 03:57:49.000000000,256.23,PMT-008926
BRAVO,TXN-203361,MCH-044,2024-03-14 05:07:48.000000000,129.3,PMT-009095
BRAVO,TXN-203264,MCH-044,2024-03-14 05:44:23.000000000,142.49,PMT-008998
BRAVO,TXN-202690,MCH-037,2024-03-14 06:22:01.000000000,74.6,PMT-007544
BRAVO,TXN-202337,MCH-034,2024-03-14 06:37:56.000000000,149.88,PMT-006774
BRAVO,TXN-201418,MCH-019,2024-03-14 07:00:09.000000000,238.02,PMT-003816
BRAVO,TXN-200303,MCH-004,2024-03-14 07:06:40.000000000,153.7,PMT-000691
BRAVO,TXN-200330,MCH-004,2024-03-14 07:11:09.000000000,64.53,PMT-000718
BRAVO,TXN-201704,MCH-020,2024-03-14 08:01:12.000000000,92.65,PMT-004102
BRAVO,TXN-200624,MCH-014,2024-03-14 08:15:58.000000000,160.52,PMT-002871
BRAVO,TXN-200132,MCH-003,2024-03-14 09:25:48.000000000,139.22,PMT-000520
BRAVO,TXN-203217,MCH-044,2024-03-14 09:41:56.000000000,78.9,PMT-008951
