shift_id,employee_id,shift_start,shift_end,break_minutes,zone_code,supervisor_id,job_code,work_order_id,schedule_type,assigned_at
S013105,E0185,2024-02-13 06:57:00,2024-02-13 14:09:59,45,ZONE-B,E0159,Load-er,WO0014,flex,2024-02-12 17:57:00
S013106,E0185,2024-02-14 10:13:00,2024-02-14 18:40:07,30,ZONE-C,E0180,picker,WO0016,regular,2024-02-13 21:13:00
S013107,E0185,2024-02-17 14:31:00,2024-02-17 21:11:31,45,ZONE-D,E0180,picker,WO0014,regular,2024-02-17 01:31:00
S013108,E0185,2024-02-21 11:28:00,2024-02-21 21:15:22,45,ZONE-D,E0155,LOADER,WO0016,regular,2024-02-20 02:13:36
S013109,E0185,2024-02-22 09:56:00,2024-02-22 17:26:43,45,ZONE-A,E0158,Load-er,WO0014,flex,2024-02-19 17:50:39
S013110,E0185,2024-02-23 15:38:00,2024-02-24 00:04:47,30,ZONE-B,E0175,scan_ner,WO0016,on_call,2024-02-22 14:02:37
S013111,E0185,2024-02-25 10:32:00,2024-02-25 18:47:37,45,ZONE-D,E0178,loader,WO0016,regular,2024-02-24 04:26:45
S013112,E0185,2024-02-27 11:33:00,2024-02-27 18:39:31,45,ZONE-B,E0179,PICKER,WO0015,regular,2024-02-26 04:38:30
S013113,E0185,2024-02-28 10:48:00,2024-02-28 20:39:07,30,ZONE-D,E0170,LOADER,WO0016,regular,2024-02-27 21:48:00
S013114,E0185,2024-02-29 09:51:00,2024-02-29 19:04:00,30,ZONE-D,E0161,load_er,WO0013,regular,2024-02-19 14:33:08
S013115,E0185,2024-03-02 15:32:00,2024-03-02 23:04:00,0,ZONE-D,E0154,Super-visor,WO0016,flex,2024-02-26 11:18:39
S013116,E0185,2024-03-03 15:48:00,2024-03-03 22:46:05,45,ZONE-D,E0151,scanner,WO0013,regular,2024-03-01 09:08:39
S013117,E0185,2024-03-05 10:17:00,2024-03-05 19:02:41,30,ZONE-B,E0161,Scan-ner,WO0014,regular,2024-03-02 06:30:15
S013118,E0185,2024-03-06 12:30:00,2024-03-06 21:33:58,45,ZONE-C,E0154,LOADER,WO0015,regular,2024-03-04 03:05:51
S013119,E0185,2024-03-07 07:00:00,2024-03-07 16:33:28,45,ZONE-A,E0173,load_er,WO0014,regular,2024-02-27 04:02:37
S013120,E0185,2024-03-09 11:28:00,2024-03-09 18:05:27,0,ZONE-A,E0151,pick_er,WO0016,regular,2024-03-08 22:28:00
S013121,E0185,2024-03-10 13:26:00,2024-03-10 20:27:11,30,ZONE-A,E0163,Pick-er,WO0016,regular,2024-03-06 23:52:17
S013122,E0185,2024-03-11 21:55:00,2024-03-12 07:23:11,0,ZONE-B,E0162,loader,WO0013,flex,2024-03-10 18:16:43
S013123,E0185,2024-03-12 12:02:00,2024-03-12 19:02:31,45,ZONE-B,E0171,Pick-er,WO0014,flex,2024-03-10 13:45:55
S013124,E0185,2024-03-13 13:43:00,2024-03-13 20:41:27,30,ZONE-B,E0160,picker,WO0013,regular,2024-03-07 08:05:14
S013125,E0185,2024-03-14 14:53:00,2024-03-15 00:11:56,30,ZONE-B,E0173,picker,WO0015,regular,2024-03-12 12:59:08
S013126,E0185,2024-03-16 23:03:00,2024-03-17 08:23:27,30,ZONE-C,E0161,picker,WO0014,regular,2024-03-14 15:46:32
S013127,E0185,2024-03-19 11:46:00,2024-03-19 21:12:08,45,ZONE-A,E0180,SCANNER,WO0015,regular,2024-03-18 22:46:00
S013128,E0185,2024-03-20 12:05:00,2024-03-20 21:47:52,30,ZONE-C,E0174,Pick-er,WO0013,regular,2024-03-14 22:44:34
S013129,E0185,2024-03-21 08:24:00,2024-03-21 16:15:05,0,ZONE-C,E0174,PICKER,WO0016,regular,2024-03-20 19:24:00
S013130,E0185,2024-03-22 07:02:00,2024-03-22 13:42:35,30,ZONE-D,E0158,scan_ner,WO0013,flex,2024-03-21 18:02:00
S013131,E0185,2024-03-23 22:42:00,2024-03-24 06:08:11,30,ZONE-B,E0188,pick_er,WO0015,regular,2024-03-23 09:42:00
S013132,E0185,2024-03-24 15:53:00,2024-03-25 00:29:24,45,ZONE-D,E0182,Pick-er,WO0015,regular,2024-03-17 20:43:36
S013133,E0185,2024-03-25 15:29:00,2024-03-25 23:40:29,30,ZONE-A,E0178,Pick-er,WO0013,regular,2024-03-25 02:29:00
S013134,E0185,2024-03-26 22:33:00,2024-03-27 06:24:19,30,ZONE-B,E0159,loader,WO0015,regular,2024-03-26 09:33:00
S013135,E0185,2024-03-27 11:43:00,2024-03-27 19:59:40,30,ZONE-B,E0159,Load-er,WO0016,regular,2024-03-22 14:39:32
S013136,E0185,2024-03-28 09:05:00,2024-03-28 18:54:38,30,ZONE-C,E0179,PICKER,WO0013,regular,2024-03-27 20:05:00
S013137,E0185,2024-03-29 14:40:00,2024-03-29 22:10:05,30,ZONE-B,E0154,scan_ner,WO0014,flex,2024-03-25 20:39:38
S013138,E0185,2024-03-30 14:11:00,2024-03-30 21:05:40,30,ZONE-B,E0167,SCANNER,WO0015,regular,2024-03-30 01:11:00
S013139,E0185,2024-03-31 08:52:00,2024-03-31 15:23:36,0,ZONE-A,E0158,Pick-er,WO0015,regular,2024-03-30 15:24:16
S013140,E0186,2024-01-01 07:50:00,2024-01-01 16:17:12,30,ZONE-C,E0187,scanner,WO0016,regular,2023-12-31 18:50:00
S013141,E0186,2024-01-02 13:30:00,2024-01-02 20:41:54,45,ZONE-D,E0169,Load-er,WO0016,regular,2023-12-31 09:12:12
S013142,E0186,2024-01-03 12:13:00,2024-01-03 20:48:32,0,ZONE-C,E0177,loader,WO0015,regular,2023-12-30 09:16:48
S013143,E0186,2024-01-04 08:35:00,2024-01-04 16:45:22,30,ZONE-D,E0185,LOADER,WO0015,regular,2024-01-02 18:15:26
S013144,E0186,2024-01-05 15:56:00,2024-01-06 01:19:13,45,ZONE-C,E0187,PICKER,WO0014,on_call,2024-01-04 17:14:45
S013145,E0186,2024-01-07 13:32:00,2024-01-07 22:30:54,30,ZONE-B,E0187,LOADER,WO0015,regular,2023-12-29 23:34:12
S013146,E0186,2024-01-08 09:58:00,2024-01-08 16:58:40,30,ZONE-A,E0174,Load-er,WO0013,regular,2024-01-06 14:09:58
S013147,E0186,2024-01-09 13:31:00,2024-01-09 23:28:00,30,ZONE-C,E0169,load_er,WO0013,regular,2024-01-06 04:57:45
S013148,E0186,2024-01-12 10:17:00,2024-01-12 17:41:33,30,ZONE-A,E0162,SCANNER,WO0014,regular,2024-01-11 12:27:46
S013149,E0186,2024-01-13 08:41:00,2024-01-13 18:16:09,45,ZONE-C,E0174,load_er,WO0016,regular,2024-01-05 12:59:51
S013150,E0186,2024-01-14 10:05:00,2024-01-14 17:48:23,30,ZONE-A,E0178,Pick-er,WO0016,flex,2024-01-13 21:05:00
S013151,E0186,2024-01-15 14:43:00,2024-01-15 23:43:52,30,ZONE-B,E0153,picker,WO0015,regular,2024-01-13 17:23:39
S013152,E0186,2024-01-16 22:16:00,2024-01-17 06:57:28,30,ZONE-D,E0176,pick_er,WO0015,regular,2024-01-13 16:24:56
S013153,E0186,2024-01-18 08:38:00,2024-01-18 18:19:33,45,ZONE-D,E0154,load_er,WO0016,regular,2024-01-13 07:32:45
S013154,E0186,2024-01-19 08:09:00,2024-01-19 15:11:50,30,ZONE-C,E0152,Super-visor,WO0013,regular,2024-01-18 03:17:18
S013155,E0186,2024-01-20 06:48:00,2024-01-20 13:38:43,45,ZONE-D,E0157,scanner,WO0013,regular,2024-01-18 18:25:47
S013156,E0186,2024-01-21 08:06:00,2024-01-21 14:45:01,30,ZONE-C,E0167,Scan-ner,WO0014,regular,2024-01-20 08:02:34
S013157,E0186,2024-01-22 12:04:00,2024-01-22 19:56:03,45,ZONE-D,E0189,Scan-ner,WO0016,regular,2024-01-21 23:04:00
S013158,E0186,2024-01-23 11:51:00,2024-01-23 18:38:07,30,ZONE-C,E0162,loader,WO0013,regular,2024-01-22 20:22:14
S013159,E0186,2024-01-24 14:02:00,2024-01-24 22:55:43,0,ZONE-A,E0187,Load-er,WO0014,on_call,2024-01-21 10:54:47
S013160,E0186,2024-01-25 13:16:00,2024-01-25 20:19:24,45,ZONE-D,E0153,Super-visor,WO0014,regular,2024-01-17 16:04:14
S013161,E0186,2024-01-26 23:47:00,2024-01-27 07:52:26,45,ZONE-C,E0173,scanner,WO0013,regular,2024-01-26 10:47:00
S013162,E0186,2024-01-29 06:55:00,2024-01-29 14:05:09,30,ZONE-A,E0179,scan_ner,WO0013,regular,2024-01-28 16:33:56
S013163,E0186,2024-01-30 15:10:00,2024-01-31 00:27:29,30,ZONE-C,E0163,scan_ner,WO0013,regular,2024-01-29 21:05:19
S013164,E0186,2024-02-01 09:50:00,2024-02-01 18:42:07,30,ZONE-A,E0175,PICKER,WO0015,regular,2024-01-31 20:50:00
S013165,E0186,2024-02-04 12:27:00,2024-02-04 20:03:43,30,ZONE-D,E0170,picker,WO0013,regular,2024-02-03 22:07:54
S013166,E0186,2024-02-05 10:30:00,2024-02-05 18:07:25,45,ZONE-A,E0152,scan_ner,WO0015,on_call,2024-01-26 10:30:00
S013167,E0186,2024-02-06 08:43:00,2024-02-06 16:21:58,30,ZONE-B,E0154,Scan-ner,WO0014,regular,2024-01-29 15:14:48
S013168,E0186,2024-02-07 07:56:00,2024-02-07 14:36:59,30,ZONE-B,E0182,PICKER,WO0015,flex,2024-02-06 03:20:29
S013169,E0186,2024-02-08 08:44:00,2024-02-08 17:22:21,30,ZONE-B,E0171,Super-visor,WO0015,regular,2024-02-04 10:45:44
S013170,E0186,2024-02-10 09:39:00,2024-02-10 18:14:49,30,ZONE-D,E0161,SCANNER,WO0013,regular,2024-02-08 06:34:35
S013171,E0186,2024-02-11 07:41:00,2024-02-11 17:27:30,30,ZONE-D,E0158,picker,WO0015,regular,2024-02-09 07:33:23
S013172,E0186,2024-02-12 06:07:00,2024-02-12 14:06:05,30,ZONE-A,E0152,Pick-er,WO0014,regular,2024-02-06 11:08:10
S013173,E0186,2024-02-13 22:37:00,2024-02-14 06:16:36,30,ZONE-A,E0186,Scan-ner,WO0013,regular,2024-02-11 12:00:58
S013174,E0186,2024-02-14 09:34:00,2024-02-14 18:39:03,30,ZONE-D,E0170,supervisor,WO0015,regular,2024-02-12 02:14:37
S013175,E0186,2024-02-16 15:17:00,2024-02-17 00:45:00,0,ZONE-A,E0177,scan_ner,WO0013,flex,2024-02-14 15:45:39
S013176,E0186,2024-02-19 06:32:00,2024-02-19 15:52:46,45,ZONE-B,E0185,Pick-er,WO0016,regular,2024-02-17 14:34:48
S013177,E0186,2024-02-21 11:01:00,2024-02-21 20:13:07,45,ZONE-C,E0173,Scan-ner,WO0014,regular,2024-02-18 02:41:40
S013178,E0186,2024-02-22 06:31:00,2024-02-22 16:18:03,30,ZONE-B,E0156,SCANNER,WO0016,regular,2024-02-21 08:40:33
S013179,E0186,2024-02-23 09:01:00,2024-02-23 17:54:27,45,ZONE-B,E0182,Supervisor,WO0016,regular,2024-02-18 08:56:46
S013180,E0186,2024-02-24 09:56:00,2024-02-24 18:27:31,45,ZONE-D,E0162,scanner,WO0014,on_call,2024-02-23 02:14:57
S013181,E0186,2024-02-25 15:59:00,2024-02-26 00:45:27,30,ZONE-D,E0175,LOADER,WO0014,regular,2024-02-22 02:21:06
S013182,E0186,2024-02-26 10:37:00,2024-02-26 17:13:53,30,ZONE-D,E0167,loader,WO0014,regular,2024-02-22 04:01:00
S013183,E0186,2024-02-27 13:07:00,2024-02-27 20:21:07,30,ZONE-A,E0183,Scan-ner,WO0015,flex,2024-02-24 03:07:24
S013184,E0186,2024-02-29 11:30:00,2024-02-29 20:34:14,30,ZONE-D,E0165,SCANNER,WO0016,regular,2024-02-19 11:30:00
S013185,E0186,2024-03-01 14:35:00,2024-03-01 23:29:52,30,ZONE-A,E0151,Supervisor,WO0013,regular,2024-02-25 19:35:14
S013186,E0186,2024-03-03 09:27:00,2024-03-03 18:32:25,30,ZONE-D,E0161,Scan-ner,WO0013,regular,2024-03-01 05:47:40
S013187,E0186,2024-03-04 21:40:00,2024-03-05 06:16:58,0,ZONE-C,E0155,scan_ner,WO0013,regular,2024-03-04 07:00:44
S013188,E0186,2024-03-05 13:57:00,2024-03-05 21:05:19,30,ZONE-C,E0170,PICKER,WO0014,flex,2024-02-26 09:08:09
S013189,E0186,2024-03-06 11:00:00,2024-03-06 20:48:17,45,ZONE-D,E0178,scan_ner,WO0016,regular,2024-03-05 22:00:00
S013190,E0186,2024-03-07 12:51:00,2024-03-07 20:44:33,45,ZONE-D,E0152,scanner,WO0013,regular,2024-03-05 04:20:43
S013191,E0186,2024-03-09 09:19:00,2024-03-09 18:16:37,30,ZONE-D,E0156,pick_er,WO0016,regular,2024-03-07 19:06:55
S013192,E0186,2024-03-10 11:52:00,2024-03-10 19:47:56,45,ZONE-B,E0180,SCANNER,WO0014,regular,2024-03-07 12:09:22
S013193,E0186,2024-03-11 13:14:00,2024-03-11 22:27:13,30,ZONE-D,E0184,SCANNER,WO0013,regular,2024-03-11 00:14:00
S013194,E0186,2024-03-12 10:03:00,2024-03-12 19:50:25,30,ZONE-A,E0163,picker,WO0016,regular,2024-03-11 06:39:02
S013195,E0186,2024-03-13 21:52:00,2024-03-14 06:11:31,30,ZONE-A,E0173,Load-er,WO0014,regular,2024-03-13 08:52:00
S013196,E0186,2024-03-14 21:05:00,2024-03-15 05:45:53,30,ZONE-C,E0174,scan_ner,WO0013,on_call,2024-03-09 21:30:31
S013197,E0186,2024-03-17 07:09:00,2024-03-17 16:29:29,45,ZONE-C,E0153,PICKER,WO0016,regular,2024-03-16 11:20:33
S013198,E0186,2024-03-18 14:18:00,2024-03-18 22:42:30,30,ZONE-B,E0182,SCANNER,WO0014,regular,2024-03-18 01:18:00
S013199,E0186,2024-03-19 12:57:00,2024-03-19 22:16:40,30,ZONE-C,E0152,scanner,WO0013,regular,2024-03-17 14:30:57
S013200,E0186,2024-03-20 07:47:00,2024-03-20 16:39:21,30,ZONE-B,E0165,Supervisor,WO0015,flex,2024-03-19 18:47:00
S013201,E0186,2024-03-21 07:44:00,2024-03-21 14:45:28,30,ZONE-B,E0180,SCANNER,WO0013,flex,2024-03-12 14:35:34
S013202,E0186,2024-03-22 12:04:00,2024-03-22 19:33:40,0,ZONE-A,E0173,Pick-er,WO0014,regular,2024-03-21 14:03:43
S013203,E0186,2024-03-23 12:17:00,2024-03-23 22:07:15,30,ZONE-D,E0180,Pick-er,WO0014,regular,2024-03-16 18:07:00
S013204,E0186,2024-03-24 07:17:00,2024-03-24 14:50:58,30,ZONE-B,E0155,pick_er,WO0014,regular,2024-03-15 16:09:07
S013205,E0186,2024-03-25 06:17:00,2024-03-25 14:07:37,30,ZONE-B,E0165,SCANNER,WO0014,regular,2024-03-19 21:37:52
S013206,E0186,2024-03-27 06:48:00,2024-03-27 16:40:38,30,ZONE-A,E0173,Supervisor,WO0013,regular,2024-03-26 05:10:46
S013207,E0186,2024-03-28 13:17:00,2024-03-28 20:12:15,0,ZONE-D,E0169,PICKER,WO0016,regular,2024-03-27 15:10:16
S013208,E0186,2024-03-29 10:47:00,2024-03-29 18:14:28,30,ZONE-A,E0183,Scan-ner,WO0015,regular,2024-03-28 21:47:00
S013209,E0186,2024-03-31 11:03:00,2024-03-31 19:46:44,45,ZONE-D,E0189,Scan-ner,WO0014,flex,2024-03-30 04:26:24
S013210,E0187,2024-01-01 10:43:00,2024-01-01 17:38:39,30,ZONE-C,E0155,Scan-ner,WO0013,regular,2023-12-22 10:43:00
S013211,E0187,2024-01-02 08:33:00,2024-01-02 16:54:18,30,ZONE-D,E0154,pick_er,WO0016,regular,2023-12-29 15:06:51
S013212,E0187,2024-01-03 13:33:00,2024-01-03 22:29:21,30,ZONE-D,E0177,Pick-er,WO0015,on_call,2024-01-01 23:15:08
S013213,E0187,2024-01-05 22:15:00,2024-01-06 05:22:44,30,ZONE-B,E0159,Load-er,WO0014,flex,2024-01-04 13:16:12
S013214,E0187,2024-01-06 11:37:00,2024-01-06 21:08:00,30,ZONE-C,E0182,PICKER,WO0013,regular,2024-01-05 22:37:00
S013215,E0187,2024-01-07 08:34:00,2024-01-07 15:40:55,0,ZONE-A,E0190,scanner,WO0016,regular,2024-01-05 09:03:26
S013216,E0187,2024-01-08 12:29:00,2024-01-08 21:10:29,30,ZONE-A,E0170,scan_ner,WO0014,regular,2024-01-07 21:48:30
S013217,E0187,2024-01-09 08:17:00,2024-01-09 17:02:46,30,ZONE-D,E0153,scanner,WO0015,regular,2024-01-03 22:06:32
S013218,E0187,2024-01-10 11:24:00,2024-01-10 20:03:42,30,ZONE-D,E0172,load_er,WO0013,regular,2024-01-07 19:49:30
S013219,E0187,2024-01-11 11:41:00,2024-01-11 21:09:57,30,ZONE-A,E0153,Scan-ner,WO0014,flex,2024-01-09 08:29:47
S013220,E0187,2024-01-13 07:29:00,2024-01-13 15:13:08,0,ZONE-B,E0151,pick_er,WO0016,regular,2024-01-10 20:48:20
S013221,E0187,2024-01-14 08:33:00,2024-01-14 16:50:55,30,ZONE-C,E0189,picker,WO0013,regular,2024-01-07 10:45:29
S013222,E0187,2024-01-16 14:27:00,2024-01-16 21:33:27,30,ZONE-B,E0172,scanner,WO0015,regular,2024-01-15 07:10:50
S013223,E0187,2024-01-17 11:21:00,2024-01-17 19:39:37,30,ZONE-A,E0162,load_er,WO0013,regular,2024-01-15 23:27:38
S013224,E0187,2024-01-18 10:43:00,2024-01-18 19:04:41,30,ZONE-B,E0172,loader,WO0015,flex,2024-01-14 13:46:42
S013225,E0187,2024-01-19 12:32:00,2024-01-19 22:28:13,0,ZONE-D,E0175,LOADER,WO0013,flex,2024-01-18 23:32:00
S013226,E0187,2024-01-21 08:01:00,2024-01-21 16:37:20,0,ZONE-A,E0189,Scan-ner,WO0015,regular,2024-01-19 19:17:39
S013227,E0187,2024-01-23 08:55:00,2024-01-23 18:10:25,0,ZONE-A,E0156,scanner,WO0014,regular,2024-01-21 23:54:07
S013228,E0187,2024-01-24 08:12:00,2024-01-24 15:29:18,30,ZONE-B,E0156,Load-er,WO0015,regular,2024-01-14 08:12:00
S013229,E0187,2024-01-25 21:57:00,2024-01-26 05:13:52,0,ZONE-C,E0174,scanner,WO0015,regular,2024-01-23 11:20:16
S013230,E0187,2024-01-26 06:40:00,2024-01-26 16:09:54,30,ZONE-D,E0176,picker,WO0013,regular,2024-01-24 18:00:10
S013231,E0187,2024-01-27 12:32:00,2024-01-27 21:39:53,45,ZONE-D,E0163,scanner,WO0016,regular,2024-01-26 09:58:40
S013232,E0187,2024-01-29 10:44:00,2024-01-29 17:20:54,45,ZONE-D,E0155,PICKER,WO0013,regular,2024-01-27 07:23:57
S013233,E0187,2024-01-31 06:54:00,2024-01-31 16:20:39,30,ZONE-D,E0172,loader,WO0014,regular,2024-01-30 01:10:49
S013234,E0187,2024-02-01 12:00:00,2024-02-01 18:50:50,0,ZONE-C,E0184,load_er,WO0015,regular,2024-01-29 05:10:34
S013235,E0187,2024-02-02 11:58:00,2024-02-02 18:34:34,30,ZONE-D,E0180,loader,WO0013,flex,2024-01-31 00:03:01
S013236,E0187,2024-02-03 14:28:00,2024-02-03 22:42:13,30,ZONE-C,E0173,picker,WO0014,regular,2024-02-01 19:35:07
S013237,E0187,2024-02-04 07:12:00,2024-02-04 15:54:18,30,ZONE-C,E0189,SCANNER,WO0015,regular,2024-01-28 14:20:14
S013238,E0187,2024-02-05 15:27:00,2024-02-06 00:41:22,30,ZONE-A,E0183,Load-er,WO0016,regular,2024-02-05 02:27:00
S013239,E0187,2024-02-06 11:32:00,2024-02-06 20:50:12,30,ZONE-D,E0171,scan_ner,WO0016,regular,2024-02-05 22:23:04
S013240,E0187,2024-02-07 22:31:00,2024-02-08 07:13:21,45,ZONE-A,E0154,PICKER,WO0016,regular,2024-02-05 02:06:27
S013241,E0187,2024-02-08 11:15:00,2024-02-08 18:04:05,30,ZONE-D,E0185,scan_ner,WO0016,regular,2024-02-07 09:58:07
S013242,E0187,2024-02-09 14:17:00,2024-02-10 00:03:37,30,ZONE-D,E0159,Load-er,WO0013,regular,2024-02-09 01:17:00
S013243,E0187,2024-02-10 12:16:00,2024-02-10 20:59:50,0,ZONE-D,E0160,pick_er,WO0015,regular,2024-02-05 11:49:14
S013244,E0187,2024-02-11 14:21:00,2024-02-11 22:48:58,30,ZONE-C,E0172,picker,WO0016,regular,2024-02-10 13:33:31
S013245,E0187,2024-02-12 09:06:00,2024-02-12 17:36:40,45,ZONE-B,E0175,SUPERVISOR,WO0014,regular,2024-02-07 04:14:57
S013246,E0187,2024-02-14 14:49:00,2024-02-14 22:06:07,30,ZONE-A,E0175,picker,WO0016,regular,2024-02-13 02:14:09
S013247,E0187,2024-02-15 08:22:00,2024-02-15 16:28:43,30,ZONE-B,E0176,Pick-er,WO0013,regular,2024-02-10 01:49:04
S013248,E0187,2024-02-16 08:16:00,2024-02-16 15:24:36,0,ZONE-A,E0187,picker,WO0014,on_call,2024-02-15 01:58:29
S013249,E0187,2024-02-17 21:58:00,2024-02-18 07:23:42,45,ZONE-A,E0162,picker,WO0015,regular,2024-02-14 18:19:54
S013250,E0187,2024-02-18 11:06:00,2024-02-18 19:08:26,0,ZONE-B,E0181,picker,WO0014,flex,2024-02-14 09:49:29
S013251,E0187,2024-02-19 15:33:00,2024-02-19 23:26:37,45,ZONE-C,E0186,load_er,WO0013,regular,2024-02-18 09:06:24
S013252,E0187,2024-02-20 13:37:00,2024-02-20 21:11:19,45,ZONE-C,E0157,scanner,WO0013,regular,2024-02-19 23:24:04
S013253,E0187,2024-02-21 06:00:00,2024-02-21 13:24:38,30,ZONE-B,E0187,scan_ner,WO0015,regular,2024-02-18 11:13:07
S013254,E0187,2024-02-22 07:03:00,2024-02-22 14:44:02,45,ZONE-B,E0170,Pick-er,WO0014,flex,2024-02-17 12:09:20
S013255,E0187,2024-02-23 12:34:00,2024-02-23 19:48:16,30,ZONE-B,E0185,pick_er,WO0014,regular,2024-02-21 10:44:19
S013256,E0187,2024-02-24 10:28:00,2024-02-24 18:47:14,30,ZONE-B,E0185,supervisor,WO0013,regular,2024-02-23 02:15:24
S013257,E0187,2024-02-27 10:53:00,2024-02-27 19:48:31,30,ZONE-C,E0172,SCANNER,WO0013,flex,2024-02-26 21:53:00
S013258,E0187,2024-02-28 13:36:00,2024-02-28 22:05:37,30,ZONE-A,E0158,Load-er,WO0013,regular,2024-02-27 15:11:13
S013259,E0187,2024-02-29 09:27:00,2024-02-29 19:01:15,30,ZONE-D,E0175,SCANNER,WO0015,regular,2024-02-28 17:26:49
S013260,E0187,2024-03-02 07:35:00,2024-03-02 14:53:48,45,ZONE-A,E0182,Super-visor,WO0013,regular,2024-03-01 11:25:28
S013261,E0187,2024-03-03 07:37:00,2024-03-03 15:39:01,30,ZONE-B,E0177,Load-er,WO0016,flex,2024-02-24 21:50:17
S013262,E0187,2024-03-04 15:12:00,2024-03-04 23:59:22,30,ZONE-D,E0152,scan_ner,WO0015,on_call,2024-02-27 14:55:21
S013263,E0187,2024-03-05 07:27:00,2024-03-05 16:20:05,45,ZONE-C,E0152,LOADER,WO0014,regular,2024-03-04 18:27:00
S013264,E0187,2024-03-06 07:16:00,2024-03-06 17:06:32,0,ZONE-D,E0172,scanner,WO0015,on_call,2024-03-02 04:11:24
S013265,E0187,2024-03-07 08:51:00,2024-03-07 17:32:59,30,ZONE-B,E0168,Pick-er,WO0014,regular,2024-03-06 17:15:05
S013266,E0187,2024-03-09 14:47:00,2024-03-09 23:47:08,0,ZONE-C,E0155,SCANNER,WO0015,regular,2024-03-08 03:38:04
S013267,E0187,2024-03-11 11:46:00,2024-03-11 20:29:44,30,ZONE-C,E0179,Scan-ner,WO0013,regular,2024-03-10 10:00:57
S013268,E0187,2024-03-12 13:08:00,2024-03-12 19:49:29,45,ZONE-B,E0270,scan_ner,WO0016,regular,2024-03-11 14:41:17
S013269,E0187,2024-03-13 10:13:00,2024-03-13 16:44:45,45,ZONE-A,E0177,PICKER,WO0013,regular,2024-03-07 14:43:11
S013270,E0187,2024-03-14 09:23:00,2024-03-14 16:59:29,30,ZONE-B,E0164,SCANNER,WO0013,regular,2024-03-13 16:03:37
S013271,E0187,2024-03-15 13:40:00,2024-03-15 22:30:36,30,ZONE-D,E0157,Super-visor,WO0016,regular,2024-03-14 17:58:15
S013272,E0187,2024-03-16 07:38:00,2024-03-16 16:40:39,45,ZONE-A,E0154,picker,WO0016,regular,2024-03-06 07:38:00
S013273,E0187,2024-03-17 06:28:00,2024-03-17 14:43:34,30,ZONE-D,E0173,load_er,WO0014,regular,2024-03-13 00:16:13
S013274,E0187,2024-03-18 12:28:00,2024-03-18 19:11:52,30,ZONE-D,E0171,scanner,WO0013,regular,2024-03-12 02:08:40
S013275,E0187,2024-03-20 08:18:00,2024-03-20 16:37:00,30,ZONE-C,E0153,load_er,WO0015,flex,2024-03-19 19:18:00
S013276,E0187,2024-03-21 14:35:00,2024-03-22 00:22:05,45,ZONE-B,E0173,scanner,WO0015,regular,2024-03-21 01:35:00
S013277,E0187,2024-03-22 10:51:00,2024-03-22 18:22:40,45,ZONE-A,E0187,SCANNER,WO0013,regular,2024-03-20 23:48:02
S013278,E0187,2024-03-23 13:26:00,2024-03-23 22:57:29,30,ZONE-C,E0181,PICKER,WO0015,regular,2024-03-19 09:59:08
S013279,E0187,2024-03-25 10:43:00,2024-03-25 18:45:29,30,ZONE-A,E0158,PICKER,WO0013,flex,2024-03-24 21:43:00
S013280,E0187,2024-03-28 09:17:00,2024-03-28 16:44:17,0,ZONE-A,E0190,pick_er,WO0016,regular,2024-03-27 12:09:27
S013281,E0187,2024-03-29 07:38:00,2024-03-29 16:48:51,30,ZONE-C,E0152,LOADER,WO0013,regular,2024-03-26 10:13:30
S013282,E0187,2024-03-30 07:16:00,2024-03-30 17:09:51,30,ZONE-C,E0158,SCANNER,WO0013,regular,2024-03-27 15:44:42
S013283,E0187,2024-03-31 11:55:00,2024-03-31 18:53:51,0,ZONE-C,E0155,scanner,WO0013,regular,2024-03-30 00:28:05
S013284,E0188,2024-01-01 11:53:00,2024-01-01 19:58:55,45,ZONE-D,E0163,Pick-er,WO0016,regular,2023-12-29 11:30:46
S013285,E0188,2024-01-02 14:13:00,2024-01-02 21:37:39,0,ZONE-C,E0173,SUPERVISOR,WO0015,flex,2024-01-02 01:08:37
S013286,E0188,2024-01-03 15:32:00,2024-01-03 22:11:36,0,ZONE-D,E0178,scanner,WO0016,regular,2023-12-31 18:01:15
S013287,E0188,2024-01-04 08:52:00,2024-01-04 17:52:54,45,ZONE-C,E0185,SCANNER,WO0015,regular,2024-01-03 13:51:27
S013288,E0188,2024-01-05 12:41:00,2024-01-05 21:52:28,45,ZONE-D,E0181,Pick-er,WO0016,regular,2024-01-04 23:41:00
S013289,E0188,2024-01-06 12:51:00,2024-01-06 20:53:49,30,ZONE-D,E0178,SCANNER,WO0014,regular,2024-01-05 03:56:39
S013290,E0188,2024-01-07 09:34:00,2024-01-07 17:31:46,45,ZONE-B,E0167,loader,WO0015,regular,2024-01-05 14:42:26
S013291,E0188,2024-01-08 12:56:00,2024-01-08 20:55:50,0,ZONE-D,E0183,Scan-ner,WO0013,regular,2024-01-07 21:33:23
S013292,E0188,2024-01-10 14:38:00,2024-01-10 22:14:13,45,ZONE-D,E0165,Scan-ner,WO0014,regular,2024-01-09 10:00:06
S013293,E0188,2024-01-11 07:07:00,2024-01-11 16:13:18,30,ZONE-D,E0172,loader,WO0014,regular,2024-01-09 21:30:20
S013294,E0188,2024-01-12 07:42:00,2024-01-12 15:31:19,45,ZONE-C,E0160,Supervisor,WO0016,regular,2024-01-11 18:42:00
