payment_id,bank_account_token,payment_date,amount,vendor_id,business_unit,batch_id,payment_method
PAY-200553,TKN-21AB9E2101A73A02,2024-09-23,15275.19,V-L004,BU_EAST,BATCH-20240923-16,ACH
PAY-200355,TKN-11F3DE591C63624A,2024-08-11,2987.52,V-L007,BU_EAST,BATCH-20240811-05,Check
PAY-200428,TKN-4E22EE139384365C,2024-08-26,3150.0,V-1002,BU_EAST,BATCH-20240826-04,ACH
PAY-201317,TKN-96871116180AFE23,2024-10-01,805.83,V-L023,BU_NORTH,BATCH-20241001-18,ACH
PAY-201518,TKN-4BE95D6A6198BFB5,2024-07-29,1339.64,V-L012,BU_WEST,BATCH-20240729-17,ACH
PAY-201549,TKN-27039B6F7B661D17,2024-10-05,1700.01,V-L014,BU_WEST,BATCH-20241005-15,ACH
PAY-200528,TKN-8F6150DB3D331262,2024-08-14,2365.54,V-L002,BU_EAST,BATCH-20240814-16,ACH
PAY-201380,TKN-60DA1CD973502BED,2024-10-02,4260.91,V-L037,BU_SOUTH,BATCH-20241002-12,Check
PAY-201197,TKN-0C3516518BC321B0,2024-09-05,10272.81,V-L019,BU_WEST,BATCH-20240905-10,Check
PAY-200293,TKN-2EADDE56632643BD,2024-10-17,1701.02,V-L013,BU_WEST,BATCH-20241017-17,ACH
PAY-200627,TKN-81AF144DE43C96A0,2024-07-31,1110.58,V-L008,BU_EAST,BATCH-20240731-10,Check
PAY-201310,TKN-60DA1CD973502BED,2024-10-07,1129.9,V-L037,BU_SOUTH,BATCH-20241007-13,ACH
PAY-201457,TKN-E6316F607B123ACD,2024-10-18,3377.47,V-L027,BU_NORTH,BATCH-20241018-08,Wire
PAY-200119,TKN-817D1A9933704238,2024-08-03,1434.79,V-L025,BU_NORTH,BATCH-20240803-12,ACH
PAY-201700,TKN-A77930C9ACD03ACF,2024-08-29,4200.0,V-6002,BU_WEST,BATCH-20240829-10,ACH
PAY-200679,TKN-09E8916C02DA72FA,2024-10-02,766.7,V-L039,BU_SOUTH,BATCH-20241002-05,Wire
PAY-200234,TKN-15A308FCCBF587B2,2024-07-11,3580.45,V-L034,BU_SOUTH,BATCH-20240711-09,ACH
PAY-201593,TKN-09E8916C02DA72FA,2024-08-12,1270.08,V-L039,BU_SOUTH,BATCH-20240812-12,Check
PAY-201413,TKN-60DA1CD973502BED,2024-07-23,797.66,V-L037,BU_SOUTH,BATCH-20240723-01,Check
PAY-200197,TKN-0C3CB92313DFFD23,2024-09-15,996.18,V-L010,BU_EAST,BATCH-20240915-03,Check
PAY-201189,TKN-0C3516518BC321B0,2024-09-02,1667.68,V-L019,BU_WEST,BATCH-20240902-10,ACH
PAY-201625,TKN-2C4A465DFC73B6D8,2024-08-06,2265.81,V-L016,BU_WEST,BATCH-20240806-14,ACH
PAY-201477,TKN-60DA1CD973502BED,2024-09-22,386.61,V-L037,BU_SOUTH,BATCH-20240922-14,Check
PAY-200082,TKN-A9429345671A5713,2024-10-06,5861.9,V-L005,BU_EAST,BATCH-20241006-13,ACH
PAY-201597,TKN-A33E6A14CA9F1D1B,2024-08-27,254.93,V-L035,BU_SOUTH,BATCH-20240827-05,ACH
PAY-201227,TKN-E6316F607B123ACD,2024-09-11,2734.76,V-L027,BU_NORTH,BATCH-20240911-09,ACH
PAY-201329,TKN-A0DBF207304841D9,2024-10-14,1350.0,V-2001,BU_WEST,BATCH-20241014-03,ACH
PAY-200980,TKN-B31AC7D73F3D7751,2024-10-20,450.81,V-L001,BU_EAST,BATCH-20241020-17,Wire
PAY-200381,TKN-B3FBCDADBDB277A0,2024-07-11,2862.4,V-L017,BU_WEST,BATCH-20240711-14,Check
PAY-200112,TKN-B31AC7D73F3D7751,2024-08-12,850.49,V-L001,BU_EAST,BATCH-20240812-14,ACH
PAY-201445,TKN-776A501F68B9461E,2024-10-06,1078.63,V-L003,BU_EAST,BATCH-20241006-14,Wire
PAY-201005,TKN-5F53880E4DB24CFE,2024-09-21,2000.0,V-4001,BU_NORTH,BATCH-20240921-12,Wire
PAY-201503,TKN-9E9D30C81FF23CAC,2024-09-23,678.48,V-L006,BU_EAST,BATCH-20240923-17,ACH
PAY-201270,TKN-15A308FCCBF587B2,2024-09-08,1685.73,V-L034,BU_SOUTH,BATCH-20240908-18,Wire
PAY-201433,TKN-0C3516518BC321B0,2024-09-14,3937.41,V-L018,BU_WEST,BATCH-20240914-03,Wire
PAY-201675,TKN-E6316F607B123ACD,2024-10-15,2336.88,V-L027,BU_NORTH,BATCH-20241015-07,Check
PAY-201371,TKN-AC65057922F81A94,2024-09-17,1884.26,V-L015,BU_WEST,BATCH-20240917-19,ACH
PAY-200888,TKN-1054BDE195270D33,2024-10-05,403.68,V-L032,BU_SOUTH,BATCH-20241005-09,ACH
PAY-201224,TKN-A9429345671A5713,2024-09-28,5449.66,V-L005,BU_EAST,BATCH-20240928-05,ACH
PAY-200311,TKN-5F53880E4DB24CFE,2024-08-18,3150.0,V-4001,BU_NORTH,BATCH-20240818-03,Wire
PAY-200757,TKN-11F3DE591C63624A,2024-11-01,20249.71,V-L007,BU_EAST,BATCH-20241101-04,ACH
PAY-201703,TKN-D20C58445CF68EE0,2024-09-03,69.99,V-L030,BU_NORTH,BATCH-20240903-10,ACH
PAY-200558,TKN-0C3CB92313DFFD23,2024-08-15,2835.94,V-L010,BU_EAST,BATCH-20240815-15,ACH
PAY-201408,TKN-0C3516518BC321B0,2024-10-26,5004.47,V-L019,BU_WEST,BATCH-20241026-15,ACH
PAY-201498,TKN-56FA90433DC9F13E,2024-09-20,1637.59,V-L036,BU_SOUTH,BATCH-20240920-06,ACH
PAY-200452,TKN-A0DBF207304841D9,2024-10-11,6750.0,V-2002,BU_WEST,BATCH-20241011-13,ACH
PAY-201374,TKN-09EDCFBE46A53DD2,2024-09-20,2000.0,V-5001,BU_SOUTH,BATCH-20240920-01,Check
PAY-200491,TKN-15A308FCCBF587B2,2024-08-07,907.76,V-L034,BU_SOUTH,BATCH-20240807-13,Wire
PAY-200611,TKN-5F53880E4DB24CFE,2024-08-19,2000.0,V-4002,BU_NORTH,BATCH-20240819-03,ACH
PAY-201263,TKN-0C3CB92313DFFD23,2024-08-08,13065.55,V-L009,BU_EAST,BATCH-20240808-04,ACH
PAY-200288,TKN-81AF144DE43C96A0,2024-08-23,1323.09,V-L008,BU_EAST,BATCH-20240823-13,Check
PAY-200681,TKN-A0DBF207304841D9,2024-09-13,1050.0,V-2002,BU_WEST,BATCH-20240913-01,ACH
PAY-201694,TKN-0C3516518BC321B0,2024-10-11,1000.0,V-L019,BU_WEST,BATCH-20241011-12,ACH
PAY-201166,TKN-9E445FE9A1581A22,2024-08-11,3500.0,V-1003,BU_NORTH,BATCH-20240811-14,ACH
PAY-200999,TKN-2C4A465DFC73B6D8,2024-09-25,3535.31,V-L016,BU_WEST,BATCH-20240925-10,ACH
PAY-200571,TKN-60DA1CD973502BED,2024-10-23,477.03,V-L037,BU_SOUTH,BATCH-20241023-15,Check
PAY-200527,TKN-E6316F607B123ACD,2024-09-21,1100.66,V-L027,BU_NORTH,BATCH-20240921-03,ACH
PAY-200495,TKN-EBFE0BAD5162A916,2024-10-06,600.0,V-6001,BU_EAST,BATCH-20241006-16,ACH
PAY-201637,TKN-56FA90433DC9F13E,2024-09-10,3136.23,V-L036,BU_SOUTH,BATCH-20240910-08,Wire
PAY-201437,TKN-21AB9E2101A73A02,2024-10-31,2025.38,V-L004,BU_EAST,BATCH-20241031-05,Check
PAY-201266,TKN-776A501F68B9461E,2024-08-08,219.96,V-L003,BU_EAST,BATCH-20240808-12,ACH
PAY-200856,TKN-E6316F607B123ACD,2024-08-31,5211.57,V-L027,BU_NORTH,BATCH-20240831-06,Wire
PAY-201661,TKN-0C3516518BC321B0,2024-09-04,2155.94,V-L019,BU_WEST,BATCH-20240904-01,Wire
PAY-200865,TKN-9E9D30C81FF23CAC,2024-10-05,1000.0,V-L006,BU_EAST,BATCH-20241005-12,Check
PAY-201059,TKN-A3D5A2952B5FEC52,2024-10-21,6974.84,V-L040,BU_SOUTH,BATCH-20241021-11,Check
PAY-201664,TKN-0C3CB92313DFFD23,2024-09-23,460.53,V-L010,BU_EAST,BATCH-20240923-08,ACH
PAY-200328,TKN-9E445FE9A1581A22,2024-09-17,1750.0,V-1003,BU_NORTH,BATCH-20240917-04,ACH
PAY-200782,TKN-4C60DFF373752966,2024-09-03,892.51,V-L033,BU_SOUTH,BATCH-20240903-08,ACH
PAY-201074,TKN-11F3DE591C63624A,2024-09-11,2697.98,V-L007,BU_EAST,BATCH-20240911-19,ACH
PAY-201299,TKN-59BEB7DEC80045CC,2024-08-31,2373.68,V-L028,BU_NORTH,BATCH-20240831-05,Check
PAY-201384,TKN-0C3516518BC321B0,2024-07-05,573.3,V-L019,BU_WEST,BATCH-20240705-18,ACH
PAY-200655,TKN-09EDCFBE46A53DD2,2024-08-14,3600.0,V-5002,BU_SOUTH,BATCH-20240814-14,Check
PAY-200178,TKN-56FA90433DC9F13E,2024-10-11,382.03,V-L036,BU_SOUTH,BATCH-20241011-02,Wire
PAY-200552,TKN-56FA90433DC9F13E,2024-08-21,1773.56,V-L036,BU_SOUTH,BATCH-20240821-18,Check
PAY-200670,TKN-4234DCDEE24D843A,2024-08-22,474.72,V-L020,BU_WEST,BATCH-20240822-13,ACH
PAY-200087,TKN-4C60DFF373752966,2024-08-02,5469.87,V-L033,BU_SOUTH,BATCH-20240802-13,ACH
PAY-201201,TKN-0C3CB92313DFFD23,2024-10-10,2397.9,V-L010,BU_EAST,BATCH-20241010-05,Check
PAY-201615,TKN-817D1A9933704238,2024-08-11,642.99,V-L025,BU_NORTH,BATCH-20240811-19,ACH
PAY-201024,TKN-11F3DE591C63624A,2024-08-05,1000.0,V-L007,BU_EAST,BATCH-20240805-08,ACH
PAY-200055,TKN-11F3DE591C63624A,2024-07-29,4938.83,V-L007,BU_EAST,BATCH-20240729-11,ACH
PAY-201507,TKN-0C3516518BC321B0,2024-09-17,317.97,V-L019,BU_WEST,BATCH-20240917-07,ACH
PAY-200222,TKN-79D10C23D9DC1EF8,2024-08-24,15708.72,V-L024,BU_NORTH,BATCH-20240824-01,ACH
PAY-200114,TKN-09EDCFBE46A53DD2,2024-08-30,3150.0,V-5001,BU_SOUTH,BATCH-20240830-12,ACH
PAY-201160,TKN-A0DBF207304841D9,2024-08-01,4200.0,V-2001,BU_WEST,BATCH-20240801-03,Check
PAY-201056,TKN-A0DBF207304841D9,2024-07-17,6600.0,V-2002,BU_WEST,BATCH-20240717-14,Check
PAY-200744,TKN-60DA1CD973502BED,2024-10-04,56.97,V-L037,BU_SOUTH,BATCH-20241004-05,ACH
PAY-200175,TKN-817D1A9933704238,2024-08-02,1715.99,V-L025,BU_NORTH,BATCH-20240802-10,ACH
PAY-200586,TKN-502C2E18DBA84884,2024-07-28,2905.06,V-L011,BU_WEST,BATCH-20240728-14,Check
PAY-201334,TKN-81AF144DE43C96A0,2024-09-10,487.54,V-L008,BU_EAST,BATCH-20240910-18,Check
PAY-200019,TKN-0C3516518BC321B0,2024-08-14,2130.34,V-L019,BU_WEST,BATCH-20240814-02,ACH
PAY-200424,TKN-30D620713DA80782,2024-10-12,14443.33,V-L029,BU_NORTH,BATCH-20241012-04,Wire
PAY-201490,TKN-502C2E18DBA84884,2024-08-15,3722.96,V-L011,BU_WEST,BATCH-20240815-16,Wire
PAY-200286,TKN-2C4A465DFC73B6D8,2024-09-25,407.61,V-L016,BU_WEST,BATCH-20240925-09,ACH
PAY-201519,TKN-9E9D30C81FF23CAC,2024-10-30,1354.16,V-L006,BU_EAST,BATCH-20241030-09,Wire
PAY-200429,TKN-30D620713DA80782,2024-09-08,927.76,V-L029,BU_NORTH,BATCH-20240908-10,ACH
PAY-201291,TKN-4E22EE139384365C,2024-09-19,2450.0,V-1001,BU_EAST,BATCH-20240919-10,ACH
PAY-200561,TKN-11F3DE591C63624A,2024-07-21,2274.08,V-L007,BU_EAST,BATCH-20240721-04,ACH
PAY-200032,TKN-56FA90433DC9F13E,2024-10-04,2000.0,V-L036,BU_SOUTH,BATCH-20241004-10,Wire
PAY-201344,TKN-D4FABCCC216B15D5,2024-08-14,1000.0,V-L021,BU_NORTH,BATCH-20240814-02,Check
PAY-201385,TKN-4234DCDEE24D843A,2024-08-18,388.84,V-L020,BU_WEST,BATCH-20240818-11,ACH
PAY-200215,TKN-4C60DFF373752966,2024-08-31,677.36,V-L033,BU_SOUTH,BATCH-20240831-17,ACH
PAY-200766,TKN-59BEB7DEC80045CC,2024-08-14,18178.54,V-L028,BU_NORTH,BATCH-20240814-03,ACH
PAY-200327,TKN-502C2E18DBA84884,2024-08-22,350.27,V-L011,BU_WEST,BATCH-20240822-01,ACH
PAY-200904,TKN-B31AC7D73F3D7751,2024-10-10,2921.98,V-L001,BU_EAST,BATCH-20241010-19,ACH
PAY-201634,TKN-A9429345671A5713,2024-08-27,816.93,V-L005,BU_EAST,BATCH-20240827-15,ACH
PAY-201176,TKN-4BE95D6A6198BFB5,2024-10-01,381.29,V-L012,BU_WEST,BATCH-20241001-04,ACH
PAY-200342,TKN-93AE6358218DA24A,2024-09-28,161.8,V-L031,BU_SOUTH,BATCH-20240928-03,ACH
PAY-200148,TKN-4234DCDEE24D843A,2024-08-26,12494.97,V-L020,BU_WEST,BATCH-20240826-17,Check
PAY-200361,TKN-2EADDE56632643BD,2024-07-28,4505.86,V-L013,BU_WEST,BATCH-20240728-13,ACH
PAY-200084,TKN-11F3DE591C63624A,2024-08-15,1015.24,V-L007,BU_EAST,BATCH-20240815-16,ACH
PAY-200049,TKN-AC65057922F81A94,2024-09-25,1474.18,V-L015,BU_WEST,BATCH-20240925-19,ACH
PAY-200469,TKN-11F3DE591C63624A,2024-10-19,328.17,V-L007,BU_EAST,BATCH-20241019-09,ACH
PAY-200156,TKN-A0DBF207304841D9,2024-10-06,1650.0,V-2002,BU_WEST,BATCH-20241006-12,Wire
PAY-201594,TKN-D20C58445CF68EE0,2024-09-17,708.27,V-L030,BU_NORTH,BATCH-20240917-01,ACH
PAY-201358,TKN-56FA90433DC9F13E,2024-09-06,2123.26,V-L036,BU_SOUTH,BATCH-20240906-13,ACH
PAY-201034,TKN-5F53880E4DB24CFE,2024-08-27,3850.0,V-4001,BU_NORTH,BATCH-20240827-15,ACH
PAY-201394,TKN-8F6150DB3D331262,2024-09-12,6598.88,V-L002,BU_EAST,BATCH-20240912-04,Wire
PAY-200501,TKN-A77930C9ACD03ACF,2024-09-29,2000.0,V-6002,BU_WEST,BATCH-20240929-09,Check
PAY-200180,TKN-E6316F607B123ACD,2024-08-03,3431.43,V-L027,BU_NORTH,BATCH-20240803-16,ACH
PAY-200807,TKN-9E9D30C81FF23CAC,2024-08-23,2598.55,V-L006,BU_EAST,BATCH-20240823-01,ACH
PAY-200589,TKN-1AD8564EF7F8A95F,2024-10-11,846.8,V-L038,BU_SOUTH,BATCH-20241011-03,ACH
PAY-200725,TKN-502C2E18DBA84884,2024-10-19,3592.18,V-L011,BU_WEST,BATCH-20241019-05,Wire
PAY-200529,TKN-09E8916C02DA72FA,2024-08-09,21886.34,V-L039,BU_SOUTH,BATCH-20240809-17,Check
PAY-200347,TKN-A9429345671A5713,2024-10-09,1576.26,V-L005,BU_EAST,BATCH-20241009-05,Check
PAY-201183,TKN-81C9A022002FCABD,2024-09-27,6600.0,V-3002,BU_SOUTH,BATCH-20240927-10,Check
PAY-201669,TKN-502C2E18DBA84884,2024-11-04,9029.98,V-L011,BU_WEST,BATCH-20241104-01,ACH
PAY-201619,TKN-79D10C23D9DC1EF8,2024-07-17,632.47,V-L024,BU_NORTH,BATCH-20240717-09,Check
PAY-200840,TKN-D20C58445CF68EE0,2024-07-17,1626.01,V-L030,BU_NORTH,BATCH-20240717-17,ACH
PAY-200915,TKN-4BE95D6A6198BFB5,2024-10-20,1854.65,V-L012,BU_WEST,BATCH-20241020-09,ACH
PAY-200811,TKN-93AE6358218DA24A,2024-09-05,498.22,V-L031,BU_SOUTH,BATCH-20240905-04,ACH
PAY-200244,TKN-0C3CB92313DFFD23,2024-08-22,1364.38,V-L010,BU_EAST,BATCH-20240822-14,ACH
PAY-200882,TKN-502C2E18DBA84884,2024-10-17,7600.38,V-L011,BU_WEST,BATCH-20241017-19,ACH
PAY-201259,TKN-11F3DE591C63624A,2024-10-05,1237.75,V-L007,BU_EAST,BATCH-20241005-06,ACH
PAY-200313,TKN-4C60DFF373752966,2024-08-19,1209.44,V-L033,BU_SOUTH,BATCH-20240819-15,Check
PAY-200436,TKN-A0DBF207304841D9,2024-10-06,5400.0,V-2001,BU_WEST,BATCH-20241006-11,ACH
PAY-201614,TKN-817D1A9933704238,2024-07-17,3593.56,V-L025,BU_NORTH,BATCH-20240717-04,Wire
PAY-200695,TKN-A0DBF207304841D9,2024-08-25,4400.0,V-2001,BU_WEST,BATCH-20240825-17,Check
PAY-200309,TKN-1AD8564EF7F8A95F,2024-09-27,12128.33,V-L038,BU_SOUTH,BATCH-20240927-14,ACH
PAY-200431,TKN-4C60DFF373752966,2024-09-18,1860.39,V-L033,BU_SOUTH,BATCH-20240918-03,ACH
PAY-200371,TKN-30D620713DA80782,2024-08-04,1000.0,V-L029,BU_NORTH,BATCH-20240804-07,Check
PAY-200567,TKN-09E8916C02DA72FA,2024-09-16,31261.47,V-L039,BU_SOUTH,BATCH-20240916-18,Check
PAY-201190,TKN-96871116180AFE23,2024-10-05,1069.18,V-L023,BU_NORTH,BATCH-20241005-05,ACH
PAY-200182,TKN-4234DCDEE24D843A,2024-09-05,11698.54,V-L020,BU_WEST,BATCH-20240905-14,ACH
PAY-200737,TKN-1054BDE195270D33,2024-07-28,6798.1,V-L032,BU_SOUTH,BATCH-20240728-18,Check
PAY-200612,TKN-0C3CB92313DFFD23,2024-10-16,1445.04,V-L009,BU_EAST,BATCH-20241016-10,ACH
PAY-201400,TKN-4BE95D6A6198BFB5,2024-10-23,906.05,V-L012,BU_WEST,BATCH-20241023-09,ACH
PAY-201565,TKN-09E8916C02DA72FA,2024-08-30,1037.72,V-L039,BU_SOUTH,BATCH-20240830-13,ACH
PAY-200297,TKN-8F6150DB3D331262,2024-09-14,258.5,V-L002,BU_EAST,BATCH-20240914-11,Wire
PAY-200950,TKN-0C3516518BC321B0,2024-08-03,141.37,V-L019,BU_WEST,BATCH-20240803-05,ACH
PAY-200462,TKN-41919200D161AF9E,2024-10-27,1350.0,V-3003,BU_EAST,BATCH-20241027-18,ACH
PAY-201115,TKN-4E22EE139384365C,2024-08-18,4500.0,V-1001,BU_EAST,BATCH-20240818-03,Check
PAY-201546,TKN-0C3CB92313DFFD23,2024-09-19,871.28,V-L009,BU_EAST,BATCH-20240919-03,Wire
PAY-200378,TKN-5F53880E4DB24CFE,2024-09-05,1600.0,V-4001,BU_NORTH,BATCH-20240905-04,ACH
PAY-200937,TKN-21AB9E2101A73A02,2024-07-29,1148.66,V-L004,BU_EAST,BATCH-20240729-16,ACH
PAY-200127,TKN-E6316F607B123ACD,2024-09-07,11068.56,V-L027,BU_NORTH,BATCH-20240907-16,ACH
PAY-201088,TKN-93AE6358218DA24A,2024-09-25,1396.17,V-L031,BU_SOUTH,BATCH-20240925-07,ACH
PAY-201339,TKN-A9429345671A5713,2024-10-11,27655.78,V-L005,BU_EAST,BATCH-20241011-16,ACH
PAY-200356,TKN-502C2E18DBA84884,2024-07-18,2322.45,V-L011,BU_WEST,BATCH-20240718-05,ACH
PAY-201506,TKN-81C9A022002FCABD,2024-10-29,1600.0,V-3001,BU_SOUTH,BATCH-20241029-05,ACH
PAY-200210,TKN-A9429345671A5713,2024-07-21,728.68,V-L005,BU_EAST,BATCH-20240721-14,Check
PAY-200141,TKN-30D620713DA80782,2024-09-21,1154.23,V-L029,BU_NORTH,BATCH-20240921-02,Wire
PAY-201226,TKN-E6316F607B123ACD,2024-08-06,12000.0,V-L027,BU_NORTH,BATCH-20240806-16,Check
PAY-201342,TKN-48EDFC26DC16E10D,2024-08-21,1000.0,V-L022,BU_NORTH,BATCH-20240821-11,Check
PAY-200830,TKN-AC65057922F81A94,2024-10-14,4695.81,V-L015,BU_WEST,BATCH-20241014-05,ACH
PAY-201348,TKN-0C3516518BC321B0,2024-09-20,2125.0,V-L018,BU_WEST,BATCH-20240920-01,Wire
PAY-201210,TKN-B3FBCDADBDB277A0,2024-09-02,5462.14,V-L017,BU_WEST,BATCH-20240902-06,ACH
PAY-201247,TKN-A33E6A14CA9F1D1B,2024-07-18,5000.0,V-L035,BU_SOUTH,BATCH-20240718-12,ACH
PAY-201670,TKN-AC65057922F81A94,2024-08-20,589.5,V-L015,BU_WEST,BATCH-20240820-11,ACH
PAY-201557,TKN-5F53880E4DB24CFE,2024-08-07,2800.0,V-4001,BU_NORTH,BATCH-20240807-03,ACH
PAY-200638,TKN-9E9D30C81FF23CAC,2024-08-24,1240.0,V-L006,BU_EAST,BATCH-20240824-10,ACH
PAY-200011,TKN-09EDCFBE46A53DD2,2024-08-30,2000.0,V-5001,BU_SOUTH,BATCH-20240830-14,ACH
PAY-200924,TKN-1054BDE195270D33,2024-10-07,20368.25,V-L032,BU_SOUTH,BATCH-20241007-10,Check
PAY-200283,TKN-4BE95D6A6198BFB5,2024-07-26,2593.43,V-L012,BU_WEST,BATCH-20240726-02,Wire
PAY-200292,TKN-4C60DFF373752966,2024-08-14,12252.33,V-L033,BU_SOUTH,BATCH-20240814-09,ACH
PAY-200702,TKN-59BEB7DEC80045CC,2024-10-20,2200.13,V-L028,BU_NORTH,BATCH-20241020-13,ACH
PAY-201386,TKN-A9429345671A5713,2024-10-04,258.19,V-L005,BU_EAST,BATCH-20241004-15,ACH
PAY-200130,TKN-56FA90433DC9F13E,2024-09-30,1426.66,V-L036,BU_SOUTH,BATCH-20240930-17,ACH
PAY-200324,TKN-AC65057922F81A94,2024-08-25,1226.67,V-L015,BU_WEST,BATCH-20240825-03,Wire
PAY-200868,TKN-D20C58445CF68EE0,2024-07-16,7000.0,V-L030,BU_NORTH,BATCH-20240716-16,ACH
PAY-201513,TKN-776A501F68B9461E,2024-08-02,10656.6,V-L003,BU_EAST,BATCH-20240802-13,ACH
PAY-200716,TKN-60DA1CD973502BED,2024-10-21,893.42,V-L037,BU_SOUTH,BATCH-20241021-07,Wire
PAY-200644,TKN-30D620713DA80782,2024-08-16,477.66,V-L029,BU_NORTH,BATCH-20240816-02,Wire
PAY-201543,TKN-0C3516518BC321B0,2024-09-01,1394.05,V-L018,BU_WEST,BATCH-20240901-15,Check
PAY-201650,TKN-1054BDE195270D33,2024-10-05,1236.51,V-L032,BU_SOUTH,BATCH-20241005-13,ACH
PAY-200799,TKN-A77930C9ACD03ACF,2024-10-13,4500.0,V-6002,BU_WEST,BATCH-20241013-01,Check
PAY-200159,TKN-1AD8564EF7F8A95F,2024-09-26,2501.57,V-L038,BU_SOUTH,BATCH-20240926-10,ACH
PAY-201508,TKN-5F53880E4DB24CFE,2024-09-17,3600.0,V-4001,BU_NORTH,BATCH-20240917-16,ACH
PAY-200517,TKN-5F53880E4DB24CFE,2024-10-04,3000.0,V-4002,BU_NORTH,BATCH-20241004-17,Wire
PAY-201388,TKN-4E22EE139384365C,2024-10-06,1000.0,V-1002,BU_EAST,BATCH-20241006-06,Check
PAY-200598,TKN-21AB9E2101A73A02,2024-08-29,2106.61,V-L004,BU_EAST,BATCH-20240829-08,ACH
PAY-200196,TKN-B31AC7D73F3D7751,2024-07-11,206.24,V-L001,BU_EAST,BATCH-20240711-05,ACH
PAY-201406,TKN-A3D5A2952B5FEC52,2024-09-16,1357.49,V-L040,BU_SOUTH,BATCH-20240916-04,Check
PAY-201587,TKN-776A501F68B9461E,2024-07-13,2328.08,V-L003,BU_EAST,BATCH-20240713-01,Wire
PAY-200411,TKN-21AB9E2101A73A02,2024-08-02,700.61,V-L004,BU_EAST,BATCH-20240802-01,ACH
PAY-200097,TKN-263FC1BCC18E47D2,2024-09-22,576.51,V-L026,BU_NORTH,BATCH-20240922-17,ACH
PAY-200745,TKN-A33E6A14CA9F1D1B,2024-07-21,1437.78,V-L035,BU_SOUTH,BATCH-20240721-08,ACH
PAY-200705,TKN-776A501F68B9461E,2024-10-21,723.34,V-L003,BU_EAST,BATCH-20241021-12,ACH
PAY-200157,TKN-09EDCFBE46A53DD2,2024-10-07,1750.0,V-5002,BU_SOUTH,BATCH-20241007-05,Check
PAY-200420,TKN-0C3CB92313DFFD23,2024-08-14,512.75,V-L010,BU_EAST,BATCH-20240814-01,Check
PAY-201240,TKN-09EDCFBE46A53DD2,2024-10-06,3150.0,V-5001,BU_SOUTH,BATCH-20241006-18,Check
PAY-200478,TKN-81AF144DE43C96A0,2024-07-26,7181.42,V-L008,BU_EAST,BATCH-20240726-10,ACH
PAY-200778,TKN-AC65057922F81A94,2024-09-21,1213.09,V-L015,BU_WEST,BATCH-20240921-05,ACH
PAY-201030,TKN-4234DCDEE24D843A,2024-08-16,997.95,V-L020,BU_WEST,BATCH-20240816-10,ACH
PAY-201023,TKN-A0DBF207304841D9,2024-09-17,1650.0,V-2001,BU_WEST,BATCH-20240917-13,Wire
PAY-201113,TKN-15A308FCCBF587B2,2024-09-28,5808.49,V-L034,BU_SOUTH,BATCH-20240928-06,Check
PAY-200448,TKN-EBFE0BAD5162A916,2024-09-04,3150.0,V-6001,BU_EAST,BATCH-20240904-11,ACH
PAY-201243,TKN-41919200D161AF9E,2024-08-17,6750.0,V-3003,BU_EAST,BATCH-20240817-03,Check
PAY-200179,TKN-48EDFC26DC16E10D,2024-10-14,338.24,V-L022,BU_NORTH,BATCH-20241014-13,Wire
PAY-200391,TKN-5F53880E4DB24CFE,2024-10-12,3000.0,V-4001,BU_NORTH,BATCH-20241012-16,Wire
PAY-200579,TKN-E6316F607B123ACD,2024-10-11,1665.21,V-L027,BU_NORTH,BATCH-20241011-18,Check
PAY-201555,TKN-A0DBF207304841D9,2024-09-29,8250.0,V-2002,BU_WEST,BATCH-20240929-09,Check
PAY-201461,TKN-4E22EE139384365C,2024-10-15,600.0,V-1001,BU_EAST,BATCH-20241015-07,ACH
PAY-200817,TKN-8F6150DB3D331262,2024-08-11,344.35,V-L002,BU_EAST,BATCH-20240811-05,ACH
PAY-201407,TKN-2C4A465DFC73B6D8,2024-08-29,3647.88,V-L016,BU_WEST,BATCH-20240829-16,ACH
PAY-200671,TKN-9E9D30C81FF23CAC,2024-10-04,1456.91,V-L006,BU_EAST,BATCH-20241004-07,Wire
PAY-201230,TKN-2C4A465DFC73B6D8,2024-10-11,1000.0,V-L016,BU_WEST,BATCH-20241011-07,ACH
PAY-200753,TKN-09EDCFBE46A53DD2,2024-09-10,3150.0,V-5002,BU_SOUTH,BATCH-20240910-14,ACH
PAY-200810,TKN-93AE6358218DA24A,2024-08-26,1112.54,V-L031,BU_SOUTH,BATCH-20240826-06,ACH
PAY-200143,TKN-A9429345671A5713,2024-08-14,1290.93,V-L005,BU_EAST,BATCH-20240814-11,ACH
PAY-201297,TKN-81AF144DE43C96A0,2024-09-18,4000.0,V-L008,BU_EAST,BATCH-20240918-07,Wire
PAY-201256,TKN-79D10C23D9DC1EF8,2024-08-29,1050.01,V-L024,BU_NORTH,BATCH-20240829-07,Check
PAY-201321,TKN-8F6150DB3D331262,2024-09-02,16653.26,V-L002,BU_EAST,BATCH-20240902-12,ACH
PAY-200637,TKN-15A308FCCBF587B2,2024-09-24,2000.0,V-L034,BU_SOUTH,BATCH-20240924-01,ACH
PAY-200837,TKN-E6316F607B123ACD,2024-10-10,22842.16,V-L027,BU_NORTH,BATCH-20241010-15,ACH
PAY-200616,TKN-A33E6A14CA9F1D1B,2024-09-04,3358.64,V-L035,BU_SOUTH,BATCH-20240904-16,ACH
