invoice_id,vendor_id,invoice_date,amount,currency,description,po_number,approver_id,business_unit,payment_status,gl_account
INV-100532,V-L004,2024-08-18,3134.64,USD,Legal Services,PO-22472,AP-006,BU_EAST,Paid,5050-Professional Svc
INV-100225,V-4002,2024-07-13,4500.0,USD,Business Analysis,PO-14546,AP-007,BU_NORTH,Paid,5030-Consulting
INV-100724,V-L009,2024-09-01,558.84,USD,Vehicle Maintenance,PO-74635,AP-011,BU_EAST,Paid,5030-Consulting
INV-101962,V-L037,2024-07-09,1038.49,USD,Training Materials,PO-52696,AP-015,BU_SOUTH,Pending,5070-Raw Materials
INV-102130,V-L040,2024-08-12,1256.39,USD,Security Services,PO-66832,AP-007,BU_SOUTH,Pending,5070-Raw Materials
INV-100326,V-6002,2024-07-07,2400.0,USD,Professional Services,PO-18347,AP-007,BU_WEST,Paid,5050-Professional Svc
INV-101964,V-L037,2024-07-20,4448.75,USD,Vehicle Maintenance,PO-78103,AP-009,BU_SOUTH,Paid,5040-Maintenance
INV-102014,V-L038,2024-09-23,12982.81,USD,Advertising - Digital,PO-30640,AP-009,BU_SOUTH,Pending,5080-Utilities
INV-100715,V-L008,2024-08-09,2000.0,USD,Shipping & Freight,PO-39590,AP-004,BU_EAST,Pending,5020-IT Services
INV-100847,V-L011,2024-08-22,559.65,USD,Utilities - Monthly,PO-96718,AP-007,BU_WEST,Paid,5060-Logistics
INV-100194,V-3003,2024-09-28,1650.0,USD,Advisory Services,PO-32553,AP-012,BU_EAST,Paid,5050-Professional Svc
INV-100574,V-L005,2024-08-22,2153.0,USD,Legal Services,PO-79088,AP-005,BU_EAST,Pending,5080-Utilities
INV-100947,V-L013,2024-07-30,922.35,USD,Training Materials,PO-13652,AP-010,BU_WEST,Pending,5020-IT Services
INV-100504,V-L004,2024-07-04,1148.66,USD,Software License Renewal,PO-24941,AP-014,BU_EAST,Paid,5050-Professional Svc
INV-101336,V-L023,2024-07-08,6626.99,USD,Office Supplies - Monthly,PO-22552,AP-006,BU_NORTH,Paid,5080-Utilities
INV-101327,V-L023,2024-07-25,18893.7,USD,Shipping & Freight,PO-88915,AP-013,BU_NORTH,Paid,5070-Raw Materials
INV-102121,V-L040,2024-08-01,278.63,USD,Network Equipment,PO-83356,AP-008,BU_SOUTH,Paid,5060-Logistics
INV-100004,V-1001,2024-07-13,5400.0,USD,IT Consulting,PO-35949,AP-004,BU_EAST,Paid,5050-Professional Svc
INV-101311,V-L022,2024-08-30,74.12,USD,Building Repairs,PO-59803,AP-008,BU_NORTH,Paid,5010-Office Supplies
INV-100468,V-L003,2024-07-13,1000.0,USD,Cleaning Services,PO-23822,AP-013,BU_EAST,Paid,5040-Maintenance
INV-100006,V-1001,2024-07-14,2400.0,USD,Business Analysis,PO-80822,AP-012,BU_EAST,Paid,5030-Consulting
INV-101570,V-L028,2024-08-23,2570.83,USD,Training Materials,PO-82224,AP-001,BU_NORTH,Pending,5030-Consulting
INV-100548,V-L005,2024-09-04,1063.91,USD,Insurance Premium,PO-61440,AP-009,BU_EAST,Paid,5060-Logistics
INV-100229,V-4002,2024-07-28,2250.0,USD,Strategic Advisory,PO-57272,AP-006,BU_NORTH,Pending,5050-Professional Svc
INV-101064,V-L016,2024-09-23,369.4,USD,Equipment Maintenance,PO-41207,AP-010,BU_WEST,Paid,5030-Consulting
INV-100543,V-L005,2024-09-05,626.51,USD,Cleaning Services,PO-18845,AP-012,BU_EAST,Pending,5070-Raw Materials
INV-100243,V-4002,2024-09-28,6750.0,USD,Project Management,PO-38721,AP-006,BU_NORTH,Paid,5050-Professional Svc
INV-100899,V-L012,2024-07-03,1088.44,USD,Temporary Staffing,PO-22995,AP-008,BU_WEST,Paid,5060-Logistics
INV-102156,V-L040,2024-08-22,4016.88,USD,Vehicle Maintenance,PO-16570,AP-005,BU_SOUTH,Paid,5040-Maintenance
INV-101161,V-L019,2024-07-09,141.37,USD,Accounting Services,PO-39627,AP-003,BU_WEST,Paid,5040-Maintenance
INV-102034,V-L038,2024-07-21,4848.02,USD,Utilities - Monthly,PO-93097,AP-013,BU_SOUTH,Paid,5020-IT Services
INV-101242,V-L021,2024-09-02,3000.0,USD,Vehicle Maintenance,PO-82764,AP-001,BU_NORTH,Paid,5080-Utilities
INV-100843,V-L011,2024-08-07,8364.61,USD,Cleaning Services,PO-30761,AP-011,BU_WEST,Paid,5050-Professional Svc
INV-101674,V-L031,2024-07-02,2046.59,USD,Insurance Premium,,AP-012,BU_SOUTH,Partial,5080-Utilities
INV-101318,V-L023,2024-07-12,426.53,USD,Catering Services,PO-57684,AP-015,BU_NORTH,Paid,5010-Office Supplies
INV-100277,V-5002,2024-07-14,3600.0,USD,Advisory Services,PO-35280,AP-014,BU_SOUTH,Paid,5030-Consulting
INV-100662,V-L007,2024-09-19,1052.15,USD,Equipment Maintenance,PO-21598,AP-014,BU_EAST,Paid,5010-Office Supplies
INV-101377,V-L024,2024-09-10,470.64,USD,Cleaning Services,PO-58620,AP-005,BU_NORTH,Paid,5080-Utilities
INV-100315,V-6001,2024-08-24,3850.0,USD,Advisory Services,PO-55068,AP-005,BU_EAST,Paid,5050-Professional Svc
INV-100692,V-L008,2024-07-14,5134.38,USD,Vehicle Maintenance,PO-80738,AP-007,BU_EAST,Paid,5040-Maintenance
INV-101737,V-L032,2024-08-12,8389.53,USD,Accounting Services,PO-82871,AP-012,BU_SOUTH,Partial,5020-IT Services
INV-100425,V-L002,2024-09-03,482.91,USD,IT Hardware,PO-98575,AP-015,BU_EAST,Paid,5010-Office Supplies
INV-100595,V-L006,2024-09-15,823.12,USD,Raw Materials - Batch,PO-59699,AP-009,BU_EAST,Paid,5070-Raw Materials
INV-102138,V-L040,2024-08-10,1163.93,USD,Training Materials,PO-70011,AP-006,BU_SOUTH,Paid,5020-IT Services
INV-100623,V-L006,2024-09-22,1000.0,USD,Temporary Staffing,PO-59355,AP-002,BU_EAST,Pending,5020-IT Services
INV-101334,V-L023,2024-07-19,2934.31,USD,IT Hardware,PO-50436,AP-007,BU_NORTH,Paid,5060-Logistics
INV-101197,V-L019,2024-09-19,4988.1,USD,Advertising - Digital,PO-62545,AP-008,BU_WEST,Partial,5080-Utilities
INV-100228,V-4002,2024-07-27,2750.0,USD,IT Consulting,PO-32829,AP-010,BU_NORTH,Paid,5030-Consulting
INV-101279,V-L022,2024-09-20,1000.0,USD,IT Hardware,PO-40532,AP-007,BU_NORTH,Paid,5020-IT Services
INV-101170,V-L019,2024-07-06,686.29,USD,Raw Materials - Batch,PO-21693,AP-011,BU_WEST,Pending,5070-Raw Materials
INV-101519,V-L027,2024-07-22,1684.09,USD,Advertising - Digital,PO-86938,AP-012,BU_NORTH,Partial,5070-Raw Materials
INV-101256,V-L021,2024-08-29,108.32,USD,Equipment Maintenance,PO-92311,AP-005,BU_NORTH,Pending,5040-Maintenance
INV-100067,V-1003,2024-08-25,5400.0,USD,Strategic Advisory,PO-42207,AP-003,BU_NORTH,Paid,5050-Professional Svc
INV-100025,V-1001,2024-09-28,1350.0,USD,Management Consulting,PO-74944,AP-005,BU_EAST,Pending,5050-Professional Svc
INV-100145,V-3001,2024-08-25,1000.0,USD,Technical Support,PO-79353,AP-011,BU_SOUTH,Paid,5050-Professional Svc
INV-100537,V-L005,2024-07-07,50000.0,USD,Software License Renewal,PO-78601,AP-002,BU_EAST,Partial,5050-Professional Svc
INV-100812,V-L011,2024-08-12,1254.88,USD,Training Materials,PO-67633,AP-005,BU_WEST,Partial,5070-Raw Materials
INV-101281,V-L022,2024-09-10,228.99,USD,Utilities - Monthly,PO-22555,AP-004,BU_NORTH,Paid,5010-Office Supplies
INV-100086,V-2001,2024-07-28,3600.0,USD,Strategic Advisory,PO-57944,AP-012,BU_WEST,Paid,5030-Consulting
INV-101520,V-L027,2024-07-18,7855.35,USD,Software License Renewal,PO-38929,AP-008,BU_NORTH,Paid,5010-Office Supplies
INV-101781,V-L033,2024-08-14,2000.0,USD,Printing Services,PO-45083,AP-011,BU_SOUTH,Pending,5030-Consulting
INV-101226,V-L020,2024-08-03,3903.85,USD,Catering Services,PO-11213,AP-010,BU_WEST,Pending,5080-Utilities
INV-100485,V-L003,2024-07-31,15254.34,USD,IT Hardware,PO-28673,AP-011,BU_EAST,Partial,5080-Utilities
INV-102092,V-L039,2024-09-16,4688.51,USD,Building Repairs,PO-17192,AP-001,BU_SOUTH,Partial,5010-Office Supplies
INV-101568,V-L028,2024-08-22,15643.81,USD,Catering Services,PO-31944,AP-006,BU_NORTH,Pending,5080-Utilities
INV-101484,V-L027,2024-08-08,344.03,USD,Security Services,PO-65373,AP-013,BU_NORTH,Partial,5080-Utilities
INV-100363,V-L001,2024-09-24,450.81,USD,Utilities - Monthly,PO-87006,AP-006,BU_EAST,Paid,5010-Office Supplies
INV-101841,V-L034,2024-08-02,1329.3,USD,Vehicle Maintenance,PO-68624,AP-011,BU_SOUTH,Paid,5050-Professional Svc
INV-101316,V-L023,2024-07-20,524.99,USD,Accounting Services,PO-34600,AP-011,BU_NORTH,Paid,5080-Utilities
INV-101027,V-L015,2024-08-08,2870.85,USD,Temporary Staffing,PO-99881,AP-007,BU_WEST,Partial,5030-Consulting
INV-101031,V-L015,2024-08-03,249.28,USD,Raw Materials - Batch,PO-49398,AP-004,BU_WEST,Paid,5020-IT Services
INV-101386,V-L024,2024-08-04,651.23,USD,Catering Services,PO-13606,AP-007,BU_NORTH,Paid,5030-Consulting
INV-101548,V-L028,2024-08-09,2261.79,USD,IT Hardware,PO-55189,AP-005,BU_NORTH,Partial,5030-Consulting
INV-101647,V-L030,2024-08-07,2310.0,USD,Office Supplies - Monthly,PO-36534,AP-014,BU_NORTH,Paid,5020-IT Services
INV-100666,V-L007,2024-09-10,1788.76,USD,Legal Services,PO-26541,AP-002,BU_EAST,Paid,5020-IT Services
INV-100365,V-L001,2024-07-10,64.48,USD,Accounting Services,PO-48247,AP-012,BU_EAST,Paid,5070-Raw Materials
INV-100078,V-1003,2024-09-29,6750.0,USD,Project Management,PO-18920,AP-013,BU_NORTH,Pending,5050-Professional Svc
INV-100028,V-1002,2024-07-06,1650.0,USD,Business Analysis,PO-25353,AP-005,BU_EAST,Pending,5050-Professional Svc
INV-101728,V-L032,2024-09-26,101.89,USD,Advertising - Digital,PO-31776,AP-004,BU_SOUTH,Paid,5020-IT Services
INV-100526,V-L004,2024-09-30,1633.66,USD,Accounting Services,PO-95397,AP-007,BU_EAST,Paid,5030-Consulting
INV-100726,V-L009,2024-09-07,389.51,USD,Legal Services,PO-77982,AP-012,BU_EAST,Paid,5050-Professional Svc
INV-100056,V-1003,2024-07-14,1400.0,USD,Management Consulting,PO-12237,AP-009,BU_NORTH,Paid,5030-Consulting
INV-100639,V-L007,2024-09-23,67.53,USD,Temporary Staffing,PO-63468,AP-012,BU_EAST,Pending,5050-Professional Svc
INV-100303,V-6001,2024-07-20,2250.0,USD,Business Analysis,PO-66359,AP-007,BU_EAST,Paid,5030-Consulting
INV-100719,V-L008,2024-09-05,2670.07,USD,Shipping & Freight,PO-11839,AP-001,BU_EAST,Paid,5030-Consulting
INV-100625,V-L006,2024-07-20,5865.29,USD,Utilities - Monthly,PO-17959,AP-007,BU_EAST,Paid,5040-Maintenance
INV-100008,V-1001,2024-07-28,4500.0,USD,Consulting Services,PO-32093,AP-002,BU_EAST,Paid,5050-Professional Svc
INV-100804,V-L010,2024-09-10,469.74,USD,Software License Renewal,PO-61566,AP-015,BU_EAST,Paid,5060-Logistics
INV-101050,V-L016,2024-08-23,3535.31,USD,Printing Services,PO-93848,AP-003,BU_WEST,Paid,5010-Office Supplies
INV-100337,V-6002,2024-08-11,3150.0,USD,IT Consulting,PO-43392,AP-011,BU_WEST,Paid,5030-Consulting
INV-100048,V-1002,2024-09-15,2000.0,USD,Professional Services,PO-21048,AP-002,BU_EAST,Pending,5050-Professional Svc
INV-101698,V-L031,2024-07-11,2020.28,USD,Shipping & Freight,PO-28020,AP-013,BU_SOUTH,Partial,5060-Logistics
INV-100107,V-2002,2024-07-14,2400.0,USD,Business Analysis,PO-59040,AP-002,BU_WEST,Paid,5050-Professional Svc
INV-100350,V-L001,2024-07-23,905.08,USD,Cleaning Services,PO-93243,AP-013,BU_EAST,Partial,5030-Consulting
INV-101080,V-L017,2024-07-26,284.49,USD,Raw Materials - Batch,PO-43799,AP-003,BU_WEST,Partial,5080-Utilities
INV-100239,V-4002,2024-09-07,6600.0,USD,Management Consulting,PO-19415,AP-012,BU_NORTH,Pending,5050-Professional Svc
INV-100214,V-4001,2024-09-08,2000.0,USD,IT Consulting,PO-57992,AP-010,BU_NORTH,Paid,5030-Consulting
INV-101145,V-L018,2024-07-12,7033.65,USD,Vehicle Maintenance,PO-95388,AP-014,BU_WEST,Paid,5070-Raw Materials
INV-101429,V-L025,2024-08-20,4488.01,USD,Office Supplies - Monthly,PO-45700,AP-007,BU_NORTH,Paid,5050-Professional Svc
INV-101300,V-L022,2024-08-06,832.84,USD,Utilities - Monthly,PO-80215,AP-007,BU_NORTH,Paid,5060-Logistics
INV-100794,V-L010,2024-07-16,1674.88,USD,Security Services,PO-46364,AP-014,BU_EAST,Paid,5040-Maintenance
INV-101097,V-L017,2024-08-18,1626.93,USD,Insurance Premium,PO-87793,AP-005,BU_WEST,Partial,5030-Consulting
INV-101343,V-L024,2024-09-25,791.42,USD,Catering Services,PO-53384,AP-011,BU_NORTH,Pending,5070-Raw Materials
INV-101284,V-L022,2024-07-09,14501.79,USD,Equipment Maintenance,PO-22787,AP-007,BU_NORTH,Paid,5080-Utilities
INV-101809,V-L034,2024-07-08,211.83,USD,Cleaning Services,PO-25930,AP-013,BU_SOUTH,Partial,5020-IT Services
INV-101909,V-L036,2024-08-20,1000.0,USD,Vehicle Maintenance,PO-71454,AP-010,BU_SOUTH,Pending,5020-IT Services
INV-100524,V-L004,2024-09-08,7905.0,USD,Shipping & Freight,PO-29318,AP-010,BU_EAST,Paid,5060-Logistics
INV-100233,V-4002,2024-08-18,1350.0,USD,Professional Services,PO-79498,AP-014,BU_NORTH,Paid,5030-Consulting
INV-100645,V-L007,2024-09-15,797.96,USD,Network Equipment,,AP-005,BU_EAST,Paid,5050-Professional Svc
INV-101726,V-L032,2024-07-02,1102.01,USD,IT Hardware,PO-13340,AP-008,BU_SOUTH,Partial,5010-Office Supplies
INV-100534,V-L005,2024-07-30,2990.98,USD,Insurance Premium,PO-56929,AP-004,BU_EAST,Partial,5030-Consulting
INV-101727,V-L032,2024-09-11,4362.64,USD,Shipping & Freight,PO-33608,AP-008,BU_SOUTH,Paid,5080-Utilities
INV-100604,V-L006,2024-09-20,491.15,USD,Shipping & Freight,PO-20525,AP-004,BU_EAST,Pending,5060-Logistics
INV-101376,V-L024,2024-07-18,1277.17,USD,Software License Renewal,PO-51532,AP-005,BU_NORTH,Pending,5040-Maintenance
INV-101075,V-L017,2024-08-26,4698.72,USD,Vehicle Maintenance,PO-49640,AP-007,BU_WEST,Paid,5030-Consulting
INV-101491,V-L027,2024-09-28,1840.16,USD,Cleaning Services,PO-89667,AP-015,BU_NORTH,Partial,5010-Office Supplies
INV-100061,V-1003,2024-08-03,4200.0,USD,Business Analysis,PO-51670,AP-004,BU_NORTH,Paid,5050-Professional Svc
INV-101607,V-L029,2024-09-08,672.72,USD,Cleaning Services,PO-24483,AP-015,BU_NORTH,Paid,5060-Logistics
INV-100093,V-2001,2024-08-31,1650.0,USD,Professional Services,PO-25094,AP-003,BU_WEST,Paid,5050-Professional Svc
INV-100667,V-L007,2024-07-18,1000.0,USD,Building Repairs,PO-80443,AP-007,BU_EAST,Paid,5070-Raw Materials
INV-101270,V-L021,2024-09-27,1518.09,USD,IT Hardware,PO-97939,AP-009,BU_NORTH,Paid,5030-Consulting
INV-102004,V-L038,2024-09-27,1366.91,USD,Printing Services,PO-20812,AP-003,BU_SOUTH,Paid,5050-Professional Svc
INV-100281,V-5002,2024-08-03,5500.0,USD,Professional Services,PO-52550,AP-010,BU_SOUTH,Pending,5050-Professional Svc
INV-101274,V-L021,2024-08-25,952.07,USD,Catering Services,PO-79541,AP-007,BU_NORTH,Paid,5060-Logistics
INV-100360,V-L001,2024-09-12,161.27,USD,Accounting Services,,AP-009,BU_EAST,Pending,5080-Utilities
INV-101290,V-L022,2024-09-08,3695.6,USD,Legal Services,PO-84896,AP-013,BU_NORTH,Partial,5060-Logistics
INV-101333,V-L023,2024-07-02,270.55,USD,Cleaning Services,PO-21256,AP-015,BU_NORTH,Paid,5030-Consulting
INV-100848,V-L012,2024-09-02,1379.28,USD,Building Repairs,PO-96324,AP-011,BU_WEST,Pending,5050-Professional Svc
INV-101207,V-L020,2024-08-09,997.95,USD,Temporary Staffing,,AP-012,BU_WEST,Paid,5040-Maintenance
INV-101574,V-L028,2024-07-11,8895.74,USD,Vehicle Maintenance,PO-84779,AP-010,BU_NORTH,Paid,5010-Office Supplies
INV-100111,V-2002,2024-08-03,6750.0,USD,Professional Services,PO-50795,AP-003,BU_WEST,Pending,5050-Professional Svc
INV-100043,V-1002,2024-08-25,2000.0,USD,Management Consulting,PO-97242,AP-015,BU_EAST,Paid,5050-Professional Svc
INV-100126,V-2002,2024-09-15,3600.0,USD,Advisory Services,PO-95141,AP-009,BU_WEST,Paid,5030-Consulting
INV-100205,V-4001,2024-08-03,3850.0,USD,Management Consulting,PO-52050,AP-013,BU_NORTH,Paid,5030-Consulting
INV-100053,V-1003,2024-07-07,6750.0,USD,Management Consulting,PO-21137,AP-009,BU_NORTH,Pending,5030-Consulting
INV-100546,V-L005,2024-09-30,865.32,USD,Printing Services,PO-72753,AP-007,BU_EAST,Pending,5070-Raw Materials
INV-100069,V-1003,2024-08-31,2450.0,USD,Consulting Services,PO-35624,AP-009,BU_NORTH,Paid,5030-Consulting
INV-102125,V-L040,2024-08-23,18459.3,USD,Training Materials,PO-98769,AP-015,BU_SOUTH,Pending,5080-Utilities
INV-101770,V-L033,2024-08-28,401.14,USD,Software License Renewal,PO-85004,AP-005,BU_SOUTH,Paid,5070-Raw Materials
INV-100184,V-3003,2024-08-24,6600.0,USD,Business Analysis,PO-15426,AP-006,BU_EAST,Paid,5050-Professional Svc
INV-100138,V-3001,2024-08-10,5400.0,USD,Professional Services,PO-20426,AP-001,BU_SOUTH,Paid,5050-Professional Svc
INV-100900,V-L012,2024-08-21,1729.19,USD,Equipment Maintenance,PO-98200,AP-002,BU_WEST,Paid,5060-Logistics
INV-100797,V-L010,2024-08-17,1475.12,USD,Advertising - Digital,PO-91893,AP-001,BU_EAST,Pending,5040-Maintenance
INV-100133,V-3001,2024-07-27,4500.0,USD,Project Management,PO-32165,AP-012,BU_SOUTH,Paid,5050-Professional Svc
INV-100081,V-2001,2024-07-14,2400.0,USD,Management Consulting,PO-64375,AP-004,BU_WEST,Paid,5030-Consulting
INV-102083,V-L039,2024-07-06,2142.49,USD,Printing Services,PO-12179,AP-001,BU_SOUTH,Paid,5070-Raw Materials
INV-101762,V-L033,2024-08-10,1160.38,USD,Accounting Services,PO-98546,AP-007,BU_SOUTH,Partial,5050-Professional Svc
INV-100542,V-L005,2024-07-01,3217.63,USD,Temporary Staffing,PO-47521,AP-004,BU_EAST,Partial,5050-Professional Svc
INV-102036,V-L038,2024-08-02,3373.7,USD,Shipping & Freight,PO-90833,AP-010,BU_SOUTH,Paid,5020-IT Services
INV-100984,V-L014,2024-08-22,10881.81,USD,Utilities - Monthly,PO-54002,AP-012,BU_WEST,Paid,5050-Professional Svc
INV-100166,V-3002,2024-09-08,6750.0,USD,IT Consulting,PO-16675,AP-002,BU_SOUTH,Paid,5050-Professional Svc
INV-100249,V-5001,2024-07-13,2800.0,USD,Operational Support,PO-32026,AP-010,BU_SOUTH,Paid,5030-Consulting
INV-100447,V-L003,2024-09-08,180.35,USD,Cleaning Services,PO-78367,AP-012,BU_EAST,Paid,5070-Raw Materials
INV-101310,V-L022,2024-08-03,700.32,USD,Office Supplies - Monthly,PO-57351,AP-008,BU_NORTH,Paid,5010-Office Supplies
INV-100859,V-L012,2024-08-05,3466.91,USD,Equipment Maintenance,PO-83557,AP-014,BU_WEST,Paid,5030-Consulting
INV-101380,V-L024,2024-07-28,7478.04,USD,Advertising - Digital,PO-89204,AP-001,BU_NORTH,Pending,5060-Logistics
INV-100098,V-2001,2024-09-21,4200.0,USD,Operational Support,PO-79688,AP-004,BU_WEST,Paid,5050-Professional Svc
INV-100806,V-L010,2024-09-17,1100.67,USD,Utilities - Monthly,PO-14725,AP-004,BU_EAST,Paid,5010-Office Supplies
INV-100738,V-L009,2024-08-26,1349.87,USD,Accounting Services,PO-81281,AP-013,BU_EAST,Partial,5040-Maintenance
INV-101449,V-L026,2024-07-01,1866.76,USD,Advertising - Digital,PO-13502,AP-007,BU_NORTH,Paid,5010-Office Supplies
INV-100103,V-2002,2024-07-06,6600.0,USD,Consulting Services,PO-20972,AP-008,BU_WEST,Paid,5030-Consulting
INV-100435,V-L002,2024-08-15,1578.45,USD,Training Materials,PO-62074,AP-014,BU_EAST,Partial,5030-Consulting
INV-100075,V-1003,2024-09-14,2800.0,USD,Project Management,PO-61410,AP-015,BU_NORTH,Paid,5030-Consulting
INV-102135,V-L040,2024-09-25,6974.84,USD,IT Hardware,PO-26143,AP-015,BU_SOUTH,Paid,5070-Raw Materials
INV-101367,V-L024,2024-08-17,6116.8,USD,IT Hardware,PO-93289,AP-013,BU_NORTH,Paid,5050-Professional Svc
INV-101432,V-L025,2024-08-13,1001.59,USD,Building Repairs,PO-14115,AP-009,BU_NORTH,Paid,5050-Professional Svc
INV-101231,V-L020,2024-07-27,2147.29,USD,Advertising - Digital,PO-76857,AP-008,BU_WEST,Pending,5030-Consulting
INV-100919,V-L013,2024-08-15,2000.0,USD,Advertising - Digital,PO-20022,AP-015,BU_WEST,Partial,5010-Office Supplies
INV-102115,V-L040,2024-08-31,7582.75,USD,Advertising - Digital,PO-82475,AP-012,BU_SOUTH,Partial,5020-IT Services
INV-101908,V-L036,2024-08-21,24943.56,USD,Utilities - Monthly,PO-57719,AP-015,BU_SOUTH,Paid,5020-IT Services
INV-101850,V-L035,2024-07-28,8128.94,USD,Legal Services,,AP-015,BU_SOUTH,Pending,5060-Logistics
INV-100763,V-L010,2024-07-06,1367.28,USD,Raw Materials - Batch,PO-28314,AP-013,BU_EAST,Partial,5070-Raw Materials
INV-100990,V-L015,2024-07-28,321.65,USD,Security Services,PO-61795,AP-011,BU_WEST,Partial,5030-Consulting
INV-100389,V-L001,2024-07-30,6939.67,USD,Advertising - Digital,PO-53764,AP-009,BU_EAST,Paid,5020-IT Services
INV-100236,V-4002,2024-08-25,1000.0,USD,Operational Support,PO-31938,AP-004,BU_NORTH,Paid,5030-Consulting
INV-101725,V-L032,2024-09-18,1670.35,USD,Accounting Services,PO-37463,AP-001,BU_SOUTH,Partial,5050-Professional Svc
INV-100268,V-5001,2024-09-14,5400.0,USD,Management Consulting,PO-42374,AP-002,BU_SOUTH,Paid,5050-Professional Svc
INV-101481,V-L026,2024-09-19,732.41,USD,Cleaning Services,PO-61137,AP-001,BU_NORTH,Paid,5050-Professional Svc
INV-100118,V-2002,2024-08-24,1350.0,USD,Consulting Services,PO-58584,AP-012,BU_WEST,Paid,5050-Professional Svc
INV-101835,V-L034,2024-09-11,2397.39,USD,Network Equipment,PO-84374,AP-005,BU_SOUTH,Partial,5080-Utilities
INV-100674,V-L007,2024-07-31,2697.98,USD,Utilities - Monthly,PO-72992,AP-002,BU_EAST,Paid,5020-IT Services
INV-100250,V-5001,2024-07-14,1600.0,USD,IT Consulting,PO-19962,AP-004,BU_SOUTH,Paid,5030-Consulting
INV-101661,V-L031,2024-07-03,789.73,USD,IT Hardware,PO-23123,AP-011,BU_SOUTH,Paid,5010-Office Supplies
INV-102154,V-L040,2024-08-14,1749.64,USD,Raw Materials - Batch,PO-99099,AP-014,BU_SOUTH,Paid,5030-Consulting
INV-100095,V-2001,2024-09-14,4400.0,USD,Operational Support,PO-81931,AP-008,BU_WEST,Paid,5030-Consulting
INV-100034,V-1002,2024-08-03,5400.0,USD,Management Consulting,PO-42730,AP-013,BU_EAST,Paid,5050-Professional Svc
INV-101673,V-L031,2024-07-03,5300.63,USD,Office Supplies - Monthly,PO-66324,AP-015,BU_SOUTH,Pending,5040-Maintenance
INV-101905,V-L036,2024-07-06,6206.02,USD,Network Equipment,PO-81240,AP-015,BU_SOUTH,Pending,5080-Utilities
INV-100449,V-L003,2024-08-11,4012.72,USD,Shipping & Freight,PO-62419,AP-010,BU_EAST,Pending,5070-Raw Materials
INV-100717,V-L008,2024-08-02,1331.16,USD,Legal Services,PO-78088,AP-009,BU_EAST,Pending,5010-Office Supplies
INV-101442,V-L025,2024-08-22,9394.75,USD,Insurance Premium,,AP-012,BU_NORTH,Paid,5070-Raw Materials
INV-101739,V-L032,2024-09-04,429.56,USD,Security Services,PO-53625,AP-009,BU_SOUTH,Paid,5050-Professional Svc
INV-100001,V-1001,2024-07-06,1350.0,USD,Technical Support,PO-30421,AP-009,BU_EAST,Paid,5050-Professional Svc
INV-102072,V-L039,2024-08-15,4311.85,USD,Network Equipment,PO-52844,AP-002,BU_SOUTH,Partial,5030-Consulting
INV-101102,V-L017,2024-08-11,164.83,USD,Legal Services,PO-42256,AP-013,BU_WEST,Paid,5080-Utilities
INV-101109,V-L017,2024-07-06,832.05,USD,IT Hardware,PO-43062,AP-006,BU_WEST,Pending,5070-Raw Materials
INV-101396,V-L025,2024-09-04,4122.6,USD,Vehicle Maintenance,PO-71476,AP-013,BU_NORTH,Paid,5080-Utilities
INV-100083,V-2001,2024-07-20,2800.0,USD,Advisory Services,PO-36718,AP-012,BU_WEST,Pending,5050-Professional Svc
INV-101469,V-L026,2024-09-12,2000.0,USD,Training Materials,PO-23501,AP-014,BU_NORTH,Partial,5070-Raw Materials
INV-100677,V-L007,2024-08-18,8257.94,USD,Utilities - Monthly,PO-97770,AP-011,BU_EAST,Paid,5070-Raw Materials
INV-101659,V-L031,2024-09-02,1396.17,USD,Office Supplies - Monthly,PO-35362,AP-007,BU_SOUTH,Paid,5050-Professional Svc
INV-101047,V-L016,2024-08-26,3262.72,USD,Legal Services,PO-43887,AP-003,BU_WEST,Partial,5010-Office Supplies
INV-100771,V-L010,2024-08-10,1701.78,USD,Equipment Maintenance,PO-11206,AP-011,BU_EAST,Paid,5010-Office Supplies
INV-101384,V-L024,2024-07-19,1056.9,USD,Office Supplies - Monthly,,AP-011,BU_NORTH,Paid,5010-Office Supplies
INV-101461,V-L026,2024-09-01,1753.26,USD,IT Hardware,PO-49633,AP-009,BU_NORTH,Pending,5010-Office Supplies
INV-102133,V-L040,2024-07-14,1713.29,USD,Software License Renewal,PO-46798,AP-015,BU_SOUTH,Pending,5080-Utilities
INV-101953,V-L037,2024-07-28,2435.29,USD,Shipping & Freight,PO-51745,AP-012,BU_SOUTH,Paid,5010-Office Supplies
INV-100405,V-L002,2024-09-05,899.59,USD,Training Materials,PO-10283,AP-011,BU_EAST,Paid,5060-Logistics
INV-101973,V-L037,2024-09-14,360.18,USD,Utilities - Monthly,PO-97170,AP-010,BU_SOUTH,Pending,5030-Consulting
INV-101482,V-L027,2024-09-20,3368.07,USD,Insurance Premium,PO-48186,AP-015,BU_NORTH,Paid,5040-Maintenance
INV-101948,V-L036,2024-07-30,1221.79,USD,Insurance Premium,PO-75216,AP-013,BU_SOUTH,Paid,5020-IT Services
INV-100105,V-2002,2024-07-13,5400.0,USD,IT Consulting,PO-97146,AP-007,BU_WEST,Paid,5030-Consulting
INV-100689,V-L008,2024-08-14,6016.14,USD,Catering Services,PO-96102,AP-013,BU_EAST,Paid,5020-IT Services
INV-101492,V-L027,2024-07-28,5312.44,USD,Network Equipment,PO-42055,AP-007,BU_NORTH,Partial,5060-Logistics
