return_id,order_id,channel_id,quantity_returned,processing_cost_per_unit,return_date,reason_code
RET-004505,ORD-05725,CH01,1,9.73,2024-10-03,CHANGED_MIND
RET-004506,ORD-05737,CH01,2,8.69,2024-09-11,DEFECTIVE
RET-004507,ORD-05751,CH01,1,8.14,2024-09-23,CHANGED_MIND
RET-004508,ORD-05774,CH01,1,9.5,2024-09-22,CHANGED_MIND
RET-004509,ORD-05804,CH01,1,10.2,2024-09-09,WRONG_SIZE
RET-004510,ORD-05820,CH01,1,8.09,2024-09-20,NOT_AS_DESCRIBED
RET-004511,ORD-05855,CH01,2,10.21,2024-09-16,WRONG_SIZE
RET-004512,ORD-05867,CH01,2,9.89,2024-10-11,DEFECTIVE
RET-004513,ORD-05881,CH01,2,8.73,2024-09-23,CHANGED_MIND
RET-004514,ORD-05910,CH01,1,8.58,2024-09-27,CHANGED_MIND
RET-004515,ORD-05930,CH01,1,8.84,2024-10-04,DEFECTIVE
RET-004516,ORD-07040,CH02,2,8.19,2024-10-10,NOT_AS_DESCRIBED
RET-004517,ORD-07051,CH02,2,9.19,2024-09-16,CHANGED_MIND
RET-004518,ORD-07071,CH02,1,7.21,2024-09-24,CHANGED_MIND
RET-004519,ORD-07081,CH02,2,7.73,2024-10-11,CHANGED_MIND
RET-004520,ORD-07094,CH02,1,8.7,2024-09-10,CHANGED_MIND
RET-004521,ORD-07111,CH02,1,8.43,2024-09-27,CHANGED_MIND
RET-004522,ORD-07157,CH02,3,8.6,2024-09-22,DEFECTIVE
RET-004523,ORD-07163,CH02,1,8.29,2024-10-02,DEFECTIVE
RET-004524,ORD-07197,CH02,1,8.49,2024-10-11,CHANGED_MIND
RET-004525,ORD-07259,CH02,1,7.69,2024-09-14,CHANGED_MIND
RET-004526,ORD-07399,CH02,2,8.71,2024-10-03,CHANGED_MIND
RET-004527,ORD-07418,CH02,3,7.1,2024-09-13,CHANGED_MIND
RET-004528,ORD-07431,CH02,2,7.04,2024-10-10,CHANGED_MIND
RET-004529,ORD-07433,CH02,1,7.12,2024-09-21,CHANGED_MIND
RET-004530,ORD-07438,CH02,1,8.88,2024-09-23,DEFECTIVE
RET-004531,ORD-07448,CH02,2,8.91,2024-10-04,CHANGED_MIND
RET-004532,ORD-07456,CH02,1,8.02,2024-09-10,WRONG_SIZE
RET-004533,ORD-07471,CH02,1,6.81,2024-09-19,DEFECTIVE
RET-004534,ORD-07548,CH02,3,7.51,2024-09-11,WRONG_SIZE
RET-004535,ORD-07602,CH02,1,8.65,2024-10-04,DEFECTIVE
RET-004536,ORD-07603,CH02,1,8.84,2024-09-11,WRONG_SIZE
RET-004537,ORD-07621,CH02,2,7.28,2024-09-29,DEFECTIVE
RET-004538,ORD-07632,CH02,1,9.09,2024-09-11,WRONG_SIZE
RET-004539,ORD-07702,CH02,2,8.33,2024-09-23,DEFECTIVE
RET-004540,ORD-07777,CH02,1,6.81,2024-09-14,WRONG_SIZE
RET-004541,ORD-07789,CH02,2,7.35,2024-09-14,NOT_AS_DESCRIBED
RET-004542,ORD-07794,CH02,2,8.95,2024-09-17,WRONG_SIZE
RET-004543,ORD-07862,CH02,3,7.88,2024-10-03,CHANGED_MIND
RET-004544,ORD-07873,CH02,1,8.1,2024-09-29,CHANGED_MIND
RET-004545,ORD-07895,CH02,1,8.29,2024-09-16,WRONG_SIZE
RET-004546,ORD-07909,CH02,1,8.38,2024-10-03,CHANGED_MIND
RET-004547,ORD-07952,CH02,1,8.34,2024-09-11,CHANGED_MIND
RET-004548,ORD-07966,CH02,1,8.09,2024-10-10,DEFECTIVE
RET-004549,ORD-08314,CH03,1,9.95,2024-09-28,NOT_AS_DESCRIBED
RET-004550,ORD-08316,CH03,1,9.19,2024-09-28,CHANGED_MIND
RET-004551,ORD-08319,CH03,1,9.76,2024-09-13,NOT_AS_DESCRIBED
RET-004552,ORD-08327,CH03,4,10.02,2024-09-13,WRONG_SIZE
RET-004553,ORD-08328,CH03,1,10.43,2024-10-10,NOT_AS_DESCRIBED
RET-004554,ORD-08330,CH03,1,8.79,2024-10-08,DEFECTIVE
RET-004555,ORD-08331,CH03,1,10.16,2024-10-12,DEFECTIVE
RET-004556,ORD-08337,CH03,1,8.66,2024-10-04,WRONG_SIZE
RET-004557,ORD-08338,CH03,1,9.52,2024-10-01,CHANGED_MIND
RET-004558,ORD-08339,CH03,1,9.76,2024-10-06,WRONG_SIZE
RET-004559,ORD-08341,CH03,2,9.44,2024-10-11,CHANGED_MIND
RET-004560,ORD-08343,CH03,2,9.91,2024-09-23,WRONG_SIZE
RET-004561,ORD-08344,CH03,1,10.65,2024-09-16,WRONG_SIZE
RET-004562,ORD-08345,CH03,1,8.89,2024-09-13,NOT_AS_DESCRIBED
RET-004563,ORD-08348,CH03,2,9.88,2024-09-15,DEFECTIVE
RET-004564,ORD-08349,CH03,1,11.14,2024-09-17,CHANGED_MIND
RET-004565,ORD-08350,CH03,2,9.98,2024-10-01,NOT_AS_DESCRIBED
RET-004566,ORD-08351,CH03,1,9.64,2024-09-29,WRONG_SIZE
RET-004567,ORD-08352,CH03,2,10.68,2024-09-28,CHANGED_MIND
RET-004568,ORD-08354,CH03,2,10.89,2024-09-29,WRONG_SIZE
RET-004569,ORD-08355,CH03,2,11.39,2024-09-05,WRONG_SIZE
RET-004570,ORD-08357,CH03,2,9.77,2024-09-20,DEFECTIVE
RET-004571,ORD-08361,CH03,2,10.05,2024-09-19,CHANGED_MIND
RET-004572,ORD-08362,CH03,2,8.79,2024-09-16,DEFECTIVE
RET-004573,ORD-08364,CH03,1,10.0,2024-10-12,WRONG_SIZE
RET-004574,ORD-08366,CH03,3,9.22,2024-10-10,NOT_AS_DESCRIBED
RET-004575,ORD-08367,CH03,1,11.35,2024-09-20,CHANGED_MIND
RET-004576,ORD-08370,CH03,4,9.98,2024-09-23,CHANGED_MIND
RET-004577,ORD-08372,CH03,2,8.52,2024-09-09,DEFECTIVE
RET-004578,ORD-08374,CH03,1,8.63,2024-10-11,DEFECTIVE
RET-004579,ORD-08376,CH03,3,9.55,2024-09-17,DEFECTIVE
RET-004580,ORD-08378,CH03,1,11.15,2024-09-09,CHANGED_MIND
RET-004581,ORD-08380,CH03,2,11.14,2024-10-07,WRONG_SIZE
RET-004582,ORD-08382,CH03,2,9.62,2024-09-28,DEFECTIVE
RET-004583,ORD-08384,CH03,1,9.16,2024-09-07,WRONG_SIZE
RET-004584,ORD-08385,CH03,1,9.15,2024-09-20,DEFECTIVE
RET-004585,ORD-08386,CH03,1,10.61,2024-10-09,DEFECTIVE
RET-004586,ORD-08387,CH03,2,10.51,2024-09-09,CHANGED_MIND
RET-004587,ORD-08388,CH03,2,9.88,2024-09-15,DEFECTIVE
RET-004588,ORD-08389,CH03,1,10.93,2024-10-01,CHANGED_MIND
RET-004589,ORD-08391,CH03,2,10.25,2024-10-10,CHANGED_MIND
RET-004590,ORD-08395,CH03,1,9.13,2024-09-26,DEFECTIVE
RET-004591,ORD-08399,CH03,2,9.11,2024-09-23,WRONG_SIZE
RET-004592,ORD-08401,CH03,2,8.65,2024-09-27,DEFECTIVE
RET-004593,ORD-08408,CH03,1,9.57,2024-10-03,NOT_AS_DESCRIBED
RET-004594,ORD-08409,CH03,1,11.01,2024-09-11,DEFECTIVE
RET-004595,ORD-08410,CH03,2,10.5,2024-10-01,DEFECTIVE
RET-004596,ORD-08412,CH03,1,9.67,2024-10-06,CHANGED_MIND
RET-004597,ORD-08414,CH03,2,11.07,2024-10-07,WRONG_SIZE
RET-004598,ORD-08417,CH03,1,11.16,2024-09-08,WRONG_SIZE
RET-004599,ORD-08419,CH03,3,8.84,2024-09-30,DEFECTIVE
RET-004600,ORD-08422,CH03,1,10.91,2024-09-25,NOT_AS_DESCRIBED
RET-004601,ORD-08423,CH03,1,10.06,2024-09-28,CHANGED_MIND
RET-004602,ORD-08427,CH03,2,9.47,2024-09-11,WRONG_SIZE
RET-004603,ORD-08428,CH03,1,10.8,2024-09-15,WRONG_SIZE
RET-004604,ORD-08431,CH03,2,9.87,2024-10-12,DEFECTIVE
RET-004605,ORD-08433,CH03,1,11.41,2024-09-16,NOT_AS_DESCRIBED
RET-004606,ORD-08435,CH03,1,10.84,2024-09-30,CHANGED_MIND
RET-004607,ORD-08445,CH03,2,10.67,2024-10-02,WRONG_SIZE
RET-004608,ORD-08447,CH03,2,10.29,2024-09-08,CHANGED_MIND
RET-004609,ORD-08450,CH03,1,10.81,2024-10-07,DEFECTIVE
RET-004610,ORD-08452,CH03,3,8.94,2024-10-08,CHANGED_MIND
RET-004611,ORD-08453,CH03,1,10.73,2024-09-11,CHANGED_MIND
RET-004612,ORD-08454,CH03,1,10.93,2024-09-21,DEFECTIVE
RET-004613,ORD-08456,CH03,2,10.9,2024-10-06,CHANGED_MIND
RET-004614,ORD-08458,CH03,1,9.94,2024-09-10,WRONG_SIZE
RET-004615,ORD-08459,CH03,3,9.53,2024-09-15,CHANGED_MIND
RET-004616,ORD-08460,CH03,2,11.5,2024-09-10,WRONG_SIZE
RET-004617,ORD-08462,CH03,2,9.2,2024-09-08,WRONG_SIZE
RET-004618,ORD-08463,CH03,1,11.23,2024-09-21,CHANGED_MIND
RET-004619,ORD-08465,CH03,4,10.61,2024-10-07,DEFECTIVE
RET-004620,ORD-08467,CH03,3,10.72,2024-10-02,CHANGED_MIND
RET-004621,ORD-08468,CH03,1,11.41,2024-09-17,CHANGED_MIND
RET-004622,ORD-08470,CH03,4,9.81,2024-09-27,DEFECTIVE
RET-004623,ORD-08471,CH03,3,11.23,2024-10-01,WRONG_SIZE
RET-004624,ORD-08473,CH03,1,9.34,2024-09-14,NOT_AS_DESCRIBED
RET-004625,ORD-08477,CH03,3,8.86,2024-09-19,WRONG_SIZE
RET-004626,ORD-08478,CH03,1,11.44,2024-09-23,CHANGED_MIND
RET-004627,ORD-08479,CH03,1,11.13,2024-10-11,CHANGED_MIND
RET-004628,ORD-08481,CH03,3,10.82,2024-09-09,DEFECTIVE
RET-004629,ORD-08484,CH03,1,9.02,2024-09-14,CHANGED_MIND
RET-004630,ORD-08485,CH03,1,9.38,2024-09-23,WRONG_SIZE
RET-004631,ORD-08489,CH03,3,10.28,2024-10-10,WRONG_SIZE
RET-004632,ORD-08493,CH03,1,11.27,2024-09-11,CHANGED_MIND
RET-004633,ORD-08497,CH03,2,8.87,2024-09-15,CHANGED_MIND
RET-004634,ORD-08501,CH03,3,11.43,2024-09-21,CHANGED_MIND
RET-004635,ORD-08502,CH03,1,10.18,2024-09-17,WRONG_SIZE
RET-004636,ORD-08505,CH03,2,8.58,2024-10-05,DEFECTIVE
RET-004637,ORD-08506,CH03,1,9.03,2024-09-13,CHANGED_MIND
RET-004638,ORD-08507,CH03,2,9.5,2024-09-03,DEFECTIVE
RET-004639,ORD-08512,CH03,3,10.19,2024-09-15,NOT_AS_DESCRIBED
RET-004640,ORD-08513,CH03,2,8.7,2024-09-19,DEFECTIVE
RET-004641,ORD-08514,CH03,1,9.12,2024-09-15,WRONG_SIZE
RET-004642,ORD-08515,CH03,1,9.82,2024-09-21,NOT_AS_DESCRIBED
RET-004643,ORD-08516,CH03,2,10.56,2024-09-28,DEFECTIVE
RET-004644,ORD-08517,CH03,2,9.69,2024-09-27,CHANGED_MIND
RET-004645,ORD-08521,CH03,3,9.74,2024-09-13,CHANGED_MIND
RET-004646,ORD-08534,CH03,1,9.63,2024-09-26,WRONG_SIZE
RET-004647,ORD-08535,CH03,3,9.42,2024-09-14,WRONG_SIZE
RET-004648,ORD-08536,CH03,1,9.34,2024-10-09,CHANGED_MIND
RET-004649,ORD-08539,CH03,1,9.66,2024-09-10,CHANGED_MIND
RET-004650,ORD-08540,CH03,1,8.92,2024-09-29,CHANGED_MIND
RET-004651,ORD-08543,CH03,2,11.18,2024-10-07,CHANGED_MIND
RET-004652,ORD-08544,CH03,2,11.19,2024-09-21,CHANGED_MIND
RET-004653,ORD-08545,CH03,4,10.68,2024-09-26,WRONG_SIZE
RET-004654,ORD-08546,CH03,2,9.21,2024-09-16,DEFECTIVE
RET-004655,ORD-08548,CH03,2,9.79,2024-10-03,DEFECTIVE
RET-004656,ORD-08549,CH03,6,9.61,2024-09-09,NOT_AS_DESCRIBED
RET-004657,ORD-08552,CH03,2,10.55,2024-09-20,CHANGED_MIND
RET-004658,ORD-08554,CH03,1,11.31,2024-10-03,WRONG_SIZE
RET-004659,ORD-08555,CH03,2,10.33,2024-10-07,DEFECTIVE
RET-004660,ORD-08556,CH03,2,11.46,2024-09-18,WRONG_SIZE
RET-004661,ORD-08559,CH03,1,9.14,2024-09-15,NOT_AS_DESCRIBED
RET-004662,ORD-08561,CH03,2,8.63,2024-09-23,DEFECTIVE
RET-004663,ORD-08562,CH03,1,9.94,2024-09-08,NOT_AS_DESCRIBED
RET-004664,ORD-08564,CH03,3,10.24,2024-09-29,DEFECTIVE
RET-004665,ORD-08567,CH03,1,11.17,2024-09-14,CHANGED_MIND
RET-004666,ORD-08568,CH03,1,10.88,2024-09-08,DEFECTIVE
RET-004667,ORD-08569,CH03,3,10.6,2024-09-19,CHANGED_MIND
RET-004668,ORD-08570,CH03,4,10.19,2024-10-08,CHANGED_MIND
RET-004669,ORD-08572,CH03,4,10.56,2024-10-04,CHANGED_MIND
RET-004670,ORD-08575,CH03,2,9.97,2024-10-08,WRONG_SIZE
RET-004671,ORD-08576,CH03,2,10.44,2024-10-09,CHANGED_MIND
RET-004672,ORD-08577,CH03,3,10.11,2024-09-11,DEFECTIVE
RET-004673,ORD-08579,CH03,1,8.66,2024-10-05,DEFECTIVE
RET-004674,ORD-08580,CH03,1,11.28,2024-09-16,DEFECTIVE
RET-004675,ORD-08581,CH03,4,10.78,2024-09-27,DEFECTIVE
RET-004676,ORD-08583,CH03,1,10.97,2024-09-21,WRONG_SIZE
RET-004677,ORD-08585,CH03,3,8.83,2024-09-16,DEFECTIVE
RET-004678,ORD-08586,CH03,1,9.63,2024-09-21,WRONG_SIZE
RET-004679,ORD-08589,CH03,1,9.56,2024-09-14,DEFECTIVE
RET-004680,ORD-08592,CH03,1,8.57,2024-09-08,WRONG_SIZE
RET-004681,ORD-08594,CH03,3,11.04,2024-09-20,WRONG_SIZE
RET-004682,ORD-08595,CH03,2,10.78,2024-10-02,WRONG_SIZE
RET-004683,ORD-08596,CH03,1,11.25,2024-09-18,WRONG_SIZE
RET-004684,ORD-08597,CH03,1,10.07,2024-09-21,DEFECTIVE
RET-004685,ORD-08602,CH03,1,8.81,2024-09-18,CHANGED_MIND
RET-004686,ORD-08604,CH03,1,10.19,2024-09-30,WRONG_SIZE
RET-004687,ORD-08605,CH03,3,10.12,2024-09-19,DEFECTIVE
RET-004688,ORD-08608,CH03,2,10.32,2024-10-01,DEFECTIVE
RET-004689,ORD-08611,CH03,1,9.62,2024-09-06,DEFECTIVE
RET-004690,ORD-08612,CH03,1,8.55,2024-09-18,WRONG_SIZE
RET-004691,ORD-08614,CH03,2,8.84,2024-09-16,NOT_AS_DESCRIBED
RET-004692,ORD-08615,CH03,2,10.4,2024-10-10,WRONG_SIZE
RET-004693,ORD-08617,CH03,1,9.69,2024-09-10,WRONG_SIZE
RET-004694,ORD-08618,CH03,1,9.55,2024-10-07,DEFECTIVE
RET-004695,ORD-08619,CH03,3,9.37,2024-10-05,DEFECTIVE
RET-004696,ORD-08621,CH03,1,9.03,2024-09-20,DEFECTIVE
RET-004697,ORD-08625,CH03,2,10.74,2024-09-15,DEFECTIVE
RET-004698,ORD-08627,CH03,2,10.54,2024-10-05,CHANGED_MIND
RET-004699,ORD-08628,CH03,1,8.99,2024-09-11,WRONG_SIZE
RET-004700,ORD-08631,CH03,1,11.12,2024-09-08,CHANGED_MIND
RET-004701,ORD-08632,CH03,1,10.05,2024-09-25,WRONG_SIZE
RET-004702,ORD-08634,CH03,1,10.14,2024-10-09,CHANGED_MIND
RET-004703,ORD-08635,CH03,1,11.22,2024-09-17,DEFECTIVE
RET-004704,ORD-08636,CH03,1,11.34,2024-09-10,DEFECTIVE
RET-004705,ORD-08637,CH03,1,10.52,2024-09-15,DEFECTIVE
RET-004706,ORD-08639,CH03,1,10.66,2024-09-06,WRONG_SIZE
RET-004707,ORD-08647,CH03,1,9.33,2024-09-25,WRONG_SIZE
RET-004708,ORD-08648,CH03,2,8.5,2024-09-30,WRONG_SIZE
RET-004709,ORD-08649,CH03,1,8.81,2024-09-27,CHANGED_MIND
RET-004710,ORD-08652,CH03,3,8.72,2024-10-02,DEFECTIVE
RET-004711,ORD-08653,CH03,3,9.13,2024-09-09,DEFECTIVE
RET-004712,ORD-08655,CH03,2,9.39,2024-09-16,WRONG_SIZE
RET-004713,ORD-08656,CH03,1,11.23,2024-10-08,DEFECTIVE
RET-004714,ORD-08657,CH03,2,8.96,2024-09-10,DEFECTIVE
RET-004715,ORD-08659,CH03,3,11.12,2024-09-09,DEFECTIVE
RET-004716,ORD-08660,CH03,1,9.13,2024-09-29,CHANGED_MIND
RET-004717,ORD-08664,CH03,3,10.62,2024-09-30,DEFECTIVE
RET-004718,ORD-08665,CH03,1,10.04,2024-09-26,WRONG_SIZE
RET-004719,ORD-08667,CH03,2,10.19,2024-09-25,DEFECTIVE
RET-004720,ORD-08668,CH03,2,10.67,2024-09-15,CHANGED_MIND
RET-004721,ORD-08669,CH03,1,10.06,2024-09-19,DEFECTIVE
RET-004722,ORD-08672,CH03,3,10.4,2024-09-23,CHANGED_MIND
RET-004723,ORD-08674,CH03,2,9.05,2024-09-22,DEFECTIVE
RET-004724,ORD-08675,CH03,2,10.0,2024-09-20,DEFECTIVE
RET-004725,ORD-08676,CH03,4,10.15,2024-09-15,WRONG_SIZE
RET-004726,ORD-08679,CH03,2,9.03,2024-09-26,DEFECTIVE
RET-004727,ORD-08680,CH03,1,10.78,2024-09-26,CHANGED_MIND
RET-004728,ORD-08683,CH03,2,10.34,2024-10-05,WRONG_SIZE
RET-004729,ORD-08684,CH03,1,9.04,2024-10-02,NOT_AS_DESCRIBED
RET-004730,ORD-08685,CH03,4,11.12,2024-09-16,DEFECTIVE
RET-004731,ORD-08686,CH03,2,8.88,2024-09-12,WRONG_SIZE
RET-004732,ORD-08687,CH03,1,10.07,2024-09-11,DEFECTIVE
RET-004733,ORD-08690,CH03,1,9.73,2024-10-03,CHANGED_MIND
RET-004734,ORD-08691,CH03,1,10.39,2024-10-04,WRONG_SIZE
RET-004735,ORD-08699,CH03,1,8.54,2024-09-26,DEFECTIVE
RET-004736,ORD-08702,CH03,1,8.67,2024-09-14,WRONG_SIZE
RET-004737,ORD-08708,CH03,2,9.38,2024-09-20,WRONG_SIZE
RET-004738,ORD-08711,CH03,1,10.81,2024-09-16,DEFECTIVE
RET-004739,ORD-08713,CH03,1,11.1,2024-10-01,CHANGED_MIND
RET-004740,ORD-08714,CH03,2,8.58,2024-09-29,WRONG_SIZE
RET-004741,ORD-08715,CH03,1,11.48,2024-09-25,CHANGED_MIND
RET-004742,ORD-08716,CH03,2,9.47,2024-09-27,DEFECTIVE
RET-004743,ORD-08722,CH03,2,8.63,2024-10-04,CHANGED_MIND
RET-004744,ORD-08726,CH03,1,8.88,2024-09-10,CHANGED_MIND
RET-004745,ORD-08728,CH03,2,11.31,2024-09-06,NOT_AS_DESCRIBED
RET-004746,ORD-08729,CH03,4,9.48,2024-09-22,CHANGED_MIND
RET-004747,ORD-08732,CH03,1,10.37,2024-09-22,NOT_AS_DESCRIBED
RET-004748,ORD-08738,CH03,1,8.93,2024-10-04,CHANGED_MIND
RET-004749,ORD-08739,CH03,1,11.16,2024-09-30,NOT_AS_DESCRIBED
RET-004750,ORD-08740,CH03,2,10.65,2024-10-01,CHANGED_MIND
RET-004751,ORD-08741,CH03,1,10.28,2024-10-06,DEFECTIVE
RET-004752,ORD-08742,CH03,2,10.35,2024-09-12,WRONG_SIZE
RET-004753,ORD-08743,CH03,1,8.97,2024-09-09,CHANGED_MIND
RET-004754,ORD-08745,CH03,1,10.32,2024-10-11,CHANGED_MIND
RET-004755,ORD-08748,CH03,1,9.85,2024-10-04,DEFECTIVE
RET-004756,ORD-08750,CH03,1,11.17,2024-09-20,WRONG_SIZE
RET-004757,ORD-08751,CH03,1,10.66,2024-09-16,NOT_AS_DESCRIBED
RET-004758,ORD-08752,CH03,2,9.17,2024-10-04,WRONG_SIZE
RET-004759,ORD-08756,CH03,1,10.49,2024-09-18,CHANGED_MIND
RET-004760,ORD-08758,CH03,2,10.1,2024-09-29,NOT_AS_DESCRIBED
RET-004761,ORD-08762,CH03,2,10.13,2024-10-06,CHANGED_MIND
RET-004762,ORD-08763,CH03,1,9.42,2024-09-30,DEFECTIVE
RET-004763,ORD-08767,CH03,1,8.65,2024-09-12,CHANGED_MIND
RET-004764,ORD-08768,CH03,1,10.04,2024-09-21,NOT_AS_DESCRIBED
RET-004765,ORD-08773,CH03,1,9.0,2024-10-05,CHANGED_MIND
RET-004766,ORD-08775,CH03,2,11.07,2024-10-02,CHANGED_MIND
RET-004767,ORD-08777,CH03,2,8.86,2024-09-14,CHANGED_MIND
RET-004768,ORD-08778,CH03,1,8.99,2024-10-04,DEFECTIVE
RET-004769,ORD-08780,CH03,1,8.51,2024-09-15,DEFECTIVE
RET-004770,ORD-08786,CH03,1,9.33,2024-09-28,CHANGED_MIND
RET-004771,ORD-08788,CH03,2,11.43,2024-09-16,DEFECTIVE
RET-004772,ORD-08795,CH03,5,10.97,2024-10-06,WRONG_SIZE
RET-004773,ORD-08797,CH03,1,10.74,2024-09-05,CHANGED_MIND
RET-004774,ORD-08798,CH03,2,11.18,2024-09-11,WRONG_SIZE
RET-004775,ORD-08801,CH03,2,11.41,2024-09-11,WRONG_SIZE
RET-004776,ORD-08805,CH03,4,9.1,2024-09-13,NOT_AS_DESCRIBED
RET-004777,ORD-08806,CH03,1,10.04,2024-09-11,NOT_AS_DESCRIBED
RET-004778,ORD-08807,CH03,3,8.92,2024-10-02,WRONG_SIZE
RET-004779,ORD-08810,CH03,1,11.12,2024-09-30,DEFECTIVE
RET-004780,ORD-08813,CH03,1,9.84,2024-09-20,WRONG_SIZE
RET-004781,ORD-08817,CH03,1,11.06,2024-09-08,NOT_AS_DESCRIBED
RET-004782,ORD-08822,CH03,2,11.04,2024-09-24,CHANGED_MIND
RET-004783,ORD-08823,CH03,1,9.84,2024-09-14,DEFECTIVE
RET-004784,ORD-08827,CH03,2,10.1,2024-09-08,CHANGED_MIND
RET-004785,ORD-08828,CH03,3,9.53,2024-09-19,CHANGED_MIND
RET-004786,ORD-08831,CH03,1,10.38,2024-09-25,NOT_AS_DESCRIBED
RET-004787,ORD-08832,CH03,4,11.46,2024-10-01,CHANGED_MIND
RET-004788,ORD-08834,CH03,3,9.65,2024-10-04,WRONG_SIZE
RET-004789,ORD-08835,CH03,1,10.25,2024-09-23,CHANGED_MIND
RET-004790,ORD-08837,CH03,2,10.71,2024-09-05,CHANGED_MIND
RET-004791,ORD-08840,CH03,2,9.1,2024-09-26,DEFECTIVE
RET-004792,ORD-08842,CH03,2,10.11,2024-09-15,WRONG_SIZE
RET-004793,ORD-08843,CH03,1,9.25,2024-10-04,CHANGED_MIND
RET-004794,ORD-08845,CH03,1,11.13,2024-09-06,DEFECTIVE
RET-004795,ORD-08846,CH03,1,10.29,2024-09-27,DEFECTIVE
RET-004796,ORD-08850,CH03,2,11.49,2024-09-28,DEFECTIVE
RET-004797,ORD-08854,CH03,4,10.67,2024-10-05,CHANGED_MIND
RET-004798,ORD-08856,CH03,3,10.76,2024-10-01,CHANGED_MIND
RET-004799,ORD-08859,CH03,2,10.14,2024-09-27,CHANGED_MIND
RET-004800,ORD-08860,CH03,3,11.3,2024-09-26,WRONG_SIZE
RET-004801,ORD-08862,CH03,2,9.97,2024-10-01,CHANGED_MIND
RET-004802,ORD-08865,CH03,1,10.27,2024-10-04,WRONG_SIZE
RET-004803,ORD-08866,CH03,1,11.03,2024-09-17,DEFECTIVE
RET-004804,ORD-08867,CH03,1,10.82,2024-10-13,DEFECTIVE
RET-004805,ORD-08869,CH03,1,10.55,2024-09-15,DEFECTIVE
RET-004806,ORD-08871,CH03,1,9.99,2024-09-19,WRONG_SIZE
RET-004807,ORD-08877,CH03,2,8.74,2024-09-22,CHANGED_MIND
RET-004808,ORD-08878,CH03,1,10.96,2024-09-23,NOT_AS_DESCRIBED
RET-004809,ORD-08882,CH03,3,9.6,2024-09-25,DEFECTIVE
RET-004810,ORD-08883,CH03,1,10.46,2024-09-30,CHANGED_MIND
RET-004811,ORD-08884,CH03,1,11.1,2024-09-30,DEFECTIVE
RET-004812,ORD-08885,CH03,2,9.12,2024-09-27,CHANGED_MIND
RET-004813,ORD-08888,CH03,2,8.64,2024-09-14,CHANGED_MIND
RET-004814,ORD-08896,CH03,3,9.92,2024-09-20,DEFECTIVE
RET-004815,ORD-08899,CH03,3,9.7,2024-09-16,CHANGED_MIND
RET-004816,ORD-08900,CH03,2,9.45,2024-09-22,DEFECTIVE
RET-004817,ORD-08902,CH03,2,10.7,2024-10-01,CHANGED_MIND
RET-004818,ORD-08903,CH03,1,9.4,2024-09-28,CHANGED_MIND
RET-004819,ORD-08906,CH03,1,8.77,2024-09-08,DEFECTIVE
RET-004820,ORD-08907,CH03,1,10.77,2024-10-12,CHANGED_MIND
RET-004821,ORD-08911,CH03,1,10.98,2024-09-11,CHANGED_MIND
RET-004822,ORD-08912,CH03,1,11.1,2024-09-22,CHANGED_MIND
RET-004823,ORD-08914,CH03,1,9.16,2024-09-18,CHANGED_MIND
RET-004824,ORD-08915,CH03,1,10.61,2024-09-13,WRONG_SIZE
RET-004825,ORD-08916,CH03,3,9.07,2024-09-18,WRONG_SIZE
RET-004826,ORD-08917,CH03,1,11.27,2024-10-10,DEFECTIVE
RET-004827,ORD-08922,CH03,2,10.59,2024-09-16,CHANGED_MIND
RET-004828,ORD-08924,CH03,1,8.76,2024-09-23,WRONG_SIZE
RET-004829,ORD-08925,CH03,2,8.75,2024-09-24,WRONG_SIZE
RET-004830,ORD-08927,CH03,1,9.57,2024-10-02,WRONG_SIZE
RET-004831,ORD-08929,CH03,1,8.68,2024-09-18,DEFECTIVE
RET-004832,ORD-08930,CH03,3,8.71,2024-09-25,DEFECTIVE
RET-004833,ORD-08934,CH03,1,9.06,2024-09-11,NOT_AS_DESCRIBED
RET-004834,ORD-08935,CH03,1,10.97,2024-09-26,CHANGED_MIND
RET-004835,ORD-08937,CH03,3,9.62,2024-09-11,NOT_AS_DESCRIBED
RET-004836,ORD-08941,CH03,1,10.86,2024-09-16,DEFECTIVE
RET-004837,ORD-08943,CH03,2,10.31,2024-09-19,CHANGED_MIND
RET-004838,ORD-08949,CH03,5,10.73,2024-09-26,CHANGED_MIND
RET-004839,ORD-08950,CH03,1,9.82,2024-09-19,DEFECTIVE
RET-004840,ORD-08951,CH03,3,11.14,2024-09-20,CHANGED_MIND
RET-004841,ORD-08952,CH03,1,9.42,2024-10-09,CHANGED_MIND
RET-004842,ORD-08955,CH03,1,10.38,2024-10-03,DEFECTIVE
RET-004843,ORD-08957,CH03,2,10.69,2024-09-18,DEFECTIVE
RET-004844,ORD-08960,CH03,1,10.08,2024-10-06,WRONG_SIZE
RET-004845,ORD-08962,CH03,2,10.8,2024-09-13,DEFECTIVE
RET-004846,ORD-08965,CH03,1,9.56,2024-09-20,NOT_AS_DESCRIBED
RET-004847,ORD-08966,CH03,1,9.33,2024-10-08,NOT_AS_DESCRIBED
RET-004848,ORD-08967,CH03,2,9.07,2024-09-30,NOT_AS_DESCRIBED
RET-004849,ORD-08971,CH03,2,9.33,2024-10-08,NOT_AS_DESCRIBED
RET-004850,ORD-08978,CH03,1,8.72,2024-09-13,CHANGED_MIND
RET-004851,ORD-08980,CH03,1,9.18,2024-09-19,CHANGED_MIND
