region,deal_id,rep_id,close_date,total_contract_value,currency,contract_months,product_line,deal_source,stage
AMER,12429,R023,2024-02-24,544813.0,USD,36,Analytics Add-on,Partner Referral,closed_lost
AMER,12430,R069,2024-03-31,89227.15,USD,12,Enterprise Suite,Outbound,prospecting
EMEA,12679,R112,2024-03-27,105709.08,EUR,12,Analytics Add-on,Partner Referral,closed_won
APAC,6230,R162,2024-02-27,105369.92,USD,12,Core Platform,Inbound,closed_won
EMEA,12680,R110,2024-03-13,242386.98,EUR,24,Core Platform,Inbound,closed_won
APAC,6231,R191,2024-03-18,45643298.46,JPY,24,Analytics Add-on,Outbound,closed_won
EMEA,12681,R120,2024-04-11,191288.45,GBP,24,Enterprise Suite,Inbound,closed_won
EMEA,12682,R148,2024-03-15,202789.24,EUR,24,Core Platform,Outbound,prospecting
AMER,12431,R009,2024-02-22,338812.24,USD,24,Core Platform,Inbound,prospecting
APAC,6232,R180,2024-04-08,703148.48,AUD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,12683,R134,2024-04-18,112700.43,EUR,12,Enterprise Suite,Inbound,closed_won
AMER,12432,R040,2024-02-29,130762.09,USD,24,Analytics Add-on,Partner Referral,closed_won
AMER,12433,R029,2024-03-26,469794.9,USD,36,Core Platform,Partner Referral,closed_won
EMEA,12684,R085,2024-02-16,204942.22,EUR,24,Core Platform,Partner Referral,closed_lost
APAC,6233,R199,2024-04-16,71011083.94,JPY,36,Enterprise Suite,Inbound,closed_won
EMEA,12685,R089,2024-03-06,28426.32,EUR,36,Analytics Add-on,Outbound,prospecting
AMER,12434,R043,2024-02-06,176414.41,USD,24,Analytics Add-on,Inbound,closed_won
EMEA,12686,R143,2024-04-30,316012.06,EUR,24,Enterprise Suite,Partner Referral,closed_won
EMEA,12687,R151,2024-02-07,335225.56,EUR,36,Enterprise Suite,Inbound,closed_won
AMER,12435,R070,2024-03-03,264978.93,USD,24,Core Platform,Partner Referral,closed_won
EMEA,12688,R150,2024-03-07,111829.69,EUR,24,Analytics Add-on,Outbound,closed_won
AMER,12436,R052,2024-02-29,178603.23,USD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,12689,R087,2024-04-14,294789.1,GBP,24,Analytics Add-on,Inbound,closed_lost
AMER,12437,R050,2024-03-04,486355.86,CAD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,12690,R090,2024-03-06,382622.5,GBP,36,Analytics Add-on,Outbound,closed_won
EMEA,12691,R114,2024-02-25,58537.98,USD,12,Enterprise Suite,Partner Referral,closed_won
EMEA,12692,R143,2024-04-06,424453.95,EUR,36,Core Platform,Inbound,closed_won
APAC,6234,R161,2024-03-29,314307.33,AUD,36,Core Platform,Inbound,prospecting
AMER,12438,R033,2024-03-27,70562.5,USD,12,Core Platform,Outbound,closed_lost
EMEA,12693,R084,2024-03-14,286881.41,EUR,24,Core Platform,Outbound,closed_won
AMER,12439,R050,2024-04-25,157899.4,USD,36,Core Platform,Inbound,closed_lost
APAC,6235,R196,2024-02-18,181625.96,AUD,12,Analytics Add-on,Inbound,closed_lost
EMEA,12694,R112,2024-02-04,156725.54,EUR,12,Enterprise Suite,Partner Referral,prospecting
APAC,6236,R191,2024-03-10,11094387.58,JPY,24,Enterprise Suite,Inbound,closed_lost
AMER,12440,R024,2024-03-08,150620.98,USD,12,Enterprise Suite,Outbound,closed_won
APAC,6237,R177,2024-04-18,185475.07,USD,12,Analytics Add-on,Partner Referral,closed_won
EMEA,12695,R156,2024-03-23,160637.11,EUR,12,Core Platform,Partner Referral,closed_won
AMER,12441,R054,2024-04-04,91925.76,USD,24,Analytics Add-on,Partner Referral,closed_won
AMER,12442,R008,2024-03-28,377292.13,USD,36,Enterprise Suite,Outbound,prospecting
AMER,12443,R051,2024-02-16,44306.3,USD,12,Analytics Add-on,Partner Referral,closed_won
AMER,12444,R051,2024-03-26,366402.51,USD,24,Core Platform,Inbound,closed_won
EMEA,12696,R113,2024-04-24,112877.75,EUR,36,Enterprise Suite,Outbound,prospecting
EMEA,12697,R143,2024-03-23,126678.93,EUR,12,Core Platform,Outbound,closed_won
EMEA,12698,R127,2024-04-23,41994.18,GBP,12,Analytics Add-on,Partner Referral,closed_won
EMEA,12699,R131,2024-03-24,83083.75,EUR,36,Core Platform,Outbound,closed_won
AMER,12445,R042,2024-02-22,374314.22,USD,24,Analytics Add-on,Outbound,closed_won
AMER,12446,R037,2024-04-30,191774.25,USD,24,Enterprise Suite,Inbound,closed_lost
AMER,12447,R032,2024-04-25,387290.09,USD,36,Enterprise Suite,Outbound,closed_won
APAC,6238,R170,2024-02-27,22773051.69,JPY,24,Core Platform,Outbound,closed_won
APAC,6239,R181,2024-04-17,58380781.22,JPY,24,Core Platform,Partner Referral,prospecting
AMER,12448,R028,2024-04-22,534814.91,USD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,12700,R152,2024-02-04,48322.52,EUR,12,Enterprise Suite,Partner Referral,closed_won
EMEA,12701,R129,2024-02-03,147707.59,GBP,24,Enterprise Suite,Partner Referral,closed_won
APAC,6240,R176,2024-04-18,45274.26,AUD,24,Core Platform,Partner Referral,closed_won
AMER,12449,R005,2024-04-08,524278.37,USD,36,Core Platform,Inbound,closed_lost
AMER,12450,R075,2024-03-09,103615.36,USD,12,Enterprise Suite,Outbound,closed_won
AMER,12451,R038,2024-02-10,315386.45,USD,24,Analytics Add-on,Inbound,closed_won
APAC,6241,R186,2024-04-14,11274749.46,JPY,12,Analytics Add-on,Partner Referral,closed_won
AMER,12452,R070,2024-03-06,120834.56,USD,12,Analytics Add-on,Partner Referral,closed_won
EMEA,12702,R092,2024-03-15,200144.39,EUR,36,Enterprise Suite,Partner Referral,closed_lost
APAC,6242,R166,2024-02-23,27923725.94,JPY,12,Core Platform,Outbound,closed_won
AMER,12453,R023,2024-03-14,131170.54,USD,24,Core Platform,Inbound,closed_won
AMER,12454,R050,2024-04-17,14549.08,USD,12,Analytics Add-on,Partner Referral,closed_won
EMEA,12703,R116,2024-02-07,340645.96,EUR,36,Enterprise Suite,Inbound,closed_won
APAC,6243,R196,2024-04-01,14811948.76,JPY,12,Analytics Add-on,Partner Referral,closed_won
AMER,12455,R071,2024-03-31,176769.16,USD,36,Core Platform,Outbound,closed_won
AMER,12456,R067,2024-04-06,148188.36,USD,36,Enterprise Suite,Outbound,closed_won
APAC,6244,R166,2024-03-06,48435233.83,JPY,24,Enterprise Suite,Inbound,closed_won
EMEA,12704,R128,2024-04-05,54409.46,USD,24,Core Platform,Partner Referral,closed_won
EMEA,12705,R091,2024-04-20,289216.75,USD,36,Enterprise Suite,Inbound,closed_won
EMEA,12706,R143,2024-04-18,189045.81,USD,12,Core Platform,Outbound,closed_won
AMER,12457,R078,2024-02-03,400965.12,USD,36,Core Platform,Outbound,closed_won
AMER,12458,R036,2024-04-25,76826.88,USD,12,Enterprise Suite,Outbound,closed_won
APAC,6245,R186,2024-02-03,75060883.65,JPY,36,Enterprise Suite,Partner Referral,closed_won
APAC,6246,R189,2024-02-02,233618.37,USD,36,Enterprise Suite,Outbound,closed_won
APAC,6247,R192,2024-03-09,514437.91,AUD,36,Core Platform,Outbound,closed_won
APAC,6248,R192,2024-02-16,545554.36,AUD,24,Analytics Add-on,Partner Referral,closed_lost
EMEA,12707,R105,2024-02-27,258374.35,EUR,36,Enterprise Suite,Outbound,closed_lost
AMER,12459,R044,2024-04-26,57139.86,USD,24,Core Platform,Outbound,closed_won
APAC,6249,R192,2024-03-31,26097711.94,JPY,12,Analytics Add-on,Outbound,prospecting
AMER,12460,R057,2024-03-26,38166.04,USD,36,Core Platform,Partner Referral,closed_won
AMER,12461,R026,2024-02-14,311227.16,USD,24,Enterprise Suite,Outbound,closed_won
EMEA,12708,R089,2024-03-23,79995.38,EUR,36,Enterprise Suite,Outbound,closed_won
EMEA,12709,R100,2024-03-25,283545.98,EUR,24,Analytics Add-on,Inbound,closed_won
APAC,6250,R161,2024-02-09,424349.38,AUD,36,Core Platform,Partner Referral,closed_won
EMEA,12710,R117,2024-03-24,45913.1,GBP,12,Enterprise Suite,Inbound,closed_won
AMER,12462,R049,2024-03-04,43002.93,USD,12,Enterprise Suite,Inbound,closed_won
EMEA,12711,R107,2024-02-15,371652.78,EUR,36,Core Platform,Partner Referral,closed_won
EMEA,12712,R136,2024-03-24,136598.07,GBP,12,Enterprise Suite,Inbound,closed_won
APAC,6251,R161,2024-02-02,208549.94,AUD,12,Core Platform,Partner Referral,prospecting
AMER,12463,R008,2024-03-26,189620.71,CAD,24,Analytics Add-on,Inbound,closed_won
AMER,12464,R009,2024-04-30,166093.32,USD,12,Analytics Add-on,Inbound,closed_won
EMEA,12713,R090,2024-03-21,147413.2,EUR,12,Enterprise Suite,Partner Referral,prospecting
EMEA,12714,R090,2024-03-29,392959.33,GBP,36,Analytics Add-on,Partner Referral,closed_won
APAC,6252,R191,2024-02-07,29063017.59,JPY,12,Analytics Add-on,Inbound,closed_won
AMER,12465,R068,2024-04-04,469305.62,USD,36,Analytics Add-on,Inbound,closed_won
APAC,6253,R193,2024-03-21,50401.43,USD,12,Analytics Add-on,Outbound,closed_won
APAC,6254,R187,2024-02-01,77430.04,AUD,24,Enterprise Suite,Outbound,closed_won
EMEA,12715,R085,2024-03-17,561306.29,USD,36,Core Platform,Partner Referral,closed_lost
EMEA,12716,R084,2024-02-02,104438.18,EUR,12,Enterprise Suite,Inbound,closed_won
APAC,6255,R181,2024-03-06,66262.1,AUD,24,Core Platform,Inbound,closed_won
EMEA,12717,R144,2024-02-21,371541.05,USD,36,Core Platform,Partner Referral,closed_won
EMEA,12718,R131,2024-03-21,154168.28,GBP,36,Analytics Add-on,Partner Referral,closed_won
EMEA,12719,R128,2024-04-08,184767.34,EUR,12,Enterprise Suite,Partner Referral,closed_won
AMER,12466,R072,2024-02-26,580897.15,USD,36,Analytics Add-on,Outbound,closed_won
EMEA,12720,R128,2024-02-06,114255.57,GBP,12,Core Platform,Outbound,closed_won
AMER,12467,R012,2024-03-28,154666.35,USD,36,Analytics Add-on,Partner Referral,closed_won
APAC,6256,R178,2024-03-20,44583696.91,JPY,36,Enterprise Suite,Outbound,closed_won
APAC,6257,R169,2024-04-16,16219621.79,JPY,12,Core Platform,Partner Referral,closed_won
AMER,12468,R005,2024-04-03,334596.1,USD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,12721,R141,2024-04-28,516010.46,EUR,36,Analytics Add-on,Inbound,closed_won
EMEA,12722,R153,2024-02-13,114288.2,EUR,12,Enterprise Suite,Outbound,closed_won
EMEA,12723,R148,2024-03-07,296135.06,EUR,36,Enterprise Suite,Inbound,closed_won
AMER,12469,R016,2024-02-01,219747.05,USD,24,Analytics Add-on,Partner Referral,closed_won
EMEA,12724,R109,2024-02-08,90665.96,EUR,36,Analytics Add-on,Partner Referral,closed_won
AMER,12470,R003,2024-04-29,399648.35,USD,24,Enterprise Suite,Inbound,prospecting
AMER,12471,R034,2024-04-08,180598.37,USD,36,Core Platform,Partner Referral,closed_won
APAC,6258,R190,2024-03-29,125013.33,AUD,12,Analytics Add-on,Partner Referral,closed_won
EMEA,12725,R114,2024-03-08,70852.39,EUR,12,Enterprise Suite,Partner Referral,closed_won
EMEA,12726,R090,2024-02-05,106101.35,EUR,12,Enterprise Suite,Outbound,closed_won
APAC,6259,R182,2024-03-21,304167.34,AUD,36,Enterprise Suite,Inbound,closed_won
AMER,12472,R046,2024-04-08,212625.28,USD,24,Enterprise Suite,Outbound,closed_won
EMEA,12727,R112,2024-04-28,292159.14,EUR,24,Core Platform,Outbound,closed_won
APAC,6260,R194,2024-02-01,191950.31,AUD,36,Core Platform,Partner Referral,closed_won
AMER,12473,R044,2024-04-09,167257.41,USD,12,Enterprise Suite,Outbound,closed_won
EMEA,12728,R082,2024-04-03,137927.62,EUR,24,Enterprise Suite,Inbound,closed_lost
AMER,12474,R059,2024-04-30,83211.81,USD,36,Core Platform,Outbound,closed_won
AMER,12475,R033,2024-03-28,130950.72,USD,12,Analytics Add-on,Partner Referral,prospecting
AMER,12476,R019,2024-04-09,125887.25,USD,24,Analytics Add-on,Inbound,closed_won
EMEA,12729,R129,2024-02-20,154367.08,EUR,12,Enterprise Suite,Inbound,closed_won
APAC,6261,R197,2024-02-15,19805310.18,JPY,36,Enterprise Suite,Outbound,closed_won
AMER,12477,R007,2024-03-15,82522.35,USD,12,Analytics Add-on,Outbound,closed_lost
EMEA,12730,R134,2024-03-31,206989.82,USD,24,Analytics Add-on,Inbound,closed_won
APAC,6262,R170,2024-03-31,512519.53,AUD,24,Enterprise Suite,Inbound,closed_won
EMEA,12731,R087,2024-03-24,163834.26,USD,12,Analytics Add-on,Inbound,closed_won
AMER,12478,R042,2024-03-27,257648.22,USD,36,Analytics Add-on,Outbound,closed_won
APAC,6263,R184,2024-04-30,141279.55,AUD,12,Enterprise Suite,Inbound,closed_won
AMER,12479,R077,2024-04-14,240458.72,USD,24,Analytics Add-on,Partner Referral,closed_won
APAC,6264,R189,2024-04-08,334206.9,USD,36,Analytics Add-on,Partner Referral,closed_won
APAC,6265,R171,2024-03-28,22802288.11,JPY,24,Enterprise Suite,Outbound,closed_won
AMER,12480,R013,2024-03-17,10633.89,USD,12,Enterprise Suite,Outbound,closed_won
AMER,12481,R041,2024-03-22,87876.63,USD,12,Core Platform,Partner Referral,prospecting
AMER,12482,R074,2024-04-14,137759.14,USD,24,Enterprise Suite,Inbound,closed_won
AMER,12483,R017,2024-04-09,711457.55,CAD,36,Analytics Add-on,Partner Referral,closed_won
APAC,6266,R186,2024-02-12,25267325.46,JPY,36,Core Platform,Partner Referral,closed_won
APAC,6267,R165,2024-03-06,65311.78,USD,36,Enterprise Suite,Partner Referral,closed_won
EMEA,12732,R131,2024-04-15,149402.12,GBP,12,Core Platform,Outbound,closed_won
APAC,6268,R169,2024-02-06,261504.37,AUD,24,Analytics Add-on,Inbound,closed_won
AMER,12484,R011,2024-04-19,500708.42,USD,36,Analytics Add-on,Outbound,closed_won
EMEA,12733,R157,2024-03-16,177653.35,EUR,36,Core Platform,Inbound,closed_lost
AMER,12485,R053,2024-02-14,178123.31,CAD,12,Analytics Add-on,Inbound,prospecting
APAC,6269,R187,2024-03-19,3975987.86,JPY,12,Analytics Add-on,Inbound,prospecting
EMEA,12734,R144,2024-04-27,558818.16,USD,36,Enterprise Suite,Partner Referral,closed_won
EMEA,12735,R119,2024-03-29,41391.64,EUR,12,Enterprise Suite,Partner Referral,prospecting
APAC,6270,R196,2024-02-17,264312.72,USD,36,Core Platform,Outbound,closed_won
EMEA,12736,R149,2024-03-30,174326.96,EUR,12,Analytics Add-on,Partner Referral,closed_won
EMEA,12737,R111,2024-03-07,123963.63,USD,36,Enterprise Suite,Partner Referral,prospecting
EMEA,12738,R154,2024-03-21,251691.9,USD,24,Analytics Add-on,Inbound,closed_won
EMEA,12739,R136,2024-04-29,24766.77,USD,24,Enterprise Suite,Partner Referral,closed_won
APAC,6271,R166,2024-03-30,193964.01,USD,12,Core Platform,Partner Referral,closed_won
AMER,12486,R041,2024-03-01,105612.24,USD,12,Enterprise Suite,Outbound,closed_lost
AMER,12487,R056,2024-04-24,340119.58,USD,24,Enterprise Suite,Outbound,closed_won
EMEA,12740,R128,2024-03-13,64424.48,USD,12,Enterprise Suite,Inbound,closed_won
AMER,12488,R068,2024-03-12,139706.69,USD,12,Enterprise Suite,Inbound,closed_won
EMEA,12741,R152,2024-03-20,101045.3,GBP,12,Analytics Add-on,Inbound,closed_won
APAC,6272,R170,2024-03-19,326734.11,USD,24,Analytics Add-on,Inbound,closed_lost
AMER,12489,R023,2024-02-22,178659.83,USD,12,Analytics Add-on,Inbound,closed_won
EMEA,12742,R120,2024-03-31,187770.94,EUR,24,Core Platform,Outbound,closed_won
APAC,6273,R161,2024-02-19,17058352.87,JPY,12,Enterprise Suite,Partner Referral,prospecting
APAC,6274,R191,2024-02-04,38243.81,AUD,24,Enterprise Suite,Partner Referral,closed_won
AMER,12490,R004,2024-02-17,192947.23,USD,24,Core Platform,Partner Referral,closed_won
EMEA,12743,R157,2024-03-20,104049.66,GBP,36,Enterprise Suite,Partner Referral,closed_won
EMEA,12744,R087,2024-04-08,309508.6,USD,24,Core Platform,Inbound,closed_won
EMEA,12745,R160,2024-04-15,55261.36,GBP,12,Core Platform,Partner Referral,closed_won
EMEA,12746,R120,2024-03-20,47270.54,GBP,12,Analytics Add-on,Partner Referral,prospecting
EMEA,12747,R090,2024-04-14,265140.69,GBP,24,Enterprise Suite,Outbound,closed_won
AMER,12491,R040,2024-03-17,76618.13,CAD,36,Core Platform,Outbound,closed_won
APAC,6275,R170,2024-02-08,114783.96,AUD,24,Core Platform,Outbound,closed_won
EMEA,12748,R147,2024-02-27,339003.0,EUR,36,Enterprise Suite,Inbound,closed_won
APAC,6276,R194,2024-04-07,19999220.26,JPY,36,Core Platform,Outbound,closed_won
AMER,12492,R036,2024-02-26,328399.91,USD,36,Enterprise Suite,Outbound,closed_won
AMER,12493,R057,2024-02-26,320626.78,USD,36,Analytics Add-on,Outbound,closed_won
EMEA,12749,R120,2024-02-16,383985.33,EUR,36,Enterprise Suite,Partner Referral,closed_won
AMER,12494,R055,2024-02-22,377399.66,USD,36,Enterprise Suite,Outbound,closed_lost
EMEA,12750,R083,2024-02-27,172907.32,EUR,24,Core Platform,Inbound,closed_won
AMER,12495,R050,2024-02-04,353009.76,CAD,36,Core Platform,Partner Referral,closed_won
AMER,12496,R079,2024-03-04,39244.81,USD,36,Enterprise Suite,Inbound,closed_won
AMER,12497,R029,2024-04-22,304591.54,USD,24,Analytics Add-on,Inbound,closed_lost
EMEA,12751,R107,2024-02-05,25814.34,EUR,12,Enterprise Suite,Partner Referral,prospecting
AMER,12498,R064,2024-02-29,67369.47,USD,12,Analytics Add-on,Outbound,closed_won
EMEA,12752,R153,2024-03-20,168410.12,USD,12,Analytics Add-on,Inbound,closed_won
APAC,6277,R195,2024-02-05,260519.06,AUD,12,Analytics Add-on,Inbound,closed_won
APAC,6278,R182,2024-04-12,44230001.93,JPY,24,Enterprise Suite,Inbound,closed_won
EMEA,12753,R131,2024-03-23,160292.26,GBP,36,Enterprise Suite,Inbound,closed_lost
APAC,6279,R197,2024-02-23,397516.46,AUD,36,Core Platform,Outbound,closed_won
APAC,6280,R181,2024-02-22,30058996.56,JPY,24,Analytics Add-on,Partner Referral,closed_won
EMEA,12754,R141,2024-04-14,167121.75,EUR,24,Enterprise Suite,Outbound,prospecting
EMEA,12755,R147,2024-03-25,329305.89,USD,24,Core Platform,Outbound,closed_won
EMEA,12756,R108,2024-04-13,26433.93,GBP,36,Analytics Add-on,Inbound,closed_won
EMEA,12757,R139,2024-03-15,85018.49,USD,12,Enterprise Suite,Inbound,closed_won
EMEA,12758,R142,2024-04-30,424240.14,GBP,36,Core Platform,Outbound,closed_won
APAC,6281,R169,2024-02-20,27003.78,AUD,12,Core Platform,Inbound,closed_won
AMER,12499,R003,2024-04-22,41974.48,CAD,36,Enterprise Suite,Outbound,closed_won
AMER,12500,R059,2024-02-03,107940.82,USD,12,Analytics Add-on,Inbound,closed_won
AMER,12501,R058,2024-04-07,307735.65,USD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,12759,R151,2024-03-20,150771.05,EUR,24,Core Platform,Outbound,prospecting
EMEA,12760,R145,2024-02-15,271355.5,GBP,24,Analytics Add-on,Partner Referral,closed_won
AMER,12502,R016,2024-04-02,391218.09,USD,24,Enterprise Suite,Inbound,closed_won
EMEA,12761,R110,2024-04-14,65680.16,EUR,24,Analytics Add-on,Outbound,closed_won
AMER,12503,R019,2024-02-24,122799.86,USD,36,Enterprise Suite,Inbound,closed_won
AMER,12504,R070,2024-02-22,592440.14,USD,36,Core Platform,Partner Referral,prospecting
EMEA,12762,R155,2024-02-03,491128.53,USD,36,Enterprise Suite,Inbound,closed_lost
EMEA,12763,R118,2024-02-07,344745.82,USD,36,Enterprise Suite,Outbound,closed_won
EMEA,12764,R102,2024-02-16,127058.57,EUR,12,Core Platform,Inbound,closed_won
EMEA,12765,R116,2024-03-25,76259.46,EUR,12,Enterprise Suite,Partner Referral,closed_won
EMEA,12766,R149,2024-04-14,59296.27,GBP,36,Core Platform,Inbound,closed_won
EMEA,12767,R089,2024-03-20,346432.56,EUR,36,Analytics Add-on,Inbound,closed_won
AMER,12505,R080,2024-04-25,69165.15,USD,36,Core Platform,Inbound,closed_won
EMEA,12768,R122,2024-04-29,103610.22,EUR,24,Core Platform,Inbound,closed_won
AMER,12506,R033,2024-02-21,381407.06,USD,24,Core Platform,Partner Referral,closed_won
AMER,12507,R025,2024-03-11,244279.33,USD,36,Analytics Add-on,Outbound,closed_won
EMEA,12769,R117,2024-02-19,323752.81,GBP,36,Enterprise Suite,Partner Referral,closed_won
AMER,12508,R021,2024-03-03,59045.87,USD,12,Enterprise Suite,Partner Referral,closed_won
EMEA,12770,R138,2024-02-26,166321.8,EUR,12,Core Platform,Partner Referral,closed_won
EMEA,12771,R141,2024-03-14,35856.08,USD,24,Analytics Add-on,Outbound,prospecting
AMER,12509,R028,2024-04-04,175624.45,USD,12,Core Platform,Inbound,closed_won
AMER,12510,R028,2024-02-18,116726.99,USD,36,Core Platform,Outbound,closed_lost
AMER,12511,R051,2024-04-28,275354.3,USD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,12772,R153,2024-03-31,221891.19,EUR,24,Analytics Add-on,Partner Referral,closed_won
AMER,12512,R023,2024-04-22,81100.79,USD,24,Core Platform,Partner Referral,closed_lost
AMER,12513,R072,2024-03-22,176895.79,USD,12,Analytics Add-on,Outbound,prospecting
AMER,12514,R022,2024-03-01,219122.01,USD,24,Enterprise Suite,Partner Referral,closed_lost
EMEA,12773,R144,2024-02-23,120412.36,USD,12,Enterprise Suite,Inbound,prospecting
AMER,12515,R059,2024-02-15,353906.66,CAD,36,Enterprise Suite,Outbound,closed_won
EMEA,12774,R155,2024-03-27,22124.83,EUR,12,Core Platform,Partner Referral,closed_won
AMER,12516,R074,2024-02-07,399718.46,CAD,36,Core Platform,Outbound,closed_won
EMEA,12775,R155,2024-03-28,72954.8,GBP,24,Core Platform,Inbound,closed_won
EMEA,12776,R119,2024-04-20,82769.82,GBP,12,Enterprise Suite,Inbound,closed_lost
EMEA,12777,R108,2024-04-28,54173.38,GBP,12,Core Platform,Partner Referral,prospecting
APAC,6282,R182,2024-03-27,22040139.72,JPY,24,Core Platform,Partner Referral,closed_won
APAC,6283,R177,2024-02-16,100585.33,AUD,12,Analytics Add-on,Inbound,closed_won
EMEA,12778,R128,2024-03-10,294224.02,EUR,24,Analytics Add-on,Inbound,closed_won
EMEA,12779,R146,2024-03-12,77337.08,GBP,12,Enterprise Suite,Partner Referral,closed_won
APAC,6284,R166,2024-04-26,25688598.15,JPY,24,Analytics Add-on,Inbound,closed_won
EMEA,12780,R138,2024-04-14,35992.35,EUR,12,Core Platform,Partner Referral,closed_lost
AMER,12517,R033,2024-04-20,41071.54,USD,12,Analytics Add-on,Outbound,closed_won
AMER,12518,R072,2024-02-01,121501.35,USD,24,Core Platform,Inbound,closed_won
EMEA,12781,R156,2024-03-16,295441.22,EUR,24,Analytics Add-on,Inbound,closed_won
EMEA,12782,R093,2024-02-04,185881.05,USD,12,Enterprise Suite,Outbound,closed_won
AMER,12519,R049,2024-03-12,388261.4,USD,36,Core Platform,Partner Referral,prospecting
EMEA,12783,R109,2024-04-13,185639.7,EUR,24,Core Platform,Outbound,closed_won
EMEA,12784,R105,2024-03-11,356733.1,USD,24,Enterprise Suite,Outbound,closed_won
APAC,6285,R194,2024-02-24,15952742.96,JPY,24,Enterprise Suite,Partner Referral,closed_won
AMER,12520,R043,2024-04-13,441426.67,USD,36,Core Platform,Inbound,closed_won
EMEA,12785,R145,2024-04-25,97129.76,EUR,12,Core Platform,Inbound,closed_won
AMER,12521,R011,2024-04-18,113273.37,USD,12,Core Platform,Inbound,closed_won
APAC,6286,R181,2024-03-17,93478.84,AUD,12,Enterprise Suite,Inbound,closed_won
APAC,6287,R162,2024-04-20,22681844.38,JPY,24,Enterprise Suite,Outbound,closed_won
AMER,12522,R017,2024-04-10,363281.37,USD,36,Core Platform,Inbound,closed_won
AMER,12523,R024,2024-02-20,164947.8,USD,24,Enterprise Suite,Outbound,prospecting
EMEA,12786,R148,2024-02-07,330356.39,EUR,36,Analytics Add-on,Partner Referral,closed_won
AMER,12524,R055,2024-04-09,278937.17,USD,36,Enterprise Suite,Partner Referral,closed_won
APAC,6288,R172,2024-04-07,365864.28,AUD,24,Core Platform,Partner Referral,closed_won
APAC,6289,R182,2024-04-23,145501.58,AUD,24,Analytics Add-on,Partner Referral,closed_won
AMER,12525,R058,2024-02-08,37054.58,USD,12,Core Platform,Partner Referral,closed_won
EMEA,12787,R160,2024-04-07,111453.47,USD,24,Core Platform,Partner Referral,closed_lost
EMEA,12788,R092,2024-03-23,342389.63,GBP,36,Core Platform,Partner Referral,closed_won
EMEA,12789,R150,2024-03-13,342861.73,EUR,36,Analytics Add-on,Inbound,closed_won
AMER,12526,R073,2024-04-11,97372.95,USD,12,Core Platform,Inbound,closed_won
AMER,12527,R078,2024-04-12,93870.29,USD,12,Core Platform,Outbound,closed_won
EMEA,12790,R104,2024-03-25,216713.82,EUR,36,Analytics Add-on,Outbound,closed_won
EMEA,12791,R105,2024-02-25,462543.81,GBP,36,Core Platform,Partner Referral,closed_won
EMEA,12792,R127,2024-04-29,290668.74,EUR,36,Analytics Add-on,Inbound,closed_won
AMER,12528,R069,2024-03-13,212823.39,USD,36,Core Platform,Outbound,closed_won
APAC,6290,R163,2024-04-09,299858.65,USD,36,Core Platform,Partner Referral,prospecting
AMER,12529,R052,2024-03-27,127111.08,USD,12,Core Platform,Outbound,closed_won
APAC,6291,R179,2024-03-31,303189.2,USD,24,Core Platform,Inbound,prospecting
AMER,12530,R044,2024-04-02,127568.3,CAD,12,Core Platform,Outbound,closed_won
AMER,12531,R026,2024-02-17,280771.15,USD,24,Core Platform,Outbound,closed_won
EMEA,12793,R154,2024-04-05,77524.59,GBP,24,Enterprise Suite,Inbound,closed_won
EMEA,12794,R138,2024-04-25,157718.11,USD,24,Enterprise Suite,Outbound,closed_won
EMEA,12795,R126,2024-03-29,94211.84,EUR,24,Core Platform,Inbound,closed_won
EMEA,12796,R097,2024-03-30,28324.59,EUR,24,Core Platform,Partner Referral,closed_won
EMEA,12797,R148,2024-03-15,343687.69,EUR,24,Core Platform,Partner Referral,closed_won
AMER,12532,R019,2024-03-30,134182.44,CAD,24,Analytics Add-on,Partner Referral,closed_won
EMEA,12798,R094,2024-04-23,140172.53,EUR,12,Analytics Add-on,Outbound,closed_won
AMER,12533,R069,2024-03-31,292233.85,USD,36,Core Platform,Outbound,closed_won
EMEA,12799,R128,2024-04-09,249036.25,GBP,24,Enterprise Suite,Partner Referral,closed_lost
EMEA,12800,R114,2024-04-09,83987.31,USD,24,Enterprise Suite,Outbound,prospecting
EMEA,12801,R118,2024-03-22,114161.74,GBP,24,Enterprise Suite,Partner Referral,closed_won
AMER,12534,R046,2024-04-02,46030.98,USD,12,Enterprise Suite,Partner Referral,closed_won
APAC,6292,R192,2024-04-07,13302025.59,JPY,24,Analytics Add-on,Inbound,closed_won
EMEA,12802,R100,2024-02-10,152539.82,GBP,12,Analytics Add-on,Outbound,closed_won
AMER,12535,R053,2024-02-03,171925.9,USD,36,Analytics Add-on,Partner Referral,closed_won
APAC,6293,R162,2024-03-05,31139240.22,JPY,36,Analytics Add-on,Inbound,closed_won
AMER,12536,R040,2024-03-26,79538.78,USD,24,Core Platform,Outbound,closed_won
AMER,12537,R019,2024-02-27,324292.95,USD,36,Core Platform,Outbound,closed_won
