region,deal_id,rep_id,credit_pct
APAC,6460,R180,0.5
APAC,6460,R169,0.5
NA,12710,R020,1.0
EMEA,13114,R151,1.0
EMEA,13115,R097,1.0
NA,12711,R072,1.0
APAC,6461,R170,1.0
NA,12712,R017,1.0
APAC,6462,R189,1.0
EMEA,13116,R119,1.0
EMEA,13117,R082,1.0
NA,12713,R077,1.0
EMEA,13118,R148,1.0
NA,12714,R021,1.0
EMEA,13119,R147,1.0
NA,12715,R038,1.0
APAC,6463,R195,1.0
EMEA,13120,R088,1.0
NA,12716,R029,0.4
NA,12716,R010,0.6
EMEA,13121,R147,1.0
EMEA,13122,R111,1.0
EMEA,13123,R098,1.0
APAC,6464,R178,1.0
EMEA,13124,R098,1.0
NA,12717,R011,1.0
NA,12718,R080,1.0
EMEA,13125,R108,1.0
NA,12719,R033,1.0
EMEA,13126,R094,1.0
NA,12720,R079,1.0
EMEA,13127,R144,1.0
NA,12721,R037,1.0
NA,12722,R075,1.0
EMEA,13128,R140,1.0
NA,12723,R002,1.0
EMEA,13129,R129,1.0
EMEA,13130,R139,1.0
EMEA,13131,R140,1.0
EMEA,13132,R107,1.0
NA,12724,R061,1.0
EMEA,13133,R139,1.0
EMEA,13134,R118,1.0
EMEA,13135,R141,1.0
NA,12725,R045,1.0
EMEA,13136,R144,0.5
EMEA,13136,R137,0.5
EMEA,13137,R144,1.0
APAC,6465,R167,1.0
EMEA,13138,R111,1.0
EMEA,13139,R138,1.0
APAC,6466,R173,1.0
APAC,6467,R176,0.4
APAC,6467,R179,0.6
NA,12726,R074,1.0
EMEA,13140,R157,1.0
APAC,6468,R164,1.0
EMEA,13141,R151,0.5
EMEA,13141,R152,0.5
NA,12727,R080,1.0
EMEA,13142,R092,1.0
EMEA,13143,R139,1.0
EMEA,13144,R120,1.0
EMEA,13145,R105,0.6
EMEA,13145,R158,0.4
EMEA,13146,R103,1.0
EMEA,13147,R111,1.0
NA,12728,R045,0.6
NA,12728,R052,0.4
NA,12729,R078,0.4
NA,12729,R005,0.6
NA,12730,R050,1.0
EMEA,13148,R117,0.4
EMEA,13148,R142,0.6
APAC,6469,R166,1.0
APAC,6470,R171,1.0
EMEA,13149,R145,1.0
EMEA,13150,R136,1.0
NA,12731,R046,1.0
APAC,6471,R176,1.0
NA,12732,R055,1.0
EMEA,13151,R085,1.0
EMEA,13152,R081,1.0
NA,12733,R039,1.0
APAC,6472,R200,1.0
EMEA,13153,R111,1.0
NA,12734,R009,0.5
NA,12734,R023,0.5
NA,12735,R072,1.0
NA,12736,R019,1.0
APAC,6473,R200,1.0
NA,12737,R055,1.0
APAC,6474,R193,1.0
NA,12738,R062,1.0
EMEA,13154,R122,1.0
EMEA,13155,R086,0.6
EMEA,13155,R096,0.4
EMEA,13156,R129,0.6
EMEA,13156,R139,0.4
APAC,6475,R200,1.0
EMEA,13157,R108,0.6
EMEA,13157,R143,0.4
EMEA,13158,R134,0.5
EMEA,13158,R130,0.5
EMEA,13159,R099,0.4
EMEA,13159,R143,0.6
EMEA,13160,R101,0.4
EMEA,13160,R147,0.6
NA,12739,R050,1.0
EMEA,13161,R098,1.0
EMEA,13162,R143,0.4
EMEA,13162,R139,0.6
EMEA,13163,R137,0.4
EMEA,13163,R107,0.6
NA,12740,R012,1.0
NA,12741,R062,1.0
EMEA,13164,R119,1.0
EMEA,13165,R142,1.0
EMEA,13166,R093,1.0
EMEA,13167,R109,1.0
NA,12742,R046,0.6
NA,12742,R060,0.4
EMEA,13168,R125,1.0
NA,12743,R043,1.0
EMEA,13169,R151,1.0
EMEA,13170,R103,1.0
NA,12744,R069,1.0
EMEA,13171,R120,0.4
EMEA,13171,R136,0.6
APAC,6476,R179,1.0
APAC,6477,R196,1.0
NA,12745,R040,1.0
NA,12746,R024,1.0
NA,12747,R048,0.4
NA,12747,R034,0.6
EMEA,13172,R088,1.0
NA,12748,R038,1.0
EMEA,13173,R094,1.0
APAC,6478,R191,1.0
NA,12749,R035,0.5
NA,12749,R008,0.5
APAC,6479,R188,1.0
APAC,6480,R180,1.0
NA,12750,R050,1.0
EMEA,13174,R117,1.0
NA,12751,R063,1.0
EMEA,13175,R090,1.0
NA,12752,R061,1.0
NA,12753,R049,1.0
NA,12754,R072,0.4
NA,12754,R022,0.6
NA,12755,R057,1.0
NA,12756,R035,1.0
APAC,6481,R192,1.0
APAC,6482,R184,1.0
APAC,6483,R173,1.0
NA,12757,R061,1.0
NA,12758,R023,1.0
NA,12759,R014,1.0
NA,12760,R059,1.0
APAC,6484,R196,1.0
APAC,6485,R183,1.0
EMEA,13176,R081,1.0
EMEA,13177,R140,1.0
EMEA,13178,R131,0.4
EMEA,13178,R134,0.6
EMEA,13179,R138,0.4
EMEA,13179,R146,0.6
EMEA,13180,R085,0.4
EMEA,13180,R156,0.6
NA,12761,R030,1.0
NA,12762,R079,1.0
NA,12763,R048,1.0
EMEA,13181,R105,1.0
NA,12764,R078,1.0
NA,12765,R026,1.0
APAC,6486,R174,1.0
EMEA,13182,R082,0.4
EMEA,13182,R113,0.6
APAC,6487,R175,1.0
NA,12766,R047,0.5
NA,12766,R071,0.5
NA,12767,R072,1.0
APAC,6488,R168,1.0
NA,12768,R024,1.0
APAC,6489,R184,1.0
NA,12769,R039,1.0
NA,12770,R042,0.5
NA,12770,R019,0.5
NA,12771,R005,1.0
APAC,6490,R191,1.0
NA,12772,R002,1.0
APAC,6491,R189,1.0
APAC,6492,R198,1.0
APAC,6493,R195,1.0
NA,12773,R026,1.0
EMEA,13183,R117,1.0
NA,12774,R035,1.0
EMEA,13184,R105,1.0
EMEA,13185,R120,1.0
APAC,6494,R186,1.0
EMEA,13186,R135,1.0
NA,12775,R025,1.0
EMEA,13187,R133,1.0
NA,12776,R027,1.0
NA,12777,R070,1.0
APAC,6495,R161,1.0
NA,12778,R061,1.0
EMEA,13188,R094,1.0
EMEA,13189,R088,1.0
NA,12779,R011,1.0
APAC,6496,R175,1.0
EMEA,13190,R125,1.0
EMEA,13191,R081,1.0
NA,12780,R026,1.0
APAC,6497,R199,1.0
NA,12781,R049,1.0
EMEA,13192,R127,1.0
NA,12782,R042,1.0
EMEA,13193,R084,1.0
EMEA,13194,R127,1.0
EMEA,13195,R112,0.5
EMEA,13195,R157,0.5
NA,12783,R074,0.4
NA,12783,R053,0.6
EMEA,13196,R115,1.0
NA,12784,R030,0.4
NA,12784,R031,0.6
EMEA,13197,R107,1.0
NA,12785,R028,1.0
APAC,6498,R169,1.0
EMEA,13198,R124,0.5
EMEA,13198,R082,0.5
EMEA,13199,R160,1.0
EMEA,13200,R101,1.0
APAC,6499,R173,1.0
NA,12786,R073,1.0
NA,12787,R014,1.0
EMEA,13201,R095,1.0
NA,12788,R053,1.0
APAC,6500,R190,1.0
NA,12789,R011,1.0
NA,12790,R017,1.0
NA,12791,R048,1.0
APAC,6501,R193,1.0
EMEA,13202,R096,1.0
APAC,6502,R170,1.0
NA,12792,R023,1.0
EMEA,13203,R104,0.4
EMEA,13203,R119,0.6
NA,12793,R042,0.4
NA,12793,R018,0.6
NA,12794,R023,1.0
EMEA,13204,R110,1.0
APAC,6503,R193,1.0
NA,12795,R065,1.0
NA,12796,R038,1.0
NA,12797,R056,1.0
EMEA,13205,R089,1.0
NA,12798,R006,0.4
NA,12798,R029,0.6
EMEA,13206,R126,0.5
EMEA,13206,R100,0.5
NA,12799,R065,1.0
NA,12800,R041,1.0
EMEA,13207,R105,1.0
EMEA,13208,R153,1.0
NA,12801,R069,0.5
NA,12801,R034,0.5
NA,12802,R073,1.0
EMEA,13209,R149,1.0
NA,12803,R044,1.0
NA,12804,R016,1.0
EMEA,13210,R090,1.0
EMEA,13211,R135,1.0
NA,12805,R030,1.0
EMEA,13212,R107,1.0
EMEA,13213,R100,1.0
NA,12806,R078,1.0
APAC,6504,R183,1.0
APAC,6505,R165,1.0
NA,12807,R068,1.0
EMEA,13214,R132,1.0
NA,12808,R024,1.0
NA,12809,R070,1.0
NA,12810,R058,1.0
NA,12811,R010,1.0
NA,12812,R003,0.4
NA,12812,R058,0.6
NA,12813,R002,1.0
NA,12814,R014,1.0
NA,12815,R039,1.0
APAC,6506,R169,1.0
NA,12816,R056,1.0
APAC,6507,R190,0.6
APAC,6507,R178,0.4
NA,12817,R040,1.0
NA,12818,R059,1.0
NA,12819,R012,1.0
EMEA,13215,R136,1.0
NA,12820,R052,0.4
NA,12820,R024,0.6
EMEA,13216,R115,1.0
EMEA,13217,R110,1.0
NA,12821,R006,1.0
NA,12822,R080,1.0
NA,12823,R079,1.0
NA,12824,R026,1.0
NA,12825,R062,0.6
NA,12825,R054,0.4
EMEA,13218,R137,1.0
APAC,6508,R195,1.0
EMEA,13219,R139,0.5
EMEA,13219,R153,0.5
NA,12826,R069,1.0
EMEA,13220,R103,1.0
APAC,6509,R188,1.0
EMEA,13221,R097,1.0
APAC,6510,R163,1.0
EMEA,13222,R145,1.0
APAC,6511,R190,1.0
NA,12827,R063,1.0
NA,12828,R075,1.0
EMEA,13223,R084,1.0
NA,12829,R047,1.0
NA,12830,R062,1.0
EMEA,13224,R114,1.0
APAC,6512,R163,1.0
APAC,6513,R186,0.6
APAC,6513,R167,0.4
EMEA,13225,R092,1.0
EMEA,13226,R094,1.0
EMEA,13227,R130,1.0
NA,12831,R051,1.0
NA,12832,R035,1.0
NA,12833,R054,1.0
NA,12834,R045,1.0
NA,12835,R003,1.0
EMEA,13228,R141,1.0
APAC,6514,R169,1.0
EMEA,13229,R116,1.0
APAC,6515,R189,1.0
EMEA,13230,R135,1.0
EMEA,13231,R120,1.0
APAC,6516,R185,1.0
NA,12836,R029,0.4
NA,12836,R080,0.6
EMEA,13232,R138,1.0
NA,12837,R078,0.4
NA,12837,R045,0.6
EMEA,13233,R133,1.0
EMEA,13234,R103,1.0
NA,12838,R031,1.0
EMEA,13235,R159,1.0
APAC,6517,R177,1.0
EMEA,13236,R149,1.0
EMEA,13237,R125,1.0
EMEA,13238,R110,1.0
NA,12839,R043,0.6
NA,12839,R066,0.4
NA,12840,R008,1.0
EMEA,13239,R084,1.0
EMEA,13240,R091,1.0
NA,12841,R062,1.0
EMEA,13241,R106,1.0
EMEA,13242,R107,1.0
NA,12842,R007,1.0
NA,12843,R018,1.0
EMEA,13243,R108,0.6
EMEA,13243,R093,0.4
APAC,6518,R188,1.0
APAC,6519,R180,1.0
EMEA,13244,R104,1.0
NA,12844,R018,0.4
NA,12844,R063,0.6
EMEA,13245,R130,1.0
NA,12845,R074,1.0
EMEA,13246,R087,1.0
NA,12846,R005,1.0
APAC,6520,R197,1.0
NA,12847,R045,1.0
NA,12848,R043,1.0
NA,12849,R069,0.6
NA,12849,R019,0.4
NA,12850,R022,1.0
APAC,6521,R188,0.6
APAC,6521,R170,0.4
NA,12851,R008,1.0
NA,12852,R065,1.0
NA,12853,R080,0.5
NA,12853,R019,0.5
EMEA,13247,R113,1.0
EMEA,13248,R098,0.6
EMEA,13248,R121,0.4
EMEA,13249,R116,1.0
EMEA,13250,R153,1.0
EMEA,13251,R093,0.5
EMEA,13251,R123,0.5
EMEA,13252,R112,1.0
EMEA,13253,R091,1.0
NA,12854,R074,1.0
NA,12855,R038,1.0
APAC,6522,R170,1.0
EMEA,13254,R131,1.0
EMEA,13255,R091,1.0
EMEA,13256,R120,0.4
EMEA,13256,R097,0.6
NA,12856,R009,1.0
EMEA,13257,R113,1.0
NA,12857,R028,1.0
EMEA,13258,R108,0.5
EMEA,13258,R158,0.5
NA,12858,R001,1.0
NA,12859,R075,0.4
NA,12859,R036,0.6
EMEA,13259,R114,1.0
NA,12860,R065,1.0
APAC,6523,R186,1.0
EMEA,13260,R107,1.0
APAC,6524,R182,0.5
APAC,6524,R169,0.5
NA,12861,R078,1.0
EMEA,13261,R135,1.0
NA,12862,R029,1.0
EMEA,13262,R092,1.0
EMEA,13263,R160,1.0
NA,12863,R069,1.0
EMEA,13264,R152,1.0
NA,12864,R007,1.0
NA,12865,R054,1.0
NA,12866,R069,0.4
NA,12866,R046,0.6
APAC,6525,R193,1.0
EMEA,13265,R128,0.6
EMEA,13265,R105,0.4
APAC,6526,R163,1.0
NA,12867,R021,1.0
EMEA,13266,R145,1.0
EMEA,13267,R159,1.0
NA,12868,R039,1.0
NA,12869,R047,1.0
EMEA,13268,R098,1.0
APAC,6527,R187,0.5
APAC,6527,R191,0.5
NA,12870,R055,1.0
APAC,6528,R161,1.0
EMEA,13269,R098,1.0
EMEA,13270,R122,1.0
EMEA,13271,R089,1.0
NA,12871,R062,1.0
EMEA,13272,R089,1.0
EMEA,13273,R120,0.6
EMEA,13273,R117,0.4
NA,12872,R037,1.0
EMEA,13274,R153,1.0
APAC,6529,R182,1.0
NA,12873,R080,1.0
APAC,6530,R186,1.0
EMEA,13275,R123,1.0
EMEA,13276,R103,1.0
EMEA,13277,R082,0.6
EMEA,13277,R088,0.4
NA,12874,R001,1.0
EMEA,13278,R129,1.0
EMEA,13279,R126,1.0
APAC,6531,R189,0.6
APAC,6531,R183,0.4
NA,12875,R055,0.6
NA,12875,R065,0.4
EMEA,13280,R096,1.0
EMEA,13281,R113,0.5
EMEA,13281,R136,0.5
NA,12876,R047,1.0
EMEA,13282,R120,1.0
APAC,6532,R163,1.0
EMEA,13283,R138,1.0
NA,12877,R019,1.0
NA,12878,R008,1.0
NA,12879,R071,1.0
EMEA,13284,R127,1.0
NA,12880,R018,1.0
EMEA,13285,R114,1.0
NA,12881,R023,1.0
APAC,6533,R163,1.0
APAC,6534,R194,1.0
NA,12882,R041,1.0
APAC,6535,R182,1.0
EMEA,13286,R085,0.6
EMEA,13286,R093,0.4
EMEA,13287,R132,1.0
EMEA,13288,R153,1.0
NA,12883,R047,1.0
EMEA,13289,R134,1.0
NA,12884,R066,1.0
NA,12885,R011,1.0
NA,12886,R009,1.0
EMEA,13290,R143,0.5
EMEA,13290,R154,0.5
NA,12887,R068,0.4
NA,12887,R020,0.6
EMEA,13291,R134,1.0
NA,12888,R006,0.5
NA,12888,R046,0.5
NA,12889,R043,1.0
EMEA,13292,R092,1.0
NA,12890,R033,1.0
EMEA,13293,R114,1.0
NA,12891,R001,1.0
NA,12892,R064,1.0
EMEA,13294,R110,1.0
EMEA,13295,R104,1.0
NA,12893,R024,1.0
APAC,6536,R177,1.0
NA,12894,R058,0.5
NA,12894,R004,0.5
EMEA,13296,R116,1.0
EMEA,13297,R107,1.0
EMEA,13298,R123,0.4
EMEA,13298,R139,0.6
EMEA,13299,R132,1.0
EMEA,13300,R094,1.0
APAC,6537,R176,1.0
NA,12895,R036,1.0
APAC,6538,R173,1.0
NA,12896,R006,1.0
NA,12897,R050,0.6
NA,12897,R068,0.4
EMEA,13301,R082,1.0
EMEA,13302,R150,1.0
NA,12898,R047,1.0
EMEA,13303,R085,1.0
NA,12899,R038,0.6
NA,12899,R066,0.4
EMEA,13304,R143,1.0
EMEA,13305,R092,1.0
NA,12900,R079,1.0
NA,12901,R016,0.5
NA,12901,R049,0.5
APAC,6539,R186,1.0
EMEA,13306,R099,1.0
APAC,6540,R199,1.0
NA,12902,R009,1.0
NA,12903,R007,0.6
NA,12903,R027,0.4
APAC,6541,R172,0.6
APAC,6541,R171,0.4
EMEA,13307,R158,1.0
EMEA,13308,R087,1.0
EMEA,13309,R087,0.5
EMEA,13309,R110,0.5
EMEA,13310,R159,1.0
EMEA,13311,R098,1.0
APAC,6542,R186,1.0
NA,12904,R033,1.0
APAC,6543,R177,1.0
APAC,6544,R170,1.0
EMEA,13312,R157,1.0
EMEA,13313,R144,1.0
EMEA,13314,R150,1.0
EMEA,13315,R094,1.0
NA,12905,R031,1.0
EMEA,13316,R122,1.0
EMEA,13317,R139,1.0
EMEA,13318,R110,1.0
EMEA,13319,R142,1.0
NA,12906,R010,1.0
NA,12907,R023,1.0
EMEA,13320,R155,1.0
EMEA,13321,R083,1.0
NA,12908,R061,0.4
NA,12908,R074,0.6
EMEA,13322,R081,1.0
NA,12909,R023,1.0
EMEA,13323,R143,1.0
NA,12910,R057,1.0
NA,12911,R040,1.0
EMEA,13324,R110,1.0
NA,12912,R067,0.4
NA,12912,R068,0.6
EMEA,13325,R121,1.0
EMEA,13326,R100,1.0
EMEA,13327,R099,1.0
EMEA,13328,R113,1.0
EMEA,13329,R148,1.0
EMEA,13330,R152,1.0
EMEA,13331,R112,1.0
EMEA,13332,R126,1.0
NA,12913,R006,1.0
APAC,6545,R185,1.0
APAC,6546,R196,1.0
EMEA,13333,R124,1.0
EMEA,13334,R144,1.0
APAC,6547,R183,1.0
EMEA,13335,R082,1.0
NA,12914,R070,0.6
NA,12914,R011,0.4
EMEA,13336,R126,0.6
EMEA,13336,R117,0.4
NA,12915,R071,1.0
NA,12916,R045,1.0
APAC,6548,R168,1.0
NA,12917,R036,1.0
APAC,6549,R177,1.0
EMEA,13337,R132,0.5
EMEA,13337,R147,0.5
NA,12918,R069,0.4
NA,12918,R049,0.6
NA,12919,R054,1.0
EMEA,13338,R081,0.6
EMEA,13338,R082,0.4
NA,12920,R070,1.0
NA,12921,R001,1.0
NA,12922,R041,1.0
APAC,6550,R168,1.0
APAC,6551,R188,1.0
NA,12923,R072,1.0
NA,12924,R079,1.0
EMEA,13339,R113,1.0
EMEA,13340,R145,1.0
APAC,6552,R175,1.0
EMEA,13341,R115,1.0
NA,12925,R016,1.0
APAC,6553,R198,1.0
EMEA,13342,R124,1.0
NA,12926,R022,1.0
APAC,6554,R167,1.0
EMEA,13343,R091,1.0
NA,12927,R078,1.0
NA,12928,R026,1.0
EMEA,13344,R128,1.0
APAC,6555,R179,0.5
APAC,6555,R172,0.5
EMEA,13345,R151,1.0
NA,12929,R044,0.6
NA,12929,R059,0.4
NA,12930,R003,1.0
APAC,6556,R183,1.0
NA,12931,R079,0.5
NA,12931,R038,0.5
EMEA,13346,R132,1.0
NA,12932,R027,1.0
EMEA,13347,R098,1.0
NA,12933,R033,1.0
NA,12934,R075,1.0
NA,12935,R038,1.0
NA,12936,R015,1.0
APAC,6557,R190,0.4
APAC,6557,R197,0.6
EMEA,13348,R125,1.0
EMEA,13349,R087,1.0
EMEA,13350,R111,1.0
EMEA,13351,R092,1.0
NA,12937,R022,1.0
NA,12938,R059,1.0
EMEA,13352,R108,1.0
EMEA,13353,R120,0.4
EMEA,13353,R090,0.6
APAC,6558,R165,0.5
APAC,6558,R161,0.5
NA,12939,R077,0.4
NA,12939,R028,0.6
NA,12940,R064,1.0
NA,12941,R040,1.0
NA,12942,R023,1.0
NA,12943,R051,1.0
EMEA,13354,R101,1.0
EMEA,13355,R116,1.0
EMEA,13356,R087,1.0
NA,12944,R025,1.0
APAC,6559,R195,1.0
NA,12945,R006,1.0
APAC,6560,R179,1.0
APAC,6561,R196,1.0
NA,12946,R026,1.0
NA,12947,R047,0.4
NA,12947,R051,0.6
NA,12948,R024,1.0
NA,12949,R019,0.4
NA,12949,R045,0.6
NA,12950,R070,1.0
EMEA,13357,R085,1.0
NA,12951,R047,1.0
APAC,6562,R166,0.4
APAC,6562,R190,0.6
NA,12952,R059,1.0
APAC,6563,R172,1.0
EMEA,13358,R135,1.0
EMEA,13359,R092,1.0
EMEA,13360,R112,1.0
APAC,6564,R171,1.0
NA,12953,R052,1.0
NA,12954,R012,1.0
NA,12955,R040,1.0
EMEA,13361,R119,1.0
EMEA,13362,R101,1.0
EMEA,13363,R110,0.6
EMEA,13363,R141,0.4
NA,12956,R064,1.0
EMEA,13364,R131,1.0
APAC,6565,R185,1.0
NA,12957,R046,0.5
NA,12957,R043,0.5
NA,12958,R061,1.0
EMEA,13365,R153,1.0
NA,12959,R005,0.5
NA,12959,R052,0.5
NA,12960,R034,1.0
NA,12961,R079,1.0
NA,12962,R040,1.0
EMEA,13366,R119,1.0
EMEA,13367,R121,1.0
NA,12963,R016,0.6
NA,12963,R054,0.4
NA,12964,R023,1.0
APAC,6566,R185,1.0
APAC,6567,R193,1.0
APAC,6568,R175,1.0
NA,12965,R015,1.0
NA,12966,R052,1.0
NA,12967,R017,1.0
APAC,6569,R192,1.0
EMEA,13368,R104,0.4
EMEA,13368,R156,0.6
EMEA,13369,R081,1.0
NA,12968,R071,0.4
NA,12968,R038,0.6
EMEA,13370,R159,1.0
NA,12969,R060,1.0
EMEA,13371,R081,1.0
EMEA,13372,R108,1.0
EMEA,13373,R100,1.0
APAC,6570,R161,1.0
EMEA,13374,R131,1.0
NA,12970,R027,1.0
EMEA,13375,R088,1.0
EMEA,13376,R133,1.0
NA,12971,R005,1.0
EMEA,13377,R134,1.0
NA,12972,R021,1.0
APAC,6571,R173,0.4
APAC,6571,R176,0.6
EMEA,13378,R093,1.0
NA,12973,R017,1.0
APAC,6572,R169,0.5
APAC,6572,R180,0.5
NA,12974,R077,0.5
NA,12974,R033,0.5
NA,12975,R023,1.0
EMEA,13379,R137,1.0
APAC,6573,R196,0.5
APAC,6573,R194,0.5
EMEA,13380,R101,1.0
NA,12976,R033,0.6
NA,12976,R042,0.4
EMEA,13381,R145,1.0
NA,12977,R036,1.0
APAC,6574,R174,0.5
APAC,6574,R191,0.5
EMEA,13382,R108,1.0
NA,12978,R078,0.5
NA,12978,R033,0.5
NA,12979,R064,0.5
NA,12979,R014,0.5
EMEA,13383,R082,1.0
EMEA,13384,R142,0.5
EMEA,13384,R096,0.5
APAC,6575,R173,1.0
NA,12980,R045,1.0
NA,12981,R080,1.0
EMEA,13385,R122,1.0
NA,12982,R037,1.0
EMEA,13386,R121,1.0
EMEA,13387,R087,0.5
EMEA,13387,R085,0.5
EMEA,13388,R133,1.0
NA,12983,R046,0.4
NA,12983,R076,0.6
EMEA,13389,R123,1.0
NA,12984,R016,1.0
EMEA,13390,R150,1.0
NA,12985,R072,1.0
APAC,6576,R166,1.0
NA,12986,R062,1.0
NA,12987,R072,1.0
EMEA,13391,R101,0.4
EMEA,13391,R156,0.6
EMEA,13392,R147,1.0
APAC,6577,R166,1.0
APAC,6578,R182,1.0
EMEA,13393,R097,0.5
EMEA,13393,R155,0.5
NA,12988,R072,0.5
NA,12988,R052,0.5
EMEA,13394,R138,1.0
NA,12989,R038,1.0
APAC,6579,R192,1.0
EMEA,13395,R092,1.0
NA,12990,R015,1.0
NA,12991,R048,1.0
NA,12992,R056,1.0
NA,12993,R010,1.0
APAC,6580,R199,1.0
EMEA,13396,R089,1.0
NA,12994,R070,1.0
NA,12995,R045,1.0
APAC,6581,R162,0.5
APAC,6581,R171,0.5
EMEA,13397,R087,0.5
EMEA,13397,R151,0.5
NA,12996,R021,1.0
NA,12997,R028,1.0
EMEA,13398,R157,0.4
EMEA,13398,R144,0.6
EMEA,13399,R083,0.6
EMEA,13399,R090,0.4
EMEA,13400,R107,1.0
NA,12998,R069,1.0
NA,12999,R070,1.0
NA,13000,R066,1.0
APAC,6582,R195,0.5
APAC,6582,R171,0.5
NA,13001,R054,1.0
NA,13002,R001,1.0
APAC,6583,R190,1.0
NA,13003,R075,1.0
NA,13004,R038,1.0
NA,13005,R009,1.0
EMEA,13401,R147,0.4
EMEA,13401,R148,0.6
EMEA,13402,R108,0.6
EMEA,13402,R135,0.4
NA,13006,R008,1.0
NA,13007,R061,1.0
APAC,6584,R191,0.4
APAC,6584,R175,0.6
EMEA,13403,R117,1.0
EMEA,13404,R134,1.0
EMEA,13405,R147,1.0
EMEA,13406,R087,0.4
EMEA,13406,R097,0.6
EMEA,13407,R122,1.0
NA,13008,R067,1.0
NA,13009,R029,1.0
NA,13010,R032,1.0
NA,13011,R074,0.5
NA,13011,R037,0.5
EMEA,13408,R152,1.0
APAC,6585,R170,1.0
EMEA,13409,R107,1.0
EMEA,13410,R145,0.6
EMEA,13410,R137,0.4
APAC,6586,R166,1.0
APAC,6587,R182,1.0
APAC,6588,R193,0.5
APAC,6588,R171,0.5
NA,13012,R010,1.0
NA,13013,R068,1.0
APAC,6589,R186,1.0
EMEA,13411,R150,1.0
EMEA,13412,R160,1.0
APAC,6590,R176,1.0
NA,13014,R005,0.5
NA,13014,R061,0.5
NA,13015,R052,0.4
NA,13015,R060,0.6
NA,13016,R048,0.6
NA,13016,R011,0.4
NA,13017,R020,1.0
EMEA,13413,R129,1.0
NA,13018,R008,1.0
EMEA,13414,R157,1.0
NA,13019,R061,1.0
NA,13020,R080,1.0
NA,13021,R029,1.0
NA,13022,R018,1.0
NA,13023,R012,1.0
EMEA,13415,R096,0.5
EMEA,13415,R116,0.5
NA,13024,R022,1.0
EMEA,13416,R137,1.0
APAC,6591,R163,1.0
EMEA,13417,R119,1.0
EMEA,13418,R099,1.0
APAC,6592,R173,1.0
EMEA,13419,R082,1.0
NA,13025,R019,1.0
NA,13026,R062,1.0
NA,13027,R054,1.0
NA,13028,R078,1.0
APAC,6593,R174,1.0
NA,13029,R060,1.0
EMEA,13420,R082,1.0
NA,13030,R020,1.0
APAC,6594,R196,1.0
NA,13031,R077,0.6
NA,13031,R055,0.4
EMEA,13421,R137,1.0
NA,13032,R045,0.5
NA,13032,R065,0.5
NA,13033,R016,1.0
NA,13034,R031,1.0
NA,13035,R044,1.0
EMEA,13422,R140,1.0
NA,13036,R012,1.0
NA,13037,R073,0.6
NA,13037,R052,0.4
EMEA,13423,R104,1.0
APAC,6595,R188,1.0
EMEA,13424,R131,0.5
EMEA,13424,R099,0.5
NA,13038,R007,1.0
EMEA,13425,R093,1.0
NA,13039,R062,1.0
NA,13040,R018,0.5
NA,13040,R035,0.5
APAC,6596,R181,1.0
APAC,6597,R180,1.0
EMEA,13426,R094,0.5
EMEA,13426,R086,0.5
EMEA,13427,R138,1.0
EMEA,13428,R130,1.0
EMEA,13429,R113,1.0
EMEA,13430,R135,1.0
APAC,6598,R180,1.0
EMEA,13431,R125,0.4
EMEA,13431,R137,0.6
EMEA,13432,R082,0.6
EMEA,13432,R156,0.4
NA,13041,R016,1.0
APAC,6599,R191,1.0
EMEA,13433,R152,1.0
NA,13042,R038,1.0
NA,13043,R025,1.0
EMEA,13434,R143,1.0
NA,13044,R024,0.5
NA,13044,R064,0.5
EMEA,13435,R100,0.4
EMEA,13435,R131,0.6
NA,13045,R007,1.0
EMEA,13436,R113,1.0
NA,13046,R041,1.0
APAC,6600,R196,1.0
NA,13047,R055,1.0
EMEA,13437,R133,1.0
EMEA,13438,R130,1.0
NA,13048,R025,1.0
NA,13049,R057,0.6
NA,13049,R035,0.4
APAC,6601,R172,1.0
NA,13050,R065,1.0
EMEA,13439,R145,1.0
NA,13051,R007,0.4
NA,13051,R036,0.6
EMEA,13440,R105,1.0
APAC,6602,R175,1.0
APAC,6603,R176,0.5
APAC,6603,R172,0.5
NA,13052,R042,1.0
APAC,6604,R163,1.0
NA,13053,R066,0.6
NA,13053,R009,0.4
APAC,6605,R191,1.0
NA,13054,R022,1.0
EMEA,13441,R103,0.6
EMEA,13441,R095,0.4
NA,13055,R034,1.0
EMEA,13442,R103,1.0
EMEA,13443,R137,1.0
EMEA,13444,R153,1.0
NA,13056,R058,1.0
EMEA,13445,R118,1.0
EMEA,13446,R099,0.4
EMEA,13446,R095,0.6
EMEA,13447,R139,1.0
NA,13057,R040,1.0
EMEA,13448,R153,1.0
EMEA,13449,R104,1.0
APAC,6606,R192,1.0
EMEA,13450,R152,0.4
EMEA,13450,R085,0.6
EMEA,13451,R097,1.0
NA,13058,R064,1.0
EMEA,13452,R097,0.6
EMEA,13452,R103,0.4
NA,13059,R035,1.0
EMEA,13453,R122,1.0
NA,13060,R021,1.0
NA,13061,R079,1.0
APAC,6607,R163,1.0
EMEA,13454,R100,1.0
NA,13062,R058,1.0
APAC,6608,R183,1.0
NA,13063,R015,1.0
NA,13064,R034,1.0
NA,13065,R036,0.4
NA,13065,R045,0.6
NA,13066,R055,1.0
NA,13067,R001,0.6
NA,13067,R051,0.4
NA,13068,R074,1.0
