account_id,rep_id,role,effective_from
ACC0816,R140,Overlay_Specialist,2023-01-01
ACC0817,R086,Primary_AE,2023-01-01
ACC0818,R167,Primary_AE,2023-01-01
ACC0818,R176,Overlay_Specialist,2023-01-01
ACC0819,R065,Primary_AE,2023-01-01
ACC0819,R014,SDR,2023-01-01
ACC0820,R190,Primary_AE,2023-01-01
ACC0820,R172,Overlay_Specialist,2023-01-01
ACC0821,R199,Primary_AE,2023-01-01
ACC0821,R194,Overlay_Specialist,2023-01-01
ACC0822,R061,Primary_AE,2023-01-01
ACC0822,R002,SDR,2023-01-01
ACC0823,R147,Primary_AE,2023-01-01
ACC0824,R047,Primary_AE,2023-01-01
ACC0825,R006,Primary_AE,2023-01-01
ACC0825,R041,Overlay_Specialist,2023-01-01
ACC0826,R115,Primary_AE,2023-01-01
ACC0826,R147,SDR,2023-01-01
ACC0827,R020,Primary_AE,2023-01-01
ACC0828,R178,Primary_AE,2023-01-01
ACC0828,R194,SDR,2024-03-01
ACC0829,R084,Primary_AE,2023-01-01
ACC0830,R086,Primary_AE,2023-01-01
ACC0831,R066,Primary_AE,2023-01-01
ACC0831,R064,Overlay_Specialist,2023-01-01
ACC0832,R175,Primary_AE,2023-01-01
ACC0832,R179,Overlay_Specialist,2023-01-01
ACC0833,R139,Primary_AE,2023-01-01
ACC0834,R088,Primary_AE,2023-01-01
ACC0834,R093,SDR,2023-01-01
ACC0834,R105,Overlay_Specialist,2023-01-01
ACC0835,R153,Primary_AE,2023-01-01
ACC0835,R107,Overlay_Specialist,2023-01-01
ACC0836,R150,Primary_AE,2023-01-01
ACC0836,R148,SDR,2023-01-01
ACC0837,R119,Primary_AE,2023-01-01
ACC0837,R105,Overlay_Specialist,2023-01-01
ACC0838,R120,Primary_AE,2023-01-01
ACC0839,R080,Primary_AE,2023-01-01
ACC0839,R015,SDR,2023-01-01
ACC0840,R123,Primary_AE,2023-01-01
ACC0841,R120,Primary_AE,2023-01-01
ACC0842,R041,Primary_AE,2023-01-01
ACC0843,R050,Primary_AE,2023-01-01
ACC0844,R108,Primary_AE,2023-01-01
ACC0845,R137,Primary_AE,2023-01-01
ACC0846,R070,Primary_AE,2023-01-01
ACC0846,R009,SDR,2023-01-01
ACC0847,R028,Primary_AE,2023-01-01
ACC0847,R006,Overlay_Specialist,2023-01-01
ACC0848,R020,Primary_AE,2023-01-01
ACC0848,R016,Overlay_Specialist,2023-01-01
ACC0849,R031,Primary_AE,2023-01-01
ACC0849,R073,Overlay_Specialist,2023-01-01
ACC0850,R012,Primary_AE,2023-01-01
ACC0851,R139,Primary_AE,2023-01-01
ACC0852,R176,Primary_AE,2023-01-01
ACC0853,R118,Primary_AE,2023-01-01
ACC0854,R039,Primary_AE,2023-01-01
ACC0855,R133,Primary_AE,2023-01-01
ACC0855,R081,Overlay_Specialist,2023-01-01
ACC0856,R041,Primary_AE,2023-01-01
ACC0857,R168,Primary_AE,2023-01-01
ACC0857,R184,SDR,2023-01-01
ACC0858,R171,Primary_AE,2023-01-01
ACC0859,R117,Primary_AE,2023-01-01
ACC0860,R058,Primary_AE,2023-01-01
ACC0861,R159,Primary_AE,2023-01-01
ACC0861,R089,Overlay_Specialist,2023-01-01
ACC0862,R055,Primary_AE,2023-01-01
ACC0863,R111,Primary_AE,2023-01-01
ACC0863,R135,SDR,2023-01-01
ACC0864,R037,Primary_AE,2023-01-01
ACC0865,R045,Primary_AE,2023-01-01
ACC0866,R060,Primary_AE,2023-01-01
ACC0867,R068,Primary_AE,2023-01-01
ACC0868,R053,Primary_AE,2023-01-01
ACC0868,R030,SDR,2023-01-01
ACC0868,R030,Overlay_Specialist,2023-01-01
ACC0869,R039,Primary_AE,2023-01-01
ACC0870,R077,Primary_AE,2023-01-01
ACC0870,R040,SDR,2023-01-01
ACC0870,R018,Overlay_Specialist,2023-01-01
ACC0871,R068,Primary_AE,2023-01-01
ACC0872,R168,Primary_AE,2023-01-01
ACC0872,R192,Overlay_Specialist,2023-01-01
ACC0873,R185,Primary_AE,2023-01-01
ACC0874,R122,Primary_AE,2023-01-01
ACC0874,R158,SDR,2023-01-01
ACC0875,R185,Primary_AE,2023-01-01
ACC0876,R129,Primary_AE,2023-01-01
ACC0877,R043,Primary_AE,2023-01-01
ACC0877,R051,SDR,2023-01-01
ACC0878,R137,Primary_AE,2023-01-01
ACC0879,R170,Primary_AE,2023-01-01
ACC0880,R011,Primary_AE,2023-01-01
ACC0881,R177,Primary_AE,2023-01-01
ACC0881,R180,Overlay_Specialist,2023-01-01
ACC0882,R051,Primary_AE,2023-01-01
ACC0882,R008,SDR,2023-01-01
ACC0883,R073,Primary_AE,2023-01-01
ACC0883,R012,SDR,2023-01-01
ACC0884,R199,Primary_AE,2023-01-01
ACC0884,R169,SDR,2023-01-01
ACC0885,R162,Primary_AE,2023-01-01
ACC0886,R074,Primary_AE,2023-01-01
ACC0886,R078,SDR,2023-01-01
ACC0887,R183,Primary_AE,2023-01-01
ACC0888,R108,Primary_AE,2023-01-01
ACC0889,R125,Primary_AE,2023-01-01
ACC0889,R083,SDR,2023-01-01
ACC0890,R192,Primary_AE,2023-01-01
ACC0891,R066,Primary_AE,2023-01-01
ACC0892,R003,Primary_AE,2023-01-01
ACC0893,R167,Primary_AE,2023-01-01
ACC0894,R050,Primary_AE,2023-01-01
ACC0894,R049,Overlay_Specialist,2023-01-01
ACC0895,R064,Primary_AE,2023-01-01
ACC0895,R044,SDR,2023-01-01
ACC0896,R109,Primary_AE,2023-01-01
ACC0897,R066,Primary_AE,2023-01-01
ACC0897,R023,Overlay_Specialist,2023-01-01
ACC0898,R048,Primary_AE,2023-01-01
ACC0898,R021,Overlay_Specialist,2023-01-01
ACC0899,R164,Primary_AE,2023-01-01
ACC0900,R124,Primary_AE,2023-01-01
ACC0901,R065,Primary_AE,2023-01-01
ACC0901,R032,SDR,2023-01-01
ACC0901,R037,Overlay_Specialist,2023-01-01
ACC0902,R131,Primary_AE,2023-01-01
ACC0902,R134,Overlay_Specialist,2023-01-01
ACC0903,R112,Primary_AE,2023-01-01
ACC0904,R075,Primary_AE,2023-01-01
ACC0905,R110,Primary_AE,2023-01-01
ACC0905,R091,Overlay_Specialist,2023-01-01
ACC0906,R186,Primary_AE,2023-01-01
ACC0906,R172,SDR,2023-01-01
ACC0906,R194,Overlay_Specialist,2023-01-01
ACC0907,R145,Primary_AE,2023-01-01
ACC0907,R096,SDR,2023-01-01
ACC0908,R174,Primary_AE,2023-01-01
ACC0908,R175,SDR,2023-01-01
ACC0909,R018,Primary_AE,2023-01-01
ACC0910,R081,Primary_AE,2023-01-01
ACC0910,R146,Overlay_Specialist,2023-01-01
ACC0911,R060,Primary_AE,2023-01-01
ACC0911,R030,Overlay_Specialist,2023-01-01
ACC0912,R082,Primary_AE,2023-01-01
ACC0913,R088,Primary_AE,2023-01-01
ACC0914,R083,Primary_AE,2023-01-01
ACC0914,R090,Overlay_Specialist,2023-01-01
ACC0915,R029,Primary_AE,2023-01-01
ACC0916,R158,Primary_AE,2023-01-01
ACC0917,R134,Primary_AE,2023-01-01
ACC0918,R063,Primary_AE,2023-01-01
ACC0918,R062,SDR,2023-01-01
ACC0919,R060,Primary_AE,2023-01-01
ACC0920,R040,Primary_AE,2023-01-01
ACC0921,R182,Primary_AE,2023-01-01
ACC0921,R199,SDR,2023-01-01
ACC0922,R181,Primary_AE,2023-01-01
ACC0923,R115,Primary_AE,2023-01-01
ACC0924,R134,Primary_AE,2023-01-01
ACC0924,R100,SDR,2023-01-01
ACC0925,R167,Primary_AE,2023-01-01
ACC0926,R178,Primary_AE,2023-01-01
ACC0927,R124,Primary_AE,2023-01-01
ACC0927,R097,Overlay_Specialist,2023-01-01
ACC0928,R143,Primary_AE,2023-01-01
ACC0929,R144,Primary_AE,2023-01-01
ACC0930,R166,Primary_AE,2023-01-01
ACC0931,R177,Primary_AE,2023-01-01
ACC0932,R014,Primary_AE,2023-01-01
ACC0933,R199,Primary_AE,2023-01-01
ACC0934,R183,Primary_AE,2023-01-01
ACC0935,R186,Primary_AE,2023-01-01
ACC0935,R191,SDR,2024-03-01
ACC0936,R046,Primary_AE,2023-01-01
ACC0937,R114,Primary_AE,2023-01-01
ACC0938,R050,Primary_AE,2023-01-01
ACC0938,R060,Overlay_Specialist,2023-01-01
ACC0939,R115,Primary_AE,2023-01-01
ACC0940,R114,Primary_AE,2023-01-01
ACC0941,R090,Primary_AE,2023-01-01
ACC0942,R025,Primary_AE,2023-01-01
ACC0943,R095,Primary_AE,2023-01-01
ACC0944,R117,Primary_AE,2023-01-01
ACC0944,R149,SDR,2023-01-01
ACC0945,R134,Primary_AE,2023-01-01
ACC0946,R058,Primary_AE,2023-01-01
ACC0947,R098,Primary_AE,2023-01-01
ACC0948,R103,Primary_AE,2023-01-01
ACC0949,R100,Primary_AE,2023-01-01
ACC0949,R151,SDR,2023-01-01
ACC0950,R109,Primary_AE,2023-01-01
ACC0951,R007,Primary_AE,2023-01-01
ACC0952,R005,Primary_AE,2023-01-01
ACC0953,R078,Primary_AE,2023-01-01
ACC0954,R063,Primary_AE,2023-01-01
ACC0954,R019,SDR,2023-01-01
ACC0955,R161,Primary_AE,2023-01-01
ACC0955,R199,SDR,2023-01-01
ACC0956,R166,Primary_AE,2023-01-01
ACC0957,R028,Primary_AE,2023-01-01
ACC0958,R081,Primary_AE,2023-01-01
ACC0959,R003,Primary_AE,2023-01-01
ACC0960,R134,Primary_AE,2023-01-01
ACC0960,R113,SDR,2023-01-01
ACC0961,R169,Primary_AE,2023-01-01
ACC0961,R192,SDR,2024-03-01
ACC0962,R104,Primary_AE,2023-01-01
ACC0962,R152,SDR,2023-01-01
ACC0963,R040,Primary_AE,2023-01-01
ACC0964,R112,Primary_AE,2023-01-01
ACC0964,R085,Overlay_Specialist,2023-01-01
ACC0965,R106,Primary_AE,2023-01-01
ACC0966,R198,Primary_AE,2023-01-01
ACC0966,R164,Overlay_Specialist,2023-01-01
ACC0967,R043,Primary_AE,2023-01-01
ACC0968,R153,Primary_AE,2023-01-01
ACC0968,R142,SDR,2023-01-01
ACC0969,R038,Primary_AE,2023-01-01
ACC0969,R076,SDR,2023-01-01
ACC0970,R046,Primary_AE,2023-01-01
ACC0970,R045,Overlay_Specialist,2023-01-01
ACC0971,R177,Primary_AE,2023-01-01
ACC0972,R102,Primary_AE,2023-01-01
ACC0973,R140,Primary_AE,2023-01-01
ACC0974,R123,Primary_AE,2023-01-01
ACC0974,R088,Overlay_Specialist,2023-01-01
ACC0975,R119,Primary_AE,2023-01-01
ACC0976,R189,Primary_AE,2023-01-01
ACC0977,R057,Primary_AE,2023-01-01
ACC0978,R033,Primary_AE,2023-01-01
ACC0978,R018,SDR,2023-01-01
ACC0979,R151,Primary_AE,2023-01-01
ACC0980,R021,Primary_AE,2023-01-01
ACC0980,R022,SDR,2023-01-01
ACC0980,R064,Overlay_Specialist,2023-01-01
ACC0981,R021,Primary_AE,2023-01-01
ACC0982,R063,Primary_AE,2023-01-01
ACC0983,R044,Primary_AE,2023-01-01
ACC0984,R091,Primary_AE,2023-01-01
ACC0984,R112,Overlay_Specialist,2023-01-01
ACC0985,R092,Primary_AE,2023-01-01
ACC0986,R148,Primary_AE,2023-01-01
ACC0987,R171,Primary_AE,2023-01-01
ACC0988,R071,Primary_AE,2023-01-01
ACC0989,R122,Primary_AE,2023-01-01
ACC0989,R085,Overlay_Specialist,2023-01-01
ACC0990,R056,Primary_AE,2023-01-01
ACC0991,R049,Primary_AE,2023-01-01
ACC0991,R073,SDR,2023-01-01
ACC0991,R014,Overlay_Specialist,2023-01-01
ACC0992,R041,Primary_AE,2023-01-01
ACC0992,R070,Overlay_Specialist,2023-01-01
ACC0993,R089,Primary_AE,2023-01-01
ACC0994,R006,Primary_AE,2023-01-01
ACC0995,R022,Primary_AE,2023-01-01
ACC0995,R074,SDR,2023-01-01
ACC0996,R122,Primary_AE,2023-01-01
ACC0997,R011,Primary_AE,2023-01-01
ACC0998,R050,Primary_AE,2023-01-01
ACC0999,R044,Primary_AE,2023-01-01
ACC0999,R069,SDR,2023-01-01
ACC1000,R091,Primary_AE,2023-01-01
