entry_id,project_id,work_package_id,control_account_id,reporting_period,percent_complete,report_type,completion_status,physical_progress_description,submitted_by,submitted_date,approved_by,approved_date,forecast_completion_date,schedule_risk,cost_risk,notes
PE-000284,P003,WP-013,CA-P003-03,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P003-0093,2024-02-28,CAM-P003-01,2024-03-01,2024-03-30,Medium,None,
PE-000285,P003,WP-013,CA-P003-03,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P003-0093,2024-03-28,CAM-P003-01,2024-03-30,2024-03-30,Low,None,
PE-000286,P003,WP-014,CA-P003-03,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P003-0094,2024-01-28,CAM-P003-01,2024-01-30,2024-04-15,None,Medium,
PE-000287,P003,WP-014,CA-P003-03,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P003-0094,2024-02-28,CAM-P003-01,2024-03-01,2024-04-15,Low,Medium,
PE-000288,P003,WP-014,CA-P003-03,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P003-0094,2024-03-28,CAM-P003-01,2024-03-30,2024-04-15,None,None,
PE-000289,P003,WP-015,CA-P003-03,2024-01,0.0,confirmed,not_started,Progress update for 2024-01,ENG-P003-0095,2024-01-28,CAM-P003-01,2024-01-30,2024-03-14,None,None,
PE-000290,P003,WP-015,CA-P003-03,2024-02,0.0,confirmed,not_started,Progress update for 2024-02,ENG-P003-0095,2024-02-28,CAM-P003-01,2024-03-01,2024-03-14,High,None,
PE-000291,P003,WP-015,CA-P003-03,2024-03,0.0,confirmed,not_started,Progress update for 2024-03,ENG-P003-0095,2024-03-28,CAM-P003-01,2024-03-30,2024-03-14,Medium,Medium,
PE-000292,P003,WP-016,CA-P003-04,2024-01,13.3,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0096,2024-01-28,CAM-P003-01,2024-01-30,2024-07-30,None,Low,
PE-000293,P003,WP-016,CA-P003-04,2024-02,25.4,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0096,2024-02-28,CAM-P003-01,2024-03-01,2024-07-30,Medium,None,
PE-000294,P003,WP-016,CA-P003-04,2024-03,44.4,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0096,2024-03-28,CAM-P003-01,2024-03-30,2024-07-30,Low,Low,
PE-000295,P003,WP-017,CA-P003-04,2024-01,15.7,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0097,2024-01-28,CAM-P003-01,2024-01-30,2024-07-11,Low,Medium,
PE-000296,P003,WP-017,CA-P003-04,2024-02,26.2,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0097,2024-02-28,CAM-P003-01,2024-03-01,2024-07-11,High,Medium,
PE-000297,P003,WP-017,CA-P003-04,2024-03,44.3,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0097,2024-03-28,CAM-P003-01,2024-03-30,2024-07-11,None,Medium,
PE-000298,P003,WP-018,CA-P003-04,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P003-0098,2024-01-28,CAM-P003-01,2024-01-30,2024-08-08,None,Medium,
PE-000299,P003,WP-018,CA-P003-04,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P003-0098,2024-02-28,CAM-P003-01,2024-03-01,2024-08-08,None,None,
PE-000300,P003,WP-018,CA-P003-04,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P003-0098,2024-03-28,CAM-P003-01,2024-03-30,2024-08-08,None,None,
PE-000301,P003,WP-019,CA-P003-04,2024-01,10.8,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0099,2024-01-28,CAM-P003-01,2024-01-30,2024-01-02,Medium,None,
PE-000302,P003,WP-019,CA-P003-04,2024-02,29.2,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0099,2024-02-28,CAM-P003-01,2024-03-01,2024-01-02,None,Medium,
PE-000303,P003,WP-019,CA-P003-04,2024-03,46.3,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0099,2024-03-28,CAM-P003-01,2024-03-30,2024-01-02,None,Low,
PE-000304,P003,WP-020,CA-P003-04,2024-01,18.7,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0100,2024-01-28,CAM-P003-01,2024-01-30,2024-07-01,Medium,None,
PE-000305,P003,WP-020,CA-P003-04,2024-02,33.5,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0100,2024-02-28,CAM-P003-01,2024-03-01,2024-07-01,Medium,None,
PE-000306,P003,WP-020,CA-P003-04,2024-03,42.5,preliminary,in_progress,Preliminary progress update for 2024-03,ENG-P003-0100,2024-03-23,,,2024-07-01,Medium,None,Preliminary estimate pending field verification
PE-000307,P003,WP-020,CA-P003-04,2024-03,50.8,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0100,2024-03-28,CAM-P003-01,2024-03-30,2024-07-01,None,High,
PE-000308,P003,WP-021,CA-P003-05,2024-01,18.0,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0101,2024-01-28,CAM-P003-01,2024-01-30,2024-03-13,Medium,High,
PE-000309,P003,WP-021,CA-P003-05,2024-02,32.2,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0101,2024-02-28,CAM-P003-01,2024-03-01,2024-03-13,None,None,
PE-000310,P003,WP-021,CA-P003-05,2024-03,45.2,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0101,2024-03-28,CAM-P003-01,2024-03-30,2024-03-13,None,High,
PE-000311,P003,WP-022,CA-P003-05,2024-01,5.1,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0102,2024-01-28,CAM-P003-01,2024-01-30,2024-09-05,None,None,
PE-000312,P003,WP-022,CA-P003-05,2024-02,15.8,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0102,2024-02-28,CAM-P003-01,2024-03-01,2024-09-05,None,Low,
PE-000313,P003,WP-022,CA-P003-05,2024-03,15.2,preliminary,in_progress,Preliminary progress update for 2024-03,ENG-P003-0102,2024-03-23,,,2024-09-05,Medium,Low,Preliminary estimate pending field verification
PE-000314,P003,WP-022,CA-P003-05,2024-03,26.4,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0102,2024-03-28,CAM-P003-01,2024-03-30,2024-09-05,Low,None,
PE-000315,P003,WP-023,CA-P003-05,2024-01,7.4,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0103,2024-01-28,CAM-P003-01,2024-01-30,2024-04-04,None,High,
PE-000316,P003,WP-023,CA-P003-05,2024-02,24.1,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0103,2024-02-28,CAM-P003-01,2024-03-01,2024-04-04,None,None,
PE-000317,P003,WP-023,CA-P003-05,2024-03,41.8,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0103,2024-03-28,CAM-P003-01,2024-03-30,2024-04-04,Low,Low,
PE-000318,P003,WP-024,CA-P003-05,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P003-0104,2024-01-28,CAM-P003-01,2024-01-30,2024-03-14,Medium,Low,
PE-000319,P003,WP-024,CA-P003-05,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P003-0104,2024-02-28,CAM-P003-01,2024-03-01,2024-03-14,Low,None,
PE-000320,P003,WP-024,CA-P003-05,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P003-0104,2024-03-28,CAM-P003-01,2024-03-30,2024-03-14,None,High,
PE-000321,P003,WP-025,CA-P003-05,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P003-0105,2024-01-28,CAM-P003-01,2024-01-30,2024-03-30,Low,None,
PE-000322,P003,WP-025,CA-P003-05,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P003-0105,2024-02-28,CAM-P003-01,2024-03-01,2024-03-30,Low,None,
PE-000323,P003,WP-025,CA-P003-05,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P003-0105,2024-03-28,CAM-P003-01,2024-03-30,2024-03-30,Medium,None,
PE-000324,P003,WP-026,CA-P003-06,2024-01,17.1,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0106,2024-01-28,CAM-P003-01,2024-01-30,2024-04-02,Low,None,
PE-000325,P003,WP-026,CA-P003-06,2024-02,25.5,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0106,2024-02-28,CAM-P003-01,2024-03-01,2024-04-02,Medium,None,
PE-000326,P003,WP-026,CA-P003-06,2024-03,19.6,preliminary,in_progress,Preliminary progress update for 2024-03,ENG-P003-0106,2024-03-23,,,2024-04-02,None,None,Preliminary estimate pending field verification
PE-000327,P003,WP-026,CA-P003-06,2024-03,32.2,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0106,2024-03-28,CAM-P003-01,2024-03-30,2024-04-02,None,Medium,
PE-000328,P003,WP-027,CA-P003-06,2024-01,9.5,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0107,2024-01-28,CAM-P003-01,2024-01-30,2024-03-15,None,None,
PE-000329,P003,WP-027,CA-P003-06,2024-02,20.3,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0107,2024-02-28,CAM-P003-01,2024-03-01,2024-03-15,None,None,
PE-000330,P003,WP-027,CA-P003-06,2024-03,28.5,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0107,2024-03-28,CAM-P003-01,2024-03-30,2024-03-15,None,Medium,
PE-000331,P003,WP-028,CA-P003-06,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P003-0108,2024-01-28,CAM-P003-01,2024-01-30,2024-05-25,None,None,
PE-000332,P003,WP-028,CA-P003-06,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P003-0108,2024-02-28,CAM-P003-01,2024-03-01,2024-05-25,Medium,Medium,
PE-000333,P003,WP-028,CA-P003-06,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P003-0108,2024-03-28,CAM-P003-01,2024-03-30,2024-05-25,Low,None,
PE-000334,P003,WP-029,CA-P003-06,2024-01,0.0,confirmed,not_started,Progress update for 2024-01,ENG-P003-0109,2024-01-28,CAM-P003-01,2024-01-30,2024-07-26,None,None,
PE-000335,P003,WP-029,CA-P003-06,2024-02,0.0,confirmed,not_started,Progress update for 2024-02,ENG-P003-0109,2024-02-28,CAM-P003-01,2024-03-01,2024-07-26,None,None,
PE-000336,P003,WP-029,CA-P003-06,2024-03,0.0,confirmed,not_started,Progress update for 2024-03,ENG-P003-0109,2024-03-28,CAM-P003-01,2024-03-30,2024-07-26,Low,None,
PE-000337,P003,WP-030,CA-P003-06,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P003-0110,2024-01-28,CAM-P003-01,2024-01-30,2024-03-25,Low,None,
PE-000338,P003,WP-030,CA-P003-06,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P003-0110,2024-02-28,CAM-P003-01,2024-03-01,2024-03-25,None,Medium,
PE-000339,P003,WP-030,CA-P003-06,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P003-0110,2024-03-28,CAM-P003-01,2024-03-30,2024-03-25,Medium,None,
PE-000340,P003,WP-031,CA-P003-07,2024-01,13.6,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0111,2024-01-28,CAM-P003-01,2024-01-30,2024-04-16,None,None,
PE-000341,P003,WP-031,CA-P003-07,2024-02,31.9,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0111,2024-02-28,CAM-P003-01,2024-03-01,2024-04-16,None,None,
PE-000342,P003,WP-031,CA-P003-07,2024-03,44.7,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0111,2024-03-28,CAM-P003-01,2024-03-30,2024-04-16,None,None,
PE-000343,P003,WP-032,CA-P003-07,2024-01,10.2,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0112,2024-01-28,CAM-P003-01,2024-01-30,2024-01-27,High,Low,
PE-000344,P003,WP-032,CA-P003-07,2024-02,23.6,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0112,2024-02-28,CAM-P003-01,2024-03-01,2024-01-27,None,Low,
PE-000345,P003,WP-032,CA-P003-07,2024-03,30.9,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0112,2024-03-28,CAM-P003-01,2024-03-30,2024-01-27,Low,Medium,
PE-000346,P003,WP-033,CA-P003-07,2024-01,11.4,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0113,2024-01-28,CAM-P003-01,2024-01-30,2024-09-20,None,None,
PE-000347,P003,WP-033,CA-P003-07,2024-02,19.7,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0113,2024-02-28,CAM-P003-01,2024-03-01,2024-09-20,None,Medium,
PE-000348,P003,WP-033,CA-P003-07,2024-03,29.1,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0113,2024-03-28,CAM-P003-01,2024-03-30,2024-09-20,Low,Low,
PE-000349,P003,WP-034,CA-P003-07,2024-01,5.9,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0114,2024-01-28,CAM-P003-01,2024-01-30,2024-06-16,None,None,
PE-000350,P003,WP-034,CA-P003-07,2024-02,23.3,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0114,2024-02-28,CAM-P003-01,2024-03-01,2024-06-16,None,Low,
PE-000351,P003,WP-034,CA-P003-07,2024-03,41.4,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0114,2024-03-28,CAM-P003-01,2024-03-30,2024-06-16,Medium,High,
PE-000352,P003,WP-035,CA-P003-07,2024-01,16.3,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0115,2024-01-28,CAM-P003-01,2024-01-30,2024-05-31,Medium,Medium,
PE-000353,P003,WP-035,CA-P003-07,2024-02,34.5,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0115,2024-02-28,CAM-P003-01,2024-03-01,2024-05-31,Medium,High,
PE-000354,P003,WP-035,CA-P003-07,2024-03,47.2,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0115,2024-03-28,CAM-P003-01,2024-03-30,2024-05-31,Low,Low,
PE-000355,P003,WP-036,CA-P003-08,2024-01,17.8,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0116,2024-01-28,CAM-P003-01,2024-01-30,2024-04-03,None,Medium,
PE-000356,P003,WP-036,CA-P003-08,2024-02,37.0,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0116,2024-02-28,CAM-P003-01,2024-03-01,2024-04-03,High,None,
PE-000357,P003,WP-036,CA-P003-08,2024-03,52.9,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0116,2024-03-28,CAM-P003-01,2024-03-30,2024-04-03,Medium,High,
PE-000358,P003,WP-037,CA-P003-08,2024-01,18.6,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0117,2024-01-28,CAM-P003-01,2024-01-30,2024-07-21,Low,Low,
PE-000359,P003,WP-037,CA-P003-08,2024-02,28.9,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0117,2024-02-28,CAM-P003-01,2024-03-01,2024-07-21,High,None,
PE-000360,P003,WP-037,CA-P003-08,2024-03,45.1,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0117,2024-03-28,CAM-P003-01,2024-03-30,2024-07-21,Medium,None,
PE-000361,P003,WP-038,CA-P003-08,2024-01,8.2,confirmed,in_progress,Progress update for 2024-01,ENG-P003-0118,2024-01-28,CAM-P003-01,2024-01-30,2024-06-16,None,Medium,
PE-000362,P003,WP-038,CA-P003-08,2024-02,23.3,confirmed,in_progress,Progress update for 2024-02,ENG-P003-0118,2024-02-28,CAM-P003-01,2024-03-01,2024-06-16,None,Low,
PE-000363,P003,WP-038,CA-P003-08,2024-03,32.8,confirmed,in_progress,Progress update for 2024-03,ENG-P003-0118,2024-03-28,CAM-P003-01,2024-03-30,2024-06-16,Medium,None,
PE-000364,P003,WP-039,CA-P003-08,2024-01,0.0,confirmed,not_started,Progress update for 2024-01,ENG-P003-0119,2024-01-28,CAM-P003-01,2024-01-30,2024-08-15,None,None,
PE-000365,P003,WP-039,CA-P003-08,2024-02,0.0,confirmed,not_started,Progress update for 2024-02,ENG-P003-0119,2024-02-28,CAM-P003-01,2024-03-01,2024-08-15,Low,None,
PE-000366,P003,WP-039,CA-P003-08,2024-03,0.0,confirmed,not_started,Progress update for 2024-03,ENG-P003-0119,2024-03-28,CAM-P003-01,2024-03-30,2024-08-15,Medium,None,
PE-000367,P003,WP-040,CA-P003-08,2024-01,0.0,confirmed,not_started,Progress update for 2024-01,ENG-P003-0120,2024-01-28,CAM-P003-01,2024-01-30,2024-02-13,None,None,
PE-000368,P003,WP-040,CA-P003-08,2024-02,0.0,confirmed,not_started,Progress update for 2024-02,ENG-P003-0120,2024-02-28,CAM-P003-01,2024-03-01,2024-02-13,None,Medium,
PE-000369,P003,WP-040,CA-P003-08,2024-03,0.0,confirmed,not_started,Progress update for 2024-03,ENG-P003-0120,2024-03-28,CAM-P003-01,2024-03-30,2024-02-13,None,High,
PE-000370,P004,WP-001,CA-P004-01,2024-01,9.9,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0121,2024-01-28,CAM-P004-01,2024-01-30,2024-02-21,None,None,
PE-000371,P004,WP-001,CA-P004-01,2024-02,18.7,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0121,2024-02-28,CAM-P004-01,2024-03-01,2024-02-21,Medium,Low,
PE-000372,P004,WP-001,CA-P004-01,2024-03,17.8,preliminary,in_progress,Preliminary progress update for 2024-03,ENG-P004-0121,2024-03-23,,,2024-02-21,Low,High,Preliminary estimate pending field verification
PE-000373,P004,WP-001,CA-P004-01,2024-03,29.4,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0121,2024-03-28,CAM-P004-01,2024-03-30,2024-02-21,High,Low,
PE-000374,P004,WP-002,CA-P004-01,2024-01,0.0,confirmed,not_started,Progress update for 2024-01,ENG-P004-0122,2024-01-28,CAM-P004-01,2024-01-30,2024-02-29,Medium,Medium,
PE-000375,P004,WP-002,CA-P004-01,2024-02,0.0,confirmed,not_started,Progress update for 2024-02,ENG-P004-0122,2024-02-28,CAM-P004-01,2024-03-01,2024-02-29,None,Low,
PE-000376,P004,WP-002,CA-P004-01,2024-03,0.0,confirmed,not_started,Progress update for 2024-03,ENG-P004-0122,2024-03-28,CAM-P004-01,2024-03-30,2024-02-29,None,Medium,
PE-000377,P004,WP-003,CA-P004-01,2024-01,19.4,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0123,2024-01-28,CAM-P004-01,2024-01-30,2024-06-26,None,Medium,
PE-000378,P004,WP-003,CA-P004-01,2024-02,40.5,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0123,2024-02-28,CAM-P004-01,2024-03-01,2024-06-26,None,Low,
PE-000379,P004,WP-003,CA-P004-01,2024-03,59.5,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0123,2024-03-28,CAM-P004-01,2024-03-30,2024-06-26,High,None,
PE-000380,P004,WP-004,CA-P004-01,2024-01,10.2,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0124,2024-01-28,CAM-P004-01,2024-01-30,2024-03-13,Low,None,
PE-000381,P004,WP-004,CA-P004-01,2024-02,22.8,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0124,2024-02-28,CAM-P004-01,2024-03-01,2024-03-13,None,None,
PE-000382,P004,WP-004,CA-P004-01,2024-03,36.7,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0124,2024-03-28,CAM-P004-01,2024-03-30,2024-03-13,Low,Low,
PE-000383,P004,WP-005,CA-P004-01,2024-01,0.0,confirmed,not_started,Progress update for 2024-01,ENG-P004-0125,2024-01-28,CAM-P004-01,2024-01-30,2024-08-08,Medium,None,
PE-000384,P004,WP-005,CA-P004-01,2024-02,0.0,confirmed,not_started,Progress update for 2024-02,ENG-P004-0125,2024-02-28,CAM-P004-01,2024-03-01,2024-08-08,None,None,
PE-000385,P004,WP-005,CA-P004-01,2024-03,0.0,confirmed,not_started,Progress update for 2024-03,ENG-P004-0125,2024-03-28,CAM-P004-01,2024-03-30,2024-08-08,None,None,
PE-000386,P004,WP-006,CA-P004-02,2024-01,7.7,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0126,2024-01-28,CAM-P004-01,2024-01-30,2024-07-28,None,None,
PE-000387,P004,WP-006,CA-P004-02,2024-02,25.0,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0126,2024-02-28,CAM-P004-01,2024-03-01,2024-07-28,Low,High,
PE-000388,P004,WP-006,CA-P004-02,2024-03,31.5,preliminary,in_progress,Preliminary progress update for 2024-03,ENG-P004-0126,2024-03-23,,,2024-07-28,None,Low,Preliminary estimate pending field verification
PE-000389,P004,WP-006,CA-P004-02,2024-03,42.2,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0126,2024-03-28,CAM-P004-01,2024-03-30,2024-07-28,None,None,
PE-000390,P004,WP-007,CA-P004-02,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P004-0127,2024-01-28,CAM-P004-01,2024-01-30,2024-04-07,None,None,
PE-000391,P004,WP-007,CA-P004-02,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P004-0127,2024-02-28,CAM-P004-01,2024-03-01,2024-04-07,None,Low,
PE-000392,P004,WP-007,CA-P004-02,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P004-0127,2024-03-28,CAM-P004-01,2024-03-30,2024-04-07,Medium,Medium,
PE-000393,P004,WP-008,CA-P004-02,2024-01,14.4,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0128,2024-01-28,CAM-P004-01,2024-01-30,2024-03-04,Low,None,
PE-000394,P004,WP-008,CA-P004-02,2024-02,32.5,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0128,2024-02-28,CAM-P004-01,2024-03-01,2024-03-04,Low,None,
PE-000395,P004,WP-008,CA-P004-02,2024-03,43.1,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0128,2024-03-28,CAM-P004-01,2024-03-30,2024-03-04,High,Low,
PE-000396,P004,WP-009,CA-P004-02,2024-01,12.1,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0129,2024-01-28,CAM-P004-01,2024-01-30,2024-09-07,Low,None,
PE-000397,P004,WP-009,CA-P004-02,2024-02,26.7,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0129,2024-02-28,CAM-P004-01,2024-03-01,2024-09-07,None,None,
PE-000398,P004,WP-009,CA-P004-02,2024-03,42.3,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0129,2024-03-28,CAM-P004-01,2024-03-30,2024-09-07,None,Medium,
PE-000399,P004,WP-010,CA-P004-02,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P004-0130,2024-01-28,CAM-P004-01,2024-01-30,2024-01-26,None,Low,
PE-000400,P004,WP-010,CA-P004-02,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P004-0130,2024-02-28,CAM-P004-01,2024-03-01,2024-01-26,Low,Low,
PE-000401,P004,WP-010,CA-P004-02,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P004-0130,2024-03-28,CAM-P004-01,2024-03-30,2024-01-26,Low,High,
PE-000402,P004,WP-011,CA-P004-03,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P004-0131,2024-01-28,CAM-P004-01,2024-01-30,2024-09-12,Low,Low,
PE-000403,P004,WP-011,CA-P004-03,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P004-0131,2024-02-28,CAM-P004-01,2024-03-01,2024-09-12,Low,None,
PE-000404,P004,WP-011,CA-P004-03,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P004-0131,2024-03-28,CAM-P004-01,2024-03-30,2024-09-12,None,None,
PE-000405,P004,WP-012,CA-P004-03,2024-01,9.2,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0132,2024-01-28,CAM-P004-01,2024-01-30,2024-06-03,None,None,
PE-000406,P004,WP-012,CA-P004-03,2024-02,25.6,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0132,2024-02-28,CAM-P004-01,2024-03-01,2024-06-03,None,Medium,
PE-000407,P004,WP-012,CA-P004-03,2024-03,37.7,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0132,2024-03-28,CAM-P004-01,2024-03-30,2024-06-03,Low,None,
PE-000408,P004,WP-013,CA-P004-03,2024-01,12.0,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0133,2024-01-28,CAM-P004-01,2024-01-30,2024-02-10,None,Low,
PE-000409,P004,WP-013,CA-P004-03,2024-02,24.9,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0133,2024-02-28,CAM-P004-01,2024-03-01,2024-02-10,High,None,
PE-000410,P004,WP-013,CA-P004-03,2024-03,38.8,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0133,2024-03-28,CAM-P004-01,2024-03-30,2024-02-10,None,Low,
PE-000411,P004,WP-014,CA-P004-03,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P004-0134,2024-01-28,CAM-P004-01,2024-01-30,2023-12-25,None,None,
PE-000412,P004,WP-014,CA-P004-03,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P004-0134,2024-02-28,CAM-P004-01,2024-03-01,2023-12-25,None,None,
PE-000413,P004,WP-014,CA-P004-03,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P004-0134,2024-03-28,CAM-P004-01,2024-03-30,2023-12-25,None,High,
PE-000414,P004,WP-015,CA-P004-03,2024-01,11.2,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0135,2024-01-28,CAM-P004-01,2024-01-30,2024-06-18,None,High,
PE-000415,P004,WP-015,CA-P004-03,2024-02,19.5,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0135,2024-02-28,CAM-P004-01,2024-03-01,2024-06-18,None,Low,
PE-000416,P004,WP-015,CA-P004-03,2024-03,38.3,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0135,2024-03-28,CAM-P004-01,2024-03-30,2024-06-18,Low,None,
PE-000417,P004,WP-016,CA-P004-04,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P004-0136,2024-01-28,CAM-P004-01,2024-01-30,2024-04-11,High,None,
PE-000418,P004,WP-016,CA-P004-04,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P004-0136,2024-02-28,CAM-P004-01,2024-03-01,2024-04-11,High,Medium,
PE-000419,P004,WP-016,CA-P004-04,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P004-0136,2024-03-28,CAM-P004-01,2024-03-30,2024-04-11,Medium,None,
PE-000420,P004,WP-017,CA-P004-04,2024-01,7.1,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0137,2024-01-28,CAM-P004-01,2024-01-30,2024-03-21,Low,Low,
PE-000421,P004,WP-017,CA-P004-04,2024-02,22.5,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0137,2024-02-28,CAM-P004-01,2024-03-01,2024-03-21,Medium,Low,
PE-000422,P004,WP-017,CA-P004-04,2024-03,23.8,preliminary,in_progress,Preliminary progress update for 2024-03,ENG-P004-0137,2024-03-23,,,2024-03-21,None,None,Preliminary estimate pending field verification
PE-000423,P004,WP-017,CA-P004-04,2024-03,32.8,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0137,2024-03-28,CAM-P004-01,2024-03-30,2024-03-21,None,Medium,
PE-000424,P004,WP-018,CA-P004-04,2024-01,15.6,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0138,2024-01-28,CAM-P004-01,2024-01-30,2024-08-06,Low,None,
PE-000425,P004,WP-018,CA-P004-04,2024-02,32.9,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0138,2024-02-28,CAM-P004-01,2024-03-01,2024-08-06,Medium,Medium,
