pv_entry_id,project_id,work_package_id,control_account_id,reporting_period,cumulative_pv_usd,bac_usd,schedule_revision,schedule_effective_from,pv_calculation_method
PV-000510,P005,WP-001,CA-P005-01,2024-03,408810.48,518361.0,revised,2024-01-15,Linear interpolation
PV-000511,P005,WP-002,CA-P005-01,2024-01,396882.93,396882.93,original,2023-10-01,Linear interpolation
PV-000512,P005,WP-002,CA-P005-01,2024-02,396882.93,396882.93,original,2023-10-01,Linear interpolation
PV-000513,P005,WP-002,CA-P005-01,2024-03,396882.93,396882.93,original,2023-10-01,Linear interpolation
PV-000514,P005,WP-002,CA-P005-01,2024-01,495660.61,495660.61,revised,2024-01-15,Linear interpolation
PV-000515,P005,WP-002,CA-P005-01,2024-02,495660.61,495660.61,revised,2024-01-15,Linear interpolation
PV-000516,P005,WP-002,CA-P005-01,2024-03,495660.61,495660.61,revised,2024-01-15,Linear interpolation
PV-000517,P005,WP-003,CA-P005-01,2024-01,368236.76,455550.63,original,2023-10-01,Linear interpolation
PV-000518,P005,WP-003,CA-P005-01,2024-02,455550.63,455550.63,original,2023-10-01,Linear interpolation
PV-000519,P005,WP-003,CA-P005-01,2024-03,455550.63,455550.63,original,2023-10-01,Linear interpolation
PV-000520,P005,WP-004,CA-P005-01,2024-01,459765.52,459765.52,original,2023-10-01,Linear interpolation
PV-000521,P005,WP-004,CA-P005-01,2024-02,459765.52,459765.52,original,2023-10-01,Linear interpolation
PV-000522,P005,WP-004,CA-P005-01,2024-03,459765.52,459765.52,original,2023-10-01,Linear interpolation
PV-000523,P005,WP-005,CA-P005-01,2024-01,729126.0,1177818.93,original,2023-10-01,Linear interpolation
PV-000524,P005,WP-005,CA-P005-01,2024-02,932439.99,1177818.93,original,2023-10-01,Linear interpolation
PV-000525,P005,WP-005,CA-P005-01,2024-03,1149775.62,1177818.93,original,2023-10-01,Linear interpolation
PV-000526,P005,WP-006,CA-P005-02,2024-01,539132.6,1033952.93,original,2023-10-01,Linear interpolation
PV-000527,P005,WP-006,CA-P005-02,2024-02,753308.56,1033952.93,original,2023-10-01,Linear interpolation
PV-000528,P005,WP-006,CA-P005-02,2024-03,982255.28,1033952.93,original,2023-10-01,Linear interpolation
PV-000529,P005,WP-007,CA-P005-02,2024-01,500489.84,500489.84,original,2023-10-01,Linear interpolation
PV-000530,P005,WP-007,CA-P005-02,2024-02,500489.84,500489.84,original,2023-10-01,Linear interpolation
PV-000531,P005,WP-007,CA-P005-02,2024-03,500489.84,500489.84,original,2023-10-01,Linear interpolation
PV-000532,P005,WP-008,CA-P005-02,2024-01,700987.4,1377161.08,original,2023-10-01,Linear interpolation
PV-000533,P005,WP-008,CA-P005-02,2024-02,880886.82,1377161.08,original,2023-10-01,Linear interpolation
PV-000534,P005,WP-008,CA-P005-02,2024-03,1073193.09,1377161.08,original,2023-10-01,Linear interpolation
PV-000535,P005,WP-009,CA-P005-02,2024-01,618680.58,807302.71,original,2023-10-01,Linear interpolation
PV-000536,P005,WP-009,CA-P005-02,2024-02,807302.71,807302.71,original,2023-10-01,Linear interpolation
PV-000537,P005,WP-009,CA-P005-02,2024-03,807302.71,807302.71,original,2023-10-01,Linear interpolation
PV-000538,P005,WP-010,CA-P005-02,2024-01,451397.65,788517.41,original,2023-10-01,Linear interpolation
PV-000539,P005,WP-010,CA-P005-02,2024-02,617100.58,788517.41,original,2023-10-01,Linear interpolation
PV-000540,P005,WP-010,CA-P005-02,2024-03,788517.41,788517.41,original,2023-10-01,Linear interpolation
PV-000541,P005,WP-011,CA-P005-03,2024-01,337585.78,557016.54,original,2023-10-01,Linear interpolation
PV-000542,P005,WP-011,CA-P005-03,2024-02,419169.01,557016.54,original,2023-10-01,Linear interpolation
PV-000543,P005,WP-011,CA-P005-03,2024-03,506378.67,557016.54,original,2023-10-01,Linear interpolation
PV-000544,P005,WP-012,CA-P005-03,2024-01,453269.56,453269.56,original,2023-10-01,Linear interpolation
PV-000545,P005,WP-012,CA-P005-03,2024-02,453269.56,453269.56,original,2023-10-01,Linear interpolation
PV-000546,P005,WP-012,CA-P005-03,2024-03,453269.56,453269.56,original,2023-10-01,Linear interpolation
PV-000547,P005,WP-013,CA-P005-03,2024-01,398647.95,998964.86,original,2023-10-01,Linear interpolation
PV-000548,P005,WP-013,CA-P005-03,2024-02,534657.25,998964.86,original,2023-10-01,Linear interpolation
PV-000549,P005,WP-013,CA-P005-03,2024-03,680046.5,998964.86,original,2023-10-01,Linear interpolation
PV-000550,P005,WP-014,CA-P005-03,2024-01,614788.65,751972.9,original,2023-10-01,Linear interpolation
PV-000551,P005,WP-014,CA-P005-03,2024-02,751972.9,751972.9,original,2023-10-01,Linear interpolation
PV-000552,P005,WP-014,CA-P005-03,2024-03,751972.9,751972.9,original,2023-10-01,Linear interpolation
PV-000553,P005,WP-015,CA-P005-03,2024-01,685206.79,1398098.71,original,2023-10-01,Linear interpolation
PV-000554,P005,WP-015,CA-P005-03,2024-02,885923.94,1398098.71,original,2023-10-01,Linear interpolation
PV-000555,P005,WP-015,CA-P005-03,2024-03,1100483.64,1398098.71,original,2023-10-01,Linear interpolation
PV-000556,P005,WP-016,CA-P005-04,2024-01,263322.33,537802.39,original,2023-10-01,Linear interpolation
PV-000557,P005,WP-016,CA-P005-04,2024-02,328037.14,537802.39,original,2023-10-01,Linear interpolation
PV-000558,P005,WP-016,CA-P005-04,2024-03,397215.04,537802.39,original,2023-10-01,Linear interpolation
PV-000559,P005,WP-017,CA-P005-04,2024-01,682207.73,1843987.24,original,2023-10-01,Linear interpolation
PV-000560,P005,WP-017,CA-P005-04,2024-02,878089.16,1843987.24,original,2023-10-01,Linear interpolation
PV-000561,P005,WP-017,CA-P005-04,2024-03,1087479.65,1843987.24,original,2023-10-01,Linear interpolation
PV-000562,P005,WP-018,CA-P005-04,2024-01,724605.12,935948.28,original,2023-10-01,Linear interpolation
PV-000563,P005,WP-018,CA-P005-04,2024-02,935948.28,935948.28,original,2023-10-01,Linear interpolation
PV-000564,P005,WP-018,CA-P005-04,2024-03,935948.28,935948.28,original,2023-10-01,Linear interpolation
PV-000565,P005,WP-019,CA-P005-04,2024-01,389289.78,481825.88,original,2023-10-01,Linear interpolation
PV-000566,P005,WP-019,CA-P005-04,2024-02,481825.88,481825.88,original,2023-10-01,Linear interpolation
PV-000567,P005,WP-019,CA-P005-04,2024-03,481825.88,481825.88,original,2023-10-01,Linear interpolation
PV-000568,P005,WP-020,CA-P005-04,2024-01,224624.85,886519.42,original,2023-10-01,Linear interpolation
PV-000569,P005,WP-020,CA-P005-04,2024-02,311479.8,886519.42,original,2023-10-01,Linear interpolation
PV-000570,P005,WP-020,CA-P005-04,2024-03,404324.74,886519.42,original,2023-10-01,Linear interpolation
PV-000571,P005,WP-021,CA-P005-05,2024-01,209805.25,221461.1,original,2023-10-01,Linear interpolation
PV-000572,P005,WP-021,CA-P005-05,2024-02,221461.1,221461.1,original,2023-10-01,Linear interpolation
PV-000573,P005,WP-021,CA-P005-05,2024-03,221461.1,221461.1,original,2023-10-01,Linear interpolation
PV-000574,P005,WP-022,CA-P005-05,2024-01,328786.27,574071.26,original,2023-10-01,Linear interpolation
PV-000575,P005,WP-022,CA-P005-05,2024-02,480132.33,574071.26,original,2023-10-01,Linear interpolation
PV-000576,P005,WP-022,CA-P005-05,2024-03,574071.26,574071.26,original,2023-10-01,Linear interpolation
PV-000577,P005,WP-023,CA-P005-05,2024-01,496270.76,1301811.7,original,2023-10-01,Linear interpolation
PV-000578,P005,WP-023,CA-P005-05,2024-02,704848.32,1301811.7,original,2023-10-01,Linear interpolation
PV-000579,P005,WP-023,CA-P005-05,2024-03,927810.55,1301811.7,original,2023-10-01,Linear interpolation
PV-000580,P005,WP-024,CA-P005-05,2024-01,357126.13,561198.2,original,2023-10-01,Linear interpolation
PV-000581,P005,WP-024,CA-P005-05,2024-02,462806.31,561198.2,original,2023-10-01,Linear interpolation
PV-000582,P005,WP-024,CA-P005-05,2024-03,561198.2,561198.2,original,2023-10-01,Linear interpolation
PV-000583,P005,WP-025,CA-P005-05,2024-01,198500.77,211064.11,original,2023-10-01,Linear interpolation
PV-000584,P005,WP-025,CA-P005-05,2024-02,211064.11,211064.11,original,2023-10-01,Linear interpolation
PV-000585,P005,WP-025,CA-P005-05,2024-03,211064.11,211064.11,original,2023-10-01,Linear interpolation
PV-000586,P005,WP-026,CA-P005-06,2024-01,95597.87,162640.53,original,2023-10-01,Linear interpolation
PV-000587,P005,WP-026,CA-P005-06,2024-02,131602.26,162640.53,original,2023-10-01,Linear interpolation
PV-000588,P005,WP-026,CA-P005-06,2024-03,162640.53,162640.53,original,2023-10-01,Linear interpolation
PV-000589,P005,WP-027,CA-P005-06,2024-01,574157.51,1059983.09,original,2023-10-01,Linear interpolation
PV-000590,P005,WP-027,CA-P005-06,2024-02,757130.78,1059983.09,original,2023-10-01,Linear interpolation
PV-000591,P005,WP-027,CA-P005-06,2024-03,952722.9,1059983.09,original,2023-10-01,Linear interpolation
PV-000592,P005,WP-028,CA-P005-06,2024-01,784199.83,2083730.99,original,2023-10-01,Linear interpolation
PV-000593,P005,WP-028,CA-P005-06,2024-02,1000788.36,2083730.99,original,2023-10-01,Linear interpolation
PV-000594,P005,WP-028,CA-P005-06,2024-03,1232314.03,2083730.99,original,2023-10-01,Linear interpolation
PV-000595,P005,WP-029,CA-P005-06,2024-01,885322.18,1335360.96,original,2023-10-01,Linear interpolation
PV-000596,P005,WP-029,CA-P005-06,2024-02,1099275.04,1335360.96,original,2023-10-01,Linear interpolation
PV-000597,P005,WP-029,CA-P005-06,2024-03,1327983.28,1335360.96,original,2023-10-01,Linear interpolation
PV-000598,P005,WP-030,CA-P005-06,2024-01,397756.06,397756.06,original,2023-10-01,Linear interpolation
PV-000599,P005,WP-030,CA-P005-06,2024-02,397756.06,397756.06,original,2023-10-01,Linear interpolation
PV-000600,P005,WP-030,CA-P005-06,2024-03,397756.06,397756.06,original,2023-10-01,Linear interpolation
PV-000601,P005,WP-031,CA-P005-07,2024-01,665651.83,1865373.15,original,2023-10-01,Linear interpolation
PV-000602,P005,WP-031,CA-P005-07,2024-02,890115.82,1865373.15,original,2023-10-01,Linear interpolation
PV-000603,P005,WP-031,CA-P005-07,2024-03,1130060.08,1865373.15,original,2023-10-01,Linear interpolation
PV-000604,P005,WP-032,CA-P005-07,2024-01,104130.88,370583.43,original,2023-10-01,Linear interpolation
PV-000605,P005,WP-032,CA-P005-07,2024-02,148539.64,370583.43,original,2023-10-01,Linear interpolation
PV-000606,P005,WP-032,CA-P005-07,2024-03,196011.07,370583.43,original,2023-10-01,Linear interpolation
PV-000607,P005,WP-033,CA-P005-07,2024-01,272977.93,516098.89,original,2023-10-01,Linear interpolation
PV-000608,P005,WP-033,CA-P005-07,2024-02,396671.05,516098.89,original,2023-10-01,Linear interpolation
PV-000609,P005,WP-033,CA-P005-07,2024-03,516098.89,516098.89,original,2023-10-01,Linear interpolation
PV-000610,P005,WP-034,CA-P005-07,2024-01,603515.47,826733.52,original,2023-10-01,Linear interpolation
PV-000611,P005,WP-034,CA-P005-07,2024-02,826733.52,826733.52,original,2023-10-01,Linear interpolation
PV-000612,P005,WP-034,CA-P005-07,2024-03,826733.52,826733.52,original,2023-10-01,Linear interpolation
PV-000613,P005,WP-035,CA-P005-07,2024-01,809844.91,1503017.24,original,2023-10-01,Linear interpolation
PV-000614,P005,WP-035,CA-P005-07,2024-02,1008874.59,1503017.24,original,2023-10-01,Linear interpolation
PV-000615,P005,WP-035,CA-P005-07,2024-03,1221630.45,1503017.24,original,2023-10-01,Linear interpolation
PV-000616,P005,WP-036,CA-P005-08,2024-01,496279.81,1103569.57,original,2023-10-01,Linear interpolation
PV-000617,P005,WP-036,CA-P005-08,2024-02,685649.73,1103569.57,original,2023-10-01,Linear interpolation
PV-000618,P005,WP-036,CA-P005-08,2024-03,888079.65,1103569.57,original,2023-10-01,Linear interpolation
PV-000619,P005,WP-037,CA-P005-08,2024-01,448997.37,921020.24,original,2023-10-01,Linear interpolation
PV-000620,P005,WP-037,CA-P005-08,2024-02,615932.29,921020.24,original,2023-10-01,Linear interpolation
PV-000621,P005,WP-037,CA-P005-08,2024-03,794379.96,921020.24,original,2023-10-01,Linear interpolation
PV-000622,P005,WP-038,CA-P005-08,2024-01,203145.58,501889.08,original,2023-10-01,Linear interpolation
PV-000623,P005,WP-038,CA-P005-08,2024-02,260902.66,501889.08,original,2023-10-01,Linear interpolation
PV-000624,P005,WP-038,CA-P005-08,2024-03,322642.98,501889.08,original,2023-10-01,Linear interpolation
PV-000625,P005,WP-039,CA-P005-08,2024-01,184558.6,184558.6,original,2023-10-01,Linear interpolation
PV-000626,P005,WP-039,CA-P005-08,2024-02,184558.6,184558.6,original,2023-10-01,Linear interpolation
PV-000627,P005,WP-039,CA-P005-08,2024-03,184558.6,184558.6,original,2023-10-01,Linear interpolation
PV-000628,P005,WP-040,CA-P005-08,2024-01,225212.13,230389.42,original,2023-10-01,Linear interpolation
PV-000629,P005,WP-040,CA-P005-08,2024-02,230389.42,230389.42,original,2023-10-01,Linear interpolation
PV-000630,P005,WP-040,CA-P005-08,2024-03,230389.42,230389.42,original,2023-10-01,Linear interpolation
