transaction_id,basket_id,customer_id,transaction_date,store_id,item_id,quantity,unit_price,transaction_type
T0011243,B010358,C04610,2024-12-08,5,4224,2,6.34,regular
T0006675,B006153,C02933,2024-01-06,2,1284,1,8.45,regular
T0002624,B002415,C04914,2024-06-03,20,1013,3,1.1,regular
T0011408,B010509,C04131,2024-01-10,12,1168,1,4.0,regular
T0006730,B006207,C01464,2024-12-21,15,1022,1,3.78,regular
T0014197,B013157,C00089,2024-06-21,4,1224,-1,6.34,regular
T0007636,B007043,C04570,2024-02-19,17,1248,3,3.22,regular
T0011943,B010992,C01902,2024-11-25,15,4218,1,6.04,regular
T0004050,B003744,C02668,2024-07-15,4,4056,2,3.62,regular
T0007344,B006773,C04884,2024-02-06,16,1168,1,4.0,regular
T0009460,B008727,C00910,2024-09-30,9,4151,1,5.0,regular
T0022572,B021532,C02817,2024-12-12,8,4238,-1,6.38,regular
T0005082,B004683,C02791,2024-04-04,9,1014,1,1.79,regular
T0004734,B004365,C04962,2024-05-31,15,1210,1,5.13,regular
T0005397,B004972,C00172,2024-05-07,16,1109,3,13.56,regular
T0008237,B007588,C03175,2024-10-01,11,1166,1,16.45,regular
T0003844,B003556,C04058,2024-09-27,7,1168,2,4.0,regular
T0010335,B009527,C01503,2024-05-17,10,1066,1,6.25,regular
T0012365,B011373,C03956,2024-12-06,1,1035,1,2.5,regular
T0003659,B003385,C02799,2024-08-14,14,4214,1,5.7,regular
T0005751,B005295,C03538,2024-05-04,11,1235,1,4.38,regular
T0007051,B006509,C00675,2024-04-06,19,1106,1,8.85,regular
T0000180,B000167,C01655,2024-08-10,5,4223,3,2.89,regular
T0000449,B000416,C02796,2024-01-14,13,1244,1,2.98,regular
T0002170,B001997,C04313,2024-12-25,5,4115,1,1.65,regular
T0011791,B010859,C01830,2024-06-03,3,1234,1,4.44,regular
T0000837,B000772,C04962,2024-04-09,10,1109,1,13.56,regular
T0024819,B002270,C00747,2024-08-23,6,1228,-1,5.56,regular
T0003984,B003683,C03995,2024-01-12,6,1229,2,4.77,regular
T0009915,B009135,C02344,2024-08-15,12,4146,1,4.24,regular
T0006210,B005719,C00768,2024-03-26,19,1009,1,2.68,regular
T0024387,B008500,C02796,2024-09-21,2,4136,1,5.24,promo_bundle
T0010411,B009596,C04050,2024-06-17,15,1068,1,7.09,regular
T0008768,B008077,C04378,2024-02-28,9,1018,1,3.35,regular
T0007477,B006895,C00333,2024-07-05,20,4068,1,7.09,regular
T0011024,B010158,C04950,2024-01-14,18,1117,1,9.77,regular
T0012983,B011945,C02490,2024-08-05,16,1243,1,7.88,regular
T0008888,B008190,C00257,2024-02-03,14,1188,1,3.89,regular
T0006413,B005909,C00921,2024-03-17,20,1235,3,4.38,regular
T0010820,B009969,C03113,2024-07-23,20,4224,1,6.34,regular
T0000084,B000077,C01689,2024-05-03,3,1275,1,6.78,regular
T0001964,B001811,C00969,2024-01-07,20,1023,2,2.35,regular
T0001591,B001469,C01906,2024-02-18,1,1029,1,4.38,regular
T0008015,B007388,C03117,2024-01-27,2,1225,1,2.7,regular
T0000296,B000274,C03894,2024-12-19,20,1034,1,4.88,regular
T0012408,B011413,C04467,2024-10-11,19,1271,1,7.85,regular
T0002525,B002323,C00278,2024-08-25,1,4216,1,2.75,regular
T0005166,B004761,C02271,2024-05-17,9,1109,2,13.56,regular
T0010911,B010054,C02848,2024-06-21,20,1237,1,6.82,regular
T0011837,B010897,C02580,2024-07-24,20,4109,1,13.56,regular
T0009674,B008921,C03100,2024-01-18,8,1290,1,4.85,regular
T0010088,B009300,C01157,2024-06-17,16,1242,1,3.7,regular
T0000108,B000099,C04584,2024-02-13,8,1109,1,13.56,regular
T0008740,B008050,C00164,2024-04-17,1,1170,1,4.3,regular
T0009853,B009079,C02251,2024-09-22,7,1031,1,4.22,regular
T0007696,B007099,C01327,2024-01-16,2,1081,1,5.94,regular
T0010195,B009401,C02239,2024-12-24,14,4227,2,8.47,regular
T0003811,B003525,C00614,2024-07-23,14,4214,1,5.7,regular
T0012883,B011852,C03177,2024-10-04,4,1013,3,1.1,regular
T0011252,B010367,C01879,2024-04-03,7,1018,2,3.35,regular
T0001004,B000926,C03923,2024-08-28,4,1033,3,3.13,regular
T0019254,B018214,C02841,2024-12-31,6,1190,-1,6.84,regular
T0003528,B003261,C04252,2024-09-20,13,1273,1,7.0,regular
T0012011,B011053,C03317,2024-09-27,2,1081,1,5.94,regular
T0005070,B004672,C03647,2024-09-22,18,1031,2,4.22,regular
T0006409,B005905,C01478,2024-05-16,16,1138,1,2.96,regular
T0012820,B011794,C03854,2024-07-24,7,1188,1,3.89,regular
T0005919,B005446,C00799,2024-07-10,4,1190,1,6.84,regular
T0003953,B003654,C02955,2024-11-28,12,1008,1,1.34,regular
T0000684,B000633,C00928,2024-02-04,19,1115,1,1.65,regular
T0003701,B003424,C00985,2024-12-08,17,1009,1,2.68,regular
T0006669,B006148,C01813,2024-09-10,4,1024,1,1.61,regular
T0012041,B011080,C01963,2024-01-23,15,1066,1,6.25,regular
T0011931,B010982,C02544,2024-02-23,2,1189,1,6.32,regular
T0009972,B009190,C02644,2024-08-22,15,4118,2,12.08,regular
T0016359,B015319,C02676,2024-04-02,20,1081,-2,5.94,regular
T0025563,B011801,C04600,2024-03-17,17,4228,-1,5.56,regular
T0003001,B002765,C02551,2024-02-05,17,1103,1,7.41,regular
T0006282,B005785,C04311,2024-04-18,5,1243,1,7.88,regular
T0003000,B002764,C00884,2024-02-26,2,1218,2,6.04,regular
T0000105,B000097,C02196,2024-02-12,5,1227,1,8.47,regular
T0005655,B005206,C04128,2024-05-29,20,1223,1,2.89,regular
T0013450,B012410,C03703,2024-12-17,16,4232,1,2.51,promo_bundle
T0001361,B001253,C02757,2024-08-02,10,4232,1,2.51,regular
T0011175,B010294,C03577,2024-09-29,1,4136,2,5.24,regular
T0004245,B003920,C01400,2024-08-16,6,1081,1,5.94,regular
T0008046,B007418,C00275,2024-08-14,9,4223,1,2.89,regular
T0000813,B000750,C01027,2024-10-18,18,4066,1,6.25,regular
T0005658,B005209,C03478,2024-08-29,11,4232,2,2.51,regular
T0021693,B020653,C00110,2024-03-26,11,1061,-1,4.58,regular
T0001539,B001419,C01235,2024-01-09,13,1023,3,2.35,regular
T0004820,B004444,C01859,2024-04-07,16,1118,1,12.08,regular
T0007879,B007262,C03721,2024-07-30,20,4051,1,6.92,regular
T0011651,B010731,C04902,2024-10-03,1,4051,2,6.92,regular
T0013963,B012923,C01059,2024-12-07,4,4056,-1,3.62,regular
T0000376,B000349,C02188,2024-05-18,4,1230,1,7.27,regular
T0000371,B000344,C04418,2024-02-09,19,1103,2,7.41,regular
T0001619,B001494,C00367,2024-11-12,13,1013,1,1.1,regular
T0024602,B010374,C04954,2024-05-17,8,1137,1,4.44,promo_bundle
T0008242,B007593,C04804,2024-12-14,6,4066,1,6.25,regular
T0012365,B011373,C03956,2024-12-06,1,4136,1,5.24,regular
T0002356,B002165,C04150,2024-05-19,16,1115,1,1.65,regular
T0001490,B001374,C01791,2024-09-01,19,4139,1,5.02,regular
T0004708,B004344,C01525,2024-02-10,14,1058,1,3.94,regular
T0010611,B009776,C01331,2024-08-19,4,4232,2,2.51,regular
T0016587,B015547,C01714,2024-07-11,1,1022,-3,3.78,regular
T0011146,B010269,C02550,2024-03-22,2,1136,1,5.24,regular
T0000095,B000088,C04293,2024-01-31,2,1024,1,1.61,regular
T0010394,B009580,C04369,2024-08-23,6,1168,1,4.0,regular
T0007412,B006836,C01143,2024-10-04,16,4212,1,2.79,regular
T0020135,B019095,C00923,2024-05-13,17,1115,-1,1.65,regular
T0000266,B000246,C04148,2024-07-27,4,1014,1,1.79,regular
T0006977,B006439,C01368,2024-01-04,16,1115,1,1.65,regular
T0014873,B013833,C01376,2024-07-27,20,4055,-1,2.55,regular
T0001118,B001032,C01376,2024-08-04,8,1166,1,16.45,regular
T0004591,B004235,C00554,2024-12-07,9,1031,1,4.22,regular
T0001591,B001469,C01906,2024-02-18,1,1227,1,8.47,regular
T0004985,B004591,C00601,2024-06-25,13,1022,1,3.78,regular
T0012975,B011937,C03842,2024-05-05,4,1085,1,5.28,regular
T0012092,B011127,C02998,2024-08-31,15,1004,1,1.88,regular
T0009371,B008643,C03206,2024-05-21,9,1054,1,4.02,regular
T0004134,B003822,C03478,2024-04-19,9,1031,1,4.22,regular
T0005256,B004845,C01713,2024-05-21,4,1063,2,3.86,regular
T0005210,B004802,C01697,2024-10-08,13,1188,1,3.89,regular
T0012273,B011292,C03267,2024-10-05,18,1022,2,3.78,regular
T0000417,B000388,C03232,2024-09-19,7,1009,1,2.68,regular
T0007771,B007167,C02452,2024-04-19,6,1089,1,2.91,regular
T0006053,B005570,C01447,2024-06-03,10,1141,1,3.88,regular
T0000275,B000254,C01932,2024-05-18,18,1061,1,4.58,regular
T0016728,B015688,C00707,2024-05-20,4,1193,-1,5.95,regular
T0012115,B011148,C00345,2024-10-31,19,1087,1,2.52,regular
T0003137,B002892,C01285,2024-05-22,4,1019,1,4.23,regular
T0008040,B007412,C04018,2024-06-26,17,1118,1,12.08,regular
T0012436,B011438,C04134,2024-11-27,6,4116,1,2.53,regular
T0009998,B009216,C03300,2024-08-27,20,4104,1,4.7,regular
T0015465,B014425,C00249,2024-08-26,20,4053,-1,3.59,regular
T0005469,B005037,C02282,2024-12-28,5,4235,1,4.38,regular
T0009982,B009200,C02642,2024-06-10,12,1059,1,6.44,regular
T0014503,B013463,C04705,2024-11-04,12,1036,-2,3.2,regular
T0001845,B001701,C00738,2024-04-29,12,1031,3,4.22,regular
T0009289,B008564,C00097,2024-09-29,14,1010,1,1.11,regular
T0007496,B006912,C00841,2024-12-07,12,1013,3,1.1,regular
T0001342,B001235,C02731,2024-04-24,13,1194,3,4.47,regular
T0003860,B003570,C04202,2024-07-17,2,4112,1,14.96,regular
T0009490,B008754,C03237,2024-01-13,11,1232,1,2.51,regular
T0018379,B017339,C02991,2024-12-10,20,4115,-1,1.65,regular
T0008117,B007479,C02927,2024-05-01,12,1171,1,18.86,regular
T0003482,B003218,C01098,2024-09-08,1,4051,1,6.92,regular
T0010741,B009900,C04581,2024-12-21,12,1175,1,4.92,regular
T0000970,B000894,C00233,2024-07-30,15,1033,1,3.13,regular
T0009606,B008859,C02013,2024-08-07,1,4058,1,3.94,regular
T0011190,B010309,C02659,2024-07-11,18,4212,3,2.79,regular
T0002236,B002059,C00272,2024-10-18,19,1035,2,2.5,regular
T0005206,B004798,C00977,2024-10-06,9,4212,1,2.79,regular
T0000561,B000518,C02004,2024-11-21,2,1189,1,6.32,regular
T0007047,B006505,C04519,2024-09-11,16,4138,1,2.96,regular
T0020870,B019830,C02028,2024-07-17,13,4229,-1,4.77,regular
T0013602,B012562,C01531,2024-11-26,20,1089,1,2.91,promo_bundle
T0006197,B005706,C00743,2024-03-27,7,1170,1,4.3,regular
T0003508,B003242,C04830,2024-06-26,18,1142,1,3.99,regular
T0008985,B008282,C04500,2024-07-10,17,4102,1,13.79,regular
T0010041,B009255,C02939,2024-08-23,13,4109,1,13.56,regular
T0011454,B010551,C03781,2024-02-03,19,1081,2,5.94,regular
T0006415,B005911,C01249,2024-12-24,17,1081,1,5.94,regular
T0001891,B001746,C00761,2024-07-02,4,4154,1,5.68,regular
T0007416,B006840,C00712,2024-07-14,17,4226,1,2.05,regular
T0024905,B003333,C00656,2024-04-15,8,4228,-2,5.56,regular
T0010106,B009317,C02612,2024-11-16,13,4235,1,4.38,regular
T0008901,B008202,C03271,2024-02-03,5,1095,2,4.44,regular
T0008755,B008064,C00699,2024-10-10,19,1175,1,4.92,regular
T0010291,B009488,C01496,2024-08-15,11,1014,1,1.79,regular
T0005625,B005179,C02047,2024-12-17,3,1170,1,4.3,regular
T0020045,B019005,C00622,2024-08-06,12,4051,-1,6.92,regular
T0006494,B005984,C02969,2024-05-11,6,1238,3,6.38,regular
T0007038,B006497,C04974,2024-11-19,12,4215,2,2.83,regular
T0019281,B018241,C03194,2024-06-09,16,1188,-1,3.89,regular
T0003564,B003293,C02056,2024-02-24,8,1013,3,1.1,regular
T0009003,B008297,C04065,2024-09-01,10,4212,3,2.79,regular
T0018287,B017247,C01525,2024-04-11,13,1118,-1,12.08,regular
T0009571,B008828,C03624,2024-06-10,9,1242,1,3.7,regular
T0009720,B008962,C03955,2024-09-21,6,4228,1,5.56,regular
T0012536,B011528,C02795,2024-02-08,7,1186,1,8.31,regular
T0015218,B014178,C04374,2024-01-05,14,1081,-1,5.94,regular
T0022364,B021324,C02860,2024-04-10,7,1136,-1,5.24,regular
T0003401,B003141,C02297,2024-08-25,2,1031,1,4.22,regular
T0000467,B000432,C02084,2024-07-28,19,4058,1,3.94,regular
T0021900,B020860,C01817,2024-02-23,10,1011,-2,1.86,regular
T0011326,B010434,C03785,2024-09-23,16,4223,1,2.89,regular
T0012991,B011953,C01670,2024-02-19,20,1218,2,6.04,regular
T0003267,B003015,C04375,2024-10-10,8,4059,1,6.44,regular
T0001370,B001262,C02774,2024-08-27,5,4117,3,9.77,regular
T0005601,B005156,C04065,2024-01-26,15,1056,1,3.62,regular
T0012063,B011100,C01525,2024-01-04,2,1138,2,2.96,regular
T0000715,B000660,C04726,2024-04-07,1,1243,2,7.88,regular
T0011415,B010514,C03782,2024-01-27,15,1142,2,3.99,regular
T0005130,B004725,C03190,2024-11-14,1,1244,1,2.98,regular
T0006527,B006016,C02357,2024-12-02,19,4126,1,1.15,regular
T0008692,B008008,C02088,2024-01-14,16,1225,1,2.7,regular
T0005560,B005120,C00698,2024-03-12,12,1008,1,1.34,regular
T0013399,B012359,C04637,2024-05-16,11,1054,1,4.02,promo_bundle
T0002209,B002034,C03288,2024-06-21,9,1225,3,2.7,regular
T0011177,B010296,C04546,2024-09-19,10,1030,2,3.4,regular
T0008818,B008122,C03486,2024-06-24,5,1210,1,5.13,regular
T0007397,B006821,C01795,2024-11-15,1,1240,1,1.78,regular
T0012606,B011593,C01397,2024-03-27,15,1212,1,2.79,regular
T0008353,B007693,C04964,2024-03-02,6,1230,1,7.27,regular
T0008645,B007963,C00794,2024-07-13,5,1023,1,2.35,regular
T0011369,B010471,C03941,2024-03-29,7,1115,1,1.65,regular
T0012169,B011198,C00826,2024-02-07,9,1210,3,5.13,regular
T0008500,B007827,C03784,2024-01-28,16,1065,1,6.53,regular
T0001624,B001497,C02654,2024-04-14,8,1137,3,4.44,regular
T0002387,B002193,C00247,2024-10-13,20,1030,1,3.4,regular
T0000729,B000673,C03946,2024-05-20,7,1013,1,1.1,regular
T0003987,B003685,C01726,2024-12-24,20,4065,1,6.53,regular
T0004550,B004197,C00354,2024-03-10,8,1242,1,3.7,regular
T0006389,B005885,C03529,2024-01-14,15,1022,1,3.78,regular
T0003238,B002986,C03390,2024-06-21,2,1225,1,2.7,regular
T0000572,B000529,C01673,2024-07-14,13,4117,1,9.77,regular
T0000631,B000585,C00694,2024-01-18,4,1114,2,2.26,regular
T0002324,B002138,C04802,2024-10-15,18,4214,1,5.7,regular
T0008857,B008161,C00268,2024-08-29,2,1240,2,1.78,regular
T0000083,B000076,C03793,2024-06-01,18,1014,1,1.79,regular
T0000538,B000497,C00493,2024-01-01,16,1142,1,3.99,regular
T0010281,B009479,C00659,2024-10-26,5,4227,1,8.47,regular
T0022608,B021568,C04964,2024-03-07,6,1238,-1,6.38,regular
T0012299,B011314,C03180,2024-10-27,16,4051,2,6.92,regular
T0009847,B009073,C02466,2024-11-22,1,4061,2,4.58,regular
T0003073,B002836,C03890,2024-08-08,7,4107,1,4.67,regular
T0009851,B009077,C00981,2024-12-04,9,4151,2,5.0,regular
T0002993,B002757,C01653,2024-02-05,20,1031,1,4.22,regular
T0004755,B004383,C00347,2024-09-12,13,4212,2,2.79,regular
T0007806,B007200,C04260,2024-02-23,18,1189,2,6.32,regular
T0003315,B003061,C04253,2024-04-19,12,1013,1,1.1,regular
T0001978,B001825,C03424,2024-08-17,16,4109,2,13.56,regular
T0011897,B010952,C02106,2024-11-15,12,4138,1,2.96,regular
T0005544,B005105,C04648,2024-02-19,6,1209,1,4.49,regular
T0001825,B001683,C02569,2024-06-10,1,1230,2,7.27,regular
T0017487,B016447,C03751,2024-12-27,17,4110,-1,6.58,regular
T0004163,B003847,C03650,2024-03-10,14,1109,3,13.56,regular
T0012233,B011256,C02804,2024-04-02,18,1248,2,3.22,regular
T0000170,B000158,C01394,2024-06-24,13,1063,1,3.86,regular
T0006424,B005919,C01168,2024-08-02,12,1195,1,6.77,regular
T0004867,B004486,C01674,2024-06-16,2,1166,1,16.45,regular
T0005034,B004638,C01331,2024-01-19,1,1137,1,4.44,regular
T0002784,B002560,C03397,2024-12-26,5,1166,2,16.45,regular
T0013453,B012413,C03456,2024-04-23,13,1081,1,5.94,promo_bundle
T0011823,B010884,C03959,2024-12-14,5,4058,1,3.94,regular
T0004214,B003893,C04657,2024-06-26,8,1115,2,1.65,regular
T0008509,B007835,C04656,2024-03-25,9,1229,1,4.77,regular
T0000176,B000163,C00747,2024-05-15,18,1051,1,6.92,regular
T0000399,B000370,C04008,2024-09-24,7,4232,3,2.51,regular
T0008766,B008075,C00772,2024-02-09,1,1212,3,2.79,regular
T0000795,B000734,C00294,2024-03-13,8,1058,3,3.94,regular
T0020203,B019163,C01487,2024-06-29,1,1054,-2,4.02,regular
T0003566,B003295,C01596,2024-06-22,1,1176,1,18.04,regular
T0002578,B002371,C03682,2024-06-04,15,1166,2,16.45,regular
T0019407,B018367,C00326,2024-04-12,11,1189,-1,6.32,regular
T0001361,B001253,C02757,2024-08-02,10,1018,1,3.35,regular
T0004925,B004539,C03558,2024-07-21,3,1022,1,3.78,regular
T0002321,B002135,C01639,2024-01-10,4,1232,1,2.51,regular
T0010846,B009993,C02520,2024-08-13,11,4115,1,1.65,regular
T0003552,B003281,C01349,2024-09-12,1,1033,3,3.13,regular
T0006558,B006044,C02600,2024-03-03,12,1141,3,3.88,regular
T0006470,B005962,C00450,2024-10-25,2,1022,2,3.78,regular
T0010235,B009436,C04201,2024-06-02,16,1177,1,19.14,regular
T0008298,B007641,C03662,2024-12-17,14,4136,1,5.24,regular
T0012505,B011500,C02742,2024-09-19,7,4230,1,7.27,regular
T0003316,B003062,C01553,2024-02-17,9,1224,2,6.34,regular
T0004655,B004296,C01988,2024-11-14,18,4136,1,5.24,regular
T0007189,B006633,C03477,2024-03-28,8,1068,1,7.09,regular
T0006611,B006091,C00964,2024-02-16,17,1188,1,3.89,regular
T0005887,B005419,C04506,2024-03-15,16,1009,3,2.68,regular
T0002640,B002429,C00770,2024-01-17,3,1022,2,3.78,regular
T0003192,B002944,C01503,2024-02-06,13,1224,1,6.34,regular
T0001213,B001122,C04311,2024-04-09,9,1022,1,3.78,regular
T0010381,B009569,C04035,2024-06-29,3,1059,1,6.44,regular
T0008156,B007514,C00468,2024-03-30,16,1212,1,2.79,regular
T0008208,B007561,C02756,2024-03-19,20,1215,1,2.83,regular
T0009187,B008470,C03633,2024-11-27,3,4232,2,2.51,regular
T0009526,B008789,C04140,2024-11-19,3,4115,1,1.65,regular
T0016960,B015920,C01813,2024-12-20,5,1017,-1,1.87,regular
T0009273,B008549,C02732,2024-07-14,18,1017,1,1.87,regular
T0010966,B010105,C04454,2024-09-23,14,1001,1,3.55,regular
T0012944,B011908,C04069,2024-01-17,11,1152,3,4.84,regular
T0005397,B004972,C00172,2024-05-07,16,1056,1,3.62,regular
T0000835,B000770,C02716,2024-07-10,14,1245,1,2.51,regular
T0011833,B010894,C03766,2024-04-22,18,1228,2,5.56,regular
T0009594,B008849,C01374,2024-09-08,17,4216,2,2.75,regular
T0001571,B001449,C04678,2024-06-17,12,1058,2,3.94,regular
T0003858,B003568,C04140,2024-11-10,7,1243,1,7.88,regular
T0004042,B003736,C02721,2024-03-28,3,1054,1,4.02,regular
T0010909,B010052,C01125,2024-02-29,14,1007,1,4.56,regular
T0006550,B006038,C04943,2024-03-19,18,1229,1,4.77,regular
T0000410,B000381,C03648,2024-10-07,15,4054,1,4.02,regular
T0015929,B014889,C03260,2024-09-04,4,4209,-2,4.49,regular
T0012283,B011301,C01823,2024-02-29,8,1228,1,5.56,regular
T0001792,B001651,C02428,2024-05-22,16,1051,1,6.92,regular
T0001830,B001687,C04028,2024-09-15,3,1081,1,5.94,regular
T0010160,B009368,C03901,2024-09-17,10,4228,2,5.56,regular
T0010261,B009459,C00328,2024-04-15,11,1175,1,4.92,regular
T0005161,B004756,C03359,2024-11-28,17,1081,1,5.94,regular
T0017043,B016003,C00036,2024-05-20,9,1175,-1,4.92,regular
T0016261,B015221,C03330,2024-12-23,14,4054,-2,4.02,regular
T0024233,B023193,C01648,2024-01-15,17,1136,-3,5.24,regular
T0011577,B010664,C01803,2024-10-02,3,1089,1,2.91,regular
T0005338,B004919,C01740,2024-05-24,12,1216,1,2.75,regular
T0007156,B006604,C03823,2024-04-12,2,1228,1,5.56,regular
T0000731,B000675,C02226,2024-11-01,11,4110,2,6.58,regular
T0003522,B003255,C03198,2024-11-09,11,1033,1,3.13,regular
T0000333,B000310,C01329,2024-03-17,5,1230,2,7.27,regular
T0003546,B003275,C00160,2024-09-15,1,4234,3,4.44,regular
T0011357,B010461,C02948,2024-08-27,12,1089,2,2.91,regular
T0009359,B008631,C04381,2024-02-19,6,1222,2,1.56,regular
T0015389,B014349,C00131,2024-09-19,20,1166,-1,16.45,regular
T0004279,B003950,C02617,2024-05-15,7,1229,1,4.77,regular
T0001815,B001673,C04982,2024-03-17,1,1242,1,3.7,regular
T0024027,B022987,C01313,2024-11-01,11,4209,-1,4.49,regular
T0003723,B003445,C02172,2024-07-26,11,4109,2,13.56,regular
T0010245,B009445,C03946,2024-01-22,10,1023,2,2.35,regular
T0002476,B002276,C01827,2024-11-05,19,1288,1,9.66,regular
T0011381,B010482,C04491,2024-02-24,15,1125,1,13.04,regular
T0001028,B000948,C00189,2024-02-28,5,1209,1,4.49,regular
T0002382,B002188,C02859,2024-10-05,5,4215,2,2.83,regular
T0001594,B001472,C02536,2024-09-04,4,1035,2,2.5,regular
T0009023,B008316,C04443,2024-01-21,10,1136,1,5.24,regular
T0000132,B000123,C03907,2024-04-19,3,1005,1,3.94,regular
T0013370,B012330,C01144,2024-06-08,4,1142,1,3.99,promo_bundle
T0003924,B003628,C00246,2024-09-25,13,4051,1,6.92,regular
T0001565,B001443,C00560,2024-10-12,12,1013,2,1.1,regular
T0009039,B008329,C00760,2024-03-17,1,1216,1,2.75,regular
T0016237,B015197,C00117,2024-08-08,13,4116,-3,2.53,regular
T0006235,B005742,C02721,2024-12-08,6,1033,2,3.13,regular
T0003828,B003541,C00528,2024-12-28,9,1031,1,4.22,regular
T0011581,B010667,C01950,2024-10-22,3,4066,1,6.25,regular
T0020798,B019758,C02840,2024-10-26,19,1170,-2,4.3,regular
T0011560,B010649,C03017,2024-09-03,8,1283,1,12.4,regular
T0011861,B010921,C03498,2024-12-28,3,1089,1,2.91,regular
T0011999,B011044,C01559,2024-09-06,16,4059,1,6.44,regular
T0003884,B003591,C04938,2024-05-15,2,1139,1,5.02,regular
T0006682,B006160,C00418,2024-09-03,16,1029,1,4.38,regular
T0009144,B008430,C01700,2024-12-26,2,1011,1,1.86,regular
T0005857,B005391,C04952,2024-10-01,9,1026,2,2.34,regular
T0009275,B008551,C03074,2024-06-22,4,1009,1,2.68,regular
T0004704,B004341,C01040,2024-06-08,19,1115,2,1.65,regular
T0016530,B015490,C00750,2024-07-10,20,4068,-2,7.09,regular
T0010987,B010125,C00615,2024-07-23,13,4227,2,8.47,regular
T0006024,B005543,C04128,2024-02-09,2,1175,1,4.92,regular
T0002367,B002174,C03575,2024-02-29,20,1235,1,4.38,regular
T0009706,B008949,C03953,2024-03-09,13,1168,1,4.0,regular
T0006688,B006166,C00851,2024-03-05,3,1109,3,13.56,regular
T0005840,B005376,C02459,2024-09-10,18,1002,1,1.09,regular
T0001678,B001546,C03071,2024-01-17,6,1037,1,4.31,regular
T0005961,B005485,C03579,2024-01-27,10,1103,1,7.41,regular
T0004271,B003943,C04039,2024-09-21,12,4145,1,2.94,regular
T0007220,B006662,C03493,2024-05-06,11,1009,1,2.68,regular
T0010976,B010115,C02746,2024-03-11,9,1136,2,5.24,regular
T0000035,B000032,C00303,2024-08-22,10,4109,3,13.56,regular
T0013421,B012381,C03758,2024-01-22,1,1207,1,8.95,promo_bundle
T0012459,B011459,C04622,2024-05-01,16,1228,1,5.56,regular
T0016521,B015481,C00460,2024-03-29,9,1147,-1,2.47,regular
T0008199,B007554,C00077,2024-06-25,20,1116,1,2.53,regular
T0003185,B002939,C02644,2024-09-03,2,1008,1,1.34,regular
T0007245,B006685,C01893,2024-01-29,14,1115,1,1.65,regular
T0003993,B003691,C00348,2024-04-29,15,1223,2,2.89,regular
T0001883,B001738,C04537,2024-08-04,8,4062,1,3.46,regular
T0001486,B001370,C03015,2024-04-01,12,1108,1,9.17,regular
T0002954,B002720,C04376,2024-07-15,1,1168,1,4.0,regular
T0011494,B010589,C02733,2024-12-23,12,4118,1,12.08,regular
T0024587,B009537,C04504,2024-04-06,20,1142,1,3.99,promo_bundle
T0005149,B004744,C03728,2024-09-18,4,1013,2,1.1,regular
T0002976,B002741,C02868,2024-02-12,19,1115,1,1.65,regular
T0003386,B003128,C04445,2024-06-23,2,1059,1,6.44,regular
T0004653,B004294,C02301,2024-09-24,18,4225,1,2.7,regular
T0005586,B005144,C01822,2024-10-25,13,1166,1,16.45,regular
T0006974,B006436,C00019,2024-10-26,1,4118,1,12.08,regular
T0006779,B006250,C04706,2024-01-08,10,1175,1,4.92,regular
T0010715,B009875,C01442,2024-08-06,20,1009,3,2.68,regular
T0007104,B006557,C00139,2024-08-05,13,1175,3,4.92,regular
T0005230,B004821,C00166,2024-12-25,9,4054,1,4.02,regular
T0013476,B012436,C02804,2024-10-12,2,4138,1,2.96,promo_bundle
T0010145,B009353,C04099,2024-05-21,3,1189,1,6.32,regular
T0013537,B012497,C01916,2024-08-05,3,4139,1,5.02,promo_bundle
T0015919,B014879,C03930,2024-11-26,7,1173,-2,17.3,regular
T0002942,B002709,C01679,2024-04-01,6,1022,1,3.78,regular
T0010662,B009822,C01510,2024-07-26,19,1017,1,1.87,regular
T0012773,B011752,C02818,2024-04-22,18,1228,1,5.56,regular
T0006951,B006413,C03881,2024-08-26,2,4051,1,6.92,regular
T0008474,B007802,C04869,2024-02-06,20,1188,1,3.89,regular
T0008713,B008027,C00875,2024-02-23,9,1011,1,1.86,regular
T0002958,B002724,C02747,2024-05-20,14,1214,2,5.7,regular
T0011658,B010738,C02448,2024-07-16,7,4218,1,6.04,regular
T0009660,B008907,C02838,2024-10-19,11,1014,2,1.79,regular
T0010705,B009865,C00748,2024-02-18,12,1241,1,4.21,regular
T0008725,B008037,C02102,2024-02-14,7,1031,1,4.22,regular
T0007226,B006668,C03545,2024-03-31,17,1142,1,3.99,regular
T0010170,B009376,C00076,2024-11-14,6,4223,1,2.89,regular
T0002776,B002552,C03677,2024-01-21,11,1223,1,2.89,regular
T0010820,B009969,C03113,2024-07-23,20,4137,1,4.44,regular
T0002637,B002427,C03360,2024-04-16,7,1006,2,3.7,regular
T0010044,B009258,C00018,2024-04-05,2,1226,3,2.05,regular
T0023200,B022160,C04223,2024-02-25,20,1217,-1,1.56,regular
T0007434,B006858,C03898,2024-04-13,10,1136,1,5.24,regular
T0002841,B002613,C01420,2024-02-29,15,1228,1,5.56,regular
T0011944,B010993,C00349,2024-03-03,15,1022,1,3.78,regular
T0009178,B008462,C04977,2024-12-16,5,1031,1,4.22,regular
T0003487,B003223,C03394,2024-07-10,14,1264,1,3.5,regular
T0006637,B006117,C03206,2024-12-30,15,1022,1,3.78,regular
